Time	2	Acceleration	Damping	Length	Tension	Velocity	
11.098	4.573362E-05	-12.89177	2.708844	2.708844	2.708844	2.151758	
11.099	4.481895E-05	-12.91346	2.706692	2.706692	2.706692	2.138844	
11.1	4.481895E-05	-12.93492	2.704553	2.704553	2.704553	2.125909	
11.101	4.392257E-05	-12.95638	2.702427	2.702427	2.702427	2.112953	
11.102	4.392257E-05	-12.9776	2.700314	2.700314	2.700314	2.099975	
11.103	4.304411E-05	-12.99882	2.698214	2.698214	2.698214	2.086977	
11.104	4.304411E-05	-13.0198	2.696127	2.696127	2.696127	2.073957	
11.105	4.218323E-05	-13.04054	2.694053	2.694053	2.694053	2.060916	
11.106	4.218323E-05	-13.06128	2.691993	2.691993	2.691993	2.047855	
11.107	4.133957E-05	-13.08203	2.689945	2.689945	2.689945	2.034773	
11.108	4.133957E-05	-13.10253	2.68791	2.68791	2.68791	2.02167	
11.109	4.051278E-05	-13.1228	2.685888	2.685888	2.685888	2.008548	
11.11	4.051278E-05	-13.14306	2.68388	2.68388	2.68388	1.995404	
11.111	3.970252E-05	-13.16321	2.681885	2.681885	2.681885	1.982241	
11.112	3.970252E-05	-13.18324	2.679902	2.679902	2.679902	1.969058	
11.113	3.890847E-05	-13.20302	2.677933	2.677933	2.677933	1.955855	
11.114	3.890847E-05	-13.22269	2.675977	2.675977	2.675977	1.942632	
11.115	3.81303E-05	-13.24224	2.674035	2.674035	2.674035	1.92939	
11.116	3.81303E-05	-13.26167	2.672106	2.672106	2.672106	1.916128	
11.117	3.736769E-05	-13.28099	2.670189	2.670189	2.670189	1.902847	
11.118	3.736769E-05	-13.30018	2.668287	2.668287	2.668287	1.889547	
11.119	3.662034E-05	-13.31913	2.666397	2.666397	2.666397	1.876228	
11.12	3.662034E-05	-13.33809	2.664521	2.664521	2.664521	1.86289	
11.121	3.588793E-05	-13.3568	2.662658	2.662658	2.662658	1.849533	
11.122	3.588793E-05	-13.3754	2.660808	2.660808	2.660808	1.836158	
11.123	3.517017E-05	-13.394	2.658973	2.658973	2.658973	1.822764	
11.124	3.517017E-05	-13.41236	2.65715	2.65715	2.65715	1.809351	
11.125	3.446677E-05	-13.43048	2.65534	2.65534	2.65534	1.795921	
11.126	3.446677E-05	-13.4486	2.653544	2.653544	2.653544	1.782472	
11.127	3.377743E-05	-13.4666	2.651762	2.651762	2.651762	1.769006	
11.128	3.377743E-05	-13.48436	2.649993	2.649993	2.649993	1.755521	
11.129	3.310189E-05	-13.50212	2.648237	2.648237	2.648237	1.742019	
11.13	3.310189E-05	-13.51964	2.646495	2.646495	2.646495	1.7285	
11.131	3.243985E-05	-13.53705	2.644767	2.644767	2.644767	1.714963	
11.132	3.243985E-05	-13.55433	2.643052	2.643052	2.643052	1.701408	
11.133	3.179105E-05	-13.5715	2.64135	2.64135	2.64135	1.687837	
11.134	3.179105E-05	-13.58855	2.639663	2.639663	2.639663	1.674248	
11.135	3.115523E-05	-13.60536	2.637988	2.637988	2.637988	1.660643	
11.136	3.115523E-05	-13.62216	2.636328	2.636328	2.636328	1.647021	
11.137	3.053213E-05	-13.63873	2.634681	2.634681	2.634681	1.633382	
11.138	3.053213E-05	-13.65518	2.633047	2.633047	2.633047	1.619727	
11.139	2.992148E-05	-13.67152	2.631428	2.631428	2.631428	1.606055	
11.14	2.992148E-05	-13.68773	2.629822	2.629822	2.629822	1.592368	
11.141	2.932306E-05	-13.70382	2.628229	2.628229	2.628229	1.578664	
11.142	2.932306E-05	-13.71968	2.626651	2.626651	2.626651	1.564944	
11.143	2.873659E-05	-13.73553	2.625086	2.625086	2.625086	1.551208	
11.144	2.873659E-05	-13.75115	2.623535	2.623535	2.623535	1.537457	
11.145	2.816186E-05	-13.76665	2.621997	2.621997	2.621997	1.523691	
11.146	2.816186E-05	-13.78202	2.620473	2.620473	2.620473	1.509909	
11.147	2.759863E-05	-13.79728	2.618963	2.618963	2.618963	1.496111	
11.148	2.759863E-05	-13.81242	2.617467	2.617467	2.617467	1.482299	
11.149	2.704665E-05	-13.82732	2.615985	2.615985	2.615985	1.468472	
11.15	2.704665E-05	-13.84222	2.614517	2.614517	2.614517	1.454629	
11.151	2.650572E-05	-13.85689	2.613062	2.613062	2.613062	1.440773	
11.152	2.650572E-05	-13.87143	2.611621	2.611621	2.611621	1.426901	
11.153	2.597561E-05	-13.88585	2.610194	2.610194	2.610194	1.413015	
11.154	2.597561E-05	-13.90004	2.608781	2.608781	2.608781	1.399115	
11.155	2.545609E-05	-13.91423	2.607382	2.607382	2.607382	1.385201	
11.156	2.545609E-05	-13.92817	2.605997	2.605997	2.605997	1.371273	
11.157	2.494697E-05	-13.942	2.604625	2.604625	2.604625	1.357331	
11.158	2.494697E-05	-13.95583	2.603268	2.603268	2.603268	1.343375	
11.159	2.444803E-05	-13.9693	2.601925	2.601925	2.601925	1.329406	
11.16	2.444803E-05	-13.98277	2.600595	2.600595	2.600595	1.315423	
11.161	2.395907E-05	-13.99612	2.59928	2.59928	2.59928	1.301427	
11.162	2.395907E-05	-14.00924	2.597979	2.597979	2.597979	1.287418	
11.163	2.347989E-05	-14.02223	2.596691	2.596691	2.596691	1.273395	
11.164	2.347989E-05	-14.0351	2.595418	2.595418	2.595418	1.25936	
11.165	2.301029E-05	-14.04786	2.594158	2.594158	2.594158	1.245312	
11.166	2.301029E-05	-14.0605	2.592913	2.592913	2.592913	1.231252	
11.167	2.255009E-05	-14.07289	2.591682	2.591682	2.591682	1.217179	
11.168	2.255009E-05	-14.08517	2.590465	2.590465	2.590465	1.203094	
11.169	2.209908E-05	-14.09733	2.589262	2.589262	2.589262	1.188996	
11.17	2.209908E-05	-14.10937	2.588073	2.588073	2.588073	1.174887	
11.171	2.16571E-05	-14.12129	2.586898	2.586898	2.586898	1.160766	
11.172	2.16571E-05	-14.13309	2.585737	2.585737	2.585737	1.146633	
11.173	2.122396E-05	-14.14466	2.58459	2.58459	2.58459	1.132488	
11.174	2.122396E-05	-14.1561	2.583458	2.583458	2.583458	1.118332	
11.175	2.079948E-05	-14.16743	2.582339	2.582339	2.582339	1.104164	
11.176	2.079948E-05	-14.17863	2.581235	2.581235	2.581235	1.089986	
11.177	2.038349E-05	-14.18972	2.580145	2.580145	2.580145	1.075796	
11.178	2.038349E-05	-14.20057	2.579069	2.579069	2.579069	1.061596	
11.179	1.997582E-05	-14.2113	2.578008	2.578008	2.578008	1.047384	
11.18	1.997582E-05	-14.22191	2.576961	2.576961	2.576961	1.033162	
11.181	1.957631E-05	-14.2324	2.575927	2.575927	2.575927	1.01893	
11.182	1.957631E-05	-14.24277	2.574908	2.574908	2.574908	1.004687	
11.183	1.918478E-05	-14.25296	2.573904	2.573904	2.573904	0.9904342	
11.184	1.918478E-05	-14.26297	2.572913	2.572913	2.572913	0.9761713	
11.185	1.880108E-05	-14.27287	2.571937	2.571937	2.571937	0.9618984	
11.186	1.880108E-05	-14.28264	2.570975	2.570975	2.570975	0.9476157	
11.187	1.842506E-05	-14.2923	2.570028	2.570028	2.570028	0.9333234	
11.188	1.842506E-05	-14.30172	2.569094	2.569094	2.569094	0.9190217	
11.189	1.805656E-05	-14.31107	2.568175	2.568175	2.568175	0.9047107	
11.19	1.805656E-05	-14.32025	2.56727	2.56727	2.56727	0.8903904	
11.191	1.769543E-05	-14.32931	2.56638	2.56638	2.56638	0.8760611	
11.192	1.769543E-05	-14.33825	2.565504	2.565504	2.565504	0.8617228	
11.193	1.734152E-05	-14.34702	2.564642	2.564642	2.564642	0.8473758	
11.194	1.734152E-05	-14.3556	2.563795	2.563795	2.563795	0.8330202	
11.195	1.699469E-05	-14.36406	2.562962	2.562962	2.562962	0.8186561	
11.196	1.699469E-05	-14.37241	2.562143	2.562143	2.562143	0.8042837	
11.197	1.66548E-05	-14.38057	2.561339	2.561339	2.561339	0.7899032	
11.198	1.66548E-05	-14.38862	2.560549	2.560549	2.560549	0.7755145	
11.199	1.63217E-05	-14.39655	2.559773	2.559773	2.559773	0.761118	
11.2	1.63217E-05	-14.4043	2.559012	2.559012	2.559012	0.7467137	
11.201	1.599527E-05	-14.41193	2.558266	2.558266	2.558266	0.7323018	
11.202	1.599527E-05	-14.41938	2.557534	2.557534	2.557534	0.7178824	
11.203	1.567536E-05	-14.42671	2.556816	2.556816	2.556816	0.7034557	
11.204	1.567536E-05	-14.43386	2.556112	2.556112	2.556112	0.6890218	
11.205	1.536185E-05	-14.44089	2.555423	2.555423	2.555423	0.6745809	
11.206	1.536185E-05	-14.44781	2.554749	2.554749	2.554749	0.6601331	
11.207	1.505462E-05	-14.45454	2.554088	2.554088	2.554088	0.6456786	
11.208	1.505462E-05	-14.46116	2.553443	2.553443	2.553443	0.6312174	
11.209	1.475352E-05	-14.4676	2.552812	2.552812	2.552812	0.6167498	
11.21	1.475352E-05	-14.47391	2.552195	2.552195	2.552195	0.6022759	
11.211	1.445845E-05	-14.48005	2.551592	2.551592	2.551592	0.5877959	
11.212	1.445845E-05	-14.48607	2.551005	2.551005	2.551005	0.5733098	
11.213	1.416929E-05	-14.49197	2.550431	2.550431	2.550431	0.5588178	
11.214	1.416929E-05	-14.4977	2.549872	2.549872	2.549872	0.5443201	
11.215	1.38859E-05	-14.5033	2.549328	2.549328	2.549328	0.5298168	
11.216	1.38859E-05	-14.50872	2.548798	2.548798	2.548798	0.5153081	
11.217	1.360818E-05	-14.51403	2.548283	2.548283	2.548283	0.5007941	
11.218	1.360818E-05	-14.51918	2.547782	2.547782	2.547782	0.4862749	
11.219	1.333602E-05	-14.52416	2.547296	2.547296	2.547296	0.4717507	
11.22	1.333602E-05	-14.52905	2.546824	2.546824	2.546824	0.4572217	
11.221	1.30693E-05	-14.53376	2.546367	2.546367	2.546367	0.4426879	
11.222	1.30693E-05	-14.53832	2.545924	2.545924	2.545924	0.4281496	
11.223	1.280791E-05	-14.54276	2.545496	2.545496	2.545496	0.4136068	
11.224	1.280791E-05	-14.54705	2.545082	2.545082	2.545082	0.3990598	
11.225	1.255175E-05	-14.55116	2.544683	2.544683	2.544683	0.3845086	
11.226	1.255175E-05	-14.55516	2.544299	2.544299	2.544299	0.3699535	
11.227	1.230072E-05	-14.559	2.543929	2.543929	2.543929	0.3553945	
11.228	1.230072E-05	-14.5627	2.543573	2.543573	2.543573	0.3408318	
11.229	1.20547E-05	-14.56627	2.543232	2.543232	2.543232	0.3262655	
11.23	1.20547E-05	-14.56967	2.542906	2.542906	2.542906	0.3116958	
11.231	1.181361E-05	-14.57295	2.542594	2.542594	2.542594	0.2971229	
11.232	1.181361E-05	-14.57605	2.542297	2.542297	2.542297	0.2825468	
11.233	1.157734E-05	-14.57903	2.542015	2.542015	2.542015	0.2679678	
11.234	1.157734E-05	-14.58186	2.541747	2.541747	2.541747	0.2533859	
11.235	1.134579E-05	-14.58453	2.541494	2.541494	2.541494	0.2388014	
11.236	1.134579E-05	-14.58706	2.541255	2.541255	2.541255	0.2242143	
11.237	1.111887E-05	-14.58946	2.541031	2.541031	2.541031	0.2096249	
11.238	1.111887E-05	-14.59169	2.540821	2.540821	2.540821	0.1950332	
11.239	1.08965E-05	-14.59379	2.540626	2.540626	2.540626	0.1804394	
11.24	1.08965E-05	-14.59573	2.540446	2.540446	2.540446	0.1658437	
11.241	1.067857E-05	-14.59753	2.540279	2.540279	2.540279	0.1512461	
11.242	1.067857E-05	-14.5992	2.540128	2.540128	2.540128	0.1366469	
11.243	1.0465E-05	-14.60072	2.539992	2.539992	2.539992	0.1220462	
11.244	1.0465E-05	-14.60208	2.53987	2.53987	2.53987	0.1074441	
11.245	1.02557E-05	-14.6033	2.539762	2.539762	2.539762	0.09284083	
11.246	1.02557E-05	-14.60437	2.53967	2.53967	2.53967	0.07823645	
11.247	1.005058E-05	-14.6053	2.539591	2.539591	2.539591	0.06363115	
11.248	1.005058E-05	-14.60608	2.539528	2.539528	2.539528	0.04902507	
11.249	9.849569E-06	-14.60672	2.539478	2.539478	2.539478	0.03441835	
11.25	9.849569E-06	-14.60722	2.539444	2.539444	2.539444	0.01981113	
11.251	9.652578E-06	-14.60756	2.539424	2.539424	2.539424	0.005203575	
11.252	9.652578E-06	-14.60776	2.539419	2.539419	2.539419	-0.009404184	
11.253	9.459527E-06	-14.60781	2.539428	2.539428	2.539428	-0.024012	
11.254	9.459527E-06	-14.60772	2.539453	2.539453	2.539453	-0.03861971	
11.255	9.270336E-06	-14.60747	2.539491	2.539491	2.539491	-0.05322719	
11.256	9.270336E-06	-14.60709	2.539544	2.539544	2.539544	-0.06783428	
11.257	9.08493E-06	-14.60656	2.539612	2.539612	2.539612	-0.08244084	
11.258	9.08493E-06	-14.60588	2.539695	2.539695	2.539695	-0.09704672	
11.259	8.903231E-06	-14.60505	2.539792	2.539792	2.539792	-0.1116518	
11.26	8.903231E-06	-14.60407	2.539903	2.539903	2.539903	-0.1262558	
11.261	8.725166E-06	-14.60296	2.54003	2.54003	2.54003	-0.1408588	
11.262	8.725166E-06	-14.60171	2.540171	2.540171	2.540171	-0.1554605	
11.263	8.550663E-06	-14.60029	2.540326	2.540326	2.540326	-0.1700608	
11.264	8.550663E-06	-14.59874	2.540496	2.540496	2.540496	-0.1846595	
11.265	8.379649E-06	-14.59704	2.540681	2.540681	2.540681	-0.1992566	
11.266	8.379649E-06	-14.59519	2.54088	2.54088	2.54088	-0.2138518	
11.267	8.212056E-06	-14.5932	2.541094	2.541094	2.541094	-0.228445	
11.268	8.212056E-06	-14.59105	2.541322	2.541322	2.541322	-0.243036	
11.269	8.047815E-06	-14.58877	2.541565	2.541565	2.541565	-0.2576248	
11.27	8.047815E-06	-14.58633	2.541823	2.541823	2.541823	-0.2722111	
11.271	7.886859E-06	-14.58377	2.542095	2.542095	2.542095	-0.2867949	
11.272	7.886859E-06	-14.58105	2.542382	2.542382	2.542382	-0.301376	
11.273	7.729122E-06	-14.57816	2.542683	2.542683	2.542683	-0.3159541	
11.274	7.729122E-06	-14.57515	2.543	2.543	2.543	-0.3305293	
11.275	7.57454E-06	-14.57199	2.54333	2.54333	2.54333	-0.3451013	
11.276	7.57454E-06	-14.56869	2.543675	2.543675	2.543675	-0.35967	
11.277	7.423049E-06	-14.56526	2.544034	2.544034	2.544034	-0.3742352	
11.278	7.423049E-06	-14.56165	2.544409	2.544409	2.544409	-0.3887969	
11.279	7.274588E-06	-14.5579	2.544798	2.544798	2.544798	-0.4033548	
11.28	7.274588E-06	-14.55402	2.545201	2.545201	2.545201	-0.4179088	
11.281	7.129097E-06	-14.55	2.545619	2.545619	2.545619	-0.4324588	
11.282	7.129097E-06	-14.5458	2.546052	2.546052	2.546052	-0.4470046	
11.283	6.986515E-06	-14.54148	2.546499	2.546499	2.546499	-0.4615461	
11.284	6.986515E-06	-14.53701	2.54696	2.54696	2.54696	-0.4760831	
11.285	6.846784E-06	-14.53239	2.547436	2.547436	2.547436	-0.4906155	
11.286	6.846784E-06	-14.52765	2.547927	2.547927	2.547927	-0.5051431	
11.287	6.709848E-06	-14.52273	2.548432	2.548432	2.548432	-0.5196658	
11.288	6.709848E-06	-14.51772	2.548952	2.548952	2.548952	-0.5341836	
11.289	6.575651E-06	-14.51248	2.549486	2.549486	2.549486	-0.548696	
11.29	6.575651E-06	-14.50717	2.550035	2.550035	2.550035	-0.5632032	
11.291	6.444138E-06	-14.50169	2.550598	2.550598	2.550598	-0.5777049	
11.292	6.444138E-06	-14.49603	2.551176	2.551176	2.551176	-0.5922009	
11.293	6.315256E-06	-14.49025	2.551768	2.551768	2.551768	-0.6066912	
11.294	6.315256E-06	-14.48435	2.552375	2.552375	2.552375	-0.6211755	
11.295	6.18895E-06	-14.47827	2.552996	2.552996	2.552996	-0.6356538	
11.296	6.18895E-06	-14.47207	2.553631	2.553631	2.553631	-0.6501259	
11.297	6.065172E-06	-14.46569	2.554282	2.554282	2.554282	-0.6645916	
11.298	6.065172E-06	-14.45919	2.554946	2.554946	2.554946	-0.6790507	
11.299	5.943868E-06	-14.45258	2.555625	2.555625	2.555625	-0.6935033	
11.3	5.943868E-06	-14.44578	2.556319	2.556319	2.556319	-0.7079491	
11.301	5.824991E-06	-14.43887	2.557026	2.557026	2.557026	-0.722388	
11.302	5.824991E-06	-14.43177	2.557749	2.557749	2.557749	-0.7368197	
11.303	5.708491E-06	-14.42456	2.558486	2.558486	2.558486	-0.7512443	
11.304	5.708491E-06	-14.41717	2.559237	2.559237	2.559237	-0.7656615	
11.305	5.594321E-06	-14.40966	2.560002	2.560002	2.560002	-0.7800711	
11.306	5.594321E-06	-14.40203	2.560782	2.560782	2.560782	-0.7944732	
11.307	5.482435E-06	-14.39422	2.561577	2.561577	2.561577	-0.8088674	
11.308	5.482435E-06	-14.38624	2.562386	2.562386	2.562386	-0.8232536	
11.309	5.372786E-06	-14.37819	2.563209	2.563209	2.563209	-0.8376318	
11.31	5.372786E-06	-14.36996	2.564047	2.564047	2.564047	-0.8520018	
11.311	5.26533E-06	-14.36156	2.564899	2.564899	2.564899	-0.8663633	
11.312	5.26533E-06	-14.35304	2.565765	2.565765	2.565765	-0.8807164	
11.313	5.160024E-06	-14.34439	2.566646	2.566646	2.566646	-0.8950608	
11.314	5.160024E-06	-14.33557	2.567541	2.567541	2.567541	-0.9093964	
11.315	5.056823E-06	-14.32663	2.56845	2.56845	2.56845	-0.923723	
11.316	5.056823E-06	-14.31751	2.569374	2.569374	2.569374	-0.9380405	
11.317	4.955687E-06	-14.30827	2.570312	2.570312	2.570312	-0.9523488	
11.318	4.955687E-06	-14.29891	2.571264	2.571264	2.571264	-0.9666477	
11.319	4.856573E-06	-14.28938	2.572231	2.572231	2.572231	-0.9809371	
11.32	4.856573E-06	-14.27972	2.573211	2.573211	2.573211	-0.9952168	
11.321	4.759442E-06	-14.26989	2.574207	2.574207	2.574207	-1.009487	
11.322	4.759442E-06	-14.25993	2.575216	2.575216	2.575216	-1.023747	
11.323	4.664253E-06	-14.24992	2.57624	2.57624	2.57624	-1.037997	
11.324	4.664253E-06	-14.23967	2.577278	2.577278	2.577278	-1.052236	
11.325	4.570968E-06	-14.2293	2.57833	2.57833	2.57833	-1.066465	
11.326	4.570968E-06	-14.21869	2.579397	2.579397	2.579397	-1.080684	
11.327	4.479548E-06	-14.20808	2.580477	2.580477	2.580477	-1.094892	
11.328	4.479548E-06	-14.19723	2.581572	2.581572	2.581572	-1.109089	
11.329	4.389958E-06	-14.18626	2.582681	2.582681	2.582681	-1.123276	
11.33	4.389958E-06	-14.17518	2.583804	2.583804	2.583804	-1.137451	
11.331	4.302158E-06	-14.16397	2.584942	2.584942	2.584942	-1.151615	
11.332	4.302158E-06	-14.15265	2.586093	2.586093	2.586093	-1.165768	
11.333	4.216115E-06	-14.14108	2.587259	2.587259	2.587259	-1.179909	
11.334	4.216115E-06	-14.1294	2.588439	2.588439	2.588439	-1.194038	
11.335	4.131793E-06	-14.1176	2.589633	2.589633	2.589633	-1.208156	
11.336	4.131793E-06	-14.10568	2.590841	2.590841	2.590841	-1.222261	
11.337	4.049157E-06	-14.09364	2.592064	2.592064	2.592064	-1.236355	
11.338	4.049157E-06	-14.08136	2.5933	2.5933	2.5933	-1.250436	
11.339	3.968174E-06	-14.06908	2.594551	2.594551	2.594551	-1.264505	
11.34	3.968174E-06	-14.05656	2.595815	2.595815	2.595815	-1.278562	
11.341	3.888811E-06	-14.04393	2.597094	2.597094	2.597094	-1.292606	
11.342	3.888811E-06	-14.03105	2.598387	2.598387	2.598387	-1.306637	
11.343	3.811034E-06	-14.01818	2.599693	2.599693	2.599693	-1.320655	
11.344	3.811034E-06	-14.00506	2.601014	2.601014	2.601014	-1.33466	
11.345	3.734814E-06	-13.99183	2.602348	2.602348	2.602348	-1.348652	
11.346	3.734814E-06	-13.9786	2.603697	2.603697	2.603697	-1.362631	
11.347	3.660117E-06	-13.96501	2.60506	2.60506	2.60506	-1.376596	
11.348	3.660117E-06	-13.95142	2.606436	2.606436	2.606436	-1.390547	
11.349	3.586915E-06	-13.93771	2.607827	2.607827	2.607827	-1.404485	
11.35	3.586915E-06	-13.92376	2.609231	2.609231	2.609231	-1.418409	
11.351	3.515177E-06	-13.9097	2.61065	2.61065	2.61065	-1.432318	
11.352	3.515177E-06	-13.89551	2.612082	2.612082	2.612082	-1.446214	
11.353	3.444873E-06	-13.88121	2.613528	2.613528	2.613528	-1.460095	
11.354	3.444873E-06	-13.86678	2.614988	2.614988	2.614988	-1.473962	
11.355	3.375976E-06	-13.85212	2.616462	2.616462	2.616462	-1.487814	
11.356	3.375976E-06	-13.83746	2.61795	2.61795	2.61795	-1.501651	
11.357	3.308456E-06	-13.82255	2.619452	2.619452	2.619452	-1.515474	
11.358	3.308456E-06	-13.80753	2.620967	2.620967	2.620967	-1.529281	
11.359	3.242287E-06	-13.79239	2.622496	2.622496	2.622496	-1.543074	
11.36	3.242287E-06	-13.77702	2.624039	2.624039	2.624039	-1.556851	
11.361	3.177441E-06	-13.76164	2.625596	2.625596	2.625596	-1.570612	
11.362	3.177441E-06	-13.74602	2.627167	2.627167	2.627167	-1.584358	
11.363	3.113892E-06	-13.73041	2.628751	2.628751	2.628751	-1.598089	
11.364	3.113892E-06	-13.71455	2.630349	2.630349	2.630349	-1.611803	
11.365	3.051614E-06	-13.69858	2.631961	2.631961	2.631961	-1.625502	
11.366	3.051614E-06	-13.68236	2.633586	2.633586	2.633586	-1.639184	
11.367	2.990582E-06	-13.66615	2.635226	2.635226	2.635226	-1.652851	
11.368	2.990582E-06	-13.64982	2.636879	2.636879	2.636879	-1.6665	
11.369	2.93077E-06	-13.63325	2.638545	2.638545	2.638545	-1.680134	
11.37	2.93077E-06	-13.61656	2.640225	2.640225	2.640225	-1.69375	
11.371	2.872155E-06	-13.59975	2.641919	2.641919	2.641919	-1.70735	
11.372	2.872155E-06	-13.58282	2.643626	2.643626	2.643626	-1.720933	
11.373	2.814711E-06	-13.56578	2.645347	2.645347	2.645347	-1.734499	
11.374	2.814711E-06	-13.54861	2.647082	2.647082	2.647082	-1.748047	
11.375	2.758417E-06	-13.53121	2.64883	2.64883	2.64883	-1.761578	
11.376	2.758417E-06	-13.51368	2.650591	2.650591	2.650591	-1.775092	
11.377	2.703249E-06	-13.49616	2.652366	2.652366	2.652366	-1.788588	
11.378	2.703249E-06	-13.4784	2.654155	2.654155	2.654155	-1.802067	
11.379	2.649184E-06	-13.46052	2.655957	2.655957	2.655957	-1.815527	
11.38	2.649184E-06	-13.4424	2.657773	2.657773	2.657773	-1.828969	
11.381	2.5962E-06	-13.42428	2.659601	2.659601	2.659601	-1.842394	
11.382	2.5962E-06	-13.40604	2.661444	2.661444	2.661444	-1.8558	
11.383	2.544276E-06	-13.38756	2.6633	2.6633	2.6633	-1.869187	
11.384	2.544276E-06	-13.36908	2.665169	2.665169	2.665169	-1.882556	
11.385	2.493391E-06	-13.35037	2.667052	2.667052	2.667052	-1.895907	
11.386	2.493391E-06	-13.33153	2.668947	2.668947	2.668947	-1.909238	
11.387	2.443523E-06	-13.31258	2.670857	2.670857	2.670857	-1.922551	
11.388	2.443523E-06	-13.2935	2.672779	2.672779	2.672779	-1.935844	
11.389	2.394652E-06	-13.27419	2.674715	2.674715	2.674715	-1.949119	
11.39	2.394652E-06	-13.25488	2.676664	2.676664	2.676664	-1.962373	
11.391	2.346759E-06	-13.23533	2.678627	2.678627	2.678627	-1.975609	
11.392	2.346759E-06	-13.21578	2.680602	2.680602	2.680602	-1.988825	
11.393	2.299824E-06	-13.19599	2.682591	2.682591	2.682591	-2.002021	
11.394	2.299824E-06	-13.17596	2.684593	2.684593	2.684593	-2.015197	
11.395	2.253828E-06	-13.15594	2.686608	2.686608	2.686608	-2.028352	
11.396	2.253828E-06	-13.13591	2.688637	2.688637	2.688637	-2.041488	
11.397	2.208751E-06	-13.11564	2.690678	2.690678	2.690678	-2.054604	
11.398	2.208751E-06	-13.09514	2.692733	2.692733	2.692733	-2.067699	
11.399	2.164576E-06	-13.07464	2.694801	2.694801	2.694801	-2.080774	
11.4	2.164576E-06	-13.05389	2.696882	2.696882	2.696882	-2.093828	
11.401	2.121285E-06	-13.03315	2.698975	2.698975	2.698975	-2.106861	
11.402	2.121285E-06	-13.01217	2.701082	2.701082	2.701082	-2.119873	
11.403	2.078859E-06	-12.99119	2.703202	2.703202	2.703202	-2.132864	
11.404	2.078859E-06	-12.96997	2.705335	2.705335	2.705335	-2.145834	
11.405	2.037282E-06	-12.94851	2.707481	2.707481	2.707481	-2.158783	
11.406	2.037282E-06	-12.92705	2.70964	2.70964	2.70964	-2.17171	
11.407	1.996536E-06	-12.9056	2.711811	2.711811	2.711811	-2.184615	
11.408	1.996536E-06	-12.8839	2.713996	2.713996	2.713996	-2.197499	
11.409	1.956606E-06	-12.86197	2.716194	2.716194	2.716194	-2.210361	
11.41	1.956606E-06	-12.84003	2.718404	2.718404	2.718404	-2.223201	
11.411	1.917473E-06	-12.81786	2.720627	2.720627	2.720627	-2.236019	
11.412	1.917473E-06	-12.79569	2.722863	2.722863	2.722863	-2.248815	
11.413	1.879124E-06	-12.77327	2.725112	2.725112	2.725112	-2.261588	
11.414	1.879124E-06	-12.75086	2.727374	2.727374	2.727374	-2.274339	
11.415	1.841541E-06	-12.72821	2.729648	2.729648	2.729648	-2.287067	
11.416	1.841541E-06	-12.70533	2.731935	2.731935	2.731935	-2.299773	
11.417	1.804711E-06	-12.68268	2.734235	2.734235	2.734235	-2.312455	
11.418	1.804711E-06	-12.65955	2.736547	2.736547	2.736547	-2.325115	
11.419	1.768616E-06	-12.63642	2.738872	2.738872	2.738872	-2.337751	
11.42	1.768616E-06	-12.6133	2.74121	2.74121	2.74121	-2.350364	
11.421	1.733244E-06	-12.58969	2.74356	2.74356	2.74356	-2.362954	
11.422	1.733244E-06	-12.56633	2.745924	2.745924	2.745924	-2.37552	
11.423	1.698579E-06	-12.54272	2.748299	2.748299	2.748299	-2.388063	
11.424	1.698579E-06	-12.51888	2.750687	2.750687	2.750687	-2.400582	
11.425	1.664608E-06	-12.49504	2.753088	2.753088	2.753088	-2.413077	
11.426	1.664608E-06	-12.47096	2.755501	2.755501	2.755501	-2.425548	
11.427	1.631315E-06	-12.44688	2.757926	2.757926	2.757926	-2.437995	
11.428	1.631315E-06	-12.42256	2.760364	2.760364	2.760364	-2.450418	
11.429	1.598689E-06	-12.39824	2.762815	2.762815	2.762815	-2.462816	
11.43	1.598689E-06	-12.37368	2.765277	2.765277	2.765277	-2.475189	
11.431	1.566715E-06	-12.34913	2.767753	2.767753	2.767753	-2.487539	
11.432	1.566715E-06	-12.32433	2.77024	2.77024	2.77024	-2.499863	
11.433	1.535381E-06	-12.29954	2.77274	2.77274	2.77274	-2.512162	
11.434	1.535381E-06	-12.2745	2.775252	2.775252	2.775252	-2.524437	
11.435	1.504673E-06	-12.24947	2.777776	2.777776	2.777776	-2.536686	
11.436	1.504673E-06	-12.2242	2.780313	2.780313	2.780313	-2.548911	
11.437	1.47458E-06	-12.19869	2.782862	2.782862	2.782862	-2.561109	
11.438	1.47458E-06	-12.17317	2.785424	2.785424	2.785424	-2.573282	
11.439	1.445088E-06	-12.14766	2.787997	2.787997	2.787997	-2.58543	
11.44	1.445088E-06	-12.12191	2.790582	2.790582	2.790582	-2.597552	
11.441	1.416186E-06	-12.09617	2.79318	2.79318	2.79318	-2.609648	
11.442	1.416186E-06	-12.07018	2.795789	2.795789	2.795789	-2.621718	
11.443	1.387863E-06	-12.04395	2.798411	2.798411	2.798411	-2.633762	
11.444	1.387863E-06	-12.01773	2.801045	2.801045	2.801045	-2.64578	
11.445	1.360105E-06	-11.9915	2.80369	2.80369	2.80369	-2.657772	
11.446	1.360105E-06	-11.96504	2.806348	2.806348	2.806348	-2.669737	
11.447	1.332903E-06	-11.93833	2.809018	2.809018	2.809018	-2.681675	
