TimeSlice	Time	FB	P	Input	Analog	D	A	Analog_Ie	Analog_Vm
7201	1.80025	1	1	0	0.971179	0.853484	-0.0536279	9.7118e-009	0.0271179
7202	1.8005	1	1	0	0.971179	0.853484	-0.0535639	9.7118e-009	0.0271179
7203	1.80075	1	1	0	0.971179	0.853484	0	9.7118e-009	0.0271179
7204	1.801	1	1	0	0.971179	0.853484	-0.0542289	9.7118e-009	0.0271179
7205	1.80125	1	1	0	0.971179	0.853484	-0.0548265	9.7118e-009	0.0271179
7206	1.8015	1	1	0	0.971179	0.853484	-0.0553162	9.7118e-009	0.0271179
7207	1.80175	1	1	0	0.971179	0.853484	-0.055715	9.7118e-009	0.0271179
7208	1.802	1	1	0	0.971179	0.853484	-0.0560372	9.7118e-009	0.0271179
7209	1.80225	1	1	0	0.971179	0.854705	-0.0562944	9.7118e-009	0.0271179
7210	1.8025	1	1	0	0.971179	0.854705	-0.0564961	9.7118e-009	0.0271179
7211	1.80275	1	1	0	0.971179	0.854705	-0.0566506	9.7118e-009	0.0271179
7212	1.803	1	1	0	0.971179	0.854705	-0.0567645	9.7118e-009	0.0271179
7213	1.80325	1	1	0	0.971179	0.854705	-0.0568438	9.7118e-009	0.0271179
7214	1.8035	1	1	0	0.971179	0.854705	-0.0568932	9.7118e-009	0.0271179
7215	1.80375	1	1	0	0.971179	0.854705	-0.0569169	9.7118e-009	0.0271179
7216	1.804	1	1	0	0.971179	0.854705	-0.0569186	9.7118e-009	0.0271179
7217	1.80425	1	1	0	0.971179	0.854705	-0.0569013	9.7118e-009	0.0271179
7218	1.8045	1	1	0	0.971179	0.854705	-0.0568678	9.7118e-009	0.0271179
7219	1.80475	1	1	0	0.971179	0.855916	-0.0568204	9.7118e-009	0.0271179
7220	1.805	1	1	0	0.971179	0.855916	-0.0567611	9.7118e-009	0.0271179
7221	1.80525	1	1	0	0.971179	0.855916	-0.0566917	9.7118e-009	0.0271179
7222	1.8055	1	1	0	0.971179	0.855916	-0.0566138	9.7118e-009	0.0271179
7223	1.80575	1	1	0	0.971179	0.855916	-0.0565288	9.7118e-009	0.0271179
7224	1.806	1	1	0	0.971179	0.855916	-0.0564379	9.7118e-009	0.0271179
7225	1.80625	1	1	0	0.971179	0.855916	-0.0563421	9.7118e-009	0.0271179
7226	1.8065	1	1	0	0.971179	0.855916	-0.0562425	9.7118e-009	0.0271179
7227	1.80675	1	1	0	0.971179	0.855916	-0.0561397	9.7118e-009	0.0271179
7228	1.807	1	1	0	0.971179	0.855916	-0.0560347	9.7118e-009	0.0271179
7229	1.80725	1	1	0	0.971179	0.857117	-0.055928	9.7118e-009	0.0271179
7230	1.8075	1	1	0	0.971179	0.857117	-0.0558202	9.7118e-009	0.0271179
7231	1.80775	1	1	0	0.971179	0.857117	-0.0557119	9.7118e-009	0.0271179
7232	1.808	1	1	0	0.971179	0.857117	-0.0556034	9.7118e-009	0.0271179
7233	1.80825	1	1	0	0.971179	0.857117	-0.0554952	9.7118e-009	0.0271179
7234	1.8085	1	1	0	0.971179	0.857117	-0.0553877	9.7118e-009	0.0271179
7235	1.80875	1	1	0	0.971179	0.857117	-0.055281	9.7118e-009	0.0271179
7236	1.809	1	1	0	0.971179	0.857117	-0.0551756	9.7118e-009	0.0271179
7237	1.80925	1	1	0	0.971179	0.857117	-0.0550716	9.7118e-009	0.0271179
7238	1.8095	1	1	0	0.971179	0.857117	-0.0549692	9.7118e-009	0.0271179
7239	1.80975	1	1	0	0.971179	0.858307	-0.0548685	9.7118e-009	0.0271179
7240	1.81	1	1	0	0.971179	0.858307	-0.0547699	9.7118e-009	0.0271179
7241	1.81025	1	1	0	0.971179	0.858307	-0.0546732	9.7118e-009	0.0271179
7242	1.8105	1	1	0	0.971179	0.858307	-0.0545787	9.7118e-009	0.0271179
7243	1.81075	1	1	0	0.971179	0.858307	-0.0544865	9.7118e-009	0.0271179
7244	1.811	1	1	0	0.971179	0.858307	-0.0543965	9.7118e-009	0.0271179
7245	1.81125	1	1	0	0.971179	0.858307	-0.0543089	9.7118e-009	0.0271179
7246	1.8115	1	1	0	0.971179	0.858307	-0.0542236	9.7118e-009	0.0271179
7247	1.81175	1	1	0	0.971179	0.858307	-0.0541408	9.7118e-009	0.0271179
7248	1.812	1	1	0	0.971179	0.858307	-0.0540604	9.7118e-009	0.0271179
7249	1.81225	1	1	0	0.971179	0.859488	-0.0539823	9.7118e-009	0.0271179
7250	1.8125	1	1	0	0.971179	0.859488	-0.0539067	9.7118e-009	0.0271179
7251	1.81275	1	1	0	0.971179	0.859488	-0.0538335	9.7118e-009	0.0271179
7252	1.813	1	1	0	0.971179	0.859488	-0.0537626	9.7118e-009	0.0271179
7253	1.81325	1	1	0	0.971179	0.859488	-0.0536941	9.7118e-009	0.0271179
7254	1.8135	1	1	0	0.971179	0.859488	-0.0536279	9.7118e-009	0.0271179
7255	1.81375	1	1	0	0.971179	0.859488	-0.0535639	9.7118e-009	0.0271179
7256	1.814	1	1	0	0.971179	0.859488	0	9.7118e-009	0.0271179
7257	1.81425	1	1	0	0.971179	0.859488	-0.0542289	9.7118e-009	0.0271179
7258	1.8145	1	1	0	0.971179	0.859488	-0.0548265	9.7118e-009	0.0271179
7259	1.81475	1	1	0	0.971179	0.860659	-0.0553162	9.7118e-009	0.0271179
7260	1.815	1	1	0	0.971179	0.860659	-0.055715	9.7118e-009	0.0271179
7261	1.81525	1	1	0	0.971179	0.860659	-0.0560372	9.7118e-009	0.0271179
7262	1.8155	1	1	0	0.971179	0.860659	-0.0562944	9.7118e-009	0.0271179
7263	1.81575	1	1	0	0.971179	0.860659	-0.0564961	9.7118e-009	0.0271179
7264	1.816	1	1	0	0.971179	0.860659	-0.0566506	9.7118e-009	0.0271179
7265	1.81625	1	1	0	0.971179	0.860659	-0.0567645	9.7118e-009	0.0271179
7266	1.8165	1	1	0	0.971179	0.860659	-0.0568438	9.7118e-009	0.0271179
7267	1.81675	1	1	0	0.971179	0.860659	-0.0568932	9.7118e-009	0.0271179
7268	1.817	1	1	0	0.971179	0.860659	-0.0569169	9.7118e-009	0.0271179
7269	1.81725	1	1	0	0.971179	0.86182	-0.0569186	9.7118e-009	0.0271179
7270	1.8175	1	1	0	0.971179	0.86182	-0.0569013	9.7118e-009	0.0271179
7271	1.81775	1	1	0	0.971179	0.86182	-0.0568678	9.7118e-009	0.0271179
7272	1.818	1	1	0	0.971179	0.86182	-0.0568204	9.7118e-009	0.0271179
7273	1.81825	1	1	0	0.971179	0.86182	-0.0567611	9.7118e-009	0.0271179
7274	1.8185	1	1	0	0.971179	0.86182	-0.0566917	9.7118e-009	0.0271179
7275	1.81875	1	1	0	0.971179	0.86182	-0.0566138	9.7118e-009	0.0271179
7276	1.819	1	1	0	0.971179	0.86182	-0.0565288	9.7118e-009	0.0271179
7277	1.81925	1	1	0	0.971179	0.86182	-0.0564379	9.7118e-009	0.0271179
7278	1.8195	1	1	0	0.971179	0.86182	-0.0563421	9.7118e-009	0.0271179
7279	1.81975	1	1	0	0.971179	0.862972	-0.0562425	9.7118e-009	0.0271179
7280	1.82	1	1	0	0.971179	0.862972	-0.0561397	9.7118e-009	0.0271179
7281	1.82025	1	1	0	0.971179	0.862972	-0.0560347	9.7118e-009	0.0271179
7282	1.8205	1	1	0	0.971179	0.862972	-0.055928	9.7118e-009	0.0271179
7283	1.82075	1	1	0	0.971179	0.862972	-0.0558202	9.7118e-009	0.0271179
7284	1.821	1	1	0	0.971179	0.862972	-0.0557119	9.7118e-009	0.0271179
7285	1.82125	1	1	0	0.971179	0.862972	-0.0556034	9.7118e-009	0.0271179
7286	1.8215	1	1	0	0.971179	0.862972	-0.0554952	9.7118e-009	0.0271179
7287	1.82175	1	1	0	0.971179	0.862972	-0.0553877	9.7118e-009	0.0271179
7288	1.822	1	1	0	0.971179	0.862972	-0.055281	9.7118e-009	0.0271179
7289	1.82225	1	1	0	0.971179	0.864114	-0.0551756	9.7118e-009	0.0271179
7290	1.8225	1	1	0	0.971179	0.864114	-0.0550716	9.7118e-009	0.0271179
7291	1.82275	1	1	0	0.971179	0.864114	-0.0549692	9.7118e-009	0.0271179
7292	1.823	1	1	0	0.971179	0.864114	-0.0548685	9.7118e-009	0.0271179
7293	1.82325	1	1	0	0.971179	0.864114	-0.0547699	9.7118e-009	0.0271179
7294	1.8235	1	1	0	0.971179	0.864114	-0.0546732	9.7118e-009	0.0271179
7295	1.82375	1	1	0	0.971179	0.864114	-0.0545787	9.7118e-009	0.0271179
7296	1.824	1	1	0	0.971179	0.864114	-0.0544865	9.7118e-009	0.0271179
7297	1.82425	1	1	0	0.971179	0.864114	-0.0543965	9.7118e-009	0.0271179
7298	1.8245	1	1	0	0.971179	0.864114	-0.0543089	9.7118e-009	0.0271179
7299	1.82475	1	1	0	0.971179	0.865246	-0.0542236	9.7118e-009	0.0271179
7300	1.825	1	1	0	0.971179	0.865246	-0.0541408	9.7118e-009	0.0271179
7301	1.82525	1	1	0	0.971179	0.865246	-0.0540604	9.7118e-009	0.0271179
7302	1.8255	1	1	0	0.971179	0.865246	-0.0539823	9.7118e-009	0.0271179
7303	1.82575	1	1	0	0.971179	0.865246	-0.0539067	9.7118e-009	0.0271179
7304	1.826	1	1	0	0.971179	0.865246	-0.0538335	9.7118e-009	0.0271179
7305	1.82625	1	1	0	0.971179	0.865246	-0.0537626	9.7118e-009	0.0271179
7306	1.8265	1	1	0	0.971179	0.865246	-0.0536941	9.7118e-009	0.0271179
7307	1.82675	1	1	0	0.971179	0.865246	-0.0536279	9.7118e-009	0.0271179
7308	1.827	1	1	0	0.971179	0.865246	-0.0535639	9.7118e-009	0.0271179
7309	1.82725	1	1	0	0.971179	0.866369	0	9.7118e-009	0.0271179
7310	1.8275	1	1	0	0.971179	0.866369	-0.0542289	9.7118e-009	0.0271179
7311	1.82775	1	1	0	0.971179	0.866369	-0.0548265	9.7118e-009	0.0271179
7312	1.828	1	1	0	0.971179	0.866369	-0.0553162	9.7118e-009	0.0271179
7313	1.82825	1	1	0	0.971179	0.866369	-0.055715	9.7118e-009	0.0271179
7314	1.8285	1	1	0	0.971179	0.866369	-0.0560372	9.7118e-009	0.0271179
7315	1.82875	1	1	0	0.971179	0.866369	-0.0562944	9.7118e-009	0.0271179
7316	1.829	1	1	0	0.971179	0.866369	-0.0564961	9.7118e-009	0.0271179
7317	1.82925	1	1	0	0.971179	0.866369	-0.0566506	9.7118e-009	0.0271179
7318	1.8295	1	1	0	0.971179	0.866369	-0.0567645	9.7118e-009	0.0271179
7319	1.82975	1	1	0	0.971179	0.867483	-0.0568438	9.7118e-009	0.0271179
7320	1.83	1	1	0	0.971179	0.867483	-0.0568932	9.7118e-009	0.0271179
7321	1.83025	1	1	0	0.971179	0.867483	-0.0569169	9.7118e-009	0.0271179
7322	1.8305	1	1	0	0.971179	0.867483	-0.0569186	9.7118e-009	0.0271179
7323	1.83075	1	1	0	0.971179	0.867483	-0.0569013	9.7118e-009	0.0271179
7324	1.831	1	1	0	0.971179	0.867483	-0.0568678	9.7118e-009	0.0271179
7325	1.83125	1	1	0	0.971179	0.867483	-0.0568204	9.7118e-009	0.0271179
7326	1.8315	1	1	0	0.971179	0.867483	-0.0567611	9.7118e-009	0.0271179
7327	1.83175	1	1	0	0.971179	0.867483	-0.0566917	9.7118e-009	0.0271179
7328	1.832	1	1	0	0.971179	0.867483	-0.0566138	9.7118e-009	0.0271179
7329	1.83225	1	1	0	0.971179	0.868587	-0.0565288	9.7118e-009	0.0271179
7330	1.8325	1	1	0	0.971179	0.868587	-0.0564379	9.7118e-009	0.0271179
7331	1.83275	1	1	0	0.971179	0.868587	-0.0563421	9.7118e-009	0.0271179
7332	1.833	1	1	0	0.971179	0.868587	-0.0562425	9.7118e-009	0.0271179
7333	1.83325	1	1	0	0.971179	0.868587	-0.0561397	9.7118e-009	0.0271179
7334	1.8335	1	1	0	0.971179	0.868587	-0.0560347	9.7118e-009	0.0271179
7335	1.83375	1	1	0	0.971179	0.868587	-0.055928	9.7118e-009	0.0271179
7336	1.834	1	1	0	0.971179	0.868587	-0.0558202	9.7118e-009	0.0271179
7337	1.83425	1	1	0	0.971179	0.868587	-0.0557119	9.7118e-009	0.0271179
7338	1.8345	1	1	0	0.971179	0.868587	-0.0556034	9.7118e-009	0.0271179
7339	1.83475	1	1	0	0.971179	0.869682	-0.0554952	9.7118e-009	0.0271179
7340	1.835	1	1	0	0.971179	0.869682	-0.0553877	9.7118e-009	0.0271179
7341	1.83525	1	1	0	0.971179	0.869682	-0.055281	9.7118e-009	0.0271179
7342	1.8355	1	1	0	0.971179	0.869682	-0.0551756	9.7118e-009	0.0271179
7343	1.83575	1	1	0	0.971179	0.869682	-0.0550716	9.7118e-009	0.0271179
7344	1.836	1	1	0	0.971179	0.869682	-0.0549692	9.7118e-009	0.0271179
7345	1.83625	1	1	0	0.971179	0.869682	-0.0548685	9.7118e-009	0.0271179
7346	1.8365	1	1	0	0.971179	0.869682	-0.0547699	9.7118e-009	0.0271179
7347	1.83675	1	1	0	0.971179	0.869682	-0.0546732	9.7118e-009	0.0271179
7348	1.837	1	1	0	0.971179	0.869682	-0.0545787	9.7118e-009	0.0271179
7349	1.83725	1	1	0	0.971179	0.870768	-0.0544865	9.7118e-009	0.0271179
7350	1.8375	1	1	0	0.971179	0.870768	-0.0543965	9.7118e-009	0.0271179
7351	1.83775	1	1	0	0.971179	0.870768	-0.0543089	9.7118e-009	0.0271179
7352	1.838	1	1	0	0.971179	0.870768	-0.0542236	9.7118e-009	0.0271179
7353	1.83825	1	1	0	0.971179	0.870768	-0.0541408	9.7118e-009	0.0271179
7354	1.8385	1	1	0	0.971179	0.870768	-0.0540604	9.7118e-009	0.0271179
7355	1.83875	1	1	0	0.971179	0.870768	-0.0539823	9.7118e-009	0.0271179
7356	1.839	1	1	0	0.971179	0.870768	-0.0539067	9.7118e-009	0.0271179
7357	1.83925	1	1	0	0.971179	0.870768	-0.0538335	9.7118e-009	0.0271179
7358	1.8395	1	1	0	0.971179	0.870768	-0.0537626	9.7118e-009	0.0271179
7359	1.83975	1	1	0	0.971179	0.871845	-0.0536941	9.7118e-009	0.0271179
7360	1.84	1	1	0	0.971179	0.871845	-0.0536279	9.7118e-009	0.0271179
7361	1.84025	1	1	0	0.971179	0.871845	-0.0535639	9.7118e-009	0.0271179
7362	1.8405	1	1	0	0.971179	0.871845	0	9.7118e-009	0.0271179
7363	1.84075	1	1	0	0.971179	0.871845	-0.0542289	9.7118e-009	0.0271179
7364	1.841	1	1	0	0.971179	0.871845	-0.0548265	9.7118e-009	0.0271179
7365	1.84125	1	1	0	0.971179	0.871845	-0.0553162	9.7118e-009	0.0271179
7366	1.8415	1	1	0	0.971179	0.871845	-0.055715	9.7118e-009	0.0271179
7367	1.84175	1	1	0	0.971179	0.871845	-0.0560372	9.7118e-009	0.0271179
7368	1.842	1	1	0	0.971179	0.871845	-0.0562944	9.7118e-009	0.0271179
7369	1.84225	1	1	0	0.971179	0.872913	-0.0564961	9.7118e-009	0.0271179
7370	1.8425	1	1	0	0.971179	0.872913	-0.0566506	9.7118e-009	0.0271179
7371	1.84275	1	1	0	0.971179	0.872913	-0.0567645	9.7118e-009	0.0271179
7372	1.843	1	1	0	0.971179	0.872913	-0.0568438	9.7118e-009	0.0271179
7373	1.84325	1	1	0	0.971179	0.872913	-0.0568932	9.7118e-009	0.0271179
7374	1.8435	1	1	0	0.971179	0.872913	-0.0569169	9.7118e-009	0.0271179
7375	1.84375	1	1	0	0.971179	0.872913	-0.0569186	9.7118e-009	0.0271179
7376	1.844	1	1	0	0.971179	0.872913	-0.0569013	9.7118e-009	0.0271179
7377	1.84425	1	1	0	0.971179	0.872913	-0.0568678	9.7118e-009	0.0271179
7378	1.8445	1	1	0	0.971179	0.872913	-0.0568204	9.7118e-009	0.0271179
7379	1.84475	1	1	0	0.971179	0.873972	-0.0567611	9.7118e-009	0.0271179
7380	1.845	1	1	0	0.971179	0.873972	-0.0566917	9.7118e-009	0.0271179
7381	1.84525	1	1	0	0.971179	0.873972	-0.0566138	9.7118e-009	0.0271179
7382	1.8455	1	1	0	0.971179	0.873972	-0.0565288	9.7118e-009	0.0271179
7383	1.84575	1	1	0	0.971179	0.873972	-0.0564379	9.7118e-009	0.0271179
7384	1.846	1	1	0	0.971179	0.873972	-0.0563421	9.7118e-009	0.0271179
7385	1.84625	1	1	0	0.971179	0.873972	-0.0562425	9.7118e-009	0.0271179
7386	1.8465	1	1	0	0.971179	0.873972	-0.0561397	9.7118e-009	0.0271179
7387	1.84675	1	1	0	0.971179	0.873972	-0.0560347	9.7118e-009	0.0271179
7388	1.847	1	1	0	0.971179	0.873972	-0.055928	9.7118e-009	0.0271179
7389	1.84725	1	1	0	0.971179	0.875022	-0.0558202	9.7118e-009	0.0271179
7390	1.8475	1	1	0	0.971179	0.875022	-0.0557119	9.7118e-009	0.0271179
7391	1.84775	1	1	0	0.971179	0.875022	-0.0556034	9.7118e-009	0.0271179
7392	1.848	1	1	0	0.971179	0.875022	-0.0554952	9.7118e-009	0.0271179
7393	1.84825	1	1	0	0.971179	0.875022	-0.0553877	9.7118e-009	0.0271179
7394	1.8485	1	1	0	0.971179	0.875022	-0.055281	9.7118e-009	0.0271179
7395	1.84875	1	1	0	0.971179	0.875022	-0.0551756	9.7118e-009	0.0271179
7396	1.849	1	1	0	0.971179	0.875022	-0.0550716	9.7118e-009	0.0271179
7397	1.84925	1	1	0	0.971179	0.875022	-0.0549692	9.7118e-009	0.0271179
7398	1.8495	1	1	0	0.971179	0.875022	-0.0548685	9.7118e-009	0.0271179
7399	1.84975	1	1	0	0.971179	0.876064	-0.0547699	9.7118e-009	0.0271179
7400	1.85	1	1	0	0.971179	0.876064	-0.0546732	9.7118e-009	0.0271179
7401	1.85025	1	1	0	0.971179	0.876064	-0.0545787	9.7118e-009	0.0271179
7402	1.8505	1	1	0	0.971179	0.876064	-0.0544865	9.7118e-009	0.0271179
7403	1.85075	1	1	0	0.971179	0.876064	-0.0543965	9.7118e-009	0.0271179
7404	1.851	1	1	0	0.971179	0.876064	-0.0543089	9.7118e-009	0.0271179
7405	1.85125	1	1	0	0.971179	0.876064	-0.0542236	9.7118e-009	0.0271179
7406	1.8515	1	1	0	0.971179	0.876064	-0.0541408	9.7118e-009	0.0271179
7407	1.85175	1	1	0	0.971179	0.876064	-0.0540604	9.7118e-009	0.0271179
7408	1.852	1	1	0	0.971179	0.876064	-0.0539823	9.7118e-009	0.0271179
7409	1.85225	1	1	0	0.971179	0.877096	-0.0539067	9.7118e-009	0.0271179
7410	1.8525	1	1	0	0.971179	0.877096	-0.0538335	9.7118e-009	0.0271179
7411	1.85275	1	1	0	0.971179	0.877096	-0.0537626	9.7118e-009	0.0271179
7412	1.853	1	1	0	0.971179	0.877096	-0.0536941	9.7118e-009	0.0271179
7413	1.85325	1	1	0	0.971179	0.877096	-0.0536279	9.7118e-009	0.0271179
7414	1.8535	1	1	0	0.971179	0.877096	-0.0535639	9.7118e-009	0.0271179
7415	1.85375	1	1	0	0.971179	0.877096	0	9.7118e-009	0.0271179
7416	1.854	1	1	0	0.971179	0.877096	-0.0542289	9.7118e-009	0.0271179
7417	1.85425	1	1	0	0.971179	0.877096	-0.0548265	9.7118e-009	0.0271179
7418	1.8545	1	1	0	0.971179	0.877096	-0.0553162	9.7118e-009	0.0271179
7419	1.85475	1	1	0	0.971179	0.878121	-0.055715	9.7118e-009	0.0271179
7420	1.855	1	1	0	0.971179	0.878121	-0.0560372	9.7118e-009	0.0271179
7421	1.85525	1	1	0	0.971179	0.878121	-0.0562944	9.7118e-009	0.0271179
7422	1.8555	1	1	0	0.971179	0.878121	-0.0564961	9.7118e-009	0.0271179
7423	1.85575	1	1	0	0.971179	0.878121	-0.0566506	9.7118e-009	0.0271179
7424	1.856	1	1	0	0.971179	0.878121	-0.0567645	9.7118e-009	0.0271179
7425	1.85625	1	1	0	0.971179	0.878121	-0.0568438	9.7118e-009	0.0271179
7426	1.8565	1	1	0	0.971179	0.878121	-0.0568932	9.7118e-009	0.0271179
7427	1.85675	1	1	0	0.971179	0.878121	-0.0569169	9.7118e-009	0.0271179
7428	1.857	1	1	0	0.971179	0.878121	-0.0569186	9.7118e-009	0.0271179
7429	1.85725	1	1	0	0.971179	0.879136	-0.0569013	9.7118e-009	0.0271179
7430	1.8575	1	1	0	0.971179	0.879136	-0.0568678	9.7118e-009	0.0271179
7431	1.85775	1	1	0	0.971179	0.879136	-0.0568204	9.7118e-009	0.0271179
7432	1.858	1	1	0	0.971179	0.879136	-0.0567611	9.7118e-009	0.0271179
7433	1.85825	1	1	0	0.971179	0.879136	-0.0566917	9.7118e-009	0.0271179
7434	1.8585	1	1	0	0.971179	0.879136	-0.0566138	9.7118e-009	0.0271179
7435	1.85875	1	1	0	0.971179	0.879136	-0.0565288	9.7118e-009	0.0271179
7436	1.859	1	1	0	0.971179	0.879136	-0.0564379	9.7118e-009	0.0271179
7437	1.85925	1	1	0	0.971179	0.879136	-0.0563421	9.7118e-009	0.0271179
7438	1.8595	1	1	0	0.971179	0.879136	-0.0562425	9.7118e-009	0.0271179
7439	1.85975	1	1	0	0.971179	0.880144	-0.0561397	9.7118e-009	0.0271179
7440	1.86	1	1	0	0.971179	0.880144	-0.0560347	9.7118e-009	0.0271179
7441	1.86025	1	1	0	0.971179	0.880144	-0.055928	9.7118e-009	0.0271179
7442	1.8605	1	1	0	0.971179	0.880144	-0.0558202	9.7118e-009	0.0271179
7443	1.86075	1	1	0	0.971179	0.880144	-0.0557119	9.7118e-009	0.0271179
7444	1.861	1	1	0	0.971179	0.880144	-0.0556034	9.7118e-009	0.0271179
7445	1.86125	1	1	0	0.971179	0.880144	-0.0554952	9.7118e-009	0.0271179
7446	1.8615	1	1	0	0.971179	0.880144	-0.0553877	9.7118e-009	0.0271179
7447	1.86175	1	1	0	0.971179	0.880144	-0.055281	9.7118e-009	0.0271179
7448	1.862	1	1	0	0.971179	0.880144	-0.0551756	9.7118e-009	0.0271179
7449	1.86225	1	1	0	0.971179	0.881142	-0.0550716	9.7118e-009	0.0271179
7450	1.8625	1	1	0	0.971179	0.881142	-0.0549692	9.7118e-009	0.0271179
7451	1.86275	1	1	0	0.971179	0.881142	-0.0548685	9.7118e-009	0.0271179
7452	1.863	1	1	0	0.971179	0.881142	-0.0547699	9.7118e-009	0.0271179
7453	1.86325	1	1	0	0.971179	0.881142	-0.0546732	9.7118e-009	0.0271179
7454	1.8635	1	1	0	0.971179	0.881142	-0.0545787	9.7118e-009	0.0271179
7455	1.86375	1	1	0	0.971179	0.881142	-0.0544865	9.7118e-009	0.0271179
7456	1.864	1	1	0	0.971179	0.881142	-0.0543965	9.7118e-009	0.0271179
7457	1.86425	1	1	0	0.971179	0.881142	-0.0543089	9.7118e-009	0.0271179
7458	1.8645	1	1	0	0.971179	0.881142	-0.0542236	9.7118e-009	0.0271179
7459	1.86475	1	1	0	0.971179	0.882133	-0.0541408	9.7118e-009	0.0271179
7460	1.865	1	1	0	0.971179	0.882133	-0.0540604	9.7118e-009	0.0271179
7461	1.86525	1	1	0	0.971179	0.882133	-0.0539823	9.7118e-009	0.0271179
7462	1.8655	1	1	0	0.971179	0.882133	-0.0539067	9.7118e-009	0.0271179
7463	1.86575	1	1	0	0.971179	0.882133	-0.0538335	9.7118e-009	0.0271179
7464	1.866	1	1	0	0.971179	0.882133	-0.0537626	9.7118e-009	0.0271179
7465	1.86625	1	1	0	0.971179	0.882133	-0.0536941	9.7118e-009	0.0271179
7466	1.8665	1	1	0	0.971179	0.882133	-0.0536279	9.7118e-009	0.0271179
7467	1.86675	1	1	0	0.971179	0.882133	-0.0535639	9.7118e-009	0.0271179
7468	1.867	1	1	0	0.971179	0.882133	0	9.7118e-009	0.0271179
7469	1.86725	1	1	0	0.971179	0.883115	-0.0542289	9.7118e-009	0.0271179
7470	1.8675	1	1	0	0.971179	0.883115	-0.0548265	9.7118e-009	0.0271179
7471	1.86775	1	1	0	0.971179	0.883115	-0.0553162	9.7118e-009	0.0271179
7472	1.868	1	1	0	0.971179	0.883115	-0.055715	9.7118e-009	0.0271179
7473	1.86825	1	1	0	0.971179	0.883115	-0.0560372	9.7118e-009	0.0271179
7474	1.8685	1	1	0	0.971179	0.883115	-0.0562944	9.7118e-009	0.0271179
7475	1.86875	1	1	0	0.971179	0.883115	-0.0564961	9.7118e-009	0.0271179
7476	1.869	1	1	0	0.971179	0.883115	-0.0566506	9.7118e-009	0.0271179
7477	1.86925	1	1	0	0.971179	0.883115	-0.0567645	9.7118e-009	0.0271179
7478	1.8695	1	1	0	0.971179	0.883115	-0.0568438	9.7118e-009	0.0271179
7479	1.86975	1	1	0	0.971179	0.884089	-0.0568932	9.7118e-009	0.0271179
7480	1.87	1	1	0	0.971179	0.884089	-0.0569169	9.7118e-009	0.0271179
7481	1.87025	1	1	0	0.971179	0.884089	-0.0569186	9.7118e-009	0.0271179
7482	1.8705	1	1	0	0.971179	0.884089	-0.0569013	9.7118e-009	0.0271179
7483	1.87075	1	1	0	0.971179	0.884089	-0.0568678	9.7118e-009	0.0271179
7484	1.871	1	1	0	0.971179	0.884089	-0.0568204	9.7118e-009	0.0271179
7485	1.87125	1	1	0	0.971179	0.884089	-0.0567611	9.7118e-009	0.0271179
7486	1.8715	1	1	0	0.971179	0.884089	-0.0566917	9.7118e-009	0.0271179
7487	1.87175	1	1	0	0.971179	0.884089	-0.0566138	9.7118e-009	0.0271179
7488	1.872	1	1	0	0.971179	0.884089	-0.0565288	9.7118e-009	0.0271179
7489	1.87225	1	1	0	0.971179	0.885055	-0.0564379	9.7118e-009	0.0271179
7490	1.8725	1	1	0	0.971179	0.885055	-0.0563421	9.7118e-009	0.0271179
7491	1.87275	1	1	0	0.971179	0.885055	-0.0562425	9.7118e-009	0.0271179
7492	1.873	1	1	0	0.971179	0.885055	-0.0561397	9.7118e-009	0.0271179
7493	1.87325	1	1	0	0.971179	0.885055	-0.0560347	9.7118e-009	0.0271179
7494	1.8735	1	1	0	0.971179	0.885055	-0.055928	9.7118e-009	0.0271179
7495	1.87375	1	1	0	0.971179	0.885055	-0.0558202	9.7118e-009	0.0271179
7496	1.874	1	1	0	0.971179	0.885055	-0.0557119	9.7118e-009	0.0271179
7497	1.87425	1	1	0	0.971179	0.885055	-0.0556034	9.7118e-009	0.0271179
7498	1.8745	1	1	0	0.971179	0.885055	-0.0554952	9.7118e-009	0.0271179
7499	1.87475	1	1	0	0.971179	0.886013	-0.0553877	9.7118e-009	0.0271179
7500	1.875	1	1	0	0.971179	0.886013	-0.055281	9.7118e-009	0.0271179
7501	1.87525	1	1	0	0.971179	0.886013	-0.0551756	9.7118e-009	0.0271179
7502	1.8755	1	1	0	0.971179	0.886013	-0.0550716	9.7118e-009	0.0271179
7503	1.87575	1	1	0	0.971179	0.886013	-0.0549692	9.7118e-009	0.0271179
7504	1.876	1	1	0	0.971179	0.886013	-0.0548685	9.7118e-009	0.0271179
7505	1.87625	1	1	0	0.971179	0.886013	-0.0547699	9.7118e-009	0.0271179
7506	1.8765	1	1	0	0.971179	0.886013	-0.0546732	9.7118e-009	0.0271179
7507	1.87675	1	1	0	0.971179	0.886013	-0.0545787	9.7118e-009	0.0271179
7508	1.877	1	1	0	0.971179	0.886013	-0.0544865	9.7118e-009	0.0271179
7509	1.87725	1	1	0	0.971179	0.886963	-0.0543965	9.7118e-009	0.0271179
7510	1.8775	1	1	0	0.971179	0.886963	-0.0543089	9.7118e-009	0.0271179
7511	1.87775	1	1	0	0.971179	0.886963	-0.0542236	9.7118e-009	0.0271179
7512	1.878	1	1	0	0.971179	0.886963	-0.0541408	9.7118e-009	0.0271179
