Time	10	11	12	13	14	15	16	17	
0	0	0	0	0	0	0	0	0	
0.002	0.003986801	0.00408554	0.004072328	0.004013488	0.004079035	0.004044117	0.003899896	0.004080209	
0.004	0.007724178	0.007868759	0.007684393	0.007716596	0.00779745	0.007795573	0.007580945	0.007726876	
0.006	0.0111753	0.01133568	0.01116297	0.01103314	0.01127039	0.01110872	0.0110882	0.01118103	
0.008	0.01426986	0.01440176	0.0143924	0.01422609	0.0143693	0.01428672	0.01417408	0.01435958	
0.01	0.01722976	0.0172983	0.01720635	0.01706856	0.01725293	0.01726614	0.01705539	0.01727277	
0.012	0.01994617	0.02008076	0.019834	0.01980276	0.02001907	0.01993623	0.01974896	0.02001945	
0.014	0.02240197	0.02259268	0.0223997	0.02237844	0.02247626	0.02246354	0.02215472	0.02244517	
0.016	0.02461914	0.02497382	0.02472573	0.02460009	0.02485211	0.02467936	0.02436399	0.02479942	
0.018	0.02666024	0.02708038	0.02693339	0.02672733	0.02688395	0.02682989	0.02640436	0.02685574	
0.02	0.02862327	0.02907185	0.02888005	0.02876662	0.02892725	0.02884857	0.02839532	0.02882334	
0.022	0.03052038	0.03092378	0.03067893	0.03057083	0.03074072	0.03070018	0.03024226	0.030719	
0.024	0.03213029	0.0325204	0.03240813	0.03217721	0.03248388	0.03243073	0.03190472	0.03237651	
0.026	0.03374762	0.03400338	0.03402902	0.03381268	0.03410853	0.03388353	0.03352534	0.03399441	
0.028	0.03523576	0.03540765	0.03543609	0.03526164	0.03560938	0.03536293	0.03500578	0.03547161	
0.03	0.03655576	0.03663385	0.03670991	0.03648278	0.03693789	0.03660748	0.03639187	0.03675285	
0.032	0.0378229	0.03775214	0.03791608	0.03779915	0.03809036	0.03779607	0.03762537	0.03788209	
0.034	0.03897081	0.0387798	0.03909438	0.0388309	0.03920287	0.03896453	0.03883021	0.03907146	
0.036	0.03994416	0.03979559	0.0401596	0.03986418	0.04018901	0.0400123	0.03982191	0.04014878	
0.038	0.04089056	0.0407167	0.04102258	0.04078683	0.04113826	0.04089561	0.04088007	0.04102981	
0.04	0.04171403	0.04157839	0.04193061	0.04162899	0.04210771	0.0418232	0.04182912	0.04194726	
0.042	0.04247021	0.04249851	0.04273165	0.04240269	0.04293181	0.04262825	0.04266906	0.04268514	
0.044	0.04328959	0.04324065	0.04345921	0.04311592	0.04374628	0.04344965	0.04339545	0.04335129	
0.046	0.04401141	0.04388479	0.04407316	0.04387868	0.04438179	0.04422009	0.04401067	0.0440347	
