Time	A	D	ElbowActualVel	ElbowPos	ElbowSetVel	FB	P	PhysicsStep	RealVsSim	
1.58225	-0.05502174	0.8211912	0	0.9995653	0	1	1	0.000212	1.739676	
1.5825	-0.05506981	0.8211912	0	0.9995653	0	1	1	0.000213	1.74018	
1.58275	-0.0550718	0.8211912	0	0.9995653	0	1	1	0.000213	1.74018	
1.583	-0.05503481	0.8211912	0	0.9995653	0	1	1	0.000213	1.740684	
1.58325	-0.05496481	0.8211912	0	0.9995653	0	1	1	0.000213	1.740684	
1.5835	-0.05486686	0.8211912	0	0.9995653	0	1	1	0.000223	1.741188	
1.58375	-0.05474526	0.8211912	0	0.9995653	0	1	1	0.000223	1.741188	
1.584	-0.05460371	0.8211912	0	0.9995653	0	1	1	0.000213	1.741692	
1.58425	-0.05444539	0.8211912	0	0.9995653	0	1	1	0.000213	1.741692	
1.5845	-0.05427304	0.8211912	0	0.9995653	0	1	1	0.000213	1.742195	
1.58475	-0.05408907	0.8226812	0	0.9995653	0	1	1	0.000213	1.742195	
1.585	-0.05389557	0.8226812	0	0.9995653	0	1	1	0.000213	1.742698	
1.58525	-0.05369437	0.8226812	0	0.9995653	0	1	1	0.000213	1.742698	
1.5855	-0.05348708	0.8226812	0	0.9995653	0	1	1	0.000214	1.743203	
1.58575	0	0.8226812	0	0.9995653	0	1	1	0.000214	1.743203	
1.586	-0.0538563	0.8226812	0	0.9995653	0	1	1	0.000213	1.743706	
1.58625	-0.05430219	0.8226812	0	0.9995653	0	1	1	0.000213	1.743706	
1.5865	-0.05463642	0.8226812	0	0.9995653	0	1	1	0.000213	1.74421	
1.58675	-0.05487798	0.8226812	0	0.9995653	0	1	1	0.000213	1.74421	
1.587	-0.0550422	0.8226812	0	0.9995653	0	1	1	0.000223	1.744713	
1.58725	-0.05514158	0.8241589	0	0.9995653	0	1	1	0.000223	1.744713	
1.5875	-0.0551864	0.8241589	0	0.9995653	0	1	1	0.000214	1.745218	
1.58775	-0.0551852	0.8241589	0	0.9995653	0	1	1	0.000214	1.745218	
1.588	-0.05514508	0.8241589	0	0.9995653	0	1	1	0.000213	1.745721	
1.58825	-0.05507202	0.8241589	0	0.9995653	0	1	1	0.000213	1.745721	
1.5885	-0.05497108	0.8241589	0	0.9995653	0	1	1	0.000213	1.746225	
1.58875	-0.05484657	0.8241589	0	0.9995653	0	1	1	0.000213	1.746225	
1.589	-0.05470217	0.8241589	0	0.9995653	0	1	1	0.000223	1.746729	
1.58925	-0.05454106	0.8241589	0	0.9995653	0	1	1	0.000223	1.746729	
1.5895	-0.054366	0.8241589	0	0.9995653	0	1	1	0.000214	1.747233	
1.58975	-0.05417938	0.8256242	0	0.9995653	0	1	1	0.000214	1.747233	
1.59	-0.05398328	0.8256242	0	0.9995653	0	1	1	0.000213	1.747737	
1.59025	-0.05377954	0.8256242	0	0.9995653	0	1	1	0.000213	1.747737	
1.5905	-0.05356976	0.8256242	0	0.9995653	0	1	1	0.000213	1.74824	
1.59075	-0.05335536	0.8256242	0	0.9995653	0	1	1	0.000213	1.74824	
1.591	0	0.8256242	0	0.9995653	0	1	1	0.000213	1.748744	
1.59125	-0.05372104	0.8256242	0	0.9995653	0	1	1	0.000213	1.748744	
1.5915	-0.05416967	0.8256242	0	0.9995653	0	1	1	0.000213	1.749247	
1.59175	-0.05450692	0.8256242	0	0.9995653	0	1	1	0.000213	1.749247	
1.592	-0.05475165	0.8256242	0	0.9995653	0	1	1	0.000213	1.749752	
1.59225	-0.05491911	0.8270774	0	0.9995653	0	1	1	0.000213	1.749752	
1.5925	-0.05502174	0.8270774	0	0.9995653	0	1	1	0.000223	1.750255	
1.59275	-0.05506981	0.8270774	0	0.9995653	0	1	1	0.000223	1.750255	
1.593	-0.0550718	0.8270774	0	0.9995653	0	1	1	0.000213	1.750759	
1.59325	-0.05503481	0.8270774	0	0.9995653	0	1	1	0.000213	1.750759	
1.5935	-0.05496481	0.8270774	0	0.9995653	0	1	1	0.000213	1.751263	
1.59375	-0.05486686	0.8270774	0	0.9995653	0	1	1	0.000213	1.751263	
1.594	-0.05474526	0.8270774	0	0.9995653	0	1	1	0.000213	1.751767	
1.59425	-0.05460371	0.8270774	0	0.9995653	0	1	1	0.000213	1.751767	
1.5945	-0.05444539	0.8270774	0	0.9995653	0	1	1	0.000223	1.75227	
1.59475	-0.05427304	0.8285184	0	0.9995653	0	1	1	0.000223	1.75227	
1.595	-0.05408907	0.8285184	0	0.9995653	0	1	1	0.000213	1.752774	
1.59525	-0.05389557	0.8285184	0	0.9995653	0	1	1	0.000213	1.752774	
1.5955	-0.05369437	0.8285184	0	0.9995653	0	1	1	0.000213	1.753279	
1.59575	-0.05348708	0.8285184	0	0.9995653	0	1	1	0.000213	1.753279	
1.596	0	0.8285184	0	0.9995653	0	1	1	0.000213	1.753782	
1.59625	-0.0538563	0.8285184	0	0.9995653	0	1	1	0.000213	1.753782	
1.5965	-0.05430219	0.8285184	0	0.9995653	0	1	1	0.000214	1.754286	
1.59675	-0.05463642	0.8285184	0	0.9995653	0	1	1	0.000214	1.754286	
1.597	-0.05487798	0.8285184	0	0.9995653	0	1	1	0.000213	1.754789	
1.59725	-0.0550422	0.8299475	0	0.9995653	0	1	1	0.000213	1.754789	
1.5975	-0.05514158	0.8299475	0	0.9995653	0	1	1	0.0002	1.755292	
1.59775	-0.0551864	0.8299475	0	0.9995653	0	1	1	0.0002	1.755292	
1.598	-0.0551852	0.8299475	0	0.9995653	0	1	1	0.000223	1.755796	
1.59825	-0.05514508	0.8299475	0	0.9995653	0	1	1	0.000223	1.755796	
1.5985	-0.05507202	0.8299475	0	0.9995653	0	1	1	0.000213	1.7563	
1.59875	-0.05497108	0.8299475	0	0.9995653	0	1	1	0.000213	1.7563	
1.599	-0.05484657	0.8299475	0	0.9995653	0	1	1	0.000213	1.756804	
1.59925	-0.05470217	0.8299475	0	0.9995653	0	1	1	0.000213	1.756804	
1.5995	-0.05454106	0.8299475	0	0.9995653	0	1	1	0.000213	1.757307	
1.59975	-0.054366	0.8313645	0	0.9995653	0	1	1	0.000213	1.757307	
1.6	-0.05417938	0.8313645	0	0.9995653	0	1	1	0.000223	1.757811	
1.60025	-0.05398328	0.8313645	0	0.9995653	0	1	1	0.000223	1.757811	
1.6005	-0.05377954	0.8313645	0	0.9995653	0	1	1	0.000213	1.758314	
1.60075	-0.05356976	0.8313645	0	0.9995653	0	1	1	0.000213	1.758314	
1.601	-0.05335536	0.8313645	0	0.9995653	0	1	1	0.000213	1.758818	
1.60125	0	0.8313645	0	0.9995653	0	1	1	0.000213	1.758818	
1.6015	-0.05372104	0.8313645	0	0.9995653	0	1	1	0.000213	1.759322	
1.60175	-0.05416967	0.8313645	0	0.9995653	0	1	1	0.000213	1.759322	
1.602	-0.05450692	0.8313645	0	0.9995653	0	1	1	0.000213	1.759825	
1.60225	-0.05475165	0.8327699	0	0.9995653	0	1	1	0.000213	1.759825	
1.6025	-0.05491911	0.8327699	0	0.9995653	0	1	1	0.000213	1.76033	
1.60275	-0.05502174	0.8327699	0	0.9995653	0	1	1	0.000213	1.76033	
1.603	-0.05506981	0.8327699	0	0.9995653	0	1	1	0.000213	1.760834	
1.60325	-0.0550718	0.8327699	0	0.9995653	0	1	1	0.000213	1.760834	
1.6035	-0.05503481	0.8327699	0	0.9995653	0	1	1	0.00021	1.761337	
1.60375	-0.05496481	0.8327699	0	0.9995653	0	1	1	0.00021	1.761337	
1.604	-0.05486686	0.8327699	0	0.9995653	0	1	1	0.0002	1.76184	
1.60425	-0.05474526	0.8327699	0	0.9995653	0	1	1	0.0002	1.76184	
1.6045	-0.05460371	0.8327699	0	0.9995653	0	1	1	0.0002	1.764708	
1.60475	-0.05444539	0.8341634	0	0.9995653	0	1	1	0.0002	1.764708	
1.605	-0.05427304	0.8341634	0	0.9995653	0	1	1	0.000243	1.765212	
1.60525	-0.05408907	0.8341634	0	0.9995653	0	1	1	0.000243	1.765212	
1.6055	-0.05389557	0.8341634	0	0.9995653	0	1	1	0.000225	1.765715	
1.60575	-0.05369437	0.8341634	0	0.9995653	0	1	1	0.000225	1.765715	
1.606	-0.05348708	0.8341634	0	0.9995653	0	1	1	0.000214	1.766219	
1.60625	0	0.8341634	0	0.9995653	0	1	1	0.000214	1.766219	
1.6065	-0.0538563	0.8341634	0	0.9995653	0	1	1	0.000214	1.766722	
1.60675	-0.05430219	0.8341634	0	0.9995653	0	1	1	0.000214	1.766722	
1.607	-0.05463642	0.8341634	0	0.9995653	0	1	1	0.000214	1.767226	
1.60725	-0.05487798	0.8355454	0	0.9995653	0	1	1	0.000214	1.767226	
1.6075	-0.0550422	0.8355454	0	0.9995653	0	1	1	0.000214	1.76773	
1.60775	-0.05514158	0.8355454	0	0.9995653	0	1	1	0.000214	1.76773	
1.608	-0.0551864	0.8355454	0	0.9995653	0	1	1	0.000214	1.768233	
1.60825	-0.0551852	0.8355454	0	0.9995653	0	1	1	0.000214	1.768233	
1.6085	-0.05514508	0.8355454	0	0.9995653	0	1	1	0.000213	1.768737	
1.60875	-0.05507202	0.8355454	0	0.9995653	0	1	1	0.000213	1.768737	
1.609	-0.05497108	0.8355454	0	0.9995653	0	1	1	0.000223	1.76924	
1.60925	-0.05484657	0.8355454	0	0.9995653	0	1	1	0.000223	1.76924	
1.6095	-0.05470217	0.8355454	0	0.9995653	0	1	1	0.000214	1.769744	
1.60975	-0.05454106	0.8369159	0	0.9995653	0	1	1	0.000214	1.769744	
1.61	-0.054366	0.8369159	0	0.9995653	0	1	1	0.000214	1.770247	
1.61025	-0.05417938	0.8369159	0	0.9995653	0	1	1	0.000214	1.770247	
1.6105	-0.05398328	0.8369159	0	0.9995653	0	1	1	0.000213	1.770751	
1.61075	-0.05377954	0.8369159	0	0.9995653	0	1	1	0.000213	1.770751	
1.611	-0.05356976	0.8369159	0	0.9995653	0	1	1	0.000223	1.771254	
1.61125	-0.05335536	0.8369159	0	0.9995653	0	1	1	0.000223	1.771254	
1.6115	0	0.8369159	0	0.9995653	0	1	1	0.000214	1.771758	
1.61175	-0.05372104	0.8369159	0	0.9995653	0	1	1	0.000214	1.771758	
1.612	-0.05416967	0.8369159	0	0.9995653	0	1	1	0.000213	1.772261	
1.61225	-0.05450692	0.838275	0	0.9995653	0	1	1	0.000213	1.772261	
1.6125	-0.05475165	0.838275	0	0.9995653	0	1	1	0.000214	1.772766	
1.61275	-0.05491911	0.838275	0	0.9995653	0	1	1	0.000214	1.772766	
1.613	-0.05502174	0.838275	0	0.9995653	0	1	1	0.000214	1.773269	
1.61325	-0.05506981	0.838275	0	0.9995653	0	1	1	0.000214	1.773269	
1.6135	-0.0550718	0.838275	0	0.9995653	0	1	1	0.000213	1.773773	
1.61375	-0.05503481	0.838275	0	0.9995653	0	1	1	0.000213	1.773773	
1.614	-0.05496481	0.838275	0	0.9995653	0	1	1	0.000214	1.774277	
1.61425	-0.05486686	0.838275	0	0.9995653	0	1	1	0.000214	1.774277	
1.6145	-0.05474526	0.838275	0	0.9995653	0	1	1	0.000223	1.774781	
1.61475	-0.05460371	0.8396227	0	0.9995653	0	1	1	0.000223	1.774781	
1.615	-0.05444539	0.8396227	0	0.9995653	0	1	1	0.000214	1.775284	
1.61525	-0.05427304	0.8396227	0	0.9995653	0	1	1	0.000214	1.775284	
1.6155	-0.05408907	0.8396227	0	0.9995653	0	1	1	0.000213	1.775788	
1.61575	-0.05389557	0.8396227	0	0.9995653	0	1	1	0.000213	1.775788	
1.616	-0.05369437	0.8396227	0	0.9995653	0	1	1	0.000214	1.776292	
1.61625	-0.05348708	0.8396227	0	0.9995653	0	1	1	0.000214	1.776292	
1.6165	0	0.8396227	0	0.9995653	0	1	1	0.000223	1.776795	
1.61675	-0.0538563	0.8396227	0	0.9995653	0	1	1	0.000223	1.776795	
1.617	-0.05430219	0.8396227	0	0.9995653	0	1	1	0.000214	1.777298	
1.61725	-0.05463642	0.8409592	0	0.9995653	0	1	1	0.000214	1.777298	
1.6175	-0.05487798	0.8409592	0	0.9995653	0	1	1	0.000214	1.777802	
1.61775	-0.0550422	0.8409592	0	0.9995653	0	1	1	0.000214	1.777802	
1.618	-0.05514158	0.8409592	0	0.9995653	0	1	1	0.000214	1.778305	
1.61825	-0.0551864	0.8409592	0	0.9995653	0	1	1	0.000214	1.778305	
1.6185	-0.0551852	0.8409592	0	0.9995653	0	1	1	0.000213	1.77881	
1.61875	-0.05514508	0.8409592	0	0.9995653	0	1	1	0.000213	1.77881	
1.619	-0.05507202	0.8409592	0	0.9995653	0	1	1	0.000213	1.779313	
1.61925	-0.05497108	0.8409592	0	0.9995653	0	1	1	0.000213	1.779313	
1.6195	-0.05484657	0.8409592	0	0.9995653	0	1	1	0.000214	1.779816	
1.61975	-0.05470217	0.8422845	0	0.9995653	0	1	1	0.000214	1.779816	
1.62	-0.05454106	0.8422845	0	0.9995653	0	1	1	0.000224	1.78032	
1.62025	-0.054366	0.8422845	0	0.9995653	0	1	1	0.000224	1.78032	
1.6205	-0.05417938	0.8422845	0	0.9995653	0	1	1	0.000214	1.780824	
1.62075	-0.05398328	0.8422845	0	0.9995653	0	1	1	0.000214	1.780824	
1.621	-0.05377954	0.8422845	0	0.9995653	0	1	1	0.000213	1.781328	
1.62125	-0.05356976	0.8422845	0	0.9995653	0	1	1	0.000213	1.781328	
1.6215	-0.05335536	0.8422845	0	0.9995653	0	1	1	0.000214	1.781831	
1.62175	0	0.8422845	0	0.9995653	0	1	1	0.000214	1.781831	
1.622	-0.05372104	0.8422845	0	0.9995653	0	1	1	0.000223	1.782335	
1.62225	-0.05416967	0.8435988	0	0.9995653	0	1	1	0.000223	1.782335	
1.6225	-0.05450692	0.8435988	0	0.9995653	0	1	1	0.000214	1.782839	
1.62275	-0.05475165	0.8435988	0	0.9995653	0	1	1	0.000214	1.782839	
1.623	-0.05491911	0.8435988	0	0.9995653	0	1	1	0.000214	1.783343	
1.62325	-0.05502174	0.8435988	0	0.9995653	0	1	1	0.000214	1.783343	
1.6235	-0.05506981	0.8435988	0	0.9995653	0	1	1	0.000213	1.783847	
1.62375	-0.0550718	0.8435988	0	0.9995653	0	1	1	0.000213	1.783847	
1.624	-0.05503481	0.8435988	0	0.9995653	0	1	1	0.000213	1.784351	
1.62425	-0.05496481	0.8435988	0	0.9995653	0	1	1	0.000213	1.784351	
1.6245	-0.05486686	0.8435988	0	0.9995653	0	1	1	0.000213	1.784855	
1.62475	-0.05474526	0.8449021	0	0.9995653	0	1	1	0.000213	1.784855	
1.625	-0.05460371	0.8449021	0	0.9995653	0	1	1	0.000214	1.785358	
1.62525	-0.05444539	0.8449021	0	0.9995653	0	1	1	0.000214	1.785358	
1.6255	-0.05427304	0.8449021	0	0.9995653	0	1	1	0.000223	1.785861	
1.62575	-0.05408907	0.8449021	0	0.9995653	0	1	1	0.000223	1.785861	
1.626	-0.05389557	0.8449021	0	0.9995653	0	1	1	0.000214	1.786365	
1.62625	-0.05369437	0.8449021	0	0.9995653	0	1	1	0.000214	1.786365	
1.6265	-0.05348708	0.8449021	0	0.9995653	0	1	1	0.000213	1.786869	
1.62675	0	0.8449021	0	0.9995653	0	1	1	0.000213	1.786869	
1.627	-0.0538563	0.8449021	0	0.9995653	0	1	1	0.000214	1.787372	
1.62725	-0.05430219	0.8461946	0	0.9995653	0	1	1	0.000214	1.787372	
1.6275	-0.05463642	0.8461946	0	0.9995653	0	1	1	0.000224	1.787875	
1.62775	-0.05487798	0.8461946	0	0.9995653	0	1	1	0.000224	1.787875	
1.628	-0.0550422	0.8461946	0	0.9995653	0	1	1	0.000213	1.78838	
1.62825	-0.05514158	0.8461946	0	0.9995653	0	1	1	0.000213	1.78838	
1.6285	-0.0551864	0.8461946	0	0.9995653	0	1	1	0.000213	1.788883	
1.62875	-0.0551852	0.8461946	0	0.9995653	0	1	1	0.000213	1.788883	
1.629	-0.05514508	0.8461946	0	0.9995653	0	1	1	0.000213	1.789387	
1.62925	-0.05507202	0.8461946	0	0.9995653	0	1	1	0.000213	1.789387	
1.6295	-0.05497108	0.8461946	0	0.9995653	0	1	1	0.000213	1.78989	
1.62975	-0.05484657	0.8474762	0	0.9995653	0	1	1	0.000213	1.78989	
1.63	-0.05470217	0.8474762	0	0.9995653	0	1	1	0.000214	1.790394	
1.63025	-0.05454106	0.8474762	0	0.9995653	0	1	1	0.000214	1.790394	
1.6305	-0.054366	0.8474762	0	0.9995653	0	1	1	0.000214	1.790898	
1.63075	-0.05417938	0.8474762	0	0.9995653	0	1	1	0.000214	1.790898	
1.631	-0.05398328	0.8474762	0	0.9995653	0	1	1	0.000223	1.791401	
1.63125	-0.05377954	0.8474762	0	0.9995653	0	1	1	0.000223	1.791401	
1.6315	-0.05356976	0.8474762	0	0.9995653	0	1	1	0.000214	1.791906	
1.63175	-0.05335536	0.8474762	0	0.9995653	0	1	1	0.000214	1.791906	
1.632	0	0.8474762	0	0.9995653	0	1	1	0.000229	1.792409	
1.63225	-0.05372104	0.8487473	0	0.9995653	0	1	1	0.000229	1.792409	
1.6325	-0.05416967	0.8487473	0	0.9995653	0	1	1	0.00022	1.792913	
1.63275	-0.05450692	0.8487473	0	0.9995653	0	1	1	0.00022	1.792913	
1.633	-0.05475165	0.8487473	0	0.9995653	0	1	1	0.000224	1.793416	
1.63325	-0.05491911	0.8487473	0	0.9995653	0	1	1	0.000224	1.793416	
1.6335	-0.05502174	0.8487473	0	0.9995653	0	1	1	0.000216	1.793919	
1.63375	-0.05506981	0.8487473	0	0.9995653	0	1	1	0.000216	1.793919	
1.634	-0.0550718	0.8487473	0	0.9995653	0	1	1	0.000218	1.794422	
1.63425	-0.05503481	0.8487473	0	0.9995653	0	1	1	0.000218	1.794422	
1.6345	-0.05496481	0.8487473	0	0.9995653	0	1	1	0.000217	1.794926	
1.63475	-0.05486686	0.8500077	0	0.9995653	0	1	1	0.000217	1.794926	
1.635	-0.05474526	0.8500077	0	0.9995653	0	1	1	0.000214	1.79543	
1.63525	-0.05460371	0.8500077	0	0.9995653	0	1	1	0.000214	1.79543	
1.6355	-0.05444539	0.8500077	0	0.9995653	0	1	1	0.000253	1.795933	
1.63575	-0.05427304	0.8500077	0	0.9995653	0	1	1	0.000253	1.795933	
1.636	-0.05408907	0.8500077	0	0.9995653	0	1	1	0.000215	1.796436	
1.63625	-0.05389557	0.8500077	0	0.9995653	0	1	1	0.000215	1.796436	
1.6365	-0.05369437	0.8500077	0	0.9995653	0	1	1	0.000226	1.796941	
1.63675	-0.05348708	0.8500077	0	0.9995653	0	1	1	0.000226	1.796941	
1.637	0	0.8500077	0	0.9995653	0	1	1	0.000213	1.797445	
1.63725	-0.0538563	0.8512576	0	0.9995653	0	1	1	0.000213	1.797445	
1.6375	-0.05430219	0.8512576	0	0.9995653	0	1	1	0.000217	1.797949	
1.63775	-0.05463642	0.8512576	0	0.9995653	0	1	1	0.000217	1.797949	
1.638	-0.05487798	0.8512576	0	0.9995653	0	1	1	0.000213	1.801293	
1.63825	-0.0550422	0.8512576	0	0.9995653	0	1	1	0.000213	1.801293	
1.6385	-0.05514158	0.8512576	0	0.9995653	0	1	1	0.00026	1.801797	
1.63875	-0.0551864	0.8512576	0	0.9995653	0	1	1	0.00026	1.801797	
1.639	-0.0551852	0.8512576	0	0.9995653	0	1	1	0.000232	1.8023	
1.63925	-0.05514508	0.8512576	0	0.9995653	0	1	1	0.000232	1.8023	
1.6395	-0.05507202	0.8512576	0	0.9995653	0	1	1	0.000221	1.802803	
1.63975	-0.05497108	0.8524972	0	0.9995653	0	1	1	0.000221	1.802803	
1.64	-0.05484657	0.8524972	0	0.9995653	0	1	1	0.0002	1.803307	
1.64025	-0.05470217	0.8524972	0	0.9995653	0	1	1	0.0002	1.803307	
1.6405	-0.05454106	0.8524972	0	0.9995653	0	1	1	0.000218	1.803811	
1.64075	-0.054366	0.8524972	0	0.9995653	0	1	1	0.000218	1.803811	
1.641	-0.05417938	0.8524972	0	0.9995653	0	1	1	0.000213	1.804315	
1.64125	-0.05398328	0.8524972	0	0.9995653	0	1	1	0.000213	1.804315	
1.6415	-0.05377954	0.8524972	0	0.9995653	0	1	1	0.000213	1.804819	
1.64175	-0.05356976	0.8524972	0	0.9995653	0	1	1	0.000213	1.804819	
1.642	-0.05335536	0.8524972	0	0.9995653	0	1	1	0.000213	1.805322	
1.64225	0	0.8537263	0	0.9995653	0	1	1	0.000213	1.805322	
1.6425	-0.05372104	0.8537263	0	0.9995653	0	1	1	0.000223	1.805825	
1.64275	-0.05416967	0.8537263	0	0.9995653	0	1	1	0.000223	1.805825	
1.643	-0.05450692	0.8537263	0	0.9995653	0	1	1	0.000213	1.806329	
1.64325	-0.05475165	0.8537263	0	0.9995653	0	1	1	0.000213	1.806329	
1.6435	-0.05491911	0.8537263	0	0.9995653	0	1	1	0.000213	1.806832	
1.64375	-0.05502174	0.8537263	0	0.9995653	0	1	1	0.000213	1.806832	
1.644	-0.05506981	0.8537263	0	0.9995653	0	1	1	0.000213	1.807336	
1.64425	-0.0550718	0.8537263	0	0.9995653	0	1	1	0.000213	1.807336	
1.6445	-0.05503481	0.8537263	0	0.9995653	0	1	1	0.000213	1.80784	
1.64475	-0.05496481	0.8549452	0	0.9995653	0	1	1	0.000213	1.80784	
1.645	-0.05486686	0.8549452	0	0.9995653	0	1	1	0.000223	1.808343	
1.64525	-0.05474526	0.8549452	0	0.9995653	0	1	1	0.000223	1.808343	
1.6455	-0.05460371	0.8549452	0	0.9995653	0	1	1	0.000213	1.808847	
1.64575	-0.05444539	0.8549452	0	0.9995653	0	1	1	0.000213	1.808847	
1.646	-0.05427304	0.8549452	0	0.9995653	0	1	1	0.000213	1.809352	
1.64625	-0.05408907	0.8549452	0	0.9995653	0	1	1	0.000213	1.809352	
1.6465	-0.05389557	0.8549452	0	0.9995653	0	1	1	0.000213	1.809856	
1.64675	-0.05369437	0.8549452	0	0.9995653	0	1	1	0.000213	1.809856	
1.647	-0.05348708	0.8549452	0	0.9995653	0	1	1	0.000213	1.81036	
1.64725	0	0.856154	0	0.9995653	0	1	1	0.000213	1.81036	
1.6475	-0.0538563	0.856154	0	0.9995653	0	1	1	0.000213	1.810863	
1.64775	-0.05430219	0.856154	0	0.9995653	0	1	1	0.000213	1.810863	
1.648	-0.05463642	0.856154	0	0.9995653	0	1	1	0.000213	1.811367	
1.64825	-0.05487798	0.856154	0	0.9995653	0	1	1	0.000213	1.811367	
1.6485	-0.0550422	0.856154	0	0.9995653	0	1	1	0.000213	1.811871	
1.64875	-0.05514158	0.856154	0	0.9995653	0	1	1	0.000213	1.811871	
1.649	-0.0551864	0.856154	0	0.9995653	0	1	1	0.000223	1.812373	
1.64925	-0.0551852	0.856154	0	0.9995653	0	1	1	0.000223	1.812373	
1.6495	-0.05514508	0.856154	0	0.9995653	0	1	1	0.000213	1.812877	
1.64975	-0.05507202	0.8573527	0	0.9995653	0	1	1	0.000213	1.812877	
1.65	-0.05497108	0.8573527	0	0.9995653	0	1	1	0.000213	1.81338	
1.65025	-0.05484657	0.8573527	0	0.9995653	0	1	1	0.000213	1.81338	
1.6505	-0.05470217	0.8573527	0	0.9995653	0	1	1	0.000213	1.813885	
1.65075	-0.05454106	0.8573527	0	0.9995653	0	1	1	0.000213	1.813885	
1.651	-0.054366	0.8573527	0	0.9995653	0	1	1	0.00023	1.814388	
1.65125	-0.05417938	0.8573527	0	0.9995653	0	1	1	0.00023	1.814388	
1.6515	-0.05398328	0.8573527	0	0.9995653	0	1	1	0.000227	1.814891	
1.65175	-0.05377954	0.8573527	0	0.9995653	0	1	1	0.000227	1.814891	
1.652	-0.05356976	0.8573527	0	0.9995653	0	1	1	0.000223	1.815395	
1.65225	-0.05335536	0.8585415	0	0.9995653	0	1	1	0.000223	1.815395	
1.6525	0	0.8585415	0	0.9995653	0	1	1	0.000219	1.815899	
1.65275	-0.05372104	0.8585415	0	0.9995653	0	1	1	0.000219	1.815899	
1.653	-0.05416967	0.8585415	0	0.9995653	0	1	1	0.000214	1.816402	
1.65325	-0.05450692	0.8585415	0	0.9995653	0	1	1	0.000214	1.816402	
1.6535	-0.05475165	0.8585415	0	0.9995653	0	1	1	0.000221	1.816906	
1.65375	-0.05491911	0.8585415	0	0.9995653	0	1	1	0.000221	1.816906	
1.654	-0.05502174	0.8585415	0	0.9995653	0	1	1	0.000213	1.81741	
1.65425	-0.05506981	0.8585415	0	0.9995653	0	1	1	0.000213	1.81741	
1.6545	-0.0550718	0.8585415	0	0.9995653	0	1	1	0.000214	1.817914	
1.65475	-0.05503481	0.8597203	0	0.9995653	0	1	1	0.000214	1.817914	
1.655	-0.05496481	0.8597203	0	0.9995653	0	1	1	0.000214	1.818418	
1.65525	-0.05486686	0.8597203	0	0.9995653	0	1	1	0.000214	1.818418	
1.6555	-0.05474526	0.8597203	0	0.9995653	0	1	1	0.000214	1.818921	
1.65575	-0.05460371	0.8597203	0	0.9995653	0	1	1	0.000214	1.818921	
1.656	-0.05444539	0.8597203	0	0.9995653	0	1	1	0.000224	1.819425	
1.65625	-0.05427304	0.8597203	0	0.9995653	0	1	1	0.000224	1.819425	
1.6565	-0.05408907	0.8597203	0	0.9995653	0	1	1	0.000214	1.819928	
1.65675	-0.05389557	0.8597203	0	0.9995653	0	1	1	0.000214	1.819928	
1.657	-0.05369437	0.8597203	0	0.9995653	0	1	1	0.000213	1.820432	
1.65725	-0.05348708	0.8608893	0	0.9995653	0	1	1	0.000213	1.820432	
1.6575	0	0.8608893	0	0.9995653	0	1	1	0.000239	1.820936	
1.65775	-0.0538563	0.8608893	0	0.9995653	0	1	1	0.000239	1.820936	
1.658	-0.05430219	0.8608893	0	0.9995653	0	1	1	0.000225	1.82144	
1.65825	-0.05463642	0.8608893	0	0.9995653	0	1	1	0.000225	1.82144	
1.6585	-0.05487798	0.8608893	0	0.9995653	0	1	1	0.00023	1.821944	
1.65875	-0.0550422	0.8608893	0	0.9995653	0	1	1	0.00023	1.821944	
1.659	-0.05514158	0.8608893	0	0.9995653	0	1	1	0.000224	1.822448	
1.65925	-0.0551864	0.8608893	0	0.9995653	0	1	1	0.000224	1.822448	
1.6595	-0.0551852	0.8608893	0	0.9995653	0	1	1	0.000217	1.822952	
1.65975	-0.05514508	0.8620486	0	0.9995653	0	1	1	0.000217	1.822952	
1.66	-0.05507202	0.8620486	0	0.9995653	0	1	1	0.000215	1.823456	
1.66025	-0.05497108	0.8620486	0	0.9995653	0	1	1	0.000215	1.823456	
1.6605	-0.05484657	0.8620486	0	0.9995653	0	1	1	0.000217	1.823959	
1.66075	-0.05470217	0.8620486	0	0.9995653	0	1	1	0.000217	1.823959	
1.661	-0.05454106	0.8620486	0	0.9995653	0	1	1	0.000306	1.824463	
1.66125	-0.054366	0.8620486	0	0.9995653	0	1	1	0.000306	1.824463	
1.6615	-0.05417938	0.8620486	0	0.9995653	0	1	1	0.000219	1.824967	
1.66175	-0.05398328	0.8620486	0	0.9995653	0	1	1	0.000219	1.824967	
1.662	-0.05377954	0.8620486	0	0.9995653	0	1	1	0.000213	1.825471	
1.66225	-0.05356976	0.8631982	0	0.9995653	0	1	1	0.000213	1.825471	
1.6625	-0.05335536	0.8631982	0	0.9995653	0	1	1	0.00022	1.825975	
1.66275	0	0.8631982	0	0.9995653	0	1	1	0.00022	1.825975	
1.663	-0.05372104	0.8631982	0	0.9995653	0	1	1	0.000223	1.826479	
1.66325	-0.05416967	0.8631982	0	0.9995653	0	1	1	0.000223	1.826479	
1.6635	-0.05450692	0.8631982	0	0.9995653	0	1	1	0.000239	1.826982	
1.66375	-0.05475165	0.8631982	0	0.9995653	0	1	1	0.000239	1.826982	
1.664	-0.05491911	0.8631982	0	0.9995653	0	1	1	0.000215	1.827486	
