Time	Rotation	PendulumY	PendulumX	PendulumZ	
0	0	-7	0	0	
0.001	0	-7	9.966108E-06	0	
0.002	-1.4225E-06	-7.000001	2.989831E-05	0	
0.003	-4.268785E-06	-7.000001	5.979656E-05	0	
0.004	-8.538849E-06	-7.000002	9.966084E-05	0	
0.005	-1.423268E-05	-7.000002	0.0001494911	0	
0.006	-2.135027E-05	-7.000003	0.0002092872	0	
0.007	-2.989161E-05	-7.000003	0.0002790491	0	
0.008	-3.985668E-05	-7.000004	0.0003587768	0	
0.009000001	-5.124547E-05	-7.000004	0.00044847	0	
0.01	-6.405796E-05	-7.000005	0.0005481287	0	
0.011	-7.829412E-05	-7.000005	0.0006577528	0	
0.012	-9.395394E-05	-7.000005	0.000777342	0	
0.013	-0.0001110374	-7.000005	0.0009068963	0	
0.014	-0.0001295445	-7.000005	0.001046415	0	
0.015	-0.0001494751	-7.000005	0.001195899	0	
0.016	-0.0001708293	-7.000005	0.001355347	0	
0.017	-0.000193607	-7.000005	0.001524759	0	
0.018	-0.0002178082	-7.000005	0.001704136	0	
0.019	-0.0002434328	-7.000005	0.001893476	0	
0.02	-0.0002704809	-7.000005	0.002092779	0	
0.021	-0.0002989523	-7.000005	0.002302046	0	
0.022	-0.0003288471	-7.000005	0.002521276	0	
0.023	-0.0003601651	-7.000005	0.002750468	0	
0.024	-0.0003929064	-7.000005	0.002989622	0	
0.025	-0.0004270709	-7.000005	0.003238739	0	
0.026	-0.0004626586	-7.000005	0.003497816	0	
0.027	-0.0004996693	-7.000005	0.003766855	0	
0.028	-0.0005381032	-7.000005	0.004045855	0	
0.029	-0.0005779599	-7.000005	0.004334816	0	
0.03	-0.0006192396	-7.000005	0.004633736	0	
0.031	-0.0006619422	-7.000005	0.004942616	0	
0.032	-0.0007060676	-7.000005	0.005261456	0	
0.033	-0.0007516157	-7.000005	0.005590254	0	
0.034	-0.0007985866	-7.000005	0.00592901	0	
0.035	-0.0008469801	-7.000005	0.006277724	0	
0.036	-0.0008967961	-7.000005	0.006636396	0	
0.037	-0.0009480346	-7.000005	0.007005024	0	
0.038	-0.001000696	-7.000005	0.007383608	0	
0.039	-0.001054779	-7.000004	0.007772149	0	
0.04	-0.001110284	-7.000004	0.008170644	0	
0.041	-0.001167212	-7.000003	0.008579094	0	
0.042	-0.001225562	-7.000003	0.008997498	0	
0.043	-0.001285334	-7.000002	0.009425856	0	
0.044	-0.001346527	-7.000002	0.009864166	0	
0.045	-0.001409143	-7.000001	0.01031243	0	
0.046	-0.00147318	-7.000001	0.01077064	0	
0.047	-0.001538639	-7	0.01123881	0	
0.048	-0.00160552	-7	0.01171693	0	
0.049	-0.001673822	-7	0.01220499	0	
0.05	-0.001743545	-6.999999	0.01270301	0	
0.051	-0.00181469	-6.999998	0.01321097	0	
0.052	-0.001887256	-6.999997	0.01372888	0	
0.053	-0.001961243	-6.999996	0.01425674	0	
0.054	-0.002036652	-6.999995	0.01479454	0	
0.055	-0.002113481	-6.999994	0.01534229	0	
0.056	-0.002191731	-6.999993	0.01589998	0	
0.057	-0.002271401	-6.999992	0.01646762	0	
0.058	-0.002352492	-6.99999	0.0170452	0	
0.059	-0.002435003	-6.999989	0.01763272	0	
0.06	-0.002518935	-6.999988	0.01823018	0	
0.061	-0.002604287	-6.999986	0.01883758	0	
0.062	-0.002691059	-6.999985	0.01945492	0	
0.063	-0.002779251	-6.999983	0.02008221	0	
0.064	-0.002868863	-6.999981	0.02071942	0	
0.06500001	-0.002959894	-6.999979	0.02136658	0	
0.066	-0.003052345	-6.999977	0.02202367	0	
0.067	-0.003146216	-6.999975	0.0226907	0	
0.068	-0.003241506	-6.999973	0.02336766	0	
0.06900001	-0.003338215	-6.999971	0.02405456	0	
0.07	-0.003436343	-6.999969	0.02475138	0	
0.071	-0.00353589	-6.999966	0.02545814	0	
0.072	-0.003636855	-6.999964	0.02617483	0	
0.07300001	-0.00373924	-6.999961	0.02690145	0	
0.074	-0.003843043	-6.999958	0.02763799	0	
0.075	-0.003948264	-6.999955	0.02838447	0	
0.07600001	-0.004054904	-6.999952	0.02914086	0	
0.07700001	-0.004162961	-6.999949	0.02990719	0	
0.078	-0.004272436	-6.999946	0.03068343	0	
0.079	-0.00438333	-6.999942	0.0314696	0	
0.08000001	-0.004495641	-6.999939	0.03226569	0	
0.081	-0.004609369	-6.999935	0.0330717	0	
0.082	-0.004724515	-6.999931	0.03388764	0	
0.083	-0.004841077	-6.999928	0.03471348	0	
0.08400001	-0.004959057	-6.999923	0.03554925	0	
0.085	-0.005078453	-6.999919	0.03639493	0	
0.086	-0.005199266	-6.999915	0.03725053	0	
0.087	-0.005321496	-6.99991	0.03811603	0	
0.08800001	-0.005445141	-6.999905	0.03899145	0	
0.089	-0.005570203	-6.9999	0.03987679	0	
0.09	-0.005696681	-6.999895	0.04077202	0	
0.09100001	-0.005824574	-6.99989	0.04167717	0	
0.09200001	-0.005953883	-6.999885	0.04259223	0	
0.093	-0.006084607	-6.999879	0.04351719	0	
0.094	-0.006216746	-6.999873	0.04445206	0	
0.09500001	-0.006350301	-6.999867	0.04539683	0	
0.096	-0.00648527	-6.999861	0.0463515	0	
0.097	-0.006621655	-6.999855	0.04731607	0	
0.098	-0.006759453	-6.999848	0.04829054	0	
0.09900001	-0.006898666	-6.999842	0.0492749	0	
0.1	-0.007039292	-6.999835	0.05026916	0	
0.101	-0.007181332	-6.999827	0.05127332	0	
0.102	-0.007324787	-6.99982	0.05228737	0	
0.103	-0.007469655	-6.999812	0.05331131	0	
0.104	-0.007615936	-6.999804	0.05434514	0	
0.105	-0.00776363	-6.999796	0.05538886	0	
