Time	X Force	Tension	Length	Velocity	Acceleration	Potential Energy	Damping Force	Spring Tension	
1.403	-0.2975694	0.3002262	4.235576	-0.2655983	0	0.2774795	2.655983	-2.355757	
1.404	-0.3002253	0.2981091	4.235311	-0.2651215	0.4768371	0.2768553	2.651215	-2.353106	
1.405	-0.2981082	0.2959871	4.235046	-0.2646446	0.4768371	0.2762329	2.646446	-2.350459	
1.406	-0.2959863	0.2986336	4.234781	-0.2646446	0	0.2756112	2.646446	-2.347813	
1.407	-0.2986327	0.2965069	4.234517	-0.2641678	0.4768371	0.2749913	2.641678	-2.345171	
1.408	-0.296506	0.2943754	4.234253	-0.2636909	0.4768371	0.2743733	2.636909	-2.342534	
1.409	-0.2943746	0.2970123	4.23399	-0.2636909	0	0.2737559	2.636909	-2.339897	
1.41	-0.2970115	0.2996492	4.233726	-0.2636909	0	0.2731393	2.636909	-2.33726	
1.411	-0.2996484	0.2927399	4.233463	-0.2627373	0.9536743	0.2725255	2.627373	-2.334633	
1.412	-0.292739	0.3001404	4.2332	-0.2632141	-0.4768371	0.2719114	2.632141	-2.332001	
1.413	-0.3001395	0.2932262	4.232938	-0.2622604	0.9536743	0.2713001	2.622604	-2.329378	
1.414	-0.2932254	0.2958488	4.232676	-0.2622604	0	0.2706896	2.622604	-2.326756	
1.415	-0.295848	0.2936983	4.232414	-0.2617836	0.4768371	0.2700808	2.617836	-2.324138	
1.416	-0.2936974	0.2963161	4.232152	-0.2617836	0	0.2694727	2.617836	-2.32152	
1.417	-0.2963153	0.2941608	4.231891	-0.2613068	0.4768371	0.2688664	2.613068	-2.318907	
1.418	-0.29416	0.2920008	4.23163	-0.2608299	0.4768371	0.2682619	2.608299	-2.316298	
1.419	-0.2919999	0.2946091	4.231369	-0.2608299	0	0.2676581	2.608299	-2.31369	
1.42	-0.2946082	0.2924442	4.231109	-0.2603531	0.4768371	0.2670561	2.603531	-2.311087	
1.421	-0.2924434	0.2950478	4.230848	-0.2603531	0	0.2664547	2.603531	-2.308483	
1.422	-0.2950469	0.288105	4.230589	-0.2593994	0.9536743	0.2658562	2.593994	-2.305889	
1.423	-0.2881041	0.2954721	4.230329	-0.2598763	-0.4768371	0.2652573	2.598763	-2.30329	
1.424	-0.2954713	0.2885246	4.23007	-0.2589226	0.9536743	0.2646613	2.589226	-2.300701	
1.425	-0.2885238	0.2911139	4.229811	-0.2589226	0	0.2640659	2.589226	-2.298112	
1.426	-0.291113	0.2937031	4.229552	-0.2589226	0	0.2634712	2.589226	-2.295523	
1.427	-0.2937022	0.2915192	4.229294	-0.2584457	0.4768371	0.2628783	2.584457	-2.292938	
1.428	-0.2915183	0.2893305	4.229036	-0.2579689	0.4768371	0.2622871	2.579689	-2.290359	
1.429	-0.2893296	0.2919102	4.228778	-0.2579689	0	0.2616966	2.579689	-2.287779	
1.43	-0.2919093	0.2897167	4.22852	-0.2574921	0.4768371	0.2611079	2.574921	-2.285204	
1.431	-0.2897159	0.2875185	4.228263	-0.2570152	0.4768371	0.2605208	2.570152	-2.282634	
1.432	-0.2875176	0.2900887	4.228006	-0.2570152	0	0.2599345	2.570152	-2.280064	
1.433	-0.2900878	0.2878857	4.22775	-0.2565384	0.4768371	0.2593499	2.565384	-2.277498	
1.434	-0.2878848	0.290451	4.227493	-0.2565384	0	0.258766	2.565384	-2.274933	
1.435	-0.2904502	0.2882433	4.227237	-0.2560616	0.4768371	0.2581838	2.560616	-2.272372	
1.436	-0.2882424	0.2860308	4.226982	-0.2555847	0.4768371	0.2576033	2.555847	-2.269816	
1.437	-0.2860299	0.2885866	4.226726	-0.2555847	0	0.2570235	2.555847	-2.267261	
1.438	-0.2885858	0.2863693	4.226471	-0.2551079	0.4768371	0.2564454	2.551079	-2.264709	
1.439	-0.2863685	0.2841473	4.226216	-0.254631	0.4768371	0.2558691	2.54631	-2.262163	
1.44	-0.2841464	0.2866936	4.225962	-0.254631	0	0.2552934	2.54631	-2.259617	
1.441	-0.2866927	0.2892399	4.225707	-0.254631	0	0.2547184	2.54631	-2.257071	
1.442	-0.289239	0.2870131	4.225453	-0.2541542	0.4768371	0.2541451	2.541542	-2.254529	
1.443	-0.2870122	0.2847815	4.225199	-0.2536774	0.4768371	0.2535734	2.536774	-2.251992	
1.444	-0.2847806	0.2825451	4.224946	-0.2532005	0.4768371	0.2530036	2.532005	-2.24946	
1.445	-0.2825442	0.2850771	4.224693	-0.2532005	0	0.2524343	2.532005	-2.246928	
1.446	-0.2850762	0.2876091	4.22444	-0.2532005	0	0.2518657	2.532005	-2.244396	
1.447	-0.2876082	0.285368	4.224187	-0.2527237	0.4768371	0.2512988	2.527237	-2.241869	
1.448	-0.2853671	0.2831221	4.223935	-0.2522469	0.4768371	0.2507336	2.522469	-2.239347	
1.449	-0.2831212	0.2808714	4.223683	-0.25177	0.4768371	0.2501701	2.5177	-2.236829	
1.45	-0.2808705	0.2833891	4.223431	-0.25177	0	0.2496073	2.5177	-2.234311	
1.451	-0.2833882	0.2859068	4.223179	-0.25177	0	0.2490451	2.5177	-2.231793	
1.452	-0.2859059	0.2788782	4.222929	-0.2508163	0.9536743	0.2484856	2.508163	-2.229285	
1.453	-0.2788773	0.2861595	4.222677	-0.2512932	-0.4768371	0.2479257	2.512932	-2.226772	
1.454	-0.2861587	0.2791262	4.222427	-0.2503395	0.9536743	0.2473686	2.503395	-2.224269	
1.455	-0.2791253	0.2816296	4.222177	-0.2503395	0	0.2468121	2.503395	-2.221766	
1.456	-0.2816287	0.284133	4.221926	-0.2503395	0	0.2462562	2.503395	-2.219262	
1.457	-0.2841321	0.281863	4.221676	-0.2498627	0.476852	0.245702	2.498626	-2.216763	
1.458	-0.2818621	0.2795885	4.221427	-0.2493858	0.4768371	0.2451495	2.493858	-2.21427	
1.459	-0.2795876	0.2773092	4.221178	-0.248909	0.4768371	0.2445987	2.48909	-2.211781	
1.46	-0.2773083	0.2845714	4.220929	-0.2493858	-0.4768371	0.2440474	2.493858	-2.209287	
1.461	-0.2845705	0.277519	4.22068	-0.2484321	0.9536743	0.2434988	2.484321	-2.206802	
1.462	-0.2775181	0.2800033	4.220432	-0.2484321	0	0.2429509	2.484321	-2.204318	
1.463	-0.2800024	0.2777145	4.220184	-0.2479553	0.4768371	0.2424046	2.479553	-2.201838	
1.464	-0.2777136	0.280194	4.219936	-0.2479553	0	0.241859	2.479553	-2.199359	
1.465	-0.2801932	0.2779005	4.219688	-0.2474785	0.4768371	0.241315	2.474785	-2.196884	
1.466	-0.2778996	0.2803752	4.219441	-0.2474785	0	0.2407716	2.474785	-2.194409	
1.467	-0.2803744	0.2780769	4.219194	-0.2470016	0.4768371	0.2402299	2.470016	-2.191939	
1.468	-0.278076	0.2757738	4.218947	-0.2465248	0.4768371	0.2396898	2.465248	-2.189474	
1.469	-0.2757729	0.278239	4.218701	-0.2465248	0	0.2391504	2.465248	-2.187009	
1.47	-0.2782381	0.2759311	4.218455	-0.246048	0.4768371	0.2386126	2.460479	-2.184548	
1.471	-0.2759303	0.2783916	4.218209	-0.246048	0	0.2380754	2.460479	-2.182088	
1.472	-0.2783907	0.2760789	4.217963	-0.2455711	0.4768371	0.2375398	2.455711	-2.179632	
1.473	-0.2760781	0.2785347	4.217718	-0.2455711	0	0.2370049	2.455711	-2.177176	
1.474	-0.2785338	0.2714441	4.217473	-0.2446174	0.9536743	0.2364726	2.446174	-2.17473	
1.475	-0.2714432	0.2786634	4.217228	-0.2450943	-0.4768371	0.2359399	2.450943	-2.172279	
1.476	-0.2786625	0.2763412	4.216983	-0.2446174	0.4768371	0.2354088	2.446174	-2.169833	
1.477	-0.2763403	0.2740142	4.216739	-0.2441406	0.4768371	0.2348794	2.441406	-2.167392	
1.478	-0.2740134	0.2716825	4.216496	-0.2436638	0.4768371	0.2343515	2.436638	-2.164955	
1.479	-0.2716816	0.2741191	4.216252	-0.2436638	0	0.2338243	2.436638	-2.162519	
1.48	-0.2741183	0.2765558	4.216008	-0.2436638	0	0.2332977	2.436638	-2.160082	
1.481	-0.2765549	0.2742193	4.215765	-0.2431869	0.4768371	0.2327727	2.431869	-2.15765	
1.482	-0.2742184	0.271878	4.215522	-0.2427101	0.4768371	0.2322493	2.427101	-2.155223	
1.483	-0.2718771	0.2743051	4.21528	-0.2427101	0	0.2317265	2.427101	-2.152796	
1.484	-0.2743042	0.2719591	4.215037	-0.2422333	0.4768371	0.2312053	2.422333	-2.150373	
1.485	-0.2719582	0.2743814	4.214795	-0.2422333	0	0.2306847	2.422333	-2.147951	
1.486	-0.2743805	0.2672575	4.214554	-0.2412796	0.9536743	0.2301667	2.412796	-2.145538	
1.487	-0.2672566	0.2744434	4.214312	-0.2417564	-0.4768371	0.2296483	2.417564	-2.143121	
1.488	-0.2744425	0.2720878	4.214071	-0.2412796	0.4768371	0.2291315	2.412796	-2.140708	
1.489	-0.2720869	0.2697275	4.21383	-0.2408027	0.4768371	0.2286163	2.408027	-2.1383	
1.49	-0.2697266	0.2721355	4.213589	-0.2408027	0	0.2281017	2.408027	-2.135892	
1.491	-0.2721346	0.2697704	4.213349	-0.2403259	0.4768371	0.2275887	2.403259	-2.133489	
1.492	-0.2697695	0.2721736	4.213109	-0.2403259	0	0.2270762	2.403259	-2.131085	
1.493	-0.2721728	0.2698038	4.212869	-0.2398491	0.4768371	0.2265654	2.398491	-2.128687	
1.494	-0.2698029	0.2674291	4.212629	-0.2393722	0.4768371	0.2260561	2.393722	-2.126293	
1.495	-0.2674282	0.2698228	4.21239	-0.2393722	0	0.2255474	2.393722	-2.123899	
1.496	-0.269822	0.2674434	4.212151	-0.2388954	0.4768371	0.2250403	2.388954	-2.121511	
1.497	-0.2674426	0.2698324	4.211912	-0.2388954	0	0.2245338	2.388954	-2.119122	
1.498	-0.2698315	0.2674482	4.211674	-0.2384186	0.4768371	0.2240289	2.384186	-2.116737	
1.499	-0.2674473	0.2698324	4.211435	-0.2384186	0	0.2235245	2.384186	-2.114353	
1.5	-0.2698315	0.2674434	4.211197	-0.2379417	0.4768371	0.2230217	2.379417	-2.111974	
1.501	-0.2674426	0.2698228	4.210959	-0.2379417	0	0.2225194	2.379417	-2.109594	
1.502	-0.269822	0.2674291	4.210722	-0.2374649	0.4768371	0.2220187	2.374649	-2.10722	
1.503	-0.2674282	0.2650306	4.210485	-0.2369881	0.4768371	0.2215196	2.36988	-2.10485	
1.504	-0.2650298	0.2674005	4.210248	-0.2369881	0	0.2210211	2.36988	-2.10248	
1.505	-0.2673996	0.2649972	4.210011	-0.2365112	0.4768371	0.2205241	2.365112	-2.100115	
1.506	-0.2649964	0.2673624	4.209775	-0.2365112	0	0.2200277	2.365112	-2.09775	
1.507	-0.2673615	0.2649543	4.209539	-0.2360344	0.4768371	0.2195328	2.360344	-2.095389	
1.508	-0.2649535	0.2673147	4.209303	-0.2360344	0	0.2190385	2.360344	-2.093029	
1.509	-0.2673138	0.2649019	4.209067	-0.2355575	0.4768371	0.2185458	2.355575	-2.090673	
1.51	-0.264901	0.2624843	4.208832	-0.2350807	0.4768371	0.2180546	2.350807	-2.088323	
1.511	-0.2624834	0.2648351	4.208597	-0.2350807	0	0.2175639	2.350807	-2.085972	
1.512	-0.2648343	0.2624128	4.208363	-0.2346039	0.4768371	0.2170748	2.346039	-2.083626	
1.513	-0.2624119	0.2647588	4.208128	-0.2346039	0	0.2165863	2.346039	-2.08128	
1.514	-0.264758	0.2671049	4.207893	-0.2346039	0	0.2160983	2.346039	-2.078934	
1.515	-0.267104	0.2599046	4.20766	-0.2336502	0.9536743	0.2156128	2.336502	-2.076597	
1.516	-0.2599038	0.2622411	4.207426	-0.2336502	0	0.2151279	2.336502	-2.074261	
1.517	-0.2622403	0.2645776	4.207192	-0.2336502	0	0.2146435	2.336502	-2.071924	
1.518	-0.2645768	0.262141	4.206959	-0.2331734	0.4768371	0.2141607	2.331733	-2.069592	
1.519	-0.2621401	0.2644727	4.206726	-0.2331734	0	0.2136783	2.331733	-2.067261	
1.52	-0.2644719	0.2620313	4.206493	-0.2326965	0.4768371	0.2131976	2.326965	-2.064934	
1.521	-0.2620305	0.2595851	4.206261	-0.2322197	0.4768371	0.2127183	2.322197	-2.062612	
1.522	-0.2595843	0.2619073	4.206029	-0.2322197	0	0.2122396	2.322197	-2.060289	
1.523	-0.2619065	0.2594564	4.205797	-0.2317428	0.4768371	0.2117624	2.317428	-2.057972	
1.524	-0.2594555	0.2617738	4.205565	-0.2317428	0	0.2112858	2.317428	-2.055655	
1.525	-0.261773	0.2593181	4.205334	-0.231266	0.4768371	0.2108106	2.31266	-2.053342	
1.526	-0.2593172	0.2616308	4.205103	-0.231266	0	0.210336	2.31266	-2.051029	
1.527	-0.2616299	0.2591703	4.204872	-0.2307892	0.4768371	0.2098629	2.307892	-2.048721	
1.528	-0.2591694	0.2614782	4.204641	-0.2307892	0	0.2093904	2.307892	-2.046413	
1.529	-0.2614773	0.2590129	4.204411	-0.2303123	0.4768371	0.2089193	2.303123	-2.04411	
1.53	-0.2590121	0.2565429	4.204181	-0.2298355	0.4768371	0.2084498	2.298355	-2.041812	
1.531	-0.2565421	0.2588413	4.203951	-0.2298355	0	0.2079808	2.298355	-2.039514	
1.532	-0.2588404	0.2611396	4.203722	-0.2298355	0	0.2075123	2.298355	-2.037215	
1.533	-0.2611388	0.2586648	4.203492	-0.2293587	0.4768371	0.2070453	2.293586	-2.034922	
1.534	-0.258664	0.2561853	4.203263	-0.2288818	0.4768371	0.2065798	2.288818	-2.032633	
1.535	-0.2561844	0.2584741	4.203034	-0.2288818	0	0.2061148	2.288818	-2.030344	
1.536	-0.2584732	0.2559898	4.202806	-0.228405	0.4768371	0.2056514	2.28405	-2.02806	
1.537	-0.2559889	0.2582738	4.202578	-0.228405	0	0.2051884	2.28405	-2.025776	
1.538	-0.258273	0.2557847	4.20235	-0.2279281	0.4768371	0.2047269	2.279281	-2.023497	
1.539	-0.2557839	0.2532909	4.202122	-0.2274513	0.4768371	0.2042669	2.274513	-2.021222	
1.54	-0.25329	0.2555654	4.201895	-0.2274513	0	0.2038075	2.274513	-2.018948	
1.541	-0.2555645	0.2578399	4.201667	-0.2274513	0	0.2033485	2.274513	-2.016673	
1.542	-0.2578391	0.2553413	4.20144	-0.2269745	0.4768371	0.202891	2.269745	-2.014403	
1.543	-0.2553404	0.257611	4.201213	-0.2269745	0	0.2024341	2.269745	-2.012134	
1.544	-0.2576102	0.2551076	4.200987	-0.2264976	0.4768371	0.2019786	2.264976	-2.009869	
1.545	-0.2551068	0.2525995	4.200761	-0.2260208	0.4768371	0.2015246	2.260208	-2.007608	
1.546	-0.2525986	0.2548597	4.200535	-0.2260208	0	0.2010711	2.260208	-2.005348	
1.547	-0.2548588	0.2523468	4.200309	-0.225544	0.4768371	0.200619	2.25544	-2.003093	
1.548	-0.2523459	0.2546022	4.200084	-0.225544	0	0.2001675	2.25544	-2.000837	
1.549	-0.2546013	0.2520845	4.199859	-0.2250671	0.4768371	0.1997174	2.250671	-1.998587	
1.55	-0.2520836	0.2543352	4.199634	-0.2250671	0	0.1992679	2.250671	-1.996336	
1.551	-0.2543343	0.2518127	4.199409	-0.2245903	0.4768371	0.1988198	2.245903	-1.99409	
1.552	-0.2518118	0.2540586	4.199184	-0.2245903	0	0.1983722	2.245903	-1.991844	
1.553	-0.2540577	0.2515314	4.19896	-0.2241134	0.4768371	0.197926	2.241134	-1.989603	
1.554	-0.2515305	0.2537725	4.198736	-0.2241134	0	0.1974804	2.241134	-1.987362	
1.555	-0.2537716	0.2512405	4.198513	-0.2236366	0.4768371	0.1970362	2.236366	-1.985126	
1.556	-0.2512396	0.2534769	4.198289	-0.2236366	0	0.1965925	2.236366	-1.982889	
1.557	-0.253476	0.2509401	4.198066	-0.2231598	0.4768371	0.1961502	2.231598	-1.980658	
1.558	-0.2509392	0.2483985	4.197843	-0.2226829	0.4768371	0.1957094	2.226829	-1.978431	
1.559	-0.2483977	0.2506254	4.19762	-0.2226829	0	0.1952691	2.226829	-1.976204	
1.56	-0.2506245	0.2528522	4.197398	-0.2226829	0	0.1948293	2.226829	-1.973977	
1.561	-0.2528513	0.2503059	4.197176	-0.2222061	0.4768371	0.1943909	2.222061	-1.971755	
1.562	-0.250305	0.2477548	4.196954	-0.2217293	0.4768371	0.1939539	2.217293	-1.969538	
1.563	-0.2477539	0.2499721	4.196732	-0.2217293	0	0.1935175	2.217293	-1.96732	
1.564	-0.2499712	0.2474163	4.196511	-0.2212524	0.4768371	0.1930825	2.212524	-1.965108	
1.565	-0.2474154	0.2496288	4.19629	-0.2212524	0	0.1926479	2.212524	-1.962895	
1.566	-0.2496279	0.2470682	4.196069	-0.2207756	0.4768371	0.1922148	2.207756	-1.960688	
1.567	-0.2470673	0.2492759	4.195848	-0.2207756	0	0.1917822	2.207756	-1.95848	
1.568	-0.2492751	0.2514837	4.195627	-0.2207756	0	0.19135	2.207756	-1.956272	
1.569	-0.2514828	0.2441452	4.195407	-0.2198219	0.9536743	0.1909202	2.198219	-1.954074	
1.57	-0.2441443	0.2511165	4.195187	-0.2202988	-0.4768371	0.19049	2.202987	-1.951871	
1.571	-0.2511156	0.2437732	4.194968	-0.2193451	0.9536743	0.1900621	2.193451	-1.949677	
1.572	-0.2437724	0.2507398	4.194748	-0.2198219	-0.4768371	0.1896338	2.198219	-1.947479	
1.573	-0.2507389	0.2433918	4.194529	-0.2188682	0.9536743	0.1892078	2.188682	-1.945291	
1.574	-0.2433909	0.2455804	4.19431	-0.2188682	0	0.1887822	2.188682	-1.943102	
1.575	-0.2455796	0.2477691	4.194091	-0.2188682	0	0.1883572	2.188682	-1.940913	
1.576	-0.2477683	0.2451847	4.193873	-0.2183914	0.4768371	0.1879336	2.183914	-1.938729	
1.577	-0.2451838	0.2473686	4.193655	-0.2183914	0	0.1875104	2.183914	-1.936545	
1.578	-0.2473677	0.2447793	4.193437	-0.2179146	0.4768371	0.1870886	2.179146	-1.934366	
1.579	-0.2447785	0.2469585	4.193219	-0.2179146	0	0.1866674	2.179146	-1.932187	
1.58	-0.2469576	0.2443645	4.193001	-0.2174377	0.4768371	0.1862475	2.174377	-1.930013	
1.581	-0.2443636	0.2417657	4.192784	-0.2169609	0.4768371	0.185829	2.169609	-1.927843	
1.582	-0.2417649	0.2439353	4.192567	-0.2169609	0	0.1854109	2.169609	-1.925673	
1.583	-0.2439345	0.246105	4.19235	-0.2169609	0	0.1849934	2.169609	-1.923504	
1.584	-0.2461041	0.2435014	4.192134	-0.2164841	0.4768371	0.1845772	2.16484	-1.921339	
1.585	-0.2435006	0.2408931	4.191918	-0.2160072	0.4768371	0.1841624	2.160072	-1.919179	
1.586	-0.2408923	0.2430532	4.191702	-0.2160072	0	0.1837481	2.160072	-1.917019	
1.587	-0.2430523	0.2452133	4.191486	-0.2160072	0	0.1833342	2.160072	-1.914859	
1.588	-0.2452124	0.2426002	4.19127	-0.2155304	0.4768371	0.1829217	2.155304	-1.912704	
1.589	-0.2425993	0.2399824	4.191055	-0.2150535	0.4768371	0.1825106	2.150535	-1.910553	
1.59	-0.2399815	0.2421329	4.19084	-0.2150535	0	0.1821	2.150535	-1.908402	
1.591	-0.242132	0.2442834	4.190625	-0.2150535	0	0.1816898	2.150535	-1.906252	
1.592	-0.2442826	0.2416608	4.190411	-0.2145767	0.4768371	0.181281	2.145767	-1.904106	
1.593	-0.24166	0.2390335	4.190197	-0.2140999	0.4768371	0.1808736	2.140999	-1.901965	
1.594	-0.2390326	0.2411745	4.189982	-0.2140999	0	0.1804666	2.140999	-1.899824	
1.595	-0.2411736	0.2433155	4.189768	-0.2140999	0	0.1800601	2.140999	-1.897683	
1.596	-0.2433146	0.2406833	4.189555	-0.213623	0.4768371	0.1796549	2.13623	-1.895547	
1.597	-0.2406825	0.2380464	4.189342	-0.2131462	0.4768371	0.1792511	2.131462	-1.893415	
1.598	-0.2380455	0.2401779	4.189128	-0.2131462	0	0.1788478	2.131462	-1.891284	
1.599	-0.240177	0.2375362	4.188916	-0.2126694	0.4768371	0.1784458	2.126693	-1.889157	
1.6	-0.2375353	0.2396629	4.188703	-0.2126694	0	0.1780442	2.126693	-1.887031	
1.601	-0.239662	0.2417896	4.18849	-0.2126694	0	0.1776431	2.126693	-1.884904	
1.602	-0.2417887	0.2391431	4.188278	-0.2121925	0.4768371	0.1772434	2.121925	-1.882782	
1.603	-0.2391423	0.2364919	4.188066	-0.2117157	0.4768371	0.176845	2.117157	-1.880665	
1.604	-0.2364911	0.2386091	4.187855	-0.2117157	0	0.1764471	2.117157	-1.878548	
1.605	-0.2386082	0.2359531	4.187644	-0.2112388	0.4768371	0.1760505	2.112388	-1.876435	
1.606	-0.2359522	0.2380655	4.187432	-0.2112388	0	0.1756543	2.112388	-1.874323	
1.607	-0.2380646	0.2354047	4.187222	-0.210762	0.4768371	0.1752595	2.10762	-1.872215	
1.608	-0.2354039	0.2375124	4.187011	-0.210762	0	0.1748651	2.10762	-1.870108	
1.609	-0.2375115	0.23962	4.1868	-0.210762	0	0.1744712	2.10762	-1.868	
1.61	-0.2396191	0.2321813	4.18659	-0.2098083	0.9536743	0.1740795	2.098083	-1.865902	
1.611	-0.2321804	0.2390525	4.18638	-0.2102852	-0.4768371	0.1736874	2.102852	-1.863799	
1.612	-0.2390517	0.2363822	4.18617	-0.2098083	0.4768371	0.1732965	2.098083	-1.861701	
1.613	-0.2363814	0.2337072	4.185961	-0.2093315	0.4768371	0.172907	2.093315	-1.859608	
1.614	-0.2337063	0.2405736	4.185751	-0.2098083	-0.4768371	0.1725171	2.098083	-1.85751	
1.615	-0.2405728	0.2331254	4.185542	-0.2088547	0.9536743	0.1721294	2.088547	-1.855421	
1.616	-0.2331246	0.235214	4.185333	-0.2088547	0	0.1717421	2.088547	-1.853333	
1.617	-0.2352131	0.2373025	4.185124	-0.2088547	0	0.1713552	2.088547	-1.851244	
1.618	-0.2373017	0.2298448	4.184916	-0.207901	0.9536743	0.1709706	2.07901	-1.849165	
1.619	-0.2298439	0.236697	4.184708	-0.2083778	-0.4768371	0.1705854	2.083778	-1.847081	
1.62	-0.2366961	0.2340076	4.1845	-0.207901	0.4768371	0.1702016	2.07901	-1.845002	
1.621	-0.2340067	0.2313135	4.184293	-0.2074241	0.4768371	0.1698192	2.074241	-1.842928	
1.622	-0.2313126	0.2381608	4.184085	-0.207901	-0.4768371	0.1694362	2.07901	-1.840849	
1.623	-0.23816	0.2306936	4.183878	-0.2069473	0.9536743	0.1690555	2.069473	-1.838779	
1.624	-0.2306927	0.2327631	4.183671	-0.2069473	0	0.1686752	2.069473	-1.83671	
1.625	-0.2327622	0.2348325	4.183464	-0.2069473	0	0.1682953	2.069473	-1.834641	
1.626	-0.2348317	0.2273557	4.183258	-0.2059936	0.9536743	0.1679176	2.059936	-1.832581	
1.627	-0.2273549	0.2341888	4.183052	-0.2064705	-0.4768371	0.1675394	2.064705	-1.830516	
1.628	-0.2341879	0.2314804	4.182846	-0.2059936	0.4768371	0.1671626	2.059936	-1.828456	
1.629	-0.2314795	0.2335403	4.18264	-0.2059936	0	0.1667861	2.059936	-1.826396	
1.63	-0.2335394	0.2308271	4.182434	-0.2055168	0.4768371	0.166411	2.055168	-1.824341	
1.631	-0.2308262	0.2328823	4.182229	-0.2055168	0	0.1660362	2.055168	-1.822286	
1.632	-0.2328814	0.2301643	4.182024	-0.20504	0.4768371	0.1656628	2.0504	-1.820235	
1.633	-0.2301634	0.2274415	4.181819	-0.2045631	0.4768371	0.1652907	2.045631	-1.81819	
1.634	-0.2274407	0.2342603	4.181614	-0.20504	-0.4768371	0.1649181	2.0504	-1.816139	
1.635	-0.2342595	0.2267644	4.18141	-0.2040863	0.9536743	0.1645476	2.040863	-1.814098	
1.636	-0.2267636	0.2288053	4.181206	-0.2040863	0	0.1641776	2.040863	-1.812057	
1.637	-0.2288044	0.2308462	4.181002	-0.2040863	0	0.163808	2.040863	-1.810017	
1.638	-0.2308453	0.232887	4.180798	-0.2040863	0	0.1634388	2.040863	-1.807976	
1.639	-0.2328862	0.2253816	4.180594	-0.2031326	0.9536743	0.1630718	2.031326	-1.805944	
1.64	-0.2253807	0.2274129	4.180391	-0.2031326	0	0.1627051	2.031326	-1.803913	
1.641	-0.2274121	0.2294443	4.180188	-0.2031326	0	0.1623389	2.031326	-1.801882	
1.642	-0.2294434	0.2314756	4.179985	-0.2031326	0	0.1619731	2.031326	-1.79985	
1.643	-0.2314747	0.2287338	4.179782	-0.2026558	0.4768371	0.1616085	2.026558	-1.797824	
1.644	-0.2287329	0.2259872	4.17958	-0.2021789	0.4768371	0.1612453	2.021789	-1.795802	
1.645	-0.2259863	0.228009	4.179378	-0.2021789	0	0.1608824	2.021789	-1.79378	
1.646	-0.2280081	0.2252576	4.179176	-0.2017021	0.4768371	0.1605208	2.017021	-1.791763	
1.647	-0.2252568	0.2272747	4.178975	-0.2017021	0	0.1601596	2.017021	-1.789746	
1.648	-0.2272738	0.2292917	4.178773	-0.2017021	0	0.1597988	2.017021	-1.787729	
1.649	-0.2292908	0.2265356	4.178572	-0.2012253	0.4768371	0.1594393	2.012253	-1.785717	
1.65	-0.2265347	0.2237747	4.178371	-0.2007484	0.4768371	0.159081	2.007484	-1.78371	
1.651	-0.2237738	0.2257822	4.17817	-0.2007484	0	0.1587231	2.007484	-1.781702	
1.652	-0.2257813	0.2277896	4.177969	-0.2007484	0	0.1583656	2.007484	-1.779695	
1.653	-0.2277888	0.225024	4.177769	-0.2002716	0.4768371	0.1580094	2.002716	-1.777692	
1.654	-0.2250231	0.2270267	4.177569	-0.2002716	0	0.1576536	2.002716	-1.775689	
1.655	-0.2270258	0.2242564	4.177369	-0.1997948	0.4768371	0.157299	1.997948	-1.773691	
1.656	-0.2242555	0.2214812	4.17717	-0.1993179	0.4768371	0.1569457	1.993179	-1.771698	
1.657	-0.2214803	0.2282475	4.17697	-0.1997948	-0.4768371	0.1565919	1.997948	-1.7697	
1.658	-0.2282467	0.2206992	4.176771	-0.1988411	0.9536743	0.1562402	1.988411	-1.767712	
1.659	-0.2206983	0.2274607	4.176572	-0.1993179	-0.4768371	0.1558881	1.993179	-1.765718	
1.66	-0.2274599	0.2199076	4.176373	-0.1983642	0.9536743	0.155538	1.983642	-1.763735	
1.661	-0.2199068	0.2266644	4.176175	-0.1988411	-0.4768371	0.1551875	1.988411	-1.761746	
1.662	-0.2266636	0.2238797	4.175976	-0.1983642	0.4768371	0.1548382	1.983642	-1.759763	
1.663	-0.2238788	0.2210902	4.175778	-0.1978874	0.4768371	0.1544902	1.978874	-1.757784	
1.664	-0.2210893	0.2230691	4.175581	-0.1978874	0	0.1541426	1.978874	-1.755805	
1.665	-0.2230682	0.2202748	4.175383	-0.1974106	0.4768371	0.1537961	1.974106	-1.753831	
1.666	-0.2202739	0.2222489	4.175186	-0.1974106	0	0.1534501	1.974106	-1.751857	
1.667	-0.222248	0.224223	4.174988	-0.1974106	0	0.1531045	1.974106	-1.749883	
1.668	-0.2242222	0.221424	4.174791	-0.1969337	0.4768371	0.1527601	1.969337	-1.747913	
1.669	-0.2214231	0.2186202	4.174595	-0.1964569	0.4768371	0.1524169	1.964569	-1.745949	
1.67	-0.2186193	0.2253579	4.174398	-0.1969337	-0.4768371	0.1520732	1.969337	-1.743979	
1.671	-0.225357	0.2177809	4.174202	-0.1959801	0.9536743	0.1517316	1.959801	-1.74202	
1.672	-0.2177801	0.2245139	4.174006	-0.1964569	-0.4768371	0.1513896	1.964569	-1.740055	
1.673	-0.224513	0.2169322	4.17381	-0.1955032	0.9536743	0.1510496	1.955032	-1.7381	
1.674	-0.2169313	0.2188872	4.173615	-0.1955032	0	0.15071	1.955032	-1.736145	
1.675	-0.2188863	0.2208422	4.173419	-0.1955032	0	0.1503707	1.955032	-1.73419	
