Time	X Force	Tension	Length	Velocity	Acceleration	Potential Energy	Damping Force	Spring Tension	
2.808	-0.05893616	0.05948061	4.048411	-0.05435943	0	0.0117183	0.5435943	-0.4841137	
2.809	-0.05947975	0.06479734	4.048357	-0.05483627	-0.4768371	0.01169177	0.5483627	-0.4835653	
2.81	-0.06479649	0.06057256	4.048302	-0.05435943	0.4768371	0.0116655	0.5435943	-0.4830217	
2.811	-0.06057171	0.06111616	4.048248	-0.05435943	0	0.01163926	0.5435943	-0.4824781	
2.812	-0.0611153	0.06165975	4.048193	-0.05435943	0	0.01161305	0.5435943	-0.4819345	
2.813	-0.0616589	0.05743021	4.04814	-0.0538826	0.4768371	0.01158709	0.5388259	-0.4813957	
2.814	-0.05742935	0.06274217	4.048085	-0.05435943	-0.4768371	0.01156094	0.5435943	-0.4808521	
2.815	-0.06274132	0.06328577	4.048031	-0.05435943	0	0.01153481	0.5435943	-0.4803085	
2.816	-0.06328491	0.05905622	4.047977	-0.0538826	0.4768371	0.01150895	0.5388259	-0.4797697	
2.817	-0.05905537	0.05959505	4.047923	-0.0538826	0	0.01148311	0.5388259	-0.4792309	
2.818	-0.05959419	0.06013387	4.047869	-0.0538826	0	0.0114573	0.5388259	-0.4786921	
2.819	-0.06013302	0.0606727	4.047815	-0.0538826	0	0.01143153	0.5388259	-0.4781532	
2.82	-0.06067184	0.06121153	4.047761	-0.0538826	0	0.01140578	0.5388259	-0.4776144	
2.821	-0.06121067	0.06175035	4.047708	-0.0538826	0	0.01138005	0.5388259	-0.4770756	
2.822	-0.0617495	0.06228918	4.047654	-0.0538826	0	0.01135436	0.5388259	-0.4765368	
2.823	-0.06228832	0.05805486	4.0476	-0.05340576	0.4768371	0.01132893	0.5340576	-0.4760027	
2.824	-0.05805401	0.06336206	4.047546	-0.0538826	-0.4768371	0.01130329	0.5388259	-0.4754639	
2.825	-0.06336121	0.05912775	4.047493	-0.05340576	0.4768371	0.01127792	0.5340576	-0.4749298	
2.826	-0.05912689	0.05966181	4.04744	-0.05340576	0	0.01125257	0.5340576	-0.4743958	
2.827	-0.05966095	0.06019586	4.047386	-0.05340576	0	0.01122725	0.5340576	-0.4738617	
2.828	-0.06019501	0.06072992	4.047333	-0.05340576	0	0.01120195	0.5340576	-0.4733276	
2.829	-0.06072906	0.06126398	4.047279	-0.05340576	0	0.01117669	0.5340576	-0.4727936	
2.83	-0.06126312	0.0570249	4.047226	-0.05292892	0.4768371	0.01115168	0.5292892	-0.4722643	
2.831	-0.05702404	0.06232733	4.047173	-0.05340576	-0.4768371	0.01112647	0.5340576	-0.4717302	
2.832	-0.06232647	0.05808824	4.04712	-0.05292892	0.4768371	0.01110152	0.5292892	-0.4712009	
2.833	-0.05808739	0.05861753	4.047067	-0.05292892	0	0.01107659	0.5292892	-0.4706717	
2.834	-0.05861668	0.05914682	4.047014	-0.05292892	0	0.01105169	0.5292892	-0.4701424	
2.835	-0.05914596	0.05967611	4.046961	-0.05292892	0	0.01102682	0.5292892	-0.4696131	
2.836	-0.05967525	0.0602054	4.046908	-0.05292892	0	0.01100198	0.5292892	-0.4690838	
2.837	-0.06020454	0.06073469	4.046855	-0.05292892	0	0.01097717	0.5292892	-0.4685545	
2.838	-0.06073383	0.06126398	4.046803	-0.05292892	0	0.01095238	0.5292892	-0.4680252	
2.839	-0.06126312	0.05702013	4.04675	-0.05245208	0.4768371	0.01092784	0.5245208	-0.4675007	
2.84	-0.05701927	0.05754465	4.046698	-0.05245208	0	0.01090334	0.5245208	-0.4669762	
2.841	-0.05754379	0.06284231	4.046645	-0.05292892	-0.4768371	0.01087863	0.5292892	-0.4664469	
2.842	-0.06284145	0.05859846	4.046592	-0.05245208	0.4768371	0.01085418	0.5245208	-0.4659224	
2.843	-0.0585976	0.05912298	4.04654	-0.05245208	0	0.01082976	0.5245208	-0.4653978	
2.844	-0.05912212	0.0596475	4.046487	-0.05245208	0	0.01080536	0.5245208	-0.4648733	
2.845	-0.05964664	0.05539888	4.046435	-0.05197525	0.4768371	0.01078121	0.5197524	-0.4643536	
2.846	-0.05539802	0.06069177	4.046383	-0.05245208	-0.4768371	0.01075687	0.5245208	-0.463829	
2.847	-0.06069092	0.06121629	4.04633	-0.05245208	0	0.01073255	0.5245208	-0.4633045	
2.848	-0.06121544	0.05696768	4.046278	-0.05197525	0.4768371	0.01070849	0.5197524	-0.4627848	
2.849	-0.05696682	0.05748743	4.046227	-0.05197525	0	0.01068445	0.5197524	-0.462265	
2.85	-0.05748657	0.05800718	4.046175	-0.05197525	0	0.01066043	0.5197524	-0.4617453	
2.851	-0.05800632	0.05852693	4.046123	-0.05197525	0	0.01063645	0.5197524	-0.4612255	
2.852	-0.05852608	0.05904669	4.046071	-0.05197525	0	0.01061249	0.5197524	-0.4607058	
2.853	-0.05904583	0.05956644	4.046019	-0.05197525	0	0.01058856	0.5197524	-0.460186	
2.854	-0.05956558	0.06008619	4.045967	-0.05197525	0	0.01056465	0.5197524	-0.4596663	
2.855	-0.06008533	0.0558328	4.045915	-0.05149841	0.4768371	0.01054099	0.5149841	-0.4591513	
2.856	-0.05583195	0.06112093	4.045863	-0.05197525	-0.4768371	0.01051714	0.5197524	-0.4586315	
2.857	-0.06112007	0.05686754	4.045812	-0.05149841	0.4768371	0.01049354	0.5149841	-0.4581165	
2.858	-0.05686668	0.05738252	4.04576	-0.05149841	0	0.01046996	0.5149841	-0.4576015	
2.859	-0.05738167	0.05789751	4.045709	-0.05149841	0	0.01044641	0.5149841	-0.4570866	
2.86	-0.05789665	0.05841249	4.045657	-0.05149841	0	0.01042288	0.5149841	-0.4565716	
2.861	-0.05841164	0.05892748	4.045606	-0.05149841	0	0.01039938	0.5149841	-0.4560566	
2.862	-0.05892662	0.05466932	4.045555	-0.05102157	0.4768371	0.01037613	0.5102157	-0.4555464	
2.863	-0.05466846	0.05995268	4.045503	-0.05149841	-0.4768371	0.01035268	0.5149841	-0.4550314	
2.864	-0.05995182	0.05569452	4.045452	-0.05102157	0.4768371	0.01032947	0.5102157	-0.4545212	
2.865	-0.05569366	0.05620474	4.045401	-0.05102157	0	0.0103063	0.5102157	-0.454011	
2.866	-0.05620388	0.05671495	4.04535	-0.05102157	0	0.01028315	0.5102157	-0.4535007	
2.867	-0.0567141	0.05722517	4.045299	-0.05102157	0	0.01026002	0.5102157	-0.4529905	
2.868	-0.05722431	0.05773538	4.045248	-0.05102157	0	0.01023692	0.5102157	-0.4524803	
2.869	-0.05773453	0.0582456	4.045197	-0.05102157	0	0.01021385	0.5102157	-0.4519701	
2.87	-0.05824474	0.05875582	4.045146	-0.05102157	0	0.0101908	0.5102157	-0.4514599	
2.871	-0.05875496	0.05449289	4.045095	-0.05054474	0.4768371	0.010168	0.5054473	-0.4509544	
2.872	-0.05449203	0.05977148	4.045044	-0.05102157	-0.4768371	0.010145	0.5102157	-0.4504442	
2.873	-0.05977062	0.05550855	4.044994	-0.05054474	0.4768371	0.01012225	0.5054473	-0.4499388	
2.874	-0.0555077	0.06078714	4.044943	-0.05102157	-0.4768371	0.0100993	0.5102157	-0.4494286	
2.875	-0.06078628	0.05652422	4.044892	-0.05054474	0.4768371	0.0100766	0.5054473	-0.4489231	
2.876	-0.05652336	0.05702966	4.044842	-0.05054474	0	0.01005392	0.5054473	-0.4484177	
2.877	-0.05702881	0.05753511	4.044791	-0.05054474	0	0.01003127	0.5054473	-0.4479122	
2.878	-0.05753426	0.05326742	4.044741	-0.0500679	0.4768371	0.01000885	0.500679	-0.4474115	
2.879	-0.05326656	0.05854124	4.044691	-0.05054474	-0.4768371	0.009986253	0.5054473	-0.4469061	
2.88	-0.05854038	0.05427355	4.044641	-0.0500679	0.4768371	0.00996389	0.500679	-0.4464054	
2.881	-0.05427269	0.05954736	4.04459	-0.05054474	-0.4768371	0.009941339	0.5054473	-0.4459	
2.882	-0.05954651	0.05527967	4.04454	-0.0500679	0.4768371	0.009919026	0.500679	-0.4453993	
2.883	-0.05527882	0.05578035	4.04449	-0.0500679	0	0.009896738	0.500679	-0.4448986	
2.884	-0.05577949	0.05628103	4.04444	-0.0500679	0	0.009874476	0.500679	-0.4443979	
2.885	-0.05628017	0.05678171	4.04439	-0.0500679	0	0.009852238	0.500679	-0.4438972	
2.886	-0.05678085	0.05728239	4.04434	-0.0500679	0	0.009830026	0.500679	-0.4433966	
2.887	-0.05728153	0.05300996	4.04429	-0.04959106	0.4768371	0.00980805	0.4959106	-0.4429007	
2.888	-0.0530091	0.05827898	4.04424	-0.0500679	-0.4768371	0.009785887	0.500679	-0.4424	
2.889	-0.05827812	0.05400655	4.04419	-0.04959106	0.4768371	0.009763961	0.4959106	-0.4419041	
2.89	-0.05400569	0.05450246	4.044141	-0.04959106	0	0.009742058	0.4959106	-0.4414082	
2.891	-0.0545016	0.05977148	4.044091	-0.0500679	-0.4768371	0.009719971	0.500679	-0.4409075	
2.892	-0.05977062	0.05549905	4.044041	-0.04959106	0.4768371	0.009698117	0.4959106	-0.4404116	
2.893	-0.05549819	0.05599496	4.043992	-0.04959106	0	0.009676289	0.4959106	-0.4399157	
2.894	-0.0559941	0.05649087	4.043942	-0.04959106	0	0.009654486	0.4959106	-0.4394197	
2.895	-0.05649001	0.05221364	4.043893	-0.04911422	0.4768371	0.009632916	0.4911422	-0.4389286	
2.896	-0.05221278	0.05747792	4.043843	-0.04959106	-0.4768371	0.009611161	0.4959106	-0.4384327	
2.897	-0.05747706	0.05797383	4.043794	-0.04959106	0	0.009589431	0.4959106	-0.4379368	
2.898	-0.05797298	0.0536966	4.043745	-0.04911422	0.4768371	0.009567934	0.4911422	-0.4374456	
2.899	-0.05369575	0.05418774	4.043695	-0.04911422	0	0.009546462	0.4911422	-0.4369545	
2.9	-0.05418689	0.05467889	4.043646	-0.04911422	0	0.009525013	0.4911422	-0.4364634	
2.901	-0.05467803	0.05517003	4.043597	-0.04911422	0	0.009503589	0.4911422	-0.4359722	
2.902	-0.05516917	0.05566117	4.043548	-0.04911422	0	0.009482188	0.4911422	-0.4354811	
2.903	-0.05566031	0.05615231	4.043499	-0.04911422	0	0.009460812	0.4911422	-0.4349899	
2.904	-0.05615146	0.05664346	4.04345	-0.04911422	0	0.00943946	0.4911422	-0.4344988	
2.905	-0.0566426	0.05236146	4.043401	-0.04863739	0.4768371	0.009418339	0.4863739	-0.4340124	
2.906	-0.0523606	0.05762097	4.043352	-0.04911422	-0.4768371	0.009397035	0.4911422	-0.4335213	
2.907	-0.05762012	0.05333897	4.043303	-0.04863739	0.4768371	0.009375961	0.4863739	-0.4330349	
2.908	-0.05333812	0.05382535	4.043255	-0.04863739	0	0.009354911	0.4863739	-0.4325485	
2.909	-0.05382449	0.05431172	4.043206	-0.04863739	0	0.009333885	0.4863739	-0.4320621	
2.91	-0.05431087	0.0547981	4.043158	-0.04863739	0	0.009312882	0.4863739	-0.4315758	
2.911	-0.05479724	0.05528447	4.043109	-0.04863739	0	0.009291904	0.4863739	-0.4310894	
2.912	-0.05528361	0.05577084	4.04306	-0.04863739	0	0.009270948	0.4863739	-0.430603	
2.913	-0.05576999	0.05625722	4.043012	-0.04863739	0	0.009250017	0.4863739	-0.4301167	
2.914	-0.05625636	0.05197045	4.042964	-0.04816055	0.4768371	0.009229314	0.4816055	-0.429635	
2.915	-0.0519696	0.05245206	4.042915	-0.04816055	0	0.009208634	0.4816055	-0.4291534	
2.916	-0.0524512	0.0577068	4.042867	-0.04863739	-0.4768371	0.009187773	0.4863739	-0.4286671	
2.917	-0.05770595	0.05342004	4.042819	-0.04816055	0.4768371	0.009167139	0.4816055	-0.4281855	
2.918	-0.05341918	0.05390164	4.04277	-0.04816055	0	0.009146529	0.4816055	-0.4277039	
2.919	-0.05390079	0.05438325	4.042722	-0.04816055	0	0.009125942	0.4816055	-0.4272223	
2.92	-0.05438239	0.05486485	4.042674	-0.04816055	0	0.009105379	0.4816055	-0.4267406	
2.921	-0.054864	0.05534646	4.042626	-0.04816055	0	0.009084838	0.4816055	-0.426259	
2.922	-0.0553456	0.05105492	4.042578	-0.04768371	0.4768371	0.009064524	0.4768371	-0.4257822	
2.923	-0.05105407	0.0563049	4.04253	-0.04816055	-0.4768371	0.00904403	0.4816055	-0.4253006	
2.924	-0.05630405	0.05201337	4.042482	-0.04768371	0.4768371	0.009023761	0.4768371	-0.4248238	
2.925	-0.05201251	0.0524902	4.042435	-0.04768371	0	0.009003515	0.4768371	-0.4243469	
2.926	-0.05248935	0.05296704	4.042387	-0.04768371	0	0.008983293	0.4768371	-0.4238701	
2.927	-0.05296618	0.05344388	4.042339	-0.04768371	0	0.008963092	0.4768371	-0.4233932	
2.928	-0.05344302	0.05392072	4.042292	-0.04768371	0	0.008942914	0.4768371	-0.4229164	
2.929	-0.05391986	0.05439755	4.042244	-0.04768371	0	0.008922759	0.4768371	-0.4224396	
2.93	-0.0543967	0.05487439	4.042196	-0.04768371	0	0.008902628	0.4768371	-0.4219627	
2.931	-0.05487353	0.05535123	4.042149	-0.04768371	0	0.008882518	0.4768371	-0.4214859	
2.932	-0.05535037	0.05105492	4.042101	-0.04720687	0.4768371	0.008862632	0.4720688	-0.4210138	
2.933	-0.05105407	0.05630013	4.042054	-0.04768371	-0.4768371	0.008842568	0.4768371	-0.420537	
2.934	-0.05629928	0.05200383	4.042006	-0.04720687	0.4768371	0.008822727	0.4720688	-0.4200649	
2.935	-0.05200297	0.0524759	4.041959	-0.04720687	0	0.008802908	0.4720688	-0.4195929	
2.936	-0.05247504	0.05294797	4.041912	-0.04720687	0	0.008783111	0.4720688	-0.4191208	
2.937	-0.05294711	0.05342004	4.041865	-0.04720687	0	0.008763338	0.4720688	-0.4186487	
2.938	-0.05341918	0.05389211	4.041818	-0.04720687	0	0.008743586	0.4720688	-0.4181767	
2.939	-0.05389125	0.04959103	4.041771	-0.04673004	0.4768371	0.008724055	0.4673004	-0.4177094	
2.94	-0.04959018	0.05483148	4.041724	-0.04720687	-0.4768371	0.008704348	0.4720688	-0.4172373	
2.941	-0.05483062	0.05530354	4.041677	-0.04720687	0	0.008684662	0.4720688	-0.4167652	
2.942	-0.05530269	0.05100247	4.04163	-0.04673004	0.4768371	0.008665198	0.4673004	-0.4162979	
2.943	-0.05100162	0.05146977	4.041583	-0.04673004	0	0.008645755	0.4673004	-0.4158306	
2.944	-0.05146892	0.05193707	4.041536	-0.04673004	0	0.008626334	0.4673004	-0.4153633	
2.945	-0.05193622	0.05240437	4.04149	-0.04673004	0	0.008606935	0.4673004	-0.414896	
2.946	-0.05240352	0.05287167	4.041443	-0.04673004	0	0.008587558	0.4673004	-0.4144287	
2.947	-0.05287082	0.05333897	4.041396	-0.04673004	0	0.008568202	0.4673004	-0.4139614	
2.948	-0.05333812	0.05380628	4.041349	-0.04673004	0	0.008548869	0.4673004	-0.4134941	
2.949	-0.05380542	0.05427358	4.041303	-0.04673004	0	0.008529557	0.4673004	-0.4130268	
2.95	-0.05427272	0.04996774	4.041256	-0.0462532	0.4768371	0.008510464	0.462532	-0.4125643	
2.951	-0.04996688	0.05043027	4.04121	-0.0462532	0	0.008491392	0.462532	-0.4121017	
2.952	-0.05042941	0.05566594	4.041163	-0.04673004	-0.4768371	0.008472146	0.4673004	-0.4116344	
2.953	-0.05566508	0.0513601	4.041117	-0.0462532	0.4768371	0.008453117	0.462532	-0.4111719	
2.954	-0.05135924	0.05182263	4.041071	-0.0462532	0	0.008434109	0.462532	-0.4107094	
2.955	-0.05182178	0.05228516	4.041025	-0.0462532	0	0.008415123	0.462532	-0.4102468	
2.956	-0.05228431	0.0527477	4.040978	-0.0462532	0	0.008396159	0.462532	-0.4097843	
2.957	-0.05274684	0.04843709	4.040933	-0.04577636	0.4768371	0.008377411	0.4577636	-0.4093266	
2.958	-0.04843623	0.05366799	4.040886	-0.0462532	-0.4768371	0.00835849	0.462532	-0.408864	
2.959	-0.05366714	0.05413052	4.04084	-0.0462532	0	0.008339589	0.462532	-0.4084015	
2.96	-0.05412967	0.04981992	4.040794	-0.04577636	0.4768371	0.008320904	0.4577636	-0.4079437	
2.961	-0.04981906	0.05027768	4.040749	-0.04577636	0	0.008302241	0.4577636	-0.407486	
2.962	-0.05027682	0.05073544	4.040703	-0.04577636	0	0.008283597	0.4577636	-0.4070282	
2.963	-0.05073459	0.05596635	4.040657	-0.0462532	-0.4768371	0.008264782	0.462532	-0.4065657	
2.964	-0.05596549	0.05165574	4.040611	-0.04577636	0.4768371	0.008246182	0.4577636	-0.4061079	
2.965	-0.05165488	0.04734036	4.040565	-0.04529953	0.4768371	0.008227795	0.4529953	-0.4056549	
2.966	-0.04733951	0.0525665	4.04052	-0.04577636	-0.4768371	0.008209236	0.4577636	-0.4051971	
2.967	-0.05256564	0.05302426	4.040474	-0.04577636	0	0.008190698	0.4577636	-0.4047394	
2.968	-0.05302341	0.04870889	4.040429	-0.04529953	0.4768371	0.008172374	0.4529953	-0.4042864	
2.969	-0.04870803	0.05393502	4.040383	-0.04577636	-0.4768371	0.008153878	0.4577636	-0.4038286	
2.97	-0.05393416	0.04961964	4.040338	-0.04529953	0.4768371	0.008135594	0.4529953	-0.4033756	
2.971	-0.04961879	0.05007264	4.040292	-0.04529953	0	0.008117332	0.4529953	-0.4029226	
2.972	-0.05007178	0.05052564	4.040247	-0.04529953	0	0.00809909	0.4529953	-0.4024696	
2.973	-0.05052478	0.05575177	4.040201	-0.04577636	-0.4768371	0.008080677	0.4577636	-0.4020119	
2.974	-0.05575091	0.04666325	4.040156	-0.04482269	0.9536743	0.008062668	0.4482269	-0.4015636	
2.975	-0.0466624	0.05188462	4.040111	-0.04529953	-0.4768371	0.008044488	0.4529953	-0.4011106	
2.976	-0.05188376	0.05233762	4.040066	-0.04529953	0	0.008026328	0.4529953	-0.4006577	
2.977	-0.05233676	0.04801747	4.040021	-0.04482269	0.4768371	0.008008379	0.4482269	-0.4002094	
2.978	-0.04801662	0.05323884	4.039976	-0.04529953	-0.4768371	0.007990261	0.4529953	-0.3997564	
2.979	-0.05323798	0.04891869	4.039931	-0.04482269	0.4768371	0.007972352	0.4482269	-0.3993082	
2.98	-0.04891784	0.05414006	4.039886	-0.04529953	-0.4768371	0.007954274	0.4529953	-0.3988552	
2.981	-0.0541392	0.04981992	4.039841	-0.04482269	0.4768371	0.007936406	0.4482269	-0.398407	
2.982	-0.04981906	0.05026814	4.039796	-0.04482269	0	0.007918559	0.4482269	-0.3979588	
2.983	-0.05026729	0.05071637	4.039751	-0.04482269	0	0.007900731	0.4482269	-0.3975105	
2.984	-0.05071551	0.04639146	4.039707	-0.04434585	0.4768371	0.007883113	0.4434585	-0.3970671	
2.985	-0.0463906	0.05160806	4.039662	-0.04482269	-0.4768371	0.007865326	0.4482269	-0.3966188	
2.986	-0.0516072	0.05205628	4.039617	-0.04482269	0	0.007847558	0.4482269	-0.3961706	
2.987	-0.05205543	0.04773137	4.039573	-0.04434585	0.4768371	0.00783	0.4434585	-0.3957272	
2.988	-0.04773051	0.05294797	4.039528	-0.04482269	-0.4768371	0.007812272	0.4482269	-0.3952789	
2.989	-0.05294711	0.04862306	4.039484	-0.04434585	0.4768371	0.007794753	0.4434585	-0.3948355	
2.99	-0.0486222	0.04906651	4.039439	-0.04434585	0	0.007777253	0.4434585	-0.394392	
2.991	-0.04906566	0.04950997	4.039395	-0.04434585	0	0.007759773	0.4434585	-0.3939486	
2.992	-0.04950912	0.04995343	4.039351	-0.04434585	0	0.007742313	0.4434585	-0.3935051	
2.993	-0.04995257	0.05039689	4.039306	-0.04434585	0	0.007724873	0.4434585	-0.3930616	
2.994	-0.05039603	0.05084035	4.039262	-0.04434585	0	0.007707452	0.4434585	-0.3926182	
2.995	-0.05083949	0.04651067	4.039218	-0.04386901	0.4768371	0.007690237	0.4386902	-0.3921795	
2.996	-0.04650981	0.0517225	4.039174	-0.04434585	-0.4768371	0.007672856	0.4434585	-0.391736	
2.997	-0.05172164	0.05216596	4.039129	-0.04434585	0	0.007655494	0.4434585	-0.3912926	
2.998	-0.0521651	0.04783627	4.039085	-0.04386901	0.4768371	0.007638338	0.4386902	-0.3908539	
2.999	-0.04783542	0.04827496	4.039042	-0.04386901	0	0.007621201	0.4386902	-0.3904152	
3	-0.04827411	0.04871365	4.038998	-0.04386901	0	0.007604084	0.4386902	-0.3899765	
3.001	-0.0487128	0.04915234	4.038954	-0.04386901	0	0.007586985	0.4386902	-0.3895378	
3.002	-0.04915149	0.04959103	4.03891	-0.04386901	0	0.007569906	0.4386902	-0.3890991	
3.003	-0.04959018	0.05002972	4.038866	-0.04386901	0	0.007552846	0.4386902	-0.3886604	
3.004	-0.05002887	0.05046842	4.038822	-0.04386901	0	0.007535806	0.4386902	-0.3882217	
3.005	-0.05046756	0.05090711	4.038778	-0.04386901	0	0.007518785	0.4386902	-0.3877831	
3.006	-0.05090625	0.04657266	4.038735	-0.04339218	0.4768371	0.007501967	0.4339218	-0.3873491	
3.007	-0.0465718	0.04700658	4.038692	-0.04339218	0	0.007485169	0.4339218	-0.3869152	
3.008	-0.04700572	0.05221364	4.038648	-0.04386901	-0.4768371	0.007468205	0.4386902	-0.3864765	
3.009	-0.05221278	0.04787919	4.038604	-0.04339218	0.4768371	0.007451444	0.4339218	-0.3860426	
3.01	-0.04787833	0.04831311	4.038561	-0.04339218	0	0.007434702	0.4339218	-0.3856087	
3.011	-0.04831225	0.04874703	4.038517	-0.04339218	0	0.00741798	0.4339218	-0.3851748	
3.012	-0.04874618	0.04918095	4.038474	-0.04339218	0	0.007401275	0.4339218	-0.3847408	
3.013	-0.0491801	0.04961488	4.038431	-0.04339218	0	0.00738459	0.4339218	-0.3843069	
3.014	-0.04961402	0.0500488	4.038387	-0.04339218	0	0.007367923	0.4339218	-0.383873	
3.015	-0.05004794	0.04570958	4.038344	-0.04291534	0.4768371	0.007351459	0.4291534	-0.3834438	
3.016	-0.04570872	0.05091187	4.038301	-0.04339218	-0.4768371	0.00733483	0.4339218	-0.3830099	
3.017	-0.05091102	0.04657266	4.038258	-0.04291534	0.4768371	0.007318402	0.4291534	-0.3825808	
3.018	-0.0465718	0.05177495	4.038215	-0.04339218	-0.4768371	0.00730181	0.4339218	-0.3821468	
3.019	-0.05177409	0.04743573	4.038172	-0.04291534	0.4768371	0.007285419	0.4291534	-0.3817177	
3.02	-0.04743487	0.04786488	4.038129	-0.04291534	0	0.007269047	0.4291534	-0.3812885	
3.021	-0.04786403	0.04829404	4.038086	-0.04291534	0	0.007252693	0.4291534	-0.3808594	
3.022	-0.04829318	0.04872319	4.038043	-0.04291534	0	0.007236358	0.4291534	-0.3804302	
3.023	-0.04872233	0.04915234	4.038	-0.04291534	0	0.007220041	0.4291534	-0.3800011	
3.024	-0.04915149	0.04480836	4.037958	-0.0424385	0.4768371	0.007203923	0.424385	-0.3795767	
3.025	-0.0448075	0.05000588	4.037915	-0.04291534	-0.4768371	0.007187643	0.4291534	-0.3791475	
3.026	-0.05000503	0.0456619	4.037872	-0.0424385	0.4768371	0.007171561	0.424385	-0.3787231	
3.027	-0.04566104	0.05085942	4.037829	-0.04291534	-0.4768371	0.007155317	0.4291534	-0.378294	
3.028	-0.05085856	0.04651543	4.037787	-0.0424385	0.4768371	0.007139272	0.424385	-0.3778696	
3.029	-0.04651458	0.04693982	4.037745	-0.0424385	0	0.007123245	0.424385	-0.3774452	
3.03	-0.04693896	0.04736421	4.037702	-0.0424385	0	0.007107235	0.424385	-0.3770208	
3.031	-0.04736335	0.04778859	4.03766	-0.0424385	0	0.007091244	0.424385	-0.3765965	
3.032	-0.04778773	0.04821298	4.037617	-0.0424385	0	0.007075271	0.424385	-0.3761721	
3.033	-0.04821212	0.04863736	4.037575	-0.0424385	0	0.007059316	0.424385	-0.3757477	
3.034	-0.0486365	0.04906175	4.037532	-0.0424385	0	0.007043379	0.424385	-0.3753233	
3.035	-0.04906089	0.04471299	4.03749	-0.04196167	0.4768371	0.007027639	0.4196167	-0.3749037	
3.036	-0.04471213	0.04990575	4.037448	-0.0424385	-0.4768371	0.007011737	0.424385	-0.3744793	
3.037	-0.04990489	0.04555699	4.037406	-0.04196167	0.4768371	0.006996032	0.4196167	-0.3740597	
3.038	-0.04555614	0.04597661	4.037364	-0.04196167	0	0.006980345	0.4196167	-0.3736401	
3.039	-0.04597575	0.05116937	4.037322	-0.0424385	-0.4768371	0.006964497	0.424385	-0.3732157	
3.04	-0.05116851	0.04682061	4.03728	-0.04196167	0.4768371	0.006948845	0.4196167	-0.3727961	
3.041	-0.04681975	0.04724023	4.037238	-0.04196167	0	0.006933211	0.4196167	-0.3723764	
3.042	-0.04723937	0.04765984	4.037196	-0.04196167	0	0.006917594	0.4196167	-0.3719568	
3.043	-0.04765899	0.04330632	4.037154	-0.04148483	0.4768371	0.006902172	0.4148483	-0.371542	
3.044	-0.04330546	0.04849431	4.037112	-0.04196167	-0.4768371	0.00688659	0.4196167	-0.3711224	
3.045	-0.04849345	0.04891393	4.03707	-0.04196167	0	0.006871026	0.4196167	-0.3707027	
3.046	-0.04891307	0.0445604	4.037029	-0.04148483	0.4768371	0.006855656	0.4148483	-0.3702879	
3.047	-0.04455955	0.04974839	4.036987	-0.04196167	-0.4768371	0.006840127	0.4196167	-0.3698683	
3.048	-0.04974753	0.04539487	4.036945	-0.04148483	0.4768371	0.006824792	0.4148483	-0.3694534	
3.049	-0.04539401	0.04580972	4.036904	-0.04148483	0	0.006809474	0.4148483	-0.3690386	
3.05	-0.04580886	0.04622456	4.036862	-0.04148483	0	0.006794173	0.4148483	-0.3686237	
3.051	-0.04622371	0.04663941	4.036821	-0.04148483	0	0.006778889	0.4148483	-0.3682089	
3.052	-0.04663856	0.04705426	4.036779	-0.04148483	0	0.006763623	0.4148483	-0.367794	
3.053	-0.0470534	0.04746911	4.036738	-0.04148483	0	0.006748374	0.4148483	-0.3673792	
3.054	-0.04746825	0.04788396	4.036696	-0.04148483	0	0.006733141	0.4148483	-0.3669643	
3.055	-0.0478831	0.04352567	4.036655	-0.04100799	0.4768371	0.006718101	0.4100799	-0.3665543	
3.056	-0.04352481	0.04870889	4.036614	-0.04148483	-0.4768371	0.006702904	0.4148483	-0.3661394	
3.057	-0.04870803	0.04435059	4.036573	-0.04100799	0.4768371	0.006687897	0.4100799	-0.3657293	
3.058	-0.04434974	0.04953381	4.036531	-0.04148483	-0.4768371	0.006672733	0.4148483	-0.3653145	
3.059	-0.04953296	0.04517552	4.03649	-0.04100799	0.4768371	0.006657761	0.4100799	-0.3649044	
3.06	-0.04517467	0.0455856	4.036449	-0.04100799	0	0.006642805	0.4100799	-0.3644943	
3.061	-0.04558475	0.04599568	4.036408	-0.04100799	0	0.006627867	0.4100799	-0.3640842	
3.062	-0.04599483	0.04640576	4.036367	-0.04100799	0	0.006612945	0.4100799	-0.3636742	
3.063	-0.04640491	0.04681584	4.036326	-0.04100799	0	0.00659804	0.4100799	-0.3632641	
3.064	-0.04681499	0.04722592	4.036285	-0.04100799	0	0.006583151	0.4100799	-0.362854	
3.065	-0.04722507	0.04286286	4.036245	-0.04053115	0.4768371	0.006568453	0.4053116	-0.3624487	
3.066	-0.04286201	0.04804131	4.036204	-0.04100799	-0.4768371	0.006553598	0.4100799	-0.3620386	
3.067	-0.04804046	0.04367825	4.036163	-0.04053115	0.4768371	0.006538932	0.4053116	-0.3616333	
3.068	-0.0436774	0.04885671	4.036122	-0.04100799	-0.4768371	0.006524111	0.4100799	-0.3612232	
3.069	-0.04885585	0.04449365	4.036082	-0.04053115	0.4768371	0.006509478	0.4053116	-0.3608179	
3.07	-0.04449279	0.04489896	4.036041	-0.04053115	0	0.006494862	0.4053116	-0.3604126	
3.071	-0.0448981	0.04530427	4.036001	-0.04053115	0	0.006480262	0.4053116	-0.3600073	
