Time	Arm_X	Arm_Y	Arm_Z	JointVelocity	Rotation	
0	0.125	1.527399E-05	-0.075	0	0	
0.0005	0.125	1.527399E-05	-0.075	-1.323489E-20	-3.791517E-22	
0.001	0.125	1.348336E-05	-0.075	0.02865	0.0008207622	
0.0015	0.125	9.902113E-06	-0.075	0.05730001	0.002462287	
0.002	0.125	4.530237E-06	-0.075	0.08595001	0.004924573	
0.0025	0.125	-2.632264E-06	-0.075	0.1146	0.008207622	
0.003	0.125	-1.158539E-05	-0.07500001	0.14325	0.01231143	
0.0035	0.125	-2.232914E-05	-0.07500001	0.1719	0.01723601	
0.004	0.125	-3.486352E-05	-0.07500001	0.20055	0.02298134	
0.0045	0.125	-4.918852E-05	-0.07500001	0.2292001	0.02954744	
0.005	0.125	-6.530414E-05	-0.07500001	0.25785	0.0369343	
0.0055	0.125	-8.321039E-05	-0.07500002	0.2864999	0.04514192	
0.006	0.125	-0.0001029073	-0.07500003	0.31515	0.0541703	
0.0065	0.1249999	-0.0001243947	-0.07500003	0.3437999	0.06401944	
0.007	0.1249999	-0.0001476729	-0.07500003	0.3724501	0.07468935	
0.0075	0.1249999	-0.0001727416	-0.07500004	0.4010999	0.08618002	
0.008	0.1249998	-0.0001996009	-0.07500004	0.4297499	0.09849145	
0.0085	0.1249998	-0.0002282509	-0.07500005	0.4584	0.1116236	
0.009000001	0.1249997	-0.0002586914	-0.07500006	0.4870498	0.1255766	
0.009500001	0.1249996	-0.0002909226	-0.07500006	0.5156998	0.1403503	
0.01	0.1249995	-0.0003249443	-0.07500007	0.5443492	0.1559448	
0.0105	0.1249995	-0.0003607566	-0.07500008	0.5729999	0.17236	
0.011	0.1249993	-0.0003983596	-0.07500008	0.6016493	0.189596	
0.0115	0.1249992	-0.000437753	-0.07500009	0.6302991	0.2076527	
0.012	0.124999	-0.0004789371	-0.0750001	0.6589489	0.2265302	
0.0125	0.1249989	-0.0005219116	-0.07500011	0.6875982	0.2462285	
0.013	0.1249987	-0.0005666767	-0.07500012	0.7162485	0.2667475	
0.0135	0.1249985	-0.0006132323	-0.07500013	0.7448978	0.2880872	
0.014	0.1249982	-0.0006615784	-0.07500014	0.7735481	0.3102477	
0.0145	0.1249979	-0.000711715	-0.07500015	0.8021965	0.333229	
0.015	0.1249976	-0.0007636419	-0.07500016	0.8308468	0.357031	
0.0155	0.1249973	-0.0008173594	-0.07500017	0.8594961	0.3816537	
0.016	0.1249969	-0.0008728671	-0.07500018	0.8881446	0.4070972	
