Time	Length	Velocity	Acceleration	Damping	Tension	2	
1.088	3.049544	-0.9262001	-9.504552	3.049544	3.049544	0	
1.089	3.05048	-0.9356953	-9.495197	3.05048	3.05048	0	
1.09	3.051425	-0.945181	-9.485744	3.051425	3.051425	0	
1.091	3.05238	-0.9546572	-9.476195	3.05238	3.05238	0	
1.092	3.053344	-0.9641237	-9.466556	3.053344	3.053344	0	
1.093	3.054318	-0.9735805	-9.45682	3.054318	3.054318	0	
1.094	3.055301	-0.9830275	-9.44699	3.055301	3.055301	0	
1.095	3.056293	-0.9924646	-9.437065	3.056293	3.056293	0	
1.096	3.057295	-1.001892	-9.427049	3.057295	3.057295	0	
1.097	3.058306	-1.011309	-9.416936	3.058306	3.058306	0	
1.098	3.059327	-1.020715	-9.406728	3.059327	3.059327	0	
1.099	3.060357	-1.030112	-9.396427	3.060357	3.060357	0	
1.1	3.061397	-1.039498	-9.386031	3.061397	3.061397	0	
1.101	3.062445	-1.048873	-9.375543	3.062445	3.062445	0	
1.102	3.063504	-1.058238	-9.364961	3.063504	3.063504	0	
1.103	3.064571	-1.067593	-9.354282	3.064571	3.064571	0	
1.104	3.065648	-1.076936	-9.343514	3.065648	3.065648	0	
1.105	3.066734	-1.086269	-9.332654	3.066734	3.066734	0	
1.106	3.06783	-1.09559	-9.321699	3.06783	3.06783	0	
1.107	3.068935	-1.104901	-9.310649	3.068935	3.068935	0	
1.108	3.070049	-1.1142	-9.299507	3.070049	3.070049	0	
1.109	3.071173	-1.123489	-9.288271	3.071173	3.071173	0	
1.11	3.072305	-1.132766	-9.276943	3.072305	3.072305	0	
1.111	3.073447	-1.142031	-9.265523	3.073447	3.073447	0	
1.112	3.074599	-1.151285	-9.25401	3.074599	3.074599	0	
1.113	3.075759	-1.160528	-9.242404	3.075759	3.075759	0	
1.114	3.076929	-1.169758	-9.230707	3.076929	3.076929	0	
1.115	3.078108	-1.178977	-9.218918	3.078108	3.078108	0	
1.116	3.079296	-1.188184	-9.207035	3.079296	3.079296	0	
1.117	3.080493	-1.197379	-9.195062	3.080493	3.080493	0	
1.118	3.0817	-1.206563	-9.182998	3.0817	3.0817	0	
1.119	3.082916	-1.215733	-9.17084	3.082916	3.082916	0	
1.12	3.084141	-1.224892	-9.15859	3.084141	3.084141	0	
1.121	3.085375	-1.234038	-9.14625	3.085375	3.085375	0	
1.122	3.086618	-1.243172	-9.133818	3.086618	3.086618	0	
1.123	3.08787	-1.252293	-9.121295	3.08787	3.08787	0	
1.124	3.089131	-1.261402	-9.108683	3.089131	3.089131	0	
1.125	3.090402	-1.270498	-9.09598	3.090402	3.090402	0	
1.126	3.091681	-1.279581	-9.08318	3.091681	3.091681	0	
1.127	3.09297	-1.288651	-9.070297	3.09297	3.09297	0	
1.128	3.094268	-1.297709	-9.057318	3.094268	3.094268	0	
1.129	3.095575	-1.306753	-9.044253	3.095575	3.095575	0	
1.13	3.09689	-1.315784	-9.031092	3.09689	3.09689	0	
1.131	3.098215	-1.324802	-9.017845	3.098215	3.098215	0	
1.132	3.099549	-1.333806	-9.004507	3.099549	3.099549	0	
1.133	3.100892	-1.342798	-8.991077	3.100892	3.100892	0	
1.134	3.102244	-1.351775	-8.977559	3.102244	3.102244	0	
1.135	3.103605	-1.360739	-8.963952	3.103605	3.103605	0	
1.136	3.104974	-1.369689	-8.950255	3.104974	3.104974	0	
1.137	3.106353	-1.378626	-8.93647	3.106353	3.106353	0	
1.138	3.10774	-1.387548	-8.922595	3.10774	3.10774	0	
1.139	3.109137	-1.396457	-8.90863	3.109137	3.109137	0	
1.14	3.110542	-1.405352	-8.894575	3.110542	3.110542	0	
1.141	3.111957	-1.414232	-8.880432	3.111957	3.111957	0	
1.142	3.113379	-1.423098	-8.866202	3.113379	3.113379	0	
1.143	3.114811	-1.43195	-8.851885	3.114811	3.114811	0	
1.144	3.116252	-1.440787	-8.837477	3.116252	3.116252	0	
1.145	3.117702	-1.44961	-8.822978	3.117702	3.117702	0	
1.146	3.11916	-1.458419	-8.808394	3.11916	3.11916	0	
1.147	3.120627	-1.467213	-8.793725	3.120627	3.120627	0	
1.148	3.122104	-1.475991	-8.778965	3.122104	3.122104	0	
1.149	3.123588	-1.484756	-8.764114	3.123588	3.123588	0	
1.15	3.125082	-1.493505	-8.749181	3.125082	3.125082	0	
1.151	3.126584	-1.502239	-8.734159	3.126584	3.126584	0	
1.152	3.128095	-1.510958	-8.719049	3.128095	3.128095	0	
1.153	3.129615	-1.519662	-8.703851	3.129615	3.129615	0	
1.154	3.131143	-1.52835	-8.688567	3.131143	3.131143	0	
1.155	3.13268	-1.537024	-8.673198	3.13268	3.13268	0	
1.156	3.134226	-1.545681	-8.657743	3.134226	3.134226	0	
1.157	3.13578	-1.554323	-8.642197	3.13578	3.13578	0	
1.158	3.137343	-1.56295	-8.626568	3.137343	3.137343	0	
1.159	3.138915	-1.571561	-8.610853	3.138915	3.138915	0	
1.16	3.140495	-1.580156	-8.595051	3.140495	3.140495	0	
1.161	3.142083	-1.588735	-8.579163	3.142083	3.142083	0	
1.162	3.143681	-1.597298	-8.563191	3.143681	3.143681	0	
1.163	3.145287	-1.605845	-8.547133	3.145287	3.145287	0	
1.164	3.146901	-1.614376	-8.530989	3.146901	3.146901	0	
1.165	3.148524	-1.622891	-8.514761	3.148524	3.148524	0	
1.166	3.150155	-1.63139	-8.498446	3.150155	3.150155	0	
1.167	3.151795	-1.639872	-8.482049	3.151795	3.151795	0	
1.168	3.153443	-1.648337	-8.465566	3.153443	3.153443	0	
1.169	3.1551	-1.656786	-8.448997	3.1551	3.1551	0	
1.17	3.156765	-1.665219	-8.432344	3.156765	3.156765	0	
1.171	3.158439	-1.673634	-8.415607	3.158439	3.158439	0	
1.172	3.160121	-1.682033	-8.398788	3.160121	3.160121	0	
1.173	3.161811	-1.690415	-8.381885	3.161811	3.161811	0	
1.174	3.16351	-1.69878	-8.364898	3.16351	3.16351	0	
1.175	3.165217	-1.707128	-8.347826	3.165217	3.165217	0	
1.176	3.166933	-1.715458	-8.330672	3.166933	3.166933	0	
1.177	3.168656	-1.723772	-8.313436	3.168656	3.168656	0	
1.178	3.170388	-1.732068	-8.296115	3.170388	3.170388	0	
1.179	3.172129	-1.740347	-8.278709	3.172129	3.172129	0	
1.18	3.173877	-1.748608	-8.261226	3.173877	3.173877	0	
1.181	3.175634	-1.756851	-8.243658	3.175634	3.175634	0	
1.182	3.177399	-1.765077	-8.226005	3.177399	3.177399	0	
1.183	3.179173	-1.773286	-8.208272	3.179173	3.179173	0	
1.184	3.180954	-1.781476	-8.190459	3.180954	3.180954	0	
1.185	3.182744	-1.789649	-8.172564	3.182744	3.182744	0	
1.186	3.184542	-1.797803	-8.154584	3.184542	3.184542	0	
1.187	3.186347	-1.80594	-8.136523	3.186347	3.186347	0	
1.188	3.188161	-1.814058	-8.118384	3.188161	3.188161	0	
1.189	3.189984	-1.822158	-8.100164	3.189984	3.189984	0	
1.19	3.191814	-1.83024	-8.081861	3.191814	3.191814	0	
1.191	3.193652	-1.838304	-8.063477	3.193652	3.193652	0	
1.192	3.195498	-1.846349	-8.045014	3.195498	3.195498	0	
1.193	3.197353	-1.854375	-8.02647	3.197353	3.197353	0	
1.194	3.199215	-1.862383	-8.007847	3.199215	3.199215	0	
1.195	3.201086	-1.870372	-7.989142	3.201086	3.201086	0	
1.196	3.202964	-1.878343	-7.97036	3.202964	3.202964	0	
1.197	3.20485	-1.886294	-7.951496	3.20485	3.20485	0	
1.198	3.206745	-1.894227	-7.932555	3.206745	3.206745	0	
1.199	3.208647	-1.90214	-7.913531	3.208647	3.208647	0	
1.2	3.210557	-1.910035	-7.894431	3.210557	3.210557	0	
1.201	3.212475	-1.91791	-7.875252	3.212475	3.212475	0	
1.202	3.2144	-1.925766	-7.855993	3.2144	3.2144	0	
1.203	3.216334	-1.933603	-7.83666	3.216334	3.216334	0	
1.204	3.218276	-1.94142	-7.817247	3.218276	3.218276	0	
1.205	3.220225	-1.949218	-7.797751	3.220225	3.220225	0	
1.206	3.222182	-1.956996	-7.778184	3.222182	3.222182	0	
1.207	3.224146	-1.964754	-7.758536	3.224146	3.224146	0	
1.208	3.226119	-1.972493	-7.738811	3.226119	3.226119	0	
1.209	3.228099	-1.980212	-7.719009	3.228099	3.228099	0	
1.21	3.230087	-1.987911	-7.699132	3.230087	3.230087	0	
1.211	3.232082	-1.99559	-7.679176	3.232082	3.232082	0	
1.212	3.234086	-2.00325	-7.659144	3.234086	3.234086	0	
1.213	3.236097	-2.010889	-7.639036	3.236097	3.236097	0	
1.214	3.238115	-2.018507	-7.618849	3.238115	3.238115	0	
1.215	3.240141	-2.026106	-7.598588	3.240141	3.240141	0	
1.216	3.242175	-2.033684	-7.578251	3.242175	3.242175	0	
1.217	3.244216	-2.041242	-7.557839	3.244216	3.244216	0	
1.218	3.246265	-2.048779	-7.537353	3.246265	3.246265	0	
1.219	3.248321	-2.056296	-7.516789	3.248321	3.248321	0	
1.22	3.250385	-2.063792	-7.496151	3.250385	3.250385	0	
1.221	3.252456	-2.071268	-7.475439	3.252456	3.252456	0	
1.222	3.254535	-2.078722	-7.45465	3.254535	3.254535	0	
1.223	3.256621	-2.086156	-7.433791	3.256621	3.256621	0	
1.224	3.258715	-2.093569	-7.412855	3.258715	3.258715	0	
1.225	3.260816	-2.100961	-7.391844	3.260816	3.260816	0	
1.226	3.262924	-2.108332	-7.370761	3.262924	3.262924	0	
1.227	3.265039	-2.115681	-7.349607	3.265039	3.265039	0	
1.228	3.267163	-2.12301	-7.328376	3.267163	3.267163	0	
1.229	3.269293	-2.130317	-7.307071	3.269293	3.269293	0	
1.23	3.27143	-2.137602	-7.285696	3.27143	3.27143	0	
1.231	3.273575	-2.144866	-7.264246	3.273575	3.273575	0	
1.232	3.275727	-2.152109	-7.242726	3.275727	3.275727	0	
1.233	3.277887	-2.15933	-7.221133	3.277887	3.277887	0	
1.234	3.280053	-2.16653	-7.199466	3.280053	3.280053	0	
1.235	3.282227	-2.173708	-7.177732	3.282227	3.282227	0	
1.236	3.284408	-2.180864	-7.155921	3.284408	3.284408	0	
1.237	3.286596	-2.187998	-7.134045	3.286596	3.286596	0	
1.238	3.288791	-2.19511	-7.112091	3.288791	3.288791	0	
1.239	3.290993	-2.2022	-7.090071	3.290993	3.290993	0	
1.24	3.293202	-2.209268	-7.067978	3.293202	3.293202	0	
1.241	3.295419	-2.216313	-7.045813	3.295419	3.295419	0	
1.242	3.297642	-2.223337	-7.02358	3.297642	3.297642	0	
1.243	3.299872	-2.230338	-7.001276	3.299872	3.299872	0	
1.244	3.30211	-2.237317	-6.978903	3.30211	3.30211	0	
1.245	3.304354	-2.244274	-6.95646	3.304354	3.304354	0	
1.246	3.306605	-2.251208	-6.933951	3.306605	3.306605	0	
1.247	3.308863	-2.258119	-6.91137	3.308863	3.308863	0	
1.248	3.311128	-2.265007	-6.888719	3.311128	3.311128	0	
1.249	3.3134	-2.271873	-6.866	3.3134	3.3134	0	
1.25	3.315679	-2.278717	-6.843215	3.315679	3.315679	0	
1.251	3.317964	-2.285537	-6.820359	3.317964	3.317964	0	
1.252	3.320256	-2.292335	-6.797436	3.320256	3.320256	0	
1.253	3.322556	-2.299109	-6.774447	3.322556	3.322556	0	
1.254	3.324861	-2.305861	-6.751386	3.324861	3.324861	0	
1.255	3.327174	-2.312589	-6.728261	3.327174	3.327174	0	
1.256	3.329493	-2.319294	-6.70507	3.329493	3.329493	0	
1.257	3.331819	-2.325976	-6.68181	3.331819	3.331819	0	
1.258	3.334152	-2.332634	-6.658484	3.334152	3.334152	0	
1.259	3.336491	-2.339269	-6.635091	3.336491	3.336491	0	
1.26	3.338837	-2.345881	-6.61163	3.338837	3.338837	0	
1.261	3.341189	-2.352469	-6.588104	3.341189	3.341189	0	
1.262	3.343549	-2.359034	-6.564516	3.343549	3.343549	0	
1.263	3.345914	-2.365575	-6.540859	3.345914	3.345914	0	
1.264	3.348286	-2.372092	-6.517138	3.348286	3.348286	0	
1.265	3.350665	-2.378585	-6.493354	3.350665	3.350665	0	
1.266	3.35305	-2.385055	-6.469502	3.35305	3.35305	0	
1.267	3.355441	-2.3915	-6.445589	3.355441	3.355441	0	
1.268	3.357839	-2.397922	-6.421609	3.357839	3.357839	0	
1.269	3.360244	-2.404319	-6.397567	3.360244	3.360244	0	
1.27	3.362654	-2.410693	-6.373459	3.362654	3.362654	0	
1.271	3.365071	-2.417042	-6.349288	3.365071	3.365071	0	
1.272	3.367495	-2.423367	-6.325055	3.367495	3.367495	0	
1.273	3.369925	-2.429668	-6.300759	3.369925	3.369925	0	
1.274	3.37236	-2.435944	-6.276396	3.37236	3.37236	0	
1.275	3.374803	-2.442196	-6.251977	3.374803	3.374803	0	
1.276	3.377251	-2.448424	-6.22749	3.377251	3.377251	0	
1.277	3.379706	-2.454627	-6.202943	3.379706	3.379706	0	
1.278	3.382166	-2.460805	-6.178336	3.382166	3.382166	0	
1.279	3.384634	-2.466959	-6.153668	3.384634	3.384634	0	
1.28	3.387106	-2.473088	-6.128935	3.387106	3.387106	0	
1.281	3.389586	-2.479192	-6.104145	3.389586	3.389586	0	
1.282	3.392071	-2.485271	-6.079291	3.392071	3.392071	0	
1.283	3.394562	-2.491325	-6.054378	3.394562	3.394562	0	
1.284	3.39706	-2.497355	-6.029406	3.39706	3.39706	0	
1.285	3.399563	-2.503359	-6.004372	3.399563	3.399563	0	
1.286	3.402072	-2.509338	-5.979278	3.402072	3.402072	0	
1.287	3.404588	-2.515292	-5.954124	3.404588	3.404588	0	
1.288	3.407109	-2.521221	-5.928911	3.407109	3.407109	0	
1.289	3.409636	-2.527125	-5.903639	3.409636	3.409636	0	
1.29	3.412169	-2.533003	-5.878311	3.412169	3.412169	0	
1.291	3.414708	-2.538856	-5.852922	3.414708	3.414708	0	
1.292	3.417253	-2.544684	-5.827475	3.417253	3.417253	0	
1.293	3.419803	-2.550486	-5.801971	3.419803	3.419803	0	
1.294	3.422359	-2.556262	-5.776408	3.422359	3.422359	0	
1.295	3.424921	-2.562013	-5.750789	3.424921	3.424921	0	
1.296	3.427489	-2.567738	-5.725111	3.427489	3.427489	0	
1.297	3.430062	-2.573437	-5.699378	3.430062	3.430062	0	
1.298	3.432641	-2.579111	-5.67359	3.432641	3.432641	0	
1.299	3.435225	-2.584759	-5.647744	3.435225	3.435225	0	
1.3	3.437816	-2.590381	-5.621842	3.437816	3.437816	0	
1.301	3.440412	-2.595977	-5.595881	3.440412	3.440412	0	
1.302	3.443013	-2.601547	-5.569866	3.443013	3.443013	0	
1.303	3.445621	-2.60709	-5.543797	3.445621	3.445621	0	
1.304	3.448233	-2.612608	-5.517671	3.448233	3.448233	0	
1.305	3.450851	-2.618099	-5.491489	3.450851	3.450851	0	
1.306	3.453475	-2.623565	-5.465254	3.453475	3.453475	0	
1.307	3.456104	-2.629004	-5.438964	3.456104	3.456104	0	
1.308	3.458738	-2.634416	-5.412619	3.458738	3.458738	0	
1.309	3.461378	-2.639802	-5.38622	3.461378	3.461378	0	
1.31	3.464023	-2.645162	-5.359768	3.464023	3.464023	0	
1.311	3.466674	-2.650495	-5.333265	3.466674	3.466674	0	
1.312	3.469329	-2.655802	-5.306707	3.469329	3.469329	0	
1.313	3.47199	-2.661082	-5.280097	3.47199	3.47199	0	
1.314	3.474656	-2.666336	-5.253437	3.474656	3.474656	0	
1.315	3.477328	-2.671562	-5.226723	3.477328	3.477328	0	
1.316	3.480004	-2.676762	-5.199956	3.480004	3.480004	0	
1.317	3.482686	-2.681935	-5.173139	3.482686	3.482686	0	
1.318	3.485373	-2.687082	-5.14627	3.485373	3.485373	0	
1.319	3.488065	-2.692201	-5.119346	3.488065	3.488065	0	
1.32	3.490763	-2.697293	-5.092374	3.490763	3.490763	0	
1.321	3.493465	-2.702359	-5.065351	3.493465	3.493465	0	
1.322	3.496172	-2.707397	-5.038276	3.496172	3.496172	0	
1.323	3.498885	-2.712408	-5.011153	3.498885	3.498885	0	
1.324	3.501602	-2.717392	-4.983979	3.501602	3.501602	0	
1.325	3.504325	-2.722349	-4.956756	3.504325	3.504325	0	
1.326	3.507052	-2.727278	-4.929481	3.507052	3.507052	0	
1.327	3.509784	-2.73218	-4.902161	3.509784	3.509784	0	
1.328	3.512521	-2.737055	-4.874794	3.512521	3.512521	0	
1.329	3.515263	-2.741902	-4.847374	3.515263	3.515263	0	
1.33	3.518009	-2.746722	-4.819908	3.518009	3.518009	0	
1.331	3.520761	-2.751515	-4.792394	3.520761	3.520761	0	
1.332	3.523517	-2.756279	-4.764831	3.523517	3.523517	0	
1.333	3.526278	-2.761017	-4.73722	3.526278	3.526278	0	
1.334	3.529043	-2.765726	-4.709569	3.529043	3.529043	0	
1.335	3.531814	-2.770408	-4.681865	3.531814	3.531814	0	
1.336	3.534589	-2.775062	-4.654115	3.534589	3.534589	0	
1.337	3.537369	-2.779688	-4.626316	3.537369	3.537369	0	
1.338	3.540153	-2.784287	-4.598473	3.540153	3.540153	0	
1.339	3.542942	-2.788857	-4.570585	3.542942	3.542942	0	
1.34	3.545735	-2.7934	-4.542651	3.545735	3.545735	0	
1.341	3.548533	-2.797915	-4.514671	3.548533	3.548533	0	
1.342	3.551335	-2.802401	-4.486648	3.551335	3.551335	0	
1.343	3.554142	-2.80686	-4.458584	3.554142	3.554142	0	
1.344	3.556953	-2.81129	-4.430468	3.556953	3.556953	0	
1.345	3.559769	-2.815693	-4.402313	3.559769	3.559769	0	
1.346	3.562589	-2.820067	-4.374112	3.562589	3.562589	0	
1.347	3.565413	-2.824413	-4.345868	3.565413	3.565413	0	
1.348	3.568242	-2.82873	-4.317579	3.568242	3.568242	0	
1.349	3.571074	-2.833019	-4.28925	3.571074	3.571074	0	
1.35	3.573912	-2.83728	-4.260884	3.573912	3.573912	0	
1.351	3.576753	-2.841512	-4.232467	3.576753	3.576753	0	
1.352	3.579599	-2.845716	-4.20401	3.579599	3.579599	0	
1.353	3.582449	-2.849892	-4.175511	3.582449	3.582449	0	
1.354	3.585303	-2.854039	-4.146971	3.585303	3.585303	0	
1.355	3.588161	-2.858157	-4.118389	3.588161	3.588161	0	
1.356	3.591023	-2.862247	-4.089767	3.591023	3.591023	0	
1.357	3.593889	-2.866308	-4.061109	3.593889	3.593889	0	
1.358	3.59676	-2.870341	-4.032406	3.59676	3.59676	0	
1.359	3.599634	-2.874345	-4.003663	3.599634	3.599634	0	
1.36	3.602512	-2.87832	-3.974879	3.602512	3.602512	0	
1.361	3.605394	-2.882266	-3.946055	3.605394	3.605394	0	
1.362	3.608281	-2.886183	-3.917196	3.608281	3.608281	0	
1.363	3.611171	-2.890071	-3.888294	3.611171	3.611171	0	
1.364	3.614065	-2.89393	-3.859354	3.614065	3.614065	0	
1.365	3.616962	-2.897761	-3.830377	3.616962	3.616962	0	
1.366	3.619864	-2.901562	-3.801366	3.619864	3.619864	0	
1.367	3.622769	-2.905334	-3.772313	3.622769	3.622769	0	
1.368	3.625678	-2.909078	-3.743222	3.625678	3.625678	0	
1.369	3.628591	-2.912792	-3.714093	3.628591	3.628591	0	
1.37	3.631507	-2.916477	-3.684931	3.631507	3.631507	0	
1.371	3.634427	-2.920132	-3.655734	3.634427	3.634427	0	
1.372	3.637351	-2.923759	-3.626495	3.637351	3.637351	0	
1.373	3.640278	-2.927356	-3.597223	3.640278	3.640278	0	
1.374	3.643209	-2.930924	-3.567914	3.643209	3.643209	0	
1.375	3.646143	-2.934463	-3.538569	3.646143	3.646143	0	
1.376	3.649081	-2.937972	-3.509189	3.649081	3.649081	0	
1.377	3.652023	-2.941452	-3.479774	3.652023	3.652023	0	
1.378	3.654968	-2.944902	-3.450326	3.654968	3.654968	0	
1.379	3.657916	-2.948323	-3.420843	3.657916	3.657916	0	
1.38	3.660868	-2.951714	-3.391326	3.660868	3.660868	0	
1.381	3.663822	-2.955076	-3.361774	3.663822	3.663822	0	
1.382	3.66678	-2.958408	-3.332195	3.66678	3.66678	0	
1.383	3.669742	-2.961711	-3.30258	3.669742	3.669742	0	
1.384	3.672707	-2.964984	-3.272933	3.672707	3.672707	0	
1.385	3.675675	-2.968227	-3.243251	3.675675	3.675675	0	
1.386	3.678647	-2.971441	-3.213538	3.678647	3.678647	0	
1.387	3.681621	-2.974624	-3.18379	3.681621	3.681621	0	
1.388	3.684599	-2.977778	-3.154013	3.684599	3.684599	0	
1.389	3.68758	-2.980903	-3.124203	3.68758	3.68758	0	
1.39	3.690564	-2.983997	-3.094365	3.690564	3.690564	0	
1.391	3.693551	-2.987062	-3.064494	3.693551	3.693551	0	
1.392	3.696541	-2.990096	-3.034592	3.696541	3.696541	0	
1.393	3.699534	-2.993101	-3.004662	3.699534	3.699534	0	
1.394	3.70253	-2.996075	-2.974701	3.70253	3.70253	0	
1.395	3.705529	-2.99902	-2.94471	3.705529	3.705529	0	
1.396	3.708531	-3.001935	-2.91469	3.708531	3.708531	0	
1.397	3.711535	-3.004819	-2.884647	3.711535	3.711535	0	
1.398	3.714543	-3.007674	-2.854575	3.714543	3.714543	0	
1.399	3.717553	-3.010499	-2.82447	3.717553	3.717553	0	
1.4	3.720566	-3.013293	-2.794337	3.720566	3.720566	0	
1.401	3.723583	-3.016057	-2.764178	3.723583	3.723583	0	
1.402	3.726601	-3.018791	-2.733988	3.726601	3.726601	0	
1.403	3.729623	-3.021495	-2.703775	3.729623	3.729623	0	
1.404	3.732647	-3.024168	-2.673531	3.732647	3.732647	0	
1.405	3.735674	-3.026812	-2.643264	3.735674	3.735674	0	
1.406	3.738703	-3.029425	-2.612968	3.738703	3.738703	0	
1.407	3.741735	-3.032007	-2.582649	3.741735	3.741735	0	
1.408	3.74477	-3.034559	-2.552304	3.74477	3.74477	0	
1.409	3.747807	-3.037081	-2.521933	3.747807	3.747807	0	
1.41	3.750846	-3.039573	-2.49154	3.750846	3.750846	0	
1.411	3.753888	-3.042034	-2.461122	3.753888	3.753888	0	
1.412	3.756932	-3.044465	-2.430676	3.756932	3.756932	0	
1.413	3.759979	-3.046865	-2.400213	3.759979	3.759979	0	
1.414	3.763028	-3.049235	-2.369721	3.763028	3.763028	0	
1.415	3.76608	-3.051574	-2.339204	3.76608	3.76608	0	
1.416	3.769134	-3.053882	-2.308666	3.769134	3.769134	0	
1.417	3.77219	-3.05616	-2.278104	3.77219	3.77219	0	
1.418	3.775248	-3.058408	-2.247521	3.775248	3.775248	0	
1.419	3.778309	-3.060625	-2.216915	3.778309	3.778309	0	
1.42	3.781372	-3.062811	-2.186285	3.781372	3.781372	0	
1.421	3.784437	-3.064967	-2.155636	3.784437	3.784437	0	
1.422	3.787503	-3.067092	-2.124964	3.787503	3.787503	0	
1.423	3.790572	-3.069186	-2.094277	3.790572	3.790572	0	
1.424	3.793644	-3.071249	-2.063565	3.793644	3.793644	0	
1.425	3.796717	-3.073282	-2.032831	3.796717	3.796717	0	
1.426	3.799792	-3.075284	-2.002077	3.799792	3.799792	0	
1.427	3.802869	-3.077255	-1.971306	3.802869	3.802869	0	
1.428	3.805948	-3.079196	-1.940518	3.805948	3.805948	0	
1.429	3.809029	-3.081106	-1.909708	3.809029	3.809029	0	
1.43	3.812112	-3.082985	-1.878878	3.812112	3.812112	0	
1.431	3.815197	-3.084833	-1.84803	3.815197	3.815197	0	
1.432	3.818284	-3.08665	-1.817165	3.818284	3.818284	0	
1.433	3.821372	-3.088436	-1.786279	3.821372	3.821372	0	
1.434	3.824462	-3.090192	-1.755377	3.824462	3.824462	0	
1.435	3.827554	-3.091916	-1.724458	3.827554	3.827554	0	
1.436	3.830647	-3.09361	-1.693528	3.830647	3.830647	0	
1.437	3.833743	-3.095272	-1.662574	3.833743	3.833743	0	
1.438	3.83684	-3.096904	-1.631606	3.83684	3.83684	0	
1.439	3.839938	-3.098504	-1.60062	3.839938	3.839938	0	
1.44	3.843038	-3.100074	-1.569619	3.843038	3.843038	0	
1.441	3.84614	-3.101612	-1.538604	3.84614	3.84614	0	
1.442	3.849242	-3.10312	-1.507571	3.849242	3.849242	0	
1.443	3.852347	-3.104596	-1.476531	3.852347	3.852347	0	
1.444	3.855453	-3.106042	-1.445472	3.855453	3.855453	0	
1.445	3.858561	-3.107456	-1.414397	3.858561	3.858561	0	
1.446	3.861669	-3.108839	-1.383307	3.861669	3.861669	0	
1.447	3.864779	-3.110192	-1.352206	3.864779	3.864779	0	
1.448	3.86789	-3.111513	-1.321092	3.86789	3.86789	0	
1.449	3.871003	-3.112803	-1.28997	3.871003	3.871003	0	
1.45	3.874117	-3.114062	-1.258829	3.874117	3.874117	0	
1.451	3.877233	-3.115289	-1.227675	3.877233	3.877233	0	
1.452	3.880349	-3.116486	-1.196511	3.880349	3.880349	0	
1.453	3.883467	-3.117651	-1.165333	3.883467	3.883467	0	
1.454	3.886586	-3.118785	-1.134146	3.886586	3.886586	0	
1.455	3.889706	-3.119888	-1.102946	3.889706	3.889706	0	
1.456	3.892827	-3.12096	-1.071735	3.892827	3.892827	0	
1.457	3.895948	-3.122	-1.040516	3.895948	3.895948	0	
1.458	3.899071	-3.12301	-1.009292	3.899071	3.899071	0	
1.459	3.902195	-3.123988	-0.9780493	3.902195	3.902195	0	
1.46	3.90532	-3.124934	-0.9468023	3.90532	3.90532	0	
1.461	3.908445	-3.12585	-0.9155414	3.908445	3.908445	0	
1.462	3.911572	-3.126734	-0.8842805	3.911572	3.911572	0	
1.463	3.9147	-3.127587	-0.8530034	3.9147	3.9147	0	
1.464	3.917828	-3.128409	-0.8217193	3.917828	3.917828	0	
1.465	3.920958	-3.1292	-0.7904286	3.920958	3.920958	0	
1.466	3.924088	-3.129959	-0.7591262	3.924088	3.924088	0	
1.467	3.927218	-3.130687	-0.7278194	3.927218	3.927218	0	
1.468	3.930349	-3.131383	-0.6965081	3.930349	3.930349	0	
1.469	3.933482	-3.132048	-0.6651875	3.933482	3.933482	0	
1.47	3.936614	-3.132682	-0.6338578	3.936614	3.936614	0	
1.471	3.939748	-3.133285	-0.6025259	3.939748	3.939748	0	
1.472	3.942882	-3.133856	-0.5711873	3.942882	3.942882	0	
1.473	3.946015	-3.134396	-0.5398419	3.946015	3.946015	0	
1.474	3.94915	-3.134904	-0.508499	3.94915	3.94915	0	
1.475	3.952285	-3.135381	-0.4771515	3.952285	3.952285	0	
1.476	3.955421	-3.135827	-0.4457926	3.955421	3.955421	0	
1.477	3.958557	-3.136241	-0.4144292	3.958557	3.958557	0	
1.478	3.961694	-3.136625	-0.3830639	3.961694	3.961694	0	
1.479	3.964831	-3.136976	-0.351694	3.964831	3.964831	0	
1.48	3.967968	-3.137297	-0.3203197	3.967968	3.967968	0	
1.481	3.971106	-3.137586	-0.2889457	3.971106	3.971106	0	
1.482	3.974244	-3.137843	-0.2575673	3.974244	3.974244	0	
1.483	3.977382	-3.138069	-0.2261844	3.977382	3.977382	0	
1.484	3.98052	-3.138264	-0.1948018	3.98052	3.98052	0	
1.485	3.983658	-3.138427	-0.1634195	3.983658	3.983658	0	
1.486	3.986796	-3.13856	-0.132033	3.986796	3.986796	0	
1.487	3.989935	-3.13866	-0.1006511	3.989935	3.989935	0	
1.488	3.993073	-3.13873	-0.06926504	3.993073	3.993073	0	
1.489	3.996212	-3.138767	-0.03787902	3.996212	3.996212	0	
1.49	3.999351	-3.138774	-0.006493543	3.999351	3.999351	0	
1.491	4.00249	-3.138749	0.02489638	4.00249	4.00249	0	
1.492	4.005629	-3.138693	0.05628123	4.005629	4.005629	0	
1.493	4.008767	-3.138605	0.08767053	4.008767	4.008767	0	
1.494	4.011906	-3.138486	0.1190547	4.011906	4.011906	0	
1.495	4.015044	-3.138336	0.1504387	4.015044	4.015044	0	
1.496	4.018182	-3.138154	0.1818175	4.018182	4.018182	0	
