Time	Length	Velocity	Acceleration	Damping	Tension	2	
7.66	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.661	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.662	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.663001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.664001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.665	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.666	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.667	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.668	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.669	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.670001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.671	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.672	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.673	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.674	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.675	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.676001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.677001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.678	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.679	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.68	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.681	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.682	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.683001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.684	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.685	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.686	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.687	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.688	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.689	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.690001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.691	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.692	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.693	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.694	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.695	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.696001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.697001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.698	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.699	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.7	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.701	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.702	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.703001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.704	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.705	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.706	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.707	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.708	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.709001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.710001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.711	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.712	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.713	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.714	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.715	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.716001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.717	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.718	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.719	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.72	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.721	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.722001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.723001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.724	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.725	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.726	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.727	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.728	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.729001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.73	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.731	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.732	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.733	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.734	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.735	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.736001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.737	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.738	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.739	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.74	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.741	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.742001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.743001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.744	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.745	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.746	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.747	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.748	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.749001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.75	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.751	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.752	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.753	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.754	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.755001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.756001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.757	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.758	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.759	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.76	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.761	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.762001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.763	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.764	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.765	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.766	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.767	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.768001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.769001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.77	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.771	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.772	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.773	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.774	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.775001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.776	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.777	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.778	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.779	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.78	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.781	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.782001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.783	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.784	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.785	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.786	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.787	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.788001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.789001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.79	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.791	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.792	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.793	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.794	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.795001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.796	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.797	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.798	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.799	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.8	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.801001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.802001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.803	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.804	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.805	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.806	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.807	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.808001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.809	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.81	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.811	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.812	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.813	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.814001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.815001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.816	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.817	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.818	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.819	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.82	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.821001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.822001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.823	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.824	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.825	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.826	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.827	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.828001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.829	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.83	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.831	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.832	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.833	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.834001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.835001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.836	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.837	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.838	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.839	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.84	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.841001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.842	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.843	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.844	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.845	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.846	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.847001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.848001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.849	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.85	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.851	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.852	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.853	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.854001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.855	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.856	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.857	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.858	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.859	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.860001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.861001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.862	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.863	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.864	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.865	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.866	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.867001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.868001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.869	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.87	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.871	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.872	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.873	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.874001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.875	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.876	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.877	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.878	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.879	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.880001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.881001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.882	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.883	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.884	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.885	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.886	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.887001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.888	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.889	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.89	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.891	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.892	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.893001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.894001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.895	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.896	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.897	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.898	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.899	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.900001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.901	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.902	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.903	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.904	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.905	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.906	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.907001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.908	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.909	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.91	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.911	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.912	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.913001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.914001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.915	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.916	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.917	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.918	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.919	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.920001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.921	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.922	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.923	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.924	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.925	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.926001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.927001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.928	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.929	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.93	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.931	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.932	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.933001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.934	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.935	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.936	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.937	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.938	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.939001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.940001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.941	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.942	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.943	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.944	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.945	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.946001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.947001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.948	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.949	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.95	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.951	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.952	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.953001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.954	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.955	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.956	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.957	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.958	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.959001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.960001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.961	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.962	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.963	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.964	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.965	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.966001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.967	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.968	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.969	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.97	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.971	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.972001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.973001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.974	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.975	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.976	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.977	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.978	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.979001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.98	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.981	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.982	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.983	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.984	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.985001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.986001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.987	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.988	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.989	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.99	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.991	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.992001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.993001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.994	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.995	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
7.996	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.997	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.998	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
7.999001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.002001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.003	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.004001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
8.005	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.006001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.007	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.008	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.009001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.01	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.011001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.012	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.013	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
8.014	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.015	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.016001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.017	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.018001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.019	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.02	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.021	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.022	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.023001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
8.024	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.025001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.026	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.027	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.028001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.029	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.030001	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.031	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.032001	3.034487	-0.4339129	8.576177E-07	3.034487	3.034487	1	
8.033	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
8.034	3.034487	-0.4339129	8.576179E-07	3.034487	3.034487	1	
