Time	1	2	3	Rotation	
0.0302	-0.03491637	-0.06	-0.0470436	0.00070762	
0.0304	-0.03600959	-0.06	-0.04691621	0.00070762	
0.0306	-0.03694178	-0.06	-0.04679756	0.00070762	
0.0308	-0.03773405	-0.06	-0.04668704	0.00070762	
0.031	-0.03840433	-0.06	-0.04658408	0.0007638652	
0.0312	-0.03896799	-0.06	-0.04648815	0.0007638652	
0.0314	-0.03943816	-0.06	-0.04639877	0.0007638652	
0.0316	-0.0398262	-0.06	-0.04631547	0.0007638652	
0.0318	-0.04014193	-0.06	-0.04623785	0.0007638652	
0.032	-0.04039388	-0.06	-0.04616552	0.0008202285	
0.0322	-0.04058949	-0.06	-0.04609811	0.0008202285	
0.0324	-0.04073528	-0.06	-0.04603529	0.0008202285	
0.0326	-0.04083696	-0.06	-0.04597675	0.0008202285	
0.0328	-0.04089958	-0.06	-0.04592219	0.0008202285	
0.033	-0.0409276	-0.06	-0.04587137	0.0008842762	
0.0332	-0.04092497	-0.06	-0.045824	0.0008842762	
0.0334	-0.04089519	-0.06	-0.04577988	0.0008842762	
0.0336	-0.04084142	-0.06	-0.04573878	0.0008842762	
0.0338	-0.04076645	-0.06	-0.0457005	0.0008842762	
0.034	-0.04067278	-0.06	-0.04566485	0.0009579657	
0.0342	-0.04056267	-0.06	-0.04563167	0.0009579657	
0.0344	-0.04043815	-0.06	-0.04560077	0.0009579657	
0.0346	-0.04030102	-0.06	-0.04557202	0.0009579657	
0.0348	-0.04015296	-0.06	-0.04554527	0.0009579657	
0.035	-0.03999542	-0.06	-0.04552039	0.00103843	
0.0352	-0.03982976	-0.06	-0.04549725	0.00103843	
0.0354	-0.03965719	-0.06	-0.04547575	0.00103843	
0.0356	-0.03947882	-0.06	-0.04545577	0.00103843	
0.0358	-0.03929564	-0.06	-0.04543722	0.00103843	
0.036	-0.03910855	-0.06	-0.04541999	0.001123653	
0.0362	-0.03891837	-0.06	-0.04540401	0.001123653	
0.0364	-0.03872585	-0.06	-0.0453892	0.001123653	
0.0366	-0.03853165	-0.06	-0.04537547	0.001123653	
0.0368	-0.03833638	-0.06	-0.04536275	0.001123653	
0.037	-0.03814059	-0.06	-0.04535099	0.001212212	
0.0372	-0.03794479	-0.06	-0.04534011	0.001212212	
0.0374	-0.03774941	-0.06	-0.04533006	0.001212212	
0.0376	-0.03755486	-0.06	-0.04532078	0.001212212	
0.0378	-0.0373615	-0.06	-0.04531223	0.001212212	
0.038	-0.03716965	-0.06	-0.04530436	0.001303095	
0.0382	-0.03697962	-0.06	-0.04529712	0.001303095	
0.0384	-0.03679165	-0.06	-0.04529048	0.001303095	
0.0386	-0.03660597	-0.06	-0.04528439	0.001303095	
0.0388	-0.0364228	-0.06	-0.04527881	0.001303095	
0.039	-0.0362423	-0.06	-0.04527372	0.001395585	
0.0392	-0.03606463	-0.06	-0.04526909	0.001395585	
0.0394	-0.03588993	-0.06	-0.04526488	0.001395585	
0.0396	-0.0357183	-0.06	-0.04526106	0.001395585	
0.0398	-0.03554986	-0.06	-0.04525761	0.001395585	
0.04	-0.03538467	-0.06	-0.04525451	0.001489168	
0.0402	-0.03522282	-0.06	-0.04525173	0.001489168	
0.0404	-0.03506435	-0.06	-0.04524926	0.001489168	
0.0406	-0.03490929	-0.06	-0.04524707	0.001489168	
0.0408	-0.0347577	-0.06	-0.04524515	0.001489168	
0.041	-0.03460957	-0.06	-0.04524347	0.00158348	
0.0412	-0.03446491	-0.06	-0.04524202	0.00158348	
0.0414	-0.03432374	-0.06	-0.04524079	0.00158348	
0.0416	-0.03418604	-0.06	-0.04523977	0.00158348	
0.0418	-0.0340518	-0.06	-0.04523893	0.00158348	
0.042	-0.03392101	-0.06	-0.04523828	0.001678257	
0.0422	-0.03379362	-0.06	-0.04523778	0.001678257	
0.0424	-0.03366961	-0.06	-0.04523744	0.001678257	
0.0426	-0.03354895	-0.06	-0.04523724	0.001678257	
0.0428	-0.03343159	-0.06	-0.04523718	0.001678257	
0.043	-0.0333175	-0.06	-0.04523725	0.001773315	
0.0432	0	-0.06	-0.04523744	0.001773315	
0.0434	-0.03451506	-0.06	-0.04508508	0.001773315	
0.0436	-0.0356347	-0.06	-0.04494334	0.001773315	
0.0438	-0.03659081	-0.06	-0.04481145	0.001773315	
0.044	-0.03740481	-0.06	-0.04468871	0.001868518	
0.0442	-0.03809489	-0.06	-0.04457446	0.001868518	
0.0444	-0.03867663	-0.06	-0.04446811	0.001868518	
0.0446	-0.03916338	-0.06	-0.0443691	0.001868518	
0.0448	-0.03956665	-0.06	-0.04427692	0.001868518	
0.045	-0.03989641	-0.06	-0.0441911	0.001963772	
0.0452	-0.04016131	-0.06	-0.0441112	0.001963772	
0.0454	-0.04036891	-0.06	-0.04403681	0.001963772	
0.0456	-0.04052582	-0.06	-0.04396755	0.001963772	
0.0458	-0.04063784	-0.06	-0.04390306	0.001963772	
0.046	-0.0407101	-0.06	-0.04384303	0.002064905	
0.0462	-0.04074712	-0.06	-0.04378716	0.002064905	
0.0464	-0.0407529	-0.06	-0.04373515	0.002064905	
0.0466	-0.04073102	-0.06	-0.04368676	0.002064905	
0.0468	-0.04068466	-0.06	-0.04364173	0.002064905	
0.047	-0.04061665	-0.06	-0.04359985	0.002177522	
0.0472	-0.04052954	-0.06	-0.04356089	0.002177522	
0.0474	-0.04042562	-0.06	-0.04352468	0.002177522	
0.0476	-0.04030694	-0.06	-0.04349102	0.002177522	
0.0478	-0.04017535	-0.06	-0.04345974	0.002177522	
0.048	-0.04003252	-0.06	-0.04343069	0.00229817	
0.0482	-0.03987996	-0.06	-0.04340372	0.00229817	
0.0484	-0.03971902	-0.06	-0.04337868	0.00229817	
0.0486	-0.03955094	-0.06	-0.04335547	0.00229817	
0.0488	-0.03937684	-0.06	-0.04333394	0.00229817	
0.049	-0.03919772	-0.06	-0.043314	0.002424434	
0.0492	-0.03901451	-0.06	-0.04329554	0.002424434	
0.0494	-0.03882803	-0.06	-0.04327845	0.002424434	
0.0496	-0.03863904	-0.06	-0.04326266	0.002424434	
0.0498	-0.03844821	-0.06	-0.04324808	0.002424434	
0.05	-0.03825617	-0.06	-0.04323462	0.002554612	
0.0502	-0.03806348	-0.06	-0.04322222	0.002554612	
0.0504	-0.03787063	-0.06	-0.04321079	0.002554612	
0.0506	-0.03767808	-0.06	-0.04320029	0.002554612	
0.0508	-0.03748624	-0.06	-0.04319065	0.002554612	
0.051	-0.03729549	-0.06	-0.04318181	0.002687501	
0.0512	-0.03710614	-0.06	-0.04317373	0.002687501	
0.0514	-0.0369185	-0.06	-0.04316635	0.002687501	
0.0516	-0.03673283	-0.06	-0.04315963	0.002687501	
0.0518	-0.03654937	-0.06	-0.04315351	0.002687501	
0.052	-0.03636832	-0.06	-0.04314798	0.002822247	
0.0522	-0.03618986	-0.06	-0.04314298	0.002822247	
0.0524	-0.03601415	-0.06	-0.04313849	0.002822247	
0.0526	-0.03584134	-0.06	-0.04313446	0.002822247	
0.0528	-0.03567153	-0.06	-0.04313087	0.002822247	
0.053	-0.03550484	-0.06	-0.04312769	0.002958241	
0.0532	-0.03534134	-0.06	-0.0431249	0.002958241	
0.0534	-0.0351811	-0.06	-0.04312246	0.002958241	
0.0536	-0.03502418	-0.06	-0.04312037	0.002958241	
0.0538	-0.03487063	-0.06	-0.04311858	0.002958241	
0.054	-0.03472047	-0.06	-0.04311709	0.003095047	
0.0542	-0.03457373	-0.06	-0.04311587	0.003095047	
0.0544	-0.03443041	-0.06	-0.04311491	0.003095047	
0.0546	-0.03429053	-0.06	-0.04311419	0.003095047	
0.0548	-0.03415407	-0.06	-0.04311369	0.003095047	
0.055	-0.03402103	-0.06	-0.04311341	0.003232357	
0.0552	-0.03389137	-0.06	-0.04311332	0.003232357	
0.0554	-0.03376509	-0.06	-0.04311341	0.003232357	
0.0556	-0.03364215	-0.06	-0.04311368	0.003232357	
0.0558	-0.03352251	-0.06	-0.0431141	0.003232357	
0.056	-0.03340614	-0.06	-0.04311468	0.003369948	
0.0562	-0.033293	-0.06	-0.0431154	0.003369948	
0.0564	-0.03318303	-0.06	-0.04311624	0.003369948	
0.0566	-0.03307619	-0.06	-0.04311721	0.003369948	
0.0568	0	-0.06	-0.04311829	0.003369948	
0.057	-0.03429678	-0.06	-0.04295706	0.003507664	
0.0572	-0.03543076	-0.06	-0.04280719	0.003507664	
0.0574	-0.03639987	-0.06	-0.04266785	0.003507664	
0.0576	-0.03722567	-0.06	-0.04253829	0.003507664	
0.0578	-0.03792652	-0.06	-0.04241781	0.003507664	
0.058	-0.03851809	-0.06	-0.04230574	0.003645389	
0.0582	-0.03901385	-0.06	-0.0422015	0.003645389	
0.0584	-0.0394254	-0.06	-0.04210454	0.003645389	
0.0586	-0.03976279	-0.06	-0.04201435	0.003645389	
0.0588	-0.04003474	-0.06	-0.04193045	0.003645389	
0.059	-0.04024886	-0.06	-0.0418524	0.003783114	
0.0592	-0.04041182	-0.06	-0.04177981	0.003783114	
0.0594	-0.04052947	-0.06	-0.0417123	0.003783114	
0.0596	-0.04060697	-0.06	-0.04164951	0.003783114	
0.0598	-0.04064888	-0.06	-0.04159113	0.003783114	
0.06	-0.04065925	-0.06	-0.04153686	0.003932347	
0.0602	-0.04064165	-0.06	-0.04148641	0.003932347	
0.0604	-0.04059932	-0.06	-0.04143954	0.003932347	
0.0606	-0.0405351	-0.06	-0.04139599	0.003932347	
0.0608	-0.04045157	-0.06	-0.04135555	0.003932347	
0.061	-0.04035102	-0.06	-0.041318	0.00409206	
0.0612	-0.04023553	-0.06	-0.04128316	0.00409206	
0.0614	-0.04010695	-0.06	-0.04125085	0.00409206	
0.0616	-0.03996697	-0.06	-0.04122088	0.00409206	
0.0618	-0.03981711	-0.06	-0.04119312	0.00409206	
0.062	-0.03965874	-0.06	-0.04116741	0.004259069	
0.0622	-0.03949311	-0.06	-0.04114362	0.004259069	
0.0624	-0.03932133	-0.06	-0.04112162	0.004259069	
0.0626	-0.03914443	-0.06	-0.04110129	0.004259069	
0.0628	-0.03896333	-0.06	-0.04108252	0.004259069	
0.063	-0.03877886	-0.06	-0.04106522	0.004431148	
0.0632	-0.03859179	-0.06	-0.04104927	0.004431148	
0.0634	-0.03840281	-0.06	-0.0410346	0.004431148	
0.0636	-0.03821252	-0.06	-0.04102112	0.004431148	
0.0638	-0.03802151	-0.06	-0.04100875	0.004431148	
0.064	-0.03783027	-0.06	-0.04099742	0.004606729	
0.0642	-0.03763926	-0.06	-0.04098707	0.004606729	
0.06439999	-0.03744891	-0.06	-0.04097762	0.004606729	
0.0646	-0.03725957	-0.06	-0.04096903	0.004606729	
0.0648	-0.03707158	-0.06	-0.04096122	0.004606729	
0.065	-0.03688525	-0.06	-0.04095415	0.004784702	
0.0652	-0.03670084	-0.06	-0.04094778	0.004784702	
0.0654	-0.03651858	-0.06	-0.04094206	0.004784702	
0.0656	-0.03633869	-0.06	-0.04093695	0.004784702	
0.0658	-0.03616134	-0.06	-0.0409324	0.004784702	
0.066	-0.0359867	-0.06	-0.04092839	0.004964278	
0.0662	-0.03581491	-0.06	-0.04092487	0.004964278	
0.0664	-0.0356461	-0.06	-0.04092181	0.004964278	
0.06659999	-0.03548035	-0.06	-0.04091918	0.004964278	
0.0668	-0.03531776	-0.06	-0.04091696	0.004964278	
0.067	-0.0351584	-0.06	-0.04091512	0.005144897	
0.0672	-0.03500233	-0.06	-0.04091363	0.005144897	
0.0674	-0.0348496	-0.06	-0.04091248	0.005144897	
0.0676	-0.03470022	-0.06	-0.04091163	0.005144897	
0.0678	-0.03455423	-0.06	-0.04091107	0.005144897	
0.068	-0.03441164	-0.06	-0.04091078	0.005326157	
0.0682	-0.03427246	-0.06	-0.04091075	0.005326157	
0.0684	-0.03413668	-0.06	-0.04091095	0.005326157	
0.0686	-0.03400428	-0.06	-0.04091138	0.005326157	
0.06879999	-0.03387526	-0.06	-0.04091201	0.005326157	
0.069	-0.03374958	-0.06	-0.04091283	0.005507772	
0.0692	-0.03362721	-0.06	-0.04091384	0.005507772	
0.0694	-0.03350813	-0.06	-0.04091501	0.005507772	
0.0696	-0.0333923	-0.06	-0.04091634	0.005507772	
0.0698	-0.03327968	-0.06	-0.04091782	0.005507772	
0.07	-0.03317021	-0.06	-0.04091944	0.005689539	
0.0702	-0.03306386	-0.06	-0.04092119	0.005689539	
0.0704	-0.03296056	-0.06	-0.04092306	0.005689539	
0.0706	0	-0.06	-0.04092503	0.005689539	
0.0708	-0.03419228	-0.06	-0.04076022	0.005689539	
0.07099999	-0.03533318	-0.06	-0.04060715	0.00587131	
0.0712	-0.03630855	-0.06	-0.04046496	0.00587131	
0.0714	-0.03714003	-0.06	-0.04033285	0.00587131	
0.0716	-0.03784605	-0.06	-0.0402101	0.00587131	
0.0718	-0.03844235	-0.06	-0.04009602	0.00587131	
0.072	-0.03894245	-0.06	-0.03999	0.006053082	
0.0722	-0.03935797	-0.06	-0.03989146	0.006053082	
0.0724	-0.03969902	-0.06	-0.03979989	0.006053082	
0.0726	-0.03997435	-0.06	-0.03971478	0.006053082	
0.0728	-0.04019161	-0.06	-0.03963568	0.006053082	
0.073	-0.04035747	-0.06	-0.03956219	0.00623458	
0.07319999	-0.04047782	-0.06	-0.0394939	0.00623458	
0.0734	-0.04055784	-0.06	-0.03943047	0.00623458	
0.0736	-0.0406021	-0.06	-0.03937156	0.00623458	
0.0738	-0.04061465	-0.06	-0.03931686	0.00623458	
0.074	-0.04059913	-0.06	-0.03926608	0.006430377	
0.0742	-0.04055872	-0.06	-0.03921895	0.006430377	
0.0744	-0.04049632	-0.06	-0.03917524	0.006430377	
0.0746	-0.0404145	-0.06	-0.0391347	0.006430377	
0.0748	-0.04031556	-0.06	-0.03909714	0.006430377	
0.075	-0.04020159	-0.06	-0.03906234	0.006636081	
0.0752	-0.04007445	-0.06	-0.03903012	0.006636081	
0.07539999	-0.03993584	-0.06	-0.03900031	0.006636081	
0.0756	-0.03978727	-0.06	-0.03897274	0.006636081	
0.0758	-0.03963013	-0.06	-0.03894728	0.006636081	
0.076	-0.03946565	-0.06	-0.03892378	0.006848648	
0.0762	-0.03929499	-0.06	-0.03890211	0.006848648	
0.0764	-0.03911915	-0.06	-0.03888214	0.006848648	
0.0766	-0.03893906	-0.06	-0.03886378	0.006848648	
0.0768	-0.03875555	-0.06	-0.03884691	0.006848648	
0.077	-0.0385694	-0.06	-0.03883142	0.007065953	
0.0772	-0.03838129	-0.06	-0.03881725	0.007065953	
0.0774	-0.03819184	-0.06	-0.03880428	0.007065953	
0.07759999	-0.03800163	-0.06	-0.03879246	0.007065953	
0.0778	-0.03781115	-0.06	-0.03878169	0.007065953	
0.078	-0.03762088	-0.06	-0.03877192	0.007286497	
0.0782	-0.03743123	-0.06	-0.03876308	0.007286497	
0.0784	-0.03724257	-0.06	-0.0387551	0.007286497	
0.0786	-0.03705523	-0.06	-0.03874794	0.007286497	
0.0788	-0.03686952	-0.06	-0.03874153	0.007286497	
0.079	-0.0366857	-0.06	-0.03873583	0.007509221	
0.0792	-0.03650402	-0.06	-0.0387308	0.007509221	
0.0794	-0.03632467	-0.06	-0.03872638	0.007509221	
0.0796	-0.03614785	-0.06	-0.03872254	0.007509221	
0.07979999	-0.03597372	-0.06	-0.03871924	0.007509221	
0.08	-0.03580242	-0.06	-0.03871645	0.007733371	
0.0802	-0.03563407	-0.06	-0.03871413	0.007733371	
0.0804	-0.03546878	-0.06	-0.03871225	0.007733371	
0.0806	-0.03530663	-0.06	-0.03871078	0.007733371	
0.0808	-0.03514768	-0.06	-0.0387097	0.007733371	
0.081	-0.03499201	-0.06	-0.03870899	0.007958411	
0.0812	-0.03483966	-0.06	-0.03870861	0.007958411	
0.0814	-0.03469066	-0.06	-0.03870855	0.007958411	
0.0816	-0.03454503	-0.06	-0.03870878	0.007958411	
0.0818	-0.03440279	-0.06	-0.03870929	0.007958411	
0.08199999	-0.03426393	-0.06	-0.03871005	0.00818396	
0.0822	-0.03412847	-0.06	-0.03871106	0.00818396	
0.0824	-0.03399638	-0.06	-0.03871229	0.00818396	
0.0826	-0.03386765	-0.06	-0.03871374	0.00818396	
0.0828	-0.03374226	-0.06	-0.03871538	0.00818396	
0.083	-0.03362017	-0.06	-0.0387172	0.008409742	
0.0832	-0.03350136	-0.06	-0.0387192	0.008409742	
0.0834	-0.03338578	-0.06	-0.03872136	0.008409742	
0.0836	-0.0332734	-0.06	-0.03872367	0.008409742	
0.0838	-0.03316417	-0.06	-0.03872612	0.008409742	
0.084	-0.03305804	-0.06	-0.0387287	0.008635567	
0.08419999	-0.03295496	-0.06	-0.03873141	0.008635567	
0.0844	0	-0.06	-0.03873423	0.008635567	
0.0846	-0.03418729	-0.06	-0.03856976	0.008635567	
0.0848	-0.03532856	-0.06	-0.03841713	0.008635567	
0.085	-0.03630426	-0.06	-0.03827546	0.008861389	
0.0852	-0.03713604	-0.06	-0.03814394	0.008861389	
0.0854	-0.03784233	-0.06	-0.03802184	0.008861389	
0.0856	-0.03843886	-0.06	-0.03790845	0.008861389	
0.0858	-0.03893918	-0.06	-0.03780317	0.008861389	
0.086	-0.03935491	-0.06	-0.03770541	0.009086914	
0.0862	-0.03969615	-0.06	-0.03761463	0.009086914	
0.08639999	-0.03997164	-0.06	-0.03753035	0.009086914	
0.0866	-0.04018905	-0.06	-0.03745209	0.009086914	
0.08679999	-0.04035506	-0.06	-0.03737945	0.009086914	
0.087	-0.04047554	-0.06	-0.03731204	0.009315519	
0.0872	-0.04055568	-0.06	-0.03724949	0.009315519	
0.0874	-0.04060005	-0.06	-0.03719146	0.009315519	
0.0876	-0.04061272	-0.06	-0.03713765	0.009315519	
0.0878	-0.04059729	-0.06	-0.03708776	0.009315519	
0.088	-0.04055697	-0.06	-0.03704154	0.009557349	
0.0882	-0.04049466	-0.06	-0.03699873	0.009557349	
0.0884	-0.04041292	-0.06	-0.0369591	0.009557349	
0.08859999	-0.04031406	-0.06	-0.03692243	0.009557349	
0.0888	-0.04020016	-0.06	-0.03688854	0.009557349	
0.08899999	-0.04007309	-0.06	-0.03685722	0.009808306	
0.0892	-0.03993453	-0.06	-0.03682831	0.009808306	
0.0894	-0.03978603	-0.06	-0.03680165	0.009808306	
0.0896	-0.03962894	-0.06	-0.03677708	0.009808306	
0.0898	-0.03946452	-0.06	-0.03675448	0.009808306	
