Time	A	B	
4.29	0	0.4064348	
4.2926	0	0.4082061	
4.2952	0	0.4037386	
4.2978	0	0.4055508	
4.3004	0	0.4037707	
4.303	0	0.4057412	
4.3056	0	0.4054678	
4.3082	0	0.4089161	
4.3108	0	0.4061147	
4.3134	0	0.4010697	
4.316	0	0.4015179	
4.3186	0	0.4039198	
4.3212	0	0.4049809	
4.3238	0	0.4033794	
4.3264	0	0.4057688	
4.329	0	0.4011816	
4.3316	0	0.4031491	
4.3342	0	0.4022178	
4.3368	0	0.3975421	
4.3394	0	0.3942828	
4.342	0	0.3949562	
4.3446	0	0.3970698	
4.3472	0	0.3972771	
4.3498	0	0.394821	
4.3524	0	0.3924604	
4.355	0	0.3958205	
4.3576	0	0.3916423	
4.3602	0	0.3874299	
4.3628	0	0.388851	
4.3654	0	0.3851405	
4.368	0	0.3826263	
4.3706	0	0.3823359	
4.3732	0	0.3837231	
4.3758	0	0.3826855	
4.3784	0	0.3803959	
4.381	0	0.3813125	
4.3836	0	0.3774974	
4.3862	0	0.37785	
4.3888	0	0.3725356	
4.3914	0	0.3708283	
4.394	0	0.3693377	
4.3966	0	0.3701958	
4.3992	0	0.3712968	
4.4018	0	0.3713546	
4.4044	0	0.3667164	
4.407	0	0.3686031	
4.4096	0	0.3635655	
4.4122	0	0.3601675	
4.4148	0	0.3576782	
4.4174	0	0.3528242	
4.42	0	0.3481835	
4.4226	0	0.351153	
4.4252	0	0.3515496	
4.4278	0	0.3530985	
4.4304	0	0.3541681	
4.433	0	0.3498942	
4.4356	0	0.3489549	
4.4382	0	0.3482622	
4.4408	0	0.3520324	
4.4434	0	0.3535699	
4.446	0	0.3497613	
4.4486	0	0.349797	
4.4512	0	0.3468351	
4.4538	0	0.3441968	
4.4564	0	0.3431008	
4.459	0	0.339119	
4.4616	0	0.3354022	
4.4642	0	0.3393199	
4.4668	0	0.3360514	
4.4694	0	0.3331565	
4.472	0	0.3314832	
4.4746	0	0.3275991	
4.4772	0	0.3247228	
4.4798	0	0.3199944	
4.4824	0	0.3159011	
4.485	0	0.3195524	
4.4876	0	0.3235576	
4.4902	0	0.3185446	
4.4928	0	0.3161861	
4.4954	0	0.3136951	
4.498	0	0.3102662	
4.5006	0.002636224	0.3103591	
4.5032	0.003669471	0.3113539	
4.5058	0.005515993	0.3141999	
4.5084	0.007446855	0.3107947	
4.511	0.01341173	0.3121691	
4.5136	0.02022758	0.3155702	
4.5162	0.02505484	0.3155867	
4.5188	0.02510378	0.3181887	
4.5214	0.03098238	0.3184721	
4.524	0.0364002	0.3155969	
4.5266	0.03995201	0.3092763	
4.5292	0.04639778	0.3048231	
4.5318	0.05270526	0.3066571	
4.5344	0.05021542	0.3030054	
4.537	0.04915375	0.2994351	
4.5396	0.05293444	0.2993172	
4.5422	0.05544841	0.3012807	
4.5448	0.05882385	0.3044672	
4.5474	0.0582062	0.3027221	
4.55	0.05483553	0.3050351	
4.5526	0.05382258	0.3048016	
4.5552	0.05889478	0.3014915	
4.5578	0.056472	0.3000381	
4.5604	0.05577701	0.2972351	
4.563	0.06166896	0.2975668	
4.5656	0.06585684	0.295572	
4.5682	0.07016051	0.2944773	
4.5708	0.07651404	0.296918	
4.5734	0.07653293	0.2925206	
4.576	0.08250904	0.2885185	
4.5786	0.08810428	0.2901072	
4.5812	0.09409755	0.2850347	
4.5838	0.09953606	0.2801574	
4.5864	0.1016594	0.2790166	
4.589	0.1020621	0.2765617	
4.5916	0.1039015	0.2754312	
4.5942	0.1090785	0.2750009	
4.5968	0.1055552	0.2693097	
4.5994	0.1087933	0.264374	
4.602	0.108997	0.2663647	
4.6046	0.1065215	0.2596131	
4.6072	0.1130383	0.2535181	
4.6098	0.11935	0.2478865	
4.6124	0.1258403	0.2416345	
4.615	0.1274392	0.2342801	
4.6176	0.1258552	0.2310766	
4.6202	0.1289031	0.2334112	
4.6228	0.1321848	0.2260511	
4.6254	0.1376047	0.2195716	
4.628	0.1380226	0.2123073	
4.6306	0.1398597	0.2093881	
4.6332	0.145217	0.2062186	
4.6358	0.1431395	0.201312	
4.6384	0.1416588	0.2021943	
4.641	0.1418322	0.1988637	
4.6436	0.1418433	0.2014246	
4.6462	0.1484305	0.2012959	
4.6488	0.1490519	0.2005915	
4.6514	0.1469919	0.196572	
4.654	0.1522416	0.1971548	
4.6566	0.1565407	0.1983971	
4.6592	0.1616144	0.1918254	
4.6618	0.1619217	0.1848696	
4.6644	0.1651179	0.1840948	
4.667	0.170888	0.1818036	
4.6696	0.1709191	0.1777238	
4.6722	0.1734949	0.1782208	
4.6748	0.1733811	0.17685	
4.6774	0.1713317	0.1704424	
4.68	0.1729695	0.169459	
4.6826	0.1754363	0.1700228	
4.6852	0.1803134	0.1650188	
4.6878	0.1801861	0.1633126	
4.6904	0.1797061	0.157873	
4.693	0.1864877	0.1526555	
4.6956	0.1917733	0.1547877	
4.6982	0.1975833	0.1558225	
4.7008	0.1977268	0.1535167	
4.7034	0.1997635	0.1505974	
4.706	0.2028514	0.1459541	
4.7086	0.203736	0.1444274	
4.7112	0.2096263	0.1428927	
4.7138	0.211192	0.1378421	
4.7164	0.2185822	0.1319801	
4.719	0.2193309	0.1331725	
4.7216	0.2178259	0.1310289	
4.7242	0.2211071	0.1320398	
4.7268	0.2258535	0.1318529	
4.7294	0.2275788	0.124428	
4.732	0.2303641	0.1265181	
4.7346	0.2340304	0.1283676	
4.7372	0.2321167	0.1225124	
4.7398	0.2326061	0.119524	
4.7424	0.2333868	0.1142083	
4.745	0.236216	0.1077164	
4.7476	0.2383162	0.1009153	
4.7502	0.2420698	0.1031536	
4.7528	0.2407708	0.1052708	
4.7554	0.2411185	0.1001182	
4.758	0.2481965	0.09734651	
4.7606	0.2545809	0.09002241	
4.7632	0.2580663	0.08329761	
4.7658	0.2566318	0.07911497	
4.7684	0.2555272	0.07927337	
4.771	0.2597031	0.07932264	
4.7736	0.2591556	0.07930353	
4.7762	0.2591988	0.07279789	
4.7788	0.2663134	0.06799269	
4.7814	0.2716842	0.06070995	
4.784	0.2785653	0.06102616	
4.7866	0.2823309	0.06286368	
4.7892	0.2842824	0.06105125	
4.7918	0.282212	0.05812436	
4.7944	0.2875933	0.05362916	
4.797	0.2941852	0.04877138	
4.7996	0.2950153	0.04144052	
4.8022	0.2939275	0.03816792	
4.8048	0.2967663	0.03885463	
4.8074	0.3002512	0.03536722	
4.81	0.3015661	0.03487605	
4.8126	0.3028406	0.03038248	
4.8152	0.3064613	0.02423495	
4.8178	0.3131535	0.0229108	
4.8204	0.3211472	0.0247021	
4.823	0.3288656	0.02448261	
4.8256	0.3269713	0.01760072	
4.8282	0.3324455	0.01612878	
4.8308	0.3393379	0.01014692	
4.8334	0.3447622	0.009580821	
4.836	0.3513987	0.009203821	
4.8386	0.3587374	0.004893839	
4.8412	0.3582694	0.001845688	
4.8438	0.3570068	0	
4.8464	0.3635173	0	
4.849	0.3704433	0	
4.8516	0.3770483	0	
4.8542	0.379242	0	
4.8568	0.3816493	0	
4.8594	0.3791438	0	
4.862	0.3816541	0	
4.8646	0.3851214	0	
4.8672	0.3901752	0	
4.8698	0.3874779	0	
4.8724	0.3877963	0	
4.875	0.3932735	0	
4.8776	0.3979294	0	
4.8802	0.3997866	0	
4.8828	0.4038612	0	
4.8854	0.4036373	0	
4.888	0.4089567	0	
4.8906	0.4128741	0	
4.8932	0.4154994	0	
4.8958	0.4182746	0	
4.8984	0.4153521	0	
4.901	0.4156084	0	
4.9036	0.4130166	0	
4.9062	0.41287	0	
4.9088	0.4166853	0	
4.9114	0.4159627	0	
4.914	0.4156147	0	
4.9166	0.4169356	0	
4.9192	0.4202941	0	
4.9218	0.423951	0	
4.9244	0.4289804	0	
4.927	0.4263206	0	
4.9296	0.4259533	0	
4.9322	0.4222683	0	
4.9348	0.4229796	0	
4.9374	0.4263083	0	
4.94	0.4293707	0	
4.9426	0.4310629	0	
4.9452	0.4322683	0	
4.9478	0.4320219	0	
4.9504	0.4289771	0	
4.953	0.4248433	0	
4.9556	0.4280261	0	
4.9582	0.4299745	0	
4.9608	0.4281084	0	
4.9634	0.4258882	0	
4.966	0.4285028	0	
4.9686	0.4312121	0	
4.9712	0.4269443	0	
4.9738	0.4292601	0	
4.9764	0.4274465	0	
4.979	0.4298714	0	
4.9816	0.4299816	0	
4.9842	0.4288094	0	
4.9868	0.4264197	0	
4.9894	0.4267167	0	
4.992	0.4307668	0	
4.9946	0.4343323	0	
4.9972	0.4378373	0	
4.9998	0.4421225	0	
5.0024	0.4419509	0	
5.005	0.4439604	0	
5.0076	0.4432173	0	
5.0102	0.4410246	0	
5.0128	0.4434471	0	
5.0154	0.441256	0	
5.018	0.4428904	0	
5.0206	0.4449817	0	
5.0232	0.441498	0	
5.0258	0.4395246	0	
5.0284	0.4431213	0	
5.031	0.4385157	0	
5.0336	0.4364285	0	
5.0362	0.4332587	0	
5.0388	0.4296273	0	
5.0414	0.4280564	0	
5.044	0.4262454	0	
5.0466	0.4236423	0	
5.0492	0.4235214	0	
5.0518	0.4239593	0	
5.0544	0.4205684	0	
5.057	0.4178579	0	
5.0596	0.4163572	0	
5.0622	0.419895	0	
5.0648	0.4184274	0	
5.0674	0.4214802	0	
5.07	0.4195162	0	
5.0726	0.4144222	0	
5.0752	0.4167085	0	
5.0778	0.4159057	0	
5.0804	0.4124039	0	
5.083	0.4140886	0	
5.0856	0.4137545	0	
5.0882	0.4116569	0	
5.0908	0.4096726	0	
5.0934	0.4051813	0	
5.096	0.3997846	0	
5.0986	0.4010816	0	
5.1012	0.4024165	0	
5.1038	0.4007265	0	
5.1064	0.4016548	0	
5.109	0.4055709	0	
5.1116	0.4016046	0	
5.1142	0.3999868	0	
5.1168	0.4029806	0	
5.1194	0.4047109	0	
5.122	0.3993932	0	
5.1246	0.4026595	0	
5.1272	0.4045588	0	
5.1298	0.4001261	0	
5.1324	0.3978722	0	
5.135	0.393401	0	
5.1376	0.3896661	0	
5.1402	0.3852658	0	
5.1428	0.3846748	0	
5.1454	0.3884255	0	
5.148	0.3887735	0	
5.1506	0.3852105	0	
5.1532	0.3850186	0	
5.1558	0.3819659	0	
5.1584	0.3812634	0	
5.161	0.3822075	0	
5.1636	0.3851481	0	
5.1662	0.3837631	0	
5.1688	0.383599	0	
5.1714	0.3788596	0	
5.174	0.3803425	0	
5.1766	0.3776703	0	
5.1792	0.3797307	0	
5.1818	0.3775928	0	
5.1844	0.3725464	0	
5.187	0.3699633	0	
5.1896	0.3734812	0	
5.1922	0.373923	0	
5.1948	0.3701271	0	
5.1974	0.3670794	0	
5.2	0.3665014	0	
5.2026	0.3673318	0	
5.2052	0.3703113	0	
5.2078	0.37361	0	
5.2104	0.3682029	0	
5.213	0.3665111	0	
5.2156	0.3669084	0	
5.2182	0.3639233	0	
5.2208	0.3636067	0	
5.2234	0.3652319	0	
5.226	0.3645056	0	
5.2286	0.3644736	0	
5.2312	0.3626802	0	
5.2338	0.3622681	0	
5.2364	0.3660491	0	
5.239	0.3603131	0	
5.2416	0.3603039	0	
5.2442	0.3549755	0	
5.2468	0.3524957	0	
5.2494	0.353041	0	
5.252	0.3526169	0	
5.2546	0.3468779	0	
5.2572	0.3508005	0	
5.2598	0.346683	0	
5.2624	0.3469043	0	
5.265	0.3509809	0	
5.2676	0.3494838	0	
5.2702	0.350025	0	
5.2728	0.3474849	0	
5.2754	0.3480039	0	
5.278	0.3496267	0	
5.2806	0.3466193	0	
5.2832	0.3460036	0	
5.2858	0.3447832	0	
5.2884	0.3456683	0	
5.291	0.3490765	0	
5.2936	0.3473016	0	
5.2962	0.3488769	0	
5.2988	0.3433257	0	
5.3014	0.3391348	0	
5.304	0.335905	0.001145065	
5.3066	0.3357347	0.007255048	
5.3092	0.3299945	0.0135231	
5.3118	0.3295094	0.01287374	
5.3144	0.3296165	0.01782551	
5.317	0.3327109	0.01759872	
5.3196	0.3307734	0.02200881	
5.3222	0.3277532	0.0277701	
5.3248	0.3228726	0.03244671	
5.3274	0.3256128	0.03247052	
5.33	0.3191723	0.03094926	
5.3326	0.3138693	0.02796829	
5.3352	0.307959	0.02931178	
5.3378	0.3072569	0.02740878	
5.3404	0.3034605	0.0315316	
5.343	0.3041975	0.03320068	
5.3456	0.3068578	0.03750321	
5.3482	0.3062852	0.03916717	
5.3508	0.3010707	0.03798869	
5.3534	0.3030568	0.04400718	
5.356	0.3045355	0.04647407	
5.3586	0.3001403	0.05230457	
5.3612	0.2952542	0.0587422	
5.3638	0.2979753	0.0603689	
5.3664	0.2915213	0.06148395	
5.369	0.2896304	0.0656631	
5.3716	0.2911694	0.06393337	
5.3742	0.2857647	0.06860983	
5.3768	0.287451	0.07353836	
5.3794	0.285618	0.07758278	
5.382	0.281514	0.08117732	
5.3846	0.2789793	0.08043277	
5.3872	0.2769369	0.08590627	
5.3898	0.2752358	0.08625543	
5.3924	0.2745803	0.08845094	
5.395	0.2747799	0.08606705	
5.3976	0.271545	0.08488002	
5.4002	0.2698405	0.09014845	
5.4028	0.2718903	0.09292912	
5.4054	0.273156	0.09846193	
5.408	0.267094	0.1004712	
5.4106	0.2653807	0.1039505	
5.4132	0.2666583	0.1011615	
5.4158	0.266568	0.1034899	
5.4184	0.2592962	0.1004491	
5.421	0.2551461	0.1056008	
5.4236	0.2488514	0.1088212	
5.4262	0.2455458	0.1108191	
5.4288	0.2398767	0.1166026	
5.4314	0.2338802	0.1147741	
5.434	0.2268176	0.1186798	
5.4366	0.2211413	0.1240865	
5.4392	0.220274	0.1261341	
5.4418	0.2140682	0.1330557	
5.4444	0.2130039	0.1311222	
5.447	0.2089314	0.1375406	
5.4496	0.2042964	0.1446681	
5.4522	0.2024173	0.144569	
5.4548	0.1960899	0.1424384	
5.4574	0.195695	0.1500429	
5.46	0.193593	0.1555581	
5.4626	0.1887788	0.1571828	
5.4652	0.183604	0.1609075	
5.4678	0.1780139	0.1683791	
5.4704	0.178095	0.1701922	
5.473	0.177898	0.1732129	
5.4756	0.1712661	0.1770364	
5.4782	0.1676431	0.1832047	
5.4808	0.1617426	0.1884368	
5.4834	0.161536	0.1953482	
5.486	0.1612553	0.1945439	
5.4886	0.155074	0.1947327	
5.4912	0.1525106	0.193099	
5.4938	0.150673	0.1947274	
5.4964	0.151557	0.1974896	
5.499	0.1453145	0.2050208	
5.5016	0.1377965	0.2043664	
5.5042	0.1333667	0.2064787	
5.5068	0.1322092	0.2049325	
5.5094	0.1286703	0.2087063	
5.512	0.1265737	0.2149545	
5.5146	0.1203027	0.219743	
5.5172	0.119954	0.2268586	
5.5198	0.1180982	0.2328269	
5.5224	0.1154533	0.2386248	
5.525	0.1148705	0.2406378	
5.5276	0.1151079	0.2445047	
5.5302	0.1078164	0.2438076	
5.5328	0.1027951	0.2472734	
5.5354	0.09757602	0.2533451	
5.538	0.09563658	0.2586041	
5.5406	0.08805817	0.2659975	
5.5432	0.08591276	0.2664964	
5.5458	0.0783107	0.2656386	
5.5484	0.07929727	0.2715734	
5.551	0.0714727	0.2780166	
5.5536	0.06394473	0.2811294	
5.5562	0.0611757	0.2801696	
5.5588	0.05524451	0.2875146	
5.5614	0.05076873	0.2953175	
5.564	0.05166492	0.296662	
5.5666	0.04789573	0.2960615	
5.5692	0.04203671	0.3012322	
5.5718	0.04337078	0.3058693	
5.5744	0.03700638	0.3045333	
5.577	0.03541219	0.3096018	
5.5796	0.03597975	0.3096921	
5.5822	0.03730461	0.3118597	
5.5848	0.03569594	0.3110604	
5.5874	0.0377095	0.3097011	
5.59	0.03768075	0.3112579	
5.5926	0.03195804	0.3123036	
5.5952	0.03023776	0.3187648	
5.5978	0.02376521	0.3188723	
5.6004	0.01970443	0.3242137	
5.603	0.01923528	0.3246345	
5.6056	0.01849422	0.3299992	
5.6082	0.01425254	0.3330311	
5.6108	0.0161424	0.3391916	
5.6134	0.01500982	0.3446296	
5.616	0.01035342	0.3502966	
5.6186	0.009559453	0.35683	
5.6212	0.01050976	0.3638789	
5.6238	0.003837287	0.3653654	
5.6264	0.004528046	0.3687629	
5.629	0.0007062852	0.3759122	
5.6316	0	0.3771525	
5.6342	0	0.3797823	
5.6368	0	0.3787917	
5.6394	0	0.3855276	
5.642	0	0.3887638	
5.6446	0	0.3955716	
5.6472	0	0.3975004	
5.6498	0	0.4022209	
5.6524	0	0.4029605	
5.655	0	0.402651	
5.6576	0	0.4078258	
5.6602	0	0.4118743	
5.6628	0	0.410032	
5.6654	0	0.4152388	
5.668	0	0.4147715	
5.6706	0	0.4176831	
5.6732	0	0.4180073	
5.6758	0	0.4183579	
5.6784	0	0.4216552	
5.681	0	0.4266949	
5.6836	0	0.430542	
5.6862	0	0.4287489	
5.6888	0	0.4290268	
5.6914	0	0.4307401	
5.694	0	0.4274543	
5.6966	0	0.424447	
5.6992	0	0.4220265	
5.7018	0	0.4260601	
5.7044	0	0.4310969	
5.707	0	0.4290527	
5.7096	0	0.4253376	
5.7122	0	0.4282023	
5.7148	0	0.4324603	
5.7174	0	0.4279926	
5.72	0	0.4237485	
5.7226	0	0.4213648	
5.7252	0	0.4199096	
5.7278	0	0.4167226	
5.7304	0	0.4213594	
5.733	0	0.4242187	
5.7356	0	0.4237538	
5.7382	0	0.42761	
5.7408	0	0.4304476	
5.7434	0	0.43105	
5.746	0	0.4261557	
5.7486	0	0.4263805	
5.7512	0	0.4306926	
5.7538	0	0.4314156	
5.7564	0	0.4270894	
5.759	0	0.4258332	
5.7616	0	0.4269813	
5.7642	0	0.4275845	
5.7668	0	0.4226567	
5.7694	0	0.4234836	
5.772	0	0.42565	
5.7746	0	0.4298546	
5.7772	0	0.4315899	
5.7798	0	0.4321382	
5.7824	0	0.427992	
5.785	0	0.4237334	
5.7876	0	0.4211918	
5.7902	0	0.4220282	
5.7928	0	0.4178263	
5.7954	0	0.4172457	
5.798	0	0.4193256	
5.8006	0	0.420155	
5.8032	0	0.4207608	
5.8058	0	0.4222359	
5.8084	0	0.4239928	
5.811	0	0.4265405	
5.8136	0	0.4239385	
5.8162	0	0.4272473	
5.8188	0	0.4273989	
5.8214	0	0.4243611	
5.824	0	0.4265454	
5.8266	0	0.4215433	
5.8292	0	0.4173173	
5.8318	0	0.4173765	
5.8344	0	0.4168373	
5.837	0	0.4169293	
5.8396	0	0.4123628	
5.8422	0	0.4129481	
5.8448	0	0.4113385	
5.8474	0	0.4129316	
5.85	0	0.4105065	
5.8526	0	0.4105208	
5.8552	0	0.4125539	
5.8578	0	0.4124591	
5.8604	0	0.4125018	
5.863	0	0.4157968	
5.8656	0	0.4158053	
5.8682	0	0.418289	
5.8708	0	0.4198566	
5.8734	0	0.414144	
5.876	0	0.408396	
5.8786	0	0.4079088	
5.8812	0	0.40758	
5.8838	0	0.4084373	
5.8864	0	0.4044333	
5.889	0	0.4017127	
5.8916	0	0.4002452	
5.8942	0	0.3949786	
5.8968	0	0.3949789	
5.8994	0	0.3899402	
5.902	0	0.3899421	
5.9046	0	0.3865408	
5.9072	0	0.3847578	
5.9098	0	0.3848147	
5.9124	0	0.3879203	
5.915	0	0.3863105	
5.9176	0	0.3867079	
5.9202	0	0.3855031	
5.9228	0	0.3895274	
5.9254	0	0.3842974	
5.928	0	0.3806382	
5.9306	0	0.3848589	
5.9332	0	0.3803997	
5.9358	0	0.3808672	
5.9384	0	0.3832282	
5.941	0	0.3797306	
5.9436	0	0.3757526	
5.9462	0	0.3772972	
5.9488	0	0.3721132	
5.9514	0	0.3686905	
5.954	0	0.3658988	
5.9566	0	0.369788	
5.9592	0	0.3684859	
5.9618	0	0.3693247	
5.9644	0	0.370584	
5.967	0	0.368561	
5.9696	0	0.3681593	
5.9722	0	0.3649867	
5.9748	0	0.3659895	
5.9774	0	0.3638226	
5.98	0	0.3625937	
5.9826	0	0.3617301	
5.9852	0	0.3633353	
5.9878	0	0.3634696	
5.9904	0	0.365044	
5.993	0	0.3681937	
5.9956	0	0.3675911	
5.9982	0	0.3650241	
6.0008	0	0.3652169	
6.0034	0	0.363838	
6.006	0	0.3637657	
6.0086	0	0.3637111	
6.0112	0	0.3588341	
6.0138	0	0.3557874	
6.0164	0	0.358614	
6.019	0	0.3553234	
6.0216	0	0.3526584	
6.0242	0	0.348855	
6.0268	0	0.3527607	
6.0294	0	0.356478	
6.032	0	0.3533286	
6.0346	0	0.3573108	
6.0372	0	0.3612703	
6.0398	0	0.3623546	
6.0424	0	0.3632847	
6.045	0	0.3628752	
6.0476	0	0.3651209	
6.0502	0	0.366413	
6.0528	0	0.3678278	
6.0554	0	0.3646136	
6.058	0	0.367425	
6.0606	0	0.3691537	
6.0632	0	0.365444	
6.0658	0	0.360504	
6.0684	0	0.3602441	
6.071	0	0.3562403	
6.0736	0	0.3582639	
6.0762	0	0.3557623	
6.0788	0	0.3588848	
6.0814	0	0.3564923	
6.084	0	0.3527749	
6.0866	0	0.3505747	
6.0892	0	0.3461853	
6.0918	0	0.3490337	
6.0944	0	0.3477495	
6.097	0	0.3448371	
6.0996	0	0.34019	
6.1022	0	0.3424917	
6.1048	0	0.3427412	
6.1074	0.003872931	0.3382784	
6.11	0.007474661	0.3378686	
6.1126	0.00427407	0.3413409	
6.1152	0.005247921	0.3383573	
6.1178	0.004884094	0.3374892	
6.1204	0.008998245	0.3412166	
6.123	0.01107317	0.33869	
6.1256	0.01704726	0.3352646	
6.1282	0.02232099	0.3316012	
6.1308	0.02316117	0.327165	
6.1334	0.0257974	0.3270447	
6.136	0.02544039	0.3227169	
6.1386	0.02973485	0.3262218	
6.1412	0.03391507	0.3282655	
6.1438	0.03724143	0.3303163	
6.1464	0.04270849	0.3255112	
6.149	0.04723087	0.3222799	
6.1516	0.05126286	0.3229606	
6.1542	0.0485402	0.3231816	
6.1568	0.05336744	0.3170146	
6.1594	0.0541338	0.3108754	
6.162	0.05356687	0.3127587	
6.1646	0.05491322	0.3084019	
6.1672	0.05334914	0.3089178	
6.1698	0.05681965	0.3051974	
6.1724	0.05635905	0.3050027	
6.175	0.05605027	0.3071482	
6.1776	0.0612914	0.3009655	
6.1802	0.06158862	0.2949908	
6.1828	0.06786597	0.2886705	
6.1854	0.06793743	0.2891717	
6.188	0.06776816	0.2833881	
6.1906	0.06751615	0.2808501	
6.1932	0.06578532	0.2805027	
6.1958	0.07084736	0.2829814	
6.1984	0.07702371	0.2799455	
6.201	0.08239827	0.2794012	
6.2036	0.08872512	0.2747867	
6.2062	0.09283641	0.2724132	
6.2088	0.08993512	0.2695675	
6.2114	0.08959669	0.2708228	
6.214	0.09646338	0.2663534	
6.2166	0.1029605	0.2622809	
6.2192	0.1053579	0.2557695	
6.2218	0.1060456	0.2530406	
6.2244	0.1060087	0.2490471	
6.227	0.1041569	0.242565	
6.2296	0.1084754	0.2371718	
6.2322	0.1157999	0.2310785	
6.2348	0.120867	0.2333566	
6.2374	0.1247174	0.2274055	
6.24	0.124504	0.2266599	
6.2426	0.127215	0.2255288	
6.2452	0.1289701	0.2202551	
6.2478	0.133346	0.2130164	
6.2504	0.1321897	0.2152343	
6.253	0.1356089	0.2136665	
6.2556	0.1334163	0.2127329	
6.2582	0.1370533	0.2141591	
6.2608	0.1402816	0.2146738	
6.2634	0.1448137	0.2105105	
6.266	0.1500853	0.20966	
6.2686	0.152506	0.2117441	
6.2712	0.158061	0.2094089	
6.2738	0.1599333	0.2020612	
6.2764	0.1616609	0.1995538	
6.279	0.1670215	0.2003107	
6.2816	0.1695621	0.1964871	
6.2842	0.1759296	0.1913036	
6.2868	0.1830061	0.187866	
6.2894	0.1860449	0.1814444	
6.292	0.1876874	0.1814958	
6.2946	0.1900663	0.181248	
6.2972	0.1960535	0.1789989	
6.2998	0.2002185	0.1780854	
6.3024	0.2044669	0.1743132	
6.305	0.211481	0.1682567	
6.3076	0.2126199	0.1642085	
6.3102	0.2113025	0.1646076	
6.3128	0.2152237	0.1661296	
6.3154	0.2186015	0.1599644	
6.318	0.2183433	0.1560109	
6.3206	0.2166438	0.1503062	
6.3232	0.2162984	0.1421808	
6.3258	0.2173107	0.1378651	
6.3284	0.2173651	0.1385927	
6.331	0.2241494	0.1386077	
6.3336	0.2315521	0.139865	
6.3362	0.2365141	0.1383016	
6.3388	0.2406562	0.1382277	
6.3414	0.2444896	0.1357914	
6.344	0.242834	0.1369542	
6.3466	0.2446467	0.1338762	
6.3492	0.2512842	0.1273423	
6.3518	0.2491005	0.1236823	
6.3544	0.247636	0.1153308	
6.357	0.2467315	0.1077394	
6.3596	0.246353	0.1009115	
6.3622	0.2444871	0.1001005	
6.3648	0.2522898	0.100184	
6.3674	0.2541537	0.09538844	
6.37	0.2552287	0.08890253	
6.3726	0.2591735	0.09078401	
6.3752	0.2659001	0.08355364	
6.3778	0.271277	0.08071265	
6.3804	0.2711533	0.07348034	
6.383	0.2769895	0.07522154	
6.3856	0.2827362	0.07215726	
6.3882	0.2879267	0.06524292	
6.3908	0.2892928	0.06452578	
6.3934	0.2951235	0.06069896	
6.396	0.2933715	0.06222036	
6.3986	0.2949349	0.06051567	
6.4012	0.3006382	0.06167972	
6.4038	0.3050518	0.05456346	
6.4064	0.3085018	0.04844055	
6.409	0.308302	0.04495731	
6.4116	0.3158697	0.03884768	
6.4142	0.3206998	0.03635603	
6.4168	0.3206519	0.02953562	
6.4194	0.3250759	0.02276975	
6.422	0.327455	0.01771221	
6.4246	0.332689	0.01065359	
6.4272	0.331486	0.006723851	
6.4298	0.3319983	0.007886767	
6.4324	0.335687	0.009038568	
6.435	0.3342348	0.008509189	
6.4376	0.3332389	0.008329034	
6.4402	0.3317795	0.001240402	
6.4428	0.3324488	0.001331031	
6.4454	0.3323587	0	
6.448	0.3351312	0	
6.4506	0.3356459	0	
6.4532	0.3354957	0	
6.4558	0.3418537	0	
6.4584	0.3435276	0	
6.461	0.3478514	0	
6.4636	0.3499137	0	
6.4662	0.347795	0	
6.4688	0.3502329	0	
6.4714	0.3538543	0	
6.474	0.351817	0	
6.4766	0.3568338	0	
6.4792	0.3631983	0	
6.4818	0.3677221	0	
6.4844	0.3677899	0	
6.487	0.3673118	0	
6.4896	0.3724094	0	
6.4922	0.3772312	0	
6.4948	0.3812459	0	
6.4974	0.3855541	0	
6.5	0.3831971	0	
6.5026	0.3852505	0	
6.5052	0.3838637	0	
6.5078	0.3891972	0	
6.5104	0.3884064	0	
6.513	0.3948946	0	
6.5156	0.3975185	0	
6.5182	0.4028499	0	
6.5208	0.4045036	0	
6.5234	0.409353	0	
6.526	0.4152322	0	
6.5286	0.4173525	0	
6.5312	0.4191317	0	
6.5338	0.4194348	0	
6.5364	0.4226993	0	
6.539	0.4228196	0	
6.5416	0.4248528	0	
6.5442	0.4282377	0	
6.5468	0.4295528	0	
6.5494	0.4279128	0	
6.552	0.4249644	0	
6.5546	0.4220825	0	
6.5572	0.4219764	0	
6.5598	0.4203344	0	
6.5624	0.4207781	0	
6.565	0.4256706	0	
6.5676	0.4307602	0	
6.5702	0.4341697	0	
6.5728	0.4296698	0	
6.5754	0.4282302	0	
6.578	0.4297548	0	
6.5806	0.4312657	0	
6.5832	0.4357855	0	
6.5858	0.4364843	0	
6.5884	0.4398176	0	
6.591	0.4425811	0	
6.5936	0.4424814	0	
6.5962	0.4377997	0	
6.5988	0.4377791	0	
6.6014	0.4359153	0	
6.604	0.4353307	0	
6.6066	0.4362254	0	
6.6092	0.4361098	0	
6.6118	0.4387396	0	
6.6144	0.4428698	0	
6.617	0.4441405	0	
6.6196	0.4466519	0	
6.6222	0.4463649	0	
6.6248	0.4411619	0	
6.6274	0.4364163	0	
6.63	0.4318897	0	
6.6326	0.4298414	0	
6.6352	0.4254268	0	
6.6378	0.4274004	0	
6.6404	0.4280923	0	
6.643	0.4259484	0	
6.6456	0.4222758	0	
6.6482	0.421584	0	
6.6508	0.4236902	0	
