Time	A	B	
2.0332	0.2224164	0.1848457	
2.0358	0.2238858	0.1846205	
2.0384	0.2203046	0.1836329	
2.041	0.2190237	0.1804546	
2.0436	0.2223735	0.1848797	
2.0462	0.2194044	0.1866767	
2.0488	0.2199652	0.1846105	
2.0514	0.2180869	0.1907702	
2.054	0.2134642	0.1936535	
2.0566	0.2123591	0.1976084	
2.0592	0.2118489	0.1950608	
2.0618	0.2112864	0.2000806	
2.0644	0.211937	0.2057375	
2.067	0.2092894	0.2064837	
2.0696	0.2121578	0.2079392	
2.0722	0.2148347	0.2131733	
2.0748	0.213073	0.2124469	
2.0774	0.2119516	0.2140683	
2.08	0.2106155	0.2157098	
2.0826	0.205762	0.2128133	
2.0852	0.2022674	0.2089356	
2.0878	0.2022252	0.2069011	
2.0904	0.2027902	0.2032541	
2.093	0.2064426	0.2081992	
2.0956	0.2072078	0.2060008	
2.0982	0.208294	0.206454	
2.1008	0.2055993	0.2091388	
2.1034	0.2000852	0.2059853	
2.106	0.1947856	0.2033378	
2.1086	0.1908583	0.2081742	
2.1112	0.1903414	0.2126676	
2.1138	0.1936321	0.2123721	
2.1164	0.1938801	0.2148898	
2.119	0.1963266	0.2119184	
2.1216	0.1928411	0.2111394	
2.1242	0.1885274	0.2105792	
2.1268	0.1839519	0.2110481	
2.1294	0.1857916	0.2133631	
2.132	0.1846206	0.2132298	
2.1346	0.1790746	0.2131625	
2.1372	0.1734711	0.2191775	
2.1398	0.171448	0.2187761	
2.1424	0.1723907	0.2215679	
2.145	0.1710272	0.2227381	
2.1476	0.1691338	0.2285405	
2.1502	0.1671545	0.2280013	
2.1528	0.1692205	0.2312805	
2.1554	0.1634601	0.2325802	
2.158	0.1625511	0.2364441	
2.1606	0.1661014	0.2346941	
2.1632	0.1638742	0.2393844	
2.1658	0.1625841	0.24149	
2.1684	0.1570353	0.2429396	
2.171	0.1582627	0.2421855	
2.1736	0.1601736	0.2474405	
2.1762	0.1551529	0.2482452	
2.1788	0.1496617	0.2464192	
2.1814	0.1526794	0.2485675	
2.184	0.1558431	0.2491125	
2.1866	0.1543823	0.246647	
2.1892	0.1510762	0.2479502	
2.1918	0.1448649	0.2518366	
2.1944	0.1393048	0.2570336	
2.197	0.1413941	0.262339	
2.1996	0.1361065	0.2588696	
2.2022	0.133911	0.2611195	
2.2048	0.1330602	0.260548	
2.2074	0.130523	0.2653431	
2.21	0.1270768	0.2692234	
2.2126	0.1216261	0.2752634	
2.2152	0.1209257	0.2808485	
2.2178	0.1165152	0.2800236	
2.2204	0.1132308	0.2841648	
2.223	0.1111707	0.2854179	
2.2256	0.1074729	0.2915758	
2.2282	0.1078657	0.2949297	
2.2308	0.1079088	0.2969047	
2.2334	0.1020043	0.3006082	
2.236	0.0972558	0.3041451	
2.2386	0.09198114	0.3021339	
2.2412	0.08903912	0.3074947	
2.2438	0.08831286	0.3113544	
2.2464	0.08442524	0.3132175	
2.249	0.08768958	0.3184375	
2.2516	0.08468634	0.3188195	
2.2542	0.08737689	0.3226264	
2.2568	0.084746	0.3222546	
2.2594	0.07870716	0.3194316	
2.262	0.07536319	0.3188139	
2.2646	0.07703272	0.3159579	
2.2672	0.07225376	0.3176812	
2.2698	0.07570106	0.3159272	
2.2724	0.07730332	0.3208421	
2.275	0.07773098	0.3174175	
2.2776	0.07714555	0.3152653	
2.2802	0.07511428	0.3186698	
2.2828	0.07559183	0.3211807	
2.2854	0.07554552	0.3192375	
2.288	0.07676464	0.3235627	
2.2906	0.07442895	0.321525	
2.2932	0.07006261	0.3250523	
2.2958	0.06983334	0.3287247	
2.2984	0.06601596	0.3267107	
2.301	0.06544727	0.3278354	
2.3036	0.06340447	0.3257387	
2.3062	0.064224	0.3256207	
2.3088	0.06119594	0.3304709	
2.3114	0.05947721	0.3291101	
2.314	0.06155699	0.332794	
2.3166	0.06324509	0.3336002	
2.3192	0.06001872	0.33077	
2.3218	0.06098104	0.3308383	
2.3244	0.05856529	0.3342087	
2.327	0.05983415	0.3333772	
2.3296	0.06061044	0.3301072	
2.3322	0.06265271	0.3311427	
2.3348	0.05983439	0.336071	
2.3374	0.05843237	0.3404535	
2.34	0.05232173	0.3419994	
2.3426	0.05523801	0.3453893	
2.3452	0.05230072	0.3468944	
2.3478	0.04835844	0.3480433	
2.3504	0.04295081	0.3496803	
2.353	0.04335743	0.3488678	
2.3556	0.03865287	0.3490793	
2.3582	0.04133865	0.3458582	
2.3608	0.04160774	0.3505378	
2.3634	0.0374704	0.3555552	
2.366	0.03509796	0.3598116	
2.3686	0.03851902	0.3582485	
2.3712	0.03278422	0.3629473	
2.3738	0.02974319	0.3681164	
2.3764	0.0269832	0.3687367	
2.379	0.02274159	0.3726009	
2.3816	0.02195799	0.3695919	
2.3842	0.0221335	0.3730932	
2.3868	0.01911917	0.3744331	
2.3894	0.02037278	0.3801705	
2.392	0.01566085	0.3783265	
2.3946	0.0166527	0.3765221	
2.3972	0.01993766	0.3762023	
2.3998	0.01815808	0.3766727	
2.4024	0.01743227	0.3789471	
2.405	0.01956984	0.3757264	
2.4076	0.02098113	0.3722346	
2.4102	0.01985967	0.374017	
2.4128	0.01739264	0.3720188	
2.4154	0.01463184	0.3776231	
2.418	0.008610129	0.3790455	
2.4206	0.007988364	0.3778293	
2.4232	0.01101509	0.3746729	
2.4258	0.008555532	0.373979	
2.4284	0.003977865	0.3725319	
2.431	0.00684011	0.3724206	
2.4336	0.006420523	0.3711587	
2.4362	0.005577415	0.3744283	
2.4388	0.0008941889	0.3775837	
2.4414	0	0.380385	
2.444	0	0.3783391	
2.4466	0	0.3762376	
2.4492	0	0.3818614	
2.4518	0	0.381157	
2.4544	0	0.3769948	
2.457	0	0.375474	
2.4596	0	0.3746766	
2.4622	0	0.3801046	
2.4648	0	0.3819869	
2.4674	0	0.3854915	
2.47	0	0.3848066	
2.4726	0	0.3847553	
2.4752	0	0.3888939	
2.4778	0.0002765059	0.3892569	
2.4804	0.001352489	0.3935132	
2.483	0.003540814	0.3894981	
2.4856	0.004246593	0.386714	
2.4882	0.004722744	0.3835197	
2.4908	0	0.3823686	
2.4934	0	0.3861215	
2.496	0	0.3837097	
2.4986	0	0.3881062	
2.5012	0	0.3901681	
2.5038	0	0.3888863	
2.5064	0	0.3918274	
2.509	0	0.3923388	
2.5116	0	0.3915596	
2.5142	0	0.3919362	
2.5168	0	0.3920968	
2.5194	0	0.3917188	
2.522	0	0.3944744	
2.5246	0	0.3899702	
2.5272	0	0.3880377	
2.5298	0	0.3867863	
2.5324	0	0.3842638	
2.535	0	0.3872087	
2.5376	0	0.3903497	
2.5402	0	0.3910667	
2.5428	0	0.3868636	
2.5454	0	0.3873524	
2.548	0	0.3855515	
2.5506	0	0.3846751	
2.5532	0	0.3813502	
2.5558	0	0.3835388	
2.5584	0	0.3818684	
2.561	0	0.3768055	
2.5636	0	0.3740865	
2.5662	0	0.3717928	
2.5688	0	0.3750916	
2.5714	0	0.3764765	
2.574	0	0.3750679	
2.5766	0	0.3783121	
2.5792	0	0.3753195	
2.5818	0	0.3774295	
2.5844	0	0.3777614	
2.587	0	0.3756882	
2.5896	0	0.3751069	
2.5922	0	0.3705707	
2.5948	0	0.3696261	
2.5974	0	0.3696122	
2.6	0	0.3663793	
2.6026	0	0.364262	
2.6052	0	0.3689199	
2.6078	0	0.3672789	
2.6104	0	0.3649759	
2.613	0	0.3640297	
2.6156	0	0.3638051	
2.6182	0	0.3586711	
2.6208	0	0.3611416	
2.6234	0.0001906455	0.3641478	
2.626	0	0.3648175	
2.6286	0.001848191	0.3688848	
2.6312	0.003086299	0.3717342	
2.6338	0.00206095	0.3666769	
2.6364	0.007196784	0.3677687	
2.639	0.007231951	0.3631015	
2.6416	0.009781718	0.3611478	
2.6442	0.01466331	0.3638329	
2.6468	0.01520681	0.3671935	
2.6494	0.01788411	0.3673344	
2.652	0.01775816	0.3625092	
2.6546	0.01909104	0.3626569	
2.6572	0.01530367	0.3656437	
2.6598	0.01983246	0.3638224	
2.6624	0.01570717	0.3666811	
2.665	0.01651207	0.3645236	
2.6676	0.01806259	0.3586518	
2.6702	0.01942348	0.3624456	
2.6728	0.01721635	0.3581178	
2.6754	0.02221259	0.3596514	
2.678	0.02266821	0.3602728	
2.6806	0.02310145	0.35851	
2.6832	0.02093849	0.3577582	
2.6858	0.02120692	0.356559	
2.6884	0.01900706	0.3588344	
2.691	0.01577067	0.3538108	
2.6936	0.01964739	0.3565944	
2.6962	0.01701796	0.3561084	
2.6988	0.01996276	0.3536909	
2.7014	0.0172143	0.3538003	
2.704	0.01481754	0.350502	
2.7066	0.01862717	0.3472764	
2.7092	0.01730663	0.3471799	
2.7118	0.01554012	0.3482645	
2.7144	0.02015728	0.3509659	
2.717	0.02170387	0.3462493	
2.7196	0.02499101	0.3455619	
2.7222	0.02700388	0.3456576	
2.7248	0.03271693	0.3491638	
2.7274	0.03193378	0.3522315	
2.73	0.03612605	0.35419	
2.7326	0.03470674	0.3480414	
2.7352	0.03095064	0.3424264	
2.7378	0.03093338	0.3446952	
2.7404	0.02820823	0.3474748	
2.743	0.02995256	0.3433013	
2.7456	0.03313932	0.3420426	
2.7482	0.03588775	0.3431845	
2.7508	0.03627869	0.3406458	
2.7534	0.03638783	0.3402188	
2.756	0.03998432	0.3384078	
2.7586	0.03904548	0.3347569	
2.7612	0.0409804	0.3361234	
2.7638	0.04314366	0.3337533	
2.7664	0.04883868	0.3332195	
2.769	0.04934639	0.3308859	
2.7716	0.04694727	0.3286624	
2.7742	0.05020294	0.3252953	
2.7768	0.05225834	0.3265922	
2.7794	0.05143872	0.3287449	
2.782	0.05132759	0.3233421	
2.7846	0.0497559	0.3263674	
2.7872	0.05097461	0.3207957	
2.7898	0.05632353	0.3188599	
2.7924	0.06045786	0.3131641	
2.795	0.06571543	0.3146518	
2.7976	0.06484124	0.3121222	
2.8002	0.0695115	0.3132406	
2.8028	0.07078615	0.3151491	
2.8054	0.06812313	0.3121837	
2.808	0.07014003	0.3126046	
2.8106	0.07080218	0.3082955	
2.8132	0.07052529	0.302043	
2.8158	0.07658872	0.3043082	
2.8184	0.07453099	0.3060639	
2.821	0.072604	0.2996431	
2.8236	0.06973422	0.3016183	
2.8262	0.06818864	0.3011607	
2.8288	0.06743592	0.2944348	
2.8314	0.07256728	0.2909767	
2.834	0.07042545	0.2895799	
2.8366	0.07376423	0.2915194	
2.8392	0.07965484	0.2886341	
2.8418	0.07684192	0.2860163	
2.8444	0.07812318	0.2824857	
2.847	0.07984078	0.281412	
2.8496	0.07984948	0.2828527	
2.8522	0.08663473	0.2800067	
2.8548	0.0932366	0.278294	
2.8574	0.09385186	0.2779936	
2.86	0.09885764	0.2753765	
2.8626	0.1045489	0.2754086	
2.8652	0.1057691	0.2687442	
2.8678	0.1065776	0.2654223	
2.8704	0.1051731	0.2606436	
2.873	0.105505	0.262129	
2.8756	0.1026548	0.2575433	
2.8782	0.09994504	0.2575086	
2.8808	0.1060079	0.2528178	
2.8834	0.1092462	0.252258	
2.886	0.1100977	0.2478692	
2.8886	0.1117405	0.241183	
2.8912	0.1108437	0.2433835	
2.8938	0.1168438	0.2417444	
2.8964	0.1220143	0.2375889	
2.899	0.1201052	0.2318766	
2.9016	0.1188448	0.2347198	
2.9042	0.1226498	0.2358686	
2.9068	0.12351	0.2382908	
2.9094	0.1257801	0.237941	
2.912	0.125514	0.2352827	
2.9146	0.1262223	0.2335358	
2.9172	0.1334272	0.2350136	
2.9198	0.1311678	0.2334675	
2.9224	0.1316993	0.2265294	
2.925	0.1347142	0.2245343	
2.9276	0.1414989	0.2253402	
2.9302	0.142279	0.2223013	
2.9328	0.1428971	0.223646	
2.9354	0.1482927	0.2192722	
2.938	0.1518729	0.2142393	
2.9406	0.1523217	0.214187	
2.9432	0.1513699	0.2107286	
2.9458	0.1543792	0.2089919	
2.9484	0.1548326	0.2052645	
2.951	0.1578044	0.203853	
2.9536	0.1556616	0.204538	
2.9562	0.1590198	0.2038954	
2.9588	0.1593067	0.1990405	
2.9614	0.1631433	0.2005116	
2.964	0.1665923	0.2002796	
2.9666	0.1663662	0.2000294	
2.9692	0.1663864	0.1937578	
2.9718	0.1730193	0.1909315	
2.9744	0.1711417	0.1863778	
2.977	0.1706996	0.1837109	
2.9796	0.1759419	0.1812015	
2.9822	0.1742759	0.1832831	
2.9848	0.1789321	0.1847289	
2.9874	0.1804309	0.1776114	
2.99	0.1855594	0.1738218	
2.9926	0.1892589	0.1716083	
2.9952	0.1890441	0.1661074	
2.9978	0.1889005	0.159121	
3.0004	0.1910085	0.151972	
3.003	0.1938432	0.150971	
3.0056	0.1973017	0.1475736	
3.0082	0.203289	0.1447108	
3.0108	0.2015953	0.1395616	
3.0134	0.2096489	0.1368546	
3.016	0.2123505	0.1312754	
3.0186	0.2149358	0.1282817	
3.0212	0.2183079	0.1287249	
3.0238	0.2249112	0.1249409	
3.0264	0.2324276	0.1261828	
3.029	0.2365594	0.1250444	
3.0316	0.2360694	0.1211866	
3.0342	0.2341403	0.1228426	
3.0368	0.2341628	0.1187804	
3.0394	0.2343875	0.1126583	
3.042	0.2391552	0.1147783	
3.0446	0.2405349	0.1167228	
3.0472	0.246469	0.1132173	
3.0498	0.2484965	0.1112052	
3.0524	0.2502058	0.1128429	
3.055	0.2493955	0.1128001	
3.0576	0.2562788	0.1088111	
3.0602	0.254832	0.1088223	
3.0628	0.2599422	0.1054366	
3.0654	0.2651513	0.1041628	
3.068	0.2703412	0.1004576	
3.0706	0.2776249	0.0986371	
3.0732	0.2790143	0.09138814	
3.0758	0.2860649	0.08770123	
3.0784	0.2863232	0.08892027	
3.081	0.2904565	0.08364338	
3.0836	0.2884077	0.08101079	
3.0862	0.2934242	0.0760287	
3.0888	0.2951197	0.06940037	
3.0914	0.2940341	0.06549552	
3.094	0.2975658	0.05813402	
3.0966	0.2992192	0.05876511	
3.0992	0.3064466	0.0599604	
3.1018	0.3098427	0.05328906	
3.1044	0.3105748	0.04548758	
3.107	0.3170409	0.04085258	
3.1096	0.3191352	0.03637984	
3.1122	0.3196485	0.03705361	
3.1148	0.3204243	0.03177094	
3.1174	0.3256142	0.0271405	
3.12	0.3254189	0.02918079	
3.1226	0.3328952	0.02320895	
3.1252	0.3358441	0.02214414	
3.1278	0.3353219	0.01613051	
3.1304	0.3358175	0.01367655	
3.133	0.3375467	0.006263584	
3.1356	0.3409798	0.007537961	
3.1382	0.339994	0.007580698	
3.1408	0.3381822	0.003484368	
3.1434	0.3439827	0	
3.146	0.3519869	0	
3.1486	0.3594425	0	
3.1512	0.3591861	0	
3.1538	0.3585795	0	
3.1564	0.3570378	0	
3.159	0.3589031	0	
3.1616	0.3615491	0	
3.1642	0.3623021	0	
3.1668	0.3658324	0	
3.1694	0.3725206	0	
3.172	0.3737789	0	
3.1746	0.377605	0	
3.1772	0.3775707	0	
3.1798	0.3749989	0	
3.1824	0.3755549	0	
3.185	0.3821315	0	
3.1876	0.3858513	0	
3.1902	0.3903144	0	
3.1928	0.3968698	0	
3.1954	0.3965833	0	
3.198	0.402145	0	
3.2006	0.404773	0	
3.2032	0.4046164	0	
3.2058	0.4015496	0	
3.2084	0.4003	0	
3.211	0.3972192	0	
3.2136	0.396455	0	
3.2162	0.4014832	0	
3.2188	0.404194	0	
3.2214	0.4091027	0	
3.224	0.4054902	0	
3.2266	0.4053626	0	
3.2292	0.4053219	0	
3.2318	0.4073264	0	
3.2344	0.4062744	0	
3.237	0.4069295	0	
3.2396	0.4071439	0	
3.2422	0.4087537	0	
3.2448	0.4122947	0	
3.2474	0.4152908	0	
3.25	0.4196227	0	
3.2526	0.4190991	0	
3.2552	0.420855	0	
3.2578	0.4222437	0	
3.2604	0.4255587	0	
3.263	0.4216291	0	
3.2656	0.422584	0	
3.2682	0.4197546	0	
3.2708	0.4200764	0	
3.2734	0.4216102	0	
3.276	0.4171379	0	
3.2786	0.4203371	0	
3.2812	0.4226226	0	
3.2838	0.421508	0	
3.2864	0.4187698	0	
3.289	0.4173964	0	
3.2916	0.4162546	0	
3.2942	0.4146607	0	
3.2968	0.4155154	0	
3.2994	0.4188848	0	
3.302	0.4141982	0	
3.3046	0.4123272	0	
3.3072	0.4093004	0	
3.3098	0.4130045	0	
3.3124	0.4124723	0	
3.315	0.4164965	0	
3.3176	0.4139605	0	
3.3202	0.4154703	0	
3.3228	0.4153283	0	
3.3254	0.4163146	0	
3.328	0.4168522	0	
3.3306	0.4194047	0	
3.3332	0.4238575	0	
3.3358	0.4190198	0	
3.3384	0.4164848	0	
3.341	0.412166	0	
3.3436	0.4162056	0	
3.3462	0.4167883	0	
3.3488	0.4203764	0	
3.3514	0.4158648	0	
3.354	0.4143857	0	
3.3566	0.4185308	0	
3.3592	0.4226867	0	
3.3618	0.4202354	0	
3.3644	0.4226804	0	
3.367	0.4246045	0	
3.3696	0.4233714	0	
3.3722	0.4229929	0	
3.3748	0.4245862	0	
3.3774	0.4252764	0	
3.38	0.427575	0	
3.3826	0.4235674	0	
3.3852	0.4272998	0	
3.3878	0.4253754	0	
3.3904	0.4291375	0	
3.393	0.4268925	0	
3.3956	0.4252808	0	
3.3982	0.4195231	0	
3.4008	0.4198943	0	
3.4034	0.4153608	0	
3.406	0.4159628	0	
3.4086	0.4144857	0	
3.4112	0.4132187	0	
3.4138	0.4173191	0	
3.4164	0.4140999	0	
3.419	0.4095031	0	
3.4216	0.4123466	0	
3.4242	0.4070828	0	
3.4268	0.4110325	0	
3.4294	0.4080588	0	
3.432	0.4083328	0	
3.4346	0.4097971	0	
3.4372	0.4048857	0	
3.4398	0.4027222	0	
3.4424	0.401392	0	
3.445	0.4012768	0	
3.4476	0.3967299	0	
3.4502	0.396045	0	
3.4528	0.3999568	0	
3.4554	0.4036341	0	
3.458	0.4004787	0	
3.4606	0.4022604	0	
3.4632	0.4060043	0	
3.4658	0.4098112	0	
3.4684	0.4118954	0	
3.471	0.4124357	0	
3.4736	0.4068492	0	
3.4762	0.4020542	0	
3.4788	0.3990517	0	
3.4814	0.3959598	0	
3.484	0.3925261	0	
3.4866	0.3899342	0	
3.4892	0.3883868	0	
3.4918	0.3865729	0	
3.4944	0.3876035	0	
3.497	0.3850479	0	
3.4996	0.3805986	0	
3.5022	0.3795288	0	
3.5048	0.3790553	0	
3.5074	0.38013	0	
3.51	0.3752951	0	
3.5126	0.3706878	0	
3.5152	0.3740012	0	
3.5178	0.3709714	0	
3.5204	0.3662685	0	
3.523	0.3614213	0	
3.5256	0.3626222	0	
3.5282	0.3610912	0	
3.5308	0.3611694	0	
3.5334	0.3629293	0	
3.536	0.3608525	0	
3.5386	0.3631037	0	
3.5412	0.3658284	0	
3.5438	0.362489	0	
3.5464	0.3596115	0	
3.549	0.3625826	0	
3.5516	0.3575924	0	
3.5542	0.3587106	0	
3.5568	0.3559916	0	
3.5594	0.3564799	0	
3.562	0.3571492	0	
3.5646	0.355304	0	
3.5672	0.3524724	0	
3.5698	0.3497119	0	
3.5724	0.3539062	0	
3.575	0.3546457	0	
3.5776	0.3514861	0	
3.5802	0.3550885	0	
3.5828	0.3565769	0	
3.5854	0.3566043	0	
3.588	0.3570073	0	
3.5906	0.3555182	0	
3.5932	0.3536908	0	
3.5958	0.3503456	0.004376799	
3.5984	0.3511848	0.003953815	
3.601	0.3535378	0.0004402101	
3.6036	0.3530169	0.006493777	
3.6062	0.3548144	0.009173244	
3.6088	0.3512084	0.0113374	
3.6114	0.3532014	0.01149803	
3.614	0.347894	0.008524299	
3.6166	0.3478217	0.008062333	
3.6192	0.3511773	0.01375791	
3.6218	0.3459555	0.015683	
3.6244	0.3421573	0.01858476	
3.627	0.339087	0.02155456	
3.6296	0.3382667	0.0239144	
3.6322	0.3361029	0.02150834	
3.6348	0.3350274	0.02206576	
3.6374	0.3363219	0.02245173	
3.64	0.3392177	0.02852878	
3.6426	0.3373214	0.02935961	
3.6452	0.3399617	0.02954382	
3.6478	0.3404988	0.03120881	
3.6504	0.3383423	0.0325982	
3.653	0.3385286	0.03219134	
3.6556	0.3369822	0.03590229	
3.6582	0.3371965	0.0349206	
3.6608	0.3309407	0.03827175	
3.6634	0.3311712	0.03624114	
3.666	0.3254376	0.03767836	
3.6686	0.3211311	0.03449237	
3.6712	0.3148562	0.04089177	
3.6738	0.3166221	0.04444721	
3.6764	0.3099467	0.0487735	
3.679	0.305349	0.04701656	
3.6816	0.3064021	0.05199137	
3.6842	0.3005901	0.05583706	
3.6868	0.2961557	0.05347076	
3.6894	0.2897368	0.05104098	
3.692	0.2888264	0.04953063	
3.6946	0.2901894	0.04806945	
3.6972	0.2864127	0.05101505	
3.6998	0.2887171	0.05012023	
3.7024	0.2858677	0.05447677	
3.705	0.2824472	0.06130147	
3.7076	0.2832377	0.06689093	
3.7102	0.2767282	0.06881472	
3.7128	0.2737801	0.06678912	
3.7154	0.2693887	0.06520522	
3.718	0.2650969	0.06945205	
3.7206	0.262268	0.07451165	
3.7232	0.2618871	0.0765571	
3.7258	0.2594697	0.08240303	
3.7284	0.2550619	0.08272776	
3.731	0.2509097	0.08175638	
3.7336	0.2446592	0.08711934	
3.7362	0.2416342	0.09402657	
3.7388	0.2382553	0.09392816	
3.7414	0.2329652	0.09342638	
3.744	0.2276735	0.0965282	
3.7466	0.227335	0.1013971	
3.7492	0.2263309	0.1042893	
3.7518	0.2214859	0.1097488	
3.7544	0.2223965	0.1157935	
3.757	0.2217639	0.1223187	
3.7596	0.2209146	0.1224966	
3.7622	0.2230411	0.1205951	
3.7648	0.2205508	0.1263159	
3.7674	0.2203621	0.1268551	
3.77	0.2215314	0.1322045	
3.7726	0.2200234	0.1382295	
3.7752	0.2186545	0.1367023	
3.7778	0.2147037	0.13644	
3.7804	0.2124514	0.1424931	
3.783	0.2084632	0.1414199	
3.7856	0.2031447	0.1456817	
3.7882	0.1972208	0.1459521	
3.7908	0.19012	0.1496147	
3.7934	0.1885052	0.1503488	
3.796	0.1876208	0.1518791	
3.7986	0.184564	0.1505806	
3.8012	0.1832281	0.1545159	
3.8038	0.1814313	0.1559969	
3.8064	0.1842496	0.1563802	
3.809	0.1788171	0.1620305	
3.8116	0.1782334	0.1633768	
3.8142	0.1794252	0.1711525	
3.8168	0.1766539	0.1722414	
3.8194	0.1761044	0.1704374	
3.822	0.1702411	0.1735433	
3.8246	0.1698391	0.1727071	
3.8272	0.1667731	0.1789351	
3.8298	0.1680519	0.1844958	
3.8324	0.1664557	0.1870098	
3.835	0.1659841	0.1871909	
3.8376	0.1641614	0.1867711	
3.8402	0.1633683	0.1911956	
3.8428	0.1625037	0.1908477	
3.8454	0.1601226	0.1894985	
3.848	0.1548574	0.1890714	
3.8506	0.1563348	0.1922279	
3.8532	0.1555381	0.1930843	
3.8558	0.1555286	0.1984942	
3.8584	0.1506671	0.1989743	
3.861	0.1496726	0.2026281	
3.8636	0.144703	0.206047	
3.8662	0.1468909	0.212897	
3.8688	0.1488419	0.2199367	
3.8714	0.145039	0.2235921	
3.874	0.1375525	0.2251326	
3.8766	0.1366369	0.2278456	
3.8792	0.1293796	0.2303623	
3.8818	0.1276959	0.2315014	
3.8844	0.1207251	0.2307702	
3.887	0.1138867	0.2362627	
3.8896	0.1154965	0.2347443	
3.8922	0.1147851	0.2335032	
3.8948	0.1126051	0.2315405	
3.8974	0.1073946	0.2342403	
3.9	0.108471	0.2352839	
3.9026	0.1039854	0.2338824	
3.9052	0.1039141	0.2344196	
3.9078	0.1027243	0.2410532	
3.9104	0.1048808	0.2445478	
3.913	0.1007559	0.2489147	
3.9156	0.09439361	0.2521445	
3.9182	0.08704525	0.2570533	
3.9208	0.0871284	0.2638503	
3.9234	0.0868803	0.2673095	
3.926	0.08583009	0.2656101	
3.9286	0.08294636	0.264323	
3.9312	0.08154061	0.2642008	
3.9338	0.07517079	0.2630028	
3.9364	0.07064924	0.2647195	
3.939	0.06462914	0.2697077	
3.9416	0.06132609	0.2730209	
3.9442	0.06268466	0.279557	
3.9468	0.05964607	0.2826798	
3.9494	0.0575648	0.287429	
3.952	0.05429325	0.2922192	
3.9546	0.05046338	0.2966367	
3.9572	0.05051589	0.2988826	
3.9598	0.05130947	0.2985586	
3.9624	0.04795176	0.3010232	
3.965	0.04511639	0.3007796	
3.9676	0.04397121	0.3032276	
3.9702	0.04320234	0.3017283	
3.9728	0.04035208	0.3034129	
3.9754	0.04204309	0.3047632	
3.978	0.04085219	0.30533	
3.9806	0.04141623	0.3126493	
3.9832	0.04070923	0.3142714	
3.9858	0.03713489	0.3177393	
3.9884	0.03047201	0.3166195	
3.991	0.0311861	0.3168991	
3.9936	0.02835563	0.3158448	
3.9962	0.02778825	0.3199616	
3.9988	0.02919886	0.3218192	
4.0014	0.02233359	0.3283737	
4.004	0.0198172	0.3315514	
4.0066	0.01827079	0.3377561	
4.0092	0.0176442	0.3424282	
4.0118	0.01876754	0.3417175	
4.0144	0.01444972	0.3395079	
4.017	0.008265078	0.3385926	
4.0196	0.006344318	0.340983	
4.0222	0.006301016	0.3405304	
4.0248	0	0.3416353	
4.0274	0	0.341298	
4.03	0	0.3425004	
4.0326	0	0.3450917	
4.0352	0	0.3452385	
4.0378	0	0.3468875	
4.0404	0	0.3516946	
4.043	0	0.3568332	
4.0456	0	0.3560696	
4.0482	0	0.3584498	
4.0508	0	0.3578904	
4.0534	0	0.3559199	
4.056	0	0.3577676	
4.0586	0	0.3606009	
4.0612	0	0.3665175	
4.0638	0	0.3658175	
4.0664	0	0.3679737	
4.069	0	0.3684283	
4.0716	0	0.3669357	
4.0742	0	0.3710619	
4.0768	0	0.3757015	
4.0794	0	0.3806903	
4.082	0	0.3866075	
4.0846	0	0.3897043	
4.0872	0	0.3865354	
4.0898	0	0.3904591	
4.0924	0	0.3870124	
4.095	0	0.3878393	
4.0976	0	0.3936375	
4.1002	0	0.3982553	
4.1028	0	0.3990651	
4.1054	0	0.4013819	
4.108	0	0.3988186	
4.1106	0	0.3978822	
4.1132	0	0.3998165	
4.1158	0	0.4008118	
4.1184	0	0.3979419	
4.121	0	0.398113	
4.1236	0	0.3986021	
4.1262	0	0.4034294	
4.1288	0	0.4023996	
4.1314	0	0.4039892	
4.134	0	0.4029053	
4.1366	0	0.4034832	
4.1392	0	0.4061785	
4.1418	0	0.4048863	
4.1444	0	0.4066503	
4.147	0	0.4098347	
4.1496	0	0.4083092	
4.1522	0	0.4122241	
4.1548	0	0.4134632	
4.1574	0	0.4174957	
4.16	0	0.4163541	
4.1626	0	0.413892	
4.1652	0	0.4182149	
4.1678	0	0.4213102	
4.1704	0	0.4197159	
4.173	0	0.4237862	
4.1756	0	0.4205195	
4.1782	0	0.4219413	
4.1808	0	0.4252131	
4.1834	0	0.42708	
4.186	0	0.4273188	
4.1886	0	0.4290933	
4.1912	0	0.4333683	
4.1938	0	0.4321205	
4.1964	0	0.4297862	
4.199	0	0.4261326	
4.2016	0	0.4219003	
4.2042	0	0.4185603	
4.2068	0	0.4136752	
4.2094	0	0.4091969	
4.212	0	0.4095219	
4.2146	0	0.4045266	
4.2172	0	0.3997941	
4.2198	0	0.3965419	
4.2224	0	0.3981993	
4.225	0	0.3974585	
4.2276	0	0.396455	
4.2302	0	0.3970066	
4.2328	0	0.4009104	
4.2354	0	0.3969285	
4.238	0	0.3932824	
4.2406	0	0.396854	
4.2432	0	0.3992312	
4.2458	0	0.3957547	
4.2484	0	0.3975871	
4.251	0	0.397119	
4.2536	0	0.4001173	
4.2562	0	0.4039249	
4.2588	0	0.4006232	
4.2614	0	0.4025707	
4.264	0	0.4027978	
4.2666	0	0.4061108	
4.2692	0	0.4079978	
4.2718	0	0.402709	
4.2744	0	0.4014436	
4.277	0	0.4009354	
4.2796	0	0.3974676	
4.2822	0	0.3998416	
4.2848	0	0.398633	
4.2874	0	0.4027714	
