Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	3.605551	0.01605551	2	8.350704E-07	0	0	0	0	0	
0.001	0	0.02	3.605551	0.03193441	2	0.00237212	0.02	0	0	0	0	
0.002	-3.201037E-08	0.02	3.605551	0.04763865	2	0.00471732	0.02	0	0	0	0	
0.003	-1.362153E-07	0.0396	3.605551	0.06317014	2	0.007531638	0.0396	0	0	0	0	
0.004	-3.523542E-07	0.0396	3.605551	0.07853077	2	0.010315	0.0396	0	0	0	0	
0.005	-7.215079E-07	0.05880801	3.605551	0.09372245	2	0.0136456	0.05880801	0	0	0	0	
0.006	-1.284305E-06	0.05880801	3.605551	0.108747	2	0.01693957	0.05880801	0	0	0	0	
0.007	-2.083006E-06	0.07763185	3.605551	0.1236063	2	0.02086665	0.07763185	0	0	0	0	
0.008	-3.159404E-06	0.07763185	3.605551	0.1383021	2	0.02475053	0.07763185	0	0	0	0	
0.009000001	-4.55724E-06	0.09607922	3.605551	0.1528363	2	0.02936047	0.09607922	0	0	0	0	
0.01	-6.319772E-06	0.09607922	3.605551	0.1672107	1.999987	0.03379202	0.09607922	0	0	0	0	
0.011	-8.492548E-06	0.1141576	3.605544	0.1813553	1.999983	0.03913818	0.1141576	0	0	0	0	
0.012	-1.112015E-05	0.1141576	3.605542	0.1953943	1.999979	0.04441832	0.1141576	0	0	0	0	
0.013	-1.425001E-05	0.1318745	3.605539	0.2092741	1.999973	0.05061777	0.1318745	0	0	0	0	
0.014	-1.792908E-05	0.1318745	3.605536	0.2229965	1.999967	0.0567418	0.1318745	0	0	0	0	
0.015	-2.220733E-05	0.149237	3.605533	0.2365631	1.999959	0.06388979	0.149237	0	0	0	0	
0.016	-2.713413E-05	0.149237	3.605529	0.249978	1.999951	0.07094833	0.149237	0	0	0	0	
0.017	-3.276221E-05	0.1662522	3.605524	0.2632358	1.999941	0.07913527	0.1662522	0	0	0	0	
0.018	-3.91437E-05	0.1662522	3.605519	0.276343	1.999931	0.08722131	0.1662522	0	0	0	0	
0.019	-4.633447E-05	0.1829272	3.605513	0.2892964	1.999918	0.09653692	0.1829272	0	0	0	0	
0.02	-5.43897E-05	0.1829272	3.605506	0.3021024	1.999905	0.1057356	0.1829272	0	0	0	0	
0.021	-6.336872E-05	0.1992686	3.605499	0.3147604	1.99989	0.1162574	0.1992686	0	0	0	0	
0.022	-7.333011E-05	0.1992686	3.60549	0.3272694	1.999874	0.1266489	0.1992686	0	0	0	0	
0.023	-8.433696E-05	0.2152833	3.605481	0.3396337	1.999855	0.1384473	0.2152833	0	0	0	0	
0.024	-9.645154E-05	0.2152833	3.605471	0.3518499	1.999835	0.1500989	0.2152833	0	0	0	0	
0.025	-0.0001097409	0.2309776	3.60546	0.3639245	1.999814	0.1632292	0.2309776	0	0	0	0	
0.026	-0.0001242714	0.2309776	3.605448	0.3758542	1.99979	0.1761957	0.2309776	0	0	0	0	
0.027	-0.0001401142	0.2463581	3.605435	0.387643	1.999764	0.1906957	0.2463581	0	0	0	0	
0.028	-0.0001573397	0.2463581	3.60542	0.3992901	1.999736	0.2050144	0.2463581	0	0	0	0	
0.029	-0.0001760236	0.2614309	3.605405	0.410797	1.999706	0.2209045	0.2614309	0	0	0	0	
0.03	-0.0001962405	0.2614309	3.605388	0.4221652	1.999673	0.2365945	0.2614309	0	0	0	0	
0.031	-0.0002180706	0.2762023	3.60537	0.4333915	1.999638	0.2538733	0.2762023	0	0	0	0	
0.032	-0.0002415929	0.2762023	3.60535	0.4444822	1.9996	0.2709353	0.2762023	0	0	0	0	
0.033	-0.000266892	0.2906783	3.605329	0.4554363	1.999559	0.2895821	0.2906783	0	0	0	0	
0.034	-0.0002940512	0.2906783	3.605307	0.4662531	1.999515	0.3079948	0.2906783	0	0	0	0	
0.035	-0.0003231596	0.3048647	3.605282	0.476934	1.999469	0.3279698	0.3048647	0	0	0	0	
