Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	2	20	2	50	
0.001	0	0	0	0	0	0	0	2.000149	20.01488	1.999851	49.98512	
0.002	-9.916626E-05	0	0	0	0	0	0	2.000434	20.04342	1.999566	49.95658	
0.003	-0.0002894349	0	0	0	0	0	0	2.000845	20.0845	1.999155	49.9155	
0.004	-0.0005632996	0	0	0	0	0	0	2.001371	20.13707	1.998629	49.86293	
0.005	-0.0009137738	0	0	0	0	0	0	2.002002	20.20016	1.997998	49.79985	
0.006	-0.001334356	0	0	0	0	0	0	2.002728	20.27285	1.997272	49.72715	
0.007	-0.001818999	0	0	0	0	0	0	2.003543	20.35432	1.996457	49.64569	
0.008	-0.002362075	0	0	0	0	0	0	2.004437	20.44375	1.995562	49.55624	
0.009000001	-0.002958352	0	0	0	0	0	0	2.005404	20.54045	1.994596	49.45955	
0.01	-0.003602967	0	0	0	0	0	0	2.006437	20.64371	1.993563	49.35629	
0.011	-0.004291396	0	0	0	0	0	0	2.007529	20.75291	1.992471	49.24709	
0.012	-0.005019438	0	0	0	0	0	0	2.008675	20.86747	1.991325	49.13253	
0.013	-0.00578319	0	0	0	0	0	0	2.009868	20.98684	1.990131	49.01315	
0.014	-0.006579025	0	0	0	0	0	0	2.011105	21.11053	1.988895	48.88947	
0.015	-0.007403579	0	0	0	0	0	0	2.01238	21.23804	1.98762	48.76195	
0.016	-0.008253725	0	0	0	0	0	0	2.01369	21.36898	1.98631	48.63103	
0.017	-0.009126567	0	0	0	0	0	0	2.015029	21.5029	1.984971	48.49712	
0.018	-0.01001942	0	0	0	0	0	0	2.016394	21.63944	1.983606	48.36056	
0.019	-0.01092978	0	0	0	0	0	0	2.017783	21.77827	1.982217	48.22174	
0.02	-0.01185535	0	0	0	0	0	0	2.019191	21.91906	1.98081	48.08096	
0.021	-0.01279399	0	0	0	0	0	0	2.020615	22.06149	1.979385	47.9385	
0.022	-0.01374372	0	0	0	0	0	0	2.022053	22.20533	1.977947	47.79468	
0.023	-0.01470271	0	0	0	0	0	0	2.023503	22.35029	1.976497	47.6497	
0.024	-0.01566925	0	0	0	0	0	0	2.024961	22.49615	1.975038	47.50384	
0.025	-0.0166418	0	0	0	0	0	0	2.026427	22.64271	1.973573	47.3573	
0.026	-0.01761891	0	0	0	0	0	0	2.027897	22.78972	1.972103	47.21028	
0.027	-0.01859923	0	0	0	0	0	0	2.029371	22.93706	1.97063	47.06296	
0.028	-0.01958155	0	0	0	0	0	0	2.030845	23.0845	1.969155	46.91551	
0.029	-0.02056472	0	0	0	0	0	0	2.032319	23.23191	1.967681	46.76809	
0.03	-0.02154771	0	0	0	0	0	0	2.033792	23.37916	1.966208	46.62085	
0.031	-0.02252956	0	0	0	0	0	0	2.035261	23.5261	1.964739	46.47393	
0.032	-0.02350939	0	0	0	0	0	0	2.036726	23.6726	1.963274	46.32741	
0.033	-0.02448639	0	0	0	0	0	0	2.038186	23.81857	1.961815	46.18145	
0.034	-0.02545983	0	0	0	0	0	0	2.039639	23.96391	1.960361	46.03611	
0.035	-0.02642902	0	0	0	0	0	0	2.041085	24.10851	1.958915	45.89153	
0.036	-0.02739334	0	0	0	0	0	0	2.042523	24.25227	1.957477	45.74775	
0.037	-0.02835225	0	0	0	0	0	0	2.043952	24.39516	1.956049	45.60486	
0.038	-0.02930521	0	0	0	0	0	0	2.045371	24.53709	1.954629	45.46294	
0.039	-0.03025177	0	0	0	0	0	0	2.04678	24.67797	1.95322	45.32205	
0.04	-0.0311915	0	0	0	0	0	0	2.048178	24.8178	1.951822	45.18224	
0.041	-0.03212403	0	0	0	0	0	0	2.049565	24.95649	1.950436	45.04358	
0.042	-0.03304901	0	0	0	0	0	0	2.05094	25.09396	1.949061	44.90607	
0.043	-0.03396612	0	0	0	0	0	0	2.052302	25.23024	1.947698	44.76981	
0.044	-0.03487511	0	0	0	0	0	0	2.053652	25.36523	1.946348	44.63481	
0.045	-0.03577571	0	0	0	0	0	0	2.05499	25.49896	1.945011	44.5011	
0.046	-0.03666772	0	0	0	0	0	0	2.056314	25.63136	1.943687	44.36872	
0.047	-0.03755094	0	0	0	0	0	0	2.057624	25.76241	1.942377	44.23767	
0.048	-0.0384252	0	0	0	0	0	0	2.058921	25.89207	1.94108	44.108	
0.049	-0.03929036	0	0	0	0	0	0	2.060204	26.02036	1.939797	43.97971	
0.05	-0.04014629	0	0	0	0	0	0	2.061473	26.14727	1.938528	43.85283	
0.051	-0.0409929	0	0	0	0	0	0	2.062727	26.27273	1.937274	43.72736	
0.052	-0.04183008	0	0	0	0	0	0	2.063968	26.39677	1.936033	43.60332	
0.053	-0.04265777	0	0	0	0	0	0	2.065194	26.51939	1.934807	43.48072	
0.054	-0.04347592	0	0	0	0	0	0	2.066406	26.64058	1.933595	43.35954	
0.055	-0.04428448	0	0	0	0	0	0	2.067603	26.76027	1.932398	43.23983	
0.056	-0.04508342	0	0	0	0	0	0	2.068785	26.87855	1.931216	43.12156	
0.057	-0.04587273	0	0	0	0	0	0	2.069954	26.9954	1.930048	43.00475	
0.058	-0.0466524	0	0	0	0	0	0	2.071108	27.11077	1.928894	42.88937	
0.059	-0.04742242	0	0	0	0	0	0	2.072247	27.22471	1.927755	42.77545	
0.06	-0.04818282	0	0	0	0	0	0	2.073372	27.33722	1.92663	42.66297	
0.061	-0.04893362	0	0	0	0	0	0	2.074482	27.44825	1.925519	42.55192	
0.062	-0.04967484	0	0	0	0	0	0	2.075579	27.55787	1.924423	42.44232	
0.063	-0.05040652	0	0	0	0	0	0	2.076661	27.66607	1.923341	42.33413	
0.064	-0.0511287	0	0	0	0	0	0	2.077728	27.77283	1.922274	42.22738	
0.06500001	-0.05184144	0	0	0	0	0	0	2.078782	27.87819	1.92122	42.12203	
0.066	-0.05254478	0	0	0	0	0	0	2.079822	27.98216	1.920181	42.01808	
0.067	-0.05323878	0	0	0	0	0	0	2.080847	28.08473	1.919155	41.91551	
0.068	-0.05392351	0	0	0	0	0	0	2.081859	28.18592	1.918143	41.81434	
0.06900001	-0.05459904	0	0	0	0	0	0	2.082857	28.28572	1.917145	41.71454	
0.07	-0.05526543	0	0	0	0	0	0	2.083842	28.38419	1.916161	41.61609	
0.071	-0.05592277	0	0	0	0	0	0	2.084813	28.48129	1.91519	41.51901	
0.072	-0.05657112	0	0	0	0	0	0	2.08577	28.57704	1.914232	41.42325	
0.07300001	-0.05721057	0	0	0	0	0	0	2.086715	28.67148	1.913288	41.32882	
0.074	-0.0578412	0	0	0	0	0	0	2.087646	28.76463	1.912357	41.23571	
0.075	-0.0584631	0	0	0	0	0	0	2.088565	28.85647	1.911439	41.14388	
0.07600001	-0.05907634	0	0	0	0	0	0	2.08947	28.94702	1.910534	41.05336	
0.07700001	-0.05968102	0	0	0	0	0	0	2.090363	29.03631	1.909641	40.96408	
0.078	-0.06027724	0	0	0	0	0	0	2.091243	29.12433	1.908761	40.87608	
0.079	-0.06086507	0	0	0	0	0	0	2.092111	29.21109	1.907893	40.78932	
0.08000001	-0.06144461	0	0	0	0	0	0	2.092966	29.29664	1.907038	40.7038	
0.081	-0.06201595	0	0	0	0	0	0	2.09381	29.38097	1.906195	40.61947	
0.082	-0.06257918	0	0	0	0	0	0	2.094641	29.4641	1.905364	40.53635	
0.083	-0.06313441	0	0	0	0	0	0	2.09546	29.54602	1.904544	40.45444	
0.08400001	-0.06368171	0	0	0	0	0	0	2.096268	29.62677	1.903737	40.3737	
0.085	-0.0642212	0	0	0	0	0	0	2.097064	29.70641	1.902941	40.29409	
0.086	-0.06475295	0	0	0	0	0	0	2.097848	29.78485	1.902157	40.21567	
0.087	-0.06527707	0	0	0	0	0	0	2.098622	29.86217	1.901383	40.13834	
0.08800001	-0.06579365	0	0	0	0	0	0	2.099384	29.93839	1.900622	40.06215	
0.089	-0.06630278	0	0	0	0	0	0	2.100135	30.01349	1.899871	39.98706	
0.09	-0.06680456	0	0	0	0	0	0	2.100875	30.08752	1.899131	39.91306	
0.09100001	-0.06729908	0	0	0	0	0	0	2.101605	30.16047	1.898401	39.84014	
0.09200001	-0.06778643	0	0	0	0	0	0	2.102323	30.23233	1.897683	39.76826	
0.093	-0.0682667	0	0	0	0	0	0	2.103032	30.30317	1.896975	39.69746	
0.094	-0.06874	0	0	0	0	0	0	2.10373	30.373	1.896277	39.62767	
0.09500001	-0.06920642	0	0	0	0	0	0	2.104418	30.44176	1.895589	39.5589	
0.096	-0.06966603	0	0	0	0	0	0	2.105095	30.50954	1.894911	39.49113	
0.097	-0.07011893	0	0	0	0	0	0	2.105763	30.57635	1.894244	39.42437	
