Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	2	20	0	0	
0.001	0	0	0	0	0	0	0	1.999897	19.98967	0	0	
0.002	6.887713E-05	0	0	0	0	0	0	1.999694	19.96945	0	0	
0.003	0.0002037138	0	0	0	0	0	0	1.999398	19.93976	0	0	
0.004	0.0004016804	0	0	0	0	0	0	1.99901	19.901	0	0	
0.005	0.0006600332	0	0	0	0	0	0	1.998536	19.85359	0	0	
0.006	0.0009761119	0	0	0	0	0	0	1.997979	19.79791	0	0	
0.007	0.001347338	0	0	0	0	0	0	1.997343	19.73432	0	0	
0.008	0.001771212	0	0	0	0	0	0	1.996632	19.6632	0	0	
0.009000001	0.002245312	0	0	0	0	0	0	1.995849	19.58491	0	0	
0.01	0.002767291	0	0	0	0	0	0	1.994998	19.49978	0	0	
0.011	0.003334877	0	0	0	0	0	0	1.994081	19.40813	0	0	
0.012	0.003945868	0	0	0	0	0	0	1.993103	19.31028	0	0	
0.013	0.004598131	0	0	0	0	0	0	1.992066	19.20657	0	0	
0.014	0.005289604	0	0	0	0	0	0	1.990973	19.09727	0	0	
0.015	0.006018289	0	0	0	0	0	0	1.989827	18.98267	0	0	
0.016	0.006782251	0	0	0	0	0	0	1.988631	18.86307	0	0	
0.017	0.007579621	0	0	0	0	0	0	1.987387	18.73874	0	0	
0.018	0.008408588	0	0	0	0	0	0	1.986099	18.60992	0	0	
0.019	0.009267403	0	0	0	0	0	0	1.984769	18.47688	0	0	
0.02	0.01015437	0	0	0	0	0	0	1.983399	18.33986	0	0	
0.021	0.01106786	0	0	0	0	0	0	1.981991	18.19911	0	0	
0.022	0.01200629	0	0	0	0	0	0	1.980548	18.05484	0	0	
0.023	0.01296812	0	0	0	0	0	0	1.979073	17.90729	0	0	
0.024	0.01395189	0	0	0	0	0	0	1.977567	17.75666	0	0	
0.025	0.01495617	0	0	0	0	0	0	1.976032	17.60317	0	0	
0.026	0.01597959	0	0	0	0	0	0	1.97447	17.44701	0	0	
0.027	0.0170208	0	0	0	0	0	0	1.972884	17.28838	0	0	
0.028	0.01807854	0	0	0	0	0	0	1.971274	17.12744	0	0	
0.029	0.01915156	0	0	0	0	0	0	1.969644	16.96441	0	0	
0.03	0.02023867	0	0	0	0	0	0	1.967994	16.79944	0	0	
0.031	0.02133873	0	0	0	0	0	0	1.966327	16.63271	0	0	
0.032	0.02245062	0	0	0	0	0	0	1.964643	16.46434	0	0	
0.033	0.02357327	0	0	0	0	0	0	1.962945	16.29454	0	0	
0.034	0.02470567	0	0	0	0	0	0	1.961234	16.12341	0	0	
0.035	0.0258468	0	0	0	0	0	0	1.959511	15.95115	0	0	
0.036	0.02699573	0	0	0	0	0	0	1.957778	15.77783	0	0	
0.037	0.02815153	0	0	0	0	0	0	1.956036	15.60365	0	0	
0.038	0.02931333	0	0	0	0	0	0	1.954287	15.42869	0	0	
0.039	0.03048027	0	0	0	0	0	0	1.952531	15.25308	0	0	
0.04	0.03165154	0	0	0	0	0	0	1.95077	15.07696	0	0	
0.041	0.03282635	0	0	0	0	0	0	1.949004	14.90042	0	0	
0.042	0.03400395	0	0	0	0	0	0	1.947236	14.72358	0	0	
0.043	0.03518362	0	0	0	0	0	0	1.945465	14.54653	0	0	
0.044	0.03636466	0	0	0	0	0	0	1.943694	14.3694	0	0	
0.045	0.03754642	0	0	0	0	0	0	1.941923	14.19226	0	0	
0.046	0.03872825	0	0	0	0	0	0	1.940152	14.0152	0	0	
