Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	2	8.350704E-07	2	8.350704E-07	0	0	0	0	0	
0.001	0	0.02	2	0.00237212	2	0.00237212	0.02	0	0	0	0	
0.002	0	0.02	2	0.00471732	2	0.00471732	0.02	0	0	0	0	
0.003	0	0.0396	2	0.007531638	2	0.007531638	0.0396	0	0	0	0	
0.004	0	0.0396	2	0.010315	2	0.010315	0.0396	0	0	0	0	
0.005	0	0.05880801	2	0.0136456	2	0.0136456	0.05880801	0	0	0	0	
0.006	0	0.05880801	2	0.01693957	2	0.01693957	0.05880801	0	0	0	0	
0.007	0	0.07763185	2	0.02086665	2	0.02086665	0.07763185	0	0	0	0	
0.008	0	0.07763185	2	0.02475053	2	0.02475053	0.07763185	0	0	0	0	
0.009000001	0	0.09607922	2	0.02936047	2	0.02936047	0.09607922	0	0	0	0	
0.01	0	0.09607922	2	0.0339197	2	0.0339197	0.09607922	0	0	0	0	
0.011	0	0.1141576	2	0.03930396	2	0.03930396	0.1141576	0	0	0	0	
0.012	0	0.1141576	2	0.04462899	2	0.04462899	0.1141576	0	0	0	0	
0.013	0	0.1318745	2	0.05088241	2	0.05088241	0.1318745	0	0	0	0	
0.014	0	0.1318745	2	0.05706705	2	0.05706705	0.1318745	0	0	0	0	
0.015	0	0.149237	2	0.06428578	2	0.06428578	0.149237	0	0	0	0	
0.016	0	0.149237	2	0.0714251	2	0.0714251	0.149237	0	0	0	0	
0.017	0	0.1662522	2	0.07970393	2	0.07970393	0.1662522	0	0	0	0	
0.018	0	0.1662522	2	0.08789171	2	0.08789171	0.1662522	0	0	0	0	
0.019	0	0.1829272	2	0.09732115	2	0.09732115	0.1829272	0	0	0	0	
0.02	0	0.1829272	2	0.1066469	2	0.1066469	0.1829272	0	0	0	0	
0.021	0	0.1992686	2	0.1173099	2	0.1173099	0.1992686	0	0	0	0	
0.022	0	0.1992686	2	0.1278557	2	0.1278557	0.1992686	0	0	0	0	
0.023	0	0.2152833	2	0.1398246	2	0.1398246	0.2152833	0	0	0	0	
0.024	0	0.2152833	2	0.1516618	2	0.1516618	0.2152833	0	0	0	0	
0.025	0	0.2309776	2	0.1649949	2	0.1649949	0.2309776	0	0	0	0	
0.026	0	0.2309776	2	0.1781813	2	0.1781813	0.2309776	0	0	0	0	
0.027	0	0.2463581	2	0.1929205	2	0.1929205	0.2463581	0	0	0	0	
0.028	0	0.2463581	2	0.2074975	2	0.2074975	0.2463581	0	0	0	0	
0.029	0	0.2614309	2	0.2236661	2	0.2236661	0.2614309	0	0	0	0	
0.03	0	0.2614309	2	0.2396568	2	0.2396568	0.2614309	0	0	0	0	
0.031	0	0.2762023	2	0.2572583	2	0.2572583	0.2762023	0	0	0	0	
0.032	0	0.2762023	2	0.2746662	2	0.2746662	0.2762023	0	0	0	0	
0.033	0	0.2906783	2	0.2936841	2	0.2936841	0.2906783	0	0	0	0	
0.034	0	0.2906783	2	0.3124928	2	0.3124928	0.2906783	0	0	0	0	
0.035	0	0.3048647	2	0.332891	2	0.332891	0.3048647	0	0	0	0	
0.036	0	0.3048647	2	0.3530649	2	0.3530649	0.3048647	0	0	0	0	
0.037	0	0.3187674	2	0.3747891	2	0.3747891	0.3187674	0	0	0	0	
0.038	0	0.3187674	2	0.3962744	2	0.3962744	0.3187674	0	0	0	0	
0.039	0	0.332392	2	0.4192545	2	0.4192545	0.332392	0	0	0	0	
0.04	0	0.332392	2	0.4419817	2	0.4419817	0.332392	0	0	0	0	
0.041	0	0.3457442	2	0.4661339	2	0.4661339	0.3457442	0	0	0	0	
0.042	0	0.3457442	2	0.4900204	2	0.4900204	0.3457442	0	0	0	0	
0.043	0	0.3588293	2	0.5152505	2	0.5152505	0.3588293	0	0	0	0	
0.044	0	0.3588293	2	0.5402031	2	0.5402031	0.3588293	0	0	0	0	
0.045	0	0.3716527	2	0.5664095	2	0.5664095	0.3716527	0	0	0	0	
0.046	0	0.3716527	2	0.5923277	2	0.5923277	0.3716527	0	0	0	0	
0.047	0	0.3842196	2	0.6194042	2	0.6194042	0.3842196	0	0	0	0	
0.048	0	0.3842196	2	0.6461828	2	0.6461828	0.3842196	0	0	0	0	
