Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	2	8.350704E-07	2	8.350704E-07	0	0	0	0	0	
0.001	2.502768E-15	0.02	2	0.00237212	2	0.00237212	0	0	0	0	0	
0.002	2.502768E-15	0.02	2	0.00471732	2	0.00471732	0	0	0	0	0	
0.003	2.502768E-15	0.0396	2	0.007531638	2	0.007036724	0	0	0	0	0	
0.004	2.502768E-15	0.0396	2	0.010315	2	0.009330614	0	0	0	0	0	
0.005	1.778846E-09	0.05880801	2	0.0136456	2	0.01159927	0	0	0	0	0	
0.006	7.095809E-09	0.05880801	2	0.01693957	2	0.01384297	0	0	0	0	0	
0.007	1.976781E-08	0.07763185	2	0.02086665	2	0.01606199	0	0	0	0	0	
0.008	4.356976E-08	0.07763185	2	0.02475053	2	0.0182566	0	0	0	0	0	
0.009000001	8.464085E-08	0.09607922	2	0.02936047	2	0.02042708	0	0	0	0	0	
0.01	1.490528E-07	0.09607922	2	0.0339197	2	0.02257367	0	0	0	0	0	
0.011	2.455735E-07	0.1141576	2	0.03930396	2	0.02469666	0	0	0	0	0	
0.012	3.828746E-07	0.1141576	2	0.04462899	2	0.02679629	0	0	0	0	0	
0.013	5.726781E-07	0.1318745	2	0.05088241	2	0.02887282	0	0	0	0	0	
0.014	8.265768E-07	0.1318745	2	0.05706705	2	0.03092651	0	0	0	0	0	
0.015	1.159583E-06	0.149237	2	0.06428578	2	0.03295762	0	0	0	0	0	
0.016	1.586546E-06	0.149237	2	0.0714251	2	0.03496638	0	0	0	0	0	
0.017	2.126109E-06	0.1662522	2	0.07970393	2	0.03695304	0	0	0	0	0	
0.018	2.796714E-06	0.1662522	2	0.08789171	2	0.03891785	0	0	0	0	0	
0.019	3.620977E-06	0.1829272	2	0.09732115	2	0.04086105	0	0	0	0	0	
0.02	4.621264E-06	0.1829272	2	0.1066469	2	0.04278287	0	0	0	0	0	
0.021	5.824482E-06	0.1992686	2	0.1173099	2	0.04468355	0	0	0	0	0	
0.022	7.257244E-06	0.1992686	1.999989	0.1277483	2.000011	0.04667311	0	0	0	0	0	
0.023	8.951043E-06	0.2152833	1.999987	0.139692	2.000014	0.04855736	0	0	0	0	0	
0.024	1.093625E-05	0.2152833	1.999984	0.1515007	2.000016	0.0504233	0	0	0	0	0	
0.025	1.324901E-05	0.2309776	1.99998	0.1648008	2.00002	0.0522759	0	0	0	0	0	
0.026	1.592507E-05	0.2309776	1.999976	0.1779486	2.000024	0.05411055	0	0	0	0	0	
0.027	1.900558E-05	0.2463581	1.999972	0.1926435	2.000029	0.05593459	0	0	0	0	0	
0.028	2.253119E-05	0.2463581	1.999966	0.2071708	2.000034	0.0577434	0	0	0	0	0	
0.029	2.654816E-05	0.2614309	1.99996	0.2232818	2.00004	0.05953952	0	0	0	0	0	
0.03	3.110222E-05	0.2614309	1.999953	0.2392083	2.000047	0.06132548	0	0	0	0	0	
0.031	3.62448E-05	0.2762023	1.999946	0.2567368	2.000054	0.06309903	0	0	0	0	0	
0.032	4.202675E-05	0.2762023	1.999937	0.2740628	2.000063	0.0648627	0	0	0	0	0	
0.033	4.850467E-05	0.2906783	1.999927	0.29299	2.000073	0.06661898	0	0	0	0	0	
0.034	5.573451E-05	0.2906783	1.999916	0.3116971	2.000084	0.06836797	0	0	0	0	0	
