Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	2	8.350704E-07	0	0	0	0	0	0	0	
0.001	0	0.02	2	0.00237212	0	0	0	0	0	0	0	
0.002	0	0.02	2	0.00471732	0	0	0	0	0	0	0	
0.003	8.52599E-09	0.0396	2	0.007531638	0	0	0	0	0	0	0	
0.004	3.40072E-08	0.0396	2	0.010315	0	0	0	0	0	0	0	
0.005	8.655901E-08	0.05880801	2	0.0136456	0	0	0	0	0	0	0	
0.006	1.761855E-07	0.05880801	2	0.01693957	0	0	0	0	0	0	0	
0.007	3.148577E-07	0.07763185	2	0.02086665	0	0	0	0	0	0	0	
0.008	5.144149E-07	0.07763185	2	0.02475053	0	0	0	0	0	0	0	
0.009000001	7.88972E-07	0.09607922	2	0.02936047	0	0	0	0	0	0	0	
0.01	1.152489E-06	0.09607922	2	0.0339197	0	0	0	0	0	0	0	
0.011	1.621534E-06	0.1141576	2	0.03930396	0	0	0	0	0	0	0	
0.012	2.212496E-06	0.1141576	2	0.04462899	0	0	0	0	0	0	0	
0.013	2.944726E-06	0.1318745	2	0.05088241	0	0	0	0	0	0	0	
0.014	3.837363E-06	0.1318745	2	0.05706705	0	0	0	0	0	0	0	
0.015	4.912884E-06	0.149237	2	0.06428578	0	0	0	0	0	0	0	
0.016	6.193519E-06	0.149237	1.999988	0.07130935	0	0	0	0	0	0	0	
0.017	7.705213E-06	0.1662522	1.999986	0.0795631	0	0	0	0	0	0	0	
0.018	9.47321E-06	0.1662522	1.999983	0.08772125	0	0	0	0	0	0	0	
0.019	1.152718E-05	0.1829272	1.999979	0.0971166	0	0	0	0	0	0	0	
0.02	1.389644E-05	0.1829272	1.999975	0.1064038	0	0	0	0	0	0	0	
0.021	1.661476E-05	0.1992686	1.99997	0.1170227	0	0	0	0	0	0	0	
0.022	1.971552E-05	0.1992686	1.999965	0.1275189	0	0	0	0	0	0	0	
0.023	2.323689E-05	0.2152833	1.999959	0.1394314	0	0	0	0	0	0	0	
0.024	2.72166E-05	0.2152833	1.999952	0.1512046	0	0	0	0	0	0	0	
0.025	3.169745E-05	0.2309776	1.999945	0.164467	0	0	0	0	0	0	0	
0.026	3.672178E-05	0.2309776	1.999936	0.177574	0	0	0	0	0	0	0	
0.027	4.233724E-05	0.2463581	1.999927	0.1922261	0	0	0	0	0	0	0	
0.028	4.859094E-05	0.2463581	1.999917	0.206705	0	0	0	0	0	0	0	
0.029	5.553555E-05	0.2614309	1.999905	0.2227658	0	0	0	0	0	0	0	
0.03	6.322312E-05	0.2614309	1.999892	0.2386389	0	0	0	0	0	0	0	
0.031	7.171136E-05	0.2762023	1.999878	0.2561098	0	0	0	0	0	0	0	
0.032	8.105732E-05	0.2762023	1.999863	0.2733752	0	0	0	0	0	0	0	
0.033	9.132381E-05	0.2906783	1.999846	0.2922364	0	0	0	0	0	0	0	
0.034	0.0001025729	0.2906783	1.999828	0.3108758	0	0	0	0	0	0	0	
0.035	0.0001148723	0.3048647	1.999808	0.3310884	0	0	0	0	0	0	0	
0.036	0.0001282891	0.3048647	1.999786	0.3510605	0	0	0	0	0	0	0	
0.037	0.0001428959	0.3187674	1.999762	0.372566	0	0	0	0	0	0	0	
0.038	0.0001587646	0.3187674	1.999736	0.3938156	0	0	0	0	0	0	0	
0.039	0.0001759723	0.332392	1.999708	0.4165397	0	0	0	0	0	0	0	
0.04	0.0001945954	0.332392	1.999678	0.438992	0	0	0	0	0	0	0	
0.041	0.0002147158	0.3457442	1.999645	0.462848	0	0	0	0	0	0	0	
0.042	0.000236414	0.3457442	1.99961	0.4864163	0	0	0	0	0	0	0	
0.043	0.0002597757	0.3588293	1.999573	0.5113051	0	0	0	0	0	0	0	
0.044	0.0002848858	0.3588293	1.999532	0.5358922	0	0	0	0	0	0	0	
0.045	0.0003118336	0.3716527	1.999489	0.5617082	0	0	0	0	0	0	0	
0.046	0.0003407076	0.3716527	1.999443	0.5872087	0	0	0	0	0	0	0	
0.047	0.0003716004	0.3842196	1.999393	0.6138407	0	0	0	0	0	0	0	
0.048	0.0004046039	0.3842196	1.99934	0.6401458	0	0	0	0	0	0	0	
0.049	0.0004398137	0.3965353	1.999284	0.6674808	0	0	0	0	0	0	0	
0.05	0.0004773242	0.3965353	1.999224	0.6944786	0	0	0	0	0	0	0	
0.051	0.0005172339	0.4086046	1.999161	0.7224039	0	0	0	0	0	0	0	
0.052	0.0005596398	0.4086046	1.999093	0.7499833	0	0	0	0	0	0	0	
0.053	0.000604642	0.4204325	1.999022	0.7783901	0	0	0	0	0	0	0	
0.054	0.00065234	0.4204325	1.998946	0.8064408	0	0	0	0	0	0	0	
0.055	0.0007028357	0.4320239	1.998866	0.8352221	0	0	0	0	0	0	0	
0.056	0.0007562299	0.4320239	1.998781	0.8636417	0	0	0	0	0	0	0	
0.057	0.0008126261	0.4433834	1.998692	0.8926966	0	0	0	0	0	0	0	
0.058	0.0008721264	0.4433834	1.998598	0.9213832	0	0	0	0	0	0	0	
0.059	0.0009348353	0.4545157	1.998499	0.950617	0	0	0	0	0	0	0	
0.06	0.001000856	0.4545157	1.998395	0.9794781	0	0	0	0	0	0	0	
0.061	0.001070293	0.4654254	1.998285	1.008803	0	0	0	0	0	0	0	
0.062	0.001143251	0.4654254	1.99817	1.037749	0	0	0	0	0	0	0	
0.063	0.001219835	0.4761169	1.99805	1.067081	0	0	0	0	0	0	0	
0.064	0.001300149	0.4761169	1.997924	1.096034	0	0	0	0	0	0	0	
0.06500001	0.001384298	0.4865946	1.997791	1.125301	0	0	0	0	0	0	0	
0.066	0.001472386	0.4865946	1.997653	1.154185	0	0	0	0	0	0	0	
0.067	0.001564519	0.4968627	1.997509	1.183318	0	0	0	0	0	0	0	
0.068	0.001660801	0.4968627	1.997358	1.212065	0	0	0	0	0	0	0	
0.06900001	0.001761335	0.5069255	1.997201	1.241003	0	0	0	0	0	0	0	
0.07	0.001866226	0.5069255	1.997037	1.269554	0	0	0	0	0	0	0	
0.071	0.001975578	0.5167869	1.996866	1.298242	0	0	0	0	0	0	0	
0.072	0.002089492	0.5167869	1.996688	1.326543	0	0	0	0	0	0	0	
0.07300001	0.002208073	0.5264512	1.996503	1.35493	0	0	0	0	0	0	0	
0.074	0.002331422	0.5264512	1.996311	1.382931	0	0	0	0	0	0	0	
0.075	0.00245964	0.5359222	1.996111	1.410975	0	0	0	0	0	0	0	
0.07600001	0.00259283	0.5359222	1.995903	1.438632	0	0	0	0	0	0	0	
0.07700001	0.00273109	0.5452037	1.995688	1.466293	0	0	0	0	0	0	0	
0.078	0.002874522	0.5452037	1.995465	1.493568	0	0	0	0	0	0	0	
