Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	3.605551	180.5551	2	50	
0.001	0	0	0	0	0	0	0	3.605126	180.5126	1.999234	49.92342	
0.002	-0.0005105356	0	0	0	0	0	0	3.604299	180.4299	1.997744	49.77442	
0.003	-0.001503844	0	0	0	0	0	0	3.60309	180.309	1.99557	49.55698	
0.004	-0.002953471	0	0	0	0	0	0	3.601519	180.1519	1.992749	49.27487	
0.005	-0.004834198	0	0	0	0	0	0	3.599605	179.9605	1.989317	48.93172	
0.006	-0.007121968	0	0	0	0	0	0	3.597363	179.7363	1.985309	48.53095	
0.007	-0.009793823	0	0	0	0	0	0	3.594811	179.4811	1.980759	48.07588	
0.008	-0.01282785	0	0	0	0	0	0	3.591963	179.1963	1.975696	47.56964	
0.009000001	-0.01620311	0	0	0	0	0	0	3.588833	178.8833	1.970152	47.01525	
0.01	-0.01989962	0	0	0	0	0	0	3.585434	178.5434	1.964156	46.41562	
0.011	-0.02389827	0	0	0	0	0	0	3.58178	178.178	1.957734	45.77345	
0.012	-0.0281808	0	0	0	0	0	0	3.577883	177.7883	1.950914	45.09144	
0.013	-0.03272978	0	0	0	0	0	0	3.573753	177.3753	1.943721	44.37208	
0.014	-0.03752852	0	0	0	0	0	0	3.569403	176.9403	1.936178	43.61781	
0.015	-0.04256109	0	0	0	0	0	0	3.564841	176.4841	1.92831	42.83097	
0.016	-0.04781225	0	0	0	0	0	0	3.560079	176.0079	1.920138	42.01377	
0.017	-0.05326747	0	0	0	0	0	0	3.555126	175.5126	1.911684	41.16837	
0.018	-0.05891283	0	0	0	0	0	0	3.549991	174.9991	1.902968	40.29678	
0.019	-0.06473506	0	0	0	0	0	0	3.544683	174.4683	1.89401	39.40098	
0.02	-0.07072148	0	0	0	0	0	0	3.53921	173.921	1.884829	38.48286	
0.021	-0.07686	0	0	0	0	0	0	3.533581	173.3582	1.875442	37.54422	
0.022	-0.08313906	0	0	0	0	0	0	3.527804	172.7804	1.865868	36.58677	
0.023	-0.08954767	0	0	0	0	0	0	3.521886	172.1886	1.856122	35.61215	
0.024	-0.09607533	0	0	0	0	0	0	3.515835	171.5835	1.84622	34.62197	
0.025	-0.1027121	0	0	0	0	0	0	3.509657	170.9657	1.836177	33.61771	
0.026	-0.1094483	0	0	0	0	0	0	3.503361	170.3361	1.826008	32.60083	
0.027	-0.116275	0	0	0	0	0	0	3.496951	169.6951	1.815727	31.57271	
0.028	-0.1231837	0	0	0	0	0	0	3.490435	169.0435	1.805346	30.53465	
0.029	-0.130166	0	0	0	0	0	0	3.48382	168.382	1.794879	29.48793	
0.03	-0.1372143	0	0	0	0	0	0	3.47711	167.711	1.784337	28.4337	
0.031	-0.1443211	0	0	0	0	0	0	3.470312	167.0312	1.773732	27.37317	
0.032	-0.1514796	0	0	0	0	0	0	3.463431	166.3431	1.763074	26.30738	
0.033	-0.158683	0	0	0	0	0	0	3.456473	165.6473	1.752374	25.23737	
0.034	-0.1659253	0	0	0	0	0	0	3.449443	164.9443	1.741641	24.16412	
0.035	-0.1732004	0	0	0	0	0	0	3.442346	164.2346	1.730885	23.08854	
0.036	-0.1805027	0	0	0	0	0	0	3.435187	163.5187	1.720115	22.01153	
0.037	-0.1878271	0	0	0	0	0	0	3.427969	162.797	1.709339	20.93393	
0.038	-0.1951686	0	0	0	0	0	0	3.420699	162.0699	1.698565	19.85653	
0.039	-0.2025226	0	0	0	0	0	0	3.41338	161.338	1.687801	18.78005	
0.04	-0.2098846	0	0	0	0	0	0	3.406017	160.6017	1.677052	17.7052	
0.041	-0.2172507	0	0	0	0	0	0	3.398612	159.8612	1.666327	16.63268	
0.042	-0.2246169	0	0	0	0	0	0	3.39117	159.117	1.655631	15.56307	
0.043	-0.2319797	0	0	0	0	0	0	3.383694	158.3694	1.64497	14.49696	
0.044	-0.2393358	0	0	0	0	0	0	3.376189	157.6189	1.634349	13.43492	
0.045	-0.2466821	0	0	0	0	0	0	3.368656	156.8656	1.623775	12.37745	
0.046	-0.2540156	0	0	0	0	0	0	3.3611	156.11	1.61325	11.32503	
0.047	-0.2613338	0	0	0	0	0	0	3.353523	155.3523	1.602781	10.27811	
