Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	2	20	2	0	
0.001	0	0	0	0	0	0	0	1.999901	19.99009	2.000099	0.009918213	
0.002	6.611086E-05	0	0	0	0	0	0	1.999711	19.97106	2.000289	0.02894402	
0.003	0.0001929567	0	0	0	0	0	0	1.999437	19.94368	2.000563	0.05633831	
0.004	0.0003755332	0	0	0	0	0	0	1.999086	19.90863	2.000914	0.09138584	
0.005	0.0006091828	0	0	0	0	0	0	1.998666	19.86657	2.001334	0.1334429	
0.006	0.0008895713	0	0	0	0	0	0	1.998181	19.8181	2.001819	0.1818895	
0.007	0.001212666	0	0	0	0	0	0	1.997638	19.76379	2.002362	0.2362013	
0.008	0.001574717	0	0	0	0	0	0	1.997042	19.70417	2.002958	0.2958298	
0.009000001	0.001972236	0	0	0	0	0	0	1.996397	19.63971	2.003603	0.3602982	
0.01	0.002401979	0	0	0	0	0	0	1.995709	19.57086	2.004291	0.4291296	
0.011	0.002860932	0	0	0	0	0	0	1.994981	19.49806	2.005019	0.5019426	
0.012	0.003346293	0	0	0	0	0	0	1.994217	19.42168	2.005783	0.5783081	
0.013	0.003855461	0	0	0	0	0	0	1.993421	19.3421	2.006579	0.6578922	
0.014	0.004386018	0	0	0	0	0	0	1.992597	19.25965	2.007404	0.7403612	
0.015	0.00493572	0	0	0	0	0	0	1.991746	19.17463	2.008254	0.8253574	
0.016	0.005502483	0	0	0	0	0	0	1.990873	19.08735	2.009126	0.9126425	
0.017	0.006084376	0	0	0	0	0	0	1.989981	18.99807	2.010019	1.00193	
0.018	0.006679608	0	0	0	0	0	0	1.98907	18.90703	2.01093	1.092958	
0.019	0.007286514	0	0	0	0	0	0	1.988145	18.81448	2.011855	1.185513	
0.02	0.007903558	0	0	0	0	0	0	1.987206	18.72063	2.012794	1.279378	
0.021	0.008529312	0	0	0	0	0	0	1.986256	18.62565	2.013743	1.37434	
0.022	0.009162458	0	0	0	0	0	0	1.985298	18.52976	2.014702	1.470232	
0.023	0.009801772	0	0	0	0	0	0	1.984331	18.43312	2.015669	1.566887	
0.024	0.01044613	0	0	0	0	0	0	1.983359	18.33587	2.016641	1.664138	
0.025	0.01109448	0	0	0	0	0	0	1.982382	18.23816	2.017618	1.761842	
0.026	0.01174587	0	0	0	0	0	0	1.981401	18.14015	2.018599	1.859856	
0.027	0.01239939	0	0	0	0	0	0	1.980419	18.04192	2.019581	1.958084	
0.028	0.01305425	0	0	0	0	0	0	1.979436	17.94362	2.020564	2.056384	
0.029	0.01370967	0	0	0	0	0	0	1.978453	17.84533	2.021547	2.15466	
0.03	0.01436497	0	0	0	0	0	0	1.977472	17.74716	2.022528	2.252841	
0.031	0.0150195	0	0	0	0	0	0	1.976492	17.6492	2.023508	2.350807	
0.032	0.01567269	0	0	0	0	0	0	1.975515	17.55152	2.024485	2.448487	
0.033	0.01632397	0	0	0	0	0	0	1.974542	17.4542	2.025458	2.54581	
0.034	0.01697288	0	0	0	0	0	0	1.973573	17.3573	2.026427	2.642703	
0.035	0.01761895	0	0	0	0	0	0	1.972609	17.26089	2.027391	2.73912	
0.036	0.01826178	0	0	0	0	0	0	1.97165	17.16503	2.02835	2.834988	
0.037	0.01890098	0	0	0	0	0	0	1.970698	17.06976	2.029302	2.930236	
0.038	0.01953621	0	0	0	0	0	0	1.969751	16.97513	2.030249	3.024864	
0.039	0.02016717	0	0	0	0	0	0	1.968812	16.88119	2.031188	3.118801	
0.04	0.02079357	0	0	0	0	0	0	1.96788	16.78797	2.03212	3.212023	
0.041	0.02141516	0	0	0	0	0	0	1.966955	16.69551	2.033045	3.304482	
0.042	0.02203171	0	0	0	0	0	0	1.966038	16.60385	2.033962	3.396153	
0.043	0.02264301	0	0	0	0	0	0	1.96513	16.513	2.03487	3.487015	
0.044	0.02324888	0	0	0	0	0	0	1.96423	16.42299	2.03577	3.577042	
0.045	0.02384916	0	0	0	0	0	0	1.963338	16.33383	2.036662	3.666186	
0.046	0.0244437	0	0	0	0	0	0	1.962455	16.24554	2.037545	3.754473	
0.047	0.02503237	0	0	0	0	0	0	1.961582	16.15818	2.038418	3.841829	
0.048	0.02561506	0	0	0	0	0	0	1.960717	16.0717	2.039283	3.928304	
0.049	0.02619168	0	0	0	0	0	0	1.959862	15.98617	2.040139	4.013872	
0.05	0.02676213	0	0	0	0	0	0	1.959016	15.90157	2.040985	4.098463	
0.051	0.02732636	0	0	0	0	0	0	1.958179	15.81792	2.041821	4.182124	
0.052	0.0278843	0	0	0	0	0	0	1.957352	15.73521	2.042648	4.264808	
0.053	0.02843591	0	0	0	0	0	0	1.956535	15.65346	2.043466	4.346561	
0.054	0.02898114	0	0	0	0	0	0	1.955727	15.57267	2.044274	4.427385	
0.055	0.02951998	0	0	0	0	0	0	1.954928	15.49283	2.045072	4.507184	
0.056	0.03005239	0	0	0	0	0	0	1.95414	15.41398	2.045861	4.586053	
0.057	0.03057837	0	0	0	0	0	0	1.953361	15.33608	2.04664	4.663968	
0.058	0.03109792	0	0	0	0	0	0	1.952591	15.25915	2.047409	4.740882	
0.059	0.03161103	0	0	0	0	0	0	1.951832	15.1832	2.048168	4.816842	
0.06	0.03211772	0	0	0	0	0	0	1.951082	15.10819	2.048918	4.891825	
