Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	2	20	0	0	
0.001	2.502768E-15	0	0	0	0	0	0	2	20	0	0	
0.002	7.1885E-05	0	0	0	0	0	0	1.999802	19.66339	0	0	
0.003	0.000215655	0	0	0	0	0	0	1.999604	19.32739	0	0	
0.004	0.0004301002	0	0	0	0	0	0	1.999297	18.80515	0	0	
0.005	0.0007140128	0	0	0	0	0	0	1.998883	18.10072	0	0	
0.006	0.001065516	0	0	0	0	0	0	1.998365	17.22017	0	0	
0.007	0.001482078	0	0	0	0	0	0	1.997747	16.48723	0	0	
0.008	0.001960533	0	0	0	0	0	0	1.997036	15.59341	0	0	
0.009000001	0.002498247	0	0	0	0	0	0	1.996234	14.72187	0	0	
0.01	0.003092007	0	0	0	0	0	0	1.995347	13.87731	0	0	
0.011	0.003738682	0	0	0	0	0	0	1.99438	13.06211	0	0	
0.012	0.004435236	0	0	0	0	0	0	1.993338	12.27809	0	0	
0.013	0.005178737	0	0	0	0	0	0	1.992224	11.52437	0	0	
0.014	0.005966367	0	0	0	0	0	0	1.991044	10.80136	0	0	
0.015	0.006795418	0	0	0	0	0	0	1.989802	10.10836	0	0	
0.016	0.007663293	0	0	0	0	0	0	1.988501	9.444225	0	0	
0.017	0.0085675	0	0	0	0	0	0	1.987146	8.807814	0	0	
0.018	0.00950565	0	0	0	0	0	0	1.985739	8.197952	0	0	
0.019	0.01047546	0	0	0	0	0	0	1.984285	7.61385	0	0	
0.02	0.01147473	0	0	0	0	0	0	1.982787	7.054116	0	0	
0.021	0.01250136	0	0	0	0	0	0	1.981247	6.518317	0	0	
0.022	0.01355335	0	0	0	0	0	0	1.97967	6.005025	0	0	
0.023	0.01462876	0	0	0	0	0	0	1.978057	5.513776	0	0	
0.024	0.01572575	0	0	0	0	0	0	1.976412	5.04371	0	0	
0.025	0.01684257	0	0	0	0	0	0	1.974737	4.593935	0	0	
0.026	0.0179775	0	0	0	0	0	0	1.973035	4.163565	0	0	
0.027	0.01912895	0	0	0	0	0	0	1.971308	3.752281	0	0	
0.028	0.02029536	0	0	0	0	0	0	1.969559	3.359165	0	0	
