Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	2	20	2	50	
0.001	2.502768E-15	0	0	0	0	0	0	2	20	2	50	
0.002	-0.0001078275	0	0	0	0	0	0	1.999822	19.69663	1.999498	49.14662	
0.003	-0.0003234824	0	0	0	0	0	0	2.000213	20.36235	1.999243	48.71253	
0.004	-0.0006449879	0	0	0	0	0	0	2.00075	21.27471	1.998815	47.9852	
0.005	-0.001068391	0	0	0	0	0	0	2.001428	22.42823	1.998223	46.97942	
0.006	-0.001587798	0	0	0	0	0	0	2.002242	23.81196	1.997479	45.71423	
0.007	-0.002195449	0	0	0	0	0	0	2.003182	25.69442	1.996595	45.01534	
0.008	-0.002881821	0	0	0	0	0	0	2.004234	26.85609	1.995588	43.71145	
0.009000001	-0.003637638	0	0	0	0	0	0	2.005385	27.95506	1.994472	42.49914	
0.01	-0.004454036	0	0	0	0	0	0	2.006624	28.97539	1.993262	41.38819	
0.011	-0.00532271	0	0	0	0	0	0	2.007938	29.90754	1.99197	40.38317	
0.012	-0.006235998	0	0	0	0	0	0	2.009317	30.74887	1.99061	39.48358	
0.013	-0.007186937	0	0	0	0	0	0	2.010751	31.50296	1.98919	38.68288	
0.014	-0.008169269	0	0	0	0	0	0	2.01223	32.17542	1.987723	37.97326	
0.015	-0.009177408	0	0	0	0	0	0	2.013747	32.7719	1.986215	37.34701	
0.016	-0.01020639	0	0	0	0	0	0	2.015294	33.29892	1.984676	36.79632	
0.017	-0.01125181	0	0	0	0	0	0	2.016865	33.7635	1.983111	36.31289	
0.018	-0.0123098	0	0	0	0	0	0	2.018455	34.17113	1.981526	35.8897	
0.019	-0.01337695	0	0	0	0	0	0	2.020057	34.52861	1.979928	35.52022	
0.02	-0.01445028	0	0	0	0	0	0	2.021668	34.8408	1.978319	35.19802	
0.021	-0.01552717	0	0	0	0	0	0	2.023285	35.11345	1.976705	34.91781	
0.022	-0.01660535	0	0	0	0	0	0	2.024903	35.35042	1.975089	34.67456	
0.023	-0.01768282	0	0	0	0	0	0	2.02652	35.55634	1.973474	34.46403	
0.024	-0.01875786	0	0	0	0	0	0	2.028133	35.73403	1.971862	34.28188	
0.025	-0.01982898	0	0	0	0	0	0	2.02974	35.88786	1.970256	34.1253	
0.026	-0.02089488	0	0	0	0	0	0	2.031338	36.01952	1.968658	33.99066	
0.027	-0.02195445	0	0	0	0	0	0	2.032928	36.13229	1.96707	33.87586	
0.028	-0.02300672	0	0	0	0	0	0	2.034506	36.2287	1.965492	33.77798	
0.029	-0.02405088	0	0	0	0	0	0	2.036072	36.31015	1.963926	33.69503	
0.03	-0.02508624	0	0	0	0	0	0	2.037625	36.37884	1.962374	33.62564	
0.031	-0.0261122	0	0	0	0	0	0	2.039164	36.43658	1.960836	33.56715	
0.032	-0.02712826	0	0	0	0	0	0	2.040687	36.48405	1.959312	33.51935	
0.033	-0.02813401	0	0	0	0	0	0	2.042195	36.52232	1.957804	33.48013	
0.034	-0.02912911	0	0	0	0	0	0	2.043687	36.55326	1.956312	33.44901	
0.035	-0.03011327	0	0	0	0	0	0	2.045163	36.57763	1.954837	33.42409	
0.036	-0.03108628	0	0	0	0	0	0	2.046622	36.59532	1.953378	33.40582	
0.037	-0.03204797	0	0	0	0	0	0	2.048064	36.60867	1.951936	33.39191	
0.038	-0.03299819	0	0	0	0	0	0	2.049488	36.61761	1.950512	33.38297	
0.039	-0.03393685	0	0	0	0	0	0	2.050896	36.62293	1.949105	33.37806	
0.04	-0.03486388	0	0	0	0	0	0	2.052285	36.62419	1.947715	33.37622	
0.041	-0.03577926	0	0	0	0	0	0	2.053658	36.62293	1.946343	33.37767	
0.042	-0.03668297	0	0	0	0	0	0	2.055012	36.61878	1.944988	33.38183	
0.043	-0.03757501	0	0	0	0	0	0	2.05635	36.61289	1.943651	33.38813	
0.044	-0.03845543	0	0	0	0	0	0	2.057669	36.60488	1.942331	33.39597	
0.045	-0.03932425	0	0	0	0	0	0	2.058971	36.5947	1.941029	33.40594	
