Time	Root2_Y	Root_Y	
0	-1.4	0	
0.0005	-1.4	0	
0.001	-1.399999	0	
0.0015	-1.399998	0	
0.002	-1.399997	0	
0.0025	-1.399995	0	
0.003	-1.399994	0	
0.0035	-1.399991	0	
0.004	-1.399989	0	
0.0045	-1.399986	0	
0.005	-1.399983	0	
0.0055	-1.39998	0	
0.006000001	-1.399976	0	
0.006500001	-1.399972	0	
0.007000001	-1.399968	0	
0.007500001	-1.399963	0	
0.008	-1.399958	0	
0.0085	-1.399953	0	
0.009000001	-1.399948	0	
0.009500001	-1.399942	0	
0.01	-1.399936	0	
0.0105	-1.399929	0	
0.011	-1.399922	0	
0.0115	-1.399915	0	
0.012	-1.399908	0	
0.0125	-1.3999	0	
0.013	-1.399892	0	
0.0135	-1.399884	0	
0.014	-1.399876	0	
0.0145	-1.399867	0	
0.015	-1.399858	0	
0.0155	-1.399848	0	
0.016	-1.399838	0	
0.0165	-1.399828	0	
0.017	-1.399818	0	
0.0175	-1.399807	0	
0.018	-1.399796	0	
0.0185	-1.399785	0	
0.019	-1.399773	0	
0.01949999	-1.399761	0	
0.01999999	-1.399749	0	
0.02049999	-1.399736	0	
0.02099999	-1.399723	0	
0.02149999	-1.39971	0	
0.02199999	-1.399697	0	
0.02249999	-1.399683	0	
0.02299999	-1.399669	0	
0.02349999	-1.399654	0	
0.02399999	-1.39964	0	
0.02449999	-1.399625	0	
0.02499999	-1.399609	0	
0.02549998	-1.399594	0	
0.02599998	-1.399578	0	
0.02649998	-1.399562	0	
0.02699998	-1.399545	0	
0.02749998	-1.399528	0	
0.02799998	-1.399511	0	
0.02849998	-1.399494	0	
0.02899998	-1.399476	0	
0.02949998	-1.399458	0	
0.02999998	-1.39944	0	
0.03049998	-1.399421	0	
0.03099998	-1.399402	0	
0.03149997	-1.399383	0	
0.03199998	-1.399363	0	
0.03249998	-1.399343	0	
0.03299998	-1.399323	0	
0.03349998	-1.399303	0	
0.03399998	-1.399282	0	
0.03449998	-1.399261	0	
0.03499998	-1.399239	0	
0.03549998	-1.399217	0	
0.03599998	-1.399196	0	
0.03649998	-1.399173	0	
0.03699999	-1.399151	0	
0.03749999	-1.399128	0	
0.03799999	-1.399104	0	
0.03849999	-1.399081	0	
0.03899999	-1.399057	0	
0.03949999	-1.399033	0	
0.03999999	-1.399009	0	
0.04049999	-1.398984	0	
0.04099999	-1.398959	0	
0.04149999	-1.398933	0	
0.042	-1.398908	0	
0.0425	-1.398882	0	
0.043	-1.398856	0	
0.0435	-1.398829	0	
0.044	-1.398802	0	
0.0445	-1.398775	0	
0.045	-1.398748	0	
0.0455	-1.39872	0	
0.046	-1.398692	0	
0.0465	-1.398663	0	
0.04700001	-1.398635	0	
0.04750001	-1.398606	0	
0.04800001	-1.398576	0	
0.04850001	-1.398547	0	
0.04900001	-1.398517	0	
0.04950001	-1.398487	0	
0.05000001	-1.398456	0	
0.05050001	-1.398425	0	
0.05100001	-1.398394	0	
0.05150001	-1.398363	0	
0.05200002	-1.398331	0	
0.05250002	-1.398299	0	
0.05300002	-1.398267	0	
0.05350002	-1.398234	0	
0.05400002	-1.398202	0	
0.05450002	-1.398168	0	
0.05500002	-1.398135	0	
0.05550002	-1.398101	0	
0.05600002	-1.398067	0	
0.05650003	-1.398033	0	
0.05700003	-1.397998	0	
0.05750003	-1.397963	0	
0.05800003	-1.397928	0	
0.05850003	-1.397892	0	
0.05900003	-1.397856	0	
0.05950003	-1.39782	0	
0.06000003	-1.397784	0	
0.06050003	-1.397747	0	
0.06100003	-1.39771	0	
0.06150004	-1.397672	0	
0.06200004	-1.397635	0	
0.06250004	-1.397596	0	
0.06300004	-1.397558	0	
0.06350004	-1.39752	0	
0.06400004	-1.397481	0	
0.06450004	-1.397442	0	
0.06500004	-1.397402	0	
0.06550004	-1.397362	0	
0.06600004	-1.397322	0	
0.06650005	-1.397282	0	
0.06700005	-1.397241	0	
0.06750005	-1.3972	0	
0.06800005	-1.397159	0	
0.06850005	-1.397117	0	
0.06900005	-1.397076	0	
0.06950005	-1.397033	0	
0.07000005	-1.396991	0	
0.07050005	-1.396948	0	
0.07100005	-1.396905	0	
0.07150006	-1.396862	0	
0.07200006	-1.396818	0	
0.07250006	-1.396774	0	
0.07300006	-1.39673	0	
0.07350006	-1.396686	0	
0.07400006	-1.396641	0	
0.07450006	-1.396596	0	
0.07500006	-1.39655	0	
0.07550006	-1.396505	0	
0.07600006	-1.396459	0	
0.07650007	-1.396412	0	
0.07700007	-1.396366	0	
0.07750007	-1.396319	0	
0.07800007	-1.396272	0	
0.07850007	-1.396224	0	
0.07900007	-1.396176	0	
0.07950007	-1.396128	0	
0.08000007	-1.39608	0	
0.08050007	-1.396031	0	
0.08100007	-1.395983	0	
0.08150008	-1.395933	0	
0.08200008	-1.395884	0	
0.08250008	-1.395834	0	
0.08300008	-1.395784	0	
0.08350008	-1.395733	0	
0.08400008	-1.395683	0	
0.08450008	-1.395632	0	
0.08500008	-1.39558	0	
0.08550008	-1.395529	0	
0.08600008	-1.395477	0	
0.08650009	-1.395425	0	
0.08700009	-1.395372	0	
0.08750009	-1.39532	0	
0.08800009	-1.395267	0	
0.08850009	-1.395213	0	
0.08900009	-1.39516	0	
0.08950009	-1.395106	0	
0.09000009	-1.395052	0	
0.09050009	-1.394997	0	
0.0910001	-1.394943	0	
0.0915001	-1.394887	0	
0.0920001	-1.394832	0	
0.0925001	-1.394776	0	
