Time	1External	1Synaptic	2Synaptic	2External	2Vm	1Vm	2FF	1FF	
0.262	0	0	0	0	0	-1.980675E-05	0	0	
0.264	0	0	0	0	0	-1.58454E-05	0	0	
0.266	0	0	0	0	0	-1.267632E-05	0	0	
0.268	0	0	0	0	0	-1.014106E-05	0	0	
0.27	0	0	0	0	0	-8.112844E-06	0	0	
0.272	0	0	0	0	0	-6.490275E-06	0	0	
0.274	0	0	0	0	0	-5.19222E-06	0	0	
0.276	0	0	0	0	0	-4.153776E-06	0	0	
0.278	0	0	0	0	0	-3.323021E-06	0	0	
0.28	0	0	0	0	0	-2.658417E-06	0	0	
0.282	0	0	0	0	0	-2.126733E-06	0	0	
0.284	0	0	0	0	0	-1.701387E-06	0	0	
0.286	0	0	0	0	0	-1.361109E-06	0	0	
0.288	0	0	0	0	0	-1.088887E-06	0	0	
0.29	0	0	0	0	0	-8.711099E-07	0	0	
0.292	0	0	0	0	0	-6.968879E-07	0	0	
0.294	0	0	0	0	0	-5.575103E-07	0	0	
0.296	0	0	0	0	0	-4.460082E-07	0	0	
0.298	0	0	0	0	0	-3.568066E-07	0	0	
0.3	2E-09	0	0	0	0	-2.854453E-07	0	0	
0.302	2E-09	0	0	0	0	0.003999772	0	0.03999772	
0.304	2E-09	0	1.999886E-10	0	0.0003999772	0.007199817	0.003999772	0.07199817	
0.306	2E-09	0	3.599908E-10	0	0.001039963	0.009759854	0.01039963	0.09759854	
0.308	2E-09	0	4.879927E-10	0	0.001807956	0.01180788	0.01807956	0.1180788	
0.31	2E-09	0	5.903941E-10	0	0.002627153	0.01344631	0.02627153	0.1344631	
0.312	2E-09	0	6.723154E-10	0	0.003446354	0.01475705	0.03446354	0.1475705	
0.314	2E-09	0	7.378523E-10	0	0.004232788	0.01580564	0.04232787	0.1580563	
0.316	2E-09	0	7.902817E-10	0	0.004966794	0.01664451	0.04966794	0.1664451	
0.318	2E-09	0	8.322254E-10	0	0.005637886	0.01731561	0.05637886	0.1731561	
0.32	2E-09	0	8.657803E-10	0	0.006241869	0.01785249	0.06241869	0.1785249	
0.322	2E-09	0	8.926243E-10	0	0.006778744	0.01828199	0.06778744	0.1828199	
0.324	2E-09	0	9.140994E-10	0	0.007251194	0.01862559	0.07251194	0.1862559	
0.326	2E-09	0	9.312795E-10	0	0.007663514	0.01890047	0.07663514	0.1890047	
0.328	2E-09	0	9.450236E-10	0	0.008020859	0.01912038	0.08020859	0.1912038	
0.33	2E-09	0	9.560189E-10	0	0.008328726	0.0192963	0.08328725	0.192963	
0.332	2E-09	0	9.648151E-10	0	0.008592611	0.01943704	0.08592612	0.1943704	
0.334	2E-09	0	9.718522E-10	0	0.008817793	0.01954963	0.08817793	0.1954964	
0.336	2E-09	0	9.774818E-10	0	0.009009197	0.01963971	0.09009197	0.1963971	
0.338	2E-09	0	9.819853E-10	0	0.009171329	0.01971176	0.09171329	0.1971176	
0.34	2E-09	0	9.855882E-10	0	0.009308239	0.01976941	0.0930824	0.1976941	
0.342	2E-09	0	9.884706E-10	0	0.009423533	0.01981553	0.09423532	0.1981553	
0.344	2E-09	0	9.907765E-10	0	0.009520379	0.01985242	0.09520379	0.1985242	
0.346	2E-09	0	9.926211E-10	0	0.009601546	0.01988194	0.09601545	0.1988194	
0.348	2E-09	0	9.940968E-10	0	0.009669431	0.01990555	0.09669431	0.1990555	
0.35	2E-09	0	9.952775E-10	0	0.0097261	0.01992444	0.097261	0.1992444	
0.352	2E-09	0	9.96222E-10	0	0.009773323	0.01993955	0.09773323	0.1993955	
0.354	2E-09	0	9.969775E-10	0	0.009812614	0.01995164	0.09812614	0.1995164	
0.356	2E-09	0	9.97582E-10	0	0.009845255	0.01996131	0.09845255	0.1996131	
0.358	2E-09	0	9.980656E-10	0	0.009872335	0.01996905	0.09872335	0.1996905	
0.36	2E-09	0	9.984524E-10	0	0.009894772	0.01997524	0.09894773	0.1997524	
0.362	2E-09	0	9.98762E-10	0	0.009913342	0.01998019	0.09913342	0.1998019	
0.364	2E-09	0	9.990097E-10	0	0.009928693	0.01998415	0.09928693	0.1998415	
0.366	2E-09	0	9.992077E-10	0	0.00994137	0.01998732	0.0994137	0.1998732	
0.368	2E-09	0	9.993661E-10	0	0.009951829	0.01998986	0.09951829	0.1998986	
0.37	2E-09	0	9.994928E-10	0	0.009960448	0.01999189	0.09960449	0.1999189	
0.372	2E-09	0	9.995943E-10	0	0.009967547	0.01999351	0.09967547	0.1999351	
0.374	2E-09	0	9.996753E-10	0	0.009973388	0.01999481	0.09973388	0.1999481	
0.376	2E-09	0	9.997404E-10	0	0.009978191	0.01999585	0.09978191	0.1999585	
0.378	2E-09	0	9.997922E-10	0	0.009982137	0.01999668	0.09982137	0.1999668	
0.38	2E-09	0	9.998338E-10	0	0.009985377	0.01999734	0.09985377	0.1999734	
0.382	2E-09	0	9.998671E-10	0	0.009988036	0.01999787	0.09988036	0.1999787	
0.384	2E-09	0	9.998936E-10	0	0.009990216	0.0199983	0.09990216	0.199983	
0.386	2E-09	0	9.999148E-10	0	0.009992003	0.01999864	0.09992003	0.1999864	
0.388	2E-09	0	9.999319E-10	0	0.009993466	0.01999891	0.09993465	0.1999891	
0.39	2E-09	0	9.999455E-10	0	0.009994663	0.01999913	0.09994663	0.1999913	
0.392	2E-09	0	9.999565E-10	0	0.009995644	0.0199993	0.09995644	0.199993	
0.394	2E-09	0	9.999651E-10	0	0.009996445	0.01999944	0.09996445	0.1999944	
0.396	2E-09	0	9.999721E-10	0	0.009997101	0.01999955	0.099971	0.1999955	
0.398	2E-09	0	9.999775E-10	0	0.009997635	0.01999964	0.09997635	0.1999964	
0.4	0	0	9.999821E-10	0	0.009998072	0.01999971	0.09998072	0.1999971	
0.402	0	0	9.999856E-10	0	0.009998429	0.01599977	0.09998429	0.1599977	
0.404	0	0	7.999885E-10	0	0.00959872	0.01279982	0.0959872	0.1279982	
0.406	0	0	6.399908E-10	0	0.008958957	0.01023985	0.08958957	0.1023985	
0.408	0	0	5.119926E-10	0	0.008191151	0.008191882	0.0819115	0.08191882	
0.41	0	0	4.095941E-10	0	0.007372109	0.006553506	0.07372109	0.06553505	
0.412	0	0	3.276753E-10	0	0.006553038	0.005242805	0.06553037	0.05242804	
0.414	0	0	2.621402E-10	0	0.00576671	0.004194244	0.0576671	0.04194244	
0.416	0	0	2.097122E-10	0	0.005032793	0.003355395	0.05032793	0.03355395	
0.418	0	0	1.677698E-10	0	0.004361774	0.002684316	0.04361774	0.02684316	
0.42	0	0	1.342158E-10	0	0.00375785	0.002147453	0.0375785	0.02147453	
0.422	0	0	1.073726E-10	0	0.003221026	0.001717962	0.03221026	0.01717962	
0.424	0	0	8.589811E-11	0	0.002748617	0.00137437	0.02748617	0.0137437	
0.426	0	0	6.871848E-11	0	0.00233633	0.001099496	0.0233633	0.01099496	
0.428	0	0	5.497479E-11	0	0.001979014	0.0008795966	0.01979014	0.008795965	
0.43	0	0	4.397983E-11	0	0.001671171	0.0007036772	0.01671171	0.007036773	
0.432	0	0	3.518386E-11	0	0.001407304	0.0005629418	0.01407304	0.005629417	
0.434	0	0	2.814709E-11	0	0.001182138	0.0004503534	0.01182138	0.004503534	
0.436	0	0	2.251767E-11	0	0.0009907454	0.0003602827	0.009907454	0.003602827	
0.438	0	0	1.801414E-11	0	0.0008286246	0.0002882262	0.008286246	0.002882262	
0.44	0	0	1.441131E-11	0	0.0006917223	0.0002305809	0.006917222	0.002305809	
0.442	0	0	1.152905E-11	0	0.0005764359	0.0001844647	0.005764359	0.001844647	
0.444	0	0	9.223237E-12	0	0.0004795952	0.0001475718	0.004795952	0.001475718	
0.446	0	0	7.378589E-12	0	0.0003984333	0.0001180574	0.003984333	0.001180574	
0.448	0	0	5.902872E-12	0	0.0003305524	9.444595E-05	0.003305524	0.0009444595	
0.45	0	0	4.722297E-12	0	0.0002738865	7.555676E-05	0.002738865	0.0007555676	
0.452	0	0	3.777838E-12	0	0.0002266649	6.044541E-05	0.002266648	0.0006044541	
0.454	0	0	3.02227E-12	0	0.0001873764	4.835633E-05	0.001873764	0.0004835633	
0.456	0	0	2.417816E-12	0	0.0001547368	3.868506E-05	0.001547368	0.0003868506	
0.458	0	0	1.934253E-12	0	0.0001276579	3.094805E-05	0.001276579	0.0003094805	
0.46	0	0	1.547402E-12	0	0.0001052211	2.475844E-05	0.001052212	0.0002475844	
0.462	0	0	1.237922E-12	0	8.665276E-05	1.980675E-05	0.0008665276	0.0001980675	
0.464	0	0	9.903375E-13	0	7.130288E-05	1.58454E-05	0.0007130288	0.000158454	
0.466	0	0	7.922699E-13	0	5.862684E-05	1.267632E-05	0.0005862684	0.0001267632	
0.468	0	0	6.338159E-13	0	4.816911E-05	1.014106E-05	0.0004816911	0.0001014106	
0.47	0	0	5.070527E-13	0	3.954939E-05	8.112844E-06	0.0003954939	8.112844E-05	
0.472	0	0	4.056422E-13	0	3.24508E-05	6.490275E-06	0.000324508	6.490275E-05	
0.474	0	0	3.245137E-13	0	2.660966E-05	5.19222E-06	0.0002660966	5.19222E-05	
0.476	0	0	2.59611E-13	0	2.180695E-05	4.153776E-06	0.0002180695	4.153776E-05	
0.478	0	0	2.076888E-13	0	1.786094E-05	3.323021E-06	0.0001786094	3.323021E-05	
0.48	0	0	1.66151E-13	0	1.462106E-05	2.658417E-06	0.0001462105	2.658417E-05	
0.482	0	0	1.329208E-13	0	1.196269E-05	2.126733E-06	0.0001196269	2.126733E-05	
0.484	0	0	1.063367E-13	0	9.782822E-06	1.701387E-06	9.782822E-05	1.701387E-05	
0.486	0	0	8.506933E-14	0	7.996396E-06	1.361109E-06	7.996395E-05	1.361109E-05	
0.488	0	0	6.805547E-14	0	6.533227E-06	1.088887E-06	6.533227E-05	1.088887E-05	
0.49	0	0	5.444437E-14	0	5.335471E-06	8.711099E-07	5.335471E-05	8.711099E-06	
0.492	0	0	4.35555E-14	0	4.355487E-06	6.968879E-07	4.355487E-05	6.968879E-06	
0.494	0	0	3.48444E-14	0	3.554079E-06	5.575103E-07	3.554079E-05	5.575103E-06	
0.496	0	0	2.787551E-14	0	2.899014E-06	4.460082E-07	2.899014E-05	4.460082E-06	
0.498	0	0	2.230041E-14	0	2.363812E-06	3.568066E-07	2.363812E-05	3.568066E-06	
0.5	4E-09	0	1.784033E-14	0	1.92673E-06	2.854453E-07	1.92673E-05	2.854453E-06	
0.502	4E-09	0	1.427226E-14	0	1.569929E-06	0.008000229	1.569929E-05	0.08000229	
0.504	4E-09	0	4.000114E-10	0	0.0008012788	0.01440018	0.008012788	0.1440018	
0.506	4E-09	0	7.200091E-10	0	0.002081041	0.01952014	0.02081041	0.1952015	
0.508	4E-09	0	9.760073E-10	0	0.003616848	0.02361612	0.03616847	0.2361612	
0.5100001	4E-09	0	1.180806E-09	0	0.00525509	0.02689289	0.0525509	0.2689289	
0.512	4E-09	0	1.344645E-09	0	0.006893361	0.02951431	0.06893361	0.2951432	
0.514	4E-09	0	1.475716E-09	0	0.008466121	0.03161145	0.08466121	0.3161145	
0.516	4E-09	0	1.580572E-09	0	0.009934042	0.03328916	0.09934042	0.3328916	
0.518	4E-09	0	1.664458E-09	0	0.01127615	0.03463133	0.1127615	0.3463133	
0.52	4E-09	0	1.731566E-09	0	0.01248405	0.03570506	0.1248405	0.3570506	
0.522	4E-09	0	1.785253E-09	0	0.01355775	0.03656405	0.1355775	0.3656405	
0.524	4E-09	0	1.828202E-09	0	0.0145026	0.03725124	0.145026	0.3725124	
0.526	4E-09	0	1.862562E-09	0	0.01532721	0.03780099	0.1532721	0.3780099	
0.528	4E-09	0	1.89005E-09	0	0.01604187	0.03824079	0.1604187	0.3824079	
0.53	4E-09	0	1.912039E-09	0	0.01665757	0.03859263	0.1665757	0.3859263	
0.532	4E-09	0	1.929632E-09	0	0.01718532	0.0388741	0.1718532	0.388741	
0.534	4E-09	0	1.943705E-09	0	0.01763567	0.03909928	0.1763567	0.3909928	
0.536	4E-09	0	1.954964E-09	0	0.01801846	0.03927943	0.1801846	0.3927943	
0.538	4E-09	0	1.963971E-09	0	0.01834271	0.03942354	0.1834271	0.3942354	
0.54	4E-09	0	1.971177E-09	0	0.01861652	0.03953883	0.1861652	0.3953883	
0.5420001	4E-09	0	1.976941E-09	0	0.0188471	0.03963106	0.188471	0.3963107	
0.544	4E-09	0	1.981553E-09	0	0.01904079	0.03970485	0.1904079	0.3970485	
0.546	4E-09	0	1.985243E-09	0	0.01920312	0.03976388	0.1920312	0.3976388	
0.548	4E-09	0	1.988194E-09	0	0.01933888	0.0398111	0.1933888	0.398111	
0.55	4E-09	0	1.990555E-09	0	0.01945222	0.03984888	0.1945222	0.3984888	
0.552	4E-09	0	1.992444E-09	0	0.01954666	0.03987911	0.1954666	0.3987911	
0.554	4E-09	0	1.993955E-09	0	0.01962524	0.03990328	0.1962524	0.3990328	
0.5560001	4E-09	0	1.995164E-09	0	0.01969052	0.03992262	0.1969052	0.3992262	
0.558	4E-09	0	1.996131E-09	0	0.01974468	0.0399381	0.1974468	0.399381	
0.56	4E-09	0	1.996905E-09	0	0.01978955	0.03995048	0.1978955	0.3995048	
0.562	4E-09	0	1.997524E-09	0	0.01982669	0.03996038	0.1982669	0.3996038	
0.564	4E-09	0	1.998019E-09	0	0.01985739	0.03996831	0.1985739	0.3996831	
0.566	4E-09	0	1.998415E-09	0	0.01988274	0.03997464	0.1988274	0.3997464	
0.568	4E-09	0	1.998732E-09	0	0.01990366	0.03997971	0.1990366	0.3997971	
0.5700001	4E-09	0	1.998986E-09	0	0.0199209	0.03998377	0.199209	0.3998377	
0.572	4E-09	0	1.999189E-09	0	0.01993509	0.03998702	0.1993509	0.3998702	
0.574	4E-09	0	1.999351E-09	0	0.01994678	0.03998961	0.1994678	0.3998961	
0.576	4E-09	0	1.999481E-09	0	0.01995638	0.03999169	0.1995638	0.3999169	
0.578	4E-09	0	1.999584E-09	0	0.01996427	0.03999335	0.1996427	0.3999335	
0.58	4E-09	0	1.999668E-09	0	0.01997075	0.03999468	0.1997075	0.3999468	
0.582	4E-09	0	1.999734E-09	0	0.01997607	0.03999574	0.1997607	0.3999574	
0.5840001	4E-09	0	1.999787E-09	0	0.01998043	0.03999659	0.1998043	0.3999659	
0.586	4E-09	0	1.99983E-09	0	0.01998401	0.03999728	0.1998401	0.3999728	
0.588	4E-09	0	1.999864E-09	0	0.01998693	0.03999782	0.1998693	0.3999782	
0.59	4E-09	0	1.999891E-09	0	0.01998933	0.03999826	0.1998933	0.3999826	
0.592	4E-09	0	1.999913E-09	0	0.01999129	0.0399986	0.1999129	0.399986	
0.594	4E-09	0	1.99993E-09	0	0.01999289	0.03999888	0.1999289	0.3999888	
0.596	4E-09	0	1.999944E-09	0	0.0199942	0.03999911	0.199942	0.399991	
0.598	4E-09	0	1.999955E-09	0	0.01999527	0.03999928	0.1999527	0.3999928	
0.6	0	0	1.999964E-09	0	0.01999614	0.03999943	0.1999614	0.3999943	
0.6020001	0	0	1.999971E-09	0	0.01999686	0.03199954	0.1999686	0.3199954	
0.604	0	0	1.599977E-09	0	0.01919744	0.02559963	0.1919744	0.2559963	
0.606	0	0	1.279982E-09	0	0.01791791	0.0204797	0.1791791	0.204797	
0.608	0	0	1.023985E-09	0	0.0163823	0.01638376	0.163823	0.1638376	
0.61	0	0	8.191882E-10	0	0.01474422	0.01310701	0.1474422	0.1310701	
0.612	0	0	6.553506E-10	0	0.01310608	0.01048561	0.1310607	0.1048561	
0.614	0	0	5.242805E-10	0	0.01153342	0.008388488	0.1153342	0.08388488	
0.6160001	0	0	4.194244E-10	0	0.01006559	0.00671079	0.1006559	0.0671079	
0.618	0	0	3.355395E-10	0	0.008723548	0.005368632	0.08723548	0.05368632	
0.62	0	0	2.684316E-10	0	0.007515701	0.004294905	0.07515701	0.04294905	
0.622	0	0	2.147453E-10	0	0.006442051	0.003435924	0.06442051	0.03435924	
0.624	0	0	1.717962E-10	0	0.005497233	0.002748739	0.05497234	0.02748739	
0.626	0	0	1.37437E-10	0	0.00467266	0.002198991	0.04672661	0.02198991	
0.628	0	0	1.099496E-10	0	0.003958027	0.001759193	0.03958027	0.01759193	
0.6300001	0	0	8.795965E-11	0	0.003342341	0.001407354	0.03342341	0.01407355	
0.632	0	0	7.036773E-11	0	0.002814608	0.001125884	0.02814608	0.01125883	
0.634	0	0	5.629417E-11	0	0.002364275	0.0009007069	0.02364275	0.009007068	
0.636	0	0	4.503534E-11	0	0.001981491	0.0007205654	0.01981491	0.007205654	
0.638	0	0	3.602827E-11	0	0.001657249	0.0005764524	0.01657249	0.005764524	
0.64	0	0	2.882262E-11	0	0.001383445	0.0004611619	0.01383444	0.004611619	
0.642	0	0	2.305809E-11	0	0.001152872	0.0003689295	0.01152872	0.003689295	
0.6440001	0	0	1.844647E-11	0	0.0009591903	0.0002951436	0.009591904	0.002951436	
0.646	0	0	1.475718E-11	0	0.0007968666	0.0002361149	0.007968666	0.002361149	
0.648	0	0	1.180574E-11	0	0.0006611047	0.0001888919	0.006611047	0.001888919	
0.65	0	0	9.444594E-12	0	0.000547773	0.0001511135	0.00547773	0.001511135	
0.652	0	0	7.555676E-12	0	0.0004533297	0.0001208908	0.004533297	0.001208908	
0.654	0	0	6.044541E-12	0	0.0003747529	9.671265E-05	0.003747528	0.0009671266	
0.656	0	0	4.835633E-12	0	0.0003094735	7.737012E-05	0.003094736	0.0007737012	
0.6580001	0	0	3.868506E-12	0	0.0002553159	6.189609E-05	0.002553158	0.0006189609	
0.66	0	0	3.094805E-12	0	0.0002104423	4.951687E-05	0.002104423	0.0004951687	
0.6620001	0	0	2.475844E-12	0	0.0001733055	3.96135E-05	0.001733055	0.000396135	
0.664	0	0	1.980675E-12	0	0.0001426058	3.16908E-05	0.001426058	0.000316908	
0.666	0	0	1.58454E-12	0	0.0001172537	2.535264E-05	0.001172537	0.0002535264	
0.668	0	0	1.267632E-12	0	9.633821E-05	2.028211E-05	0.0009633821	0.0002028211	
0.67	0	0	1.014105E-12	0	7.909878E-05	1.622569E-05	0.0007909879	0.0001622569	
0.6720001	0	0	8.112844E-13	0	6.490159E-05	1.298055E-05	0.0006490159	0.0001298055	
0.674	0	0	6.490275E-13	0	5.321933E-05	1.038444E-05	0.0005321933	0.0001038444	
0.6760001	0	0	5.19222E-13	0	4.361391E-05	8.307552E-06	0.0004361391	8.307552E-05	
0.678	0	0	4.153776E-13	0	3.572188E-05	6.646042E-06	0.0003572188	6.646042E-05	
0.68	0	0	3.323021E-13	0	2.924211E-05	5.316833E-06	0.0002924211	5.316833E-05	
0.682	0	0	2.658417E-13	0	2.392537E-05	4.253467E-06	0.0002392537	4.253467E-05	
0.684	0	0	2.126733E-13	0	1.956564E-05	3.402773E-06	0.0001956564	3.402773E-05	
0.686	0	0	1.701387E-13	0	1.599279E-05	2.722219E-06	0.0001599279	2.722219E-05	
0.688	0	0	1.361109E-13	0	1.306645E-05	2.177775E-06	0.0001306645	2.177775E-05	
0.6900001	0	0	1.088887E-13	0	1.067094E-05	1.74222E-06	0.0001067094	1.74222E-05	
0.692	0	0	8.7111E-14	0	8.710975E-06	1.393776E-06	8.710974E-05	1.393776E-05	
0.694	0	0	6.96888E-14	0	7.108157E-06	1.115021E-06	7.108157E-05	1.115021E-05	
0.696	0	0	5.575103E-14	0	5.798028E-06	8.920165E-07	5.798028E-05	8.920165E-06	
0.698	0	0	4.460082E-14	0	4.727624E-06	7.136132E-07	4.727624E-05	7.136132E-06	
0.7	6E-09	0	3.568066E-14	0	3.85346E-06	5.708906E-07	3.85346E-05	5.708906E-06	
0.702	6E-09	0	2.854453E-14	0	3.139857E-06	0.01200046	3.139857E-05	0.1200046	
0.7040001	6E-09	0	6.000229E-10	0	0.001202558	0.02160037	0.01202558	0.2160037	
0.706	6E-09	0	1.080018E-09	0	0.003122083	0.02928029	0.03122083	0.2928029	
0.708	6E-09	0	1.464015E-09	0	0.005425696	0.03542424	0.05425696	0.3542424	
0.71	6E-09	0	1.771212E-09	0	0.007882981	0.04033939	0.07882981	0.4033939	
0.712	6E-09	0	2.016969E-09	0	0.01034032	0.04427151	0.1034032	0.4427151	
0.714	6E-09	0	2.213576E-09	0	0.01269941	0.04741721	0.1269941	0.4741721	
0.716	6E-09	0	2.37086E-09	0	0.01490125	0.04993377	0.1490125	0.4993377	
0.7180001	6E-09	0	2.496688E-09	0	0.01691438	0.05194702	0.1691438	0.5194702	
0.72	6E-09	0	2.597351E-09	0	0.0187262	0.05355761	0.187262	0.5355761	
0.7220001	6E-09	0	2.677881E-09	0	0.02033672	0.05484609	0.2033672	0.5484609	
0.724	6E-09	0	2.742304E-09	0	0.02175399	0.05587687	0.2175399	0.5587687	
0.726	6E-09	0	2.793843E-09	0	0.02299088	0.0567015	0.2299088	0.5670149	
0.728	6E-09	0	2.835075E-09	0	0.02406285	0.0573612	0.2406285	0.573612	
0.73	6E-09	0	2.86806E-09	0	0.0249864	0.05788896	0.249864	0.5788896	
