Time	1External	1Synaptic	2Synaptic	2External	2Vm	1Vm	2FF	1FF	
0	0	0	0	0	0	0	0	0	
0.002	0	0	0	0	0	0	0	0	
0.004	0	0	0	0	0	0	0	0	
0.006	0	0	0	0	0	0	0	0	
0.008	0	0	0	0	0	0	0	0	
0.01	0	0	0	0	0	0	0	0	
0.012	0	0	0	0	0	0	0	0	
0.014	0	0	0	0	0	0	0	0	
0.016	0	0	0	0	0	0	0	0	
0.018	0	0	0	0	0	0	0	0	
0.02	0	0	0	0	0	0	0	0	
0.022	0	0	0	0	0	0	0	0	
0.024	0	0	0	0	0	0	0	0	
0.026	0	0	0	0	0	0	0	0	
0.028	0	0	0	0	0	0	0	0	
0.03	0	0	0	0	0	0	0	0	
0.032	0	0	0	0	0	0	0	0	
0.034	0	0	0	0	0	0	0	0	
0.036	0	0	0	0	0	0	0	0	
0.038	0	0	0	0	0	0	0	0	
0.04	0	0	0	0	0	0	0	0	
0.042	0	0	0	0	0	0	0	0	
0.044	0	0	0	0	0	0	0	0	
0.046	0	0	0	0	0	0	0	0	
0.048	0	0	0	0	0	0	0	0	
0.05	0	0	0	0	0	0	0	0	
0.052	0	0	0	0	0	0	0	0	
0.054	0	0	0	0	0	0	0	0	
0.056	0	0	0	0	0	0	0	0	
0.058	0	0	0	0	0	0	0	0	
0.06	0	0	0	0	0	0	0	0	
0.062	0	0	0	0	0	0	0	0	
0.064	0	0	0	0	0	0	0	0	
0.066	0	0	0	0	0	0	0	0	
0.068	0	0	0	0	0	0	0	0	
0.07	0	0	0	0	0	0	0	0	
0.072	0	0	0	0	0	0	0	0	
0.074	0	0	0	0	0	0	0	0	
0.07600001	0	0	0	0	0	0	0	0	
0.078	0	0	0	0	0	0	0	0	
0.08000001	0	0	0	0	0	0	0	0	
0.082	0	0	0	0	0	0	0	0	
0.08400001	0	0	0	0	0	0	0	0	
0.086	0	0	0	0	0	0	0	0	
0.08800001	0	0	0	0	0	0	0	0	
0.09	0	0	0	0	0	0	0	0	
0.09200001	0	0	0	0	0	0	0	0	
0.094	0	0	0	0	0	0	0	0	
0.096	0	0	0	0	0	0	0	0	
0.098	0	0	0	0	0	0	0	0	
0.1	-2E-09	0	0	0	0	0	0	0	
0.102	-2E-09	0	0	0	0	-0.004	0	0	
0.104	-2E-09	0	0	0	0	-0.0072	0	0	
0.106	-2E-09	0	0	0	0	-0.00976	0	0	
0.108	-2E-09	0	0	0	0	-0.011808	0	0	
0.11	-2E-09	0	0	0	0	-0.0134464	0	0	
0.112	-2E-09	0	0	0	0	-0.01475712	0	0	
0.114	-2E-09	0	0	0	0	-0.0158057	0	0	
0.116	-2E-09	0	0	0	0	-0.01664456	0	0	
0.118	-2E-09	0	0	0	0	-0.01731564	0	0	
0.12	-2E-09	0	0	0	0	-0.01785251	0	0	
0.122	-2E-09	0	0	0	0	-0.01828201	0	0	
0.124	-2E-09	0	0	0	0	-0.01862561	0	0	
0.126	-2E-09	0	0	0	0	-0.01890049	0	0	
0.128	-2E-09	0	0	0	0	-0.01912039	0	0	
0.13	-2E-09	0	0	0	0	-0.01929631	0	0	
0.132	-2E-09	0	0	0	0	-0.01943705	0	0	
0.134	-2E-09	0	0	0	0	-0.01954964	0	0	
0.136	-2E-09	0	0	0	0	-0.01963971	0	0	
0.138	-2E-09	0	0	0	0	-0.01971177	0	0	
0.14	-2E-09	0	0	0	0	-0.01976942	0	0	
0.142	-2E-09	0	0	0	0	-0.01981553	0	0	
0.144	-2E-09	0	0	0	0	-0.01985243	0	0	
0.146	-2E-09	0	0	0	0	-0.01988194	0	0	
0.148	-2E-09	0	0	0	0	-0.01990555	0	0	
0.15	-2E-09	0	0	0	0	-0.01992444	0	0	
0.152	-2E-09	0	0	0	0	-0.01993955	0	0	
0.154	-2E-09	0	0	0	0	-0.01995164	0	0	
0.156	-2E-09	0	0	0	0	-0.01996131	0	0	
0.158	-2E-09	0	0	0	0	-0.01996905	0	0	
0.16	-2E-09	0	0	0	0	-0.01997524	0	0	
0.162	-2E-09	0	0	0	0	-0.01998019	0	0	
0.164	-2E-09	0	0	0	0	-0.01998415	0	0	
0.166	-2E-09	0	0	0	0	-0.01998732	0	0	
0.168	-2E-09	0	0	0	0	-0.01998986	0	0	
0.17	-2E-09	0	0	0	0	-0.01999189	0	0	
0.172	-2E-09	0	0	0	0	-0.01999351	0	0	
0.174	-2E-09	0	0	0	0	-0.01999481	0	0	
0.176	-2E-09	0	0	0	0	-0.01999585	0	0	
0.178	-2E-09	0	0	0	0	-0.01999668	0	0	
0.18	-2E-09	0	0	0	0	-0.01999734	0	0	
0.182	-2E-09	0	0	0	0	-0.01999787	0	0	
0.184	-2E-09	0	0	0	0	-0.0199983	0	0	
0.186	-2E-09	0	0	0	0	-0.01999864	0	0	
0.188	-2E-09	0	0	0	0	-0.01999891	0	0	
0.19	-2E-09	0	0	0	0	-0.01999913	0	0	
0.192	-2E-09	0	0	0	0	-0.0199993	0	0	
0.194	-2E-09	0	0	0	0	-0.01999944	0	0	
0.196	-2E-09	0	0	0	0	-0.01999955	0	0	
0.198	-2E-09	0	0	0	0	-0.01999964	0	0	
0.2	0	0	0	0	0	-0.01999971	0	0	
0.202	0	0	0	0	0	-0.01599977	0	0	
0.204	0	0	0	0	0	-0.01279982	0	0	
0.206	0	0	0	0	0	-0.01023985	0	0	
0.208	0	0	0	0	0	-0.008191882	0	0	
0.21	0	0	0	0	0	-0.006553506	0	0	
0.212	0	0	0	0	0	-0.005242805	0	0	
0.214	0	0	0	0	0	-0.004194244	0	0	
0.216	0	0	0	0	0	-0.003355395	0	0	
0.218	0	0	0	0	0	-0.002684316	0	0	
0.22	0	0	0	0	0	-0.002147453	0	0	
0.222	0	0	0	0	0	-0.001717962	0	0	
0.224	0	0	0	0	0	-0.00137437	0	0	
0.226	0	0	0	0	0	-0.001099496	0	0	
0.228	0	0	0	0	0	-0.0008795966	0	0	
0.23	0	0	0	0	0	-0.0007036772	0	0	
0.232	0	0	0	0	0	-0.0005629418	0	0	
0.234	0	0	0	0	0	-0.0004503534	0	0	
0.236	0	0	0	0	0	-0.0003602827	0	0	
0.238	0	0	0	0	0	-0.0002882262	0	0	
0.24	0	0	0	0	0	-0.0002305809	0	0	
0.242	0	0	0	0	0	-0.0001844647	0	0	
0.244	0	0	0	0	0	-0.0001475718	0	0	
0.246	0	0	0	0	0	-0.0001180574	0	0	
0.248	0	0	0	0	0	-9.444595E-05	0	0	
0.25	0	0	0	0	0	-7.555676E-05	0	0	
0.252	0	0	0	0	0	-6.044541E-05	0	0	
0.254	0	0	0	0	0	-4.835633E-05	0	0	
0.256	0	0	0	0	0	-3.868506E-05	0	0	
0.258	0	0	0	0	0	-3.094805E-05	0	0	
0.26	0	0	0	0	0	-2.475844E-05	0	0	
