Time	1	Ica	
0	-0.05253209	9.199008E-09	
0.0002	-0.05248553	8.912063E-09	
0.0004	-0.0524505	8.658847E-09	
0.0006	-0.0524254	8.434926E-09	
0.0008	-0.05240887	8.2365E-09	
0.0009999999	-0.0523997	8.060305E-09	
0.0012	-0.05239687	7.903527E-09	
0.0014	-0.05239948	7.763733E-09	
0.0016	-0.05240673	7.638818E-09	
0.0018	-0.05241794	7.526959E-09	
0.002	-0.05243252	7.42657E-09	
0.0022	-0.05244995	7.336275E-09	
0.0024	-0.05246977	7.254871E-09	
0.0026	-0.0524916	7.181313E-09	
0.0028	-0.05251507	7.114691E-09	
0.003	-0.05253991	7.054207E-09	
0.0032	-0.05256585	6.999165E-09	
0.0034	-0.05259265	6.948953E-09	
0.0036	-0.05262012	6.903043E-09	
0.0038	-0.05264809	6.860968E-09	
0.004	-0.0526764	6.822319E-09	
0.0042	-0.05270493	6.786741E-09	
0.0044	-0.05273357	6.753917E-09	
0.0046	-0.05276221	6.723575E-09	
0.0048	-0.05279076	6.695473E-09	
0.005	-0.05281917	6.669396E-09	
0.0052	-0.05284736	6.645161E-09	
0.0054	-0.05287527	6.622604E-09	
0.0056	-0.05290286	6.601582E-09	
0.0058	-0.05293009	6.581968E-09	
0.006	-0.05295693	6.563649E-09	
0.0062	-0.05298334	6.546528E-09	
0.0064	-0.0530093	6.530518E-09	
0.0066	-0.05303478	6.515542E-09	
0.0068	-0.05305978	6.501535E-09	
0.007	-0.05308427	6.488434E-09	
0.0072	-0.05310825	6.476185E-09	
0.0074	-0.0531317	6.464744E-09	
0.0076	-0.05315462	6.454065E-09	
0.0078	-0.053177	6.444115E-09	
0.007999999	-0.05319883	6.434855E-09	
0.0082	-0.05322011	6.42626E-09	
0.0084	-0.05324084	6.418298E-09	
0.008599999	-0.05326102	6.410948E-09	
0.0088	-0.05328064	6.40419E-09	
0.009	-0.05329972	6.398003E-09	
0.0092	-0.05331824	6.392368E-09	
0.0094	-0.05333621	6.387269E-09	
0.0096	-0.05335364	6.382692E-09	
0.0098	-0.05337053	6.378623E-09	
0.01	-0.05338687	6.375048E-09	
0.0102	-0.05340268	6.371956E-09	
0.0104	-0.05341795	6.369341E-09	
0.0106	-0.05343268	6.367188E-09	
0.0108	-0.0534469	6.36549E-09	
0.011	-0.05346058	6.364236E-09	
0.0112	-0.05347376	6.363423E-09	
0.0114	-0.05348641	6.363037E-09	
