Time	1	Ica	
0	-0.05253209	9.199008E-09	
0.0002	-0.05247054	9.306179E-09	
0.0004	-0.05240751	9.410499E-09	
0.0006	-0.05234317	9.512364E-09	
0.0008	-0.05227765	9.612132E-09	
0.0009999999	-0.05221107	9.710116E-09	
0.0012	-0.05214353	9.806597E-09	
0.0014	-0.05207511	9.901824E-09	
0.0016	-0.0520059	9.996015E-09	
0.0018	-0.05193596	1.008937E-08	
0.002	-0.05186535	1.018206E-08	
0.0022	-0.05179411	1.027424E-08	
0.0024	-0.0517223	1.036606E-08	
0.0026	-0.05164993	1.045764E-08	
0.0028	-0.05157705	1.05491E-08	
0.003	-0.05150367	1.064052E-08	
0.0032	-0.05142982	1.073202E-08	
0.0034	-0.05135551	1.082366E-08	
0.0036	-0.05128076	1.091553E-08	
0.0038	-0.05120556	1.100769E-08	
0.004	-0.05112994	1.110021E-08	
0.0042	-0.05105389	1.119314E-08	
0.0044	-0.05097741	1.128654E-08	
0.0046	-0.05090051	1.138047E-08	
0.0048	-0.05082318	1.147495E-08	
0.005	-0.05074542	1.157006E-08	
0.0052	-0.05066723	1.166581E-08	
0.0054	-0.05058859	1.176225E-08	
0.0056	-0.05050951	1.185942E-08	
0.0058	-0.05042997	1.195735E-08	
0.006	-0.05034997	1.205609E-08	
0.0062	-0.05026948	1.215566E-08	
0.0064	-0.05018852	1.22561E-08	
0.0066	-0.05010705	1.235743E-08	
0.0068	-0.05002507	1.245969E-08	
0.007	-0.04994258	1.256292E-08	
0.0072	-0.04985954	1.266714E-08	
0.0074	-0.04977595	1.277239E-08	
0.0076	-0.0496918	1.287869E-08	
0.0078	-0.04960708	1.298608E-08	
0.007999999	-0.04952175	1.309459E-08	
0.0082	-0.04943581	1.320425E-08	
0.0084	-0.04934925	1.331509E-08	
0.008599999	-0.04926204	1.342714E-08	
0.0088	-0.04917417	1.354045E-08	
0.009	-0.04908562	1.365504E-08	
0.0092	-0.04899638	1.377094E-08	
0.0094	-0.04890642	1.388819E-08	
0.0096	-0.04881572	1.400683E-08	
0.0098	-0.04872426	1.412689E-08	
0.01	-0.04863203	1.424841E-08	
0.0102	-0.04853901	1.437143E-08	
0.0104	-0.04844516	1.449598E-08	
0.0106	-0.04835048	1.462211E-08	
0.0108	-0.04825493	1.474986E-08	
0.011	-0.0481585	1.487926E-08	
0.0112	-0.04806117	1.501036E-08	
0.0114	-0.0479629	1.51432E-08	
0.0116	-0.04786368	1.527784E-08	
0.0118	-0.04776348	1.541431E-08	
0.012	-0.04766227	1.555267E-08	
0.0122	-0.04756003	1.569295E-08	
0.0124	-0.04745673	1.583522E-08	
0.0126	-0.04735235	1.597953E-08	
0.0128	-0.04724686	1.612592E-08	
0.013	-0.04714022	1.627445E-08	
0.0132	-0.0470324	1.642519E-08	
0.0134	-0.04692339	1.657818E-08	
0.0136	-0.04681315	1.673348E-08	
0.0138	-0.04670164	1.689117E-08	
0.014	-0.04658883	1.705129E-08	
0.0142	-0.04647468	1.721392E-08	
0.0144	-0.04635918	1.737913E-08	
0.0146	-0.04624227	1.754697E-08	
