Time	1	Ica	
0	-0.05253209	9.199008E-09	
0.0002	-0.05248593	8.901743E-09	
0.0004	-0.05245164	8.638873E-09	
0.0006	-0.0524276	8.405819E-09	
0.0008	-0.05241242	8.198659E-09	
0.0009999999	-0.05240487	8.014037E-09	
0.0012	-0.05240391	7.849057E-09	
0.0014	-0.0524086	7.701227E-09	
0.0016	-0.05241816	7.568393E-09	
0.0018	-0.05243189	7.448687E-09	
0.002	-0.05244919	7.340493E-09	
0.0022	-0.05246951	7.242404E-09	
0.0024	-0.05249242	7.153202E-09	
0.0026	-0.0525175	7.07182E-09	
0.0028	-0.0525444	6.997336E-09	
0.003	-0.05257283	6.928942E-09	
0.0032	-0.05260251	6.865933E-09	
0.0034	-0.05263321	6.807694E-09	
0.0036	-0.05266474	6.753688E-09	
0.0038	-0.05269691	6.703448E-09	
0.004	-0.05272958	6.65656E-09	
0.0042	-0.05276261	6.612666E-09	
0.0044	-0.05279587	6.571453E-09	
0.0046	-0.05282928	6.532644E-09	
0.0048	-0.05286275	6.496E-09	
0.005	-0.05289619	6.461308E-09	
0.0052	-0.05292955	6.428382E-09	
0.0054	-0.05296276	6.39706E-09	
0.0056	-0.05299577	6.3672E-09	
0.0058	-0.05302855	6.338674E-09	
0.006	-0.05306105	6.311372E-09	
0.0062	-0.05309325	6.285198E-09	
0.0064	-0.05312511	6.260066E-09	
0.0066	-0.05315661	6.2359E-09	
0.0068	-0.05318774	6.212634E-09	
0.007	-0.05321848	6.190208E-09	
0.0072	-0.0532488	6.168572E-09	
0.0074	-0.05327871	6.147677E-09	
0.0076	-0.05330819	6.12748E-09	
0.0078	-0.05333724	6.107949E-09	
0.007999999	-0.05336584	6.089048E-09	
0.0082	-0.05339399	6.07075E-09	
0.0084	-0.05342169	6.053027E-09	
0.008599999	-0.05344894	6.035857E-09	
0.0088	-0.05347572	6.019217E-09	
0.009	-0.05350205	6.003089E-09	
0.0092	-0.05352793	5.987454E-09	
0.0094	-0.05355334	5.972298E-09	
0.0096	-0.05357829	5.957604E-09	
0.0098	-0.0536028	5.943363E-09	
0.01	-0.05362684	5.929559E-09	
0.0102	-0.05365044	5.916181E-09	
0.0104	-0.05367358	5.90322E-09	
0.0106	-0.05369628	5.890665E-09	
0.0108	-0.05371853	5.878507E-09	
0.011	-0.05374034	5.866738E-09	
0.0112	-0.05376171	5.85535E-09	
0.0114	-0.05378264	5.844336E-09	
0.0116	-0.05380315	5.833686E-09	
0.0118	-0.05382322	5.823396E-09	
0.012	-0.05384288	5.813459E-09	
0.0122	-0.05386211	5.803867E-09	
0.0124	-0.05388092	5.794614E-09	
0.0126	-0.05389932	5.785696E-09	
0.0128	-0.05391731	5.777108E-09	
0.013	-0.05393491	5.768842E-09	
0.0132	-0.05395209	5.760894E-09	
0.0134	-0.05396889	5.753259E-09	
0.0136	-0.05398529	5.745932E-09	
0.0138	-0.05400131	5.738908E-09	
0.014	-0.05401693	5.732182E-09	
0.0142	-0.05403218	5.725751E-09	
0.0144	-0.05404706	5.719607E-09	
0.0146	-0.05406156	5.71375E-09	
0.0148	-0.05407569	5.708174E-09	
0.015	-0.05408946	5.702873E-09	
0.0152	-0.05410288	5.697845E-09	
0.0154	-0.05411593	5.693086E-09	
0.0156	-0.05412864	5.68859E-09	
0.0158	-0.054141	5.684357E-09	
0.016	-0.05415301	5.68038E-09	
0.0162	-0.0541647	5.676657E-09	
0.0164	-0.05417604	5.673182E-09	
0.0166	-0.05418705	5.669954E-09	
0.0168	-0.05419774	5.666968E-09	
0.017	-0.0542081	5.664221E-09	
0.0172	-0.05421815	5.66171E-09	
0.0174	-0.05422788	5.659432E-09	
0.0176	-0.0542373	5.657383E-09	
0.0178	-0.05424641	5.65556E-09	
0.018	-0.05425522	5.653959E-09	
0.0182	-0.05426373	5.652578E-09	
0.0184	-0.05427194	5.651414E-09	
0.0186	-0.05427986	5.650464E-09	
0.0188	-0.05428749	5.649724E-09	
0.019	-0.05429484	5.649192E-09	
0.0192	-0.0543019	5.648865E-09	
0.0194	-0.05430869	5.648739E-09	
0.0196	-0.0543152	5.648815E-09	
0.0198	-0.05432144	5.649085E-09	
0.02	-0.05432742	5.649551E-09	
0.0202	-0.05433312	5.650208E-09	
0.0204	-0.05433857	5.651054E-09	
0.0206	-0.05434376	5.652086E-09	
0.0208	-0.05434869	5.653303E-09	
0.021	-0.05435338	5.654701E-09	
0.0212	-0.05435782	5.656278E-09	
0.0214	-0.05436201	5.658032E-09	
0.0216	-0.05436596	5.65996E-09	
0.0218	-0.05436967	5.662062E-09	
0.022	-0.05437314	5.664333E-09	
0.0222	-0.05437639	5.666772E-09	
0.0224	-0.0543794	5.669377E-09	
0.0226	-0.05438218	5.672146E-09	
0.0228	-0.05438475	5.675076E-09	
0.023	-0.05438709	5.678166E-09	
0.0232	-0.0543892	5.681414E-09	
0.0234	-0.05439111	5.684818E-09	
0.0236	-0.05439281	5.688376E-09	
0.0238	-0.05439429	5.692086E-09	
0.024	-0.05439557	5.695945E-09	
0.0242	-0.05439664	5.699954E-09	
0.0244	-0.05439751	5.704109E-09	
0.0246	-0.05439818	5.708409E-09	
0.0248	-0.05439865	5.712852E-09	
0.025	-0.05439893	5.717436E-09	
0.0252	-0.05439902	5.72216E-09	
0.0254	-0.05439891	5.727023E-09	
0.0256	-0.05439862	5.732022E-09	
0.0258	-0.05439815	5.737156E-09	
0.026	-0.05439748	5.742424E-09	
0.0262	-0.05439664	5.747824E-09	
0.0264	-0.05439563	5.753356E-09	
0.0266	-0.05439443	5.759017E-09	
0.0268	-0.05439306	5.764807E-09	
0.027	-0.05439152	5.770722E-09	
0.0272	-0.05438981	5.776763E-09	
0.0274	-0.05438793	5.782927E-09	
0.0276	-0.05438588	5.789214E-09	
0.0278	-0.05438367	5.795622E-09	
0.028	-0.0543813	5.802152E-09	
0.0282	-0.05437877	5.8088E-09	
0.0284	-0.05437608	5.815567E-09	
0.0286	-0.05437323	5.82245E-09	
0.0288	-0.05437024	5.829448E-09	
0.029	-0.05436708	5.836562E-09	
0.0292	-0.05436378	5.843788E-09	
0.0294	-0.05436033	5.851128E-09	
0.0296	-0.05435673	5.858578E-09	
0.0298	-0.05435298	5.866138E-09	
0.03	-0.05434909	5.873809E-09	
0.0302	-0.05434506	5.881588E-09	
0.0304	-0.05434089	5.889473E-09	
0.0306	-0.05433658	5.897466E-09	
0.0308	-0.05433213	5.905563E-09	
0.031	-0.05432754	5.913766E-09	
0.0312	-0.05432283	5.922072E-09	
0.0314	-0.05431797	5.930481E-09	
0.0316	-0.05431299	5.938992E-09	
0.0318	-0.05430787	5.947604E-09	
0.032	-0.05430263	5.956317E-09	
0.0322	-0.05429726	5.96513E-09	
0.0324	-0.05429176	5.974043E-09	
0.0326	-0.05428614	5.983053E-09	
0.0328	-0.05428039	5.992161E-09	
0.033	-0.05427453	6.001366E-09	
0.0332	-0.05426854	6.010667E-09	
0.0334	-0.05426243	6.020064E-09	
0.0336	-0.05425619	6.029556E-09	
0.0338	-0.05424985	6.039141E-09	
0.034	-0.05424339	6.04882E-09	
0.0342	-0.05423681	6.058593E-09	
0.0344	-0.05423012	6.068458E-09	
0.0346	-0.05422331	6.078416E-09	
0.0348	-0.0542164	6.088465E-09	
0.035	-0.05420937	6.098605E-09	
0.0352	-0.05420223	6.108834E-09	
0.0354	-0.05419498	6.119155E-09	
0.0356	-0.05418763	6.129564E-09	
0.0358	-0.05418016	6.140063E-09	
0.036	-0.05417259	6.15065E-09	
0.0362	-0.05416492	6.161324E-09	
0.0364	-0.05415714	6.172087E-09	
0.0366	-0.05414926	6.182938E-09	
0.0368	-0.05414127	6.193874E-09	
0.037	-0.05413319	6.204898E-09	
0.0372	-0.054125	6.216008E-09	
0.0374	-0.05411671	6.227203E-09	
0.0376	-0.05410832	6.238484E-09	
0.0378	-0.05409984	6.24985E-09	
0.038	-0.05409125	6.2613E-09	
0.0382	-0.05408257	6.272837E-09	
0.0384	-0.05407379	6.284457E-09	
0.0386	-0.05406491	6.296161E-09	
0.0388	-0.05405595	6.307948E-09	
0.039	-0.05404688	6.319819E-09	
0.0392	-0.05403772	6.331774E-09	
0.0394	-0.05402847	6.34381E-09	
0.0396	-0.05401913	6.355931E-09	
0.0398	-0.05400969	6.368134E-09	
0.04	-0.05400016	6.380419E-09	
0.0402	-0.05399054	6.392787E-09	
0.0404	-0.05398083	6.405236E-09	
0.0406	-0.05397103	6.417768E-09	
0.0408	-0.05396114	6.430382E-09	
0.041	-0.05395116	6.443078E-09	
0.0412	-0.0539411	6.455855E-09	
0.0414	-0.05393095	6.468713E-09	
0.0416	-0.0539207	6.481652E-09	
0.0418	-0.05391038	6.494673E-09	
0.042	-0.05389996	6.507776E-09	
0.0422	-0.05388946	6.520959E-09	
0.0424	-0.05387888	6.534223E-09	
0.0426	-0.0538682	6.547569E-09	
0.0428	-0.05385745	6.560995E-09	
0.043	-0.05384661	6.574503E-09	
0.0432	-0.05383568	6.588092E-09	
0.0434	-0.05382467	6.601761E-09	
0.0436	-0.05381358	6.615513E-09	
0.0438	-0.0538024	6.629345E-09	
0.044	-0.05379114	6.643258E-09	
0.0442	-0.0537798	6.657253E-09	
0.0444	-0.05376837	6.671327E-09	
0.0446	-0.05375687	6.685485E-09	
0.0448	-0.05374528	6.699723E-09	
0.045	-0.05373361	6.714043E-09	
0.0452	-0.05372185	6.728444E-09	
0.0454	-0.05371002	6.742927E-09	
0.0456	-0.0536981	6.757491E-09	
0.0458	-0.05368611	6.772137E-09	
0.046	-0.05367403	6.786866E-09	
0.0462	-0.05366187	6.801676E-09	
0.0464	-0.05364963	6.81657E-09	
0.0466	-0.05363732	6.831546E-09	
0.0468	-0.05362492	6.846604E-09	
0.047	-0.05361244	6.861744E-09	
0.0472	-0.05359988	6.876969E-09	
0.0474	-0.05358725	6.892277E-09	
0.0476	-0.05357453	6.907668E-09	
0.0478	-0.05356173	6.923142E-09	
0.048	-0.05354885	6.938701E-09	
0.0482	-0.05353589	6.954344E-09	
0.0484	-0.05352286	6.970072E-09	
0.0486	-0.05350973	6.985885E-09	
0.0488	-0.05349654	7.001783E-09	
0.049	-0.05348327	7.017766E-09	
0.0492	-0.05346991	7.033836E-09	
0.0494	-0.05345647	7.049991E-09	
0.0496	-0.05344296	7.066232E-09	
0.0498	-0.05342936	7.082561E-09	
