Time	Body_2 Y	Body_2 Z	Body_2 X	Joint_1	
0.8190001	-0.1031102	-0.1598639	-1.689155E-09	-43.08641	
0.8200001	-0.1032623	-0.1597225	-1.695749E-09	-43.16354	
0.821	-0.103419	-0.1595765	-1.702529E-09	-43.24317	
0.822	-0.1035805	-0.1594257	-1.709492E-09	-43.32532	
0.823	-0.1037465	-0.1592702	-1.716639E-09	-43.40998	
0.8240001	-0.1039172	-0.1591099	-1.723968E-09	-43.49714	
0.825	-0.1040926	-0.1589449	-1.731479E-09	-43.58681	
0.826	-0.1042724	-0.158775	-1.73917E-09	-43.67898	
0.827	-0.1044568	-0.1586004	-1.747043E-09	-43.77364	
0.8280001	-0.1046458	-0.1584209	-1.755095E-09	-43.8708	
0.8290001	-0.1048392	-0.1582366	-1.763327E-09	-43.97046	
0.83	-0.105037	-0.1580475	-1.771738E-09	-44.07259	
0.831	-0.1052393	-0.1578534	-1.780329E-09	-44.17721	
0.832	-0.1054459	-0.1576545	-1.7891E-09	-44.2843	
0.8330001	-0.1056569	-0.1574507	-1.798051E-09	-44.39387	
0.8340001	-0.1058721	-0.1572419	-1.807182E-09	-44.50592	
0.835	-0.1060916	-0.1570283	-1.816493E-09	-44.62042	
0.836	-0.1063154	-0.1568096	-1.825986E-09	-44.7374	
0.837	-0.1065433	-0.156586	-1.83566E-09	-44.85682	
0.8380001	-0.1067754	-0.1563574	-1.845517E-09	-44.97869	
0.839	-0.1070097	-0.1561257	-1.855472E-09	-45.10302	
0.84	-0.1072449	-0.1558921	-1.865473E-09	-45.22371	
0.841	-0.10748	-0.1556576	-1.87548E-09	-45.34235	
0.8420001	-0.1077143	-0.1554231	-1.885453E-09	-45.4591	
0.8430001	-0.1079466	-0.1551895	-1.895355E-09	-45.57375	
0.844	-0.1081764	-0.1549576	-1.905149E-09	-45.686	
0.845	-0.1084027	-0.1547282	-1.914802E-09	-45.79553	
0.846	-0.1086247	-0.1545023	-1.92428E-09	-45.90206	
0.8470001	-0.1088418	-0.1542804	-1.933551E-09	-46.00529	
0.848	-0.1090532	-0.1540635	-1.942584E-09	-46.10494	
0.849	-0.1092583	-0.1538522	-1.951352E-09	-46.20076	
0.85	-0.1094564	-0.1536473	-1.959827E-09	-46.29249	
0.851	-0.109647	-0.1534494	-1.967985E-09	-46.37993	
0.8520001	-0.1098295	-0.1532591	-1.9758E-09	-46.46286	
0.853	-0.1100034	-0.153077	-1.983253E-09	-46.54108	
0.854	-0.1101683	-0.1529038	-1.990323E-09	-46.61444	
0.855	-0.1103238	-0.1527398	-1.996991E-09	-46.68276	
0.8560001	-0.1104694	-0.1525856	-2.003243E-09	-46.74593	
0.8570001	-0.1106048	-0.1524416	-2.009062E-09	-46.80381	
0.858	-0.1107299	-0.1523082	-2.014438E-09	-46.85632	
0.859	-0.1108442	-0.1521857	-2.019358E-09	-46.90338	
0.86	-0.1109476	-0.1520745	-2.023813E-09	-46.94494	
0.8610001	-0.11104	-0.1519746	-2.027797E-09	-46.98096	
0.862	-0.1111212	-0.1518864	-2.031304E-09	-47.01141	
0.863	-0.1111911	-0.1518101	-2.034329E-09	-47.0363	
0.864	-0.1112498	-0.1517456	-2.03687E-09	-47.05566	
0.8650001	-0.1112971	-0.1516931	-2.038928E-09	-47.06951	
0.8660001	-0.1113331	-0.1516526	-2.040502E-09	-47.07791	
0.867	-0.1113579	-0.151624	-2.041596E-09	-47.08093	
0.868	-0.1113716	-0.1516073	-2.042213E-09	-47.07866	
0.869	-0.1113744	-0.1516024	-2.042359E-09	-47.0712	
0.8700001	-0.1113663	-0.151609	-2.042041E-09	-47.05869	
0.8710001	-0.1113476	-0.151627	-2.041268E-09	-47.04124	
0.872	-0.1113186	-0.1516562	-2.040049E-09	-47.01903	
0.873	-0.1112795	-0.1516962	-2.038395E-09	-46.9922	
0.874	-0.1112305	-0.1517467	-2.036318E-09	-46.96093	
0.8750001	-0.1111721	-0.1518075	-2.033832E-09	-46.92541	
0.876	-0.1111045	-0.1518781	-2.030952E-09	-46.88584	
0.877	-0.1110282	-0.151958	-2.027692E-09	-46.84243	
0.878	-0.1109435	-0.152047	-2.02407E-09	-46.79541	
0.8790001	-0.1108507	-0.1521444	-2.020104E-09	-46.74499	
0.8800001	-0.1107505	-0.1522499	-2.01581E-09	-46.69141	
0.881	-0.1106431	-0.1523628	-2.011209E-09	-46.63492	
0.882	-0.1105291	-0.1524827	-2.00632E-09	-46.57576	
0.883	-0.110409	-0.1526091	-2.001164E-09	-46.51419	
0.8840001	-0.1102832	-0.1527413	-1.995762E-09	-46.45046	
0.8850001	-0.1101522	-0.1528788	-1.990135E-09	-46.38483	
0.886	-0.1100166	-0.153021	-1.984306E-09	-46.31756	
0.887	-0.1098769	-0.1531674	-1.978296E-09	-46.24892	
0.8880001	-0.1097336	-0.1533174	-1.972129E-09	-46.17916	
0.8890001	-0.1095873	-0.1534703	-1.965827E-09	-46.10855	
0.89	-0.1094384	-0.1536256	-1.959414E-09	-46.03735	
0.891	-0.1092875	-0.1537827	-1.952911E-09	-45.9658	
0.892	-0.1091352	-0.153941	-1.946343E-09	-45.89418	
0.8930001	-0.108982	-0.1540999	-1.939733E-09	-45.82272	
0.8940001	-0.1088284	-0.154259	-1.933102E-09	-45.75168	
0.895	-0.108675	-0.1544175	-1.926474E-09	-45.6813	
0.896	-0.1085222	-0.1545751	-1.91987E-09	-45.61179	
0.897	-0.1083706	-0.1547311	-1.913313E-09	-45.5434	
0.8980001	-0.1082206	-0.154885	-1.906824E-09	-45.47633	
0.899	-0.1080728	-0.1550364	-1.900424E-09	-45.41079	
0.9	-0.1079276	-0.1551849	-1.894132E-09	-45.347	
0.901	-0.1077855	-0.1553298	-1.88797E-09	-45.28513	
0.9020001	-0.107647	-0.1554708	-1.881954E-09	-45.22537	
0.9030001	-0.1075123	-0.1556075	-1.876105E-09	-45.16789	
0.904	-0.107382	-0.1557395	-1.870438E-09	-45.11286	
0.905	-0.1072562	-0.1558667	-1.86496E-09	-45.06041	
0.906	-0.1071349	-0.1559891	-1.859671E-09	-45.00988	
0.9070001	-0.1070181	-0.1561067	-1.854573E-09	-44.9611	
0.9080001	-0.1069058	-0.1562194	-1.849666E-09	-44.91405	
0.909	-0.1067981	-0.1563274	-1.844951E-09	-44.86875	
0.91	-0.1066949	-0.1564305	-1.840428E-09	-44.82524	
0.9110001	-0.1065963	-0.1565289	-1.836098E-09	-44.78355	
0.9120001	-0.1065022	-0.1566225	-1.831961E-09	-44.74371	
0.913	-0.1064128	-0.1567114	-1.828018E-09	-44.70575	
0.914	-0.1063279	-0.1567955	-1.82427E-09	-44.66971	
0.915	-0.1062477	-0.1568749	-1.820717E-09	-44.63561	
0.9160001	-0.106172	-0.1569495	-1.81736E-09	-44.60347	
0.9170001	-0.106101	-0.1570195	-1.8142E-09	-44.57334	
0.918	-0.1060346	-0.1570847	-1.811236E-09	-44.54522	
0.919	-0.1059728	-0.1571453	-1.808471E-09	-44.51915	
0.92	-0.1059157	-0.1572012	-1.805904E-09	-44.49515	
0.9210001	-0.1058633	-0.1572524	-1.803536E-09	-44.47322	
0.9220001	-0.1058155	-0.157299	-1.801368E-09	-44.45341	
0.923	-0.1057724	-0.1573409	-1.799399E-09	-44.43572	
0.924	-0.1057339	-0.1573781	-1.797632E-09	-44.42018	
0.9250001	-0.1057001	-0.1574107	-1.796066E-09	-44.40679	
0.9260001	-0.105671	-0.1574387	-1.794701E-09	-44.39558	
0.927	-0.1056466	-0.1574621	-1.793538E-09	-44.38657	
0.928	-0.1056269	-0.1574809	-1.792578E-09	-44.37976	
0.929	-0.1056119	-0.157495	-1.791821E-09	-44.37517	
0.9300001	-0.1056016	-0.1575045	-1.791267E-09	-44.37281	
0.9310001	-0.1055959	-0.1575095	-1.790916E-09	-44.37271	
0.932	-0.105595	-0.1575098	-1.79077E-09	-44.37485	
0.933	-0.1055988	-0.1575056	-1.790827E-09	-44.37927	
0.934	-0.1056073	-0.1574967	-1.791089E-09	-44.38596	
0.9350001	-0.1056204	-0.1574833	-1.791556E-09	-44.39494	
0.936	-0.1056383	-0.1574653	-1.792226E-09	-44.40623	
0.937	-0.1056609	-0.1574427	-1.793102E-09	-44.41982	
0.938	-0.1056881	-0.1574156	-1.794183E-09	-44.43572	
0.9390001	-0.1057201	-0.1573838	-1.795469E-09	-44.45394	
0.9400001	-0.1057567	-0.1573475	-1.796959E-09	-44.47449	
0.941	-0.105798	-0.1573066	-1.798655E-09	-44.49738	
0.942	-0.1058439	-0.1572611	-1.800556E-09	-44.52261	
0.943	-0.1058946	-0.1572111	-1.802662E-09	-44.55018	
0.9440001	-0.1059498	-0.1571564	-1.804973E-09	-44.58011	
0.9450001	-0.1060097	-0.1570972	-1.807488E-09	-44.61239	
0.946	-0.1060743	-0.1570333	-1.810209E-09	-44.64703	
0.947	-0.1061435	-0.1569649	-1.813134E-09	-44.68404	
0.9480001	-0.1062173	-0.1568919	-1.816264E-09	-44.72342	
0.9490001	-0.1062956	-0.1568143	-1.819598E-09	-44.76517	
0.95	-0.1063786	-0.1567321	-1.823137E-09	-44.8093	
0.951	-0.1064662	-0.1566452	-1.826879E-09	-44.8558	
0.952	-0.1065583	-0.1565538	-1.830826E-09	-44.90468	
0.9530001	-0.1066549	-0.1564577	-1.834977E-09	-44.95594	
0.9540001	-0.1067554	-0.1563577	-1.839303E-09	-45.0096	
0.955	-0.1068593	-0.1562541	-1.843782E-09	-45.06362	
0.956	-0.1069662	-0.1561475	-1.848396E-09	-45.11825	
0.957	-0.1070754	-0.1560383	-1.853125E-09	-45.17339	
0.9580001	-0.1071868	-0.1559268	-1.85795E-09	-45.22891	
0.9590001	-0.1072996	-0.1558136	-1.86285E-09	-45.28459	
0.96	-0.1074137	-0.1556991	-1.867808E-09	-45.34026	
0.961	-0.1075284	-0.1555837	-1.872804E-09	-45.39575	
0.9620001	-0.1076434	-0.1554678	-1.877819E-09	-45.45086	
0.9630001	-0.1077583	-0.1553518	-1.882837E-09	-45.50541	
0.964	-0.1078727	-0.1552362	-1.887837E-09	-45.55925	
0.965	-0.1079861	-0.1551213	-1.892803E-09	-45.6122	
0.966	-0.1080981	-0.1550076	-1.897719E-09	-45.66409	
0.9670001	-0.1082085	-0.1548954	-1.902567E-09	-45.71478	
0.9680001	-0.1083168	-0.154785	-1.907332E-09	-45.76411	
0.969	-0.1084226	-0.154677	-1.911998E-09	-45.81194	
0.97	-0.1085258	-0.1545715	-1.916551E-09	-45.85814	
0.9710001	-0.1086259	-0.154469	-1.920977E-09	-45.90257	
0.9720001	-0.1087226	-0.1543698	-1.925262E-09	-45.94514	
0.973	-0.1088157	-0.1542741	-1.929396E-09	-45.98571	
0.974	-0.1089049	-0.1541822	-1.933365E-09	-46.02418	
0.975	-0.10899	-0.1540945	-1.937159E-09	-46.06047	
0.9760001	-0.1090707	-0.154011	-1.940768E-09	-46.0945	
0.9770001	-0.1091469	-0.1539322	-1.944183E-09	-46.12617	
0.978	-0.1092184	-0.1538581	-1.947396E-09	-46.15543	
0.979	-0.1092849	-0.153789	-1.950398E-09	-46.18222	
0.98	-0.1093464	-0.153725	-1.953184E-09	-46.2065	
0.9810001	-0.1094028	-0.1536663	-1.955747E-09	-46.22822	
0.9820001	-0.1094539	-0.153613	-1.958083E-09	-46.24735	
0.983	-0.1094996	-0.1535652	-1.960187E-09	-46.26388	
0.984	-0.1095399	-0.1535229	-1.962057E-09	-46.2778	
0.9850001	-0.1095748	-0.1534863	-1.96369E-09	-46.2891	
0.9860001	-0.1096042	-0.1534554	-1.965085E-09	-46.29779	
0.987	-0.109628	-0.1534302	-1.96624E-09	-46.30389	
0.988	-0.1096464	-0.1534107	-1.967156E-09	-46.30742	
0.989	-0.1096594	-0.1533968	-1.967835E-09	-46.30843	
0.9900001	-0.109667	-0.1533885	-1.968277E-09	-46.30693	
0.9910001	-0.1096692	-0.1533859	-1.968485E-09	-46.30299	
0.992	-0.1096662	-0.1533887	-1.968463E-09	-46.29667	
0.993	-0.109658	-0.1533969	-1.968214E-09	-46.28801	
0.994	-0.1096448	-0.1534103	-1.967743E-09	-46.27711	
0.9950001	-0.1096267	-0.1534289	-1.967056E-09	-46.26404	
0.9960001	-0.1096038	-0.1534525	-1.966157E-09	-46.24886	
0.997	-0.1095763	-0.1534809	-1.965055E-09	-46.23169	
0.998	-0.1095444	-0.1535139	-1.963755E-09	-46.2126	
0.9990001	-0.1095082	-0.1535514	-1.962266E-09	-46.1917	
1	-0.1094679	-0.153593	-1.960595E-09	-46.1691	
1.001	-0.1094238	-0.1536388	-1.958752E-09	-46.1449	
1.002	-0.1093761	-0.1536882	-1.956745E-09	-46.1192	
1.003	-0.1093249	-0.1537413	-1.954584E-09	-46.09214	
1.004	-0.1092705	-0.1537976	-1.952278E-09	-46.06381	
1.005	-0.1092132	-0.153857	-1.949839E-09	-46.03436	
1.006	-0.1091532	-0.1539192	-1.947275E-09	-46.00388	
1.007	-0.1090906	-0.153984	-1.944598E-09	-45.97251	
1.008	-0.1090259	-0.1540509	-1.941819E-09	-45.94037	
1.009	-0.1089592	-0.1541199	-1.938949E-09	-45.90759	
1.01	-0.1088908	-0.1541906	-1.935999E-09	-45.87429	
1.011	-0.108821	-0.1542627	-1.93298E-09	-45.8406	
1.012	-0.1087499	-0.154336	-1.929904E-09	-45.80661	
1.013	-0.108678	-0.1544101	-1.926782E-09	-45.7725	
1.014	-0.1086054	-0.1544849	-1.923625E-09	-45.73834	
1.015	-0.1085324	-0.15456	-1.920444E-09	-45.70427	
1.016	-0.1084592	-0.1546352	-1.917252E-09	-45.67041	
1.017	-0.1083862	-0.1547103	-1.914058E-09	-45.63686	
1.018	-0.1083135	-0.1547848	-1.910874E-09	-45.60374	
1.019	-0.1082414	-0.1548587	-1.90771E-09	-45.57116	
1.02	-0.1081701	-0.1549317	-1.904577E-09	-45.53921	
1.021	-0.1080999	-0.1550035	-1.901485E-09	-45.508	
1.022	-0.108031	-0.1550739	-1.898444E-09	-45.47762	
1.023	-0.1079636	-0.1551427	-1.895463E-09	-45.44817	
1.024	-0.1078979	-0.1552097	-1.892551E-09	-45.41971	
1.025	-0.1078341	-0.1552746	-1.889718E-09	-45.39235	
1.026	-0.1077724	-0.1553374	-1.886972E-09	-45.36617	
1.027	-0.1077129	-0.1553978	-1.88432E-09	-45.34121	
1.028	-0.107656	-0.1554556	-1.881771E-09	-45.31754	
1.029	-0.1076016	-0.1555108	-1.87933E-09	-45.29525	
1.03	-0.1075499	-0.1555631	-1.877006E-09	-45.27436	
1.031	-0.1075012	-0.1556125	-1.874803E-09	-45.25494	
1.032	-0.1074554	-0.1556587	-1.872728E-09	-45.23701	
1.033	-0.1074128	-0.1557018	-1.870785E-09	-45.22064	
1.034	-0.1073733	-0.1557416	-1.868979E-09	-45.20582	
1.035	-0.1073371	-0.1557781	-1.867313E-09	-45.1926	
1.036	-0.1073043	-0.1558111	-1.865792E-09	-45.181	
1.037	-0.1072749	-0.1558407	-1.864417E-09	-45.17101	
1.038	-0.107249	-0.1558667	-1.863192E-09	-45.16265	
1.039	-0.1072266	-0.1558892	-1.862117E-09	-45.15594	
1.04	-0.1072076	-0.1559082	-1.861195E-09	-45.15084	
1.041	-0.1071922	-0.1559236	-1.860425E-09	-45.14737	
1.042	-0.1071804	-0.1559354	-1.859808E-09	-45.1455	
1.043	-0.107172	-0.1559438	-1.859343E-09	-45.1452	
1.044	-0.107167	-0.1559486	-1.859029E-09	-45.14647	
1.045	-0.1071655	-0.15595	-1.858865E-09	-45.14925	
1.046	-0.1071674	-0.155948	-1.858849E-09	-45.15353	
1.047	-0.1071726	-0.1559427	-1.858978E-09	-45.15926	
1.048	-0.107181	-0.1559341	-1.859249E-09	-45.16638	
1.049	-0.1071926	-0.1559223	-1.859659E-09	-45.17487	
1.05	-0.1072072	-0.1559075	-1.860204E-09	-45.18465	
1.051	-0.1072248	-0.1558897	-1.860881E-09	-45.19568	
1.052	-0.1072452	-0.1558691	-1.861683E-09	-45.2079	
1.053	-0.1072683	-0.1558457	-1.862607E-09	-45.22124	
1.054	-0.107294	-0.1558196	-1.863646E-09	-45.23565	
1.055	-0.1073222	-0.1557911	-1.864796E-09	-45.25105	
1.056	-0.1073527	-0.1557603	-1.866051E-09	-45.26737	
1.057	-0.1073854	-0.1557273	-1.867404E-09	-45.28455	
1.058	-0.1074201	-0.1556922	-1.868849E-09	-45.30249	
1.059	-0.1074566	-0.1556553	-1.870379E-09	-45.32115	
1.06	-0.1074949	-0.1556166	-1.871988E-09	-45.34042	
1.061	-0.1075347	-0.1555763	-1.873668E-09	-45.36026	
1.062	-0.1075759	-0.1555346	-1.875413E-09	-45.38055	
1.063	-0.1076183	-0.1554917	-1.877216E-09	-45.40124	
1.064	-0.1076617	-0.1554477	-1.879069E-09	-45.42225	
1.065	-0.107706	-0.1554028	-1.880964E-09	-45.4435	
1.066	-0.1077511	-0.1553571	-1.882896E-09	-45.4649	
1.067	-0.1077966	-0.1553109	-1.884856E-09	-45.48639	
1.068	-0.1078426	-0.1552643	-1.886836E-09	-45.50789	
1.069	-0.1078887	-0.1552174	-1.888831E-09	-45.52932	
1.07	-0.1079349	-0.1551705	-1.890833E-09	-45.55061	
1.071	-0.1079809	-0.1551237	-1.892834E-09	-45.5717	
1.072	-0.1080267	-0.1550771	-1.894829E-09	-45.59251	
1.073	-0.108072	-0.1550309	-1.896809E-09	-45.61297	
1.074	-0.1081168	-0.1549853	-1.89877E-09	-45.63303	
1.075	-0.1081609	-0.1549404	-1.900703E-09	-45.6526	
1.076	-0.108204	-0.1548963	-1.902604E-09	-45.67166	
1.077	-0.1082462	-0.1548532	-1.904466E-09	-45.69012	
1.078	-0.1082873	-0.1548112	-1.906283E-09	-45.70794	
1.079	-0.1083271	-0.1547705	-1.90805E-09	-45.72507	
1.08	-0.1083656	-0.1547312	-1.909762E-09	-45.74147	
1.081	-0.1084026	-0.1546933	-1.911414E-09	-45.75708	
1.082	-0.108438	-0.154657	-1.913002E-09	-45.77187	
1.083	-0.1084718	-0.1546224	-1.91452E-09	-45.7858	
1.084	-0.1085038	-0.1545896	-1.915965E-09	-45.79884	
1.085	-0.108534	-0.1545586	-1.917334E-09	-45.81096	
1.086	-0.1085623	-0.1545295	-1.918623E-09	-45.82212	
1.087	-0.1085886	-0.1545025	-1.919829E-09	-45.83232	
1.088	-0.1086129	-0.1544775	-1.920949E-09	-45.84153	
1.089	-0.1086352	-0.1544546	-1.921981E-09	-45.84973	
1.09	-0.1086553	-0.1544339	-1.922923E-09	-45.85692	
1.091	-0.1086733	-0.1544154	-1.923774E-09	-45.86309	
1.092	-0.1086891	-0.1543991	-1.924531E-09	-45.86823	
1.093	-0.1087027	-0.154385	-1.925195E-09	-45.87233	
1.094	-0.1087142	-0.1543732	-1.925764E-09	-45.87543	
1.095	-0.1087234	-0.1543636	-1.926239E-09	-45.87751	
1.096	-0.1087305	-0.1543563	-1.926618E-09	-45.87857	
1.097	-0.1087354	-0.1543512	-1.926903E-09	-45.87865	
1.098	-0.1087381	-0.1543484	-1.927094E-09	-45.87775	
1.099	-0.1087388	-0.1543477	-1.927192E-09	-45.8759	
1.1	-0.1087373	-0.1543491	-1.927199E-09	-45.87311	
1.101	-0.1087338	-0.1543527	-1.927115E-09	-45.86942	
1.102	-0.1087283	-0.1543584	-1.926944E-09	-45.86485	
1.103	-0.1087208	-0.154366	-1.926686E-09	-45.85942	
1.104	-0.1087114	-0.1543756	-1.926344E-09	-45.85318	
1.105	-0.1087002	-0.1543871	-1.925921E-09	-45.84617	
1.106	-0.1086873	-0.1544004	-1.92542E-09	-45.83841	
1.107	-0.1086727	-0.1544154	-1.924844E-09	-45.82995	
1.108	-0.1086564	-0.1544321	-1.924196E-09	-45.82083	
1.109	-0.1086387	-0.1544503	-1.923479E-09	-45.81108	
1.11	-0.1086195	-0.15447	-1.922697E-09	-45.80076	
1.111	-0.108599	-0.1544911	-1.921854E-09	-45.78992	
1.112	-0.1085772	-0.1545134	-1.920953E-09	-45.77859	
1.113	-0.1085543	-0.154537	-1.919999E-09	-45.76682	
1.114	-0.1085303	-0.1545616	-1.918997E-09	-45.75466	
1.115	-0.1085054	-0.1545872	-1.917949E-09	-45.74217	
1.116	-0.1084796	-0.1546137	-1.916861E-09	-45.72939	
1.117	-0.108453	-0.154641	-1.915737E-09	-45.71635	
1.118	-0.1084258	-0.1546689	-1.914581E-09	-45.70313	
1.119	-0.1083981	-0.1546973	-1.913398E-09	-45.68977	
1.12	-0.1083699	-0.1547262	-1.912193E-09	-45.6763	
1.121	-0.1083413	-0.1547554	-1.910969E-09	-45.6628	
1.122	-0.1083126	-0.1547849	-1.909732E-09	-45.64929	
1.123	-0.1082837	-0.1548145	-1.908486E-09	-45.63582	
1.124	-0.1082548	-0.1548441	-1.907235E-09	-45.62246	
1.125	-0.1082259	-0.1548736	-1.905983E-09	-45.60923	
1.126	-0.1081972	-0.1549029	-1.904736E-09	-45.59617	
1.127	-0.1081688	-0.154932	-1.903496E-09	-45.58333	
1.128	-0.1081408	-0.1549606	-1.902269E-09	-45.57076	
1.129	-0.1081132	-0.1549888	-1.901058E-09	-45.55849	
1.13	-0.1080861	-0.1550165	-1.899868E-09	-45.54656	
1.131	-0.1080597	-0.1550435	-1.898701E-09	-45.535	
1.132	-0.1080339	-0.1550698	-1.897561E-09	-45.52385	
1.133	-0.1080089	-0.1550952	-1.896453E-09	-45.51313	
1.134	-0.1079848	-0.1551198	-1.895379E-09	-45.50289	
1.135	-0.1079616	-0.1551435	-1.894341E-09	-45.49313	
1.136	-0.1079394	-0.1551661	-1.893345E-09	-45.4839	
1.137	-0.1079182	-0.1551877	-1.892391E-09	-45.4752	
1.138	-0.1078982	-0.1552081	-1.891483E-09	-45.46708	
1.139	-0.1078792	-0.1552273	-1.890623E-09	-45.45953	
1.14	-0.1078615	-0.1552453	-1.889812E-09	-45.45258	
1.141	-0.107845	-0.1552621	-1.889054E-09	-45.44625	
1.142	-0.1078298	-0.1552776	-1.888349E-09	-45.44054	
1.143	-0.1078159	-0.1552917	-1.8877E-09	-45.43545	
1.144	-0.1078033	-0.1553045	-1.887107E-09	-45.43101	
1.145	-0.1077921	-0.1553159	-1.886571E-09	-45.42721	
1.146	-0.1077822	-0.1553259	-1.886094E-09	-45.42405	
1.147	-0.1077737	-0.1553345	-1.885677E-09	-45.42154	
1.148	-0.1077666	-0.1553417	-1.885318E-09	-45.41967	
1.149	-0.1077609	-0.1553475	-1.88502E-09	-45.41843	
1.15	-0.1077565	-0.1553519	-1.884781E-09	-45.41784	
1.151	-0.1077536	-0.1553549	-1.884602E-09	-45.41786	
1.152	-0.107752	-0.1553565	-1.884481E-09	-45.41849	
1.153	-0.1077517	-0.1553567	-1.88442E-09	-45.41972	
1.154	-0.1077528	-0.1553556	-1.884416E-09	-45.42155	
1.155	-0.1077551	-0.1553532	-1.884469E-09	-45.42393	
1.156	-0.1077588	-0.1553496	-1.884577E-09	-45.42687	
1.157	-0.1077636	-0.1553446	-1.88474E-09	-45.43034	
1.158	-0.1077697	-0.1553385	-1.884955E-09	-45.43431	
1.159	-0.1077768	-0.1553311	-1.885222E-09	-45.43878	
1.16	-0.1077851	-0.1553227	-1.885538E-09	-45.44371	
1.161	-0.1077945	-0.1553132	-1.885901E-09	-45.44908	
1.162	-0.1078049	-0.1553027	-1.88631E-09	-45.45486	
1.163	-0.1078162	-0.1552912	-1.886762E-09	-45.46103	
1.164	-0.1078284	-0.1552787	-1.887255E-09	-45.46756	
1.165	-0.1078415	-0.1552655	-1.887786E-09	-45.47441	
1.166	-0.1078553	-0.1552514	-1.888353E-09	-45.48156	
1.167	-0.1078699	-0.1552366	-1.888953E-09	-45.48899	
1.168	-0.1078851	-0.1552211	-1.889584E-09	-45.49665	
1.169	-0.1079009	-0.155205	-1.890243E-09	-45.50454	
1.17	-0.1079173	-0.1551884	-1.890928E-09	-45.51258	
1.171	-0.1079341	-0.1551713	-1.891634E-09	-45.52079	
1.172	-0.1079513	-0.1551537	-1.892361E-09	-45.52911	
1.173	-0.1079688	-0.1551359	-1.893104E-09	-45.53753	
1.174	-0.1079866	-0.1551178	-1.893861E-09	-45.54599	
1.175	-0.1080046	-0.1550994	-1.894629E-09	-45.55448	
1.176	-0.1080228	-0.1550809	-1.895406E-09	-45.56297	
1.177	-0.108041	-0.1550624	-1.896188E-09	-45.57143	
1.178	-0.1080592	-0.1550438	-1.896972E-09	-45.57982	
1.179	-0.1080773	-0.1550253	-1.897757E-09	-45.58813	
1.18	-0.1080954	-0.1550069	-1.898539E-09	-45.59632	
1.181	-0.1081132	-0.1549887	-1.899315E-09	-45.60437	
1.182	-0.1081309	-0.1549708	-1.900083E-09	-45.61225	
1.183	-0.1081482	-0.1549531	-1.900841E-09	-45.61993	
1.184	-0.1081652	-0.1549357	-1.901586E-09	-45.62741	
1.185	-0.1081817	-0.1549188	-1.902315E-09	-45.63464	
1.186	-0.1081978	-0.1549024	-1.903028E-09	-45.64162	
1.187	-0.1082135	-0.1548864	-1.90372E-09	-45.64833	
1.188	-0.1082286	-0.154871	-1.904391E-09	-45.65474	
1.189	-0.108243	-0.1548562	-1.905038E-09	-45.66083	
1.19	-0.1082569	-0.154842	-1.905659E-09	-45.66659	
1.191	-0.1082701	-0.1548285	-1.906254E-09	-45.67201	
1.192	-0.1082826	-0.1548157	-1.90682E-09	-45.67708	
1.193	-0.1082944	-0.1548037	-1.907356E-09	-45.68177	
1.194	-0.1083054	-0.1547924	-1.90786E-09	-45.6861	
1.195	-0.1083156	-0.1547819	-1.908332E-09	-45.69005	
1.196	-0.1083251	-0.1547723	-1.90877E-09	-45.69359	
1.197	-0.1083337	-0.1547634	-1.909173E-09	-45.69674	
1.198	-0.1083415	-0.1547555	-1.909541E-09	-45.69949	
1.199	-0.1083484	-0.1547484	-1.909873E-09	-45.70183	
1.2	-0.1083545	-0.1547422	-1.910168E-09	-45.70377	
1.201	-0.1083597	-0.1547368	-1.910426E-09	-45.7053	
1.202	-0.108364	-0.1547324	-1.910647E-09	-45.70642	
1.203	-0.1083675	-0.1547288	-1.910831E-09	-45.70715	
1.204	-0.1083701	-0.1547261	-1.910978E-09	-45.70748	
1.205	-0.1083719	-0.1547243	-1.911087E-09	-45.70743	
1.206	-0.1083727	-0.1547234	-1.91116E-09	-45.70699	
1.207	-0.1083728	-0.1547233	-1.911196E-09	-45.70617	
1.208	-0.108372	-0.1547241	-1.911195E-09	-45.70498	
1.209	-0.1083705	-0.1547257	-1.91116E-09	-45.70344	
1.21	-0.1083681	-0.1547281	-1.91109E-09	-45.70155	
1.211	-0.108365	-0.1547313	-1.910986E-09	-45.69934	
1.212	-0.1083611	-0.1547353	-1.910849E-09	-45.6968	
1.213	-0.1083565	-0.15474	-1.91068E-09	-45.69397	
1.214	-0.1083512	-0.1547454	-1.91048E-09	-45.69084	
1.215	-0.1083453	-0.1547515	-1.910252E-09	-45.68743	
1.216	-0.1083387	-0.1547582	-1.909994E-09	-45.68377	
1.217	-0.1083316	-0.1547655	-1.90971E-09	-45.67986	
1.218	-0.1083239	-0.1547734	-1.9094E-09	-45.67574	
1.219	-0.1083156	-0.1547818	-1.909067E-09	-45.67141	
1.22	-0.1083069	-0.1547907	-1.908711E-09	-45.66689	
1.221	-0.1082977	-0.1548001	-1.908335E-09	-45.6622	
1.222	-0.1082881	-0.15481	-1.907939E-09	-45.65737	
1.223	-0.1082782	-0.1548201	-1.907526E-09	-45.6524	
1.224	-0.1082679	-0.1548306	-1.907097E-09	-45.64733	
1.225	-0.1082573	-0.1548415	-1.906654E-09	-45.64216	
1.226	-0.1082465	-0.1548525	-1.906199E-09	-45.63693	
1.227	-0.1082355	-0.1548638	-1.905733E-09	-45.63164	
