Time	1	2	1Ie	
0.0275	-0.06	-0.05737634	0	
0.028	-0.06	-0.05737555	0	
0.0285	-0.06	-0.05737484	0	
0.029	-0.06	-0.05737419	0	
0.0295	-0.06	-0.05737362	0	
0.03	-0.06	-0.0573731	0	
0.0305	-0.06	-0.05737263	0	
0.031	-0.06	-0.05737221	0	
0.0315	-0.06	-0.05737183	0	
0.032	-0.06	-0.05737149	0	
0.0325	-0.06	-0.05737118	0	
0.033	-0.06	-0.0573709	0	
0.0335	-0.06	-0.05737066	0	
0.034	-0.06	-0.05737043	0	
0.0345	-0.06	-0.05737023	0	
0.035	-0.06	-0.05737005	0	
0.0355	-0.06	-0.05736988	0	
0.036	-0.06	-0.05736974	0	
0.0365	-0.06	-0.0573696	0	
0.037	-0.06	-0.05736949	0	
0.0375	-0.06	-0.05736938	0	
0.038	-0.06	-0.05736928	0	
0.0385	-0.06	-0.0573692	0	
0.039	-0.06	-0.05736912	0	
0.0395	-0.06	-0.05736905	0	
0.04	-0.06	-0.05736899	0	
0.0405	-0.06	-0.05736893	0	
0.041	-0.06	-0.05736888	0	
0.0415	-0.06	-0.05736884	0	
0.042	-0.06	-0.05736879	0	
0.0425	-0.06	-0.05736876	0	
0.043	-0.06	-0.05736872	0	
0.0435	-0.06	-0.05736869	0	
0.044	-0.06	-0.05736866	0	
0.0445	-0.06	-0.05736864	0	
0.045	-0.06	-0.05736862	0	
0.0455	-0.06	-0.0573686	0	
0.046	-0.06	-0.05736858	0	
0.0465	-0.06	-0.05736857	0	
0.047	-0.06	-0.05736855	0	
0.0475	-0.06	-0.05736854	0	
0.048	-0.06	-0.05736853	0	
0.0485	-0.06	-0.05736851	0	
0.049	-0.06	-0.05736851	0	
0.0495	-0.06	-0.0573685	0	
0.05	-0.06	-0.05736849	0	
0.0505	-0.06	-0.05736848	0	
0.051	-0.06	-0.05736848	0	
0.0515	-0.06	-0.05736847	0	
0.052	-0.06	-0.05736847	0	
0.0525	-0.06	-0.05736846	0	
0.053	-0.06	-0.05736846	0	
0.0535	-0.06	-0.05736846	0	
0.054	-0.06	-0.05736845	0	
0.0545	-0.06	-0.05736845	0	
0.055	-0.06	-0.05736845	0	
0.0555	-0.06	-0.05736844	0	
0.056	-0.06	-0.05736844	0	
0.0565	-0.06	-0.05736844	0	
0.057	-0.06	-0.05736844	0	
0.0575	-0.06	-0.05736844	0	
0.058	-0.06	-0.05736844	0	
0.0585	-0.06	-0.05736844	0	
0.059	-0.06	-0.05736844	0	
0.0595	-0.06	-0.05736844	0	
0.06	-0.06	-0.05736844	0	
0.0605	-0.06	-0.05736844	0	
0.061	-0.06	-0.05736844	0	
0.0615	-0.06	-0.05736844	0	
0.062	-0.06	-0.05736844	0	
0.0625	-0.06	-0.05736844	0	
0.063	-0.06	-0.05736844	0	
0.0635	-0.06	-0.05736844	0	
0.064	-0.06	-0.05736844	0	
0.0645	-0.06	-0.05736844	0	
0.065	-0.06	-0.05736844	0	
0.0655	-0.06	-0.05736844	0	
0.066	-0.06	-0.05736844	0	
0.0665	-0.06	-0.05736844	0	
0.067	-0.06	-0.05736844	0	
0.0675	-0.06	-0.05736844	0	
0.068	-0.06	-0.05736844	0	
0.0685	-0.06	-0.05736844	0	
0.069	-0.06	-0.05736844	0	
0.0695	-0.06	-0.05736844	0	
0.07	-0.06	-0.05736844	0	
0.0705	-0.06	-0.05736844	0	
0.07099999	-0.06	-0.05736844	0	
0.0715	-0.06	-0.05736844	0	
0.072	-0.06	-0.05736844	0	
0.0725	-0.06	-0.05736844	0	
0.073	-0.06	-0.05736844	0	
0.0735	-0.06	-0.05736844	0	
0.074	-0.06	-0.05736844	0	
0.07449999	-0.06	-0.05736844	0	
0.075	-0.06	-0.05736844	0	
0.0755	-0.06	-0.05736844	0	
0.076	-0.06	-0.05736844	0	
0.0765	-0.06	-0.05736844	0	
0.077	-0.06	-0.05736844	0	
0.0775	-0.06	-0.05736844	0	
0.078	-0.06	-0.05736844	0	
0.0785	-0.06	-0.05736844	0	
0.079	-0.06	-0.05736844	0	
0.0795	-0.06	-0.05736844	0	
0.08	-0.06	-0.05736844	0	
0.0805	-0.06	-0.05736844	0	
0.081	-0.06	-0.05736844	0	
0.0815	-0.06	-0.05736844	0	
0.08199999	-0.06	-0.05736844	0	
0.0825	-0.06	-0.05736844	0	
0.083	-0.06	-0.05736844	0	
0.0835	-0.06	-0.05736844	0	
0.084	-0.06	-0.05736844	0	
0.0845	-0.06	-0.05736844	0	
0.085	-0.06	-0.05736844	0	
0.08549999	-0.06	-0.05736844	0	
0.086	-0.06	-0.05736844	0	
0.0865	-0.06	-0.05736844	0	
0.087	-0.06	-0.05736844	0	
0.0875	-0.06	-0.05736844	0	
0.088	-0.06	-0.05736844	0	
0.0885	-0.06	-0.05736844	0	
0.08899999	-0.06	-0.05736844	0	
0.0895	-0.06	-0.05736844	0	
0.09	-0.06	-0.05736844	0	
0.0905	-0.06	-0.05736844	0	
0.091	-0.06	-0.05736844	0	
0.0915	-0.06	-0.05736844	0	
0.092	-0.06	-0.05736844	0	
0.0925	-0.06	-0.05736844	0	
0.09299999	-0.06	-0.05736844	0	
0.0935	-0.06	-0.05736844	0	
0.094	-0.06	-0.05736844	0	
0.0945	-0.06	-0.05736844	0	
0.095	-0.06	-0.05736844	0	
0.0955	-0.06	-0.05736844	0	
0.096	-0.06	-0.05736844	0	
0.09649999	-0.06	-0.05736844	0	
0.097	-0.06	-0.05736844	0	
0.0975	-0.06	-0.05736844	0	
0.098	-0.06	-0.05736844	0	
0.0985	-0.06	-0.05736844	0	
0.099	-0.06	-0.05736844	0	
0.0995	-0.06	-0.05736844	0	
0.09999999	-0.06	-0.05736844	0	
0.1005	-0.06	-0.05736844	0	
0.101	-0.06	-0.05736844	0	
0.1015	-0.06	-0.05736844	0	
0.102	-0.06	-0.05736844	0	
0.1025	-0.06	-0.05736844	0	
0.103	-0.06	-0.05736844	0	
0.1035	-0.06	-0.05736844	0	
0.104	-0.06	-0.05736844	0	
0.1045	-0.06	-0.05736844	0	
0.105	-0.06	-0.05736844	0	
0.1055	-0.06	-0.05736844	0	
0.106	-0.06	-0.05736844	0	
0.1065	-0.06	-0.05736844	0	
0.107	-0.06	-0.05736844	0	
0.1075	-0.06	-0.05736844	0	
0.108	-0.06	-0.05736844	0	
0.1085	-0.06	-0.05736844	0	
0.109	-0.06	-0.05736844	0	
0.1095	-0.06	-0.05736844	0	
0.11	-0.06	-0.05736844	0	
0.1105	-0.06	-0.05736844	0	
0.111	-0.06	-0.05736844	0	
0.1115	-0.06	-0.05736844	0	
0.112	-0.06	-0.05736844	0	
0.1125	-0.06	-0.05736844	0	
0.113	-0.06	-0.05736844	0	
0.1135	-0.06	-0.05736844	0	
0.114	-0.06	-0.05736844	0	
0.1145	-0.06	-0.05736844	0	
0.115	-0.06	-0.05736844	0	
0.1155	-0.06	-0.05736844	0	
0.116	-0.06	-0.05736844	0	
0.1165	-0.06	-0.05736844	0	
0.117	-0.06	-0.05736844	0	
0.1175	-0.06	-0.05736844	0	
0.118	-0.06	-0.05736844	0	
0.1185	-0.06	-0.05736844	0	
0.119	-0.06	-0.05736844	0	
0.1195	-0.06	-0.05736844	0	
0.12	-0.06	-0.05736844	0	
0.1205	-0.06	-0.05736844	0	
0.121	-0.06	-0.05736844	0	
0.1215	-0.06	-0.05736844	0	
0.122	-0.06	-0.05736844	0	
0.1225	-0.06	-0.05736844	0	
0.123	-0.06	-0.05736844	0	
0.1235	-0.06	-0.05736844	0	
0.124	-0.06	-0.05736844	0	
0.1245	-0.06	-0.05736844	0	
0.125	-0.06	-0.05736844	0	
0.1255	-0.06	-0.05736844	0	
0.126	-0.06	-0.05736844	0	
0.1265	-0.06	-0.05736844	0	
0.127	-0.06	-0.05736844	0	
0.1275	-0.06	-0.05736844	0	
0.128	-0.06	-0.05736844	0	
0.1285	-0.06	-0.05736844	0	
0.129	-0.06	-0.05736844	0	
0.1295	-0.06	-0.05736844	0	
0.13	-0.06	-0.05736844	0	
0.1305	-0.06	-0.05736844	0	
0.131	-0.06	-0.05736844	0	
0.1315	-0.06	-0.05736844	0	
0.132	-0.06	-0.05736844	0	
0.1325	-0.06	-0.05736844	0	
0.133	-0.06	-0.05736844	0	
0.1335	-0.06	-0.05736844	0	
0.134	-0.06	-0.05736844	0	
0.1345	-0.06	-0.05736844	0	
0.135	-0.06	-0.05736844	0	
0.1355	-0.06	-0.05736844	0	
0.136	-0.06	-0.05736844	0	
0.1365	-0.06	-0.05736844	0	
0.137	-0.06	-0.05736844	0	
0.1375	-0.06	-0.05736844	0	
0.138	-0.06	-0.05736844	0	
0.1385	-0.06	-0.05736844	0	
0.139	-0.06	-0.05736844	0	
0.1395	-0.06	-0.05736844	0	
0.14	-0.06	-0.05736844	0	
0.1405	-0.06	-0.05736844	0	
0.141	-0.06	-0.05736844	0	
0.1415	-0.06	-0.05736844	0	
0.142	-0.06	-0.05736844	0	
0.1425	-0.06	-0.05736844	0	
0.143	-0.06	-0.05736844	0	
0.1435	-0.06	-0.05736844	0	
0.144	-0.06	-0.05736844	0	
0.1445	-0.06	-0.05736844	0	
0.145	-0.06	-0.05736844	0	
0.1455	-0.06	-0.05736844	0	
0.146	-0.06	-0.05736844	0	
0.1465	-0.06	-0.05736844	0	
0.147	-0.06	-0.05736844	0	
0.1475	-0.06	-0.05736844	0	
0.148	-0.06	-0.05736844	0	
0.1485	-0.06	-0.05736844	0	
0.149	-0.06	-0.05736844	0	
0.1495	-0.06	-0.05736844	0	
0.15	-0.06	-0.05736844	0	
0.1505	-0.06	-0.05736844	0	
0.151	-0.06	-0.05736844	0	
0.1515	-0.06	-0.05736844	0	
0.152	-0.06	-0.05736844	0	
0.1525	-0.06	-0.05736844	0	
0.153	-0.06	-0.05736844	0	
0.1535	-0.06	-0.05736844	0	
0.154	-0.06	-0.05736844	0	
0.1545	-0.06	-0.05736844	0	
0.155	-0.06	-0.05736844	0	
0.1555	-0.06	-0.05736844	0	
0.156	-0.06	-0.05736844	0	
0.1565	-0.06	-0.05736844	0	
0.157	-0.06	-0.05736844	0	
0.1575	-0.06	-0.05736844	0	
0.158	-0.06	-0.05736844	0	
0.1585	-0.06	-0.05736844	0	
0.159	-0.06	-0.05736844	0	
0.1595	-0.06	-0.05736844	0	
0.16	-0.06	-0.05736844	0	
0.1605	-0.06	-0.05736844	0	
0.161	-0.06	-0.05736844	0	
0.1615	-0.06	-0.05736844	0	
0.162	-0.06	-0.05736844	0	
0.1625	-0.06	-0.05736844	0	
0.163	-0.06	-0.05736844	0	
0.1635	-0.06	-0.05736844	0	
0.164	-0.06	-0.05736844	0	
0.1645	-0.06	-0.05736844	0	
0.165	-0.06	-0.05736844	0	
0.1655	-0.06	-0.05736844	0	
0.166	-0.06	-0.05736844	0	
0.1665	-0.06	-0.05736844	0	
0.167	-0.06	-0.05736844	0	
0.1675	-0.06	-0.05736844	0	
0.168	-0.06	-0.05736844	0	
0.1685	-0.06	-0.05736844	0	
0.169	-0.06	-0.05736844	0	
0.1695	-0.06	-0.05736844	0	
0.17	-0.06	-0.05736844	0	
0.1705	-0.06	-0.05736844	0	
0.171	-0.06	-0.05736844	0	
0.1715	-0.06	-0.05736844	0	
0.172	-0.06	-0.05736844	0	
0.1725	-0.06	-0.05736844	0	
0.173	-0.06	-0.05736844	0	
0.1735	-0.06	-0.05736844	0	
0.174	-0.06	-0.05736844	0	
0.1745	-0.06	-0.05736844	0	
0.175	-0.06	-0.05736844	0	
0.1755	-0.06	-0.05736844	0	
0.176	-0.06	-0.05736844	0	
0.1765	-0.06	-0.05736844	0	
0.177	-0.06	-0.05736844	0	
0.1775	-0.06	-0.05736844	0	
0.178	-0.06	-0.05736844	0	
0.1785	-0.06	-0.05736844	0	
0.179	-0.06	-0.05736844	0	
0.1795	-0.06	-0.05736844	0	
0.18	-0.06	-0.05736844	0	
0.1805	-0.06	-0.05736844	0	
0.181	-0.06	-0.05736844	0	
0.1815	-0.06	-0.05736844	0	
0.182	-0.06	-0.05736844	0	
0.1825	-0.06	-0.05736844	0	
0.183	-0.06	-0.05736844	0	
0.1835	-0.06	-0.05736844	0	
0.184	-0.06	-0.05736844	0	
0.1845	-0.06	-0.05736844	0	
0.185	-0.06	-0.05736844	0	
0.1855	-0.06	-0.05736844	0	
0.186	-0.06	-0.05736844	0	
0.1865	-0.06	-0.05736844	0	
0.187	-0.06	-0.05736844	0	
0.1875	-0.06	-0.05736844	0	
0.188	-0.06	-0.05736844	0	
0.1885	-0.06	-0.05736844	0	
0.189	-0.06	-0.05736844	0	
0.1895	-0.06	-0.05736844	0	
0.19	-0.06	-0.05736844	0	
0.1905	-0.06	-0.05736844	0	
0.191	-0.06	-0.05736844	0	
0.1915	-0.06	-0.05736844	0	
0.192	-0.06	-0.05736844	0	
0.1925	-0.06	-0.05736844	0	
0.193	-0.06	-0.05736844	0	
0.1935	-0.06	-0.05736844	0	
0.194	-0.06	-0.05736844	0	
0.1945	-0.06	-0.05736844	0	
0.195	-0.06	-0.05736844	0	
0.1955	-0.06	-0.05736844	0	
0.196	-0.06	-0.05736844	0	
0.1965	-0.06	-0.05736844	0	
0.197	-0.06	-0.05736844	0	
0.1975	-0.06	-0.05736844	0	
0.198	-0.06	-0.05736844	0	
0.1985	-0.06	-0.05736844	0	
0.199	-0.06	-0.05736844	0	
0.1995	-0.06	-0.05736844	0	
0.2	-0.06	-0.05736844	0	
0.2005	-0.06	-0.05736844	0	
0.201	-0.06	-0.05736844	0	
0.2015	-0.06	-0.05736844	0	
0.202	-0.06	-0.05736844	0	
0.2025	-0.06	-0.05736844	0	
0.203	-0.06	-0.05736844	0	
0.2035	-0.06	-0.05736844	0	
0.204	-0.06	-0.05736844	0	
0.2045	-0.06	-0.05736844	0	
0.205	-0.06	-0.05736844	0	
0.2055	-0.06	-0.05736844	0	
0.206	-0.06	-0.05736844	0	
0.2065	-0.06	-0.05736844	0	
0.207	-0.06	-0.05736844	0	
0.2075	-0.06	-0.05736844	0	
0.208	-0.06	-0.05736844	0	
0.2085	-0.06	-0.05736844	0	
0.209	-0.06	-0.05736844	0	
0.2095	-0.06	-0.05736844	0	
0.21	-0.06	-0.05736844	0	
0.2105	-0.06	-0.05736844	0	
0.211	-0.06	-0.05736844	0	
0.2115	-0.06	-0.05736844	0	
0.212	-0.06	-0.05736844	0	
0.2125	-0.06	-0.05736844	0	
0.213	-0.06	-0.05736844	0	
0.2135	-0.06	-0.05736844	0	
0.214	-0.06	-0.05736844	0	
0.2145	-0.06	-0.05736844	0	
0.215	-0.06	-0.05736844	0	
0.2155	-0.06	-0.05736844	0	
0.216	-0.06	-0.05736844	0	
0.2165	-0.06	-0.05736844	0	
0.217	-0.06	-0.05736844	0	
0.2175	-0.06	-0.05736844	0	
0.218	-0.06	-0.05736844	0	
0.2185	-0.06	-0.05736844	0	
0.219	-0.06	-0.05736844	0	
0.2195	-0.06	-0.05736844	0	
0.22	-0.06	-0.05736844	0	
0.2205	-0.06	-0.05736844	0	
0.221	-0.06	-0.05736844	0	
0.2215	-0.06	-0.05736844	0	
0.222	-0.06	-0.05736844	0	
0.2225	-0.06	-0.05736844	0	
0.223	-0.06	-0.05736844	0	
0.2235	-0.06	-0.05736844	0	
0.224	-0.06	-0.05736844	0	
0.2245	-0.06	-0.05736844	0	
0.225	-0.06	-0.05736844	0	
0.2255	-0.06	-0.05736844	0	
0.226	-0.06	-0.05736844	0	
0.2265	-0.06	-0.05736844	0	
0.227	-0.06	-0.05736844	0	
0.2275	-0.06	-0.05736844	0	
0.228	-0.06	-0.05736844	0	
0.2285	-0.06	-0.05736844	0	
0.229	-0.06	-0.05736844	0	
0.2295	-0.06	-0.05736844	0	
0.23	-0.06	-0.05736844	0	
0.2305	-0.06	-0.05736844	0	
0.231	-0.06	-0.05736844	0	
0.2315	-0.06	-0.05736844	0	
0.232	-0.06	-0.05736844	0	
0.2325	-0.06	-0.05736844	0	
0.233	-0.06	-0.05736844	0	
0.2335	-0.06	-0.05736844	0	
0.234	-0.06	-0.05736844	0	
0.2345	-0.06	-0.05736844	0	
0.235	-0.06	-0.05736844	0	
0.2355	-0.06	-0.05736844	0	
0.236	-0.06	-0.05736844	0	
0.2365	-0.06	-0.05736844	0	
0.237	-0.06	-0.05736844	0	
0.2375	-0.06	-0.05736844	0	
0.238	-0.06	-0.05736844	0	
0.2385	-0.06	-0.05736844	0	
0.239	-0.06	-0.05736844	0	
0.2395	-0.06	-0.05736844	0	
0.24	-0.06	-0.05736844	0	
0.2405	-0.06	-0.05736844	0	
0.241	-0.06	-0.05736844	0	
0.2415	-0.06	-0.05736844	0	
0.242	-0.06	-0.05736844	0	
0.2425	-0.06	-0.05736844	0	
0.243	-0.06	-0.05736844	0	
0.2435	-0.06	-0.05736844	0	
0.244	-0.06	-0.05736844	0	
0.2445	-0.06	-0.05736844	0	
0.245	-0.06	-0.05736844	0	
0.2455	-0.06	-0.05736844	0	
0.246	-0.06	-0.05736844	0	
0.2465	-0.06	-0.05736844	0	
0.247	-0.06	-0.05736844	0	
0.2475	-0.06	-0.05736844	0	
0.248	-0.06	-0.05736844	0	
0.2485	-0.06	-0.05736844	0	
0.249	-0.06	-0.05736844	0	
0.2495	-0.06	-0.05736844	0	
0.25	-0.06	-0.05736844	0	
0.2505	-0.06	-0.05736844	0	
0.251	-0.06	-0.05736844	0	
0.2515	-0.06	-0.05736844	0	
0.252	-0.06	-0.05736844	0	
0.2525	-0.06	-0.05736844	0	
0.253	-0.06	-0.05736844	0	
0.2535	-0.06	-0.05736844	0	
0.254	-0.06	-0.05736844	0	
0.2545	-0.06	-0.05736844	0	
0.255	-0.06	-0.05736844	0	
0.2555	-0.06	-0.05736844	0	
0.256	-0.06	-0.05736844	0	
0.2565	-0.06	-0.05736844	0	
0.257	-0.06	-0.05736844	0	
0.2575	-0.06	-0.05736844	0	
0.258	-0.06	-0.05736844	0	
0.2585	-0.06	-0.05736844	0	
0.259	-0.06	-0.05736844	0	
0.2595	-0.06	-0.05736844	0	
0.26	-0.06	-0.05736844	0	
0.2605	-0.06	-0.05736844	0	
0.261	-0.06	-0.05736844	0	
0.2615	-0.06	-0.05736844	0	
0.262	-0.06	-0.05736844	0	
0.2625	-0.06	-0.05736844	0	
0.263	-0.06	-0.05736844	0	
0.2635	-0.06	-0.05736844	0	
0.264	-0.06	-0.05736844	0	
0.2645	-0.06	-0.05736844	0	
0.265	-0.06	-0.05736844	0	
0.2655	-0.06	-0.05736844	0	
0.266	-0.06	-0.05736844	0	
0.2665	-0.06	-0.05736844	0	
0.267	-0.06	-0.05736844	0	
0.2675	-0.06	-0.05736844	0	
0.268	-0.06	-0.05736844	0	
0.2685	-0.06	-0.05736844	0	
0.269	-0.06	-0.05736844	0	
0.2695	-0.06	-0.05736844	0	
0.27	-0.06	-0.05736844	0	
0.2705	-0.06	-0.05736844	0	
0.271	-0.06	-0.05736844	0	
0.2715	-0.06	-0.05736844	0	
0.272	-0.06	-0.05736844	0	
0.2725	-0.06	-0.05736844	0	
0.273	-0.06	-0.05736844	0	
0.2735	-0.06	-0.05736844	0	
0.274	-0.06	-0.05736844	0	
0.2745	-0.06	-0.05736844	0	
0.275	-0.06	-0.05736844	0	
0.2755	-0.06	-0.05736844	0	
0.276	-0.06	-0.05736844	0	
0.2765	-0.06	-0.05736844	0	
0.277	-0.06	-0.05736844	0	
0.2775	-0.06	-0.05736844	0	
0.278	-0.06	-0.05736844	0	
0.2785	-0.06	-0.05736844	0	
0.279	-0.06	-0.05736844	0	
0.2795	-0.06	-0.05736844	0	
0.28	-0.06	-0.05736844	0	
0.2805	-0.06	-0.05736844	0	
0.281	-0.06	-0.05736844	0	
0.2815	-0.06	-0.05736844	0	
0.282	-0.06	-0.05736844	0	
0.2825	-0.06	-0.05736844	0	
0.283	-0.06	-0.05736844	0	
0.2835	-0.06	-0.05736844	0	
0.284	-0.06	-0.05736844	0	
0.2845	-0.06	-0.05736844	0	
0.285	-0.06	-0.05736844	0	
0.2855	-0.06	-0.05736844	0	
0.286	-0.06	-0.05736844	0	
0.2865	-0.06	-0.05736844	0	
0.287	-0.06	-0.05736844	0	
0.2875	-0.06	-0.05736844	0	
0.288	-0.06	-0.05736844	0	
0.2885	-0.06	-0.05736844	0	
0.289	-0.06	-0.05736844	0	
0.2895	-0.06	-0.05736844	0	
0.29	-0.06	-0.05736844	0	
0.2905	-0.06	-0.05736844	0	
0.291	-0.06	-0.05736844	0	
0.2915	-0.06	-0.05736844	0	
0.292	-0.06	-0.05736844	0	
0.2925	-0.06	-0.05736844	0	
0.293	-0.06	-0.05736844	0	
0.2935	-0.06	-0.05736844	0	
0.294	-0.06	-0.05736844	0	
0.2945	-0.06	-0.05736844	0	
0.295	-0.06	-0.05736844	0	
0.2955	-0.06	-0.05736844	0	
0.296	-0.06	-0.05736844	0	
0.2965	-0.06	-0.05736844	0	
0.297	-0.06	-0.05736844	0	
0.2975	-0.06	-0.05736844	0	
0.298	-0.06	-0.05736844	0	
0.2985	-0.06	-0.05736844	0	
0.299	-0.06	-0.05736844	0	
0.2995	-0.06	-0.05736844	0	
0.3	-0.06	-0.05736844	0	
0.3005	-0.06	-0.05736844	0	
0.301	-0.06	-0.05736844	0	
0.3015	-0.06	-0.05736844	0	
0.302	-0.06	-0.05736844	0	
0.3025	-0.06	-0.05736844	0	
0.303	-0.06	-0.05736844	0	
0.3035	-0.06	-0.05736844	0	
0.304	-0.06	-0.05736844	0	
0.3045	-0.06	-0.05736844	0	
0.305	-0.06	-0.05736844	0	
0.3055	-0.06	-0.05736844	0	
0.306	-0.06	-0.05736844	0	
0.3065	-0.06	-0.05736844	0	
0.307	-0.06	-0.05736844	0	
0.3075	-0.06	-0.05736844	0	
0.308	-0.06	-0.05736844	0	
0.3085	-0.06	-0.05736844	0	
0.309	-0.06	-0.05736844	0	
0.3095	-0.06	-0.05736844	0	
0.31	-0.06	-0.05736844	0	
0.3105	-0.06	-0.05736844	0	
0.311	-0.06	-0.05736844	0	
0.3115	-0.06	-0.05736844	0	
0.312	-0.06	-0.05736844	0	
0.3125	-0.06	-0.05736844	0	
0.313	-0.06	-0.05736844	0	
0.3135	-0.06	-0.05736844	0	
0.314	-0.06	-0.05736844	0	
0.3145	-0.06	-0.05736844	0	
0.315	-0.06	-0.05736844	0	
0.3155	-0.06	-0.05736844	0	
0.316	-0.06	-0.05736844	0	
0.3165	-0.06	-0.05736844	0	
0.317	-0.06	-0.05736844	0	
0.3175	-0.06	-0.05736844	0	
0.318	-0.06	-0.05736844	0	
0.3185	-0.06	-0.05736844	0	
0.319	-0.06	-0.05736844	0	
0.3195	-0.06	-0.05736844	0	
0.32	-0.06	-0.05736844	0	
0.3205	-0.06	-0.05736844	0	
0.321	-0.06	-0.05736844	0	
0.3215	-0.06	-0.05736844	0	
0.322	-0.06	-0.05736844	0	
0.3225	-0.06	-0.05736844	0	
0.323	-0.06	-0.05736844	0	
0.3235	-0.06	-0.05736844	0	
0.324	-0.06	-0.05736844	0	
0.3245	-0.06	-0.05736844	0	
0.325	-0.06	-0.05736844	0	
0.3255	-0.06	-0.05736844	0	
0.326	-0.06	-0.05736844	0	
0.3265	-0.06	-0.05736844	0	
0.327	-0.06	-0.05736844	0	
0.3275	-0.06	-0.05736844	0	
0.328	-0.06	-0.05736844	0	
0.3285	-0.06	-0.05736844	0	
0.329	-0.06	-0.05736844	0	
0.3295	-0.06	-0.05736844	0	
0.33	-0.06	-0.05736844	0	
0.3305	-0.06	-0.05736844	0	
0.331	-0.06	-0.05736844	0	
0.3315	-0.06	-0.05736844	0	
0.332	-0.06	-0.05736844	0	
0.3325	-0.06	-0.05736844	0	
0.333	-0.06	-0.05736844	0	
0.3335	-0.06	-0.05736844	0	
0.334	-0.06	-0.05736844	0	
0.3345	-0.06	-0.05736844	0	
0.335	-0.06	-0.05736844	0	
0.3355	-0.06	-0.05736844	0	
0.336	-0.06	-0.05736844	0	
0.3365	-0.06	-0.05736844	0	
0.337	-0.06	-0.05736844	0	
0.3375	-0.06	-0.05736844	0	
0.338	-0.06	-0.05736844	0	
0.3385	-0.06	-0.05736844	0	
0.339	-0.06	-0.05736844	0	
0.3395	-0.06	-0.05736844	0	
0.34	-0.06	-0.05736844	0	
0.3405	-0.06	-0.05736844	0	
0.341	-0.06	-0.05736844	0	
0.3415	-0.06	-0.05736844	0	
0.342	-0.06	-0.05736844	0	
0.3425	-0.06	-0.05736844	0	
0.343	-0.06	-0.05736844	0	
0.3435	-0.06	-0.05736844	0	
0.344	-0.06	-0.05736844	0	
0.3445	-0.06	-0.05736844	0	
0.345	-0.06	-0.05736844	0	
0.3455	-0.06	-0.05736844	0	
0.346	-0.06	-0.05736844	0	
0.3465	-0.06	-0.05736844	0	
0.347	-0.06	-0.05736844	0	
0.3475	-0.06	-0.05736844	0	
0.348	-0.06	-0.05736844	0	
0.3485	-0.06	-0.05736844	0	
0.349	-0.06	-0.05736844	0	
0.3495	-0.06	-0.05736844	0	
0.35	-0.06	-0.05736844	0	
0.3505	-0.06	-0.05736844	0	
0.351	-0.06	-0.05736844	0	
0.3515	-0.06	-0.05736844	0	
0.352	-0.06	-0.05736844	0	
0.3525	-0.06	-0.05736844	0	
0.353	-0.06	-0.05736844	0	
0.3535	-0.06	-0.05736844	0	
0.354	-0.06	-0.05736844	0	
0.3545	-0.06	-0.05736844	0	
0.355	-0.06	-0.05736844	0	
0.3555	-0.06	-0.05736844	0	
0.356	-0.06	-0.05736844	0	
0.3565	-0.06	-0.05736844	0	
0.357	-0.06	-0.05736844	0	
