Time	MV	Muscle2	Len	
0	-0.1	0	-0.05	
0.0002	-0.1	0	-0.04980395	
0.0004	-0.09872524	0	-0.04961558	
0.0006	-0.09755266	0	-0.0494346	
0.0008	-0.09647334	0	-0.04926072	
0.0009999999	-0.09547926	0	-0.04909366	
0.0012	-0.09456321	0	-0.04893314	
0.0014	-0.09371868	0	-0.04877892	
0.0016	-0.09293979	0	-0.04863074	
0.0018	-0.09222121	0.0002405793	-0.04848838	
0.002	-0.0915581	0.0002405793	-0.0483516	
0.0022	-0.09094607	0.0002405793	-0.04822018	
0.0024	-0.09038112	0.0002405793	-0.04809391	
0.0026	-0.08818138	0.0002405793	-0.04797259	
0.0028	-0.08618664	0.001367752	-0.04785604	
0.003	-0.08437519	0.001367752	-0.04774404	
0.0032	-0.08272804	0.001367752	-0.04763644	
0.0034	-0.08122853	0.001367752	-0.04753305	
0.0036	-0.07986203	0.001367752	-0.04743372	
0.0038	-0.07861561	0.004339304	-0.04733828	
0.004	-0.07747783	0.004339304	-0.04724656	
0.0042	-0.07643855	0.004339304	-0.04715843	
0.0044	-0.07548872	0.004339304	-0.04707377	
0.0046	-0.07462031	0.004339304	-0.04699242	
0.0048	-0.07382612	0.01628318	-0.04691426	
0.005	-0.07309967	0.01628318	-0.04683907	
0.0052	-0.07243518	0.01628318	-0.04676683	
0.0054	-0.07182742	0.01628318	-0.04669743	
0.0056	-0.07127167	0.01628318	-0.04663074	
0.0058	-0.07076367	0.04315324	-0.04656667	
0.006	-0.07029957	0.04315324	-0.04650491	
0.0062	-0.06987585	0.04315324	-0.04644556	
0.0064	-0.06948935	0.04315324	-0.04638854	
0.0066	-0.06913715	0.04315324	-0.04633376	
0.0068	-0.0688166	0.087715	-0.04628113	
0.007	-0.06852531	0.087715	-0.0462302	
0.0072	-0.06826106	0.087715	-0.04618128	
0.0074	-0.06802183	0.087715	-0.04613427	
0.0076	-0.06780575	0.087715	-0.04608911	
0.0078	-0.06761113	0.1489474	-0.04604572	
0.007999999	-0.0674364	0.1489474	-0.04600355	
0.0082	-0.06728012	0.1489474	-0.04596303	
0.0084	-0.06714095	0.1489474	-0.0459241	
0.008599999	-0.06701767	0.1489474	-0.0458867	
0.0088	-0.06690916	0.2233874	-0.04585076	
0.009	-0.06681436	0.2233874	-0.04581565	
0.0092	-0.06673231	0.2233874	-0.04578192	
0.0094	-0.06666211	0.2233874	-0.04574951	
0.0096	-0.06660294	0.2233874	-0.04571837	
0.0098	-0.06655402	0.3067386	-0.04568845	
0.01	-0.06651465	0.3067386	-0.04565905	
0.0102	-0.06648416	0.3067386	-0.0456308	
0.0104	-0.06646194	0.3067386	-0.04560366	
0.0106	-0.06644743	0.3067386	-0.04557758	
0.0108	-0.06644008	0.3949357	-0.04555253	
0.011	-0.06643941	0.3949357	-0.04552777	
0.0112	-0.06644495	0.3949357	-0.04550398	
0.0114	-0.06645628	0.3949357	-0.04548112	
0.0116	-0.06647301	0.3949357	-0.04545916	
0.0118	-0.06649475	0.4846693	-0.04543806	
0.012	-0.06652118	0.4846693	-0.04541708	
0.0122	-0.06655194	0.4846693	-0.04539693	
0.0124	-0.06658676	0.4846693	-0.04537756	
0.0126	-0.06662536	0.4846693	-0.04535896	
0.0128	-0.06666747	0.5735078	-0.04534108	
0.013	-0.06671284	0.5735078	-0.04532321	
0.0132	-0.06676126	0.5735078	-0.04530604	
0.0134	-0.0668125	0.5735078	-0.04528954	
0.0136	-0.06686636	0.5735078	-0.04527369	
0.0138	-0.06692267	0.6597383	-0.04525847	
0.014	-0.06698125	0.6597383	-0.04524316	
0.0142	-0.06704193	0.6597383	-0.04522845	
0.0144	-0.06710457	0.6597383	-0.04521432	
0.0146	-0.06716902	0.6597383	-0.04520074	
0.0148	-0.06723516	0.7422734	-0.04518769	
0.015	-0.06730284	0.7422734	-0.04517451	
0.0152	-0.06737198	0.7422734	-0.04516185	
0.0154	-0.06744245	0.7422734	-0.04514968	
0.0156	-0.06751414	0.7422734	-0.04513799	
0.0158	-0.06758697	0.8204669	-0.04512676	
0.016	-0.06766086	0.8204669	-0.04511536	
0.0162	-0.0677357	0.8204669	-0.0451044	
0.0164	-0.06781144	0.8204669	-0.04509387	
0.0166	-0.06788799	0.8204669	-0.04508375	
0.0168	-0.0679653	0.894025	-0.04507403	
0.017	-0.06804329	0.894025	-0.04506412	
0.0172	-0.0681219	0.894025	-0.0450546	
0.0174	-0.06820108	0.894025	-0.04504544	
0.0176	-0.06828078	0.894025	-0.04503665	
0.0178	-0.06836095	0.9628603	-0.0450282	
0.018	-0.06844154	0.9628603	-0.04501954	
0.0182	-0.06852252	0.9628603	-0.04501123	
0.0184	-0.06860384	0.9628603	-0.04500324	
0.0186	-0.06868546	0.9628603	-0.04499556	
0.0188	-0.06876735	1.027014	-0.04498818	
0.019	-0.06884947	1.027014	-0.04498059	
0.0192	-0.06893181	1.027014	-0.0449733	
0.0194	-0.06901432	1.027014	-0.04496629	
0.0196	-0.06909698	1.027014	-0.04495956	
0.0198	-0.06917978	1.086664	-0.04495309	
0.02	-0.06926268	1.086664	-0.0449464	
0.0202	-0.06934565	1.086664	-0.04493998	
0.0204	-0.06942869	1.086664	-0.04493381	
0.0206	-0.06951176	1.086664	-0.04492789	
0.0208	-0.06959487	1.141995	-0.04492219	
0.021	-0.06967799	1.141995	-0.04491629	
0.0212	-0.06976109	1.141995	-0.04491061	
0.0214	-0.06984418	1.141995	-0.04490516	
0.0216	-0.06992722	1.141995	-0.04489993	
0.0218	-0.07001022	1.193237	-0.04489489	
0.022	-0.07009316	1.193237	-0.04488965	
0.0222	-0.07017604	1.193237	-0.04488463	
0.0224	-0.07025882	1.193237	-0.04487979	
0.0226	-0.07034151	1.193237	-0.04487514	
0.0228	-0.07042411	1.24063	-0.04487068	
0.023	-0.0705066	1.24063	-0.04486603	
0.0232	-0.07058898	1.24063	-0.04486155	
0.0234	-0.07067122	1.24063	-0.04485725	
0.0236	-0.07075335	1.24063	-0.04485312	
0.0238	-0.07083534	1.284416	-0.04484915	
0.024	-0.07091717	1.284416	-0.04484499	
0.0242	-0.07099887	1.284416	-0.044841	
0.0244	-0.07108042	1.284416	-0.04483716	
0.0246	-0.07116181	1.284416	-0.04483347	
0.0248	-0.07124303	1.324831	-0.04482993	
0.025	-0.07132409	1.324831	-0.04482621	
0.0252	-0.07140499	1.324831	-0.04482263	
0.0254	-0.07148571	1.324831	-0.0448192	
0.0256	-0.07156625	1.324831	-0.0448159	
0.0258	-0.07164661	1.3621	-0.04481273	
0.026	-0.07172679	1.3621	-0.04480939	
0.0262	-0.0718068	1.3621	-0.04480618	
0.0264	-0.07188661	1.3621	-0.0448031	
0.0266	-0.07196623	1.3621	-0.04480014	
0.0268	-0.07204567	1.396439	-0.04479729	
0.027	-0.07212491	1.396439	-0.04479429	
0.0272	-0.07220396	1.396439	-0.04479141	
0.0274	-0.07228282	1.396439	-0.04478864	
0.0276	-0.07236148	1.396439	-0.04478597	
0.0278	-0.07243994	1.42805	-0.04478341	
0.028	-0.07251821	1.42805	-0.04478071	
0.0282	-0.07259627	1.42805	-0.0447781	
0.0284	-0.07267413	1.42805	-0.04477561	
0.0286	-0.07275178	1.42805	-0.04477321	
0.0288	-0.07282924	1.457119	-0.0447709	
0.029	-0.07290649	1.457119	-0.04476846	
0.0292	-0.07298354	1.457119	-0.04476611	
0.0294	-0.07306039	1.457119	-0.04476386	
0.0296	-0.07313704	1.457119	-0.04476169	
0.0298	-0.07321348	1.483824	-0.04475961	
0.03	-0.07328971	1.483824	-0.04475739	
0.0302	-0.07336574	1.483824	-0.04475527	
0.0304	-0.07344156	1.483824	-0.04475323	
0.0306	-0.07351717	1.483824	-0.04475127	
0.0308	-0.07359258	1.508327	-0.04474938	
0.031	-0.07366779	1.508327	-0.04474738	
0.0312	-0.07374278	1.508327	-0.04474546	
0.0314	-0.07381757	1.508327	-0.04474361	
0.0316	-0.07389216	1.508327	-0.04474184	
0.0318	-0.07396654	1.530779	-0.04474013	
0.032	-0.07404071	1.530779	-0.04473832	
0.0322	-0.07411469	1.530779	-0.04473657	
0.0324	-0.07418845	1.530779	-0.0447349	
0.0326	-0.07426201	1.530779	-0.04473329	
0.0328	-0.07433537	1.551321	-0.04473174	
0.033	-0.07440852	1.551321	-0.04473009	
0.0332	-0.07448146	1.551321	-0.04472851	
0.0334	-0.0745542	1.551321	-0.04472699	
0.0336	-0.07462674	1.551321	-0.04472553	
0.0338	-0.07469908	1.570098	-0.04472413	
0.034	-0.07477121	1.570098	-0.04472263	
0.0342	-0.07484314	1.570098	-0.04472119	
0.0344	-0.07491487	1.570098	-0.04471981	
0.0346	-0.0749864	1.570098	-0.04471848	
0.0348	-0.07505772	1.5872	-0.04471721	
0.035	-0.07512885	1.5872	-0.04471585	
0.0352	-0.07519977	1.5872	-0.04471455	
0.0354	-0.07527049	1.5872	-0.04471329	
0.0356	-0.07534102	1.5872	-0.04471209	
0.0358	-0.07541135	1.602767	-0.04471093	
0.036	-0.07548147	1.602767	-0.04470969	
0.0362	-0.07555141	1.602767	-0.04470851	
0.0364	-0.07562114	1.602767	-0.04470737	
0.0366	-0.07569067	1.602767	-0.04470627	
0.0368	-0.07576001	1.61689	-0.04470522	
0.037	-0.07582915	1.61689	-0.0447041	
0.0372	-0.07589809	1.61689	-0.04470302	
0.0374	-0.07596684	1.61689	-0.04470199	
0.0376	-0.07603539	1.61689	-0.04470099	
0.0378	-0.07610375	1.629663	-0.04470003	
0.038	-0.0761719	1.629663	-0.04469902	
0.0382	-0.07623988	1.629663	-0.04469804	
0.0384	-0.07630765	1.629663	-0.0446971	
0.0386	-0.07637525	1.629663	-0.0446962	
0.0388	-0.07644264	1.641174	-0.04469533	
0.039	-0.07650983	1.641174	-0.04469441	
0.0392	-0.07657684	1.641174	-0.04469351	
0.0394	-0.07664366	1.641174	-0.04469266	
0.0396	-0.07671029	1.641174	-0.04469184	
0.0398	-0.07677673	1.651507	-0.04469106	
0.04	-0.07684297	1.651507	-0.04469022	
0.0402	-0.07690904	1.651507	-0.04468941	
0.0404	-0.07697491	1.651507	-0.04468864	
0.0406	-0.07545715	1.651507	-0.04468789	
0.0408	-0.07407823	1.660738	-0.04468718	
0.041	-0.07282424	1.660738	-0.04468642	
0.0412	-0.07168292	1.660738	-0.04468569	
0.0414	-0.07064342	1.660738	-0.04468499	
0.0416	-0.06969615	1.660738	-0.04468432	
0.0418	-0.0688326	1.674072	-0.04468368	
0.042	-0.06804515	1.674072	-0.04468295	
0.0422	-0.06732703	1.674072	-0.04468225	
0.0424	-0.06667215	1.674072	-0.04468159	
0.0426	-0.06607509	1.674072	-0.04468095	
0.0428	-0.06553091	1.72041	-0.04468033	
0.043	-0.06503522	1.72041	-0.04467937	
0.0432	-0.064584	1.72041	-0.04467845	
0.0434	-0.06417366	1.72041	-0.04467757	
0.0436	-0.06380091	1.72041	-0.04467672	
0.0438	-0.06346279	1.807104	-0.0446759	
0.044	-0.06315657	1.807104	-0.04467443	
0.0442	-0.0628798	1.807104	-0.04467303	
0.0444	-0.06263022	1.807104	-0.04467168	
0.0446	-0.06240577	1.807104	-0.04467038	
0.0448	-0.06220457	1.932049	-0.04466913	
0.045	-0.06202489	1.932049	-0.04466695	
0.0452	-0.06186514	1.932049	-0.04466486	
0.0454	-0.06172387	1.932049	-0.04466285	
0.0456	-0.06159972	1.932049	-0.04466092	
0.0458	-0.06149147	2.086999	-0.04465907	
0.046	-0.06139797	2.086999	-0.04465607	
0.0462	-0.06131818	2.086999	-0.04465319	
0.0464	-0.06125111	2.086999	-0.04465042	
0.0466	-0.06119588	2.086999	-0.04464776	
0.0468	-0.06115165	2.261721	-0.0446452	
0.047	-0.06111765	2.261721	-0.04464138	
0.0472	-0.06109316	2.261721	-0.0446377	
0.0474	-0.06107752	2.261721	-0.04463417	
0.0476	-0.06107013	2.261721	-0.04463078	
0.0478	-0.0610704	2.44662	-0.04462752	
0.048	-0.06107781	2.44662	-0.04462294	
0.0482	-0.06109187	2.44662	-0.04461854	
0.0484	-0.0611121	2.44662	-0.04461431	
0.0486	-0.0611381	2.44662	-0.04461024	
0.0488	-0.06116946	2.634027	-0.04460634	
0.049	-0.0612058	2.634027	-0.04460112	
