Time	16	11	17	15	12	10	13	14	
0	0	0	0	0	0	0	0	0	
0.002	0.004079035	0.004080208	0.004072765	0.004087179	0.00392065	0.004072327	0.003969225	0.004086538	
0.004	0.007797741	0.007728007	0.007728131	0.007845202	0.007573946	0.007683008	0.007705295	0.007814759	
0.006	0.01127111	0.01118254	0.01122059	0.0113131	0.01095054	0.01115865	0.01119547	0.01124233	
0.008	0.01437142	0.0143625	0.01441181	0.01445765	0.0141509	0.01438645	0.0143387	0.01442993	
0.01	0.01725732	0.01727796	0.01727118	0.01736433	0.017133	0.0171996	0.01724823	0.01730226	
0.012	0.02002515	0.02002562	0.02000343	0.02014253	0.01975073	0.01982688	0.01993761	0.0199586	
0.014	0.02248444	0.02245202	0.02240299	0.02262998	0.02229644	0.02239178	0.02245214	0.02238874	
0.016	0.02486177	0.02480647	0.02477957	0.02487331	0.02455702	0.02471615	0.0247144	0.02473797	
0.018	0.02689643	0.0268635	0.02696928	0.02703104	0.02664704	0.02692124	0.02680252	0.026811	
0.02	0.02894356	0.02883223	0.02894315	0.02897553	0.02851544	0.02886523	0.02876736	0.02875467	
0.022	0.03076012	0.03072699	0.03067823	0.03069006	0.03038365	0.03066018	0.03058162	0.0304702	
0.024	0.0325048	0.03238276	0.03234279	0.03244643	0.03199252	0.03238513	0.03221191	0.03219974	
0.026	0.03413124	0.03399955	0.03383485	0.03406126	0.03362598	0.03400131	0.03379533	0.03365296	
0.028	0.03563343	0.0354767	0.03533616	0.03553368	0.03507873	0.03540462	0.03517709	0.03500988	
0.03	0.03696277	0.03675684	0.03661763	0.03680845	0.03641999	0.03667493	0.03648693	0.03624715	
0.032	0.03811635	0.03788503	0.03778497	0.03804089	0.03754035	0.03787963	0.03765681	0.03740476	
0.034	0.03922956	0.03907252	0.03884893	0.03916993	0.03873079	0.03905568	0.03872434	0.03853055	
0.036	0.04021525	0.04014809	0.03994398	0.04025454	0.03976401	0.04012045	0.03971551	0.03948046	
0.038	0.04116443	0.04102655	0.04092429	0.04114764	0.04063828	0.04098317	0.04072017	0.04039675	
0.04	0.0421337	0.04194121	0.04178273	0.04197485	0.04160842	0.04189128	0.04162272	0.04135326	
0.042	0.04295715	0.04267607	0.0425658	0.0427888	0.0424557	0.04269331	0.04243936	0.04223157	
0.044	0.04377101	0.04333898	0.04336462	0.04358311	0.04327348	0.0434221	0.04313647	0.04299697	
0.046	0.04440662	0.04401928	0.04405346	0.04431292	0.04396932	0.0440365	0.04378917	0.0436694	
0.048	0.04497064	0.04458485	0.04469742	0.04494967	0.0446321	0.04457776	0.04453712	0.04438867	
0.05	0.04562974	0.04513731	0.04522704	0.0454982	0.04512964	0.0451965	0.04509667	0.04502606	
0.052	0.0460882	0.04574776	0.04571854	0.04612897	0.04559768	0.04567077	0.04560974	0.04552908	
0.054	0.04652363	0.04619998	0.04621713	0.04658221	0.04604891	0.04613191	0.04607663	0.0460414	
0.056	0.04688613	0.04675229	0.04660553	0.04708385	0.04654169	0.04650379	0.04645347	0.04654796	
0.058	0.04739464	0.0471225	0.04694511	0.04753837	0.04699757	0.04699034	0.04687775	0.04692471	
0.06	0.04787455	0.04754454	0.04727934	0.04802019	0.04742421	0.04741428	0.04720971	0.04725762	
0.062	0.04833311	0.04799377	0.04761803	0.04842091	0.04788128	0.04778899	0.04761268	0.04755187	
0.064	0.0486935	0.04825382	0.04793353	0.04881548	0.04827954	0.04805764	0.04798049	0.04797291	
0.066	0.0490452	0.04864473	0.04832278	0.04912432	0.04866173	0.04842867	0.04833696	0.04832023	
0.068	0.04939117	0.04900885	0.04868004	0.04932307	0.04900397	0.04880108	0.04863326	0.04870966	
0.07	0.04955092	0.04933015	0.04898925	0.04963372	0.0492963	0.04910161	0.04893013	0.04890627	
0.072	0.04982066	0.04951032	0.04929759	0.04983188	0.04957048	0.04924767	0.04908472	0.04917818	
0.074	0.05000835	0.04970485	0.04945029	0.05005841	0.04975295	0.04940323	0.04940324	0.04930574	
0.07600001	0.05020554	0.04993523	0.04956713	0.05034388	0.0499694	0.04951718	0.04964108	0.04948468	
0.078	0.05031459	0.05013405	0.04967317	0.05049579	0.05023818	0.04978666	0.04976891	0.04976919	
0.08000001	0.05056603	0.0503777	0.04977897	0.05057264	0.05046774	0.0499972	0.05003526	0.050025	
0.082	0.05062095	0.0504747	0.05004551	0.05068332	0.05058782	0.05018273	0.05025495	0.05014446	
0.08400001	0.05073775	0.05056551	0.05025955	0.05077269	0.05082377	0.0502741	0.05038036	0.05036451	
0.086	0.05080181	0.05063103	0.05038261	0.05081312	0.05093364	0.05032521	0.05053186	0.05057953	
0.08800001	0.050893	0.0507791	0.05051793	0.05101306	0.05113966	0.05036911	0.05070636	0.05074275	
0.09	0.05096998	0.05086804	0.05073224	0.05115563	0.05121033	0.05047964	0.05089997	0.05082163	
0.09200001	0.05114574	0.05104633	0.05089898	0.05126682	0.05126819	0.05060481	0.05094653	0.05089533	
0.094	0.05116685	0.0511594	0.05100187	0.05127382	0.05142141	0.05069684	0.05109474	0.05106914	
0.096	0.0511626	0.05127735	0.05115082	0.05131922	0.05149961	0.0507453	0.05123973	0.05107529	
0.098	0.05122176	0.05134283	0.05117991	0.0514189	0.05149046	0.05073527	0.05135729	0.05111646	
0.1	0.05123305	0.0514673	0.0513125	0.0514053	0.05157533	0.05082557	0.05137314	0.05123669	
0.102	0.05129655	0.05146473	0.05145184	0.05155982	0.05164593	0.05094864	0.05151241	0.05127751	
0.104	0.05129021	0.05157683	0.05150204	0.05160209	0.05170669	0.05103391	0.05161025	0.05139617	
0.106	0.05133671	0.0516107	0.05153865	0.05172535	0.05171537	0.05108565	0.05161821	0.05146966	
0.108	0.05140774	0.05166027	0.05151714	0.05178268	0.05178848	0.05120307	0.05165499	0.0515959	
0.11	0.05152231	0.05179025	0.05151224	0.05191822	0.05179401	0.05129513	0.05165698	0.05164459	
0.112	0.05164988	0.05190377	0.05152784	0.05193827	0.05180899	0.05128687	0.05174332	0.05159669	
0.114	0.05172972	0.05184394	0.05152676	0.05204478	0.05183534	0.05127855	0.05170779	0.05166819	
0.116	0.05167742	0.05188491	0.05147364	0.05204758	0.05192976	0.05133398	0.05169702	0.05166245	
0.118	0.05162355	0.05185047	0.05150599	0.05215684	0.05185647	0.05145277	0.05169431	0.05164523	
0.12	0.05161802	0.05179508	0.05158724	0.05217055	0.0518357	0.05154267	0.05167124	0.05174508	
0.122	0.05161005	0.05177089	0.05157277	0.05219985	0.05176561	0.05149821	0.05173809	0.05171727	
0.124	0.05169955	0.05188301	0.05157657	0.05212084	0.05178434	0.05152235	0.05175529	0.0518327	
0.126	0.05177822	0.05197496	0.05157995	0.05218472	0.05175259	0.05162553	0.05187023	0.05192976	
0.128	0.05181703	0.05201271	0.05162809	0.05226514	0.05171623	0.05168522	0.05194021	0.05185286	
0.13	0.05182834	0.0519908	0.05173613	0.05226947	0.05167667	0.05179603	0.052035	0.05177069	
0.132	0.05178204	0.05203293	0.05174918	0.05223046	0.05163625	0.05187603	0.05203651	0.05171742	
0.134	0.05182683	0.0520689	0.05184939	0.05216449	0.05163267	0.05178901	0.05198649	0.0517006	
0.136	0.05191246	0.05198244	0.05192775	0.05221605	0.05171242	0.05188741	0.05191611	0.0516748	
0.138	0.05190883	0.05194455	0.05191813	0.05216927	0.05179521	0.05197552	0.05195888	0.05159524	
0.14	0.05199227	0.05190318	0.05199435	0.05225427	0.05187334	0.0520405	0.05191989	0.05159097	
0.142	0.05199357	0.05192658	0.05195448	0.05218027	0.05177714	0.0521364	0.05196971	0.05153995	
0.144	0.05200247	0.05197421	0.05200117	0.05215059	0.05184942	0.05209482	0.05206034	0.05162191	
0.146	0.05208407	0.05190949	0.0520705	0.05207923	0.05178566	0.05212961	0.05202968	0.05156761	
0.148	0.05215576	0.05190027	0.05212994	0.05210635	0.05178078	0.05216409	0.05202936	0.05149761	
0.15	0.05215164	0.05192941	0.05220295	0.05205696	0.05178081	0.05213518	0.05205428	0.05158994	
0.152	0.05210914	0.05184805	0.05208997	0.05213942	0.05187146	0.05209962	0.05205145	0.05165283	
0.154	0.05202424	0.05177722	0.05200697	0.05216959	0.05193744	0.05213618	0.05213106	0.05158637	
0.156	0.05194958	0.05180404	0.05194709	0.05215036	0.05191154	0.05221315	0.05203076	0.0516001	
0.158	0.05186028	0.05179819	0.0519889	0.05214147	0.05190881	0.05211234	0.05197372	0.05152728	
0.16	0.05175184	0.05187004	0.05195243	0.05212484	0.05181668	0.0521732	0.05197637	0.05158368	
0.162	0.05174259	0.05192041	0.05196934	0.05206393	0.05181978	0.0521284	0.05197673	0.0516714	
0.164	0.05180012	0.05189048	0.05187263	0.0521302	0.05178761	0.05219438	0.05204432	0.05173241	
0.166	0.05172879	0.05195144	0.05193894	0.05218982	0.05174435	0.05211636	0.05210757	0.05179261	
0.168	0.05177547	0.05197465	0.05192388	0.05221096	0.05177634	0.05213407	0.0521542	0.05178693	
0.17	0.05176429	0.05196176	0.05180777	0.05222072	0.05171734	0.05205899	0.05205483	0.05168676	
0.172	0.05169101	0.05202256	0.0518617	0.05226523	0.05169035	0.05198088	0.05197526	0.05175877	
0.174	0.05166355	0.05197773	0.05184672	0.05228684	0.05168286	0.05194761	0.05202082	0.05170386	
0.176	0.05161484	0.05201836	0.05183144	0.05235894	0.0516264	0.05184184	0.05191803	0.05167162	
0.178	0.05155981	0.05190866	0.05184954	0.05232319	0.05161913	0.05188753	0.0519364	0.05174218	
0.18	0.05159558	0.05189364	0.05174971	0.05237047	0.05157719	0.05183843	0.05190634	0.05173032	
0.182	0.05155664	0.0518177	0.05167152	0.05231045	0.05150103	0.05182227	0.05180787	0.05165648	
0.184	0.05163736	0.05183428	0.05160186	0.05221938	0.05155353	0.05177359	0.05173502	0.05164296	
0.186	0.05166087	0.05173849	0.05162239	0.052166	0.05144934	0.05184123	0.051713	0.05154385	
0.188	0.05170853	0.05166249	0.05157921	0.05222135	0.05152054	0.05189249	0.05177826	0.05151002	
0.19	0.0515955	0.05156832	0.05163204	0.05217594	0.05152734	0.05185163	0.0516853	0.05143387	
0.192	0.05151471	0.05155741	0.05167726	0.05215333	0.05142323	0.05175808	0.05157443	0.05140017	
0.194	0.05144913	0.0514527	0.051671	0.05204976	0.05151265	0.05165242	0.05152097	0.05147491	
0.196	0.05148923	0.05134827	0.05155712	0.05204791	0.05141238	0.05158977	0.05148767	0.05152896	
0.198	0.05155429	0.05128264	0.05156767	0.05200481	0.0514017	0.05154062	0.05146161	0.05144885	
0.2	0.05150374	0.05120905	0.05151992	0.05195272	0.05141654	0.0515798	0.05149319	0.05147424	
0.202	0.05152048	0.05120566	0.051482	0.05188367	0.05134762	0.05159418	0.05146804	0.051374	
0.204	0.05140865	0.05121392	0.05148232	0.05189751	0.05143461	0.05155549	0.05144995	0.05140777	
0.206	0.05140644	0.05122112	0.0514104	0.05195231	0.05133525	0.05155137	0.0513781	0.05148708	
0.208	0.05129426	0.05130989	0.05135581	0.05184804	0.05126093	0.05155607	0.05133246	0.05143466	
0.21	0.05123508	0.05125639	0.05131888	0.05192429	0.05120429	0.05155306	0.0512401	0.05137812	
0.212	0.05130146	0.05129939	0.05123748	0.05191752	0.05110063	0.05150495	0.05126225	0.05127284	
0.214	0.05123628	0.05126831	0.05114146	0.05188953	0.05105374	0.05152484	0.05120077	0.05132824	
0.216	0.05121356	0.05128767	0.05122463	0.05186066	0.05112958	0.05158757	0.05115494	0.0513313	
0.218	0.05120314	0.05118709	0.05128604	0.05190789	0.05112142	0.05154614	0.05119488	0.05125835	
0.22	0.05125587	0.05109374	0.05118103	0.05188417	0.05113283	0.05160205	0.05127072	0.05122054	
0.222	0.05126837	0.05108851	0.05120857	0.05184611	0.05118712	0.05155521	0.05118591	0.05111408	
0.224	0.05134378	0.0510355	0.0511374	0.05180425	0.05119666	0.05147105	0.05109893	0.05119644	
0.226	0.05130006	0.05094583	0.05111055	0.05179835	0.05125158	0.05144544	0.0511153	0.05120574	
0.228	0.05132663	0.05098537	0.05101875	0.05171862	0.05114963	0.05149126	0.0511523	0.0512413	
0.23	0.05138789	0.05095578	0.05099948	0.05163568	0.05108464	0.05153872	0.05107285	0.05127687	
0.232	0.05137238	0.05087513	0.05092814	0.05161164	0.05105062	0.05150553	0.05109832	0.05134308	
0.234	0.0513228	0.05082224	0.05088837	0.05160596	0.05101945	0.05154511	0.05107783	0.05139456	
0.236	0.05124766	0.05084902	0.05084122	0.05150385	0.05094926	0.05155036	0.0511341	0.05136307	
0.238	0.05116692	0.05079641	0.05089048	0.05144599	0.05094681	0.05163209	0.0510885	0.05135242	
0.24	0.05109114	0.05071748	0.05087691	0.05143131	0.05089936	0.05162682	0.0511444	0.05129576	
0.242	0.05099055	0.05074902	0.05085824	0.05148796	0.05084999	0.05155223	0.05109642	0.05119919	
0.244	0.05096345	0.05083769	0.05089975	0.05152024	0.05078297	0.05149486	0.05116449	0.0511165	
