Time	AVm	Arm	BIa	BVm	JointPos	
0	0	0	0	-0.05	0	
0.0002	0	0	0	-0.05	0	
0.0004	0	0	0	-0.05	0	
0.0006	0	0	0	-0.05	0	
0.0008	0	0	0	-0.05	0	
0.0009999999	0	0	0	-0.05	0	
0.0012	0	0	0	-0.05	0	
0.0014	0	0	0	-0.05	0	
0.0016	0	0	0	-0.05	0	
0.0018	0	-2.220446E-25	0	-0.05	0	
0.002	0	-2.220446E-25	0	-0.05	0	
0.0022	0	-2.220446E-25	0	-0.05	0	
0.0024	0	-2.220446E-25	0	-0.05	0	
0.0026	0	-2.220446E-25	0	-0.05	0	
0.0028	0	-2.220446E-25	2.368696E-20	-0.05	2.368696E-13	
0.003	0	-2.220446E-25	2.368696E-20	-0.05	2.368696E-13	
0.0032	0	-2.220446E-25	2.368696E-20	-0.05	2.368696E-13	
0.0034	0	-2.220446E-25	2.368696E-20	-0.05	2.368696E-13	
0.0036	0	-2.220446E-25	2.368696E-20	-0.05	2.368696E-13	
0.0038	0	-2.220446E-25	4.709589E-20	-0.05	4.709589E-13	
0.004	0	-2.220446E-25	4.709589E-20	-0.05	4.709589E-13	
0.0042	0	-2.220446E-25	4.709589E-20	-0.05	4.709589E-13	
0.0044	0	-2.220446E-25	4.709589E-20	-0.05	4.709589E-13	
0.0046	0	-2.220446E-25	4.709589E-20	-0.05	4.709589E-13	
0.0048	0	-4.440892E-25	7.022725E-20	-0.05	7.022725E-13	
0.005	0	-4.440892E-25	7.022725E-20	-0.05	7.022725E-13	
0.0052	0	-4.440892E-25	7.022725E-20	-0.05	7.022725E-13	
0.0054	0	-4.440892E-25	7.022725E-20	-0.05	7.022725E-13	
0.0056	0	-4.440892E-25	7.022725E-20	-0.05	7.022725E-13	
0.0058	0	-4.440892E-25	9.308432E-20	-0.05	9.308432E-13	
0.006	0	-4.440892E-25	9.308432E-20	-0.05	9.308432E-13	
0.0062	0	-4.440892E-25	9.308432E-20	-0.05	9.308432E-13	
0.0064	0	-4.440892E-25	9.308432E-20	-0.05	9.308432E-13	
0.0066	0	-4.440892E-25	9.308432E-20	-0.05	9.308432E-13	
0.0068	0	-4.440892E-25	1.156704E-19	-0.05	1.156704E-12	
0.007	0	-4.440892E-25	1.156704E-19	-0.05	1.156704E-12	
0.0072	0	-4.440892E-25	1.156704E-19	-0.05	1.156704E-12	
0.0074	0	-4.440892E-25	1.156704E-19	-0.05	1.156704E-12	
0.0076	0	-4.440892E-25	1.156704E-19	-0.05	1.156704E-12	
0.0078	0	-6.661338E-25	1.379886E-19	-0.05	1.379886E-12	
0.007999999	0	-6.661338E-25	1.379886E-19	-0.05	1.379886E-12	
0.0082	0	-6.661338E-25	1.379886E-19	-0.05	1.379886E-12	
0.0084	0	-6.661338E-25	1.379886E-19	-0.05	1.379886E-12	
0.008599999	0	-6.661338E-25	1.379886E-19	-0.05	1.379886E-12	
0.0088	0	-1.110223E-24	1.600422E-19	-0.05	1.600422E-12	
0.009	0	-1.110223E-24	1.600422E-19	-0.05	1.600422E-12	
0.0092	0	-1.110223E-24	1.600422E-19	-0.05	1.600422E-12	
0.0094	0	-1.110223E-24	1.600422E-19	-0.05	1.600422E-12	
0.0096	0	-1.110223E-24	1.600422E-19	-0.05	1.600422E-12	
0.0098	0	-1.110223E-24	1.818342E-19	-0.05	1.818342E-12	
0.01	0	-1.110223E-24	1.818342E-19	-0.05	1.818342E-12	
0.0102	0	-1.110223E-24	1.818342E-19	-0.05	1.818342E-12	
0.0104	0	-1.110223E-24	1.818342E-19	-0.05	1.818342E-12	
0.0106	0	-1.110223E-24	1.818342E-19	-0.05	1.818342E-12	
0.0108	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.011	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0112	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0114	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0116	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0118	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.012	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0122	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0124	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0126	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0128	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.013	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0132	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0134	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0136	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0138	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.014	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0142	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0144	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0146	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0148	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.015	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0152	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0154	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0156	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0158	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.016	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0162	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0164	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0166	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
0.0168	0	-1.110223E-24	2.033679E-19	-0.05	2.033679E-12	
