Time	3	AVm	Rotation	
0.0104	-0.04912293	0.1846273	-0.005214389	
0.0106	-0.04910125	0.1846273	-0.005214389	
0.0108	-0.04908101	0.1846273	-0.006531733	
0.011	-0.04906211	0.1846273	-0.006531733	
0.0112	-0.04904446	0.1846273	-0.006531733	
0.0114	-0.049028	0.1846273	-0.006531733	
0.0116	-0.04901264	0.1846273	-0.006531733	
0.0118	-0.0489983	0.2172422	-0.007993542	
0.012	-0.04898493	0.2172422	-0.007993542	
0.0122	-0.04897245	0.2172422	-0.007993542	
0.0124	-0.04896081	0.2172422	-0.007993542	
0.0126	-0.04894996	0.2172422	-0.007993542	
0.0128	-0.04893984	0.2172422	-0.009600061	
0.013	-0.0489304	0.2172422	-0.009600061	
0.0132	-0.04892161	0.2172422	-0.009600061	
0.0134	-0.04891342	0.2172422	-0.009600061	
0.0136	-0.04890579	0.2172422	-0.009600061	
0.0138	-0.04889869	0.2485525	-0.01135148	
0.014	-0.04889207	0.2485525	-0.01135148	
0.0142	-0.04888592	0.2485525	-0.01135148	
0.0144	-0.04888019	0.2485525	-0.01135148	
0.0146	-0.04887486	0.2485525	-0.01135148	
0.0148	-0.04886991	0.2485525	-0.01324796	
0.015	-0.04886531	0.2485525	-0.01324796	
0.0152	-0.04886104	0.2485525	-0.01324796	
0.0154	-0.04885707	0.2485525	-0.01324796	
0.0156	-0.04885339	0.2485525	-0.01324796	
0.0158	-0.04884999	0.2786104	-0.01528962	
0.016	-0.04884683	0.2786104	-0.01528962	
0.0162	-0.04884391	0.2786104	-0.01528962	
0.0164	-0.0488412	0.2786104	-0.01528962	
0.0166	-0.0488387	0.2786104	-0.01528962	
0.0168	-0.0488364	0.2786104	-0.01747654	
0.017	-0.04883427	0.2786104	-0.01747654	
0.0172	-0.04883231	0.2786104	-0.01747654	
0.0174	-0.04883051	0.2786104	-0.01747654	
0.0176	-0.04871653	0.2786104	-0.01747654	
0.0178	-0.04861028	0.307466	-0.01980882	
0.018	-0.04851123	0.307466	-0.01980882	
0.0182	-0.04841887	0.307466	-0.01980882	
0.0184	-0.04833274	0.307466	-0.01980882	
0.0186	-0.04825242	0.307466	-0.01980882	
0.0188	-0.04817751	0.307466	-0.0222865	
0.019	-0.04810764	0.307466	-0.0222865	
0.0192	-0.04804246	0.307466	-0.0222865	
0.0194	-0.04798167	0.307466	-0.0222865	
0.0196	-0.04792496	0.307466	-0.0222865	
0.0198	-0.04787206	0.3351673	-0.02490963	
0.02	-0.04782271	0.3351673	-0.02490963	
0.0202	-0.04777668	0.3351673	-0.02490963	
0.0204	-0.04773375	0.3351673	-0.02490963	
0.0206	-0.04769371	0.3351673	-0.02490963	
0.0208	-0.04765636	0.3351673	-0.02767823	
0.021	-0.04762153	0.3351673	-0.02767823	
0.0212	-0.04758905	0.3351673	-0.02767823	
0.0214	-0.04755876	0.3351673	-0.02767823	
0.0216	-0.04753052	0.3351673	-0.02767823	
0.0218	-0.0475042	0.3617606	-0.03059234	
0.022	-0.04747967	0.3617606	-0.03059234	
0.0222	-0.04745681	0.3617606	-0.03059234	
0.0224	-0.04743551	0.3617606	-0.03059234	
0.0226	-0.04741567	0.3617606	-0.03059234	
0.0228	-0.0473972	0.3617606	-0.03365196	
0.023	-0.04738	0.3617606	-0.03365196	
0.0232	-0.04736399	0.3617606	-0.03365196	
0.0234	-0.04734909	0.3617606	-0.03365196	
0.0236	-0.04733523	0.3617606	-0.03365196	
0.0238	-0.04732235	0.3872902	-0.0368571	
0.024	-0.04731037	0.3872902	-0.0368571	
0.0242	-0.04729925	0.3872902	-0.0368571	
0.0244	-0.04728892	0.3872902	-0.0368571	
0.0246	-0.04727933	0.3872902	-0.0368571	
0.0248	-0.04727044	0.3872902	-0.04020776	
0.025	-0.04726219	0.3872902	-0.04020776	
0.0252	-0.04725455	0.3872902	-0.04020776	
0.0254	-0.04724749	0.3872902	-0.04020776	
0.0256	-0.04724095	0.3872902	-0.04020776	
0.0258	-0.04723491	0.4117986	-0.04370393	
0.026	-0.04722933	0.4117986	-0.04370393	
0.0262	-0.04722419	0.4117986	-0.04370393	
0.0264	-0.04721945	0.4117986	-0.04370393	
0.0266	-0.04721509	0.4117986	-0.04370393	
0.0268	-0.04721109	0.4117986	-0.04734559	
0.027	-0.04720742	0.4117986	-0.04734559	
0.0272	-0.04720406	0.4117986	-0.04734559	
0.0274	-0.04720099	0.4117986	-0.04734559	
0.0276	-0.0471982	0.4117986	-0.04734559	
0.0278	-0.04719565	0.4353266	-0.05113275	
0.028	-0.04719334	0.4353266	-0.05113275	
0.0282	-0.04719126	0.4353266	-0.05113275	
0.0284	-0.04718938	0.4353266	-0.05113275	
0.0286	-0.0471877	0.4353266	-0.05113275	
0.0288	-0.0471862	0.4353266	-0.05506537	
0.029	-0.04718487	0.4353266	-0.05506537	
0.0292	-0.0471837	0.4353266	-0.05506537	
0.0294	-0.04718268	0.4353266	-0.05506537	
0.0296	-0.0471818	0.4353266	-0.05506537	
0.0298	-0.04718104	0.4579135	-0.05914342	
0.03	-0.04718041	0.4579135	-0.05914342	
0.0302	-0.04704361	0.4579135	-0.05914342	
0.0304	-0.04691622	0.4579135	-0.05914342	
0.0306	-0.04679757	0.4579135	-0.05914342	
0.0308	-0.04668706	0.4579135	-0.06336688	
0.031	-0.04658409	0.4579135	-0.06336688	
0.0312	-0.04648817	0.4579135	-0.06336688	
0.0314	-0.04639878	0.4579135	-0.06336688	
0.0316	-0.04631549	0.4579135	-0.06336688	
0.0318	-0.04623787	0.479597	-0.06773572	
0.032	-0.04616553	0.479597	-0.06773572	
0.0322	-0.04609812	0.479597	-0.06773572	
0.0324	-0.0460353	0.479597	-0.06773572	
0.0326	-0.04597676	0.479597	-0.06773572	
0.0328	-0.04592221	0.479597	-0.07224988	
0.033	-0.04587138	0.479597	-0.07224988	
0.0332	-0.04582401	0.479597	-0.07224988	
0.0334	-0.04577989	0.479597	-0.07224988	
0.0336	-0.04573879	0.479597	-0.07224988	
0.0338	-0.04570051	0.5004131	-0.07690933	
0.034	-0.04566487	0.5004131	-0.07690933	
0.0342	-0.04563167	0.5004131	-0.07690933	
0.0344	-0.04560078	0.5004131	-0.07690933	
0.0346	-0.04557203	0.5004131	-0.07690933	
0.0348	-0.04554528	0.5004131	-0.08171403	
0.035	-0.0455204	0.5004131	-0.08171403	
0.0352	-0.04549726	0.5004131	-0.08171403	
0.0354	-0.04547576	0.5004131	-0.08171403	
0.0356	-0.04545578	0.5004131	-0.08171403	
0.0358	-0.04543723	0.5203966	-0.08666389	
0.036	-0.04542001	0.5203966	-0.08666389	
0.0362	-0.04540402	0.5203966	-0.08666389	
0.0364	-0.04538921	0.5203966	-0.08666389	
0.0366	-0.04537548	0.5203966	-0.08666389	
0.0368	-0.04536276	0.5203966	-0.09175887	
0.037	-0.04535099	0.5203966	-0.09175887	
0.0372	-0.04534012	0.5203966	-0.09175887	
0.0374	-0.04533007	0.5203966	-0.09175887	
0.0376	-0.04532079	0.5203966	-0.09175887	
0.0378	-0.04531224	0.5395807	-0.09699889	
0.038	-0.04530437	0.5395807	-0.09699889	
0.0382	-0.04529713	0.5395807	-0.09699889	
0.0384	-0.04529049	0.5395807	-0.09699889	
0.0386	-0.04528439	0.5395807	-0.09699889	
0.0388	-0.04527882	0.5395807	-0.1023839	
0.039	-0.04527373	0.5395807	-0.1023839	
0.0392	-0.0452691	0.5395807	-0.1023839	
0.0394	-0.04526488	0.5395807	-0.1023839	
0.0396	-0.04526107	0.5395807	-0.1023839	
0.0398	-0.04525762	0.5579975	-0.1079138	
0.04	-0.04525452	0.5579975	-0.1079138	
0.0402	-0.04525175	0.5579975	-0.1079138	
0.0404	-0.04524927	0.5579975	-0.1079138	
0.0406	-0.04524708	0.5579975	-0.1079138	
0.0408	-0.04524516	0.5579975	-0.1135885	
0.041	-0.04524348	0.5579975	-0.1135885	
0.0412	-0.04524203	0.5579975	-0.1135885	
0.0414	-0.0452408	0.5579975	-0.1135885	
0.0416	-0.04523978	0.5579975	-0.1135885	
0.0418	-0.04523894	0.5756776	-0.119408	
0.042	-0.04523828	0.5756776	-0.119408	
0.0422	-0.04523779	0.5756776	-0.119408	
0.0424	-0.04523744	0.5756776	-0.119408	
0.0426	-0.04523725	0.5756776	-0.119408	
0.0428	-0.04523719	0.5756776	-0.125372	
0.043	-0.04523726	0.5756776	-0.125372	
0.0432	-0.04523744	0.5756776	-0.125372	
0.0434	-0.04508509	0.5756776	-0.125372	
0.0436	-0.04494335	0.5756776	-0.125372	
0.0438	-0.04481146	0.5926505	-0.1314806	
0.044	-0.04468871	0.5926505	-0.1314806	
0.0442	-0.04457447	0.5926505	-0.1314806	
0.0444	-0.04446812	0.5926505	-0.1314806	
0.0446	-0.04436911	0.5926505	-0.1314806	
0.0448	-0.04427693	0.5926505	-0.1377336	
0.045	-0.04419111	0.5926505	-0.1377336	
0.0452	-0.04411121	0.5926505	-0.1377336	
0.0454	-0.04403681	0.5926505	-0.1377336	
0.0456	-0.04396755	0.5926505	-0.1377336	
0.0458	-0.04390306	0.6089444	-0.1441308	
0.046	-0.04384303	0.6089444	-0.1441308	
0.0462	-0.04378716	0.6089444	-0.1441308	
0.0464	-0.04373515	0.6089444	-0.1441308	
0.0466	-0.04368676	0.6089444	-0.1441308	
0.0468	-0.04364173	0.6089444	-0.1506722	
0.047	-0.04359985	0.6089444	-0.1506722	
0.0472	-0.0435609	0.6089444	-0.1506722	
0.0474	-0.04352468	0.6089444	-0.1506722	
0.0476	-0.04349102	0.6089444	-0.1506722	
0.0478	-0.04345975	0.6245867	-0.1573576	
0.048	-0.04343069	0.6245867	-0.1573576	
0.0482	-0.04340372	0.6245867	-0.1573576	
0.0484	-0.04337869	0.6245867	-0.1573576	
0.0486	-0.04335547	0.6245867	-0.1573576	
0.0488	-0.04333395	0.6245867	-0.1641868	
0.049	-0.04331401	0.6245867	-0.1641868	
0.0492	-0.04329554	0.6245867	-0.1641868	
0.0494	-0.04327846	0.6245867	-0.1641868	
0.0496	-0.04326267	0.6245867	-0.1641868	
0.0498	-0.04324808	0.6396032	-0.1711597	
0.05	-0.04323462	0.6396032	-0.1711597	
0.0502	-0.04322222	0.6396032	-0.1711597	
0.0504	-0.0432108	0.6396032	-0.1711597	
0.0506	-0.0432003	0.6396032	-0.1711597	
0.0508	-0.04319065	0.6396032	-0.1782762	
0.051	-0.04318182	0.6396032	-0.1782762	
0.0512	-0.04317373	0.6396032	-0.1782762	
0.0514	-0.04316635	0.6396032	-0.1782762	
0.0516	-0.04315963	0.6396032	-0.1782762	
0.0518	-0.04315352	0.6540191	-0.185536	
0.052	-0.04314798	0.6540191	-0.185536	
0.0522	-0.04314299	0.6540191	-0.185536	
0.0524	-0.04313849	0.6540191	-0.185536	
0.0526	-0.04313446	0.6540191	-0.185536	
0.0528	-0.04313087	0.6540191	-0.1929389	
0.053	-0.0431277	0.6540191	-0.1929389	
0.0532	-0.0431249	0.6540191	-0.1929389	
0.0534	-0.04312247	0.6540191	-0.1929389	
0.0536	-0.04312037	0.6540191	-0.1929389	
0.0538	-0.04311858	0.6678584	-0.2004847	
0.054	-0.04311709	0.6678584	-0.2004847	
0.0542	-0.04311587	0.6678584	-0.2004847	
0.0544	-0.04311491	0.6678584	-0.2004847	
0.0546	-0.04311419	0.6678584	-0.2004847	
0.0548	-0.0431137	0.6678584	-0.2081732	
0.055	-0.04311341	0.6678584	-0.2081732	
0.0552	-0.04311332	0.6678584	-0.2081732	
0.0554	-0.04311341	0.6678584	-0.2081732	
0.0556	-0.04311368	0.6678584	-0.2081732	
0.0558	-0.0431141	0.681144	-0.2160042	
0.056	-0.04311468	0.681144	-0.2160042	
0.0562	-0.0431154	0.681144	-0.2160042	
0.0564	-0.04311624	0.681144	-0.2160042	
0.0566	-0.04311721	0.681144	-0.2160042	
0.0568	-0.04311829	0.681144	-0.2239775	
0.057	-0.04295706	0.681144	-0.2239775	
0.0572	-0.04280719	0.681144	-0.2239775	
0.0574	-0.04266786	0.681144	-0.2239775	
0.0576	-0.0425383	0.681144	-0.2239775	
0.0578	-0.04241781	0.6938982	-0.2320927	
0.058	-0.04230574	0.6938982	-0.2320927	
0.0582	-0.0422015	0.6938982	-0.2320927	
0.0584	-0.04210455	0.6938982	-0.2320927	
0.0586	-0.04201435	0.6938982	-0.2320927	
0.0588	-0.04193045	0.6938982	-0.2403497	
0.059	-0.0418524	0.6938982	-0.2403497	
0.0592	-0.04177981	0.6938982	-0.2403497	
0.0594	-0.0417123	0.6938982	-0.2403497	
0.0596	-0.04164951	0.6938982	-0.2403497	
0.0598	-0.04159113	0.7061422	-0.2487481	
0.06	-0.04153686	0.7061422	-0.2487481	
0.0602	-0.04148641	0.7061422	-0.2487481	
0.0604	-0.04143954	0.7061422	-0.2487481	
0.0606	-0.04139599	0.7061422	-0.2487481	
0.0608	-0.04135555	0.7061422	-0.2572877	
0.061	-0.04131801	0.7061422	-0.2572877	
0.0612	-0.04128317	0.7061422	-0.2572877	
0.0614	-0.04125085	0.7061422	-0.2572877	
0.0616	-0.04122089	0.7061422	-0.2572877	
0.0618	-0.04119313	0.7178966	-0.265968	
0.062	-0.04116742	0.7178966	-0.265968	
0.0622	-0.04114363	0.7178966	-0.265968	
0.0624	-0.04112162	0.7178966	-0.265968	
0.0626	-0.0411013	0.7178966	-0.265968	
0.0628	-0.04108253	0.7178966	-0.2747889	
0.063	-0.04106522	0.7178966	-0.2747889	
0.0632	-0.04104928	0.7178966	-0.2747889	
0.0634	-0.04103461	0.7178966	-0.2747889	
0.0636	-0.04102113	0.7178966	-0.2747889	
0.0638	-0.04100876	0.7291807	-0.2837499	
0.064	-0.04099743	0.7291807	-0.2837499	
0.0642	-0.04098708	0.7291807	-0.2837499	
0.06439999	-0.04097763	0.7291807	-0.2837499	
0.0646	-0.04096903	0.7291807	-0.2837499	
0.0648	-0.04096123	0.7291807	-0.2928506	
0.065	-0.04095417	0.7291807	-0.2928506	
0.0652	-0.0409478	0.7291807	-0.2928506	
0.0654	-0.04094208	0.7291807	-0.2928506	
0.0656	-0.04093697	0.7291807	-0.2928506	
0.0658	-0.04093242	0.7400135	-0.3020909	
0.066	-0.0409284	0.7400135	-0.3020909	
0.0662	-0.04092488	0.7400135	-0.3020909	
0.0664	-0.04092182	0.7400135	-0.3020909	
0.06659999	-0.0409192	0.7400135	-0.3020909	
0.0668	-0.04091698	0.7400135	-0.31147	
0.067	-0.04091513	0.7400135	-0.31147	
0.0672	-0.04091365	0.7400135	-0.31147	
0.0674	-0.04091249	0.7400135	-0.31147	
0.0676	-0.04091164	0.7400135	-0.31147	
0.0678	-0.04091108	0.7504129	-0.3209879	
0.068	-0.0409108	0.7504129	-0.3209879	
0.0682	-0.04091076	0.7504129	-0.3209879	
0.0684	-0.04091097	0.7504129	-0.3209879	
0.0686	-0.04091139	0.7504129	-0.3209879	
0.06879999	-0.04091202	0.7504129	-0.3306438	
0.069	-0.04091284	0.7504129	-0.3306438	
0.0692	-0.04091385	0.7504129	-0.3306438	
0.0694	-0.04091502	0.7504129	-0.3306438	
0.0696	-0.04091635	0.7504129	-0.3306438	
0.0698	-0.04091784	0.7603964	-0.3404374	
0.07	-0.04091945	0.7603964	-0.3404374	
0.0702	-0.0409212	0.7603964	-0.3404374	
0.0704	-0.04092307	0.7603964	-0.3404374	
0.0706	-0.04092505	0.7603964	-0.3404374	
0.0708	-0.04076024	0.7603964	-0.3503683	
0.07099999	-0.04060717	0.7603964	-0.3503683	
0.0712	-0.04046498	0.7603964	-0.3503683	
0.0714	-0.04033287	0.7603964	-0.3503683	
0.0716	-0.04021011	0.7603964	-0.3503683	
0.0718	-0.04009603	0.7699805	-0.3604358	
0.072	-0.03999001	0.7699805	-0.3604358	
0.0722	-0.03989147	0.7699805	-0.3604358	
0.0724	-0.0397999	0.7699805	-0.3604358	
0.0726	-0.03971479	0.7699805	-0.3604358	
0.0728	-0.0396357	0.7699805	-0.3706397	
0.073	-0.0395622	0.7699805	-0.3706397	
0.07319999	-0.03949391	0.7699805	-0.3706397	
0.0734	-0.03943048	0.7699805	-0.3706397	
0.0736	-0.03937156	0.7699805	-0.3706397	
0.0738	-0.03931686	0.7791814	-0.3809792	
0.074	-0.03926608	0.7791814	-0.3809792	
0.0742	-0.03921895	0.7791814	-0.3809792	
0.0744	-0.03917524	0.7791814	-0.3809792	
0.0746	-0.03913471	0.7791814	-0.3809792	
0.0748	-0.03909714	0.7791814	-0.3914538	
0.075	-0.03906234	0.7791814	-0.3914538	
0.0752	-0.03903011	0.7791814	-0.3914538	
0.07539999	-0.0390003	0.7791814	-0.3914538	
0.0756	-0.03897274	0.7791814	-0.3914538	
0.0758	-0.03894728	0.7880141	-0.402063	
0.076	-0.03892378	0.7880141	-0.402063	
0.0762	-0.0389021	0.7880141	-0.402063	
0.0764	-0.03888214	0.7880141	-0.402063	
0.0766	-0.03886378	0.7880141	-0.402063	
0.0768	-0.03884691	0.7880141	-0.4128062	
0.077	-0.03883142	0.7880141	-0.4128062	
0.0772	-0.03881725	0.7880141	-0.4128062	
0.0774	-0.03880429	0.7880141	-0.4128062	
0.07759999	-0.03879246	0.7880141	-0.4128062	
0.0778	-0.0387817	0.7964935	-0.4236826	
0.078	-0.03877193	0.7964935	-0.4236826	
0.0782	-0.03876308	0.7964935	-0.4236826	
0.0784	-0.03875511	0.7964935	-0.4236826	
0.0786	-0.03874794	0.7964935	-0.4236826	
0.0788	-0.03874153	0.7964935	-0.4346918	
0.079	-0.03873583	0.7964935	-0.4346918	
0.0792	-0.0387308	0.7964935	-0.4346918	
0.0794	-0.03872638	0.7964935	-0.4346918	
0.0796	-0.03872254	0.7964935	-0.4346918	
0.07979999	-0.03871924	0.8046338	-0.445833	
0.08	-0.03871645	0.8046338	-0.445833	
0.0802	-0.03871413	0.8046338	-0.445833	
0.0804	-0.03871224	0.8046338	-0.445833	
0.0806	-0.03871078	0.8046338	-0.445833	
0.0808	-0.0387097	0.8046338	-0.4571056	
0.081	-0.03870898	0.8046338	-0.4571056	
0.0812	-0.0387086	0.8046338	-0.4571056	
0.0814	-0.03870854	0.8046338	-0.4571056	
0.0816	-0.03870877	0.8046338	-0.4571056	
0.0818	-0.03870928	0.8124484	-0.4685086	
0.08199999	-0.03871005	0.8124484	-0.4685086	
0.0822	-0.03871106	0.8124484	-0.4685086	
0.0824	-0.03871229	0.8124484	-0.4685086	
0.0826	-0.03871373	0.8124484	-0.4685086	
0.0828	-0.03871537	0.8124484	-0.4800416	
0.083	-0.0387172	0.8124484	-0.4800416	
0.0832	-0.0387192	0.8124484	-0.4800416	
0.0834	-0.03872136	0.8124484	-0.4800416	
0.0836	-0.03872367	0.8124484	-0.4800416	
0.0838	-0.03872612	0.8199505	-0.4917036	
0.084	-0.0387287	0.8199505	-0.4917036	
0.08419999	-0.03873141	0.8199505	-0.4917036	
0.0844	-0.03873423	0.8199505	-0.4917036	
0.0846	-0.03856976	0.8199505	-0.4917036	
0.0848	-0.03841713	0.8199505	-0.503494	
0.085	-0.03827546	0.8199505	-0.503494	
0.0852	-0.03814394	0.8199505	-0.503494	
0.0854	-0.03802183	0.8199505	-0.503494	
0.0856	-0.03790845	0.8199505	-0.503494	
0.0858	-0.03780317	0.8271524	-0.5154117	
0.086	-0.03770541	0.8271524	-0.5154117	
0.0862	-0.03761463	0.8271524	-0.5154117	
0.08639999	-0.03753034	0.8271524	-0.5154117	
0.0866	-0.03745209	0.8271524	-0.5154117	
0.08679999	-0.03737945	0.8271524	-0.5274562	
0.087	-0.03731203	0.8271524	-0.5274562	
0.0872	-0.03724948	0.8271524	-0.5274562	
0.0874	-0.03719145	0.8271524	-0.5274562	
0.0876	-0.03713764	0.8271524	-0.5274562	
0.0878	-0.03708776	0.8340663	-0.5396263	
0.088	-0.03704153	0.8340663	-0.5396263	
0.0882	-0.03699872	0.8340663	-0.5396263	
0.0884	-0.03695909	0.8340663	-0.5396263	
0.08859999	-0.03692242	0.8340663	-0.5396263	
0.0888	-0.03688852	0.8340663	-0.5519214	
0.08899999	-0.03685721	0.8340663	-0.5519214	
0.0892	-0.0368283	0.8340663	-0.5519214	
0.0894	-0.03680164	0.8340663	-0.5519214	
0.0896	-0.03677708	0.8340663	-0.5519214	
0.0898	-0.03675447	0.8407037	-0.5643404	
0.09	-0.0367337	0.8407037	-0.5643404	
0.0902	-0.03671464	0.8407037	-0.5643404	
0.0904	-0.03669716	0.8407037	-0.5643404	
0.0906	-0.03668118	0.8407037	-0.5643404	
0.09079999	-0.03666659	0.8407037	-0.5768821	
0.091	-0.0366533	0.8407037	-0.5768821	
0.09119999	-0.03664123	0.8407037	-0.5768821	
0.0914	-0.03663029	0.8407037	-0.5768821	
0.0916	-0.03662041	0.8407037	-0.5768821	
0.0918	-0.03661152	0.8470756	-0.5895458	
0.092	-0.03660356	0.8470756	-0.5895458	
0.0922	-0.03659646	0.8470756	-0.5895458	
0.0924	-0.03659017	0.8470756	-0.5895458	
0.0926	-0.03658464	0.8470756	-0.5895458	
0.0928	-0.03657981	0.8470756	-0.6023306	
0.09299999	-0.03657565	0.8470756	-0.6023306	
0.0932	-0.0365721	0.8470756	-0.6023306	
0.09339999	-0.03656913	0.8470756	-0.6023306	
0.0936	-0.0365667	0.8470756	-0.6023306	
0.0938	-0.03656478	0.8531926	-0.6152352	
0.094	-0.03656333	0.8531926	-0.6152352	
0.0942	-0.03656231	0.8531926	-0.6152352	
0.0944	-0.03656171	0.8531926	-0.6152352	
0.0946	-0.0365615	0.8531926	-0.6152352	
0.0948	-0.03656165	0.8531926	-0.6282585	
0.095	-0.03656213	0.8531926	-0.6282585	
0.09519999	-0.03656293	0.8531926	-0.6282585	
0.0954	-0.03656402	0.8531926	-0.6282585	
0.09559999	-0.03656539	0.8531926	-0.6282585	
0.0958	-0.03656702	0.8590649	-0.6413997	
0.096	-0.03656888	0.8590649	-0.6413997	
0.0962	-0.03657098	0.8590649	-0.6413997	
0.0964	-0.03657328	0.8590649	-0.6413997	
0.0966	-0.03657578	0.8590649	-0.6413997	
0.0968	-0.03657846	0.8590649	-0.6546574	
0.097	-0.03658132	0.8590649	-0.6546574	
0.0972	-0.03658433	0.8590649	-0.6546574	
0.09739999	-0.0365875	0.8590649	-0.6546574	
0.0976	-0.0365908	0.8590649	-0.6546574	
0.09779999	-0.03659424	0.8647023	-0.6680306	
0.098	-0.0365978	0.8647023	-0.6680306	
0.0982	-0.03660148	0.8647023	-0.6680306	
0.0984	-0.03644035	0.8647023	-0.6680306	
0.0986	-0.03629094	0.8647023	-0.6680306	
0.0988	-0.03615237	0.8647023	-0.6815178	
0.099	-0.03602383	0.8647023	-0.6815178	
0.0992	-0.03590458	0.8647023	-0.6815178	
0.0994	-0.03579395	0.8647023	-0.6815178	
0.09959999	-0.03569131	0.8647023	-0.6815178	
0.0998	-0.03559609	0.8701142	-0.695118	
0.09999999	-0.03550775	0.8701142	-0.695118	
0.1002	-0.03542581	0.8701142	-0.695118	
0.1004	-0.03534982	0.8701142	-0.695118	
0.1006	-0.03527935	0.8701142	-0.695118	
0.1008	-0.03521403	0.8701142	-0.70883	
0.101	-0.03515349	0.8701142	-0.70883	
0.1012	-0.03509741	0.8701142	-0.70883	
0.1014	-0.03504547	0.8701142	-0.70883	
0.1016	-0.03499739	0.8701142	-0.70883	
0.1018	-0.03495292	0.8753096	-0.7226523	
0.102	-0.03491179	0.8753096	-0.7226523	
0.1022	-0.0348738	0.8753096	-0.7226523	
0.1024	-0.03483872	0.8753096	-0.7226523	
0.1026	-0.03480636	0.8753096	-0.7226523	
0.1028	-0.03477653	0.8753096	-0.7365838	
0.103	-0.03474907	0.8753096	-0.7365838	
0.1032	-0.03472382	0.8753096	-0.7365838	
0.1034	-0.03470063	0.8753096	-0.7365838	
0.1036	-0.03467936	0.8753096	-0.7365838	
0.1038	-0.03465989	0.8802973	-0.7506229	
0.104	-0.0346421	0.8802973	-0.7506229	
0.1042	-0.03462587	0.8802973	-0.7506229	
0.1044	-0.0346111	0.8802973	-0.7506229	
0.1046	-0.0345977	0.8802973	-0.7506229	
0.1048	-0.03458558	0.8802973	-0.7647684	
0.105	-0.03457465	0.8802973	-0.7647684	
0.1052	-0.03456483	0.8802973	-0.7647684	
0.1054	-0.03455605	0.8802973	-0.7647684	
0.1056	-0.03454824	0.8802973	-0.7647684	
0.1058	-0.03454135	0.8850854	-0.7790191	
0.106	-0.0345353	0.8850854	-0.7790191	
0.1062	-0.03453005	0.8850854	-0.7790191	
0.1064	-0.03452553	0.8850854	-0.7790191	
0.1066	-0.03452172	0.8850854	-0.7790191	
0.1068	-0.03451855	0.8850854	-0.7933731	
0.107	-0.03451598	0.8850854	-0.7933731	
0.1072	-0.03451398	0.8850854	-0.7933731	
0.1074	-0.03451252	0.8850854	-0.7933731	
0.1076	-0.03451154	0.8850854	-0.7933731	
0.1078	-0.03451103	0.8896819	-0.8078291	
0.108	-0.03451096	0.8896819	-0.8078291	
0.1082	-0.03451128	0.8896819	-0.8078291	
0.1084	-0.03451199	0.8896819	-0.8078291	
0.1086	-0.03451305	0.8896819	-0.8078291	
0.1088	-0.03451443	0.8896819	-0.8223855	
0.109	-0.03451613	0.8896819	-0.8223855	
0.1092	-0.03451812	0.8896819	-0.8223855	
0.1094	-0.03452038	0.8896819	-0.8223855	
0.1096	-0.03452289	0.8896819	-0.8223855	
