Time	Hinge	Srt	Mrt	Mlt	Slt	Srl	Mrl	Mll	Sll	Left	Right	
0	0	0	8.350702E-07	8.350702E-07	0	0	2	2	0	0	0	
0.001	0	0	0.00237212	0.00237212	0	0	2	2	0	0.02	0	
0.002	0	0	0.004719707	0.004719707	0	0	2	2	0	0.02	0	
0.003	0	0	0.007039087	0.007534	0	0	2	2	0	0.0396	0	
0.004	0	0	0.009332953	0.01031734	0	0	2	2	0	0.0396	0	
0.005	1.138703E-09	0	0.01160397	0.0136503	0	0	2	2	0	0.05880801	0	
0.006	5.613964E-09	0	0.01384763	0.01694423	0	0	2	2	0	0.05880801	0	
0.007	1.735908E-08	0	0.01606899	0.02087126	0	0	2.000001	2	0	0.07763185	0	
0.008	4.020132E-08	0	0.01826353	0.02475509	0	0	2.000001	2	0	0.07763185	0	
0.009000001	8.028755E-08	0	0.02043632	0.02936499	0	0	2.000001	2	0	0.09607922	0	
0.01	1.436976E-07	0	0.02258521	0.03392417	0	0	2.000001	2	0	0.09607922	0	
0.011	2.391945E-07	0	0.02471047	0.039306	0	0	2.000001	2	0	0.1141576	0	
0.012	3.754434E-07	0	0.02681235	0.04462862	0	0	2.000002	2	0	0.1141576	0	
0.013	5.641504E-07	0	0.02889349	0.05087847	0	0	2.000002	2	0	0.1318745	0	
0.014	8.168921E-07	0	0.03095176	0.05705956	0	0	2.000003	1.999999	0	0.1318745	0	
0.015	1.148652E-06	0	0.03298977	0.0642724	0	0	2.000003	1.999999	0	0.149237	0	
0.016	1.57425E-06	0	0.03500775	0.0714035	0	0	2.000004	1.999998	0	0.149237	0	
0.017	2.112285E-06	0	0.03700355	0.079673	0	0	2.000005	1.999997	0	0.1662522	0	
0.018	2.781135E-06	0	0.03897979	0.08784915	0	0	2.000006	1.999996	0	0.1662522	0	
0.019	3.603349E-06	0	0.04093908	0.09726471	0	0	2.000008	1.999994	0	0.1829272	0	
0.02	4.601212E-06	0	0.04287683	0.1065731	0	0	2.00001	1.999992	0	0.1829272	0	
0.021	5.801523E-06	0	0.04480044	0.1172154	0	0	2.000012	1.99999	0	0.1992686	0	
0.022	7.230775E-06	0	0.04670292	0.127737	0	0	2.000015	1.999988	0	0.1992686	0	
0.023	8.920304E-06	0	0.04859165	0.1396773	0	0	2.000018	1.999985	0	0.2152833	0	
0.024	1.090109E-05	0	0.05046441	0.1514826	0	0	2.000021	1.999982	0	0.2152833	0	
0.025	1.320926E-05	0	0.05231899	0.1647769	0	0	2.000025	1.999977	0	0.2309776	0	
0.026	1.588052E-05	0	0.05416276	0.1779201	0	0	2.00003	1.999973	0	0.2309776	0	
0.027	1.895598E-05	0	0.05599106	0.1926094	0	0	2.000035	1.999968	0	0.2463581	0	
0.028	2.247625E-05	0	0.05780647	0.2071287	0	0	2.000041	1.999962	0	0.2463581	0	
0.029	2.648756E-05	0	0.05961152	0.2232329	0	0	2.000048	1.999955	0	0.2614309	0	
0.03	3.103558E-05	0	0.06140393	0.2391516	0	0	2.000056	1.999947	0	0.2614309	0	
0.031	3.617168E-05	0	0.06318864	0.256671	0	0	2.000064	1.999938	0	0.2762023	0	
0.032	4.194666E-05	0	0.06496336	0.2739881	0	0	2.000074	1.999929	0	0.2762023	0	
0.033	4.841707E-05	0	0.06672819	0.2929042	0	0	2.000085	1.999918	0	0.2906783	0	
0.034	5.563876E-05	0	0.06848804	0.3116001	0	0	2.000097	1.999906	0	0.2906783	0	
0.035	6.367338E-05	0	0.07024058	0.3318735	0	0	2.00011	1.999893	0	0.3048647	0	
