Time	Hinge	Srt	Mrt	Mlt	Slt	Srl	Mrl	Mll	Sll	Left	Right	
0	0	0	0	0	0	0	2	2	2	0	0	
0.001	0	0	0	0	19.15685	0	2	2	1.999896	0	0	
0.002	6.885351E-05	0	0	0	18.34584	0	2	2	1.999693	0	0	
0.003	0.0002036465	0	0	0	17.55932	0	2	2	1.999395	0	0	
0.004	0.0004015522	0	0	0	16.79661	0	2	2	1.999007	0	0	
0.005	0.000659829	0	0	0	16.05711	0	2	2	1.998533	0	0	
0.006	0.0009758191	0	0	0	15.34023	0	2	2	1.997976	0	0	
0.007	0.001346946	0	0	0	14.6454	0	2	2	1.99734	0	0	
0.008	0.001770711	0	0	0	13.97207	0	2	2	1.996628	0	0	
0.009000001	0.002244696	0	0	0	13.31965	0	2	2	1.995845	0	0	
0.01	0.002766555	0	0	0	12.68766	0	2	2	1.994994	0	0	
0.011	0.003334016	0	0	0	12.07554	0	2	2	1.994077	0	0	
0.012	0.003944879	0	0	0	11.48277	0	2	2	1.993099	0	0	
0.013	0.004597015	0	0	0	10.90887	0	2	2	1.992062	0	0	
0.014	0.005288358	0	0	0	10.35334	0	2	2	1.990969	0	0	
0.015	0.006016914	0	0	0	9.815694	0	2	2	1.989823	0	0	
0.016	0.006780749	0	0	0	9.295485	0	2	2	1.988627	0	0	
0.017	0.007577994	0	0	0	8.792235	0	2	2	1.987384	0	0	
0.018	0.008406839	0	0	0	8.305489	0	2	2	1.986096	0	0	
0.019	0.009265536	0	0	0	7.834844	0	2	2	1.984766	0	0	
0.02	0.01015239	0	0	0	7.379838	0	2	2	1.983396	0	0	
0.021	0.01106577	0	0	0	6.940073	0	2	2	1.981988	0	0	
0.022	0.01200409	0	0	0	6.515137	0	2	2	1.980546	0	0	
0.023	0.01296583	0	0	0	6.104622	0	2	2	1.979071	0	0	
0.024	0.01394951	0	0	0	5.708142	0	2	2	1.977564	0	0	
0.025	0.0149537	0	0	0	5.325318	0	2	2	1.97603	0	0	
0.026	0.01597703	0	0	0	4.95579	0	2	2	1.974468	0	0	
0.027	0.01701817	0	0	0	4.599177	0	2	2	1.972882	0	0	
0.028	0.01807583	0	0	0	4.255118	0	2	2	1.971273	0	0	
0.029	0.01914879	0	0	0	3.923289	0	2	2	1.969643	0	0	
0.03	0.02023585	0	0	0	3.603342	0	2	2	1.967994	0	0	
0.031	0.02133586	0	0	0	3.294937	0	2	2	1.966327	0	0	
0.032	0.0224477	0	0	0	2.997761	0	2	2	1.964643	0	0	
0.033	0.02357032	0	0	0	2.711486	0	2	2	1.962945	0	0	
0.034	0.02470268	0	0	0	2.435824	0	2	2	1.961234	0	0	
0.035	0.0258438	0	0	0	2.170447	0	2	2	1.959512	0	0	
0.036	0.02699271	0	0	0	1.915093	0	2	2	1.957779	0	0	
0.037	0.0281485	0	0	0	1.669435	0	2	2	1.956037	0	0	
0.038	0.02931029	0	0	0	1.433227	0	2	2	1.954288	0	0	
0.039	0.03047723	0	0	0	1.206187	0	2	2	1.952532	0	0	
0.04	0.03164851	0	0	0	0.9880456	0	2	2	1.950771	0	0	
0.041	0.03282333	0	0	0	0.7785531	0	2	2	1.949006	0	0	
0.042	0.03400094	0	0	0	0.5774245	0	2	2	1.947237	0	0	
0.043	0.03518064	0	0	0	0.3844304	0	2	2	1.945467	0	0	
0.044	0.03636171	0	0	0	0.199337	0	2	2	1.943696	0	0	
0.045	0.0375435	0	0	0	0.02191967	0	2	2	1.941925	0	0	
0.046	0.03872536	0	0	0	0.1481068	0	2	2	1.940154	0	0	
0.047	0.0399067	0	0	0	0.3109053	0	2	2	1.938386	0	0	
0.048	0.04108692	0	0	0	0.4667127	0	2	2	1.93662	0	0	
0.049	0.04226547	0	0	0	0.6157477	0	2	2	1.934857	0	0	
0.05	0.0434418	0	0	0	0.7582381	0	2	2	1.933099	0	0	
0.051	0.04461541	0	0	0	0.894351	0	2	2	1.931345	0	0	
0.052	0.04578581	0	0	0	1.024304	0	2	2	1.929597	0	0	
0.053	0.04695254	0	0	0	1.148273	0	2	2	1.927855	0	0	
0.054	0.04811514	0	0	0	1.266464	0	2	2	1.926121	0	0	
