Time	Hinge	Srt	Mrt	Mlt	Slt	Srl	Mrl	Mll	Sll	Left	Right	
0	0	0	0	0	0	2	2	2	2	0	0	
0.001	0	0.7963605	0	0	19.18987	2.000098	2	2	1.9999	0	0	
0.002	6.610987E-05	1.544374	0	0	18.44221	2.000288	2	2	1.999709	0	0	
0.003	0.0001929548	2.24077	0	0	17.74628	2.000561	2	2	1.999434	0	0	
0.004	0.0003755303	2.888907	0	0	17.09858	2.000911	2	2	1.999083	0	0	
0.005	0.000609179	3.492047	0	0	16.49587	2.00133	2	2	1.998662	0	0	
0.006	0.0008895665	4.05319	0	0	15.93513	2.001814	2	2	1.998176	0	0	
0.007	0.001212661	4.575161	0	0	15.41355	2.002357	2	2	1.997633	0	0	
0.008	0.001574711	5.060578	0	0	14.92849	2.002953	2	2	1.997036	0	0	
0.009000001	0.001972228	5.511919	0	0	14.47751	2.003597	2	2	1.996391	0	0	
0.01	0.002401971	5.931435	0	0	14.05833	2.004284	2	2	1.995702	0	0	
0.011	0.002860923	6.32129	0	0	13.66878	2.005012	2	2	1.994973	0	0	
0.012	0.003346284	6.683491	0	0	13.30689	2.005775	2	2	1.994209	0	0	
0.013	0.003855451	7.019864	0	0	12.97079	2.006571	2	2	1.993412	0	0	
0.014	0.004386007	7.33218	0	0	12.65876	2.007395	2	2	1.992588	0	0	
0.015	0.004935707	7.622036	0	0	12.36915	2.008244	2	2	1.991737	0	0	
0.016	0.005502469	7.89098	0	0	12.10046	2.009117	2	2	1.990864	0	0	
0.017	0.006084362	8.140403	0	0	11.85128	2.010009	2	2	1.989971	0	0	
0.018	0.006679592	8.37163	0	0	11.62027	2.010919	2	2	1.98906	0	0	
0.019	0.007286498	8.585905	0	0	11.40621	2.011844	2	2	1.988134	0	0	
0.02	0.007903541	8.784368	0	0	11.20797	2.012783	2	2	1.987195	0	0	
0.021	0.008529294	8.968071	0	0	11.02445	2.013732	2	2	1.986245	0	0	
0.022	0.009162438	9.138051	0	0	10.85467	2.014691	2	2	1.985286	0	0	
0.023	0.009801752	9.295228	0	0	10.69767	2.015657	2	2	1.984319	0	0	
0.024	0.01044611	9.440459	0	0	10.55259	2.016629	2	2	1.983346	0	0	
0.025	0.01109446	9.574596	0	0	10.41863	2.017606	2	2	1.982369	0	0	
0.026	0.01174584	9.698349	0	0	10.29501	2.018586	2	2	1.981388	0	0	
0.027	0.01239937	9.812489	0	0	10.18103	2.019567	2	2	1.980406	0	0	
0.028	0.01305422	9.917611	0	0	10.07603	2.02055	2	2	1.979423	0	0	
0.029	0.01370965	10.0144	0	0	9.979387	2.021533	2	2	1.97844	0	0	
0.03	0.01436494	10.10337	0	0	9.890541	2.022515	2	2	1.977458	0	0	
0.031	0.01501947	10.18511	0	0	9.808931	2.023494	2	2	1.976478	0	0	
0.032	0.01567265	10.26009	0	0	9.734076	2.024471	2	2	1.975501	0	0	
0.033	0.01632394	10.32877	0	0	9.665486	2.025444	2	2	1.974527	0	0	
0.034	0.01697285	10.39162	0	0	9.602738	2.026412	2	2	1.973558	0	0	
0.035	0.01761892	10.44904	0	0	9.545443	2.027376	2	2	1.972594	0	0	
0.036	0.01826174	10.50139	0	0	9.493185	2.028335	2	2	1.971635	0	0	
0.037	0.01890094	10.54903	0	0	9.445629	2.029287	2	2	1.970683	0	0	
0.038	0.01953617	10.5923	0	0	9.402444	2.030233	2	2	1.969736	0	0	
0.039	0.02016713	10.63151	0	0	9.363319	2.031173	2	2	1.968797	0	0	
0.04	0.02079353	10.66695	0	0	9.327972	2.032105	2	2	1.967864	0	0	
0.041	0.02141512	10.69886	0	0	9.296121	2.033029	2	2	1.96694	0	0	
0.042	0.02203167	10.72754	0	0	9.267531	2.033946	2	2	1.966023	0	0	
0.043	0.02264297	10.75317	0	0	9.241959	2.034854	2	2	1.965114	0	0	
0.044	0.02324884	10.776	0	0	9.219212	2.035754	2	2	1.964214	0	0	
0.045	0.02384912	10.79625	0	0	9.199039	2.036646	2	2	1.963322	0	0	
0.046	0.02444365	10.81406	0	0	9.18128	2.037529	2	2	1.962439	0	0	
0.047	0.02503232	10.82964	0	0	9.165759	2.038402	2	2	1.961566	0	0	
0.048	0.02561501	10.84315	0	0	9.152328	2.039267	2	2	1.960701	0	0	
0.049	0.02619163	10.85473	0	0	9.140799	2.040122	2	2	1.959845	0	0	
0.05	0.02676208	10.86455	0	0	9.13105	2.040968	2	2	1.958999	0	0	
0.051	0.02732631	10.87271	0	0	9.122933	2.041804	2	2	1.958163	0	0	
0.052	0.02788425	10.87931	0	0	9.116344	2.042631	2	2	1.957335	0	0	
0.053	0.02843585	10.88456	0	0	9.111151	2.043449	2	2	1.956518	0	0	
0.054	0.02898109	10.88851	0	0	9.107259	2.044257	2	2	1.95571	0	0	
0.055	0.02951992	10.89126	0	0	9.104554	2.045055	2	2	1.954912	0	0	
0.056	0.03005233	10.89288	0	0	9.102954	2.045843	2	2	1.954123	0	0	
0.057	0.03057831	10.8935	0	0	9.10238	2.046622	2	2	1.953344	0	0	
0.058	0.03109786	10.89319	0	0	9.102726	2.047392	2	2	1.952575	0	0	
0.059	0.03161098	10.89203	0	0	9.103932	2.048151	2	2	1.951815	0	0	
0.06	0.03211766	10.89007	0	0	9.105924	2.048901	2	2	1.951065	0	0	
0.061	0.03261794	10.88739	0	0	9.108656	2.049642	2	2	1.950324	0	0	
0.062	0.03311183	10.88403	0	0	9.112033	2.050373	2	2	1.949594	0	0	
0.063	0.03359935	10.88009	0	0	9.116023	2.051094	2	2	1.948872	0	0	
0.064	0.03408053	10.87557	0	0	9.120557	2.051806	2	2	1.94816	0	0	
0.06500001	0.03455541	10.87056	0	0	9.125613	2.052508	2	2	1.947458	0	0	
0.066	0.03502402	10.86508	0	0	9.131114	2.053201	2	2	1.946765	0	0	
0.067	0.0354864	10.85919	0	0	9.137029	2.053885	2	2	1.946081	0	0	
0.068	0.03594259	10.85294	0	0	9.143322	2.05456	2	2	1.945406	0	0	
0.06900001	0.03639264	10.84631	0	0	9.149952	2.055225	2	2	1.944741	0	0	
0.07	0.0368366	10.83939	0	0	9.156904	2.055882	2	2	1.944084	0	0	
0.071	0.03727451	10.83219	0	0	9.164126	2.056529	2	2	1.943437	0	0	
0.072	0.03770643	10.82476	0	0	9.171579	2.057168	2	2	1.942798	0	0	
0.07300001	0.03813241	10.81711	0	0	9.179256	2.057797	2	2	1.942168	0	0	
0.074	0.0385525	10.80928	0	0	9.187147	2.058418	2	2	1.941548	0	0	
0.075	0.03896677	10.80124	0	0	9.195189	2.059031	2	2	1.940935	0	0	
0.07600001	0.03937527	10.79306	0	0	9.203377	2.059634	2	2	1.940331	0	0	
0.07700001	0.03977806	10.78475	0	0	9.211707	2.060229	2	2	1.939736	0	0	
0.078	0.04017519	10.77631	0	0	9.22014	2.060816	2	2	1.939149	0	0	
0.079	0.04056673	10.76781	0	0	9.228666	2.061395	2	2	1.938571	0	0	
0.08000001	0.04095275	10.75924	0	0	9.237272	2.061965	2	2	1.938001	0	0	
0.081	0.0413333	10.75056	0	0	9.245942	2.062527	2	2	1.937438	0	0	
0.082	0.04170844	10.74188	0	0	9.254644	2.063082	2	2	1.936884	0	0	
0.083	0.04207824	10.73316	0	0	9.263401	2.063628	2	2	1.936338	0	0	
0.08400001	0.04244276	10.72439	0	0	9.27217	2.064166	2	2	1.935799	0	0	
0.085	0.04280207	10.71562	0	0	9.280961	2.064697	2	2	1.935269	0	0	
0.086	0.04315621	10.70684	0	0	9.289758	2.06522	2	2	1.934745	0	0	
0.087	0.04350527	10.69806	0	0	9.298548	2.065736	2	2	1.93423	0	0	
0.08800001	0.0438493	10.68929	0	0	9.307331	2.066244	2	2	1.933722	0	0	
0.089	0.04418837	10.68055	0	0	9.316091	2.066744	2	2	1.933221	0	0	
0.09	0.04452254	10.67182	0	0	9.324812	2.067238	2	2	1.932728	0	0	
0.09100001	0.04485186	10.66314	0	0	9.333499	2.067724	2	2	1.932241	0	0	
0.09200001	0.04517641	10.65453	0	0	9.342151	2.068203	2	2	1.931762	0	0	
