Time	Hinge	Srt	Mrt	Mlt	Slt	Srl	Mrl	Mll	Sll	Left	Right	
0	0	0	0	0	0	2	2	2	2	0	0	
0.001	0	48.76916	0	0	21.1789	1.999848	2	2	2.000145	0	0	
0.002	-9.916528E-05	47.64804	0	0	22.30132	1.99956	2	2	2.000428	0	0	
0.003	-0.0002894329	46.6047	0	0	23.34645	1.999146	2	2	2.000836	0	0	
0.004	-0.0005632965	45.63366	0	0	24.31916	1.998617	2	2	2.001359	0	0	
0.005	-0.0009137697	44.73006	0	0	25.22434	1.997984	2	2	2.001987	0	0	
0.006	-0.001334351	43.88943	0	0	26.06652	1.997254	2	2	2.002711	0	0	
0.007	-0.001818993	43.10748	0	0	26.84992	1.996437	2	2	2.003523	0	0	
0.008	-0.002362068	42.38031	0	0	27.57844	1.99554	2	2	2.004416	0	0	
0.009000001	-0.002958344	41.70425	0	0	28.25582	1.994571	2	2	2.00538	0	0	
0.01	-0.003602957	41.07587	0	0	28.88547	1.993537	2	2	2.006411	0	0	
0.011	-0.004291385	40.49193	0	0	29.47061	1.992443	2	2	2.007501	0	0	
0.012	-0.005019426	39.94945	0	0	30.01422	1.991295	2	2	2.008645	0	0	
0.013	-0.005783177	39.44567	0	0	30.51909	1.9901	2	2	2.009836	0	0	
0.014	-0.006579011	38.97795	0	0	30.98783	1.988861	2	2	2.011072	0	0	
0.015	-0.007403563	38.54386	0	0	31.42292	1.987584	2	2	2.012345	0	0	
0.016	-0.008253709	38.14114	0	0	31.82656	1.986274	2	2	2.013653	0	0	
0.017	-0.00912655	37.76767	0	0	32.20094	1.984933	2	2	2.014991	0	0	
0.018	-0.0100194	37.42146	0	0	32.548	1.983566	2	2	2.016355	0	0	
0.019	-0.01092976	37.10068	0	0	32.86959	1.982176	2	2	2.017741	0	0	
0.02	-0.01185533	36.80359	0	0	33.16745	1.980767	2	2	2.019148	0	0	
0.021	-0.01279397	36.52858	0	0	33.44319	1.979342	2	2	2.020571	0	0	
0.022	-0.0137437	36.27416	0	0	33.69829	1.977902	2	2	2.022008	0	0	
0.023	-0.01470268	36.03894	0	0	33.9342	1.976451	2	2	2.023457	0	0	
0.024	-0.01566923	35.82159	0	0	34.15219	1.974992	2	2	2.024915	0	0	
0.025	-0.01664178	35.62088	0	0	34.35349	1.973525	2	2	2.026379	0	0	
0.026	-0.01761888	35.43571	0	0	34.53928	1.972054	2	2	2.027848	0	0	
0.027	-0.0185992	35.26497	0	0	34.71054	1.97058	2	2	2.029321	0	0	
0.028	-0.01958151	35.1077	0	0	34.86837	1.969105	2	2	2.030794	0	0	
0.029	-0.02056469	34.96297	0	0	35.0136	1.967629	2	2	2.032268	0	0	
0.03	-0.02154768	34.82989	0	0	35.14715	1.966156	2	2	2.033739	0	0	
0.031	-0.02252953	34.70769	0	0	35.26981	1.964686	2	2	2.035208	0	0	
0.032	-0.02350936	34.59562	0	0	35.38235	1.96322	2	2	2.036672	0	0	
0.033	-0.02448636	34.49293	0	0	35.48546	1.96176	2	2	2.038131	0	0	
0.034	-0.0254598	34.39899	0	0	35.5798	1.960306	2	2	2.039584	0	0	
0.035	-0.02642898	34.31322	0	0	35.66597	1.958859	2	2	2.041029	0	0	
0.036	-0.02739331	34.235	0	0	35.74454	1.957421	2	2	2.042466	0	0	
0.037	-0.02835221	34.16383	0	0	35.81607	1.955992	2	2	2.043895	0	0	
0.038	-0.02930517	34.09922	0	0	35.88103	1.954572	2	2	2.045313	0	0	
0.039	-0.03025173	34.04067	0	0	35.93989	1.953163	2	2	2.046722	0	0	
0.04	-0.03119146	33.98779	0	0	35.99311	1.951764	2	2	2.04812	0	0	
0.041	-0.03212399	33.94017	0	0	36.04104	1.950377	2	2	2.049506	0	0	
0.042	-0.03304897	33.8974	0	0	36.08411	1.949002	2	2	2.05088	0	0	
0.043	-0.03396608	33.85917	0	0	36.12259	1.947639	2	2	2.052243	0	0	
0.044	-0.03487507	33.82512	0	0	36.15689	1.946288	2	2	2.053592	0	0	
0.045	-0.03577567	33.79499	0	0	36.18729	1.944951	2	2	2.054929	0	0	
0.046	-0.03666768	33.76846	0	0	36.21406	1.943626	2	2	2.056252	0	0	
0.047	-0.0375509	33.74529	0	0	36.23746	1.942316	2	2	2.057563	0	0	
0.048	-0.03842515	33.72521	0	0	36.25779	1.941019	2	2	2.058859	0	0	
0.049	-0.03929032	33.70801	0	0	36.2752	1.939735	2	2	2.060142	0	0	
0.05	-0.04014625	33.69345	0	0	36.28995	1.938466	2	2	2.06141	0	0	
0.051	-0.04099286	33.68137	0	0	36.30227	1.937211	2	2	2.062665	0	0	
0.052	-0.04183004	33.67155	0	0	36.31226	1.935971	2	2	2.063905	0	0	
0.053	-0.04265773	33.66383	0	0	36.32017	1.934744	2	2	2.065131	0	0	
0.054	-0.04347588	33.65805	0	0	36.32615	1.933532	2	2	2.066342	0	0	
0.055	-0.04428444	33.65405	0	0	36.3303	1.932335	2	2	2.067539	0	0	
0.056	-0.04508338	33.65173	0	0	36.3328	1.931152	2	2	2.068722	0	0	
0.057	-0.04587268	33.65089	0	0	36.33377	1.929984	2	2	2.06989	0	0	
0.058	-0.04665235	33.65147	0	0	36.33338	1.92883	2	2	2.071044	0	0	
0.059	-0.04742238	33.65333	0	0	36.33168	1.92769	2	2	2.072183	0	0	
0.06	-0.04818277	33.65638	0	0	36.32875	1.926565	2	2	2.073308	0	0	
0.061	-0.04893357	33.6605	0	0	36.32478	1.925455	2	2	2.074418	0	0	
0.062	-0.04967479	33.66561	0	0	36.31981	1.924358	2	2	2.075514	0	0	
0.063	-0.05040647	33.67162	0	0	36.31391	1.923277	2	2	2.076596	0	0	
0.064	-0.05112865	33.67848	0	0	36.30717	1.922209	2	2	2.077663	0	0	
0.06500001	-0.05184138	33.68607	0	0	36.29971	1.921155	2	2	2.078717	0	0	
0.066	-0.05254472	33.69438	0	0	36.29152	1.920115	2	2	2.079756	0	0	
0.067	-0.05323873	33.70327	0	0	36.28272	1.91909	2	2	2.080782	0	0	
0.068	-0.05392346	33.71276	0	0	36.27337	1.918078	2	2	2.081794	0	0	
0.06900001	-0.05459899	33.72274	0	0	36.2635	1.91708	2	2	2.082791	0	0	
0.07	-0.05526538	33.73319	0	0	36.25314	1.916095	2	2	2.083776	0	0	
0.071	-0.05592271	33.74404	0	0	36.2424	1.915124	2	2	2.084747	0	0	
0.072	-0.05657106	33.75526	0	0	36.23126	1.914167	2	2	2.085704	0	0	
0.07300001	-0.05721052	33.76682	0	0	36.21979	1.913222	2	2	2.086649	0	0	
0.074	-0.05784114	33.77867	0	0	36.20803	1.912291	2	2	2.08758	0	0	
0.075	-0.05846304	33.79076	0	0	36.19605	1.911373	2	2	2.088498	0	0	
0.07600001	-0.05907628	33.80309	0	0	36.18381	1.910467	2	2	2.089404	0	0	
0.07700001	-0.05968097	33.81561	0	0	36.17136	1.909575	2	2	2.090297	0	0	
0.078	-0.06027718	33.82829	0	0	36.15876	1.908694	2	2	2.091177	0	0	
0.079	-0.060865	33.84111	0	0	36.14602	1.907827	2	2	2.092044	0	0	
0.08000001	-0.06144455	33.85406	0	0	36.13314	1.906971	2	2	2.0929	0	0	
0.081	-0.06201589	33.86709	0	0	36.12019	1.906128	2	2	2.093743	0	0	
0.082	-0.06257913	33.88018	0	0	36.10714	1.905297	2	2	2.094574	0	0	
0.083	-0.06313434	33.89335	0	0	36.09406	1.904478	2	2	2.095393	0	0	
0.08400001	-0.06368165	33.90654	0	0	36.08092	1.90367	2	2	2.096201	0	0	
0.085	-0.06422113	33.91977	0	0	36.06774	1.902874	2	2	2.096997	0	0	
0.086	-0.06475287	33.93299	0	0	36.05459	1.90209	2	2	2.097781	0	0	
0.087	-0.06527698	33.94623	0	0	36.04142	1.901317	2	2	2.098555	0	0	
0.08800001	-0.06579357	33.95942	0	0	36.02827	1.900555	2	2	2.099317	0	0	
0.089	-0.06630269	33.97261	0	0	36.01515	1.899804	2	2	2.100068	0	0	
0.09	-0.06680446	33.98574	0	0	36.00207	1.899064	2	2	2.100808	0	0	
0.09100001	-0.06729897	33.99881	0	0	35.98904	1.898334	2	2	2.101537	0	0	
0.09200001	-0.06778631	34.01186	0	0	35.97607	1.897616	2	2	2.102256	0	0	
0.093	-0.0682666	34.02481	0	0	35.96313	1.896907	2	2	2.102964	0	0	
0.094	-0.0687399	34.0377	0	0	35.9503	1.89621	2	2	2.103662	0	0	
0.09500001	-0.06920631	34.0505	0	0	35.93755	1.895522	2	2	2.10435	0	0	
0.096	-0.06966592	34.06321	0	0	35.92488	1.894844	2	2	2.105028	0	0	
0.097	-0.07011882	34.07583	0	0	35.91229	1.894176	2	2	2.105696	0	0	
0.098	-0.07056511	34.08836	0	0	35.89981	1.893519	2	2	2.106354	0	0	
0.09900001	-0.07100488	34.10079	0	0	35.88743	1.89287	2	2	2.107002	0	0	
0.1	-0.0714382	34.1131	0	0	35.87516	1.892231	2	2	2.107641	0	0	
