Time	Hinge	Srt	Mrt	Mlt	Slt	Srl	Mrl	Mll	Sll	Left	Right	
0	0	0	0	8.350702E-07	0	0	2	2	0	0	0	
0.001	0	0	0	0.00237212	0	0	2	2	0	0.02	0	
0.002	0	0	0	0.004719707	0	0	2	2	0	0.02	0	
0.003	7.630967E-09	0	0	0.007534	0	0	2	2	0	0.0396	0	
0.004	3.215851E-08	0	0	0.01031734	0	0	2	2	0	0.0396	0	
0.005	8.374606E-08	0	0	0.01364792	0	0	2	2	0	0.05880801	0	
0.006	1.72409E-07	0	0	0.01693948	0	0	2	2	0	0.05880801	0	
0.007	3.101222E-07	0	0	0.02086417	0	0	2	2	0	0.07763185	0	
0.008	5.087179E-07	0	0	0.02474449	0	0	2	1.999999	0	0.07763185	0	
0.009000001	7.823033E-07	0	0	0.02934972	0	0	2	1.999999	0	0.09607922	0	
0.01	1.144826E-06	0	0	0.03390309	0	0	2	1.999998	0	0.09607922	0	
0.011	1.612838E-06	0	0	0.03927916	0	0	2	1.999997	0	0.1141576	0	
0.012	2.202705E-06	0	0	0.0445937	0	0	2	1.999996	0	0.1141576	0	
0.013	2.933752E-06	0	0	0.05083554	0	0	2	1.999995	0	0.1318745	0	
0.014	3.82508E-06	0	0	0.05700394	0	0	2	1.999994	0	0.1318745	0	
0.015	4.899122E-06	0	0	0.0642054	0	0	2	1.999992	0	0.149237	0	
0.016	6.178052E-06	0	0	0.07132285	0	0	2	1.99999	0	0.149237	0	
0.017	7.687751E-06	0	0	0.07957646	0	0	2	1.999987	0	0.1662522	0	
0.018	9.453803E-06	0	0	0.08773567	0	0	2	1.999984	0	0.1662522	0	
0.019	1.150587E-05	0	0	0.09713088	0	0	2	1.99998	0	0.1829272	0	
0.02	1.387329E-05	0	0	0.1064179	0	0	2	1.999976	0	0.1829272	0	
0.021	1.658981E-05	0	0	0.1170379	0	0	2	1.999972	0	0.1992686	0	
0.022	1.968883E-05	0	0	0.1275327	0	0	2	1.999966	0	0.1992686	0	
0.023	2.320851E-05	0	0	0.1394463	0	0	2	1.999961	0	0.2152833	0	
0.024	2.718658E-05	0	0	0.1512205	0	0	2	1.999954	0	0.2152833	0	
0.025	3.166586E-05	0	0	0.1644828	0	0	2	1.999946	0	0.2309776	0	
0.026	3.668865E-05	0	0	0.1775896	0	0	2	1.999938	0	0.2309776	0	
0.027	4.230264E-05	0	0	0.1922416	0	0	2	1.999929	0	0.2463581	0	
0.028	4.855494E-05	0	0	0.2067204	0	0	2	1.999918	0	0.2463581	0	
0.029	5.549819E-05	0	0	0.2227821	0	0	2	1.999907	0	0.2614309	0	
0.03	6.318445E-05	0	0	0.2386539	0	0	2	1.999894	0	0.2614309	0	
0.031	7.167145E-05	0	0	0.2561258	0	0	2	1.99988	0	0.2762023	0	
0.032	8.101623E-05	0	0	0.273391	0	0	2	1.999865	0	0.2762023	0	
0.033	9.128159E-05	0	0	0.2922522	0	0	2	1.999848	0	0.2906783	0	
