Time	Hinge	Srt	Mrt	Mlt	Slt	Srl	Mrl	Mll	Sll	Left	Right	
0	0	0	8.350702E-07	8.350702E-07	0	0	2	2	0	0	0	
0.001	0	0	0.00237212	0.00237212	0	0	2	2	0	0.02	0.02	
0.002	0	0	0.004719707	0.004719707	0	0	2	2	0	0.02	0.02	
0.003	0	0	0.007534	0.007534	0	0	2	2	0	0.0396	0.0396	
0.004	0	0	0.01031734	0.01031734	0	0	2	2	0	0.0396	0.0396	
0.005	0	0	0.0136503	0.0136503	0	0	2	2	0	0.05880801	0.05880801	
0.006	0	0	0.01694423	0.01694423	0	0	2	2	0	0.05880801	0.05880801	
0.007	0	0	0.02087126	0.02087126	0	0	2	2	0	0.07763185	0.07763185	
0.008	0	0	0.02475748	0.02475748	0	0	2.000001	2.000001	0	0.07763185	0.07763185	
0.009000001	0	0	0.02936735	0.02936735	0	0	2.000001	2.000001	0	0.09607922	0.09607922	
0.01	0	0	0.03392651	0.03392651	0	0	2.000001	2.000001	0	0.09607922	0.09607922	
0.011	0	0	0.0393107	0.0393107	0	0	2.000001	2.000001	0	0.1141576	0.1141576	
0.012	0	0	0.04463805	0.04463805	0	0	2.000001	2.000001	0	0.1141576	0.1141576	
0.013	0	0	0.05089138	0.05089138	0	0	2.000001	2.000001	0	0.1318745	0.1318745	
0.014	0	0	0.05707593	0.05707593	0	0	2.000001	2.000001	0	0.1318745	0.1318745	
0.015	0	0	0.06429457	0.06429457	0	0	2.000001	2.000001	0	0.149237	0.149237	
0.016	0	0	0.0714338	0.0714338	0	0	2.000001	2.000001	0	0.149237	0.149237	
0.017	0	0	0.07971255	0.07971255	0	0	2.000001	2.000001	0	0.1662522	0.1662522	
0.018	0	0	0.08790263	0.08790263	0	0	2.000001	2.000001	0	0.1662522	0.1662522	
0.019	0	0	0.09733197	0.09733197	0	0	2.000001	2.000001	0	0.1829272	0.1829272	
0.02	0	0	0.1066576	0.1066576	0	0	2.000001	2.000001	0	0.1829272	0.1829272	
0.021	0	0	0.1173205	0.1173205	0	0	2.000001	2.000001	0	0.1992686	0.1992686	
0.022	0	0	0.1278662	0.1278662	0	0	2.000001	2.000001	0	0.1992686	0.1992686	
0.023	0	0	0.139835	0.139835	0	0	2.000001	2.000001	0	0.2152833	0.2152833	
0.024	0	0	0.1516721	0.1516721	0	0	2.000001	2.000001	0	0.2152833	0.2152833	
0.025	0	0	0.1650051	0.1650051	0	0	2.000001	2.000001	0	0.2309776	0.2309776	
0.026	0	0	0.1781914	0.1781914	0	0	2.000001	2.000001	0	0.2309776	0.2309776	
0.027	0	0	0.1929328	0.1929328	0	0	2.000001	2.000001	0	0.2463581	0.2463581	
0.028	0	0	0.2075098	0.2075098	0	0	2.000001	2.000001	0	0.2463581	0.2463581	
0.029	0	0	0.2236782	0.2236782	0	0	2.000001	2.000001	0	0.2614309	0.2614309	
0.03	0	0	0.2396688	0.2396688	0	0	2.000001	2.000001	0	0.2614309	0.2614309	
0.031	0	0	0.2572702	0.2572702	0	0	2.000001	2.000001	0	0.2762023	0.2762023	
0.032	0	0	0.274678	0.274678	0	0	2.000001	2.000001	0	0.2762023	0.2762023	
0.033	0	0	0.2936958	0.2936958	0	0	2.000001	2.000001	0	0.2906783	0.2906783	
0.034	0	0	0.3125044	0.3125044	0	0	2.000001	2.000001	0	0.2906783	0.2906783	
0.035	0	0	0.3329025	0.3329025	0	0	2.000001	2.000001	0	0.3048647	0.3048647	
0.036	0	0	0.3530762	0.3530762	0	0	2.000001	2.000001	0	0.3048647	0.3048647	
0.037	0	0	0.3748004	0.3748004	0	0	2.000001	2.000001	0	0.3187674	0.3187674	
0.038	0	0	0.3962855	0.3962855	0	0	2.000001	2.000001	0	0.3187674	0.3187674	
0.039	0	0	0.4192655	0.4192655	0	0	2.000001	2.000001	0	0.332392	0.332392	
0.04	0	0	0.4419926	0.4419926	0	0	2.000001	2.000001	0	0.332392	0.332392	
0.041	0	0	0.4661447	0.4661447	0	0	2.000001	2.000001	0	0.3457442	0.3457442	
0.042	0	0	0.4900287	0.4900287	0	0	2.000001	2.000001	0	0.3457442	0.3457442	
0.043	0	0	0.5152588	0.5152588	0	0	2.000001	2.000001	0	0.3588293	0.3588293	
