Time	Hinge	Fy	Tz	
0.766	-0.0337796	-3.72529E-09	0.3997725	
0.767	-0.03403452	-3.72529E-09	0.399769	
0.768	-0.0342904	0	0.3997655	
0.7690001	-0.03454724	-3.72529E-09	0.399762	
0.77	-0.03480503	0	0.3997584	
0.771	-0.03506379	-3.72529E-09	0.3997548	
0.772	-0.03532349	0	0.3997512	
0.7730001	-0.03558416	-3.72529E-09	0.3997475	
0.774	-0.03584579	0	0.3997437	
0.775	-0.03610838	-3.72529E-09	0.39974	
0.776	-0.03637192	0	0.3997362	
0.777	-0.03663642	0	0.3997323	
0.7780001	-0.03690188	-3.72529E-09	0.3997284	
0.779	-0.03716829	0	0.3997245	
0.78	-0.03743566	0	0.3997205	
0.781	-0.03770399	-3.72529E-09	0.3997165	
0.7820001	-0.03797329	0	0.3997124	
0.7830001	-0.03824353	0	0.3997083	
0.784	-0.03851474	0	0.3997042	
0.785	-0.0387869	-3.72529E-09	0.3997	
0.786	-0.03906002	0	0.3996958	
0.7870001	-0.0393341	0	0.3996915	
0.788	-0.03960913	0	0.3996871	
0.789	-0.03988513	0	0.3996827	
0.79	-0.04016208	-3.72529E-09	0.3996783	
0.791	-0.04043999	0	0.3996739	
0.7920001	-0.04071885	0	0.3996694	
0.793	-0.04099867	0	0.3996648	
0.794	-0.04127946	0	0.3996602	
0.795	-0.0415612	0	0.3996555	
0.7960001	-0.04184389	-3.72529E-09	0.3996508	
0.7970001	-0.04212755	0	0.399646	
0.798	-0.04241216	0	0.3996412	
0.799	-0.04269773	0	0.3996364	
0.8	-0.04298426	0	0.3996315	
0.8010001	-0.04327174	0	0.3996266	
0.802	-0.04356018	0	0.3996216	
0.803	-0.04384958	0	0.3996165	
0.804	-0.04413994	-3.72529E-09	0.3996114	
0.8050001	-0.04443126	0	0.3996063	
0.8060001	-0.04472353	0	0.3996011	
0.807	-0.04501676	0	0.3995959	
0.808	-0.04531095	0	0.3995905	
0.809	-0.04560609	0	0.3995852	
0.8100001	-0.0459022	0	0.3995797	
0.811	-0.04619926	0	0.3995743	
0.812	-0.04649727	0	0.3995688	
0.813	-0.04679625	0	0.3995632	
0.814	-0.04709619	0	0.3995576	
0.8150001	-0.04739707	0	0.3995519	
0.816	-0.04769892	0	0.3995462	
0.817	-0.04800173	-3.72529E-09	0.3995404	
0.818	-0.04830549	0	0.3995346	
0.8190001	-0.04861021	0	0.3995287	
0.8200001	-0.04891588	0	0.3995227	
0.821	-0.04922251	0	0.3995167	
0.822	-0.0495301	0	0.3995107	
0.823	-0.04983865	0	0.3995046	
0.8240001	-0.05014816	0	0.3994984	
0.825	-0.05045862	0	0.3994921	
0.826	-0.05077004	0	0.3994859	
0.827	-0.05108242	0	0.3994795	
0.8280001	-0.05139576	0	0.3994731	
0.8290001	-0.05171005	0	0.3994666	
0.83	-0.05202529	0	0.3994601	
0.831	-0.0523415	0	0.3994535	
0.832	-0.05265867	0	0.3994468	
0.8330001	-0.05297678	0	0.3994401	
0.8340001	-0.05329586	0	0.3994333	
0.835	-0.0536159	0	0.3994265	
0.836	-0.05393689	0	0.3994196	
0.837	-0.05425884	0	0.3994127	
0.8380001	-0.05458174	0	0.3994057	
0.839	-0.0549056	0	0.3993986	
0.84	-0.05523042	0	0.3993914	
0.841	-0.0555562	0	0.3993843	
0.8420001	-0.05588293	0	0.399377	
0.8430001	-0.05621063	0	0.3993697	
0.844	-0.05653927	0	0.3993623	
0.845	-0.05686887	0	0.3993548	
0.846	-0.05719943	0	0.3993473	
0.8470001	-0.05753095	0	0.3993397	
0.848	-0.05786343	0	0.399332	
0.849	-0.05819687	0	0.3993243	
0.85	-0.05853125	0	0.3993165	
0.851	-0.0588666	0	0.3993087	
0.8520001	-0.0592029	0	0.3993007	
0.853	-0.05954016	-3.72529E-09	0.3992927	
0.854	-0.05987838	0	0.3992847	
0.855	-0.06021755	0	0.3992766	
0.8560001	-0.06055768	0	0.3992684	
0.8570001	-0.06089876	0	0.3992601	
0.858	-0.06124081	0	0.3992518	
0.859	-0.0615838	0	0.3992434	
0.86	-0.06192776	0	0.3992349	
0.8610001	-0.06227268	0	0.3992263	
0.862	-0.06261855	0	0.3992177	
0.863	-0.06296536	0	0.399209	
0.864	-0.06331316	0	0.3992002	
0.8650001	-0.0636619	0	0.3991913	
0.8660001	-0.0640116	0	0.3991825	
0.867	-0.06436224	0	0.3991735	
0.868	-0.06471386	0	0.3991644	
0.869	-0.06506642	0	0.3991553	
0.8700001	-0.06541994	0	0.3991461	
0.8710001	-0.06577443	0	0.3991368	
0.872	-0.06612986	0	0.3991275	
0.873	-0.06648625	0	0.399118	
0.874	-0.06684361	0	0.3991085	
0.8750001	-0.0672019	0	0.3990989	
0.876	-0.06756116	3.72529E-09	0.3990893	
0.877	-0.06792138	0	0.3990796	
0.878	-0.06828255	0	0.3990698	
0.8790001	-0.06864468	0	0.3990598	
0.8800001	-0.06900778	0	0.3990498	
0.881	-0.06937182	0	0.3990398	
0.882	-0.06973681	0	0.3990296	
0.883	-0.07010277	0	0.3990194	
0.8840001	-0.07046968	0	0.3990091	
0.8850001	-0.07083754	0	0.3989988	
0.886	-0.07120638	0	0.3989883	
0.887	-0.07157614	0	0.3989778	
0.8880001	-0.07194687	0	0.3989671	
0.8890001	-0.07231856	0	0.3989564	
0.89	-0.0726912	0	0.3989457	
0.891	-0.07306481	0	0.3989348	
0.892	-0.07343937	0	0.3989238	
0.8930001	-0.07381488	0	0.3989128	
0.8940001	-0.07419135	0	0.3989017	
0.895	-0.07456878	0	0.3988905	
0.896	-0.07494716	0	0.3988792	
0.897	-0.07532649	0	0.3988678	
0.8980001	-0.07570678	0	0.3988564	
0.899	-0.07608803	-3.72529E-09	0.3988448	
0.9	-0.07647023	0	0.3988332	
0.901	-0.07685339	0	0.3988214	
0.9020001	-0.0772375	0	0.3988096	
0.9030001	-0.07762258	0	0.3987977	
0.904	-0.07800861	0	0.3987857	
0.905	-0.07839559	0	0.3987736	
0.906	-0.07878353	0	0.3987614	
0.9070001	-0.07917242	0	0.3987492	
0.9080001	-0.07956227	0	0.3987368	
0.909	-0.07995307	0	0.3987244	
0.91	-0.08034483	0	0.3987119	
0.9110001	-0.08073753	0	0.3986993	
0.9120001	-0.0811312	0	0.3986866	
0.913	-0.08152583	0	0.3986738	
0.914	-0.08192141	0	0.3986609	
0.915	-0.08231795	0	0.3986479	
0.9160001	-0.08271544	0	0.3986349	
0.9170001	-0.08311388	0	0.3986217	
0.918	-0.08351328	0	0.3986084	
0.919	-0.08391364	0	0.3985951	
0.92	-0.08431495	0	0.3985816	
0.9210001	-0.08471721	0	0.398568	
0.9220001	-0.08512043	3.72529E-09	0.3985544	
0.923	-0.0855246	0	0.3985406	
0.924	-0.08592974	0	0.3985268	
0.9250001	-0.08633582	0	0.3985128	
0.9260001	-0.08674286	0	0.3984988	
0.927	-0.08715085	0	0.3984847	
0.928	-0.0875598	0	0.3984704	
0.929	-0.08796971	0	0.3984561	
0.9300001	-0.08838057	0	0.3984416	
0.9310001	-0.08879239	0	0.398427	
0.932	-0.08920517	0	0.3984123	
0.933	-0.08961888	0	0.3983976	
0.934	-0.09003357	0	0.3983828	
0.9350001	-0.09044921	0	0.3983677	
0.936	-0.09086579	0	0.3983527	
0.937	-0.09128334	0	0.3983375	
0.938	-0.09170183	0	0.3983223	
0.9390001	-0.09212128	0	0.3983069	
0.9400001	-0.09254168	0	0.3982914	
0.941	-0.09296305	0	0.3982758	
0.942	-0.09338535	0	0.3982601	
0.943	-0.09380862	0	0.3982443	
0.9440001	-0.09423284	0	0.3982284	
0.9450001	-0.09465802	-3.72529E-09	0.3982124	
0.946	-0.09508416	0	0.3981963	
0.947	-0.09551124	0	0.39818	
0.9480001	-0.09593928	0	0.3981637	
0.9490001	-0.09636828	0	0.3981472	
0.95	-0.09679823	0	0.3981306	
0.951	-0.09722913	0	0.3981139	
0.952	-0.09766097	0	0.3980972	
0.9530001	-0.09809379	0	0.3980803	
0.9540001	-0.09852755	0	0.3980633	
0.955	-0.09896228	0	0.3980461	
0.956	-0.09939795	0	0.3980289	
0.957	-0.09983457	0	0.3980115	
0.9580001	-0.1002722	0	0.3979941	
0.9590001	-0.1007107	0	0.3979765	
0.96	-0.1011502	0	0.3979588	
0.961	-0.1015906	0	0.397941	
0.9620001	-0.102032	0	0.3979231	
0.9630001	-0.1024743	0	0.3979051	
0.964	-0.1029176	0	0.3978869	
0.965	-0.1033619	0	0.3978686	
0.966	-0.1038071	0	0.3978502	
0.9670001	-0.1042533	0	0.3978317	
0.9680001	-0.1047004	3.72529E-09	0.3978131	
0.969	-0.1051484	0	0.3977943	
0.97	-0.1055975	0	0.3977754	
0.9710001	-0.1060474	0	0.3977565	
0.9720001	-0.1064983	0	0.3977374	
0.973	-0.1069502	0	0.3977181	
0.974	-0.107403	0	0.3976988	
0.975	-0.1078568	0	0.3976793	
0.9760001	-0.1083116	0	0.3976597	
0.9770001	-0.1087672	0	0.39764	
0.978	-0.1092239	0	0.3976201	
0.979	-0.1096815	0	0.3976001	
0.98	-0.11014	0	0.39758	
0.9810001	-0.1105995	0	0.3975598	
0.9820001	-0.11106	0	0.3975395	
0.983	-0.1115214	0	0.397519	
0.984	-0.1119838	0	0.3974984	
0.9850001	-0.1124471	0	0.3974777	
0.9860001	-0.1129113	0	0.3974568	
0.987	-0.1133765	0	0.3974358	
0.988	-0.1138427	0	0.3974147	
0.989	-0.1143098	0	0.3973934	
0.9900001	-0.1147779	0	0.397372	
0.9910001	-0.1152469	-3.72529E-09	0.3973505	
0.992	-0.1157169	0	0.3973289	
0.993	-0.1161878	0	0.3973071	
0.994	-0.1166597	0	0.3972852	
0.9950001	-0.1171326	0	0.3972632	
0.9960001	-0.1176063	0	0.397241	
0.997	-0.1180811	0	0.3972187	
0.998	-0.1185568	0	0.3971963	
0.9990001	-0.1190334	0	0.3971737	
1	-0.119511	0	0.397151	
1.001	-0.1199895	0	0.3971282	
1.002	-0.120469	0	0.3971052	
1.003	-0.1209495	0	0.3970821	
1.004	-0.1214309	0	0.3970588	
1.005	-0.1219132	0	0.3970354	
1.006	-0.1223965	0	0.3970118	
1.007	-0.1228808	0	0.3969882	
1.008	-0.123366	0	0.3969644	
1.009	-0.1238521	0	0.3969404	
1.01	-0.1243392	0	0.3969164	
1.011	-0.1248273	0	0.3968921	
1.012	-0.1253163	0	0.3968677	
1.013	-0.1258062	0	0.3968432	
1.014	-0.1262971	3.72529E-09	0.3968184	
1.015	-0.126789	0	0.3967936	
1.016	-0.1272818	0	0.3967686	
1.017	-0.1277755	0	0.3967435	
1.018	-0.1282703	0	0.3967182	
1.019	-0.1287659	0	0.3966928	
1.02	-0.1292625	0	0.3966672	
1.021	-0.1297601	0	0.3966415	
1.022	-0.1302586	0	0.3966156	
1.023	-0.130758	0	0.3965895	
1.024	-0.1312585	0	0.3965634	
1.025	-0.1317598	0	0.3965371	
1.026	-0.1322621	0	0.3965106	
1.027	-0.1327654	0	0.396484	
1.028	-0.1332696	0	0.3964572	
1.029	-0.1337747	0	0.3964303	
1.03	-0.1342809	0	0.3964032	
1.031	-0.1347879	0	0.396376	
1.032	-0.1352959	0	0.3963486	
1.033	-0.1358049	0	0.3963211	
1.034	-0.1363148	0	0.3962934	
1.035	-0.1368257	0	0.3962655	
1.036	-0.1373374	0	0.3962376	
1.037	-0.1378502	-3.72529E-09	0.3962094	
1.038	-0.1383639	0	0.3961811	
1.039	-0.1388786	0	0.3961526	
1.04	-0.1393942	0	0.396124	
1.041	-0.1399107	0	0.3960952	
1.042	-0.1404282	0	0.3960663	
1.043	-0.1409467	0	0.3960372	
1.044	-0.1414661	0	0.396008	
1.045	-0.1419864	0	0.3959785	
1.046	-0.1425077	0	0.395949	
1.047	-0.14303	0	0.3959192	
1.048	-0.1435532	0	0.3958893	
1.049	-0.1440773	0	0.3958592	
1.05	-0.1446024	0	0.395829	
1.051	-0.1451284	0	0.3957986	
1.052	-0.1456554	0	0.395768	
1.053	-0.1461834	0	0.3957373	
1.054	-0.1467123	0	0.3957064	
1.055	-0.1472421	0	0.3956754	
1.056	-0.1477729	0	0.3956441	
1.057	-0.1483046	0	0.3956127	
1.058	-0.1488373	0	0.3955812	
1.059	-0.1493709	0	0.3955494	
1.06	-0.1499055	3.72529E-09	0.3955175	
1.061	-0.150441	0	0.3954855	
1.062	-0.1509775	0	0.3954532	
1.063	-0.1515149	0	0.3954208	
1.064	-0.1520533	0	0.3953882	
1.065	-0.1525926	0	0.3953555	
1.066	-0.1531328	0	0.3953226	
1.067	-0.1536741	0	0.3952895	
1.068	-0.1542162	0	0.3952562	
1.069	-0.1547593	0	0.3952228	
1.07	-0.1553034	0	0.3951891	
1.071	-0.1558484	0	0.3951553	
1.072	-0.1563943	0	0.3951213	
1.073	-0.1569412	0	0.3950872	
1.074	-0.157489	0	0.3950529	
1.075	-0.1580378	0	0.3950184	
1.076	-0.1585876	0	0.3949837	
1.077	-0.1591382	0	0.3949488	
1.078	-0.1596899	0	0.3949138	
1.079	-0.1602424	0	0.3948785	
1.08	-0.1607959	0	0.3948431	
1.081	-0.1613504	0	0.3948075	
1.082	-0.1619058	0	0.3947718	
1.083	-0.1624622	-3.72529E-09	0.3947358	
1.084	-0.1630195	0	0.3946997	
1.085	-0.1635777	0	0.3946634	
1.086	-0.1641369	0	0.3946269	
1.087	-0.164697	0	0.3945902	
1.088	-0.1652581	0	0.3945534	
1.089	-0.1658202	0	0.3945163	
1.09	-0.1663831	0	0.394479	
1.091	-0.166947	0	0.3944416	
1.092	-0.1675119	0	0.394404	
1.093	-0.1680777	0	0.3943662	
1.094	-0.1686445	0	0.3943282	
1.095	-0.1692122	0	0.39429	
1.096	-0.1697808	0	0.3942516	
1.097	-0.1703504	0	0.3942131	
1.098	-0.1709209	0	0.3941743	
1.099	-0.1714924	0	0.3941353	
1.1	-0.1720648	0	0.3940962	
1.101	-0.1726382	0	0.3940569	
1.102	-0.1732125	0	0.3940173	
1.103	-0.1737878	0	0.3939776	
1.104	-0.174364	0	0.3939377	
1.105	-0.1749411	0	0.3938976	
1.106	-0.1755192	3.72529E-09	0.3938572	
1.107	-0.1760983	0	0.3938167	
1.108	-0.1766782	0	0.3937759	
1.109	-0.1772591	0	0.393735	
1.11	-0.177841	0	0.3936939	
1.111	-0.1784238	0	0.3936526	
1.112	-0.1790075	0	0.3936111	
1.113	-0.1795922	0	0.3935694	
1.114	-0.1801779	0	0.3935274	
1.115	-0.1807644	0	0.3934853	
1.116	-0.1813519	0	0.393443	
1.117	-0.1819404	0	0.3934004	
1.118	-0.1825298	0	0.3933577	
1.119	-0.1831202	0	0.3933147	
1.12	-0.1837114	0	0.3932716	
1.121	-0.1843037	0	0.3932282	
1.122	-0.1848969	0	0.3931846	
1.123	-0.185491	0	0.3931409	
1.124	-0.186086	0	0.3930969	
1.125	-0.1866821	0	0.3930527	
1.126	-0.187279	0	0.3930083	
1.127	-0.1878769	0	0.3929637	
1.128	-0.1884757	0	0.3929189	
1.129	-0.1890755	-3.72529E-09	0.3928739	
1.13	-0.1896762	0	0.3928286	
1.131	-0.1902778	0	0.3927831	
1.132	-0.1908804	0	0.3927375	
1.133	-0.1914839	0	0.3926916	
1.134	-0.1920884	0	0.3926455	
1.135	-0.1926939	0	0.3925992	
1.136	-0.1933002	0	0.3925526	
1.137	-0.1939075	0	0.3925059	
1.138	-0.1945157	0	0.3924589	
1.139	-0.1951249	0	0.3924117	
1.14	-0.195735	0	0.3923643	
1.141	-0.1963461	0	0.3923167	
1.142	-0.1969581	0	0.3922689	
1.143	-0.1975711	0	0.3922208	
1.144	-0.1981849	0	0.3921725	
1.145	-0.1987997	0	0.392124	
1.146	-0.1994155	0	0.3920752	
1.147	-0.2000322	0	0.3920263	
1.148	-0.2006498	0	0.3919772	
1.149	-0.2012684	0	0.3919277	
1.15	-0.201888	0	0.3918781	
1.151	-0.2025084	0	0.3918282	
1.152	-0.2031298	3.72529E-09	0.3917781	
1.153	-0.2037521	0	0.3917279	
1.154	-0.2043754	0	0.3916773	
1.155	-0.2049996	0	0.3916266	
1.156	-0.2056248	0	0.3915755	
1.157	-0.2062509	0	0.3915243	
1.158	-0.2068779	0	0.3914729	
1.159	-0.2075058	0	0.3914212	
1.16	-0.2081347	0	0.3913693	
1.161	-0.2087646	0	0.3913172	
1.162	-0.2093953	0	0.3912648	
1.163	-0.2100271	0	0.3912122	
1.164	-0.2106597	0	0.3911594	
1.165	-0.2112933	0	0.3911063	
1.166	-0.2119278	0	0.391053	
1.167	-0.2125633	0	0.3909994	
1.168	-0.2131997	0	0.3909456	
1.169	-0.213837	0	0.3908916	
1.17	-0.2144753	0	0.3908373	
1.171	-0.2151145	0	0.3907828	
1.172	-0.2157547	0	0.3907281	
1.173	-0.2163958	0	0.3906731	
1.174	-0.2170378	0	0.3906179	
1.175	-0.2176807	-3.72529E-09	0.3905624	
1.176	-0.2183246	0	0.3905067	
1.177	-0.2189694	0	0.3904507	
1.178	-0.2196152	0	0.3903945	
1.179	-0.2202619	0	0.3903381	
1.18	-0.2209095	0	0.3902815	
1.181	-0.2215581	0	0.3902245	
1.182	-0.2222076	0	0.3901673	
1.183	-0.222858	0	0.3901099	
1.184	-0.2235094	0	0.3900522	
1.185	-0.2241617	0	0.3899943	
1.186	-0.2248149	0	0.3899361	
1.187	-0.2254691	0	0.3898777	
1.188	-0.2261242	0	0.389819	
1.189	-0.2267803	0	0.3897601	
1.19	-0.2274372	0	0.3897009	
1.191	-0.2280951	0	0.3896415	
1.192	-0.228754	0	0.3895818	
1.193	-0.2294138	0	0.3895218	
1.194	-0.2300745	0	0.3894617	
1.195	-0.2307361	0	0.3894013	
1.196	-0.2313987	0	0.3893405	
1.197	-0.2320622	0	0.3892795	
1.198	-0.2327266	3.72529E-09	0.3892184	
1.199	-0.233392	0	0.3891569	
1.2	-0.2340583	0	0.3890951	
1.201	-0.2347256	0	0.3890331	
1.202	-0.2353937	0	0.3889709	
1.203	-0.2360628	0	0.3889084	
1.204	-0.2367329	0	0.3888456	
1.205	-0.2374039	0	0.3887826	
1.206	-0.2380757	0	0.3887193	
1.207	-0.2387486	0	0.3886557	
1.208	-0.2394223	0	0.3885919	
1.209	-0.240097	0	0.3885278	
1.21	-0.2407726	0	0.3884634	
1.211	-0.2414492	0	0.3883988	
1.212	-0.2421267	0	0.3883339	
1.213	-0.2428051	0	0.3882688	
1.214	-0.2434844	0	0.3882034	
1.215	-0.2441647	0	0.3881377	
1.216	-0.2448459	0	0.3880717	
1.217	-0.2455281	0	0.3880055	
1.218	-0.2462111	0	0.3879389	
1.219	-0.2468951	0	0.3878722	
1.22	-0.24758	0	0.3878051	
1.221	-0.2482659	-3.72529E-09	0.3877378	
1.222	-0.2489527	0	0.3876702	
1.223	-0.2496404	0	0.3876024	
1.224	-0.250329	0	0.3875342	
1.225	-0.2510186	0	0.3874658	
1.226	-0.2517091	0	0.3873971	
1.227	-0.2524005	0	0.3873281	
1.228	-0.2530928	0	0.3872589	
1.229	-0.2537861	0	0.3871894	
1.23	-0.2544803	0	0.3871196	
1.231	-0.2551754	0	0.3870495	
1.232	-0.2558714	0	0.3869791	
1.233	-0.2565684	0	0.3869084	
1.234	-0.2572663	0	0.3868375	
1.235	-0.2579651	0	0.3867663	
1.236	-0.2586649	0	0.3866948	
1.237	-0.2593656	0	0.386623	
1.238	-0.2600673	0	0.3865509	
1.239	-0.2607698	0	0.3864786	
1.24	-0.2614732	0	0.3864059	
1.241	-0.2621776	0	0.386333	
1.242	-0.2628829	0	0.3862599	
1.243	-0.2635892	0	0.3861864	
1.244	-0.2642964	3.72529E-09	0.3861125	
1.245	-0.2650045	0	0.3860384	
1.246	-0.2657135	0	0.3859641	
1.247	-0.2664234	0	0.3858894	
1.248	-0.2671343	0	0.3858144	
1.249	-0.2678461	0	0.3857392	
1.25	-0.2685588	0	0.3856637	
1.251	-0.2692724	0	0.3855878	
1.252	-0.269987	0	0.3855117	
1.253	-0.2707025	0	0.3854353	
1.254	-0.2714188	0	0.3853585	
1.255	-0.2721362	0	0.3852815	
1.256	-0.2728544	0	0.3852042	
1.257	-0.2735736	0	0.3851266	
1.258	-0.2742938	0	0.3850486	
1.259	-0.2750148	0	0.3849704	
1.26	-0.2757367	0	0.3848919	
1.261	-0.2764596	0	0.3848131	
1.262	-0.2771834	0	0.3847339	
1.263	-0.2779081	0	0.3846545	
1.264	-0.2786338	0	0.3845748	
1.265	-0.2793604	0	0.3844948	
1.266	-0.2800878	0	0.3844144	
1.267	-0.2808162	-3.72529E-09	0.3843338	
1.268	-0.2815455	0	0.3842528	
1.269	-0.2822758	0	0.3841716	
1.27	-0.283007	0	0.38409	
1.271	-0.283739	0	0.3840081	
1.272	-0.284472	0	0.383926	
1.273	-0.285206	0	0.3838435	
1.274	-0.2859408	0	0.3837607	
1.275	-0.2866766	0	0.3836776	
1.276	-0.2874133	0	0.3835941	
1.277	-0.2881509	0	0.3835104	
1.278	-0.2888894	0	0.3834264	
1.279	-0.2896288	0	0.383342	
1.28	-0.2903692	0	0.3832573	
1.281	-0.2911105	0	0.3831723	
1.282	-0.2918527	0	0.383087	
1.283	-0.2925957	0	0.3830014	
1.284	-0.2933398	0	0.3829154	
1.285	-0.2940848	0	0.3828292	
1.286	-0.2948307	0	0.3827426	
1.287	-0.2955775	0	0.3826557	
1.288	-0.2963252	0	0.3825684	
1.289	-0.2970738	0	0.3824809	
1.29	-0.2978234	3.72529E-09	0.382393	
1.291	-0.2985738	0	0.3823049	
1.292	-0.2993252	0	0.3822163	
1.293	-0.3000775	0	0.3821275	
1.294	-0.3008307	0	0.3820384	
1.295	-0.3015848	0	0.3819489	
1.296	-0.3023399	0	0.3818591	
1.297	-0.3030958	0	0.381769	
1.298	-0.3038526	0	0.3816785	
1.299	-0.3046104	0	0.3815877	
1.3	-0.3053691	0	0.3814966	
1.301	-0.3061287	0	0.3814051	
1.302	-0.3068892	0	0.3813133	
1.303	-0.3076507	0	0.3812212	
1.304	-0.308413	0	0.3811288	
1.305	-0.3091763	0	0.381036	
1.306	-0.3099405	0	0.3809429	
1.307	-0.3107056	0	0.3808495	
1.308	-0.3114716	0	0.3807557	
1.309	-0.3122385	0	0.3806615	
1.31	-0.3130063	0	0.3805671	
1.311	-0.313775	0	0.3804723	
1.312	-0.3145446	0	0.3803772	
1.313	-0.3153152	-3.72529E-09	0.3802818	
1.314	-0.3160866	0	0.380186	
1.315	-0.316859	0	0.3800898	
1.316	-0.3176323	0	0.3799934	
1.317	-0.3184065	0	0.3798966	
1.318	-0.3191816	0	0.3797994	
1.319	-0.3199576	0	0.3797018	
1.32	-0.3207346	0	0.379604	
1.321	-0.3215124	0	0.3795058	
1.322	-0.3222912	0	0.3794073	
1.323	-0.3230708	0	0.3793084	
1.324	-0.3238513	0	0.3792092	
1.325	-0.3246328	0	0.3791096	
1.326	-0.3254153	0	0.3790096	
1.327	-0.3261985	0	0.3789094	
1.328	-0.3269827	0	0.3788088	
1.329	-0.3277678	0	0.3787078	
1.33	-0.3285538	0	0.3786065	
1.331	-0.3293408	0	0.3785048	
1.332	-0.3301286	0	0.3784028	
1.333	-0.3309173	0	0.3783004	
1.334	-0.331707	0	0.3781977	
1.335	-0.3324975	0	0.3780946	
1.336	-0.333289	3.72529E-09	0.3779911	
1.337	-0.3340814	0	0.3778873	
1.338	-0.3348746	0	0.3777831	
1.339	-0.3356688	0	0.3776787	
1.34	-0.3364639	0	0.3775738	
1.341	-0.3372599	0	0.3774686	
1.342	-0.3380567	0	0.377363	
1.343	-0.3388546	0	0.377257	
1.344	-0.3396533	0	0.3771507	
1.345	-0.3404528	0	0.3770441	
1.346	-0.3412534	0	0.376937	
1.347	-0.3420548	0	0.3768296	
1.348	-0.3428571	0	0.3767219	
1.349	-0.3436603	0	0.3766138	
1.35	-0.3444644	0	0.3765053	
1.351	-0.3452695	0	0.3763965	
1.352	-0.3460754	0	0.3762873	
1.353	-0.3468822	0	0.3761777	
1.354	-0.34769	0	0.3760678	
1.355	-0.3484986	0	0.3759575	
1.356	-0.3493081	0	0.3758468	
1.357	-0.3501185	0	0.3757358	
1.358	-0.3509298	0	0.3756243	
1.359	-0.351742	-3.72529E-09	0.3755126	
1.36	-0.3525552	0	0.3754004	
1.361	-0.3533692	0	0.3752879	
1.362	-0.3541841	0	0.3751749	
1.363	-0.355	0	0.3750616	
1.364	-0.3558167	0	0.374948	
1.365	-0.3566343	0	0.3748339	
1.366	-0.3574529	0	0.3747195	
1.367	-0.3582723	0	0.3746047	
1.368	-0.3590926	0	0.3744895	
1.369	-0.3599138	0	0.374374	
1.37	-0.3607359	0	0.3742581	
1.371	-0.3615589	0	0.3741418	
1.372	-0.3623829	0	0.374025	
1.373	-0.3632077	0	0.373908	
1.374	-0.3640333	0	0.3737905	
1.375	-0.3648599	0	0.3736727	
1.376	-0.3656874	0	0.3735545	
1.377	-0.3665158	0	0.3734359	
1.378	-0.3673451	0	0.3733169	
1.379	-0.3681753	0	0.3731975	
1.38	-0.3690063	0	0.3730777	
1.381	-0.3698383	0	0.3729576	
1.382	-0.3706711	3.72529E-09	0.3728371	
1.383	-0.3715049	0	0.3727162	
1.384	-0.3723395	0	0.3725948	
1.385	-0.373175	0	0.3724732	
1.386	-0.3740115	0	0.3723511	
1.387	-0.3748488	0	0.3722286	
1.388	-0.3756869	0	0.3721057	
1.389	-0.3765261	0	0.3719825	
1.39	-0.3773661	0	0.3718588	
1.391	-0.378207	0	0.3717348	
1.392	-0.3790488	0	0.3716103	
1.393	-0.3798914	0	0.3714855	
1.394	-0.380735	0	0.3713602	
1.395	-0.3815793	0	0.3712346	
1.396	-0.3824247	0	0.3711086	
1.397	-0.3832709	0	0.3709821	
1.398	-0.384118	0	0.3708553	
1.399	-0.384966	0	0.370728	
1.4	-0.3858148	0	0.3706003	
1.401	-0.3866646	0	0.3704723	
1.402	-0.3875152	0	0.3703438	
1.403	-0.3883668	0	0.3702149	
1.404	-0.3892193	0	0.3700856	
1.405	-0.3900726	-3.72529E-09	0.369956	
1.406	-0.3909268	0	0.3698259	
1.407	-0.3917819	0	0.3696954	
1.408	-0.3926378	0	0.3695645	
1.409	-0.3934947	0	0.3694332	
1.41	-0.3943525	0	0.3693014	
1.411	-0.3952111	0	0.3691693	
1.412	-0.3960707	0	0.3690368	
1.413	-0.3969311	0	0.3689038	
1.414	-0.3977923	0	0.3687705	
1.415	-0.3986546	0	0.3686367	
1.416	-0.3995176	0	0.3685026	
1.417	-0.4003816	0	0.368368	
1.418	-0.4012464	0	0.368233	
1.419	-0.4021121	0	0.3680975	
1.42	-0.4029787	0	0.3679617	
1.421	-0.4038461	0	0.3678255	
1.422	-0.4047145	0	0.3676889	
1.423	-0.4055837	0	0.3675518	
1.424	-0.4064539	0	0.3674143	
1.425	-0.4073249	0	0.3672764	
1.426	-0.4081967	0	0.3671381	
1.427	-0.4090695	0	0.3669994	
1.428	-0.4099432	3.72529E-09	0.3668602	
1.429	-0.4108177	0	0.3667206	
1.43	-0.411693	0	0.3665806	
1.431	-0.4125693	0	0.3664402	
1.432	-0.4134465	0	0.3662994	
1.433	-0.4143245	0	0.3661581	
1.434	-0.4152034	0	0.3660164	
1.435	-0.4160832	0	0.3658743	
1.436	-0.4169638	0	0.3657318	
1.437	-0.4178454	0	0.3655888	
1.438	-0.4187278	0	0.3654454	
1.439	-0.4196111	0	0.3653016	
1.44	-0.4204953	0	0.3651573	
1.441	-0.4213804	0	0.3650126	
1.442	-0.4222663	0	0.3648675	
1.443	-0.4231531	0	0.364722	
1.444	-0.4240408	0	0.364576	
1.445	-0.4249294	0	0.3644296	
1.446	-0.4258188	0	0.3642828	
1.447	-0.4267091	0	0.3641355	
1.448	-0.4276003	0	0.3639878	
