Time	Position	Velocity	FF	
0.074	2.379041E-09	6.346135E-08	0	
0.075	2.44336E-09	6.431897E-08	0	
0.07600001	2.508536E-09	6.517659E-08	0	
0.07700001	2.57457E-09	6.60342E-08	0	
0.078	2.641462E-09	6.689182E-08	0	
0.079	2.709212E-09	6.774944E-08	0	
0.08000001	2.777819E-09	6.860706E-08	0	
0.081	2.847283E-09	6.946468E-08	0	
0.082	2.917605E-09	7.032229E-08	0	
0.083	2.988785E-09	7.117991E-08	0	
0.08400001	3.060823E-09	7.203753E-08	0	
0.085	3.133718E-09	7.289515E-08	0	
0.086	3.207471E-09	7.375277E-08	0	
0.087	3.282081E-09	7.461038E-08	0	
0.08800001	3.357549E-09	7.5468E-08	0	
0.089	3.433875E-09	7.632562E-08	0	
0.09	3.511058E-09	7.718324E-08	0	
0.09100001	3.589099E-09	7.804086E-08	0	
0.09200001	3.667997E-09	7.889847E-08	0	
0.093	3.747754E-09	7.975609E-08	0	
0.094	3.828367E-09	8.061371E-08	0	
0.09500001	3.909839E-09	8.147133E-08	0	
0.096	3.992167E-09	8.232895E-08	0	
0.097	4.075354E-09	8.318656E-08	0	
0.098	4.159399E-09	8.404418E-08	0	
0.09900001	4.2443E-09	8.49018E-08	0	
0.1	4.33006E-09	8.575942E-08	0	
0.101	4.416677E-09	8.661704E-08	0	
0.102	4.504151E-09	8.747465E-08	0	
0.103	4.592484E-09	8.833227E-08	0	
0.104	4.681674E-09	8.918989E-08	0	
0.105	4.771721E-09	9.004751E-08	0	
0.106	4.862626E-09	9.090513E-08	0	
0.107	4.954389E-09	9.176274E-08	0	
0.108	5.047009E-09	9.262036E-08	0	
0.109	5.140488E-09	9.347798E-08	0	
0.11	5.234823E-09	9.43356E-08	0	
0.111	5.330016E-09	9.519322E-08	0	
0.112	5.426067E-09	9.605083E-08	0	
0.113	5.522975E-09	9.690845E-08	0	
0.114	5.620742E-09	9.776607E-08	0	
0.115	5.719365E-09	9.862369E-08	0	
0.116	5.818847E-09	9.94813E-08	0	
0.117	5.919186E-09	1.003389E-07	0	
0.118	6.020382E-09	1.011965E-07	0	
0.119	6.122436E-09	1.020542E-07	0	
0.12	6.225348E-09	1.029118E-07	0	
0.121	6.329118E-09	1.037694E-07	0	
0.122	6.433745E-09	1.04627E-07	0	
0.123	6.539229E-09	1.054846E-07	0	
0.124	6.645571E-09	1.063422E-07	0	
0.125	6.752771E-09	1.071999E-07	0	
0.126	6.860829E-09	1.080575E-07	0	
0.127	6.969744E-09	1.089151E-07	0	
0.128	7.079517E-09	1.097727E-07	0	
0.129	7.190147E-09	1.106303E-07	0	
0.13	7.301635E-09	1.11488E-07	0	
0.131	7.413981E-09	1.123456E-07	0	
0.132	7.527183E-09	1.132032E-07	0	
0.133	7.641244E-09	1.140608E-07	0	
0.134	7.756163E-09	1.149184E-07	0	
0.135	7.871939E-09	1.15776E-07	0	
0.136	7.988572E-09	1.166337E-07	0	
0.137	8.106063E-09	1.174913E-07	0	
0.138	8.224412E-09	1.183489E-07	0	
0.139	8.343619E-09	1.192065E-07	0	
0.14	8.463683E-09	1.200641E-07	0	
0.141	8.584605E-09	1.209217E-07	0	
0.142	8.706384E-09	1.217794E-07	0	
0.143	8.829021E-09	1.22637E-07	0	
0.144	8.952516E-09	1.234946E-07	0	
0.145	9.076868E-09	1.243522E-07	0	
0.146	9.202078E-09	1.252098E-07	0	
0.147	9.328145E-09	1.260674E-07	0	
0.148	9.455071E-09	1.26925E-07	0	
0.149	9.582853E-09	1.277826E-07	0	
0.15	9.711493E-09	1.286402E-07	0	
0.151	9.840991E-09	1.294978E-07	0	
0.152	9.971346E-09	1.303555E-07	0	
0.153	1.010256E-08	1.312131E-07	0	
0.154	1.023463E-08	1.320707E-07	0	
0.155	1.036756E-08	1.329283E-07	0	
0.156	1.050134E-08	1.337859E-07	0	
0.157	1.063599E-08	1.346435E-07	0	
0.158	1.077149E-08	1.355011E-07	0	
0.159	1.090785E-08	1.363587E-07	0	
0.16	1.104506E-08	1.372163E-07	0	
0.161	1.118314E-08	1.38074E-07	0	
0.162	1.132207E-08	1.389316E-07	0	
0.163	1.146186E-08	1.397892E-07	0	
0.164	1.160251E-08	1.406468E-07	0	
0.165	1.174401E-08	1.415044E-07	0	
0.166	1.188637E-08	1.42362E-07	0	
0.167	1.202959E-08	1.432196E-07	0	
0.168	1.217367E-08	1.440772E-07	0	
0.169	1.23186E-08	1.449348E-07	0	
0.17	1.24644E-08	1.457925E-07	0	
0.171	1.261105E-08	1.466501E-07	0	
0.172	1.275855E-08	1.475077E-07	0	
0.173	1.290692E-08	1.483653E-07	0	
0.174	1.305614E-08	1.492229E-07	0	
0.175	1.320622E-08	1.500805E-07	0	
0.176	1.335716E-08	1.509381E-07	0	
0.177	1.350896E-08	1.517957E-07	0	
0.178	1.366161E-08	1.526533E-07	0	
0.179	1.381512E-08	1.53511E-07	0	
0.18	1.396949E-08	1.543686E-07	0	
0.181	1.412472E-08	1.552262E-07	0	
0.182	1.42808E-08	1.560838E-07	0	
0.183	1.443774E-08	1.569414E-07	0	
0.184	1.459554E-08	1.57799E-07	0	
0.185	1.47542E-08	1.586566E-07	0	
0.186	1.491371E-08	1.595142E-07	0	
0.187	1.507408E-08	1.603718E-07	0	
0.188	1.523531E-08	1.612295E-07	0	
0.189	1.53974E-08	1.620871E-07	0	
0.19	1.556034E-08	1.629447E-07	0	
0.191	1.572415E-08	1.638023E-07	0	
0.192	1.58888E-08	1.646599E-07	0	
0.193	1.605432E-08	1.655175E-07	0	
0.194	1.62207E-08	1.663751E-07	0	
0.195	1.638793E-08	1.672327E-07	0	
0.196	1.655602E-08	1.680903E-07	0	
0.197	1.672497E-08	1.689479E-07	0	
0.198	1.689477E-08	1.698056E-07	0	
0.199	1.706544E-08	1.706632E-07	0	
0.2	1.723696E-08	1.715208E-07	0	
0.201	1.740934E-08	1.723784E-07	0	
0.202	1.758257E-08	1.73236E-07	0	
0.203	1.775667E-08	1.740936E-07	0	
0.204	1.793162E-08	1.749512E-07	0	
0.205	1.810743E-08	1.758088E-07	0	
0.206	1.828409E-08	1.766664E-07	0	
0.207	1.846162E-08	1.775241E-07	0	
0.208	1.864E-08	1.783817E-07	0	
0.209	1.881924E-08	1.792393E-07	0	
0.21	1.899934E-08	1.800969E-07	0	
0.211	1.918029E-08	1.809545E-07	0	
0.212	1.93621E-08	1.818121E-07	0	
0.213	1.954477E-08	1.826697E-07	0	
0.214	1.97283E-08	1.835273E-07	0	
0.215	1.991268E-08	1.843849E-07	0	
0.216	2.009793E-08	1.852426E-07	0	
0.217	2.028403E-08	1.861002E-07	0	
0.218	2.047098E-08	1.869578E-07	0	
0.219	2.06588E-08	1.878154E-07	0	
0.22	2.084747E-08	1.88673E-07	0	
0.221	2.1037E-08	1.895306E-07	0	
0.222	2.122739E-08	1.903882E-07	0	
0.223	2.141864E-08	1.912458E-07	0	
0.224	2.161074E-08	1.921034E-07	0	
0.225	2.18037E-08	1.929611E-07	0	
0.226	2.199752E-08	1.938187E-07	0	
0.227	2.219219E-08	1.946763E-07	0	
0.228	2.238773E-08	1.955339E-07	0	
0.229	2.258412E-08	1.963915E-07	0	
0.23	2.278137E-08	1.972491E-07	0	
0.231	2.297948E-08	1.981067E-07	0	
0.232	2.317844E-08	1.989643E-07	0	
0.233	2.337826E-08	1.998219E-07	0	
0.234	2.357894E-08	2.006796E-07	0	
0.235	2.378048E-08	2.015372E-07	0	
0.236	2.398287E-08	2.023948E-07	0	
0.237	2.418613E-08	2.032524E-07	0	
0.238	2.439024E-08	2.0411E-07	0	
0.239	2.459521E-08	2.049676E-07	0	
0.24	2.480103E-08	2.058252E-07	0	
0.241	2.500771E-08	2.066828E-07	0	
0.242	2.521525E-08	2.075404E-07	0	
0.243	2.542365E-08	2.08398E-07	0	
0.244	2.563291E-08	2.092557E-07	0	
0.245	2.584302E-08	2.101133E-07	0	
0.246	2.605399E-08	2.109709E-07	0	
0.247	2.626582E-08	2.118285E-07	0	
0.248	2.647851E-08	2.126861E-07	0	
0.249	2.669205E-08	2.135437E-07	0	
0.25	2.690645E-08	2.144013E-07	0	
0.251	2.712171E-08	2.152589E-07	0	
0.252	2.733783E-08	2.161165E-07	0	
0.253	2.75548E-08	2.169742E-07	0	
0.254	2.777263E-08	2.178318E-07	0	
0.255	2.799132E-08	2.186894E-07	0	
0.256	2.821087E-08	2.19547E-07	0	
0.257	2.843127E-08	2.204046E-07	0	
0.258	2.865254E-08	2.212622E-07	0	
0.259	2.887466E-08	2.221198E-07	0	
0.26	2.909763E-08	2.229774E-07	0	
0.261	2.932147E-08	2.23835E-07	0	
0.262	2.954616E-08	2.246927E-07	0	
0.263	2.977171E-08	2.255503E-07	0	
0.264	2.999812E-08	2.264079E-07	0	
0.265	3.022539E-08	2.272655E-07	0	
0.266	3.045351E-08	2.281231E-07	0	
0.267	3.068249E-08	2.289807E-07	0	
0.268	3.091233E-08	2.298383E-07	0	
0.269	3.114302E-08	2.306959E-07	0	
0.27	3.137458E-08	2.315535E-07	0	
0.271	3.160699E-08	2.324112E-07	0	
0.272	3.184026E-08	2.332688E-07	0	
0.273	3.207439E-08	2.341264E-07	0	
0.274	3.230937E-08	2.34984E-07	0	
0.275	3.254521E-08	2.358416E-07	0	
0.276	3.278191E-08	2.366992E-07	0	
0.277	3.301947E-08	2.375568E-07	0	
0.278	3.325788E-08	2.384144E-07	0	
0.279	3.349716E-08	2.392721E-07	0	
0.28	3.373729E-08	2.401297E-07	0	
0.281	3.397827E-08	2.409873E-07	0	
0.282	3.422012E-08	2.418449E-07	0	
0.283	3.446282E-08	2.427026E-07	0	
0.284	3.470638E-08	2.435602E-07	0	
0.285	3.49508E-08	2.444178E-07	0	
0.286	3.519608E-08	2.452754E-07	0	
0.287	3.544221E-08	2.461331E-07	0	
0.288	3.56892E-08	2.469907E-07	0	
0.289	3.593705E-08	2.478483E-07	0	
0.29	3.618575E-08	2.487059E-07	0	
0.291	3.643532E-08	2.495636E-07	0	
0.292	3.668574E-08	2.504212E-07	0	
0.293	3.693702E-08	2.512788E-07	0	
0.294	3.718915E-08	2.521364E-07	0	
0.295	3.744215E-08	2.529941E-07	0	
0.296	3.7696E-08	2.538517E-07	0	
0.297	3.795071E-08	2.547093E-07	0	
0.298	3.820628E-08	2.555669E-07	0	
0.299	3.84627E-08	2.564246E-07	0	
0.3	3.871998E-08	2.572822E-07	0	
0.301	3.897812E-08	2.581398E-07	0	
0.302	3.923712E-08	2.589974E-07	0	
0.303	3.949697E-08	2.598551E-07	0	
0.304	3.975769E-08	2.607127E-07	0	
0.305	4.001926E-08	2.615703E-07	0	
0.306	4.028169E-08	2.624279E-07	0	
0.307	4.054497E-08	2.632856E-07	0	
0.308	4.080912E-08	2.641432E-07	0	
0.309	4.107412E-08	2.650008E-07	0	
0.31	4.133997E-08	2.658584E-07	0	
0.311	4.160669E-08	2.667161E-07	0	
0.312	4.187426E-08	2.675737E-07	0	
0.313	4.214269E-08	2.684313E-07	0	
0.314	4.241198E-08	2.692889E-07	0	
0.315	4.268213E-08	2.701466E-07	0	
0.316	4.295314E-08	2.710042E-07	0	
0.317	4.3225E-08	2.718618E-07	0	
0.318	4.349772E-08	2.727194E-07	0	
0.319	4.377129E-08	2.735771E-07	0	
0.32	4.404573E-08	2.744347E-07	0	
0.321	4.432102E-08	2.752923E-07	0	
0.322	4.459717E-08	2.761499E-07	0	
0.323	4.487418E-08	2.770076E-07	0	
0.324	4.515204E-08	2.778652E-07	0	
0.325	4.543077E-08	2.787228E-07	0	
0.326	4.571035E-08	2.795804E-07	0	
0.327	4.599078E-08	2.804381E-07	0	
0.328	4.627208E-08	2.812957E-07	0	
0.329	4.655423E-08	2.821533E-07	0	
0.33	4.683724E-08	2.830109E-07	0	
0.331	4.712111E-08	2.838686E-07	0	
0.332	4.740584E-08	2.847262E-07	0	
0.333	4.769142E-08	2.855838E-07	0	
0.334	4.797786E-08	2.864414E-07	0	
0.335	4.826516E-08	2.872991E-07	0	
0.336	4.855332E-08	2.881567E-07	0	
0.337	4.884233E-08	2.890143E-07	0	
0.338	4.913221E-08	2.898719E-07	0	
0.339	4.942294E-08	2.907296E-07	0	
0.34	4.971452E-08	2.915872E-07	0	
0.341	5.000697E-08	2.924448E-07	0	
0.342	5.030027E-08	2.933024E-07	0	
0.343	5.059443E-08	2.941601E-07	0	
0.344	5.088945E-08	2.950177E-07	0	
0.345	5.118532E-08	2.958753E-07	0	
0.346	5.148206E-08	2.967329E-07	0	
0.347	5.177965E-08	2.975906E-07	0	
0.348	5.20781E-08	2.984482E-07	0	
0.349	5.23774E-08	2.993058E-07	0	
0.35	5.267756E-08	3.001634E-07	0	
0.351	5.297859E-08	3.010211E-07	0	
0.352	5.328046E-08	3.018787E-07	0	
0.353	5.35832E-08	3.027363E-07	0	
0.354	5.388679E-08	3.035939E-07	0	
0.355	5.419125E-08	3.044516E-07	0	
0.356	5.449656E-08	3.053092E-07	0	
0.357	5.480272E-08	3.061668E-07	0	
0.358	5.510975E-08	3.070244E-07	0	
0.359	5.541763E-08	3.078821E-07	0	
0.36	5.572637E-08	3.087397E-07	0	
0.361	5.603597E-08	3.095973E-07	0	
0.362	5.634642E-08	3.104549E-07	0	
0.363	5.665773E-08	3.113126E-07	0	
0.364	5.69699E-08	3.121702E-07	0	
0.365	5.728293E-08	3.130278E-07	0	
0.366	5.759682E-08	3.138854E-07	0	
0.367	5.791156E-08	3.147431E-07	0	
0.368	5.822716E-08	3.156007E-07	0	
0.369	5.854362E-08	3.164583E-07	0	
0.37	5.886093E-08	3.173159E-07	0	
0.371	5.917911E-08	3.181736E-07	0	
0.372	5.949814E-08	3.190312E-07	0	
0.373	5.981803E-08	3.198888E-07	0	
0.374	6.013877E-08	3.207464E-07	0	
0.375	6.046038E-08	3.216041E-07	0	
0.376	6.078284E-08	3.224617E-07	0	
0.377	6.110616E-08	3.233193E-07	0	
0.378	6.143033E-08	3.241769E-07	0	
0.379	6.175537E-08	3.250346E-07	0	
0.38	6.208126E-08	3.258922E-07	0	
0.381	6.240801E-08	3.267498E-07	0	
0.382	6.273562E-08	3.276074E-07	0	
0.383	6.306409E-08	3.284651E-07	0	
0.384	6.339341E-08	3.293227E-07	0	
0.385	6.372359E-08	3.301803E-07	0	
0.386	6.405462E-08	3.310379E-07	0	
0.387	6.438652E-08	3.318956E-07	0	
0.388	6.471927E-08	3.327532E-07	0	
0.389	6.505289E-08	3.336108E-07	0	
0.39	6.538735E-08	3.344684E-07	0	
0.391	6.572268E-08	3.353261E-07	0	
0.392	6.605887E-08	3.361837E-07	0	
0.393	6.639591E-08	3.370413E-07	0	
0.394	6.67338E-08	3.378989E-07	0	
0.395	6.707256E-08	3.387566E-07	0	
0.396	6.741217E-08	3.396142E-07	0	
0.397	6.775264E-08	3.404718E-07	0	
0.398	6.809397E-08	3.413294E-07	0	
0.399	6.843617E-08	3.421871E-07	0	
0.4	6.877921E-08	3.430447E-07	0	
0.401	6.912311E-08	3.439023E-07	0	
0.402	6.946787E-08	3.447599E-07	0	
0.403	6.981349E-08	3.456176E-07	0	
0.404	7.015996E-08	3.464752E-07	0	
0.405	7.05073E-08	3.473328E-07	0	
0.406	7.085549E-08	3.481904E-07	0	
0.407	7.120453E-08	3.490481E-07	0	
0.408	7.155444E-08	3.499057E-07	0	
0.409	7.190521E-08	3.507633E-07	0	
0.41	7.225682E-08	3.516209E-07	0	
0.411	7.26093E-08	3.524786E-07	0	
0.412	7.296264E-08	3.533362E-07	0	
0.413	7.331683E-08	3.541938E-07	0	
0.414	7.367188E-08	3.550514E-07	0	
0.415	7.40278E-08	3.559091E-07	0	
0.416	7.438456E-08	3.567667E-07	0	
0.417	7.474218E-08	3.576243E-07	0	
0.418	7.510067E-08	3.584819E-07	0	
0.419	7.546001E-08	3.593396E-07	0	
0.42	7.58202E-08	3.601972E-07	0	
0.421	7.618126E-08	3.610548E-07	0	
0.422	7.654317E-08	3.619124E-07	0	
0.423	7.690594E-08	3.627701E-07	0	
0.424	7.726957E-08	3.636277E-07	0	
0.425	7.763406E-08	3.644853E-07	0	
0.426	7.79994E-08	3.653429E-07	0	
0.427	7.836559E-08	3.662006E-07	0	
0.428	7.873265E-08	3.670582E-07	0	
0.429	7.910057E-08	3.679158E-07	0	
0.43	7.946934E-08	3.687734E-07	0	
0.431	7.983898E-08	3.696311E-07	0	
0.432	8.020947E-08	3.704887E-07	0	
0.433	8.058081E-08	3.713463E-07	0	
0.434	8.095301E-08	3.722039E-07	0	
0.435	8.132608E-08	3.730616E-07	0	
0.436	8.169999E-08	3.739192E-07	0	
0.437	8.207477E-08	3.747768E-07	0	
0.438	8.245041E-08	3.756344E-07	0	
0.439	8.28269E-08	3.764921E-07	0	
0.44	8.320425E-08	3.773497E-07	0	
0.441	8.358246E-08	3.782073E-07	0	
0.442	8.396152E-08	3.790649E-07	0	
0.443	8.434144E-08	3.799226E-07	0	
0.444	8.472222E-08	3.807802E-07	0	
0.445	8.510386E-08	3.816378E-07	0	
0.446	8.548636E-08	3.824954E-07	0	
0.447	8.586971E-08	3.833531E-07	0	
0.448	8.625392E-08	3.842107E-07	0	
0.449	8.663899E-08	3.850683E-07	0	
0.45	8.702492E-08	3.859259E-07	0	
0.451	8.74117E-08	3.867836E-07	0	
0.452	8.779934E-08	3.876412E-07	0	
0.453	8.818784E-08	3.884988E-07	0	
0.454	8.85772E-08	3.893564E-07	0	
0.455	8.896741E-08	3.902141E-07	0	
0.456	8.935848E-08	3.910717E-07	0	
0.457	8.975041E-08	3.919293E-07	0	
0.458	9.01432E-08	3.927869E-07	0	
0.459	9.053684E-08	3.936446E-07	0	
0.46	9.093134E-08	3.945022E-07	0	
0.461	9.13267E-08	3.953598E-07	0	
0.462	9.172292E-08	3.962174E-07	0	
0.463	9.212E-08	3.970751E-07	0	
0.464	9.251793E-08	3.979327E-07	0	
0.465	9.291672E-08	3.987903E-07	0	
0.466	9.331637E-08	3.996479E-07	0	
0.467	9.371687E-08	4.005056E-07	0	
0.468	9.411823E-08	4.013632E-07	0	
0.469	9.452046E-08	4.022208E-07	0	
0.47	9.492354E-08	4.030784E-07	0	
0.471	9.532747E-08	4.039361E-07	0	
0.472	9.573227E-08	4.047937E-07	0	
0.473	9.613792E-08	4.056513E-07	0	
0.474	9.654443E-08	4.065089E-07	0	
0.475	9.695179E-08	4.073666E-07	0	
0.476	9.736002E-08	4.082242E-07	0	
0.477	9.77691E-08	4.090818E-07	0	
0.478	9.817904E-08	4.099394E-07	0	
0.479	9.858984E-08	4.107971E-07	0	
0.48	9.900149E-08	4.116547E-07	0	
0.481	9.9414E-08	4.125123E-07	0	
0.482	9.982737E-08	4.133699E-07	0	
0.483	1.002416E-07	4.142276E-07	0	
0.484	1.006567E-07	4.150852E-07	0	
0.485	1.010726E-07	4.159428E-07	0	
0.486	1.014894E-07	4.168004E-07	0	
0.487	1.019071E-07	4.176581E-07	0	
0.488	1.023256E-07	4.185157E-07	0	
0.489	1.02745E-07	4.193733E-07	0	
0.49	1.031652E-07	4.202309E-07	0	
0.491	1.035863E-07	4.210886E-07	0	
0.492	1.040082E-07	4.219462E-07	0	
0.493	1.04431E-07	4.228038E-07	0	
0.494	1.048547E-07	4.236614E-07	0	
0.495	1.052792E-07	4.245191E-07	0	
0.496	1.057046E-07	4.253767E-07	0	
0.497	1.061308E-07	4.262343E-07	0	
0.498	1.065579E-07	4.270919E-07	0	
0.499	1.069859E-07	4.279496E-07	0	
0.5	1.074147E-07	4.288072E-07	0	
0.501	1.078444E-07	4.296648E-07	0	
0.502	1.082749E-07	4.305224E-07	0	
0.503	1.087063E-07	4.313801E-07	0	
0.504	1.091385E-07	4.322377E-07	0	
0.505	1.095716E-07	4.330953E-07	0	
0.506	1.100055E-07	4.339529E-07	0	
0.507	1.104403E-07	4.348106E-07	0	
0.508	1.10876E-07	4.356682E-07	0	
0.509	1.113125E-07	4.365258E-07	0	
0.5100001	1.117499E-07	4.373834E-07	0	
0.511	1.121882E-07	4.382411E-07	0	
0.512	1.126273E-07	4.390987E-07	0	
0.513	1.130672E-07	4.399563E-07	0	
0.514	1.13508E-07	4.408139E-07	0	
0.515	1.139497E-07	4.416716E-07	0	
0.516	1.143922E-07	4.425292E-07	0	
0.517	1.148356E-07	4.433868E-07	0	
0.518	1.152799E-07	4.442444E-07	0	
0.5190001	1.15725E-07	4.451021E-07	0	
0.52	1.161709E-07	4.459597E-07	0	
0.521	1.166177E-07	4.468173E-07	0	
0.522	1.170654E-07	4.476749E-07	0	
0.523	1.17514E-07	4.485326E-07	0	
0.524	1.179633E-07	4.493902E-07	0	
0.525	1.184136E-07	4.502478E-07	0	
0.526	1.188647E-07	4.511054E-07	0	
0.527	1.193167E-07	4.519631E-07	0	
0.528	1.197695E-07	4.528207E-07	0	
0.529	1.202232E-07	4.536783E-07	0	
0.53	1.206777E-07	4.54536E-07	0	
0.531	1.211331E-07	4.553936E-07	0	
0.532	1.215893E-07	4.562512E-07	0	
0.5330001	1.220464E-07	4.571088E-07	0	
0.534	1.225044E-07	4.579665E-07	0	
0.535	1.229632E-07	4.588241E-07	0	
0.536	1.234229E-07	4.596817E-07	0	
0.537	1.238835E-07	4.605393E-07	0	
0.538	1.243449E-07	4.61397E-07	0	
0.539	1.248071E-07	4.622546E-07	0	
0.54	1.252702E-07	4.631122E-07	0	
0.541	1.257342E-07	4.639698E-07	0	
0.5420001	1.26199E-07	4.648275E-07	0	
0.543	1.266647E-07	4.656851E-07	0	
0.544	1.271313E-07	4.665427E-07	0	
0.545	1.275987E-07	4.674003E-07	0	
0.546	1.280669E-07	4.68258E-07	0	
0.5470001	1.28536E-07	4.691156E-07	0	
0.548	1.29006E-07	4.699732E-07	0	
0.549	1.294768E-07	4.708308E-07	0	
0.55	1.299485E-07	4.716885E-07	0	
0.551	1.304211E-07	4.725461E-07	0	
0.552	1.308945E-07	4.734037E-07	0	
0.553	1.313687E-07	4.742613E-07	0	
0.554	1.318438E-07	4.75119E-07	0	
0.555	1.323198E-07	4.759766E-07	0	
0.5560001	1.327967E-07	4.768342E-07	0	
0.557	1.332744E-07	4.776918E-07	0	
0.558	1.337529E-07	4.785494E-07	0	
0.559	1.342323E-07	4.79407E-07	0	
0.56	1.347126E-07	4.802646E-07	0	
0.561	1.351937E-07	4.811222E-07	0	
0.562	1.356757E-07	4.819798E-07	0	
0.563	1.361585E-07	4.828374E-07	0	
0.564	1.366422E-07	4.83695E-07	0	
0.565	1.371268E-07	4.845526E-07	0	
0.566	1.376122E-07	4.854102E-07	0	
0.567	1.380984E-07	4.862678E-07	0	
0.568	1.385856E-07	4.871254E-07	0	
0.569	1.390735E-07	4.87983E-07	0	
0.5700001	1.395624E-07	4.888406E-07	0	
0.571	1.400521E-07	4.896982E-07	0	
0.572	1.405426E-07	4.905557E-07	0	
0.573	1.410341E-07	4.914133E-07	0	
0.574	1.415263E-07	4.922709E-07	0	
0.575	1.420194E-07	4.931285E-07	0	
0.576	1.425134E-07	4.939861E-07	0	
0.577	1.430083E-07	4.948437E-07	0	
0.578	1.43504E-07	4.957013E-07	0	
0.5790001	1.440005E-07	4.965589E-07	0	
0.58	1.44498E-07	4.974165E-07	0	
0.581	1.449962E-07	4.982741E-07	0	
0.582	1.454954E-07	4.991317E-07	0	
0.583	1.459954E-07	4.999893E-07	0	
0.5840001	1.464962E-07	5.008469E-07	0	
0.585	1.469979E-07	5.017045E-07	0	
0.586	1.475005E-07	5.025621E-07	0	
0.587	1.480039E-07	5.034197E-07	0	
0.588	1.485082E-07	5.042773E-07	0	
0.589	1.490133E-07	5.051349E-07	0	
0.59	1.495193E-07	5.059925E-07	0	
0.591	1.500261E-07	5.068501E-07	0	
0.592	1.505339E-07	5.077077E-07	0	
0.5930001	1.510424E-07	5.085653E-07	0	
0.594	1.515518E-07	5.094229E-07	0	
0.595	1.520621E-07	5.102805E-07	0	
0.596	1.525733E-07	5.111381E-07	0	
0.597	1.530852E-07	5.119957E-07	0	
0.598	1.535981E-07	5.128533E-07	0	
0.599	1.541118E-07	5.137109E-07	0	
0.6	1.546264E-07	5.145685E-07	0	
0.601	1.551418E-07	5.154261E-07	0	
0.6020001	1.556581E-07	5.162836E-07	0	
0.603	1.561752E-07	5.171412E-07	0	
0.604	1.566932E-07	5.179988E-07	0	
