Time	Position	Velocity	FF	
1.582	1.073861E-06	1.356755E-06	0	
1.583	1.075218E-06	1.357613E-06	0	
1.584	1.076577E-06	1.35847E-06	0	
1.585	1.077936E-06	1.359328E-06	0	
1.586	1.079296E-06	1.360186E-06	0	
1.587	1.080657E-06	1.361043E-06	0	
1.588	1.082019E-06	1.361901E-06	0	
1.589	1.083382E-06	1.362759E-06	0	
1.59	1.084745E-06	1.363616E-06	0	
1.591	1.08611E-06	1.364474E-06	0	
1.592	1.087475E-06	1.365332E-06	0	
1.593	1.088841E-06	1.366189E-06	0	
1.594	1.090208E-06	1.367047E-06	0	
1.595	1.091576E-06	1.367905E-06	0	
1.596	1.092945E-06	1.368762E-06	0	
1.597	1.094315E-06	1.36962E-06	0	
1.598	1.095685E-06	1.370478E-06	0	
1.599	1.097056E-06	1.371335E-06	0	
1.6	1.098429E-06	1.372193E-06	0	
1.601	1.099802E-06	1.373051E-06	0	
1.602	1.101176E-06	1.373908E-06	0	
1.603	1.10255E-06	1.374766E-06	0	
1.604	1.103926E-06	1.375623E-06	0	
1.605	1.105303E-06	1.376481E-06	0	
1.606	1.10668E-06	1.377339E-06	0	
1.607	1.108058E-06	1.378196E-06	0	
1.608	1.109437E-06	1.379054E-06	0	
1.609	1.110817E-06	1.379912E-06	0	
1.61	1.112198E-06	1.380769E-06	0	
1.611	1.113579E-06	1.381627E-06	0	
1.612	1.114962E-06	1.382485E-06	0	
1.613	1.116345E-06	1.383342E-06	0	
1.614	1.117729E-06	1.3842E-06	0	
1.615	1.119114E-06	1.385058E-06	0	
1.616	1.1205E-06	1.385915E-06	0	
1.617	1.121887E-06	1.386773E-06	0	
1.618	1.123275E-06	1.387631E-06	0	
1.619	1.124663E-06	1.388488E-06	0	
1.62	1.126053E-06	1.389346E-06	0	
1.621	1.127443E-06	1.390204E-06	0	
1.622	1.128834E-06	1.391061E-06	0	
1.623	1.130226E-06	1.391919E-06	0	
1.624	1.131619E-06	1.392777E-06	0	
1.625	1.133012E-06	1.393634E-06	0	
1.626	1.134407E-06	1.394492E-06	0	
1.627	1.135802E-06	1.395349E-06	0	
1.628	1.137198E-06	1.396207E-06	0	
1.629	1.138595E-06	1.397065E-06	0	
1.63	1.139993E-06	1.397922E-06	0	
1.631	1.141392E-06	1.39878E-06	0	
1.632	1.142792E-06	1.399638E-06	0	
1.633	1.144192E-06	1.400495E-06	0	
1.634	1.145594E-06	1.401353E-06	0	
1.635	1.146996E-06	1.402211E-06	0	
1.636	1.148399E-06	1.403068E-06	0	
1.637	1.149803E-06	1.403926E-06	0	
1.638	1.151208E-06	1.404784E-06	0	
1.639	1.152613E-06	1.405641E-06	0	
1.64	1.15402E-06	1.406499E-06	0	
1.641	1.155427E-06	1.407357E-06	0	
1.642	1.156835E-06	1.408214E-06	0	
1.643	1.158244E-06	1.409072E-06	0	
1.644	1.159654E-06	1.40993E-06	0	
1.645	1.161065E-06	1.410787E-06	0	
1.646	1.162477E-06	1.411645E-06	0	
1.647	1.163889E-06	1.412503E-06	0	
1.648	1.165303E-06	1.41336E-06	0	
1.649	1.166717E-06	1.414218E-06	0	
1.65	1.168132E-06	1.415076E-06	0	
1.651	1.169548E-06	1.415933E-06	0	
1.652	1.170965E-06	1.416791E-06	0	
1.653	1.172382E-06	1.417648E-06	0	
1.654	1.173801E-06	1.418506E-06	0	
1.655	1.17522E-06	1.419364E-06	0	
1.656	1.17664E-06	1.420221E-06	0	
1.657	1.178061E-06	1.421079E-06	0	
1.658	1.179483E-06	1.421937E-06	0	
1.659	1.180906E-06	1.422794E-06	0	
1.66	1.18233E-06	1.423652E-06	0	
1.661	1.183754E-06	1.42451E-06	0	
1.662	1.18518E-06	1.425367E-06	0	
1.663	1.186606E-06	1.426225E-06	0	
1.664	1.188033E-06	1.427083E-06	0	
1.665	1.189461E-06	1.42794E-06	0	
1.666	1.19089E-06	1.428798E-06	0	
1.667	1.192319E-06	1.429656E-06	0	
1.668	1.19375E-06	1.430513E-06	0	
1.669	1.195181E-06	1.431371E-06	0	
1.67	1.196613E-06	1.432229E-06	0	
1.671	1.198047E-06	1.433086E-06	0	
1.672	1.19948E-06	1.433944E-06	0	
1.673	1.200915E-06	1.434802E-06	0	
1.674	1.202351E-06	1.435659E-06	0	
1.675	1.203788E-06	1.436517E-06	0	
1.676	1.205225E-06	1.437375E-06	0	
1.677	1.206663E-06	1.438232E-06	0	
1.678	1.208102E-06	1.43909E-06	0	
1.679	1.209542E-06	1.439947E-06	0	
1.68	1.210983E-06	1.440805E-06	0	
1.681	1.212425E-06	1.441663E-06	0	
1.682	1.213867E-06	1.44252E-06	0	
1.683	1.21531E-06	1.443378E-06	0	
1.684	1.216755E-06	1.444236E-06	0	
1.685	1.2182E-06	1.445093E-06	0	
1.686	1.219646E-06	1.445951E-06	0	
1.687	1.221093E-06	1.446809E-06	0	
1.688	1.22254E-06	1.447666E-06	0	
1.689	1.223989E-06	1.448524E-06	0	
1.69	1.225438E-06	1.449382E-06	0	
1.691	1.226888E-06	1.450239E-06	0	
1.692	1.228339E-06	1.451097E-06	0	
1.693	1.229791E-06	1.451955E-06	0	
1.694	1.231244E-06	1.452812E-06	0	
1.695	1.232698E-06	1.45367E-06	0	
1.696	1.234152E-06	1.454528E-06	0	
1.697	1.235608E-06	1.455385E-06	0	
1.698	1.237064E-06	1.456243E-06	0	
1.699	1.238521E-06	1.457101E-06	0	
1.7	1.239979E-06	1.457958E-06	0	
1.701	1.241438E-06	1.458816E-06	0	
1.702	1.242898E-06	1.459674E-06	0	
1.703	1.244358E-06	1.460531E-06	0	
1.704	1.24582E-06	1.461389E-06	0	
1.705	1.247282E-06	1.462246E-06	0	
1.706	1.248745E-06	1.463104E-06	0	
1.707	1.250209E-06	1.463962E-06	0	
1.708	1.251674E-06	1.464819E-06	0	
1.709	1.253139E-06	1.465677E-06	0	
1.71	1.254606E-06	1.466535E-06	0	
1.711	1.256073E-06	1.467392E-06	0	
1.712	1.257542E-06	1.46825E-06	0	
1.713	1.259011E-06	1.469108E-06	0	
1.714	1.260481E-06	1.469965E-06	0	
1.715	1.261951E-06	1.470823E-06	0	
1.716	1.263423E-06	1.471681E-06	0	
1.717	1.264896E-06	1.472538E-06	0	
1.718	1.266369E-06	1.473396E-06	0	
1.719	1.267843E-06	1.474254E-06	0	
1.72	1.269318E-06	1.475111E-06	0	
1.721	1.270794E-06	1.475969E-06	0	
1.722	1.272271E-06	1.476827E-06	0	
1.723	1.273749E-06	1.477684E-06	0	
1.724	1.275227E-06	1.478542E-06	0	
1.725	1.276707E-06	1.4794E-06	0	
1.726	1.278187E-06	1.480257E-06	0	
1.727	1.279668E-06	1.481115E-06	0	
1.728	1.28115E-06	1.481973E-06	0	
1.729	1.282633E-06	1.48283E-06	0	
1.73	1.284117E-06	1.483688E-06	0	
1.731	1.285601E-06	1.484545E-06	0	
1.732	1.287087E-06	1.485403E-06	0	
1.733	1.288573E-06	1.486261E-06	0	
1.734	1.29006E-06	1.487118E-06	0	
1.735	1.291548E-06	1.487976E-06	0	
1.736	1.293037E-06	1.488834E-06	0	
1.737	1.294526E-06	1.489691E-06	0	
1.738	1.296017E-06	1.490549E-06	0	
1.739	1.297508E-06	1.491407E-06	0	
1.74	1.299001E-06	1.492264E-06	0	
1.741	1.300494E-06	1.493122E-06	0	
1.742	1.301988E-06	1.49398E-06	0	
1.743	1.303483E-06	1.494837E-06	0	
1.744	1.304978E-06	1.495695E-06	0	
1.745	1.306475E-06	1.496553E-06	0	
1.746	1.307972E-06	1.49741E-06	0	
1.747	1.309471E-06	1.498268E-06	0	
1.748	1.31097E-06	1.499126E-06	0	
1.749	1.31247E-06	1.499983E-06	0	
1.75	1.313971E-06	1.500841E-06	0	
1.751	1.315472E-06	1.501699E-06	0	
1.752	1.316975E-06	1.502556E-06	0	
1.753	1.318478E-06	1.503414E-06	0	
1.754	1.319983E-06	1.504271E-06	0	
1.755	1.321488E-06	1.505129E-06	0	
1.756	1.322994E-06	1.505987E-06	0	
1.757	1.3245E-06	1.506844E-06	0	
1.758	1.326008E-06	1.507702E-06	0	
1.759	1.327517E-06	1.50856E-06	0	
1.76	1.329026E-06	1.509417E-06	0	
1.761	1.330536E-06	1.510275E-06	0	
1.762	1.332048E-06	1.511133E-06	0	
1.763	1.33356E-06	1.51199E-06	0	
1.764	1.335072E-06	1.512848E-06	0	
1.765	1.336586E-06	1.513706E-06	0	
1.766	1.338101E-06	1.514563E-06	0	
1.767	1.339616E-06	1.515421E-06	0	
1.768	1.341132E-06	1.516279E-06	0	
1.769	1.34265E-06	1.517136E-06	0	
1.77	1.344167E-06	1.517994E-06	0	
1.771	1.345686E-06	1.518852E-06	0	
1.772	1.347206E-06	1.519709E-06	0	
1.773	1.348727E-06	1.520567E-06	0	
1.774	1.350248E-06	1.521425E-06	0	
1.775	1.35177E-06	1.522282E-06	0	
1.776	1.353294E-06	1.52314E-06	0	
1.777	1.354818E-06	1.523998E-06	0	
1.778	1.356342E-06	1.524855E-06	0	
1.779	1.357868E-06	1.525713E-06	0	
1.78	1.359395E-06	1.52657E-06	0	
1.781	1.360922E-06	1.527428E-06	0	
1.782	1.36245E-06	1.528286E-06	0	
1.783	1.363979E-06	1.529143E-06	0	
1.784	1.365509E-06	1.530001E-06	0	
1.785	1.36704E-06	1.530859E-06	0	
1.786	1.368572E-06	1.531716E-06	0	
1.787	1.370105E-06	1.532574E-06	0	
1.788	1.371638E-06	1.533432E-06	0	
1.789	1.373172E-06	1.534289E-06	0	
1.79	1.374707E-06	1.535147E-06	0	
1.791	1.376244E-06	1.536005E-06	0	
1.792	1.37778E-06	1.536862E-06	0	
1.793	1.379318E-06	1.53772E-06	0	
1.794	1.380857E-06	1.538578E-06	0	
1.795	1.382396E-06	1.539435E-06	0	
1.796	1.383936E-06	1.540293E-06	0	
1.797	1.385478E-06	1.541151E-06	0	
1.798	1.38702E-06	1.542008E-06	0	
1.799	1.388562E-06	1.542866E-06	0	
1.8	1.390106E-06	1.543724E-06	0	
1.801	1.391651E-06	1.544581E-06	0	
1.802	1.393196E-06	1.545439E-06	0	
1.803	1.394742E-06	1.546297E-06	0	
1.804	1.39629E-06	1.547154E-06	0	
1.805	1.397838E-06	1.548012E-06	0	
1.806	1.399386E-06	1.548869E-06	0	
1.807	1.400936E-06	1.549727E-06	0	
1.808	1.402487E-06	1.550585E-06	0	
1.809	1.404038E-06	1.551442E-06	0	
1.81	1.405591E-06	1.5523E-06	0	
1.811	1.407144E-06	1.553158E-06	0	
1.812	1.408698E-06	1.554015E-06	0	
1.813	1.410253E-06	1.554873E-06	0	
1.814	1.411808E-06	1.555731E-06	0	
1.815	1.413365E-06	1.556588E-06	0	
1.816	1.414922E-06	1.557446E-06	0	
1.817	1.416481E-06	1.558304E-06	0	
1.818	1.41804E-06	1.559161E-06	0	
1.819	1.4196E-06	1.560019E-06	0	
1.82	1.421161E-06	1.560877E-06	0	
1.821	1.422722E-06	1.561734E-06	0	
1.822	1.424285E-06	1.562592E-06	0	
1.823	1.425848E-06	1.56345E-06	0	
1.824	1.427413E-06	1.564307E-06	0	
1.825	1.428978E-06	1.565165E-06	0	
1.826	1.430544E-06	1.566023E-06	0	
1.827	1.432111E-06	1.56688E-06	0	
1.828	1.433679E-06	1.567738E-06	0	
1.829	1.435247E-06	1.568596E-06	0	
1.83	1.436817E-06	1.569453E-06	0	
1.831	1.438387E-06	1.570311E-06	0	
1.832	1.439958E-06	1.571168E-06	0	
1.833	1.44153E-06	1.572026E-06	0	
1.834	1.443103E-06	1.572884E-06	0	
1.835	1.444677E-06	1.573741E-06	0	
1.836	1.446251E-06	1.574599E-06	0	
1.837	1.447827E-06	1.575457E-06	0	
1.838	1.449403E-06	1.576314E-06	0	
1.839	1.45098E-06	1.577172E-06	0	
1.84	1.452558E-06	1.57803E-06	0	
1.841	1.454137E-06	1.578887E-06	0	
1.842	1.455717E-06	1.579745E-06	0	
1.843	1.457298E-06	1.580603E-06	0	
1.844	1.458879E-06	1.58146E-06	0	
1.845	1.460461E-06	1.582318E-06	0	
1.846	1.462045E-06	1.583176E-06	0	
1.847	1.463629E-06	1.584033E-06	0	
1.848	1.465213E-06	1.584891E-06	0	
1.849	1.466799E-06	1.585749E-06	0	
1.85	1.468386E-06	1.586606E-06	0	
1.851	1.469973E-06	1.587464E-06	0	
1.852	1.471562E-06	1.588322E-06	0	
1.853	1.473151E-06	1.589179E-06	0	
1.854	1.474741E-06	1.590037E-06	0	
1.855	1.476332E-06	1.590894E-06	0	
1.856	1.477923E-06	1.591752E-06	0	
1.857	1.479516E-06	1.59261E-06	0	
1.858	1.48111E-06	1.593467E-06	0	
1.859	1.482704E-06	1.594325E-06	0	
1.86	1.484299E-06	1.595183E-06	0	
1.861	1.485895E-06	1.59604E-06	0	
1.862	1.487492E-06	1.596898E-06	0	
1.863	1.48909E-06	1.597756E-06	0	
1.864	1.490688E-06	1.598613E-06	0	
1.865	1.492288E-06	1.599471E-06	0	
1.866	1.493888E-06	1.600329E-06	0	
1.867	1.495489E-06	1.601186E-06	0	
1.868	1.497091E-06	1.602044E-06	0	
1.869	1.498694E-06	1.602902E-06	0	
1.87	1.500298E-06	1.603759E-06	0	
1.871	1.501903E-06	1.604617E-06	0	
1.872	1.503508E-06	1.605475E-06	0	
1.873	1.505114E-06	1.606332E-06	0	
1.874	1.506722E-06	1.60719E-06	0	
1.875	1.50833E-06	1.608048E-06	0	
1.876	1.509939E-06	1.608905E-06	0	
1.877	1.511548E-06	1.609763E-06	0	
1.878	1.513159E-06	1.610621E-06	0	
1.879	1.51477E-06	1.611478E-06	0	
1.88	1.516383E-06	1.612336E-06	0	
1.881	1.517996E-06	1.613193E-06	0	
1.882	1.51961E-06	1.614051E-06	0	
1.883	1.521225E-06	1.614909E-06	0	
1.884	1.522841E-06	1.615766E-06	0	
1.885	1.524457E-06	1.616624E-06	0	
1.886	1.526075E-06	1.617482E-06	0	
1.887	1.527693E-06	1.618339E-06	0	
1.888	1.529312E-06	1.619197E-06	0	
1.889	1.530932E-06	1.620055E-06	0	
1.89	1.532553E-06	1.620912E-06	0	
1.891	1.534175E-06	1.62177E-06	0	
1.892	1.535798E-06	1.622628E-06	0	
1.893	1.537421E-06	1.623485E-06	0	
1.894	1.539046E-06	1.624343E-06	0	
1.895	1.540671E-06	1.625201E-06	0	
1.896	1.542297E-06	1.626058E-06	0	
1.897	1.543924E-06	1.626916E-06	0	
1.898	1.545552E-06	1.627774E-06	0	
1.899	1.54718E-06	1.628631E-06	0	
1.9	1.54881E-06	1.629489E-06	0	
1.901	1.55044E-06	1.630347E-06	0	
1.902	1.552071E-06	1.631204E-06	0	
1.903	1.553703E-06	1.632062E-06	0	
1.904	1.555336E-06	1.63292E-06	0	
1.905	1.55697E-06	1.633777E-06	0	
1.906	1.558605E-06	1.634635E-06	0	
1.907	1.56024E-06	1.635492E-06	0	
1.908	1.561876E-06	1.63635E-06	0	
1.909	1.563514E-06	1.637208E-06	0	
1.91	1.565152E-06	1.638065E-06	0	
1.911	1.566791E-06	1.638923E-06	0	
1.912	1.56843E-06	1.639781E-06	0	
1.913	1.570071E-06	1.640638E-06	0	
1.914	1.571713E-06	1.641496E-06	0	
1.915	1.573355E-06	1.642354E-06	0	
1.916	1.574998E-06	1.643211E-06	0	
1.917	1.576642E-06	1.644069E-06	0	
1.918	1.578287E-06	1.644927E-06	0	
1.919	1.579933E-06	1.645784E-06	0	
1.92	1.581579E-06	1.646642E-06	0	
1.921	1.583227E-06	1.6475E-06	0	
1.922	1.584875E-06	1.648357E-06	0	
1.923	1.586525E-06	1.649215E-06	0	
1.924	1.588175E-06	1.650073E-06	0	
1.925	1.589826E-06	1.65093E-06	0	
1.926	1.591477E-06	1.651788E-06	0	
1.927	1.59313E-06	1.652646E-06	0	
1.928	1.594783E-06	1.653503E-06	0	
1.929	1.596438E-06	1.654361E-06	0	
1.93	1.598093E-06	1.655219E-06	0	
1.931	1.599749E-06	1.656076E-06	0	
1.932	1.601406E-06	1.656934E-06	0	
1.933	1.603064E-06	1.657791E-06	0	
1.934	1.604723E-06	1.658649E-06	0	
1.935	1.606382E-06	1.659507E-06	0	
1.936	1.608042E-06	1.660364E-06	0	
1.937	1.609704E-06	1.661222E-06	0	
1.938	1.611366E-06	1.66208E-06	0	
1.939	1.613029E-06	1.662937E-06	0	
1.94	1.614692E-06	1.663795E-06	0	
1.941	1.616357E-06	1.664653E-06	0	
1.942	1.618023E-06	1.66551E-06	0	
1.943	1.619689E-06	1.666368E-06	0	
1.944	1.621356E-06	1.667226E-06	0	
1.945	1.623024E-06	1.668083E-06	0	
1.946	1.624693E-06	1.668941E-06	0	
1.947	1.626363E-06	1.669799E-06	0	
1.948	1.628034E-06	1.670656E-06	0	
1.949	1.629705E-06	1.671514E-06	0	
1.95	1.631378E-06	1.672372E-06	0	
1.951	1.633051E-06	1.673229E-06	0	
1.952	1.634725E-06	1.674087E-06	0	
1.953	1.6364E-06	1.674945E-06	0	
1.954	1.638076E-06	1.675802E-06	0	
1.955	1.639752E-06	1.67666E-06	0	
1.956	1.64143E-06	1.677518E-06	0	
1.957	1.643108E-06	1.678375E-06	0	
1.958	1.644788E-06	1.679233E-06	0	
1.959	1.646468E-06	1.68009E-06	0	
1.96	1.648149E-06	1.680948E-06	0	
1.961	1.64983E-06	1.681806E-06	0	
1.962	1.651513E-06	1.682663E-06	0	
1.963	1.653196E-06	1.683521E-06	0	
1.964	1.654881E-06	1.684379E-06	0	
1.965	1.656566E-06	1.685236E-06	0	
1.966	1.658252E-06	1.686094E-06	0	
1.967	1.659939E-06	1.686952E-06	0	
1.968	1.661627E-06	1.687809E-06	0	
1.969	1.663316E-06	1.688667E-06	0	
1.97	1.665005E-06	1.689525E-06	0	
1.971	1.666696E-06	1.690382E-06	0	
1.972	1.668387E-06	1.69124E-06	0	
1.973	1.670079E-06	1.692098E-06	0	
1.974	1.671772E-06	1.692955E-06	0	
1.975	1.673466E-06	1.693813E-06	0	
1.976	1.67516E-06	1.694671E-06	0	
1.977	1.676856E-06	1.695528E-06	0	
1.978	1.678552E-06	1.696386E-06	0	
1.979	1.680249E-06	1.697244E-06	0	
1.98	1.681948E-06	1.698101E-06	0	
1.981	1.683646E-06	1.698959E-06	0	
1.982	1.685346E-06	1.699816E-06	0	
1.983	1.687047E-06	1.700674E-06	0	
1.984	1.688749E-06	1.701532E-06	0	
1.985	1.690451E-06	1.702389E-06	0	
1.986	1.692154E-06	1.703247E-06	0	
1.987	1.693858E-06	1.704105E-06	0	
1.988	1.695563E-06	1.704962E-06	0	
1.989	1.697269E-06	1.70582E-06	0	
1.99	1.698976E-06	1.706678E-06	0	
1.991	1.700683E-06	1.707535E-06	0	
1.992	1.702392E-06	1.708393E-06	0	
1.993	1.704101E-06	1.709251E-06	0	
1.994	1.705811E-06	1.710108E-06	0	
1.995	1.707522E-06	1.710966E-06	0	
1.996	1.709234E-06	1.711824E-06	0	
1.997	1.710946E-06	1.712681E-06	0	
1.998	1.71266E-06	1.713539E-06	0	
1.999	1.714374E-06	1.714397E-06	0	
2	1.71609E-06	1.715254E-06	0	
2.001	1.717806E-06	1.716112E-06	0	
2.002	1.719523E-06	1.71697E-06	0	
2.003	1.721241E-06	1.717827E-06	0	
2.004	1.722959E-06	1.718685E-06	0	
2.005	1.724679E-06	1.719543E-06	0	
2.006	1.726399E-06	1.7204E-06	0	
2.007	1.72812E-06	1.721258E-06	0	
2.008	1.729843E-06	1.722115E-06	0	
2.009	1.731565E-06	1.722973E-06	0	
2.01	1.733289E-06	1.723831E-06	0	
2.011	1.735014E-06	1.724688E-06	0	
2.012	1.73674E-06	1.725546E-06	0	
2.013	1.738466E-06	1.726404E-06	0	
2.014	1.740193E-06	1.727261E-06	0	
2.015	1.741921E-06	1.728119E-06	0	
2.016	1.74365E-06	1.728977E-06	0	
2.017	1.74538E-06	1.729834E-06	0	
2.018	1.747111E-06	1.730692E-06	0	
2.019	1.748842E-06	1.73155E-06	0	
2.02	1.750575E-06	1.732407E-06	0	
2.021	1.752308E-06	1.733265E-06	0	
2.022	1.754042E-06	1.734123E-06	0	
2.023	1.755777E-06	1.73498E-06	0	
2.024	1.757513E-06	1.735838E-06	0	
2.025	1.75925E-06	1.736696E-06	0	
2.026	1.760987E-06	1.737553E-06	0	
2.027	1.762726E-06	1.738411E-06	0	
2.028	1.764465E-06	1.739269E-06	0	
2.029	1.766205E-06	1.740126E-06	0	
2.03	1.767946E-06	1.740984E-06	0	
2.031	1.769688E-06	1.741842E-06	0	
2.032	1.771431E-06	1.742699E-06	0	
2.033	1.773174E-06	1.743557E-06	0	
2.034	1.774919E-06	1.744414E-06	0	
2.035	1.776664E-06	1.745272E-06	0	
2.036	1.77841E-06	1.74613E-06	0	
2.037	1.780157E-06	1.746987E-06	0	
2.038	1.781905E-06	1.747845E-06	0	
2.039	1.783654E-06	1.748703E-06	0	
2.04	1.785403E-06	1.74956E-06	0	
2.041	1.787154E-06	1.750418E-06	0	
2.042	1.788905E-06	1.751276E-06	0	
2.043	1.790657E-06	1.752133E-06	0	
2.044	1.79241E-06	1.752991E-06	0	
2.045	1.794164E-06	1.753849E-06	0	
2.046	1.795918E-06	1.754706E-06	0	
2.047	1.797674E-06	1.755564E-06	0	
2.048	1.79943E-06	1.756422E-06	0	
2.049	1.801188E-06	1.757279E-06	0	
2.05	1.802946E-06	1.758137E-06	0	
2.051	1.804705E-06	1.758995E-06	0	
2.052	1.806465E-06	1.759852E-06	0	
2.053	1.808225E-06	1.76071E-06	0	
2.054	1.809987E-06	1.761568E-06	0	
2.055	1.811749E-06	1.762425E-06	0	
2.056	1.813513E-06	1.763283E-06	0	
2.057	1.815277E-06	1.764141E-06	0	
2.058	1.817042E-06	1.764998E-06	0	
2.059	1.818808E-06	1.765856E-06	0	
2.06	1.820574E-06	1.766713E-06	0	
2.061	1.822342E-06	1.767571E-06	0	
2.062	1.82411E-06	1.768429E-06	0	
2.063	1.82588E-06	1.769286E-06	0	
2.064	1.82765E-06	1.770144E-06	0	
2.065	1.829421E-06	1.771002E-06	0	
2.066	1.831193E-06	1.771859E-06	0	
2.067	1.832965E-06	1.772717E-06	0	
2.068	1.834739E-06	1.773575E-06	0	
2.069	1.836513E-06	1.774432E-06	0	
2.07	1.838289E-06	1.77529E-06	0	
2.071	1.840065E-06	1.776148E-06	0	
2.072	1.841842E-06	1.777005E-06	0	
2.073	1.84362E-06	1.777863E-06	0	
2.074	1.845399E-06	1.778721E-06	0	
2.075	1.847178E-06	1.779578E-06	0	
2.076	1.848959E-06	1.780436E-06	0	
2.077	1.85074E-06	1.781294E-06	0	
2.078	1.852522E-06	1.782151E-06	0	
2.079	1.854305E-06	1.783009E-06	0	
2.08	1.856089E-06	1.783867E-06	0	
2.081	1.857874E-06	1.784724E-06	0	
2.082	1.859659E-06	1.785582E-06	0	
2.083	1.861446E-06	1.786439E-06	0	
2.084	1.863233E-06	1.787297E-06	0	
2.085	1.865021E-06	1.788155E-06	0	
2.086	1.86681E-06	1.789012E-06	0	
2.087	1.8686E-06	1.78987E-06	0	
2.088	1.870391E-06	1.790728E-06	0	
2.089	1.872182E-06	1.791585E-06	0	
2.09	1.873975E-06	1.792443E-06	0	
2.091	1.875768E-06	1.793301E-06	0	
2.092	1.877562E-06	1.794158E-06	0	
2.093	1.879357E-06	1.795016E-06	0	
2.094	1.881153E-06	1.795874E-06	0	
2.095	1.88295E-06	1.796731E-06	0	
2.096	1.884747E-06	1.797589E-06	0	
2.097	1.886546E-06	1.798447E-06	0	
2.098	1.888345E-06	1.799304E-06	0	
2.099	1.890145E-06	1.800162E-06	0	
2.1	1.891946E-06	1.80102E-06	0	
2.101	1.893748E-06	1.801877E-06	0	
2.102	1.895551E-06	1.802735E-06	0	
2.103	1.897354E-06	1.803593E-06	0	
2.104	1.899159E-06	1.80445E-06	0	
2.105	1.900964E-06	1.805308E-06	0	
2.106	1.90277E-06	1.806166E-06	0	
2.107	1.904577E-06	1.807023E-06	0	
2.108	1.906385E-06	1.807881E-06	0	
2.109	1.908194E-06	1.808738E-06	0	
2.11	1.910004E-06	1.809596E-06	0	
2.111	1.911814E-06	1.810454E-06	0	
2.112	1.913625E-06	1.811311E-06	0	
2.113	1.915437E-06	1.812169E-06	0	
2.114	1.917251E-06	1.813027E-06	0	
2.115	1.919065E-06	1.813884E-06	0	
2.116	1.920879E-06	1.814742E-06	0	
2.117	1.922695E-06	1.8156E-06	0	
2.118	1.924511E-06	1.816457E-06	0	
2.119	1.926329E-06	1.817315E-06	0	
2.12	1.928147E-06	1.818173E-06	0	
2.121	1.929966E-06	1.81903E-06	0	
2.122	1.931786E-06	1.819888E-06	0	
2.123	1.933606E-06	1.820746E-06	0	
2.124	1.935428E-06	1.821603E-06	0	
2.125	1.93725E-06	1.822461E-06	0	
2.126	1.939074E-06	1.823319E-06	0	
2.127	1.940898E-06	1.824176E-06	0	
2.128	1.942723E-06	1.825034E-06	0	
2.129	1.944549E-06	1.825892E-06	0	
2.13	1.946376E-06	1.826749E-06	0	
2.131	1.948203E-06	1.827607E-06	0	
2.132	1.950032E-06	1.828465E-06	0	
2.133	1.951861E-06	1.829322E-06	0	
2.134	1.953691E-06	1.83018E-06	0	
2.135	1.955522E-06	1.831037E-06	0	
2.136	1.957354E-06	1.831895E-06	0	
2.137	1.959187E-06	1.832753E-06	0	
2.138	1.96102E-06	1.83361E-06	0	
2.139	1.962855E-06	1.834468E-06	0	
2.14	1.96469E-06	1.835326E-06	0	
2.141	1.966526E-06	1.836183E-06	0	
2.142	1.968363E-06	1.837041E-06	0	
2.143	1.970201E-06	1.837899E-06	0	
2.144	1.97204E-06	1.838756E-06	0	
2.145	1.97388E-06	1.839614E-06	0	
2.146	1.97572E-06	1.840472E-06	0	
2.147	1.977561E-06	1.841329E-06	0	
2.148	1.979404E-06	1.842187E-06	0	
2.149	1.981247E-06	1.843045E-06	0	
2.15	1.983091E-06	1.843902E-06	0	
2.151	1.984935E-06	1.84476E-06	0	
2.152	1.986781E-06	1.845618E-06	0	
2.153	1.988627E-06	1.846475E-06	0	
2.154	1.990475E-06	1.847333E-06	0	
2.155	1.992323E-06	1.848191E-06	0	
2.156	1.994172E-06	1.849048E-06	0	
2.157	1.996022E-06	1.849906E-06	0	
2.158	1.997873E-06	1.850764E-06	0	
2.159	1.999724E-06	1.851621E-06	0	
2.16	2.001577E-06	1.852479E-06	0	
2.161	2.00343E-06	1.853336E-06	0	
2.162	2.005284E-06	1.854194E-06	0	
2.163	2.00714E-06	1.855052E-06	0	
2.164	2.008995E-06	1.855909E-06	0	
2.165	2.010852E-06	1.856767E-06	0	
2.166	2.01271E-06	1.857625E-06	0	
2.167	2.014568E-06	1.858482E-06	0	
2.168	2.016428E-06	1.85934E-06	0	
2.169	2.018288E-06	1.860198E-06	0	
2.17	2.020149E-06	1.861055E-06	0	
2.171	2.022011E-06	1.861913E-06	0	
2.172	2.023874E-06	1.862771E-06	0	
2.173	2.025737E-06	1.863628E-06	0	
2.174	2.027602E-06	1.864486E-06	0	
2.175	2.029467E-06	1.865344E-06	0	
2.176	2.031333E-06	1.866201E-06	0	
2.177	2.0332E-06	1.867059E-06	0	
2.178	2.035068E-06	1.867917E-06	0	
2.179	2.036937E-06	1.868774E-06	0	
2.18	2.038807E-06	1.869632E-06	0	
2.181	2.040677E-06	1.87049E-06	0	
2.182	2.042548E-06	1.871347E-06	0	
2.183	2.04442E-06	1.872205E-06	0	
2.184	2.046294E-06	1.873063E-06	0	
2.185	2.048168E-06	1.87392E-06	0	
2.186	2.050042E-06	1.874778E-06	0	
2.187	2.051918E-06	1.875635E-06	0	
2.188	2.053794E-06	1.876493E-06	0	
2.189	2.055672E-06	1.877351E-06	0	
