Time	MeshX	MeshY	
0	0.08	-0.35	
0.001	0.08	-0.35	
0.002	0.0799323	-0.35	
0.003	0.07978828	-0.35	
0.004	0.07957911	-0.3499998	
0.005	0.07931454	-0.3499994	
0.006	0.07900279	-0.3499987	
0.007	0.07865079	-0.3499974	
0.008	0.07826438	-0.3499956	
0.009000001	0.07784853	-0.3499931	
0.01	0.07740744	-0.3499897	
0.011	0.07694469	-0.3499856	
0.012	0.07646332	-0.3499804	
0.013	0.07596593	-0.3499743	
0.014	0.07545474	-0.3499672	
0.015	0.07493166	-0.3499589	
0.016	0.07439832	-0.3499496	
0.017	0.07385611	-0.3499391	
0.018	0.07330626	-0.3499274	
0.019	0.07274977	-0.3499146	
0.02	0.07218757	-0.3499006	
0.021	0.07162041	-0.3498853	
0.022	0.07104897	-0.3498689	
0.023	0.07047381	-0.3498512	
0.024	0.06989543	-0.3498323	
0.025	0.06931427	-0.3498122	
0.026	0.0687307	-0.3497909	
0.027	0.06814505	-0.3497684	
0.028	0.06755759	-0.3497446	
0.029	0.06696856	-0.3497196	
0.03	0.06637819	-0.3496934	
0.031	0.06578665	-0.3496659	
0.032	0.0651941	-0.3496373	
0.033	0.06460069	-0.3496074	
0.034	0.06400653	-0.3495763	
0.035	0.06341173	-0.3495439	
0.036	0.06281638	-0.3495104	
0.037	0.06222057	-0.3494756	
0.038	0.06162436	-0.3494397	
0.039	0.06102781	-0.3494025	
0.04	0.06043097	-0.349364	
0.041	0.05983391	-0.3493244	
0.042	0.05923665	-0.3492836	
0.043	0.05863923	-0.3492416	
0.044	0.05804168	-0.3491983	
0.045	0.05744404	-0.3491538	
0.046	0.05684632	-0.3491082	
0.047	0.05624855	-0.3490613	
0.048	0.05565075	-0.3490132	
0.049	0.05505292	-0.3489639	
0.05	0.0544551	-0.3489135	
0.051	0.0538573	-0.3488618	
0.052	0.05325952	-0.3488089	
0.053	0.05266177	-0.3487548	
0.054	0.05206407	-0.3486995	
0.055	0.05146642	-0.348643	
0.056	0.05086884	-0.3485853	
0.057	0.05027131	-0.3485264	
0.058	0.04967387	-0.3484663	
0.059	0.04907652	-0.348405	
0.06	0.04847925	-0.3483425	
0.061	0.04788207	-0.3482788	
0.062	0.047285	-0.3482139	
0.063	0.04668802	-0.3481478	
0.064	0.04609115	-0.3480805	
0.06500001	0.0454944	-0.3480121	
0.066	0.04489776	-0.3479424	
0.067	0.04430124	-0.3478715	
0.068	0.04370485	-0.3477994	
0.06900001	0.04310858	-0.3477261	
0.07	0.04251244	-0.3476517	
0.071	0.04191644	-0.347576	
0.072	0.04132058	-0.3474991	
0.07300001	0.04072485	-0.3474211	
0.074	0.04012928	-0.3473418	
0.075	0.03953386	-0.3472614	
0.07600001	0.03893859	-0.3471797	
0.07700001	0.03834347	-0.3470969	
0.078	0.03774852	-0.3470129	
0.079	0.03715373	-0.3469277	
0.08000001	0.03655911	-0.3468413	
0.081	0.03596466	-0.3467538	
0.082	0.03537039	-0.346665	
0.083	0.0347763	-0.3465751	
0.08400001	0.0341824	-0.3464839	
0.085	0.03358868	-0.3463916	
0.086	0.03299515	-0.3462981	
0.087	0.03240183	-0.3462034	
0.08800001	0.0318087	-0.3461075	
0.089	0.03121579	-0.3460104	
0.09	0.03062308	-0.3459122	
0.09100001	0.03003058	-0.3458127	
0.09200001	0.02943831	-0.3457121	
0.093	0.02884626	-0.3456103	
0.094	0.02825445	-0.3455074	
0.09500001	0.02766286	-0.3454032	
0.096	0.02707152	-0.3452979	
0.097	0.02648041	-0.3451914	
0.098	0.02588956	-0.3450837	
0.09900001	0.02529896	-0.3449749	
0.1	0.02470861	-0.3448649	
0.101	0.02411853	-0.3447537	
0.102	0.02352872	-0.3446414	
0.103	0.02293918	-0.3445278	
0.104	0.02234991	-0.3444132	
0.105	0.02176093	-0.3442973	
0.106	0.02117224	-0.3441803	
0.107	0.02058384	-0.3440621	
0.108	0.01999574	-0.3439428	
0.109	0.01940794	-0.3438223	
0.11	0.01882044	-0.3437006	
0.111	0.01823326	-0.3435778	
0.112	0.01764639	-0.3434539	
0.113	0.01705985	-0.3433288	
0.114	0.01647363	-0.3432025	
0.115	0.01588774	-0.3430751	
0.116	0.01530219	-0.3429465	
0.117	0.01471697	-0.3428168	
0.118	0.0141321	-0.342686	
0.119	0.01354758	-0.3425539	
0.12	0.01296341	-0.3424208	
0.121	0.0123796	-0.3422866	
0.122	0.01179615	-0.3421511	
0.123	0.01121307	-0.3420146	
0.124	0.01063036	-0.3418768	
0.125	0.01004803	-0.341738	
0.126	0.009466073	-0.341598	
0.127	0.008884501	-0.3414569	
0.128	0.008303316	-0.3413147	
0.129	0.007722523	-0.3411714	
0.13	0.007142124	-0.3410269	
0.131	0.006562126	-0.3408813	
0.132	0.00598253	-0.3407345	
0.133	0.005403341	-0.3405867	
0.134	0.004824562	-0.3404377	
0.135	0.004246197	-0.3402876	
0.136	0.00366825	-0.3401364	
0.137	0.003090724	-0.3399841	
0.138	0.002513622	-0.3398306	
0.139	0.001936949	-0.3396761	
0.14	0.001360707	-0.3395204	
0.141	0.0007848995	-0.3393637	
0.142	0.0002095309	-0.3392058	
0.143	-0.0003653959	-0.3390468	
0.144	-0.0009398779	-0.3388867	
0.145	-0.001513912	-0.3387255	
0.146	-0.002087496	-0.3385632	
0.147	-0.002660626	-0.3383999	
0.148	-0.0032333	-0.3382353	
0.149	-0.003805514	-0.3380698	
0.15	-0.004377266	-0.3379031	
0.151	-0.004948553	-0.3377354	
0.152	-0.005519371	-0.3375665	
0.153	-0.006089719	-0.3373966	
0.154	-0.006659593	-0.3372255	
0.155	-0.00722899	-0.3370534	
0.156	-0.007797908	-0.3368802	
0.157	-0.008366345	-0.3367059	
0.158	-0.008934298	-0.3365306	
0.159	-0.009501764	-0.3363541	
0.16	-0.01006874	-0.3361766	
0.161	-0.01063523	-0.335998	
0.162	-0.01120122	-0.3358184	
0.163	-0.01176671	-0.3356376	
0.164	-0.0123317	-0.3354558	
0.165	-0.0128962	-0.335273	
0.166	-0.01346018	-0.335089	
0.167	-0.01402366	-0.334904	
0.168	-0.01458663	-0.334718	
0.169	-0.01514909	-0.3345308	
0.17	-0.01571104	-0.3343426	
0.171	-0.01627247	-0.3341534	
0.172	-0.01683339	-0.3339631	
0.173	-0.01739378	-0.3337717	
0.174	-0.01795365	-0.3335793	
0.175	-0.01851299	-0.3333858	
0.176	-0.01907181	-0.3331912	
0.177	-0.0196301	-0.3329957	
0.178	-0.02018786	-0.332799	
0.179	-0.02074509	-0.3326014	
0.18	-0.02130178	-0.3324027	
0.181	-0.02185794	-0.332203	
0.182	-0.02241355	-0.3320022	
0.183	-0.02296863	-0.3318003	
0.184	-0.02352316	-0.3315975	
0.185	-0.02407715	-0.3313936	
