Time	1Vm	Delayed_Rect_K	Fast_Na	1It	
0	-0.07179674	-1.873616E-10	7.687975E-12	-1.796736E-10	
1E-06	-0.07145815	-1.535678E-10	7.753247E-12	-1.458146E-10	
2E-06	-0.07152088	-1.597745E-10	7.686651E-12	-1.520879E-10	
3E-06	-0.07150824	-1.584697E-10	7.645671E-12	-1.50824E-10	
4E-06	-0.07150973	-1.585748E-10	7.600888E-12	-1.509739E-10	
5E-06	-0.07150859	-1.584158E-10	7.55777E-12	-1.50858E-10	
6E-06	-0.07150791	-1.583064E-10	7.51528E-12	-1.507911E-10	
7E-06	-0.07150715	-1.581882E-10	7.473591E-12	-1.507146E-10	
8E-06	-0.0715064	-1.580719E-10	7.432651E-12	-1.506392E-10	
9E-06	-0.07150563	-1.579554E-10	7.392452E-12	-1.50563E-10	
1E-05	-0.07150486	-1.578392E-10	7.352981E-12	-1.504862E-10	
1.1E-05	-0.07150409	-1.577234E-10	7.314219E-12	-1.504092E-10	
1.2E-05	-0.07150332	-1.576077E-10	7.276155E-12	-1.503315E-10	
1.3E-05	-0.07150254	-1.574922E-10	7.238775E-12	-1.502534E-10	
1.4E-05	-0.07150175	-1.573769E-10	7.202063E-12	-1.501749E-10	
1.5E-05	-0.07150096	-1.572619E-10	7.166011E-12	-1.500959E-10	
1.6E-05	-0.07150017	-1.571471E-10	7.130601E-12	-1.500165E-10	
1.7E-05	-0.07149937	-1.570324E-10	7.095823E-12	-1.499366E-10	
1.8E-05	-0.07149857	-1.569181E-10	7.061663E-12	-1.498565E-10	
1.9E-05	-0.07149775	-1.56804E-10	7.028109E-12	-1.497759E-10	
2E-05	-0.07149695	-1.5669E-10	6.995152E-12	-1.496949E-10	
2.1E-05	-0.07149613	-1.565763E-10	6.962777E-12	-1.496135E-10	
2.2E-05	-0.07149532	-1.564626E-10	6.930974E-12	-1.495317E-10	
2.3E-05	-0.0714945	-1.563493E-10	6.899731E-12	-1.494496E-10	
2.4E-05	-0.07149367	-1.56236E-10	6.869041E-12	-1.493669E-10	
2.5E-05	-0.07149284	-1.561232E-10	6.838888E-12	-1.492843E-10	
2.6E-05	-0.07149201	-1.560104E-10	6.809265E-12	-1.492011E-10	
2.7E-05	-0.07149117	-1.558977E-10	6.780162E-12	-1.491175E-10	
2.8E-05	-0.07149034	-1.557854E-10	6.751568E-12	-1.490338E-10	
2.9E-05	-0.0714895	-1.556729E-10	6.723474E-12	-1.489495E-10	
3E-05	-0.07148866	-1.555611E-10	6.695871E-12	-1.488652E-10	
3.1E-05	-0.0714878	-1.554492E-10	6.66875E-12	-1.487804E-10	
3.2E-05	-0.07148696	-1.553375E-10	6.642101E-12	-1.486954E-10	
3.3E-05	-0.0714861	-1.552261E-10	6.615915E-12	-1.486102E-10	
3.4E-05	-0.07148524	-1.551149E-10	6.590183E-12	-1.485247E-10	
