Time	1Vm	Delayed_Rect_K	Fast_Na	1It	
0	-0.07037324	-4.501241E-11	7.687975E-12	-3.732443E-11	
1E-06	-0.07035626	-4.332499E-11	7.698691E-12	-3.56263E-11	
2E-06	-0.0703571	-4.339417E-11	7.684003E-12	-3.571017E-11	
3E-06	-0.07035712	-4.338311E-11	7.670677E-12	-3.571243E-11	
4E-06	-0.07035719	-4.337575E-11	7.65749E-12	-3.571826E-11	
5E-06	-0.07035724	-4.336823E-11	7.644494E-12	-3.572373E-11	
6E-06	-0.07035729	-4.336074E-11	7.631683E-12	-3.572906E-11	
7E-06	-0.07035735	-4.335325E-11	7.619055E-12	-3.57342E-11	
8E-06	-0.07035739	-4.334575E-11	7.606607E-12	-3.573914E-11	
9E-06	-0.07035743	-4.333831E-11	7.594337E-12	-3.574397E-11	
1E-05	-0.07035749	-4.333087E-11	7.582238E-12	-3.574863E-11	
1.1E-05	-0.07035753	-4.332344E-11	7.570314E-12	-3.575312E-11	
1.2E-05	-0.07035758	-4.331602E-11	7.558559E-12	-3.575746E-11	
1.3E-05	-0.07035761	-4.33086E-11	7.54697E-12	-3.576163E-11	
1.4E-05	-0.07035766	-4.330122E-11	7.535547E-12	-3.576568E-11	
1.5E-05	-0.0703577	-4.329376E-11	7.524284E-12	-3.576948E-11	
1.6E-05	-0.07035773	-4.32864E-11	7.513182E-12	-3.577322E-11	
1.7E-05	-0.07035776	-4.327903E-11	7.502236E-12	-3.577679E-11	
1.8E-05	-0.07035781	-4.32717E-11	7.491445E-12	-3.578025E-11	
1.9E-05	-0.07035784	-4.326434E-11	7.480806E-12	-3.578353E-11	
2E-05	-0.07035787	-4.325702E-11	7.470316E-12	-3.578671E-11	
2.1E-05	-0.0703579	-4.32497E-11	7.459976E-12	-3.578973E-11	
2.2E-05	-0.07035793	-4.324239E-11	7.44978E-12	-3.579261E-11	
2.3E-05	-0.07035796	-4.32351E-11	7.439729E-12	-3.579537E-11	
2.4E-05	-0.07035798	-4.32278E-11	7.429819E-12	-3.579798E-11	
2.5E-05	-0.070358	-4.32205E-11	7.42005E-12	-3.580045E-11	
2.6E-05	-0.07035802	-4.321324E-11	7.410418E-12	-3.580282E-11	
2.7E-05	-0.07035805	-4.320599E-11	7.400921E-12	-3.580507E-11	
2.8E-05	-0.07035807	-4.319875E-11	7.391557E-12	-3.580719E-11	
2.9E-05	-0.07035809	-4.319151E-11	7.382324E-12	-3.580918E-11	
3E-05	-0.07035811	-4.318426E-11	7.37322E-12	-3.581104E-11	
3.1E-05	-0.07035813	-4.317706E-11	7.364245E-12	-3.581282E-11	
3.2E-05	-0.07035815	-4.316984E-11	7.355394E-12	-3.581445E-11	
3.3E-05	-0.07035816	-4.316265E-11	7.346667E-12	-3.581598E-11	
3.4E-05	-0.07035818	-4.315545E-11	7.338063E-12	-3.581739E-11	
3.5E-05	-0.07035819	-4.314828E-11	7.329579E-12	-3.58187E-11	
3.6E-05	-0.0703582	-4.314114E-11	7.321214E-12	-3.581992E-11	
3.7E-05	-0.07035821	-4.313397E-11	7.312965E-12	-3.5821E-11	
3.8E-05	-0.07035822	-4.312683E-11	7.304832E-12	-3.582199E-11	
3.9E-05	-0.07035823	-4.311967E-11	7.296812E-12	-3.582286E-11	
4E-05	-0.07035824	-4.311254E-11	7.288904E-12	-3.582364E-11	
4.1E-05	-0.07035825	-4.310542E-11	7.281107E-12	-3.582431E-11	
4.2E-05	-0.07035825	-4.30983E-11	7.273416E-12	-3.582488E-11	
4.3E-05	-0.07035825	-4.309123E-11	7.265834E-12	-3.582539E-11	
4.4E-05	-0.07035826	-4.308412E-11	7.258358E-12	-3.582576E-11	
4.5E-05	-0.07035826	-4.307702E-11	7.250984E-12	-3.582603E-11	
4.6E-05	-0.07035826	-4.306994E-11	7.243713E-12	-3.582623E-11	
4.7E-05	-0.07035826	-4.306289E-11	7.236545E-12	-3.582635E-11	
4.8E-05	-0.07035826	-4.305584E-11	7.229475E-12	-3.582637E-11	
4.9E-05	-0.07035826	-4.304878E-11	7.222503E-12	-3.582628E-11	
5E-05	-0.07035826	-4.304173E-11	7.215628E-12	-3.58261E-11	
5.1E-05	-0.07035826	-4.303469E-11	7.208848E-12	-3.582585E-11	
5.2E-05	-0.07035825	-4.302766E-11	7.202161E-12	-3.58255E-11	
5.3E-05	-0.07035825	-4.302066E-11	7.195568E-12	-3.582509E-11	
