Time	1Vm	Delayed_Rect_K	Fast_Na	1It	
0	-0.06999814	-7.502068E-12	7.687975E-12	1.859077E-13	
1E-06	-0.06999818	-7.502407E-12	7.684152E-12	1.817452E-13	
2E-06	-0.0699982	-7.50132E-12	7.680504E-12	1.791839E-13	
3E-06	-0.06999823	-7.50025E-12	7.676903E-12	1.766521E-13	
4E-06	-0.06999826	-7.499182E-12	7.673346E-12	1.741645E-13	
5E-06	-0.06999829	-7.498109E-12	7.669838E-12	1.71729E-13	
6E-06	-0.06999831	-7.497043E-12	7.666374E-12	1.693316E-13	
7E-06	-0.06999833	-7.495976E-12	7.662957E-12	1.66981E-13	
8E-06	-0.06999835	-7.49491E-12	7.65958E-12	1.646704E-13	
9E-06	-0.06999838	-7.493847E-12	7.656251E-12	1.624039E-13	
1E-05	-0.0699984	-7.492782E-12	7.652962E-12	1.6018E-13	
1.1E-05	-0.06999842	-7.491719E-12	7.649718E-12	1.579986E-13	
1.2E-05	-0.06999844	-7.490656E-12	7.646514E-12	1.558588E-13	
1.3E-05	-0.06999846	-7.489587E-12	7.643351E-12	1.537642E-13	
1.4E-05	-0.06999848	-7.488532E-12	7.64023E-12	1.516981E-13	
1.5E-05	-0.0699985	-7.487472E-12	7.63715E-12	1.496789E-13	
1.6E-05	-0.06999852	-7.486411E-12	7.63411E-12	1.476996E-13	
1.7E-05	-0.06999854	-7.485357E-12	7.631109E-12	1.457523E-13	
1.8E-05	-0.06999855	-7.484296E-12	7.628146E-12	1.438502E-13	
1.9E-05	-0.06999858	-7.483245E-12	7.625223E-12	1.419776E-13	
2E-05	-0.0699986	-7.482188E-12	7.622337E-12	1.401492E-13	
2.1E-05	-0.06999862	-7.481136E-12	7.619488E-12	1.383511E-13	
2.2E-05	-0.06999864	-7.480079E-12	7.616674E-12	1.365947E-13	
2.3E-05	-0.06999865	-7.47903E-12	7.613897E-12	1.348669E-13	
2.4E-05	-0.06999867	-7.477982E-12	7.611156E-12	1.331739E-13	
2.5E-05	-0.06999869	-7.476932E-12	7.608451E-12	1.315189E-13	
2.6E-05	-0.0699987	-7.475878E-12	7.605781E-12	1.29903E-13	
2.7E-05	-0.06999872	-7.47483E-12	7.603144E-12	1.28314E-13	
2.8E-05	-0.06999873	-7.473785E-12	7.600541E-12	1.267562E-13	
2.9E-05	-0.06999875	-7.472739E-12	7.597973E-12	1.252332E-13	
3E-05	-0.06999876	-7.471693E-12	7.595436E-12	1.23743E-13	
3.1E-05	-0.06999878	-7.470643E-12	7.592933E-12	1.222902E-13	
3.2E-05	-0.06999879	-7.469597E-12	7.590462E-12	1.208651E-13	
3.3E-05	-0.0699988	-7.468554E-12	7.588022E-12	1.194678E-13	
3.4E-05	-0.06999882	-7.467518E-12	7.585613E-12	1.180948E-13	
3.5E-05	-0.06999883	-7.466474E-12	7.583235E-12	1.167608E-13	
3.6E-05	-0.06999885	-7.465433E-12	7.580888E-12	1.154554E-13	
3.7E-05	-0.06999885	-7.464394E-12	7.57857E-12	1.14176E-13	
3.8E-05	-0.06999887	-7.463359E-12	7.576281E-12	1.129218E-13	
3.9E-05	-0.06999888	-7.46232E-12	7.574022E-12	1.117023E-13	
4E-05	-0.06999889	-7.461281E-12	7.571793E-12	1.105123E-13	
4.1E-05	-0.06999891	-7.460247E-12	7.569593E-12	1.093466E-13	
4.2E-05	-0.06999892	-7.45921E-12	7.567421E-12	1.082103E-13	
4.3E-05	-0.06999893	-7.458179E-12	7.565276E-12	1.070966E-13	
4.4E-05	-0.06999894	-7.457143E-12	7.563157E-12	1.060142E-13	
4.5E-05	-0.06999895	-7.456112E-12	7.561065E-12	1.049534E-13	
4.6E-05	-0.06999896	-7.455082E-12	7.559001E-12	1.039195E-13	
4.7E-05	-0.06999897	-7.454049E-12	7.556965E-12	1.029159E-13	
4.8E-05	-0.06999898	-7.45302E-12	7.554951E-12	1.019315E-13	
4.9E-05	-0.06999899	-7.451993E-12	7.552966E-12	1.00973E-13	
5E-05	-0.069999	-7.45096E-12	7.551006E-12	1.000458E-13	
5.1E-05	-0.06999901	-7.449935E-12	7.549069E-12	9.913424E-14	
5.2E-05	-0.06999902	-7.44891E-12	7.547158E-12	9.824867E-14	
5.3E-05	-0.06999902	-7.447885E-12	7.54527E-12	9.738477E-14	
5.4E-05	-0.06999903	-7.446861E-12	7.543408E-12	9.65469E-14	
5.5E-05	-0.06999905	-7.445836E-12	7.54157E-12	9.573332E-14	
5.6E-05	-0.06999905	-7.444809E-12	7.539754E-12	9.494575E-14	
5.7E-05	-0.06999906	-7.443787E-12	7.53796E-12	9.417293E-14	
5.8E-05	-0.06999907	-7.442765E-12	7.53619E-12	9.342527E-14	
5.9E-05	-0.06999907	-7.441743E-12	7.534444E-12	9.270015E-14	
6E-05	-0.06999908	-7.440728E-12	7.532718E-12	9.199065E-14	
6.1E-05	-0.06999908	-7.439702E-12	7.531016E-12	9.131324E-14	
6.2E-05	-0.06999909	-7.438685E-12	7.529332E-12	9.064711E-14	
6.3E-05	-0.0699991	-7.437666E-12	7.527671E-12	9.000526E-14	
6.4E-05	-0.06999911	-7.436648E-12	7.526032E-12	8.938423E-14	
6.5E-05	-0.06999911	-7.435629E-12	7.524412E-12	8.878228E-14	
6.6E-05	-0.06999911	-7.434613E-12	7.522811E-12	8.819855E-14	
6.7E-05	-0.06999912	-7.433603E-12	7.521233E-12	8.762956E-14	
6.8E-05	-0.06999913	-7.432588E-12	7.519674E-12	8.708659E-14	
6.9E-05	-0.06999914	-7.431572E-12	7.518135E-12	8.656357E-14	
7E-05	-0.06999914	-7.43056E-12	7.516616E-12	8.605616E-14	
7.1E-05	-0.06999914	-7.429552E-12	7.515115E-12	8.55635E-14	
