Time	1Vm	Delayed_Rect_K	Fast_Na	1It	
0	-0.07037327	-4.501558E-11	7.687975E-12	-3.732761E-11	
1E-06	-0.07035633	-4.333157E-11	7.69869E-12	-3.563289E-11	
2E-06	-0.0703572	-4.340423E-11	7.684004E-12	-3.572023E-11	
3E-06	-0.07035726	-4.339667E-11	7.670679E-12	-3.572599E-11	
4E-06	-0.07035735	-4.339277E-11	7.657491E-12	-3.573528E-11	
5E-06	-0.07035744	-4.33887E-11	7.644493E-12	-3.57442E-11	
6E-06	-0.07035753	-4.338466E-11	7.631677E-12	-3.575298E-11	
7E-06	-0.07035761	-4.338065E-11	7.619044E-12	-3.576161E-11	
8E-06	-0.0703577	-4.337665E-11	7.606591E-12	-3.577006E-11	
9E-06	-0.07035778	-4.337258E-11	7.594315E-12	-3.577826E-11	
1E-05	-0.07035787	-4.336861E-11	7.582213E-12	-3.578639E-11	
1.1E-05	-0.07035794	-4.33646E-11	7.57028E-12	-3.579432E-11	
1.2E-05	-0.07035802	-4.336065E-11	7.558518E-12	-3.580213E-11	
1.3E-05	-0.0703581	-4.335663E-11	7.54692E-12	-3.580971E-11	
1.4E-05	-0.07035817	-4.335268E-11	7.535487E-12	-3.581719E-11	
1.5E-05	-0.07035825	-4.334876E-11	7.524214E-12	-3.582454E-11	
1.6E-05	-0.07035831	-4.33448E-11	7.513101E-12	-3.58317E-11	
1.7E-05	-0.07035838	-4.334084E-11	7.502144E-12	-3.58387E-11	
1.8E-05	-0.07035846	-4.333692E-11	7.49134E-12	-3.584558E-11	
1.9E-05	-0.07035852	-4.333298E-11	7.480689E-12	-3.585229E-11	
2E-05	-0.07035859	-4.332909E-11	7.470187E-12	-3.58589E-11	
2.1E-05	-0.07035865	-4.332517E-11	7.459832E-12	-3.586534E-11	
2.2E-05	-0.07035872	-4.332125E-11	7.449623E-12	-3.587163E-11	
2.3E-05	-0.07035878	-4.331733E-11	7.439554E-12	-3.587778E-11	
2.4E-05	-0.07035884	-4.331345E-11	7.429627E-12	-3.588383E-11	
2.5E-05	-0.07035889	-4.330957E-11	7.419838E-12	-3.588973E-11	
2.6E-05	-0.07035895	-4.330572E-11	7.410188E-12	-3.589553E-11	
2.7E-05	-0.07035901	-4.33018E-11	7.400672E-12	-3.590113E-11	
2.8E-05	-0.07035907	-4.329795E-11	7.391289E-12	-3.590666E-11	
2.9E-05	-0.07035913	-4.329408E-11	7.382036E-12	-3.591205E-11	
3E-05	-0.07035918	-4.329025E-11	7.372913E-12	-3.591734E-11	
3.1E-05	-0.07035922	-4.328641E-11	7.363917E-12	-3.592249E-11	
3.2E-05	-0.07035927	-4.328262E-11	7.355044E-12	-3.592757E-11	
3.3E-05	-0.07035932	-4.327875E-11	7.346295E-12	-3.593245E-11	
3.4E-05	-0.07035937	-4.327495E-11	7.337668E-12	-3.593728E-11	
3.5E-05	-0.07035942	-4.327112E-11	7.329159E-12	-3.594196E-11	
3.6E-05	-0.07035947	-4.326732E-11	7.320768E-12	-3.594655E-11	
3.7E-05	-0.07035951	-4.326351E-11	7.312497E-12	-3.595101E-11	
3.8E-05	-0.07035955	-4.325972E-11	7.304338E-12	-3.595538E-11	
3.9E-05	-0.0703596	-4.325595E-11	7.296291E-12	-3.595966E-11	
4E-05	-0.07035963	-4.325212E-11	7.288358E-12	-3.596376E-11	
4.1E-05	-0.07035968	-4.324836E-11	7.280535E-12	-3.596782E-11	
4.2E-05	-0.07035972	-4.324456E-11	7.272819E-12	-3.597174E-11	
4.3E-05	-0.07035976	-4.324079E-11	7.265209E-12	-3.597558E-11	
4.4E-05	-0.0703598	-4.323703E-11	7.257705E-12	-3.597933E-11	
4.5E-05	-0.07035983	-4.323327E-11	7.250303E-12	-3.598297E-11	
4.6E-05	-0.07035986	-4.322952E-11	7.243002E-12	-3.598652E-11	
4.7E-05	-0.0703599	-4.32258E-11	7.235803E-12	-3.599E-11	
4.8E-05	-0.07035993	-4.322202E-11	7.228704E-12	-3.599332E-11	
4.9E-05	-0.07035996	-4.321831E-11	7.2217E-12	-3.599661E-11	
5E-05	-0.07036	-4.32146E-11	7.214793E-12	-3.59998E-11	
5.1E-05	-0.07036003	-4.321085E-11	7.207982E-12	-3.600287E-11	
5.2E-05	-0.07036006	-4.320713E-11	7.201266E-12	-3.600586E-11	
5.3E-05	-0.07036009	-4.320342E-11	7.19464E-12	-3.600878E-11	
5.4E-05	-0.07036012	-4.319974E-11	7.188104E-12	-3.601163E-11	
5.5E-05	-0.07036015	-4.319603E-11	7.18166E-12	-3.601437E-11	
5.6E-05	-0.07036017	-4.319231E-11	7.175305E-12	-3.601701E-11	
5.7E-05	-0.0703602	-4.318864E-11	7.169034E-12	-3.60196E-11	
5.8E-05	-0.07036022	-4.318492E-11	7.162851E-12	-3.602207E-11	
5.9E-05	-0.07036024	-4.318121E-11	7.156752E-12	-3.602446E-11	
6E-05	-0.07036027	-4.317753E-11	7.150737E-12	-3.60268E-11	
6.1E-05	-0.07036029	-4.317385E-11	7.144803E-12	-3.602905E-11	
6.2E-05	-0.07036031	-4.317019E-11	7.138951E-12	-3.603124E-11	
6.3E-05	-0.07036033	-4.316653E-11	7.133179E-12	-3.603335E-11	
6.4E-05	-0.07036036	-4.316286E-11	7.127485E-12	-3.603538E-11	
6.5E-05	-0.07036038	-4.315923E-11	7.121868E-12	-3.603736E-11	
6.6E-05	-0.07036039	-4.315557E-11	7.11633E-12	-3.603924E-11	
6.7E-05	-0.07036041	-4.315194E-11	7.110866E-12	-3.604108E-11	
6.8E-05	-0.07036043	-4.314828E-11	7.105478E-12	-3.604281E-11	
6.9E-05	-0.07036044	-4.314465E-11	7.100162E-12	-3.604449E-11	
7E-05	-0.07036046	-4.314103E-11	7.094918E-12	-3.604611E-11	
7.1E-05	-0.07036047	-4.31374E-11	7.089747E-12	-3.604765E-11	
7.2E-05	-0.07036049	-4.313377E-11	7.084647E-12	-3.604913E-11	
7.3E-05	-0.0703605	-4.313015E-11	7.079615E-12	-3.605053E-11	
7.4E-05	-0.07036052	-4.312652E-11	7.074651E-12	-3.605187E-11	
7.5E-05	-0.07036053	-4.312286E-11	7.069755E-12	-3.60531E-11	
7.6E-05	-0.07036054	-4.311923E-11	7.064927E-12	-3.605431E-11	
7.7E-05	-0.07036056	-4.311564E-11	7.060162E-12	-3.605547E-11	
7.8E-05	-0.07036056	-4.311202E-11	7.055463E-12	-3.605656E-11	
7.9E-05	-0.07036057	-4.310845E-11	7.050826E-12	-3.605763E-11	
8E-05	-0.07036059	-4.310487E-11	7.046253E-12	-3.605862E-11	
8.1E-05	-0.07036059	-4.310126E-11	7.041744E-12	-3.605952E-11	
8.2E-05	-0.0703606	-4.309769E-11	7.037293E-12	-3.606039E-11	
8.3E-05	-0.07036061	-4.309411E-11	7.032903E-12	-3.606121E-11	
8.4E-05	-0.07036062	-4.309053E-11	7.028571E-12	-3.606196E-11	
8.5E-05	-0.07036062	-4.308695E-11	7.0243E-12	-3.606265E-11	
8.6E-05	-0.07036063	-4.308337E-11	7.020087E-12	-3.606329E-11	
8.7E-05	-0.07036064	-4.30798E-11	7.01593E-12	-3.606387E-11	
8.8E-05	-0.07036064	-4.307623E-11	7.011831E-12	-3.606439E-11	
8.9E-05	-0.07036065	-4.307268E-11	7.007785E-12	-3.60649E-11	
9E-05	-0.07036065	-4.306911E-11	7.003795E-12	-3.606532E-11	
9.1E-05	-0.07036065	-4.306553E-11	6.999859E-12	-3.606567E-11	
9.2E-05	-0.07036065	-4.306199E-11	6.995976E-12	-3.606601E-11	
9.3E-05	-0.07036067	-4.305846E-11	6.992145E-12	-3.606632E-11	
9.4E-05	-0.07036067	-4.30549E-11	6.988366E-12	-3.606654E-11	
9.5E-05	-0.07036067	-4.305138E-11	6.984639E-12	-3.606674E-11	
9.6E-05	-0.07036068	-4.304785E-11	6.980962E-12	-3.606689E-11	
9.7E-05	-0.07036068	-4.304429E-11	6.977336E-12	-3.606696E-11	
9.8E-05	-0.07036068	-4.304077E-11	6.973758E-12	-3.6067E-11	
9.9E-05	-0.07036068	-4.303724E-11	6.970227E-12	-3.606702E-11	
0.0001	-0.07036068	-4.303372E-11	6.966744E-12	-3.606697E-11	
0.000101	-0.07036068	-4.303019E-11	6.963308E-12	-3.606688E-11	
0.000102	-0.07036067	-4.302667E-11	6.959919E-12	-3.606675E-11	
0.000103	-0.07036067	-4.302318E-11	6.956574E-12	-3.60666E-11	
0.000104	-0.07036067	-4.301965E-11	6.953276E-12	-3.606638E-11	
0.000105	-0.07036067	-4.301613E-11	6.950021E-12	-3.606611E-11	
0.000106	-0.07036065	-4.30126E-11	6.946811E-12	-3.606579E-11	
0.000107	-0.07036065	-4.300911E-11	6.943643E-12	-3.606547E-11	
0.000108	-0.07036065	-4.300559E-11	6.940517E-12	-3.606507E-11	
0.000109	-0.07036065	-4.300212E-11	6.937434E-12	-3.606468E-11	
0.00011	-0.07036064	-4.29986E-11	6.934393E-12	-3.606421E-11	
0.000111	-0.07036063	-4.299513E-11	6.931392E-12	-3.606374E-11	
0.000112	-0.07036063	-4.299166E-11	6.928433E-12	-3.606322E-11	
0.000113	-0.07036062	-4.298815E-11	6.925513E-12	-3.606264E-11	
0.000114	-0.07036062	-4.298467E-11	6.922632E-12	-3.606204E-11	
0.000115	-0.07036061	-4.29812E-11	6.919789E-12	-3.606141E-11	
0.000116	-0.07036061	-4.297773E-11	6.916984E-12	-3.606074E-11	
0.000117	-0.0703606	-4.297422E-11	6.914217E-12	-3.606E-11	
0.000118	-0.07036059	-4.297075E-11	6.911487E-12	-3.605926E-11	
0.000119	-0.07036059	-4.296727E-11	6.908795E-12	-3.605848E-11	
0.00012	-0.07036058	-4.29638E-11	6.906137E-12	-3.605766E-11	
0.000121	-0.07036056	-4.296033E-11	6.903517E-12	-3.605681E-11	
0.000122	-0.07036056	-4.295689E-11	6.900931E-12	-3.605596E-11	
0.000123	-0.07036055	-4.295342E-11	6.898381E-12	-3.605503E-11	
0.000124	-0.07036054	-4.294994E-11	6.895863E-12	-3.605408E-11	
0.000125	-0.07036053	-4.294649E-11	6.89338E-12	-3.60531E-11	
0.000126	-0.07036052	-4.294303E-11	6.89093E-12	-3.60521E-11	
0.000127	-0.07036051	-4.29396E-11	6.888512E-12	-3.605109E-11	
0.000128	-0.0703605	-4.293618E-11	6.886125E-12	-3.605006E-11	
0.000129	-0.07036049	-4.293273E-11	6.883773E-12	-3.604895E-11	
0.00013	-0.07036048	-4.29293E-11	6.881452E-12	-3.604785E-11	
0.000131	-0.07036047	-4.292585E-11	6.879162E-12	-3.604669E-11	
0.000132	-0.07036046	-4.292242E-11	6.876902E-12	-3.604552E-11	
0.000133	-0.07036044	-4.291897E-11	6.874672E-12	-3.60443E-11	
