Time	1Vm	Delayed_Rect_K	Fast_Na	1It	
0	-0.07037324	-4.501241E-11	7.687927E-12	-3.732448E-11	
1E-06	-0.07035626	-4.332499E-11	7.698605E-12	-3.562639E-11	
2E-06	-0.0703571	-4.339417E-11	7.683878E-12	-3.571029E-11	
3E-06	-0.07035712	-4.338311E-11	7.670514E-12	-3.57126E-11	
4E-06	-0.07035719	-4.337575E-11	7.657288E-12	-3.571846E-11	
5E-06	-0.07035724	-4.336823E-11	7.644254E-12	-3.572398E-11	
6E-06	-0.07035729	-4.336074E-11	7.631404E-12	-3.572934E-11	
7E-06	-0.07035735	-4.335325E-11	7.618739E-12	-3.573451E-11	
8E-06	-0.07035739	-4.334575E-11	7.606253E-12	-3.573949E-11	
9E-06	-0.07035744	-4.333831E-11	7.593945E-12	-3.574437E-11	
1E-05	-0.07035749	-4.333084E-11	7.58181E-12	-3.574903E-11	
1.1E-05	-0.07035754	-4.33234E-11	7.569848E-12	-3.575356E-11	
1.2E-05	-0.07035758	-4.331599E-11	7.558056E-12	-3.575793E-11	
1.3E-05	-0.07035762	-4.330857E-11	7.54643E-12	-3.576214E-11	
1.4E-05	-0.07035766	-4.330119E-11	7.534968E-12	-3.576622E-11	
1.5E-05	-0.0703577	-4.329376E-11	7.52367E-12	-3.57701E-11	
1.6E-05	-0.07035773	-4.328637E-11	7.51253E-12	-3.577384E-11	
1.7E-05	-0.07035777	-4.327903E-11	7.501547E-12	-3.577748E-11	
1.8E-05	-0.07035781	-4.327166E-11	7.490719E-12	-3.578094E-11	
1.9E-05	-0.07035784	-4.326431E-11	7.480043E-12	-3.578426E-11	
2E-05	-0.07035787	-4.325699E-11	7.469517E-12	-3.578747E-11	
2.1E-05	-0.0703579	-4.324967E-11	7.459141E-12	-3.579053E-11	
2.2E-05	-0.07035793	-4.324236E-11	7.44891E-12	-3.579345E-11	
2.3E-05	-0.07035796	-4.323506E-11	7.43882E-12	-3.579624E-11	
2.4E-05	-0.07035799	-4.322777E-11	7.428874E-12	-3.579889E-11	
2.5E-05	-0.07035802	-4.322047E-11	7.419068E-12	-3.58014E-11	
2.6E-05	-0.07035804	-4.321317E-11	7.409399E-12	-3.580377E-11	
2.7E-05	-0.07035806	-4.320593E-11	7.399864E-12	-3.580607E-11	
2.8E-05	-0.07035808	-4.319868E-11	7.390464E-12	-3.580822E-11	
2.9E-05	-0.0703581	-4.319144E-11	7.381195E-12	-3.581024E-11	
3E-05	-0.07035813	-4.318423E-11	7.372054E-12	-3.581217E-11	
3.1E-05	-0.07035814	-4.3177E-11	7.363044E-12	-3.581395E-11	
3.2E-05	-0.07035816	-4.31698E-11	7.354158E-12	-3.581565E-11	
3.3E-05	-0.07035817	-4.316261E-11	7.345397E-12	-3.581722E-11	
3.4E-05	-0.07035819	-4.315542E-11	7.336758E-12	-3.581867E-11	
3.5E-05	-0.0703582	-4.314825E-11	7.328239E-12	-3.582001E-11	
3.6E-05	-0.07035822	-4.314107E-11	7.319837E-12	-3.582124E-11	
3.7E-05	-0.07035822	-4.31339E-11	7.311555E-12	-3.582235E-11	
3.8E-05	-0.07035823	-4.312676E-11	7.303386E-12	-3.582337E-11	
3.9E-05	-0.07035825	-4.311963E-11	7.295331E-12	-3.58243E-11	
4E-05	-0.07035825	-4.311248E-11	7.28739E-12	-3.582509E-11	
4.1E-05	-0.07035826	-4.310535E-11	7.279558E-12	-3.582579E-11	
4.2E-05	-0.07035826	-4.309823E-11	7.271833E-12	-3.58264E-11	
4.3E-05	-0.07035827	-4.309116E-11	7.264214E-12	-3.582694E-11	
4.4E-05	-0.07035828	-4.308405E-11	7.256704E-12	-3.582735E-11	
4.5E-05	-0.07035828	-4.307695E-11	7.249296E-12	-3.582765E-11	
4.6E-05	-0.07035828	-4.306988E-11	7.241992E-12	-3.582789E-11	
4.7E-05	-0.07035828	-4.306282E-11	7.234787E-12	-3.582803E-11	
4.8E-05	-0.07035828	-4.305574E-11	7.227685E-12	-3.582805E-11	
4.9E-05	-0.07035828	-4.304868E-11	7.220677E-12	-3.582801E-11	
5E-05	-0.07035828	-4.304166E-11	7.213766E-12	-3.58279E-11	
5.1E-05	-0.07035828	-4.303463E-11	7.206952E-12	-3.582767E-11	
5.2E-05	-0.07035828	-4.30276E-11	7.200231E-12	-3.582737E-11	
5.3E-05	-0.07035827	-4.302056E-11	7.193605E-12	-3.582696E-11	
5.4E-05	-0.07035826	-4.301356E-11	7.187068E-12	-3.582649E-11	
5.5E-05	-0.07035826	-4.300657E-11	7.180622E-12	-3.582595E-11	
5.6E-05	-0.07035825	-4.299956E-11	7.174266E-12	-3.582529E-11	
5.7E-05	-0.07035825	-4.299257E-11	7.167997E-12	-3.582457E-11	
5.8E-05	-0.07035824	-4.298559E-11	7.161814E-12	-3.582378E-11	
5.9E-05	-0.07035823	-4.297862E-11	7.155715E-12	-3.582291E-11	
6E-05	-0.07035822	-4.297166E-11	7.149701E-12	-3.582196E-11	
6.1E-05	-0.07035821	-4.296469E-11	7.143769E-12	-3.582092E-11	
6.2E-05	-0.0703582	-4.295776E-11	7.137917E-12	-3.581984E-11	
6.3E-05	-0.07035819	-4.295081E-11	7.132147E-12	-3.581866E-11	
6.4E-05	-0.07035818	-4.29439E-11	7.126456E-12	-3.581744E-11	
6.5E-05	-0.07035816	-4.293695E-11	7.120843E-12	-3.58161E-11	
