Time	1	
0	-0.05253209	
0.0002	-0.05250244	
0.0004	-0.05249808	
0.0006	-0.05251487	
0.0008	-0.05254929	
0.0009999999	-0.05259837	
0.0012	-0.0526596	
0.0014	-0.05273083	
0.0016	-0.05281023	
0.0018	-0.05289625	
0.002	-0.05298758	
0.0022	-0.05308307	
0.0024	-0.05318176	
0.0026	-0.05328283	
0.0028	-0.05338558	
0.003	-0.05348941	
0.0032	-0.05359381	
0.0034	-0.05369836	
0.0036	-0.05380268	
0.0038	-0.05390648	
0.004	-0.05400948	
0.0042	-0.05411148	
0.0044	-0.05421229	
0.0046	-0.05431177	
0.0048	-0.05440979	
0.005	-0.05450624	
0.0052	-0.05460105	
0.0054	-0.05469416	
0.0056	-0.05478551	
0.0058	-0.05487507	
0.006	-0.05496281	
0.0062	-0.05504873	
0.0064	-0.05513279	
0.0066	-0.05521501	
0.0068	-0.05529539	
0.007	-0.05537394	
0.0072	-0.05545066	
0.0074	-0.05552558	
0.0076	-0.05559872	
0.0078	-0.05567009	
0.007999999	-0.05573972	
0.0082	-0.05580763	
0.0084	-0.05587385	
0.008599999	-0.05593841	
0.0088	-0.05600134	
0.009	-0.05606266	
0.0092	-0.05612241	
0.0094	-0.05618062	
0.0096	-0.05623732	
0.0098	-0.05629253	
0.01	-0.05634629	
0.0102	-0.05639863	
0.0104	-0.05644958	
0.0106	-0.05649917	
0.0108	-0.05654743	
0.011	-0.05659439	
0.0112	-0.05664008	
0.0114	-0.05668453	
0.0116	-0.05672778	
0.0118	-0.05676984	
0.012	-0.05681074	
0.0122	-0.05685053	
0.0124	-0.05688921	
0.0126	-0.05692682	
0.0128	-0.05696338	
0.013	-0.05699892	
0.0132	-0.05703348	
0.0134	-0.05706706	
0.0136	-0.05709969	
0.0138	-0.05713141	
0.014	-0.05716223	
0.0142	-0.05719218	
0.0144	-0.05722128	
0.0146	-0.05724955	
0.0148	-0.05727701	
0.015	-0.05730369	
0.0152	-0.0573296	
0.0154	-0.05735476	
0.0156	-0.0573792	
0.0158	-0.05740293	
0.016	-0.05742598	
0.0162	-0.05744836	
0.0164	-0.05747009	
0.0166	-0.05749119	
0.0168	-0.05751167	
0.017	-0.05753155	
0.0172	-0.05755085	
0.0174	-0.05756959	
0.0176	-0.05758777	
0.0178	-0.05760542	
0.018	-0.05762254	
0.0182	-0.05763916	
0.0184	-0.05765529	
0.0186	-0.05767093	
0.0188	-0.05768612	
0.019	-0.05770084	
0.0192	-0.05771513	
0.0194	-0.05772899	
0.0196	-0.05774244	
0.0198	-0.05775547	
0.02	-0.05776812	
0.0202	-0.05778039	
0.0204	-0.05779228	
0.0206	-0.05780381	
0.0208	-0.05781499	
0.021	-0.05782583	
0.0212	-0.05783634	
0.0214	-0.05784653	
0.0216	-0.05785641	
0.0218	-0.05786598	
0.022	-0.05787526	
