Time	1Vm	2Vm	
0.4698	-0.05607118	-0.05678469	
0.47	-0.05594558	-0.05656866	
0.4702	-0.05602049	-0.05661374	
0.4704	-0.05612757	-0.05659347	
0.4706	-0.05629465	-0.05633211	
0.4708	-0.05608528	-0.05610877	
0.471	-0.05601034	-0.05611442	
0.4712	-0.05597829	-0.05600032	
0.4714	-0.05577788	-0.05599012	
0.4716	-0.05593451	-0.05594367	
0.4718	-0.05611579	-0.05593695	
0.472	-0.05628188	-0.05599074	
0.4722	-0.05631951	-0.05580338	
0.4724	-0.05647644	-0.05568263	
0.4726	-0.05659403	-0.0557873	
0.4728	-0.05637141	-0.05587836	
0.473	-0.05627196	-0.05582738	
0.4732	-0.05641669	-0.05562519	
0.4734	-0.05633257	-0.05551928	
0.4736	-0.05638113	-0.05540026	
0.4738	-0.05645999	-0.05545124	
0.474	-0.05621677	-0.05524427	
0.4742	-0.05606243	-0.05505306	
0.4744	-0.05600675	0	
0.4746	-0.0560537	-0.05564432	
0.4748	-0.05609044	-0.05600065	
0.475	-0.05616527	-0.05633715	
0.4752	-0.05626972	-0.05680643	
0.4754	-0.05608904	-0.05703592	
0.4756	-0.05608491	-0.05721999	
0.4758	-0.05614969	-0.05744728	
0.476	-0.05628591	-0.05775996	
0.4762	-0.05636973	-0.05806211	
0.4764	-0.05619295	-0.05838091	
0.4766	-0.05604754	-0.05847463	
0.4768	-0.0560422	-0.05872962	
0.477	-0.05614069	-0.05862587	
0.4772	-0.05615732	-0.05876235	
0.4774	-0.05609572	-0.05868039	
0.4776	-0.05593897	-0.05850158	
0.4778	-0.05608582	-0.05839855	
0.478	-0.05588195	-0.0584384	
0.4782	-0.05594208	-0.05828603	
0.4784	-0.0560336	-0.05810685	
0.4786	-0.05587476	-0.0581519	
0.4788	-0.05577356	-0.05806721	
0.479	-0.05568301	-0.05796463	
0.4792	-0.05575529	-0.05794067	
0.4794	-0.05575765	-0.05786023	
0.4796	-0.05589761	-0.05788378	
0.4798	-0.05588991	-0.05777058	
0.48	-0.05592312	-0.05784992	
0.4802	-0.05569477	-0.05778585	
0.4804	-0.05572328	-0.05774229	
0.4806	-0.05577139	-0.05760732	
0.4808	-0.05578532	-0.05735927	
0.481	-0.05557925	-0.05733507	
0.4812	-0.05571923	-0.05740932	
0.4814	-0.05553586	-0.05726993	
0.4816	-0.05531587	-0.05736807	
0.4818	-0.05544756	-0.05741796	
0.482	-0.05558009	-0.0574183	
0.4822	-0.05538644	-0.05729837	
0.4824	-0.05555607	-0.05715111	
0.4826	-0.05549116	-0.05706108	
0.4828	-0.05526308	-0.05711196	
0.483	-0.05523004	-0.05714558	
0.4832	-0.05519483	-0.05694964	
0.4834	-0.0553568	-0.05667016	
0.4836	-0.05536079	-0.05653928	
0.4838	-0.05547021	-0.05629313	
0.484	-0.05560004	-0.05619257	
0.4842	-0.05567337	-0.05613136	
0.4844	-0.05554632	-0.05616298	
0.4846	-0.05565751	-0.05606305	
0.4848	-0.05557232	-0.05597441	
0.485	-0.05551412	-0.05591407	
0.4852	-0.05541337	-0.05579644	
0.4854	-0.05528193	-0.05567655	
0.4856	-0.05541582	-0.05573	
0.4858	-0.05523611	-0.05549107	
0.486	-0.05513238	-0.05527549	
0.4862	-0.05526607	-0.05526588	
0.4864	-0.05509484	-0.05503017	
0.4866	-0.05510588	0	
0.4868	-0.05508	-0.05546837	
0.487	-0.05509466	-0.05610364	
0.4872	0	-0.05661021	
0.4874	-0.05534272	-0.05757784	
0.4876	-0.05572587	-0.05846496	
0.4878	-0.05625997	-0.05897001	
0.488	-0.05652551	-0.0595826	
0.4882	-0.05700951	-0.05988404	
0.4884	-0.05721926	-0.06036457	
0.4886	-0.05751642	-0.06081734	
0.4888	-0.0578821	-0.06113437	
0.489	-0.05798895	-0.06116038	
0.4892	-0.05807915	-0.06155754	
0.4894	-0.05825256	-0.06153217	
0.4896	-0.05853083	-0.06157497	
0.4898	-0.0586667	-0.06168986	
0.49	-0.05855418	-0.06182764	
0.4902	-0.05874947	-0.06179845	
0.4904	-0.05871177	-0.06181107	
0.4906	-0.05892904	-0.06170447	
0.4908	-0.05889999	-0.06170393	
0.491	-0.05890704	-0.06161347	
0.4912	-0.0589231	-0.06151052	
0.4914	-0.05890804	-0.0616559	
0.4916	-0.05887215	-0.06176576	
0.4918	-0.05898009	-0.06168419	
0.492	-0.05885863	-0.06178345	
0.4922	-0.05876101	-0.06171131	
0.4924	-0.05886891	-0.06155273	
0.4926	-0.0587892	-0.06147156	
0.4928	-0.0588535	-0.06163379	
0.493	-0.05869444	-0.06179604	
0.4932	-0.05857792	-0.06172315	
0.4934	-0.05838935	-0.0615149	
0.4936	-0.05820104	-0.06168558	
0.4938	-0.05834449	-0.06168682	
0.494	-0.05814032	-0.06186033	
0.4942	-0.05820051	-0.06179555	
0.4944	-0.05811508	-0.06181025	
0.4946	-0.05802998	-0.06193696	
0.4948	-0.05782029	-0.06195618	
0.495	-0.05789379	-0.06205611	
0.4952	-0.05785101	-0.06182124	
0.4954	-0.05763904	-0.06194514	
0.4956	-0.05743773	-0.06178247	
0.4958	-0.05726413	-0.06173865	
0.496	-0.0573488	-0.0617959	
0.4962	-0.05710297	-0.06176572	
0.4964	-0.05685116	-0.06154637	
0.4966	-0.05674801	-0.0613589	
0.4968	-0.05684984	-0.06128591	
0.497	-0.05696785	-0.06137117	
0.4972	-0.05703314	-0.06149909	
0.4974	-0.05695273	-0.06140194	
0.4976	-0.05677387	-0.06123012	
0.4978	-0.05660294	-0.06113125	
0.498	-0.05656898	-0.06120792	
0.4982	-0.05664724	-0.06096761	
0.4984	-0.05652173	-0.06110257	
0.4986	-0.05663302	-0.06092852	
0.4988	-0.05642317	-0.06077648	
0.499	-0.0562332	-0.06056075	
0.4992	-0.05626191	-0.06053746	
0.4994	-0.05622637	-0.06065626	
0.4996	-0.05628865	-0.06052825	
0.4998	-0.0562356	-0.06060689	
0.5	-0.05606551	-0.06040691	
0.5002	-0.05586291	-0.06017591	
0.5004	-0.05589615	-0.05998742	
0.5006	-0.05571689	-0.06004918	
0.5008	-0.05551449	-0.0601418	
0.501	-0.05548283	-0.06029634	
0.5012	-0.05530122	-0.06044545	
0.5014	-0.05546435	-0.06049881	
0.5016	-0.05552708	-0.06049717	
0.5018	-0.05552351	-0.06037327	
0.502	-0.05565185	-0.06023699	
0.5022	-0.05544843	-0.06033985	
0.5024	-0.05541021	-0.06029706	
0.5026	-0.05555264	-0.06010932	
0.5028	-0.05535527	-0.05995348	
0.503	-0.05513673	-0.05997968	
0.5032	-0.0552034	-0.06007712	
0.5034	-0.05535938	-0.0599831	
0.5036	-0.05520196	-0.05986853	
0.5038	-0.0553018	-0.05964599	
0.504	-0.05521281	-0.05974271	
0.5042	-0.05511371	-0.05953576	
0.5044	-0.05515535	-0.05947198	
0.5046	-0.05527297	-0.05925364	
0.5048	-0.05517252	-0.05924461	
0.505	-0.05529291	-0.05911051	
0.5052	-0.05523227	-0.059066	
0.5054	-0.05509034	-0.05911998	
0.5056	0	-0.0589645	
0.5058	-0.05567089	-0.05930042	
0.506	-0.05612781	-0.05958542	
0.5062	-0.05662467	-0.05977803	
0.5064	-0.05685484	-0.06015418	
0.5066	-0.05712587	-0.06049096	
0.5068	-0.05751971	-0.0606737	
0.507	-0.05779367	-0.06081924	
0.5072	-0.05784829	-0.06119975	
0.5074	-0.05794456	-0.06121355	
0.5076	-0.05799047	-0.06133731	
0.5078	-0.05805124	-0.06158458	
0.508	-0.05806992	-0.06155316	
0.5082	-0.05824454	-0.06173453	
0.5084	-0.05836505	-0.06181436	
0.5086	-0.05842629	-0.06192996	
0.5088	-0.05839981	-0.06204947	
0.509	-0.05833549	-0.06230309	
0.5092	-0.05834623	-0.06227695	
0.5094	-0.05821841	-0.06249303	
0.5096	-0.05842346	-0.06252331	
0.5098	-0.05839029	-0.06235426	
0.51	-0.05824821	-0.06226731	
0.5102	-0.05805048	-0.0624795	
0.5104	-0.05795	-0.06232428	
0.5106	-0.05783454	-0.06245407	
0.5108	-0.05774731	-0.06236837	
0.511	-0.0575844	-0.06246463	
0.5112	-0.0573799	-0.06231285	
0.5114	-0.05728798	-0.06232372	
0.5116	-0.05738309	-0.06227331	
0.5118	-0.05730491	-0.06239644	
0.512	-0.05719378	-0.06231178	
0.5122	-0.0570903	-0.06246304	
0.5124	-0.05704694	-0.06225119	
0.5126	-0.05713106	-0.06211889	
0.5128	-0.05713727	-0.06196029	
0.513	-0.0571513	-0.06194636	
0.5132	-0.05694633	-0.06208194	
0.5134	-0.05706279	-0.06210012	
0.5136	-0.05703909	-0.06210293	
0.5138	-0.05716453	-0.06219248	
0.514	-0.05692485	-0.06231841	
0.5142	-0.05698882	-0.06234649	
0.5144	-0.05697408	-0.06226612	
0.5146	-0.0570798	-0.06210129	
0.5148	-0.05707166	-0.06197631	
0.515	-0.05712968	-0.06198806	
0.5152	-0.05693147	-0.06211463	
0.5154	-0.0567142	-0.06223491	
0.5156	-0.05681653	-0.06209252	
0.5158	-0.05686409	-0.06194296	
0.516	-0.05671144	-0.06176259	
0.5162	-0.05663857	-0.06167915	
0.5164	-0.05636309	-0.06150534	
0.5166	-0.05630155	-0.06148539	
0.5168	-0.0563511	-0.06134494	
0.517	-0.05613371	-0.06151166	
0.5172	-0.05609512	-0.06154225	
0.5174	-0.05618351	-0.06160108	
0.5176	-0.0561121	-0.06142069	
0.5178	-0.0560273	-0.06155599	
0.518	-0.05601526	-0.06144646	
0.5182	-0.0558734	-0.06156027	
0.5184	-0.05572464	-0.06157048	
0.5186	-0.05568628	-0.06173274	
0.5188	-0.05551635	-0.06178856	
0.519	-0.05530066	-0.06159553	
0.5192	-0.05523286	-0.06162206	
0.5194	-0.05520378	-0.06162612	
0.5196	0	-0.06161005	
0.5198	-0.05552584	-0.06190305	
0.52	-0.05603831	-0.06226575	
0.5202	-0.05641517	-0.0625847	
0.5204	-0.05692058	-0.06260386	
0.5206	-0.05713118	-0.06294402	
0.5208	-0.0575475	-0.06323843	
0.521	-0.05770592	-0.06317968	
0.5212	-0.05779753	-0.06331687	
0.5214	-0.05804533	-0.06325776	
0.5216	-0.05815432	-0.06349943	
0.5218	-0.05831353	-0.06362353	
0.522	-0.05847258	-0.06376719	
0.5222	-0.0585034	-0.06373644	
0.5224	-0.05870116	-0.06382339	
0.5226	-0.05890229	-0.06378887	
0.5228	-0.05906213	-0.06374187	
0.523	-0.05894386	-0.06393427	
0.5232	-0.05879099	-0.06391574	
0.5234	-0.05870904	-0.064011	
0.5236	-0.05866543	-0.0639495	
0.5238	-0.05851397	-0.06396618	
0.524	-0.05843662	-0.06395017	
0.5242	-0.05840279	-0.0639279	
0.5244	-0.05841402	-0.06398364	
0.5246	-0.05854737	-0.0637608	
0.5248	-0.05848654	-0.06376483	
0.525	-0.05844324	-0.06362707	
0.5252	-0.05818686	-0.06372564	
0.5254	-0.05822298	-0.06377307	
0.5256	-0.05806951	-0.06393534	
0.5258	-0.05794758	-0.06400552	
0.526	-0.05798593	-0.06411464	
0.5262	-0.057839	-0.06417908	
0.5264	-0.05785346	-0.06422745	
0.5266	-0.05760448	-0.06415	
0.5268	-0.05751137	-0.06424075	
0.527	-0.05734071	-0.06426724	
0.5272	-0.05732671	-0.06435265	
0.5274	-0.05742031	-0.06432477	
0.5276	-0.0575384	-0.06403165	
0.5278	-0.05728959	-0.06380155	
0.528	-0.05715178	-0.06359857	
0.5282	-0.05721599	-0.06374677	
0.5284	-0.05711449	-0.0638053	
0.5286	-0.05696602	-0.06374696	
0.5288	-0.05682839	-0.06373817	
0.529	-0.05687289	-0.06362244	
0.5292	-0.05680308	-0.06355634	
0.5294	-0.05668313	-0.06354643	
0.5296	-0.05675102	-0.06363609	
0.5298	-0.05676314	-0.06352891	
0.53	-0.056763	-0.0633809	
0.5302	-0.05660419	-0.06343179	
0.5304	-0.0566153	-0.06338204	
0.5306	-0.05668388	-0.06334987	
0.5308	-0.05640855	-0.0634135	
0.531	-0.05640643	-0.06334142	
0.5312	-0.05630361	-0.06338207	
0.5314	-0.05639653	-0.06345324	
0.5316	-0.05632517	-0.0632876	
0.5318	-0.05627608	-0.06309773	
0.532	-0.05617933	-0.06289099	
0.5322	-0.05596925	-0.06288809	
0.5324	-0.05591094	-0.06270558	
0.5326	-0.05579766	-0.06284034	
0.5328	-0.05586394	-0.06271654	
0.533	-0.055961	-0.06252664	
0.5332	-0.05606041	-0.06263294	
0.5334	-0.05610395	-0.0626954	
0.5336	-0.05586746	-0.06265789	
0.5338	-0.05567511	-0.06277728	
0.534	-0.05568326	-0.06292809	
0.5342	-0.05557926	-0.06275132	
0.5344	-0.05548561	-0.06268595	
0.5346	-0.05525931	-0.06280853	
0.5348	-0.0553513	-0.06296314	
0.535	-0.05524411	-0.06300946	
0.5352	0	-0.06279903	
0.5354	-0.05532981	-0.06290729	
0.5356	-0.05591774	-0.06298631	
0.5358	-0.05614099	-0.06320348	
0.536	-0.05652083	-0.0632153	
0.5362	-0.05674127	-0.06321561	
0.5364	-0.05704052	-0.06356491	
0.5366	-0.05723473	-0.06350664	
0.5368	-0.05726111	-0.06370998	
0.537	-0.05746607	-0.06360808	
0.5372	-0.05775822	-0.06354631	
0.5374	-0.05805542	-0.06355575	
0.5376	-0.05826521	-0.06382496	
0.5378	-0.05831501	-0.0638038	
0.538	-0.05840446	-0.06375026	
0.5382	-0.05830411	-0.06389172	
0.5384	-0.05834218	-0.06400727	
0.5386	-0.05820794	-0.06408293	
0.5388	-0.05822684	-0.06394441	
0.539	-0.05817962	-0.06402335	
0.5392	-0.05809127	-0.06416138	
0.5394	-0.05828603	-0.06432118	
0.5396	-0.05815082	-0.06439378	
0.5398	-0.05802407	-0.06455887	
0.54	-0.05801279	-0.06459381	
0.5402	-0.05815515	-0.06461587	
0.5404	-0.05823645	-0.06464817	
0.5406	-0.05827055	-0.0646766	
0.5408	-0.05829236	-0.06447881	
0.541	-0.0583332	-0.06441487	
0.5412	-0.05826815	-0.06422652	
0.5414	-0.05801478	-0.06422282	
0.5416	-0.05812474	-0.06431029	
0.5418	-0.05813162	-0.06419807	
0.542	-0.05800845	-0.06429156	
0.5422	-0.05774741	-0.06417055	
0.5424	-0.05775361	-0.06418719	
0.5426	-0.05755416	-0.0640027	
0.5428	-0.05727416	-0.06385877	
0.543	-0.0572273	-0.06389924	
0.5432	-0.05701532	-0.06394318	
0.5434	-0.05709	-0.06403112	
0.5436	-0.05684002	-0.06404862	
0.5438	-0.05689955	-0.06406612	
0.544	-0.0569547	-0.06412704	
0.5442	-0.05671617	-0.06418975	
0.5444	-0.05677775	-0.06405287	
0.5446	-0.05670886	-0.06406181	
0.5448	-0.05661076	-0.06418705	
0.545	-0.05640044	-0.06402215	
0.5452	-0.05645525	-0.06415954	
0.5454	-0.05637363	-0.06409118	
0.5456	-0.05646075	-0.06395509	
0.5458	-0.05621066	-0.06397413	
0.546	-0.05628014	-0.06386822	
0.5462	-0.05634429	-0.06363246	
0.5464	-0.05619804	-0.06354275	
0.5466	-0.0560404	-0.06355613	
0.5468	-0.05578716	-0.06333069	
0.547	-0.05586521	-0.06337226	
0.5472	-0.05597968	-0.0633003	
0.5474	-0.05608544	-0.06328274	
0.5476	-0.05591093	-0.06310239	
0.5478	-0.05587553	-0.06323224	
0.548	-0.05559777	-0.06303658	
0.5482	-0.05533744	-0.06304055	
0.5484	-0.05545487	-0.0628951	
0.5486	-0.05553537	-0.06309408	
0.5488	-0.05536029	-0.06312674	
0.549	-0.05541668	-0.06304882	
0.5492	-0.05538296	-0.06314895	
0.5494	-0.05529252	-0.06300635	
0.5496	-0.05505289	-0.06317043	
0.5498	0	-0.06333526	
0.55	-0.05546365	-0.06368431	
0.5502	-0.05598867	-0.06400066	
0.5504	-0.05618632	-0.06414086	
0.5506	-0.05652482	-0.06413733	
0.5508	-0.05681054	-0.06410649	
0.551	-0.05692098	-0.06438795	
0.5512	-0.05725521	-0.0643532	
0.5514	-0.05749344	-0.06424453	
0.5516	-0.05770428	-0.06444725	
0.5518	-0.05786127	-0.0646094	
0.552	-0.05807929	-0.06470872	
0.5522	-0.05821592	-0.06462606	
0.5524	-0.05829985	-0.06476977	
0.5526	-0.0584912	-0.06493936	
0.5528	-0.05852314	-0.06495657	
0.553	-0.05864398	-0.0649038	
0.5532	-0.05848803	-0.06470428	
0.5534	-0.05849105	-0.06460632	
0.5536	-0.05858295	-0.06475234	
0.5538	-0.05843687	-0.06491838	
0.554	-0.05822979	-0.06496009	
0.5542	-0.05803589	-0.06500018	
0.5544	-0.05796657	-0.06503943	
0.5546	-0.05793979	-0.06498589	
0.5548	-0.05791435	-0.06504393	
0.555	-0.05778573	-0.06491457	
0.5552	-0.0577551	-0.06474616	
0.5554	-0.05777643	-0.06460834	
0.5556	-0.05770968	-0.06439609	
0.5558	-0.05762289	-0.0641887	
0.556	-0.0577482	-0.06424965	
0.5562	-0.05779652	-0.06432208	
0.5564	-0.0576711	-0.06428073	
0.5566	-0.05776114	-0.0644028	
0.5568	-0.05783135	-0.06448235	
0.557	-0.05765098	-0.06449021	
0.5572	-0.05757166	-0.06440423	
0.5574	-0.05730839	-0.06440707	
0.5576	-0.05742086	-0.06417222	
0.5578	-0.05750356	-0.06426825	
0.558	-0.05746507	-0.06404661	
0.5582	-0.05750776	-0.064191	
0.5584	-0.05733578	-0.06436463	
0.5586	-0.05741014	-0.06439056	
0.5588	-0.057307	-0.06426236	
0.559	-0.05708323	-0.06436342	
0.5592	-0.05716549	-0.06432851	
0.5594	-0.05691749	-0.06430642	
0.5596	-0.05694335	-0.06412631	
0.5598	-0.05699557	-0.0639609	
0.56	-0.05679016	-0.06385102	
0.5602	-0.05649707	-0.06398356	
0.5604	-0.05638357	-0.0639272	
0.5606	-0.05642175	-0.06384135	
0.5608	-0.05646078	-0.0636851	
0.561	-0.05617689	-0.06374516	
0.5612	-0.05595548	-0.0637992	
0.5614	-0.05573422	-0.06358939	
0.5616	-0.05585487	-0.06355843	
0.5618	-0.05589201	-0.06353593	
0.562	-0.0558488	-0.06368729	
0.5622	-0.05567592	-0.06385129	
0.5624	-0.05569667	-0.06365862	
0.5626	-0.05573979	-0.06369048	
0.5628	-0.055452	-0.06383222	
0.563	-0.05524117	-0.06372463	
0.5632	-0.05523985	-0.06370603	
0.5634	-0.05532958	-0.06366011	
0.5636	-0.05531469	-0.06345201	
0.5638	-0.05506834	-0.06341062	
0.564	-0.0550689	-0.06327331	
0.5642	0	-0.06313751	
0.5644	-0.05551428	-0.06325448	
0.5646	-0.05600292	-0.0635446	
0.5648	-0.05628704	-0.06385267	
0.565	-0.0564342	-0.06411845	
0.5652	-0.05675213	-0.06419638	
0.5654	-0.05686638	-0.06415556	
0.5656	-0.05707221	-0.06438323	
0.5658	-0.05724681	-0.06461767	
0.566	-0.05734011	-0.06469068	
0.5662	-0.0575431	-0.06490199	
0.5664	-0.05770959	-0.06471328	
0.5666	-0.05785135	-0.06476729	
0.5668	-0.05789044	-0.06459658	
0.567	-0.0578179	-0.06481612	
0.5672	-0.05768779	-0.06489398	
0.5674	-0.05766992	-0.06468163	
0.5676	-0.05786518	-0.06464563	
0.5678	-0.05796421	-0.06461997	
0.568	-0.05807425	-0.06448206	
0.5682	-0.05797676	-0.06436858	
0.5684	-0.05804019	-0.06430345	
0.5686	-0.05812479	-0.0642254	
0.5688	-0.05796295	-0.06409163	
0.569	-0.05788669	-0.064329	
0.5692	-0.05803312	-0.06416945	
0.5694	-0.05797299	-0.06427617	
0.5696	-0.0580558	-0.06417694	
0.5698	-0.05787755	-0.06423723	
0.57	-0.0579244	-0.0642987	
0.5702	-0.05797051	-0.06435388	
0.5704	-0.05806843	-0.06455413	
0.5706	-0.05810991	-0.06438157	
0.5708	-0.05807664	-0.06429036	
0.571	-0.05800296	-0.06441977	
0.5712	-0.05795209	-0.06461094	
0.5714	-0.0577313	-0.06469146	
0.5716	-0.05781186	-0.06465332	
0.5718	-0.05754766	-0.06467232	
0.572	-0.05754555	-0.06474034	
0.5722	-0.05746554	-0.06485949	
0.5724	-0.05721955	-0.06489151	
0.5726	-0.05719876	-0.06466933	
0.5728	-0.05723119	-0.06460661	
0.573	-0.05697745	-0.06470358	
0.5732	-0.05692431	-0.06477299	
0.5734	-0.05681702	-0.0647454	
0.5736	-0.05690448	-0.0646652	
0.5738	-0.05672175	-0.06448035	
0.574	-0.05668683	-0.06424093	
0.5742	-0.05676328	-0.06431608	
0.5744	-0.05684092	-0.0642133	
0.5746	-0.05679299	-0.0643076	
0.5748	-0.05677506	-0.06436179	
0.575	-0.0566541	-0.06418185	
0.5752	-0.0567264	-0.06410246	
0.5754	-0.05644362	-0.06416184	
0.5756	-0.05631975	-0.06401101	
0.5758	-0.05624755	-0.0641263	
0.576	-0.056054	-0.06409259	
0.5762	-0.05590095	-0.06386524	
0.5764	-0.05592085	-0.06366524	
0.5766	-0.05598297	-0.06379449	
0.5768	-0.05583929	-0.06373015	
0.577	-0.05587571	-0.06387194	
0.5772	-0.05583956	-0.06393336	
0.5774	-0.05575663	-0.06381483	
0.5776	-0.05578116	-0.06388509	
0.5778	-0.05580183	-0.0639638	
0.578	-0.05570307	-0.06381541	
0.5782	-0.05545549	-0.06362793	
0.5784	-0.05544863	-0.06347454	
0.5786	-0.05548675	-0.06365091	
0.5788	-0.05556323	-0.06351864	
0.579	-0.05543523	-0.06338065	
0.5792	-0.05515595	-0.06326054	
0.5794	-0.05522428	-0.06308214	
0.5796	-0.0551457	-0.06296963	
0.5798	0	-0.06291552	
0.58	-0.05540523	-0.06325621	
0.5802	-0.0556468	-0.06347094	
0.5804	-0.05602955	-0.06376866	
0.5806	-0.05643203	-0.06413653	
0.5808	-0.05670606	-0.06426695	
0.581	-0.0569412	-0.06433888	
0.5812	-0.05727127	-0.06462358	
0.5814	-0.05743258	-0.06464196	
0.5816	-0.05771502	-0.06453465	
0.5818	-0.05778803	-0.06459548	
0.582	-0.05789978	-0.0647259	
0.5822	-0.05797773	-0.06485371	
0.5824	-0.05803017	-0.06491466	
0.5826	-0.05812566	-0.06478933	
0.5828	-0.05797952	-0.06494337	
0.583	-0.05816704	-0.06491821	
0.5832	-0.05830522	-0.0650395	
0.5834	-0.05818813	-0.06500539	
0.5836	-0.05800864	-0.06480303	
0.5838	-0.05856768	-0.06479762	
0.584	-0.05900517	-0.06471572	
0.5842	-0.05944634	-0.06476126	
0.5844	-0.0597329	-0.064786	
0.5846	-0.05986225	-0.06472065	
0.5848	-0.0602067	-0.06456543	
0.585	-0.06056783	-0.06468531	
0.5852	-0.06064293	-0.06459135	
0.5854	-0.06084079	-0.06453168	
0.5856	-0.06091221	-0.0644577	
0.5858	-0.06119429	-0.06427822	
0.586	-0.06133837	-0.06414023	
0.5862	-0.0614937	-0.06408373	
0.5864	-0.06143118	-0.0642902	
0.5866	-0.06135224	-0.06440061	
0.5868	-0.06150427	-0.06446385	
0.587	-0.06171994	-0.06428717	
0.5872	-0.06183706	-0.06420185	
0.5874	-0.06181506	-0.06403439	
0.5876	-0.06181158	-0.06392908	
0.5878	-0.06166879	-0.06385014	
0.588	-0.06168002	-0.06407306	
0.5882	-0.06156586	-0.06423172	
0.5884	-0.06166844	-0.06410407	
0.5886	-0.06153382	-0.06420083	
0.5888	-0.06164592	-0.06429602	
0.589	-0.06157407	-0.06435625	
0.5892	-0.06150591	-0.06424423	
0.5894	-0.06148762	-0.06424957	
0.5896	-0.06131266	-0.06428628	
0.5898	-0.06146007	-0.06407331	
0.59	-0.06136252	-0.06388484	
0.5902	-0.06117917	-0.06397109	
0.5904	-0.06113443	-0.06401625	
0.5906	-0.06116281	-0.06389614	
0.5908	-0.06113672	-0.0641008	
0.591	-0.06108825	-0.06416003	
0.5912	-0.06091636	-0.06420108	
0.5914	-0.06101565	-0.06424501	
0.5916	-0.06112941	-0.06430691	
0.5918	-0.06097808	-0.06443609	
0.592	-0.06109201	-0.06454965	
0.5922	-0.06101819	-0.0643055	
0.5924	-0.06095419	-0.06439636	
0.5926	-0.06097712	-0.06415136	
0.5928	-0.06105811	-0.06419194	
0.593	-0.06100443	-0.06425513	
0.5932	-0.06098012	-0.06412508	
0.5934	-0.06112561	-0.0642766	
0.5936	-0.06112536	-0.06419153	
0.5938	-0.06124118	-0.06426186	
0.594	-0.06103583	-0.06437051	
0.5942	-0.06097585	-0.06443403	
0.5944	-0.06099936	-0.06437674	
0.5946	-0.06103471	-0.06415459	
0.5948	-0.06108115	-0.06423163	
0.595	-0.06085626	-0.06432319	
0.5952	-0.06088134	-0.06443384	
0.5954	-0.06088021	-0.0642277	
0.5956	-0.06083762	-0.064012	
0.5958	-0.06071482	-0.06393589	
0.596	-0.06056352	-0.06394311	
0.5962	-0.06047927	-0.06399575	
0.5964	-0.06057346	-0.06406836	
0.5966	-0.06063161	-0.06385902	
0.5968	-0.06045215	-0.06390502	
0.597	-0.06053335	-0.06379882	
0.5972	-0.06061652	-0.06371316	
0.5974	-0.06067336	-0.06379931	
0.5976	-0.06050629	-0.06375988	
0.5978	-0.06048127	-0.06387278	
0.598	-0.06028322	-0.06361095	
0.5982	-0.06021548	-0.06360488	
0.5984	-0.06007994	-0.06369586	
0.5986	-0.06007693	-0.06378182	
0.5988	-0.06012169	-0.063586	
0.599	-0.06003827	-0.06342354	
0.5992	-0.06004366	-0.06324631	
0.5994	-0.06009501	-0.06311257	
0.5996	-0.05997876	-0.06294401	
0.5998	-0.06002651	-0.06277473	
0.6	-0.05981337	-0.06295335	
0.6002	-0.05971887	-0.06287348	
0.6004	-0.05966903	-0.06281731	
0.6006	-0.05957175	-0.06262033	
0.6008	-0.05952166	-0.06256913	
0.601	-0.05951118	-0.06265422	
0.6012	-0.05952428	-0.0626184	
0.6014	-0.05955413	-0.06253209	
0.6016	-0.05943332	-0.06236035	
0.6018	-0.05950606	-0.06257446	
0.602	-0.05928473	-0.06261202	
0.6022	-0.05933233	-0.06271624	
0.6024	-0.05955258	-0.06252775	
0.6026	-0.05987936	-0.06247631	
0.6028	-0.06032202	-0.06265811	
0.603	-0.06064199	-0.06270182	
0.6032	-0.06075847	-0.06249555	
0.6034	-0.06094117	-0.06235188	
0.6036	-0.06117313	-0.06236217	
0.6038	-0.06151162	-0.06236498	
0.604	-0.06154181	-0.0625653	
0.6042	-0.0617488	-0.06236696	
0.6044	-0.06198139	-0.0623232	
0.6046	-0.0620703	-0.06230981	
0.6048	-0.06198753	-0.06235119	
0.605	-0.06214755	-0.06232341	
0.6052	-0.06203196	-0.06222828	
0.6054	-0.06205659	-0.06211895	
0.6056	-0.06218402	-0.06210729	
0.6058	-0.06240606	-0.06211162	
0.606	-0.0626142	-0.06230865	
0.6062	-0.06278411	-0.06219688	
0.6064	-0.06292351	-0.06207164	
0.6066	-0.06308956	-0.06208263	
0.6068	-0.06305325	-0.0622565	
0.607	-0.06298565	-0.06238752	
0.6072	-0.06300779	-0.06236502	
0.6074	-0.06276826	-0.06238842	
0.6076	-0.06265806	-0.06254917	
0.6078	-0.06258895	-0.06254073	
0.608	-0.06256127	-0.06230278	
0.6082	-0.06258634	-0.06245327	
0.6084	-0.06261247	-0.06220435	
0.6086	-0.06252986	-0.06219113	
0.6088	-0.06266262	-0.06228018	
0.609	-0.06262774	-0.06226308	
0.6092	-0.06271569	-0.06229888	
0.6094	-0.06282987	-0.06222972	
0.6096	-0.06260785	-0.06232596	
0.6098	-0.06252904	-0.06231689	
0.61	-0.06258282	-0.06220994	
0.6102	-0.06243116	-0.0620619	
0.6104	-0.06231245	-0.06213361	
0.6106	-0.06232825	-0.06212869	
0.6108	-0.06243343	-0.0619083	
0.611	-0.06251271	-0.06179953	
0.6112	-0.06254704	-0.0618389	
0.6114	-0.06237088	-0.06192148	
