Time	1Vm	2Vm	
0.8918	-0.06397002	-0.05789101	
0.892	-0.06373393	-0.05774672	
0.8922	-0.06390887	-0.05784294	
0.8924	-0.06370919	-0.05768977	
0.8926	-0.06386475	-0.0577727	
0.8928	-0.06400545	-0.05791596	
0.893	-0.06402519	-0.05779099	
0.8932	-0.06413997	-0.05775632	
0.8934	-0.06402877	-0.0578327	
0.8936	-0.0637949	-0.05794727	
0.8938	-0.06384806	-0.05811926	
0.894	-0.06391238	-0.05816005	
0.8942	-0.06380587	-0.05815025	
0.8944	-0.06355886	-0.05804301	
0.8946	-0.06360895	-0.05786128	
0.8947999	-0.06392117	-0.05792773	
0.895	-0.06411731	-0.05804497	
0.8952	-0.06411859	-0.05789431	
0.8954	-0.06419432	-0.05768174	
0.8956	-0.06448786	-0.05747726	
0.8958	-0.06464875	-0.05755352	
0.896	-0.06472618	-0.05757674	
0.8962	-0.0646866	-0.05753119	
0.8964	-0.06458035	-0.05770544	
0.8965999	-0.06448142	-0.05783313	
0.8968	-0.06445073	-0.05762554	
0.897	-0.06463666	-0.05750694	
0.8972	-0.06484991	-0.05766524	
0.8974	-0.06491049	-0.05776583	
0.8976	-0.06469947	-0.05789644	
0.8978	-0.0648803	-0.05787587	
0.898	-0.06477242	-0.05767607	
0.8982	-0.06459232	-0.05765124	
0.8983999	-0.06473944	-0.05767247	
0.8986	-0.06466883	-0.05748699	
0.8988	-0.06471707	-0.05753118	
0.899	-0.06471218	-0.0573236	
0.8992	-0.06461243	-0.05745675	
0.8994	-0.06462626	-0.05760968	
0.8996	-0.06471209	-0.05775665	
0.8998	-0.06486619	-0.0575315	
0.9	-0.06477949	-0.05752069	
0.9001999	-0.06478535	-0.05739287	
0.9004	-0.06479269	-0.05730329	
0.9006	-0.06463936	-0.05721863	
0.9008	-0.0645986	-0.05703201	
0.901	-0.06474467	-0.05712763	
0.9012	-0.06472032	-0.05701514	
0.9014	-0.06456965	-0.05717619	
0.9016	-0.06440942	-0.05698303	
0.9018	-0.06458987	-0.05684801	
0.902	-0.06463706	-0.05702485	
0.9022	-0.06456422	-0.05713515	
0.9024	-0.06469983	-0.05692667	
0.9026	-0.06476396	-0.05706333	
0.9028	-0.06453446	-0.05691039	
0.903	-0.06463726	-0.05677032	
0.9032	-0.06470811	-0.05662173	
0.9034	-0.06479463	-0.05673299	
0.9036	-0.06469958	-0.05656743	
0.9038	-0.06446944	-0.05643901	
0.904	-0.06427196	-0.05649708	
0.9042	-0.0640627	-0.05657511	
0.9044	-0.06414094	-0.05670625	
0.9046	-0.06407411	-0.05660684	
0.9048	-0.06413571	-0.05642547	
0.905	-0.06424937	-0.05651019	
0.9052	-0.06412157	-0.05636203	
0.9054	-0.06397542	-0.05631901	
0.9056	-0.06410888	-0.05633515	
0.9058	-0.06397317	-0.0565102	
0.906	-0.06409658	-0.05631472	
0.9062	-0.06418474	-0.05632099	
0.9064	-0.06403033	-0.0562999	
0.9066	-0.06404585	-0.05633295	
0.9068	-0.06420947	-0.05617145	
0.907	-0.06427141	-0.05615862	
0.9072	-0.06428946	-0.0559697	
0.9074	-0.06403173	-0.05596986	
0.9076	-0.06413306	-0.0558339	
0.9078	-0.06418387	-0.05574467	
0.908	-0.06399713	-0.0555951	
0.9082	-0.06396984	-0.05555457	
0.9084	-0.06375925	-0.05577991	
0.9086	-0.06374277	-0.0556829	
0.9088	-0.06355879	-0.05585825	
0.909	-0.06389252	-0.0557832	
0.9092	-0.06389163	-0.05580509	
0.9094	-0.06411579	-0.05587454	
0.9096	-0.06441219	-0.05576385	
0.9098	-0.06439694	-0.05578569	
0.91	-0.06458598	-0.05572943	
0.9102	-0.06475684	-0.05563351	
0.9104	-0.06467655	-0.05583971	
0.9106	-0.0647013	-0.05581253	
0.9108	-0.06464688	-0.05574218	
0.911	-0.06463601	-0.05594765	
0.9112	-0.06466461	-0.05613412	
0.9114	-0.0645485	-0.05621479	
0.9116	-0.06464557	-0.05617202	
0.9118	-0.06476281	-0.05625143	
0.912	-0.06459344	-0.05611826	
0.9122	-0.06470384	-0.0562568	
0.9123999	-0.06462336	-0.05621529	
0.9126	-0.06468379	-0.05630676	
0.9128	-0.06485765	-0.05643217	
0.913	-0.06503067	-0.05622153	
0.9132	-0.0651523	-0.05636145	
0.9134	-0.06502544	-0.05642195	
0.9136	-0.06481726	-0.05620118	
0.9138	-0.06476939	-0.05608168	
0.914	-0.06457625	-0.05622331	
0.9141999	-0.06453245	-0.05638959	
0.9144	-0.06468549	-0.05631694	
0.9146	-0.06487481	-0.05634441	
0.9148	-0.06502088	-0.05637175	
0.915	-0.06482	-0.05633228	
0.9152	-0.06468139	-0.05618237	
0.9154	-0.06461733	-0.05610242	
0.9156	-0.0645147	-0.05587876	
0.9158	-0.06443438	-0.05593392	
0.9159999	-0.06427946	-0.05593564	
0.9162	-0.06426612	-0.05583566	
0.9164	-0.06432319	-0.05587513	
0.9166	-0.06427685	-0.05573906	
0.9168	-0.06436947	-0.05562147	
0.917	-0.06456254	-0.0557165	
0.9172	-0.0645798	-0.05581032	
0.9174	-0.06465459	-0.05571677	
0.9176	-0.06456611	-0.05577156	
0.9177999	-0.06437051	-0.05557422	
0.918	-0.06418361	-0.05539497	
0.9182	-0.06401614	-0.05539082	
0.9184	-0.06419409	-0.05556935	
0.9186	-0.06432649	-0.0556332	
0.9188	-0.06427493	-0.05578804	
0.919	-0.06421528	-0.05571795	
0.9192	-0.06402099	-0.05561587	
0.9194	-0.06386308	-0.05551932	
0.9196	-0.06390496	-0.0556926	
0.9198	-0.06406679	-0.05583569	
0.92	-0.0641045	-0.05580686	
0.9202	-0.06417699	-0.05587287	
0.9204	-0.06425582	-0.05581799	
0.9206	-0.06418929	-0.05571244	
0.9208	-0.0639886	-0.05574067	
0.921	-0.06390163	-0.05580899	
0.9212	-0.06382114	-0.05594952	
0.9214	-0.06369916	-0.05586319	
0.9216	-0.06364515	-0.05586403	
0.9218	-0.06351181	-0.05599613	
0.922	-0.06367707	-0.05598911	
0.9222	-0.06408919	-0.05582409	
0.9224	-0.06444492	-0.05582155	
0.9226	-0.06471512	-0.0558194	
0.9228	-0.06463929	-0.05560508	
0.923	-0.06482385	-0.05544914	
0.9232	-0.06477033	-0.05526089	
0.9234	-0.06501225	-0.05544774	
0.9236	-0.06517708	-0.05532331	
0.9238	-0.06507434	-0.05533084	
0.924	-0.06528559	-0.05547611	
0.9242	-0.06530278	-0.05545467	
0.9244	-0.06527726	-0.05548514	
0.9246	-0.06536265	-0.05536636	
0.9248	-0.06532805	-0.05544441	
0.925	-0.06522696	-0.05540215	
0.9252	-0.06530383	-0.05535648	
0.9254	-0.06525232	-0.05541578	
0.9256	-0.06502645	-0.05550444	
0.9258	-0.06511095	-0.05535198	
0.926	-0.06522424	-0.0554354	
0.9262	-0.06510119	-0.05521663	
0.9264	-0.06501874	-0.05530688	
0.9266	-0.06517767	-0.05527355	
0.9268	-0.06521805	-0.05520115	
0.927	-0.06503041	-0.05518574	
0.9272	-0.06512372	-0.05507427	
0.9274	-0.06521276	0	
0.9276	-0.06502333	-0.05551208	
0.9278	-0.06516384	-0.05611537	
0.928	-0.06520002	-0.05653195	
0.9281999	-0.06511822	-0.05707093	
0.9284	-0.06526405	-0.05720003	
0.9286	-0.06510109	-0.05747478	
0.9288	-0.06523199	-0.05756337	
0.929	-0.06503952	-0.05760447	
0.9292	-0.06504437	-0.05787499	
0.9294	-0.06513201	-0.0582472	
0.9296	-0.06503378	-0.05841187	
0.9298	-0.06480057	-0.05868218	
0.9299999	-0.06471499	-0.05878706	
0.9302	-0.06467523	-0.05894826	
0.9304	-0.06458645	-0.05897053	
0.9306	-0.06451986	-0.05909038	
0.9308	-0.06447883	-0.0590005	
0.931	-0.06464484	-0.05895346	
0.9312	-0.06480093	-0.05876354	
0.9314	-0.06494533	-0.05862426	
0.9316	-0.06498265	-0.05881159	
0.9317999	-0.06485139	-0.05882824	
0.932	-0.06492669	-0.05884052	
0.9322	-0.06502676	-0.05867372	
0.9324	-0.06480223	-0.05855906	
0.9326	-0.06493131	-0.05869384	
0.9328	-0.06469794	-0.05876575	
0.933	-0.06464542	-0.0586477	
0.9332	-0.06456563	-0.0586541	
0.9334	-0.06449258	-0.0587258	
0.9335999	-0.06434511	-0.05878135	
0.9338	-0.06427669	-0.05885812	
0.934	-0.06412071	-0.05868715	
0.9342	-0.0641105	-0.05854989	
0.9344	-0.06399271	-0.05838663	
0.9346	-0.06398917	-0.05827216	
0.9348	-0.06406789	-0.05824572	
0.935	-0.06425115	-0.05821014	
0.9352	-0.06416256	-0.05815733	
0.9353999	-0.06423163	-0.05804408	
0.9356	-0.06407855	-0.05796257	
0.9358	-0.0642152	-0.05797435	
0.936	-0.064049	-0.05774833	
0.9362	-0.06413962	-0.05772633	
0.9364	-0.06415875	-0.05749099	
0.9366	-0.06394349	-0.05759855	
0.9368	-0.06373527	-0.05768672	
0.937	-0.06372248	-0.0575899	
0.9372	-0.06387608	-0.05755414	
0.9374	-0.06396652	-0.05744964	
0.9376	-0.06409031	-0.05736051	
0.9378	-0.06424701	-0.05710325	
0.938	-0.06421332	-0.0569766	
0.9382	-0.06425485	-0.05704039	
0.9384	-0.0641505	-0.05715704	
0.9386	-0.0640564	-0.05722683	
0.9388	-0.06400207	-0.05725349	
0.939	-0.06398163	-0.05731247	
0.9392	-0.06376854	-0.05714218	
0.9394	-0.06368334	-0.05687577	
0.9396	-0.06355648	-0.05667133	
0.9398	-0.0634919	-0.05659634	
0.94	-0.06343598	-0.05654103	
0.9402	-0.06361317	-0.0563888	
0.9404	-0.06350769	-0.05629155	
0.9406	-0.0635691	-0.05638495	
0.9408	-0.06338879	-0.05620196	
0.941	-0.06327013	-0.05617604	
0.9412	-0.06319342	-0.05613101	
0.9414	-0.0630537	-0.05610112	
0.9416	-0.06288128	-0.05616019	
0.9418	-0.06274506	-0.0560357	
0.942	-0.06281427	-0.05595438	
0.9422	-0.06304498	-0.05601059	
0.9424	-0.06316154	-0.05610183	
0.9426	-0.06296944	-0.05592449	
0.9428	-0.06281227	-0.05598963	
0.943	-0.0628475	-0.05604797	
0.9432	-0.06268153	-0.05617426	
0.9434	-0.06256711	-0.05594817	
0.9436	-0.06248267	-0.05587197	
0.9438	-0.06244749	-0.05590516	
0.944	-0.0625736	-0.05592094	
0.9442	-0.06275505	-0.05588	
0.9444	-0.06278198	-0.05584656	
0.9446	-0.06274452	-0.05597376	
0.9448	-0.06287581	-0.05606179	
0.945	-0.0627977	-0.05586299	
0.9452	-0.06275067	-0.05587985	
0.9454	-0.06283078	-0.0558387	
0.9456	-0.06262893	-0.05575129	
0.9457999	-0.06270387	-0.05578652	
0.946	-0.06276225	-0.05575702	
0.9462	-0.06274991	-0.05556391	
0.9464	-0.06283793	-0.05551782	
0.9466	-0.06284696	-0.05564956	
0.9468	-0.06293615	-0.05568549	
0.947	-0.06276337	-0.05570406	
0.9472	-0.06264503	-0.0554349	
0.9474	-0.0625728	-0.05549067	
0.9475999	-0.06262303	-0.05527095	
0.9478	-0.06271628	-0.05523657	
0.948	-0.06258579	-0.05518721	
0.9482	-0.0626514	-0.05501445	
0.9484	-0.06261089	-0.05504818	
0.9486	-0.06258161	-0.05508755	
0.9488	-0.06252968	-0.05513524	
0.949	-0.06258444	0	
0.9492	-0.06265076	-0.05539718	
0.9493999	-0.06249277	-0.05601864	
0.9496	-0.06245824	-0.05637506	
0.9498	-0.0622747	-0.0566719	
0.95	-0.06225744	-0.05690794	
0.9502	-0.06211465	-0.05717899	
0.9504	-0.06202078	-0.05755687	
0.9506	-0.06184259	-0.05767102	
0.9508	-0.06180213	-0.05786708	
0.951	-0.06164936	-0.05817388	
0.9511999	-0.06171219	-0.05824943	
0.9514	-0.06171495	-0.05852325	
0.9516	-0.06192401	-0.05867775	
0.9518	-0.06183625	-0.05882138	
0.952	-0.0618874	-0.05879377	
0.9522	-0.06199973	-0.05866052	
0.9524	-0.06208135	-0.05848938	
0.9526	-0.06207991	-0.05847929	
0.9528	-0.06214426	-0.05829324	
0.9529999	-0.06197641	-0.05833186	
0.9532	-0.06191142	-0.05834593	
0.9534	-0.0620548	-0.0584255	
0.9536	-0.06213162	-0.05821942	
0.9538	-0.06193024	-0.05822128	
0.954	-0.0620537	-0.05832026	
0.9542	-0.06196105	-0.05835858	
0.9544	-0.06209144	-0.05815407	
0.9546	-0.06197833	-0.05792261	
0.9548	-0.06191861	-0.05798255	
0.955	-0.06185446	-0.05785342	
0.9552	-0.06192978	-0.05782493	
0.9554	-0.062046	-0.05788833	
0.9556	-0.06201039	-0.05766628	
0.9558	-0.06193392	-0.05781285	
0.956	-0.06208617	-0.05765191	
0.9562	-0.06221524	-0.05744218	
0.9564	-0.062123	-0.05748736	
0.9566	-0.06217615	-0.05728714	
0.9568	-0.06224861	-0.05726482	
0.957	-0.06230671	-0.05725832	
0.9572	-0.06218205	-0.05724175	
0.9574	-0.06221655	-0.0571366	
0.9576	-0.06205656	-0.05712561	
0.9578	-0.06187563	-0.05692576	
0.958	-0.06191406	-0.05704821	
0.9582	-0.06197013	-0.05697311	
0.9584	-0.06200733	-0.05705601	
0.9586	-0.06210317	-0.05712446	
0.9588	-0.06196207	-0.05687548	
0.959	-0.06203816	-0.05696842	
0.9592	-0.06188944	-0.05706342	
0.9594	-0.06167157	-0.05686396	
0.9596	-0.06168549	-0.056848	
0.9598	-0.06178662	-0.05686379	
0.96	-0.06169698	-0.05669531	
0.9602	-0.06152794	-0.0566718	
0.9604	-0.0614055	-0.05653859	
0.9606	-0.06122128	-0.05660463	
0.9608	-0.06130035	-0.05636246	
0.961	-0.06138415	-0.0563896	
0.9612	-0.06130471	-0.05639068	
0.9614	-0.06114667	-0.05644298	
0.9615999	-0.0610975	-0.05651531	
0.9618	-0.06098073	-0.0564839	
0.962	-0.06081517	-0.05622363	
0.9622	-0.06097992	-0.05619317	
0.9624	-0.06083873	-0.05622968	
0.9626	-0.0608919	-0.05611284	
0.9628	-0.06099485	-0.05595511	
0.963	-0.06115576	-0.05584419	
0.9632	-0.06115052	-0.05584015	
0.9633999	-0.0610845	-0.05594552	
0.9636	-0.06113445	-0.05577032	
0.9638	-0.06100554	-0.05550817	
0.964	-0.06112691	-0.05539162	
0.9642	-0.06088646	-0.05542291	
0.9644	-0.06071309	-0.05530638	
0.9646	-0.06058708	-0.05527713	
0.9648	-0.06065058	-0.05523596	
0.965	-0.06048904	-0.05513975	
0.9651999	-0.06056954	-0.05522375	
0.9654	-0.060698	-0.05501008	
0.9656	-0.06077377	0	
0.9658	-0.06083294	-0.05537741	
0.966	-0.06082507	-0.05593874	
0.9662	-0.06060085	-0.05622336	
0.9664	-0.06037943	-0.05644403	
0.9666	-0.06055556	-0.05663586	
0.9668	-0.0606679	-0.05678407	
0.9669999	-0.06052822	-0.05720976	
0.9672	-0.06037313	-0.05735298	
0.9674	-0.06019427	-0.05760238	
0.9676	-0.06022125	-0.05758213	
0.9678	-0.06031102	-0.05762324	
0.968	-0.06028286	-0.05762542	
0.9682	-0.06017608	-0.05783253	
0.9684	-0.0601596	-0.05781201	
0.9686	-0.05996934	-0.05770442	
0.9687999	-0.05999728	-0.0579347	
0.969	-0.06016501	-0.05779734	
0.9692	-0.06005256	-0.05781762	
0.9694	-0.05994939	-0.05765755	
0.9696	-0.05998752	-0.05760146	
0.9698	-0.0600621	-0.05782702	
0.97	-0.05992233	-0.0579895	
0.9702	-0.05978944	-0.05783553	
0.9704	-0.05984796	-0.05787684	
0.9705999	-0.06002275	-0.0577887	
0.9708	-0.06013798	-0.05773799	
0.971	-0.06015457	-0.05763372	
0.9712	-0.06001756	-0.05757926	
0.9714	-0.05998066	-0.05742954	
0.9716	-0.05991632	-0.05743355	
0.9718	-0.05982514	-0.05758201	
0.972	-0.05976471	-0.05766781	
0.9722	-0.05990529	-0.0574195	
0.9724	-0.05980545	-0.0574008	
0.9726	-0.05985793	-0.05738013	
0.9728	-0.05983876	-0.05735946	
0.973	-0.0597851	-0.05711422	
0.9732	-0.05986635	-0.05709882	
0.9734	-0.05974368	-0.05722221	
0.9736	-0.05971792	-0.05726961	
0.9738	-0.05954058	-0.057149	
0.974	-0.05932458	-0.05702595	
0.9742	-0.05943911	-0.05683209	
0.9744	-0.05951366	-0.05666645	
0.9746	-0.05944367	-0.05652726	
0.9748	-0.05932867	-0.05653217	
0.975	-0.05915798	-0.05665608	
0.9752	-0.05902586	-0.05638449	
0.9754	-0.05892133	-0.05637967	
0.9756	-0.05901286	-0.05619968	
0.9758	-0.05897317	-0.05623158	
0.976	-0.05903874	-0.05597795	
0.9762	-0.0591844	-0.05595876	
0.9764	-0.05897702	-0.05571933	
0.9766	-0.0590093	-0.05576678	
0.9768	-0.05902415	-0.05554948	
0.977	-0.05897886	-0.05558424	
0.9772	-0.05904112	-0.05541974	
0.9774	-0.05905562	-0.05529833	
0.9776	-0.05908712	-0.0553022	
0.9778	-0.05923036	-0.05513611	
0.978	-0.05925953	0	
0.9782	-0.05909135	-0.05557785	
0.9784	-0.05886535	-0.05606408	
0.9786	-0.05900898	-0.05641629	
0.9788	-0.05903158	-0.05679546	
0.979	-0.05908634	-0.05724074	
0.9791999	-0.05900623	-0.05767247	
0.9794	-0.0590786	-0.0577555	
0.9796	-0.05910899	-0.05806112	
0.9798	-0.05889303	-0.05830461	
0.98	-0.05902087	-0.05852946	
0.9802	-0.05906202	-0.05853826	
0.9804	-0.05898033	-0.05856965	
0.9806	-0.05881243	-0.05864808	
0.9808	-0.05868197	-0.0586728	
0.9809999	-0.05857196	-0.05877557	
0.9812	-0.0584861	-0.05891608	
0.9814	-0.05851077	-0.05906734	
0.9816	-0.05859637	-0.05891696	
0.9818	-0.05857734	-0.05876285	
0.982	-0.05866597	-0.05877297	
0.9822	-0.05857066	-0.05873266	
0.9824	-0.05839744	-0.05856957	
0.9826	-0.05828256	-0.05863424	
0.9827999	-0.05842381	-0.05876048	
0.983	-0.05835011	-0.0587237	
0.9832	-0.05814723	-0.05849523	
0.9834	-0.05810658	-0.05848837	
0.9836	-0.05825359	-0.0586132	
0.9838	-0.058411	-0.05839151	
0.984	-0.05838173	-0.05832317	
0.9842	-0.05841756	-0.05806901	
0.9844	-0.05842345	-0.05791303	
0.9845999	-0.05834124	-0.05794286	
0.9848	-0.05842251	-0.05782517	
0.985	-0.05844186	-0.05766015	
0.9852	-0.05841704	-0.05757053	
0.9854	-0.05844611	-0.05732515	
0.9856	-0.05828647	-0.05728697	
0.9858	-0.05806339	-0.05724353	
0.986	-0.05812578	-0.05711705	
0.9862	-0.05808832	-0.05712033	
0.9863999	-0.0579059	-0.05722972	
0.9866	-0.05799577	-0.05726393	
0.9868	-0.05813878	-0.05713508	
0.987	-0.05830178	-0.05712393	
0.9872	-0.05838277	-0.05712792	
0.9874	-0.05815395	-0.05695869	
0.9876	-0.05823474	-0.05674226	
0.9878	-0.05830863	-0.0566193	
0.988	-0.05816503	-0.05668256	
0.9881999	-0.05801124	-0.05678207	
0.9884	-0.05790509	-0.05666897	
0.9886	-0.05778834	-0.05652893	
0.9888	-0.05759876	-0.056586	
0.989	-0.05772234	-0.05668667	
0.9892	-0.05775964	-0.05651491	
0.9894	-0.05776718	-0.05624458	
0.9896	-0.0576617	-0.05605843	
0.9898	-0.0575075	-0.05585363	
0.9899999	-0.05756428	-0.05585164	
0.9902	-0.05759882	-0.05580252	
0.9904	-0.05743502	-0.05554132	
0.9906	-0.05737535	-0.05545723	
0.9908	-0.05747867	-0.0553712	
0.991	-0.05739237	-0.05539694	
0.9912	-0.05720426	-0.05523688	
0.9914	-0.05734771	-0.05526787	
0.9916	-0.05749973	-0.05508225	
0.9918	-0.05764563	-0.055076	
0.992	-0.05780944	-0.05515976	
0.9922	-0.05762587	-0.05523431	
0.9924	-0.05761294	-0.05527755	
0.9926	-0.05741065	-0.05529537	
0.9928	-0.05741811	-0.0551266	
0.993	-0.0573131	-0.05507725	
0.9932	-0.05720758	-0.05514132	
0.9934	-0.05708727	0	
0.9936	-0.05717788	-0.05554169	
0.9938	-0.05713315	-0.05614995	
0.994	-0.0571337	-0.05657821	
0.9942	-0.05727454	-0.05681936	
0.9944	-0.05743689	-0.05696652	
0.9946	-0.0575175	-0.05721039	
0.9948	-0.05756744	-0.0573955	
0.9949999	-0.05761679	-0.05771804	
0.9952	-0.05753201	-0.05769622	
0.9954	-0.05731364	-0.05785595	
0.9956	-0.05728894	-0.05800552	
0.9958	-0.05718012	-0.0580285	
0.996	-0.05695612	-0.05808219	
0.9962	-0.05710988	-0.05796883	
0.9964	-0.05725483	-0.0579735	
0.9966	-0.05725317	-0.05819811	
0.9967999	-0.05724705	-0.05826644	
0.997	-0.05735386	-0.05819194	
0.9972	-0.05735383	-0.05808084	
0.9974	-0.05747628	-0.05823388	
0.9976	-0.05749433	-0.05802502	
0.9978	-0.05726164	-0.05802574	
0.998	-0.05712728	-0.05783433	
0.9982	-0.05724603	-0.05800833	
0.9984	-0.05740421	-0.05797543	
0.9985999	-0.05716991	-0.05807021	
0.9988	-0.05698607	-0.05798493	
0.999	-0.05709245	-0.05808512	
0.9992	-0.05687983	-0.05792495	
0.9994	-0.05697562	-0.05795282	
0.9996	-0.05696483	-0.05785973	
0.9998	-0.05704965	-0.05767138	
1	-0.05713895	-0.05746758	
1.0002	-0.05707836	-0.05751533	
1.0004	-0.05712765	-0.05759045	
1.0006	-0.05718444	-0.05743052	
1.0008	-0.05708726	-0.0573017	
1.001	-0.057229	-0.05727735	
1.0012	-0.05720838	-0.05707682	
1.0014	-0.05712758	-0.05684394	
1.0016	-0.05689013	-0.05697338	
1.0018	-0.05687984	-0.05697088	
1.002	-0.05670545	-0.057067	
1.0022	-0.05685842	-0.05717267	
1.0024	-0.05675164	-0.05707384	
1.0026	-0.05680723	-0.05708452	
1.0028	-0.05683598	-0.05712859	
1.003	-0.05677352	-0.0570267	
1.0032	-0.05691373	-0.05683524	
1.0034	-0.05693588	-0.05656495	
1.0036	-0.05694377	-0.05656547	
1.0038	-0.05692207	-0.0565877	
1.004	-0.05675736	-0.05665084	
1.0042	-0.05668892	-0.05664985	
1.0044	-0.05646001	-0.05670115	
1.0046	-0.05652511	-0.05650532	
1.0048	-0.05656053	-0.05630857	
1.005	-0.05661271	-0.05622217	
1.0052	-0.05655429	-0.05612157	
1.0054	-0.05633377	-0.0561932	
1.0056	-0.05616615	-0.0560495	
1.0058	-0.05601735	-0.05576922	
1.006	-0.05619056	-0.05569367	
1.0062	-0.05634793	-0.05558836	
1.0064	-0.05613011	-0.05559025	
1.0066	-0.05620228	-0.05537915	
1.0068	-0.05606805	-0.05524661	
1.007	-0.05620715	-0.0551923	
1.0072	-0.05636805	-0.05504096	
1.0074	-0.05627127	0	
1.0076	-0.05622398	-0.05519569	
1.0078	-0.05602615	-0.05560676	
1.008	-0.05601908	-0.05621435	
1.0082	-0.05597376	-0.05653612	
1.0084	-0.05606018	-0.05664914	
1.0086	-0.05586688	-0.05673382	
1.0088	-0.05598871	-0.05714601	
1.009	-0.05616421	-0.05755148	
1.0092	-0.05593564	-0.05769962	
1.0094	-0.05609274	-0.05773919	
1.0096	-0.05601017	-0.05780572	
1.0098	-0.05591295	-0.05805935	
1.01	-0.05608036	-0.05807654	
1.0102	-0.05611636	-0.05829382	
1.0104	-0.05624692	-0.05843482	
1.0106	-0.05635345	-0.05827108	
1.0108	-0.0563818	-0.05815133	
1.011	-0.05617803	-0.05827908	
1.0112	-0.05605761	-0.05834315	
1.0114	-0.05591853	-0.05828696	
1.0116	-0.05601228	-0.05845321	
1.0118	-0.05602567	-0.05833019	
1.012	-0.05584834	-0.0582149	
1.0122	-0.0559749	-0.05835583	
1.0124	-0.05574866	-0.05835756	
1.0126	-0.0557499	-0.05835977	
1.0128	-0.05572332	-0.05822505	
1.013	-0.05585421	-0.05801858	
1.0132	-0.05564205	-0.05775416	
1.0134	-0.05573744	-0.05777249	
1.0136	-0.0557929	-0.05762604	
1.0138	-0.05568406	-0.05766286	
1.014	-0.0558349	-0.05750221	
1.0142	-0.05585077	-0.05758604	
1.0144	-0.05587956	-0.05743183	
1.0146	-0.05564274	-0.05735396	
1.0148	-0.05544727	-0.05716684	
1.015	-0.05556436	-0.05712261	
1.0152	-0.05538963	-0.05702411	
1.0154	-0.05536278	-0.05693875	
1.0156	-0.05535065	-0.05683076	
1.0158	-0.05516871	-0.05670981	
1.016	-0.05509885	-0.05644299	
1.0162	0	-0.05626814	
1.0164	-0.05571219	-0.05671089	
1.0166	-0.05624145	-0.05722496	
1.0168	-0.05673759	-0.05740526	
1.017	-0.05726594	-0.05760615	
1.0172	-0.0575998	-0.05784874	
1.0174	-0.05787778	-0.05834782	
1.0176	-0.05815837	-0.05874405	
1.0178	-0.05839348	-0.05903162	
1.018	-0.05854564	-0.0591252	
1.0182	-0.05874841	-0.05922975	
1.0184	-0.05890705	-0.05945531	
1.0186	-0.05912523	-0.05940662	
1.0188	-0.05913407	-0.05956393	
1.019	-0.05915609	-0.05961962	
1.0192	-0.05913834	-0.05965855	
1.0194	-0.05936147	-0.05978581	
1.0196	-0.05956361	-0.0597239	
1.0198	-0.05938858	-0.05992522	
1.02	-0.05933954	-0.06018428	
1.0202	-0.0593886	-0.06043952	
1.0204	-0.05929678	-0.06065368	
1.0206	-0.0593125	-0.06060867	
1.0208	-0.05923371	-0.06045704	
1.021	-0.05918154	-0.06040623	
1.0212	-0.05910928	-0.06062049	
1.0214	-0.05908206	-0.06056787	
1.0216	-0.0590706	-0.06074121	
1.0218	-0.05890091	-0.06080465	
1.022	-0.0587988	-0.06099024	
1.0222	-0.05879246	-0.06109994	
1.0224	-0.05892495	-0.06089947	
1.0226	-0.05887639	-0.0607557	
1.0228	-0.05860621	-0.06061109	
1.023	-0.05845073	-0.06042161	
1.0232	-0.05844428	-0.06022864	
1.0234	-0.05820154	-0.06007911	
1.0236	-0.05824064	-0.06015075	
1.0238	-0.05798826	-0.06029351	
1.024	-0.05794658	-0.06021554	
1.0242	-0.0579473	-0.06033622	
1.0244	-0.05769159	-0.06051791	
1.0246	-0.05764553	-0.06038695	
1.0248	-0.05740871	-0.06045842	
1.025	-0.05730896	-0.06057785	
1.0252	-0.05725297	-0.06068096	
1.0254	-0.05707704	-0.06072887	
1.0256	-0.05690715	-0.06060565	
1.0258	-0.05680986	-0.06047374	
1.026	-0.05667828	-0.06025007	
1.0262	-0.05649778	-0.06038182	
1.0264	-0.05659263	-0.06030941	
1.0266	-0.05644921	-0.06014716	
1.0268	-0.05661396	-0.06023754	
1.027	-0.05669427	-0.06033209	
1.0272	-0.05649958	-0.06048568	
1.0274	-0.05626283	-0.06039707	
1.0276	-0.05641924	-0.06032751	
1.0278	-0.0562174	-0.06037668	
1.028	-0.05614699	-0.06027692	
1.0282	-0.05627752	-0.0602615	
1.0284	-0.05622894	-0.06006497	
1.0286	-0.05610373	-0.0598836	
1.0288	-0.05591752	-0.06000255	
1.029	-0.05607333	-0.06004948	
1.0292	-0.05604832	-0.06018408	
1.0294	-0.05587531	-0.06024669	
1.0296	-0.05578788	-0.06009358	
1.0298	-0.05574169	-0.06018552	
1.03	-0.05581463	-0.06006584	
1.0302	-0.05595545	-0.05986753	
1.0304	-0.05571553	-0.05983839	
1.0306	-0.05556247	-0.05965877	
1.0308	-0.05570694	-0.05980679	
1.031	-0.05565605	-0.05986622	
1.0312	-0.05565347	-0.05993755	
1.0314	-0.05552115	-0.0598302	
1.0316	-0.0556601	-0.05986818	
1.0318	-0.05579289	-0.05990451	
1.032	-0.05573943	-0.05987875	
1.0322	-0.05552483	-0.05968635	
1.0324	-0.05557529	-0.05958354	
1.0326	-0.05540794	-0.05948311	
1.0328	-0.05551132	-0.05944186	
