Time	PendulumX	PendulumY	PendulumZ	Rotation	
0	0	-5	0	0	
0.001	0	-5	0	2.502768E-15	
0.002	-2.571172E-05	-5.00001	5.236274E-09	0.002	
0.003	-0.0008202679	-4.999986	1.670502E-07	0.001754271	
0.004	-0.002308775	-4.999969	4.701893E-07	0.001727767	
0.005	-0.00442618	-4.999957	9.014055E-07	0.001891423	
0.006	-0.0071157	-4.999945	1.449135E-06	0.002221036	
0.007	-0.01032747	-4.999931	2.103222E-06	0.002696355	
0.008	-0.01401745	-4.999914	2.854697E-06	0.003300346	
0.009000001	-0.01814651	-4.999892	3.695593E-06	0.004018602	
0.01	-0.02267971	-4.999866	4.618794E-06	0.004838873	
0.011	-0.02758571	-4.999832	5.617916E-06	0.005750673	
0.012	-0.03283623	-4.999791	6.6872E-06	0.006744977	
0.013	-0.03840567	-4.999742	7.821435E-06	0.007813965	
0.014	-0.04427077	-4.999685	9.015881E-06	0.008950827	
0.015	-0.0504103	-4.999618	1.026621E-05	0.01014959	
0.016	-0.05680481	-4.99954	1.156848E-05	0.01140499	
0.017	-0.06343649	-4.999452	1.291904E-05	0.01271235	
0.018	-0.07028893	-4.999352	1.431456E-05	0.0140675	
0.019	-0.077347	-4.999241	1.575196E-05	0.01546672	
0.02	-0.08459671	-4.999117	1.722839E-05	0.01690664	
0.021	-0.09202512	-4.998981	1.87412E-05	0.01838423	
0.022	-0.09962022	-4.99883	2.028797E-05	0.01989671	
0.023	-0.1073709	-4.998666	2.186642E-05	0.02144158	
0.024	-0.1152667	-4.998487	2.347443E-05	0.02301654	
0.025	-0.1232982	-4.998292	2.511006E-05	0.02461947	
0.026	-0.1314562	-4.998083	2.677146E-05	0.02624843	
0.027	-0.1397324	-4.997857	2.845695E-05	0.02790165	
0.028	-0.1481191	-4.997615	3.016492E-05	0.02957746	
0.029	-0.156609	-4.997356	3.189391E-05	0.03127435	
0.03	-0.1651952	-4.997081	3.364251E-05	0.0329909	
0.031	-0.1738714	-4.996788	3.540946E-05	0.03472578	
0.032	-0.1826318	-4.996478	3.719353E-05	0.0364778	
0.033	-0.1914707	-4.99615	3.899361E-05	0.03824581	
0.034	-0.200383	-4.995803	4.080862E-05	0.04002876	
0.035	-0.2093638	-4.995438	4.26376E-05	0.04182567	
0.036	-0.2184086	-4.995055	4.447961E-05	0.04363561	
0.037	-0.2275133	-4.994653	4.633379E-05	0.04545776	
0.038	-0.2366737	-4.994231	4.819934E-05	0.04729129	
0.039	-0.2458862	-4.993791	5.00755E-05	0.04913547	
0.04	-0.2551474	-4.99333	5.196156E-05	0.0509896	
0.041	-0.2644539	-4.992851	5.385687E-05	0.05285303	
0.042	-0.2738028	-4.992352	5.57608E-05	0.05472516	
0.043	-0.2831911	-4.991834	5.767277E-05	0.05660543	
0.044	-0.2926163	-4.991295	5.959224E-05	0.0584933	
0.045	-0.3020758	-4.990737	6.151869E-05	0.06038828	
0.046	-0.3115672	-4.99016	6.345166E-05	0.0622899	
0.047	-0.3210885	-4.989561	6.53907E-05	0.06419773	
0.048	-0.3306375	-4.988942	6.733537E-05	0.06611137	
0.049	-0.3402123	-4.988304	6.928531E-05	0.06803046	
0.05	-0.3498111	-4.987645	7.124014E-05	0.06995462	
0.051	-0.3594322	-4.986966	7.319951E-05	0.07188354	
0.052	-0.3690741	-4.986267	7.51631E-05	0.07381687	
0.053	-0.3787352	-4.985547	7.713061E-05	0.07575436	
0.054	-0.3884142	-4.984807	7.910176E-05	0.07769573	
0.055	-0.3981097	-4.984047	8.107628E-05	0.07964072	
0.056	-0.4078206	-4.983267	8.305393E-05	0.08158911	
0.057	-0.4175456	-4.982466	8.503447E-05	0.08354066	
0.058	-0.4272838	-4.981645	8.701768E-05	0.08549515	
0.059	-0.437034	-4.980803	8.900336E-05	0.08745243	
0.06	-0.4467954	-4.979941	9.09913E-05	0.08941229	
0.061	-0.4565671	-4.979059	9.298134E-05	0.09137455	
0.062	-0.4663482	-4.978157	9.497329E-05	0.09333907	
0.063	-0.476138	-4.977233	9.696701E-05	0.09530569	
0.064	-0.4859356	-4.97629	9.896234E-05	0.09727427	
0.06500001	-0.4957405	-4.975327	0.0001009591	0.0992447	
0.066	-0.505552	-4.974342	0.0001029573	0.1012168	
0.067	-0.5153694	-4.973338	0.0001049566	0.1031906	
0.068	-0.5251923	-4.972314	0.0001069571	0.1051658	
0.06900001	-0.5350199	-4.97127	0.0001089585	0.1071424	
0.07	-0.544852	-4.970205	0.0001109608	0.1091203	
0.071	-0.5546879	-4.96912	0.0001129639	0.1110994	
0.072	-0.5645273	-4.968014	0.0001149677	0.1130797	
0.07300001	-0.5743697	-4.966888	0.0001169722	0.115061	
0.074	-0.5842146	-4.965743	0.0001189771	0.1170433	
0.075	-0.5940618	-4.964577	0.0001209825	0.1190265	
0.07600001	-0.6039109	-4.963391	0.0001229883	0.1210105	
0.07700001	-0.6137614	-4.962185	0.0001249944	0.1229954	
0.078	-0.6236133	-4.960958	0.0001270008	0.124981	
0.079	-0.6334661	-4.959713	0.0001290074	0.1269672	
0.08000001	-0.6433195	-4.958447	0.0001310141	0.1289541	
0.081	-0.6531734	-4.95716	0.0001330208	0.1309417	
0.082	-0.6630274	-4.955853	0.0001350276	0.1329297	
0.083	-0.6728812	-4.954527	0.0001370344	0.1349183	
0.08400001	-0.6827348	-4.953181	0.0001390411	0.1369073	
0.085	-0.6925879	-4.951814	0.0001410477	0.1388969	
0.086	-0.7024402	-4.950428	0.0001430541	0.1408867	
0.087	-0.7122917	-4.949021	0.0001450604	0.142877	
0.08800001	-0.722142	-4.947595	0.0001470665	0.1448676	
0.089	-0.7319911	-4.946149	0.0001490723	0.1468586	
0.09	-0.7418387	-4.944683	0.0001510778	0.1488498	
0.09100001	-0.7516848	-4.943198	0.000153083	0.1508413	
0.09200001	-0.7615291	-4.941692	0.0001550878	0.1528331	
0.093	-0.7713716	-4.940167	0.0001570922	0.1548251	
0.094	-0.7812121	-4.938622	0.0001590963	0.1568173	
0.09500001	-0.7910504	-4.937057	0.0001610999	0.1588097	
0.096	-0.8008865	-4.935472	0.000163103	0.1608023	
0.097	-0.8107202	-4.933867	0.0001651057	0.1627951	
0.098	-0.8205515	-4.932243	0.0001671078	0.164788	
0.09900001	-0.8303801	-4.930599	0.0001691095	0.1667811	
0.1	-0.8402061	-4.928936	0.0001711106	0.1687743	
0.101	-0.8500292	-4.927252	0.0001731111	0.1707675	
0.102	-0.8598495	-4.92555	0.000175111	0.1727609	
0.103	-0.8696668	-4.923827	0.0001771103	0.1747545	
0.104	-0.879481	-4.922084	0.000179109	0.176748	
0.105	-0.8892921	-4.920322	0.0001811071	0.1787416	
0.106	-0.8991	-4.91854	0.0001831045	0.1807353	
0.107	-0.9089046	-4.916739	0.0001851012	0.1827291	
0.108	-0.9187058	-4.914919	0.0001870973	0.1847229	
0.109	-0.9285035	-4.913078	0.0001890926	0.1867167	
0.11	-0.9382977	-4.911219	0.0001910873	0.1887106	
0.111	-0.9480883	-4.909339	0.0001930811	0.1907045	
0.112	-0.9578753	-4.90744	0.0001950743	0.1926984	
0.113	-0.9676584	-4.905521	0.0001970667	0.1946923	
0.114	-0.9774378	-4.903583	0.0001990583	0.1966862	
0.115	-0.9872134	-4.901626	0.0002010491	0.1986802	
0.116	-0.996985	-4.899648	0.0002030391	0.2006741	
0.117	-1.006753	-4.897652	0.0002050284	0.2026681	
0.118	-1.016516	-4.895636	0.0002070168	0.2046621	
0.119	-1.026276	-4.8936	0.0002090043	0.206656	
0.12	-1.036031	-4.891545	0.000210991	0.2086499	
0.121	-1.045782	-4.889471	0.0002129769	0.2106438	
0.122	-1.055529	-4.887377	0.0002149619	0.2126377	
0.123	-1.065272	-4.885264	0.000216946	0.2146316	
0.124	-1.07501	-4.883131	0.0002189293	0.2166254	
0.125	-1.084744	-4.88098	0.0002209116	0.2186192	
0.126	-1.094474	-4.878808	0.000222893	0.220613	
0.127	-1.104199	-4.876617	0.0002248735	0.2226067	
0.128	-1.113919	-4.874407	0.0002268531	0.2246005	
0.129	-1.123635	-4.872178	0.0002288318	0.2265942	
0.13	-1.133346	-4.869929	0.0002308095	0.2285879	
0.131	-1.143052	-4.867661	0.0002327862	0.2305814	
0.132	-1.152754	-4.865374	0.000234762	0.232575	
0.133	-1.162451	-4.863067	0.0002367368	0.2345686	
0.134	-1.172143	-4.860741	0.0002387106	0.2365621	
0.135	-1.18183	-4.858396	0.0002406835	0.2385555	
0.136	-1.191513	-4.856032	0.0002426553	0.2405489	
0.137	-1.20119	-4.853648	0.0002446262	0.2425422	
0.138	-1.210862	-4.851245	0.000246596	0.2445355	
0.139	-1.22053	-4.848824	0.0002485648	0.2465288	
0.14	-1.230192	-4.846382	0.0002505325	0.2485221	
0.141	-1.239849	-4.843921	0.0002524992	0.2505152	
0.142	-1.249501	-4.841442	0.0002544648	0.2525083	
0.143	-1.259148	-4.838943	0.0002564294	0.2545013	
0.144	-1.268789	-4.836425	0.0002583929	0.2564943	
0.145	-1.278425	-4.833889	0.0002603554	0.2584873	
0.146	-1.288056	-4.831332	0.0002623167	0.2604802	
0.147	-1.297682	-4.828757	0.000264277	0.2624731	
0.148	-1.307302	-4.826163	0.0002662361	0.2644659	
0.149	-1.316917	-4.823549	0.0002681942	0.2664586	
0.15	-1.326526	-4.820916	0.0002701511	0.2684513	
0.151	-1.336129	-4.818265	0.0002721069	0.270444	
0.152	-1.345727	-4.815594	0.0002740615	0.2724365	
0.153	-1.35532	-4.812905	0.0002760151	0.2744291	
0.154	-1.364907	-4.810196	0.0002779674	0.2764216	
0.155	-1.374488	-4.807468	0.0002799186	0.278414	
0.156	-1.384063	-4.804722	0.0002818686	0.2804064	
0.157	-1.393632	-4.801956	0.0002838175	0.2823987	
0.158	-1.403196	-4.799171	0.0002857652	0.2843909	
0.159	-1.412754	-4.796368	0.0002877118	0.2863831	
0.16	-1.422306	-4.793545	0.000289657	0.2883752	
0.161	-1.431852	-4.790703	0.0002916012	0.2903673	
0.162	-1.441393	-4.787843	0.0002935441	0.2923593	
0.163	-1.450927	-4.784964	0.0002954857	0.2943512	
0.164	-1.460455	-4.782065	0.0002974262	0.2963431	
0.165	-1.469977	-4.779149	0.0002993654	0.2983349	
0.166	-1.479493	-4.776213	0.0003013033	0.3003267	
0.167	-1.489003	-4.773258	0.0003032401	0.3023184	
0.168	-1.498506	-4.770284	0.0003051755	0.3043101	
0.169	-1.508004	-4.767292	0.0003071097	0.3063017	
0.17	-1.517495	-4.764281	0.0003090426	0.3082933	
0.171	-1.52698	-4.76125	0.0003109742	0.3102848	
0.172	-1.536458	-4.758202	0.0003129045	0.3122762	
0.173	-1.54593	-4.755134	0.0003148335	0.3142675	
0.174	-1.555396	-4.752048	0.0003167613	0.3162588	
0.175	-1.564855	-4.748942	0.0003186877	0.31825	
0.176	-1.574308	-4.745819	0.0003206127	0.3202413	
0.177	-1.583754	-4.742676	0.0003225365	0.3222324	
0.178	-1.593194	-4.739514	0.0003244589	0.3242235	
0.179	-1.602627	-4.736334	0.00032638	0.3262145	
0.18	-1.612053	-4.733136	0.0003282997	0.3282054	
0.181	-1.621473	-4.729918	0.0003302181	0.3301963	
0.182	-1.630886	-4.726683	0.0003321351	0.3321871	
0.183	-1.640292	-4.723428	0.0003340507	0.334178	
0.184	-1.649692	-4.720155	0.000335965	0.3361687	
0.185	-1.659085	-4.716863	0.0003378778	0.3381594	
0.186	-1.668471	-4.713552	0.0003397893	0.34015	
0.187	-1.67785	-4.710224	0.0003416993	0.3421405	
0.188	-1.687222	-4.706876	0.000343608	0.344131	
0.189	-1.696587	-4.70351	0.0003455152	0.3461213	
0.19	-1.705945	-4.700125	0.000347421	0.3481116	
0.191	-1.715296	-4.696722	0.0003493254	0.3501019	
0.192	-1.72464	-4.693301	0.0003512283	0.3520921	
0.193	-1.733977	-4.68986	0.0003531298	0.3540823	
