Time	Rotation	PendulumY	PendulumX	PendulumZ	
0	0	-5	0	0	
0.001	0	-5	-1.986035E-05	0	
0.002	4.188453E-06	-5.000001	-5.958888E-05	0	
0.003	1.233075E-05	-5.000001	-0.0001191846	0	
0.004	2.44538E-05	-5.000002	-0.0001986485	0	
0.005	4.05247E-05	-5.000002	-0.0002979785	0	
0.006	6.059733E-05	-5.000003	-0.0004171778	0	
0.007	8.457783E-05	-5.000003	-0.0005562432	0	
0.008	0.0001125471	-5.000004	-0.0007151749	0	
0.009000001	0.0001444967	-5.000004	-0.0008939737	0	
0.01	0.0001803881	-5.000004	-0.001092639	0	
0.011	0.0002202398	-5.000004	-0.00131117	0	
0.012	0.0002640404	-5.000004	-0.001549566	0	
0.013	0.0003118353	-5.000004	-0.001807826	0	
0.014	0.0003635813	-5.000004	-0.00208595	0	
0.015	0.0004193215	-5.000004	-0.002383938	0	
0.016	0.0004790395	-5.000004	-0.002701788	0	
0.017	0.0005427178	-5.000004	-0.003039502	0	
0.018	0.0006103375	-5.000004	-0.003397078	0	
0.019	0.0006819372	-5.000004	-0.003774514	0	
0.02	0.0007574957	-5.000004	-0.00417181	0	
0.021	0.0008370492	-5.000004	-0.004588967	0	
0.022	0.0009205149	-5.000004	-0.005025983	0	
0.023	0.001007956	-5.000004	-0.005482856	0	
0.024	0.001099377	-5.000003	-0.005959585	0	
0.025	0.001194809	-5.000003	-0.006456171	0	
0.026	0.001294164	-5.000002	-0.00697261	0	
0.027	0.001397531	-5.000002	-0.007508905	0	
0.028	0.001504819	-5.000001	-0.008065052	0	
0.029	0.001616084	-5	-0.008641051	0	
0.03	0.00173132	-5	-0.009236901	0	
0.031	0.001850525	-4.999999	-0.009852599	0	
0.032	0.001973721	-4.999998	-0.01048815	0	
0.033	0.002100871	-4.999996	-0.01114354	0	
0.034	0.002231994	-4.999995	-0.01181878	0	
0.035	0.002367083	-4.999993	-0.01251386	0	
0.036	0.002506126	-4.999992	-0.01322879	0	
0.037	0.002649139	-4.99999	-0.01396356	0	
0.038	0.002796136	-4.999988	-0.01471817	0	
0.039	0.002947042	-4.999986	-0.01549262	0	
0.04	0.003101932	-4.999983	-0.0162869	0	
0.041	0.003260844	-4.999981	-0.01710102	0	
0.042	0.003423732	-4.999978	-0.01793497	0	
0.043	0.003590546	-4.999975	-0.01878875	0	
0.044	0.003761325	-4.999972	-0.01966237	0	
0.045	0.00393607	-4.999969	-0.02055581	0	
0.046	0.004114762	-4.999965	-0.02146908	0	
0.047	0.004297459	-4.999961	-0.02240217	0	
0.048	0.004484112	-4.999957	-0.02335509	0	
0.049	0.00467469	-4.999952	-0.02432783	0	
0.05	0.004869218	-4.999948	-0.02532039	0	
0.051	0.005067724	-4.999942	-0.02633276	0	
0.052	0.005270209	-4.999937	-0.02736495	0	
0.053	0.005476673	-4.999931	-0.02841695	0	
0.054	0.005687098	-4.999925	-0.02948876	0	
0.055	0.005901486	-4.999918	-0.03058038	0	
0.056	0.006119858	-4.999912	-0.03169181	0	
0.057	0.00634212	-4.999905	-0.03282304	0	
0.058	0.006568371	-4.999897	-0.03397407	0	
0.059	0.006798572	-4.999889	-0.03514491	0	
0.06	0.00703274	-4.99988	-0.03633554	0	
0.061	0.007270895	-4.999872	-0.03754596	0	
0.062	0.007513013	-4.999863	-0.03877617	0	
0.063	0.007759074	-4.999853	-0.04002617	0	
0.064	0.008009085	-4.999843	-0.04129596	0	
0.06500001	0.008263061	-4.999833	-0.04258553	0	
0.066	0.00852101	-4.999821	-0.04389489	0	
0.067	0.008782896	-4.999809	-0.04522402	0	
0.068	0.009048739	-4.999797	-0.04657292	0	
0.06900001	0.009318545	-4.999784	-0.0479416	0	
0.07	0.009592278	-4.999771	-0.04933005	0	
0.071	0.009869996	-4.999757	-0.05073827	0	
0.072	0.01015167	-4.999742	-0.05216625	0	
0.07300001	0.01043728	-4.999727	-0.05361399	0	
0.074	0.01072686	-4.999711	-0.05508148	0	
0.075	0.01102037	-4.999695	-0.05656873	0	
0.07600001	0.01131784	-4.999678	-0.05807574	0	
0.07700001	0.01161924	-4.99966	-0.05960249	0	
0.078	0.01192463	-4.999641	-0.06114898	0	
0.079	0.012234	-4.999622	-0.06271522	0	
0.08000001	0.01254727	-4.999602	-0.06430119	0	
0.081	0.01286448	-4.999582	-0.0659069	0	
0.082	0.01318566	-4.99956	-0.06753233	0	
0.083	0.01351079	-4.999538	-0.06917749	0	
0.08400001	0.01383987	-4.999515	-0.07084238	0	
0.085	0.01417287	-4.999491	-0.07252698	0	
0.086	0.01450982	-4.999466	-0.0742313	0	
0.087	0.01485071	-4.999441	-0.07595534	0	
0.08800001	0.01519558	-4.999414	-0.07769908	0	
0.089	0.01554434	-4.999386	-0.07946253	0	
0.09	0.01589706	-4.999358	-0.08124568	0	
0.09100001	0.01625375	-4.999328	-0.08304852	0	
0.09200001	0.01661437	-4.999298	-0.08487106	0	
0.093	0.01697892	-4.999266	-0.08671328	0	
0.094	0.01734741	-4.999234	-0.08857519	0	
0.09500001	0.01771984	-4.9992	-0.09045678	0	
0.096	0.01809624	-4.999166	-0.09235804	0	
0.097	0.01847654	-4.99913	-0.09427897	0	
0.098	0.0188608	-4.999094	-0.09621957	0	
0.09900001	0.01924897	-4.999056	-0.09817983	0	
0.1	0.01964109	-4.999017	-0.1001597	0	
0.101	0.02003715	-4.998977	-0.1021593	0	
0.102	0.02043716	-4.998935	-0.1041785	0	
0.103	0.02084109	-4.998893	-0.1062174	0	
0.104	0.02124896	-4.998849	-0.1082759	0	
0.105	0.02166076	-4.998804	-0.110354	0	
0.106	0.02207647	-4.998757	-0.1124518	0	
0.107	0.02249612	-4.998709	-0.1145692	0	
0.108	0.02291969	-4.99866	-0.1167062	0	
0.109	0.02334717	-4.99861	-0.1188628	0	
0.11	0.02377861	-4.998558	-0.121039	0	
0.111	0.02421396	-4.998504	-0.1232349	0	
0.112	0.02465327	-4.998449	-0.1254503	0	
0.113	0.02509649	-4.998393	-0.1276853	0	
0.114	0.02554361	-4.998335	-0.1299399	0	
0.115	0.0259947	-4.998276	-0.1322141	0	
0.116	0.02644969	-4.998215	-0.1345079	0	
0.117	0.0269086	-4.998153	-0.1368212	0	
0.118	0.02737145	-4.998089	-0.1391541	0	
0.119	0.02783823	-4.998023	-0.1415065	0	
0.12	0.02830891	-4.997956	-0.1438785	0	
0.121	0.02878353	-4.997887	-0.1462701	0	
0.122	0.02926203	-4.997816	-0.1486812	0	
0.123	0.02974445	-4.997744	-0.1511118	0	
0.124	0.03023077	-4.997669	-0.153562	0	
0.125	0.030721	-4.997593	-0.1560317	0	
0.126	0.03121517	-4.997515	-0.1585208	0	
0.127	0.03171327	-4.997435	-0.1610295	0	
0.128	0.03221527	-4.997353	-0.1635578	0	
0.129	0.03272117	-4.997269	-0.1661054	0	
0.13	0.03323098	-4.997183	-0.1686726	0	
0.131	0.0337447	-4.997095	-0.1712593	0	
0.132	0.03426235	-4.997005	-0.1738654	0	
0.133	0.03478391	-4.996913	-0.1764911	0	
0.134	0.03530934	-4.996819	-0.1791361	0	
0.135	0.03583871	-4.996724	-0.1818007	0	
0.136	0.03637193	-4.996625	-0.1844846	0	
0.137	0.03690907	-4.996525	-0.1871881	0	
0.138	0.03745012	-4.996423	-0.1899109	0	
0.139	0.03799503	-4.996318	-0.1926532	0	
0.14	0.0385439	-4.996211	-0.1954149	0	
0.141	0.03909666	-4.996101	-0.198196	0	
0.142	0.03965331	-4.99599	-0.2009965	0	
0.143	0.04021385	-4.995876	-0.2038164	0	
0.144	0.0407783	-4.995759	-0.2066557	0	
0.145	0.04134663	-4.995641	-0.2095144	0	
0.146	0.04191884	-4.995519	-0.2123924	0	
0.147	0.04249493	-4.995395	-0.2152899	0	
0.148	0.04307491	-4.995269	-0.2182066	0	
0.149	0.04365881	-4.99514	-0.2211428	0	
0.15	0.04424661	-4.995008	-0.2240982	0	
0.151	0.04483829	-4.994874	-0.227073	0	
0.152	0.04543385	-4.994738	-0.2300671	0	
0.153	0.04603332	-4.994598	-0.2330806	0	
0.154	0.04663667	-4.994456	-0.2361133	0	
0.155	0.04724386	-4.994311	-0.2391654	0	
0.156	0.04785496	-4.994163	-0.2422367	0	
0.157	0.04846994	-4.994012	-0.2453273	0	
0.158	0.04908879	-4.993859	-0.2484372	0	
0.159	0.04971151	-4.993702	-0.2515663	0	
0.16	0.05033813	-4.993543	-0.2547147	0	
0.161	0.05096858	-4.993381	-0.2578824	0	
0.162	0.05160294	-4.993215	-0.2610692	0	
0.163	0.05224117	-4.993047	-0.2642753	0	
0.164	0.05288328	-4.992875	-0.2675007	0	
0.165	0.05352926	-4.992701	-0.2707452	0	
0.166	0.05417909	-4.992523	-0.2740089	0	
0.167	0.05483283	-4.992342	-0.2772918	0	
0.168	0.0554904	-4.992157	-0.2805939	0	
0.169	0.05615186	-4.99197	-0.2839151	0	
0.17	0.05681715	-4.991779	-0.2872555	0	
0.171	0.05748631	-4.991585	-0.2906151	0	
0.172	0.05815933	-4.991387	-0.2939938	0	
0.173	0.05883623	-4.991186	-0.2973916	0	
0.174	0.05951695	-4.990981	-0.3008085	0	
0.175	0.06020155	-4.990773	-0.3042445	0	
0.176	0.06089003	-4.990561	-0.3076997	0	
0.177	0.06158236	-4.990346	-0.3111739	0	
0.178	0.06227854	-4.990128	-0.3146672	0	
0.179	0.06297857	-4.989905	-0.3181795	0	
0.18	0.06368244	-4.989679	-0.3217109	0	
0.181	0.06439019	-4.989449	-0.3252614	0	
0.182	0.06510174	-4.989215	-0.3288308	0	
0.183	0.06581715	-4.988978	-0.3324193	0	
0.184	0.0665364	-4.988737	-0.3360268	0	
0.185	0.0672595	-4.988491	-0.3396532	0	
0.186	0.06798642	-4.988242	-0.3432987	0	
0.187	0.06871723	-4.987988	-0.3469631	0	
0.188	0.06945185	-4.987731	-0.3506465	0	
0.189	0.07019035	-4.98747	-0.3543488	0	
0.19	0.07093265	-4.987204	-0.3580701	0	
0.191	0.07167877	-4.986934	-0.3618103	0	
0.192	0.07242874	-4.98666	-0.3655694	0	
0.193	0.07318255	-4.986382	-0.3693473	0	
0.194	0.0739402	-4.9861	-0.3731442	0	
0.195	0.07470164	-4.985814	-0.3769599	0	
0.196	0.07546695	-4.985522	-0.3807946	0	
0.197	0.07623606	-4.985227	-0.384648	0	
0.198	0.07700901	-4.984927	-0.3885203	0	
0.199	0.07778578	-4.984622	-0.3924114	0	
0.2	0.07856636	-4.984313	-0.3963212	0	
0.201	0.07935077	-4.983999	-0.4002499	0	
0.202	0.08013899	-4.983681	-0.4041974	0	
0.203	0.08093104	-4.983358	-0.4081636	0	
0.204	0.08172692	-4.983031	-0.4121486	0	
0.205	0.0825266	-4.982698	-0.4161523	0	
0.206	0.08333009	-4.982361	-0.4201747	0	
0.207	0.08413739	-4.982019	-0.4242158	0	
0.208	0.0849485	-4.981672	-0.4282756	0	
0.209	0.08576342	-4.98132	-0.4323542	0	
0.21	0.08658212	-4.980964	-0.4364513	0	
0.211	0.08740464	-4.980602	-0.4405671	0	
0.212	0.08823097	-4.980235	-0.4447016	0	
0.213	0.08906113	-4.979863	-0.4488547	0	
0.214	0.08989508	-4.979486	-0.4530263	0	
0.215	0.09073281	-4.979103	-0.4572166	0	
0.216	0.09157434	-4.978715	-0.4614254	0	
0.217	0.09241966	-4.978323	-0.4656528	0	
0.218	0.09326879	-4.977924	-0.4698988	0	
0.219	0.09412169	-4.97752	-0.4741632	0	
0.22	0.0949784	-4.97711	-0.4784462	0	
0.221	0.09583887	-4.976696	-0.4827476	0	
0.222	0.09670318	-4.976275	-0.4870675	0	
0.223	0.09757125	-4.975849	-0.4914059	0	
0.224	0.09844308	-4.975417	-0.4957627	0	
0.225	0.09931871	-4.974979	-0.5001379	0	
0.226	0.1001981	-4.974535	-0.5045316	0	
0.227	0.1010813	-4.974086	-0.5089436	0	
0.228	0.1019683	-4.973631	-0.513374	0	
0.229	0.102859	-4.97317	-0.5178228	0	
0.23	0.1037535	-4.972703	-0.5222899	0	
0.231	0.1046518	-4.97223	-0.5267754	0	
0.232	0.1055538	-4.971752	-0.5312791	0	
0.233	0.1064597	-4.971267	-0.5358011	0	
0.234	0.1073692	-4.970776	-0.5403414	0	
0.235	0.1082826	-4.970278	-0.5449	0	
0.236	0.1091997	-4.969775	-0.5494768	0	
0.237	0.1101205	-4.969265	-0.5540718	0	
0.238	0.1110452	-4.968749	-0.558685	0	
0.239	0.1119736	-4.968226	-0.5633164	0	
0.24	0.1129057	-4.967697	-0.5679659	0	
0.241	0.1138416	-4.967161	-0.5726336	0	
0.242	0.1147813	-4.966619	-0.5773194	0	
0.243	0.1157247	-4.96607	-0.5820233	0	
0.244	0.1166718	-4.965515	-0.5867453	0	
0.245	0.1176227	-4.964952	-0.5914854	0	
0.246	0.1185774	-4.964384	-0.5962434	0	
0.247	0.1195358	-4.963808	-0.6010196	0	
0.248	0.1204979	-4.963225	-0.6058137	0	
0.249	0.1214637	-4.962636	-0.6106258	0	
0.25	0.1224333	-4.962039	-0.6154559	0	
0.251	0.1234067	-4.961436	-0.6203039	0	
0.252	0.1243838	-4.960826	-0.6251698	0	
0.253	0.1253646	-4.960208	-0.6300536	0	
0.254	0.1263491	-4.959584	-0.6349553	0	
0.255	0.1273373	-4.958952	-0.6398749	0	
0.256	0.1283293	-4.958313	-0.6448123	0	
0.257	0.129325	-4.957666	-0.6497675	0	
0.258	0.1303244	-4.957012	-0.6547405	0	
0.259	0.1313276	-4.956351	-0.6597313	0	
