Time	Length	Ia	II	
3.453	0.50998	56.46359	165.1138	
3.454	0.50998	56.46323	165.1139	
3.455	0.50998	56.46286	165.114	
3.456	0.50998	56.46251	165.1142	
3.457	0.50998	56.46214	165.1143	
3.458	0.50998	56.46178	165.1144	
3.459	0.50998	56.46143	165.1145	
3.46	0.50998	56.46107	165.1146	
3.461	0.50998	56.46071	165.1148	
3.462	0.50998	56.46036	165.1149	
3.463	0.50998	56.46001	165.115	
3.464	0.50998	56.45966	165.1151	
3.465	0.50998	56.45931	165.1152	
3.466	0.50998	56.45896	165.1153	
3.467	0.50998	56.45861	165.1154	
3.468	0.50998	56.45827	165.1156	
3.469	0.50998	56.45792	165.1157	
3.47	0.50998	56.45758	165.1158	
3.471	0.50998	56.45724	165.1159	
3.472	0.50998	56.4569	165.116	
3.473	0.50998	56.45656	165.1161	
3.474	0.50998	56.45622	165.1162	
3.475	0.50998	56.45589	165.1163	
3.476	0.50998	56.45555	165.1164	
3.477	0.50998	56.45522	165.1165	
3.478	0.50998	56.45489	165.1167	
3.479	0.50998	56.45456	165.1168	
3.48	0.50998	56.45423	165.1169	
3.481	0.50998	56.4539	165.117	
3.482	0.50998	56.45358	165.1171	
3.483	0.50998	56.45325	165.1172	
3.484	0.50998	56.45292	165.1173	
3.485	0.50998	56.4526	165.1174	
3.486	0.50998	56.45228	165.1175	
3.487	0.50998	56.45196	165.1176	
3.488	0.50998	56.45164	165.1177	
3.489	0.50998	56.45132	165.1178	
3.49	0.50998	56.451	165.1179	
3.491	0.50998	56.4507	165.118	
3.492	0.50998	56.45038	165.1181	
3.493	0.50998	56.45007	165.1182	
3.494	0.50998	56.44976	165.1183	
3.495	0.50998	56.44944	165.1184	
3.496	0.50998	56.44914	165.1185	
3.497	0.50998	56.44883	165.1186	
3.498	0.50998	56.44852	165.1187	
3.499	0.50998	56.44822	165.1189	
3.5	0.50998	56.44792	165.1189	
3.501	0.50998	56.44761	165.119	
3.502	0.50998	56.44731	165.1191	
3.503	0.50998	56.44701	165.1192	
3.504	0.50998	56.44671	165.1193	
3.505	0.50998	56.44641	165.1194	
3.506	0.50998	56.44612	165.1195	
3.507	0.50998	56.44582	165.1196	
3.508	0.50998	56.44553	165.1197	
3.509	0.50998	56.44523	165.1198	
3.51	0.50998	56.44494	165.1199	
3.511	0.50998	56.44465	165.12	
3.512	0.50998	56.44436	165.1201	
3.513	0.50998	56.44407	165.1202	
3.514	0.50998	56.44379	165.1203	
3.515	0.50998	56.4435	165.1204	
3.516	0.50998	56.44321	165.1205	
3.517	0.50998	56.44293	165.1206	
3.518	0.50998	56.44265	165.1207	
3.519	0.50998	56.44237	165.1208	
3.52	0.50998	56.44209	165.1208	
3.521	0.50998	56.44181	165.121	
3.522	0.50998	56.44153	165.121	
3.523	0.50998	56.44125	165.1211	
3.524	0.50998	56.44098	165.1212	
3.525	0.50998	56.4407	165.1213	
3.526	0.50998	56.44043	165.1214	
3.527	0.50998	56.44016	165.1215	
3.528	0.50998	56.43988	165.1216	
3.529	0.50998	56.43961	165.1217	
3.53	0.50998	56.43934	165.1217	
3.531	0.50998	56.43908	165.1218	
3.532	0.50998	56.43881	165.1219	
3.533	0.50998	56.43855	165.122	
3.534	0.50998	56.43828	165.1221	
3.535	0.50998	56.43801	165.1222	
3.536	0.50998	56.43775	165.1223	
3.537	0.50998	56.43749	165.1224	
3.538	0.50998	56.43723	165.1224	
3.539	0.50998	56.43697	165.1225	
3.54	0.50998	56.43671	165.1226	
3.541	0.50998	56.43645	165.1227	
3.542	0.50998	56.43619	165.1228	
3.543	0.50998	56.43594	165.1229	
3.544	0.50998	56.43568	165.1229	
3.545	0.50998	56.43543	165.123	
3.546	0.50998	56.43518	165.1231	
3.547	0.50998	56.43493	165.1232	
3.548	0.50998	56.43468	165.1233	
3.549	0.50998	56.43443	165.1234	
3.55	0.50998	56.43418	165.1234	
3.551	0.50998	56.43393	165.1235	
3.552	0.50998	56.43369	165.1236	
3.553	0.50998	56.43344	165.1237	
3.554	0.50998	56.43319	165.1238	
3.555	0.50998	56.43295	165.1238	
3.556	0.50998	56.4327	165.1239	
3.557	0.50998	56.43246	165.124	
3.558	0.50998	56.43222	165.1241	
3.559	0.50998	56.43198	165.1242	
3.56	0.50998	56.43175	165.1242	
3.561	0.50998	56.43151	165.1243	
3.562	0.50998	56.43127	165.1244	
3.563	0.50998	56.43103	165.1245	
3.564	0.50998	56.4308	165.1245	
3.565	0.50998	56.43056	165.1246	
3.566	0.50998	56.43033	165.1247	
3.567	0.50998	56.4301	165.1248	
3.568	0.50998	56.42987	165.1248	
3.569	0.50998	56.42963	165.1249	
3.57	0.50998	56.42941	165.125	
3.571	0.50998	56.42918	165.1251	
3.572	0.50998	56.42895	165.1252	
3.573	0.50998	56.42873	165.1252	
