Time	1	2	1Ie	
0	-0.06	-0.05967432	0	
0.0002	-0.06	-0.0593635	0	
0.0004	-0.06	-0.05906684	0	
0.0006	-0.06	-0.05878372	0	
0.0008	-0.06	-0.0585135	0	
0.0009999999	-0.06	-0.0582556	0	
0.0012	-0.06	-0.05800946	0	
0.0014	-0.06	-0.05777454	0	
0.0016	-0.06	-0.05755034	0	
0.0018	-0.06	-0.05733635	0	
0.002	-0.06	-0.05713212	0	
0.0022	-0.06	-0.05693721	0	
0.0024	-0.06	-0.05675118	0	
0.0026	-0.06	-0.05657364	0	
0.0028	-0.06	-0.05640418	0	
0.003	-0.06	-0.05624246	0	
0.0032	-0.06	-0.05608811	0	
0.0034	-0.06	-0.05594079	0	
0.0036	-0.06	-0.05580019	0	
0.0038	-0.06	-0.05566601	0	
0.004	-0.06	-0.05553794	0	
0.0042	-0.06	-0.05541571	0	
0.0044	-0.06	-0.05529905	0	
0.0046	-0.06	-0.05518771	0	
0.0048	-0.06	-0.05508145	0	
0.005	-0.06	-0.05498003	0	
0.0052	-0.06	-0.05488324	0	
0.0054	-0.06	-0.05479086	0	
0.0056	-0.06	-0.0547027	0	
0.0058	-0.06	-0.05461855	0	
0.006	-0.06	-0.05453824	0	
0.0062	-0.06	-0.05446159	0	
0.0064	-0.06	-0.05438843	0	
0.0066	-0.06	-0.05431862	0	
0.0068	-0.06	-0.05425198	0	
0.007	-0.06	-0.05418839	0	
0.0072	-0.06	-0.05412769	0	
0.0074	-0.06	-0.05406976	0	
0.0076	-0.06	-0.05401447	0	
0.0078	-0.06	-0.0539617	0	
0.007999999	-0.06	-0.05391134	0	
0.0082	-0.06	-0.05386327	0	
0.0084	-0.06	-0.0538174	0	
0.008599999	-0.06	-0.05377362	0	
0.0088	-0.06	-0.05373183	0	
0.009	-0.06	-0.05369195	0	
0.0092	-0.06	-0.05365388	0	
0.0094	-0.06	-0.05361756	0	
0.0096	-0.06	-0.05358288	0	
0.0098	-0.06	-0.0535498	0	
0.01	-0.06	-0.05351821	0	
0.0102	-0.06	-0.05348808	0	
0.0104	-0.06	-0.05345931	0	
0.0106	-0.06	-0.05343185	0	
0.0108	-0.06	-0.05340565	0	
0.011	-0.06	-0.05338064	0	
0.0112	-0.06	-0.05335677	0	
0.0114	-0.06	-0.05333399	0	
0.0116	-0.06	-0.05331225	0	
0.0118	-0.06	-0.0532915	0	
