Time	Rotation	PendulumY	PendulumX	PendulumZ	
0	0	-0.07	0	0	
0.001	0	-0.07000005	9.966104E-06	0	
0.002	-0.0001423696	-0.07000009	2.989692E-05	0	
0.003	-0.0004270923	-0.07000012	5.978965E-05	0	
0.004	-0.0008541282	-0.07000012	9.964012E-05	0	
0.005	-0.001423417	-0.07000009	0.0001494427	0	
0.006	-0.00213488	-0.07	0.0002091904	0	
0.007	-0.002988417	-0.06999982	0.0002788748	0	
0.008	-0.003983908	-0.06999954	0.0003584858	0	
0.009000001	-0.005121212	-0.0699991	0.0004480122	0	
0.01	-0.006400172	-0.06999849	0.000547441	0	
0.011	-0.007820606	-0.06999765	0.0006567576	0	
0.012	-0.009382313	-0.06999654	0.0007759461	0	
0.013	-0.01108507	-0.06999513	0.0009049888	0	
0.014	-0.01292865	-0.06999333	0.001043866	0	
0.015	-0.01491277	-0.06999111	0.001192558	0	
0.016	-0.01703717	-0.0699884	0.001351041	0	
0.017	-0.01930153	-0.06998513	0.00151929	0	
0.018	-0.02170553	-0.06998124	0.00169728	0	
0.019	-0.02424884	-0.06997665	0.001884981	0	
0.02	-0.02693108	-0.06997129	0.002082365	0	
0.021	-0.02975187	-0.06996507	0.002289398	0	
0.022	-0.0327108	-0.06995791	0.002506047	0	
0.023	-0.03580745	-0.06994972	0.002732275	0	
0.024	-0.03904135	-0.06994043	0.002968043	0	
0.025	-0.04241206	-0.06992991	0.003213311	0	
0.026	-0.04591907	-0.06991807	0.003468036	0	
0.027	-0.04956187	-0.06990483	0.003732171	0	
0.028	-0.05333992	-0.06989007	0.00400567	0	
0.029	-0.05725266	-0.06987369	0.004288482	0	
0.03	-0.06129953	-0.06985557	0.004580553	0	
0.031	-0.06547991	-0.0698356	0.004881828	0	
0.032	-0.06979319	-0.06981367	0.005192248	0	
0.033	-0.07423871	-0.06978965	0.005511752	0	
0.034	-0.0788158	-0.06976343	0.005840275	0	
0.035	-0.0835238	-0.06973488	0.006177752	0	
0.036	-0.08836195	-0.06970387	0.006524111	0	
0.037	-0.09332955	-0.06967027	0.006879279	0	
0.038	-0.09842583	-0.06963397	0.00724318	0	
0.039	-0.10365	-0.06959481	0.007615733	0	
0.04	-0.1090013	-0.06955267	0.007996856	0	
0.041	-0.1144788	-0.06950741	0.008386463	0	
0.042	-0.1200818	-0.0694589	0.008784463	0	
0.043	-0.1258092	-0.06940699	0.009190763	0	
