Time	PendulumX	PendulumY	PendulumZ	Rotation	
0	0	-0.05	0	0	
0.001	-2.251678E-05	-0.05	4.585612E-09	0.0004838901	
0.002	-8.435341E-05	-0.04999991	1.717884E-08	0.001690672	
0.003	-0.0001649347	-0.04999971	3.358947E-08	0.003299087	
0.004	-0.0002549432	-0.04999933	5.192E-08	0.005098928	
0.005	-0.0003497674	-0.04999877	7.123123E-08	0.006995411	
0.006	-0.0004470531	-0.049998	9.104377E-08	0.008941182	
0.007	-0.0005455905	-0.04999702	1.111112E-07	0.01091203	
0.008	-0.0006447572	-0.04999584	1.313068E-07	0.0128955	
0.009000001	-0.0007442199	-0.04999447	1.515627E-07	0.01488512	
0.01	-0.000843843	-0.04999288	1.718513E-07	0.01687768	
0.011	-0.0009435233	-0.0499911	1.921515E-07	0.01887159	
0.012	-0.001043216	-0.04998912	2.124542E-07	0.02086584	
0.013	-0.001142899	-0.04998693	2.327549E-07	0.02285998	
0.014	-0.001242561	-0.04998456	2.530513E-07	0.02485378	
0.015	-0.001342195	-0.04998198	2.733422E-07	0.02684713	
0.016	-0.001441799	-0.0499792	2.936268E-07	0.02883997	
0.017	-0.001541362	-0.04997625	3.139032E-07	0.03083225	
0.018	-0.001640901	-0.04997307	3.341746E-07	0.03282393	
0.019	-0.001740406	-0.0499697	3.54439E-07	0.03481514	
0.02	-0.001839874	-0.04996613	3.746961E-07	0.03680579	
0.021	-0.001939306	-0.04996237	3.949458E-07	0.03879585	
0.022	-0.002038702	-0.04995842	4.151881E-07	0.04078532	
0.023	-0.00213806	-0.04995425	4.354227E-07	0.04277423	
0.024	-0.002237381	-0.04994991	4.556497E-07	0.04476256	
0.025	-0.002336665	-0.04994536	4.758692E-07	0.04675033	
0.026	-0.002435911	-0.04994062	4.960809E-07	0.04873753	
0.027	-0.002535121	-0.04993568	5.162852E-07	0.05072416	
0.028	-0.002634291	-0.04993054	5.364817E-07	0.05271021	
0.029	-0.002733422	-0.04992521	5.566699E-07	0.05469571	
0.03	-0.002832514	-0.04991968	5.768505E-07	0.05668063	
0.031	-0.002931567	-0.04991396	5.970228E-07	0.058665	
0.032	-0.00303058	-0.04990805	6.17187E-07	0.06064877	
0.033	-0.003129551	-0.04990194	6.37343E-07	0.06263196	
0.034	-0.003228482	-0.04989563	6.574907E-07	0.06461458	
0.035	-0.003327371	-0.04988914	6.776298E-07	0.06659664	
0.036	-0.00342622	-0.04988245	6.977604E-07	0.06857813	
0.037	-0.003525027	-0.04987556	7.178826E-07	0.07055908	
0.038	-0.003623791	-0.04986848	7.379963E-07	0.07253942	
0.039	-0.003722513	-0.04986121	7.581014E-07	0.07451919	
0.04	-0.00382119	-0.04985374	7.781973E-07	0.07649839	
0.041	-0.003919825	-0.04984608	7.982847E-07	0.07847702	
0.042	-0.004018416	-0.04983822	8.183631E-07	0.08045506	
0.043	-0.004116962	-0.04983017	8.384323E-07	0.08243256	
0.044	-0.004215465	-0.04982193	8.584926E-07	0.08440948	
0.045	-0.004313922	-0.04981351	8.785439E-07	0.08638582	
0.046	-0.004412333	-0.04980488	8.985854E-07	0.08836158	
0.047	-0.004510697	-0.04979607	9.186178E-07	0.09033676	
0.048	-0.004609017	-0.04978706	9.386408E-07	0.09231138	
0.049	-0.004707289	-0.04977787	9.586544E-07	0.09428541	
0.05	-0.004805515	-0.04976848	9.786581E-07	0.09625889	
0.051	-0.004903693	-0.0497589	9.986525E-07	0.09823176	
0.052	-0.005001824	-0.04974912	1.018637E-06	0.1002041	
0.053	-0.005099906	-0.04973916	1.038612E-06	0.1021758	
0.054	-0.005197941	-0.04972901	1.058577E-06	0.104147	
0.055	-0.005295927	-0.04971867	1.078532E-06	0.1061176	
0.056	-0.005393863	-0.04970814	1.098477E-06	0.1080876	
0.057	-0.00549175	-0.04969742	1.118412E-06	0.1100571	
0.058	-0.005589588	-0.0496865	1.138337E-06	0.1120259	
0.059	-0.005687375	-0.04967541	1.158252E-06	0.1139942	
0.06	-0.00578511	-0.04966412	1.178156E-06	0.1159619	
0.061	-0.005882795	-0.04965264	1.19805E-06	0.117929	
0.062	-0.005980428	-0.04964097	1.217933E-06	0.1198956	
0.063	-0.006078011	-0.04962911	1.237806E-06	0.1218616	
0.064	-0.006175541	-0.04961707	1.257668E-06	0.123827	
0.06500001	-0.006273019	-0.04960484	1.27752E-06	0.1257918	
0.066	-0.006370442	-0.04959242	1.29736E-06	0.1277561	
