Time	S1F1FF	S1F1Ia	S1F1Vm	S1F2FF	S1F2Vm	S1I1Vm	S1I2Ia	S1I2Vm	S2F1	S3F1	
0.1248	0.05384227	0	-0.05205258	0.05386262	-0.05922748	-0.09520853	5.384227E-10	-0.0995118	0.4956868	0.03466162	
0.125	0.05384227	0	-0.05205258	0.05386262	-0.05922748	-0.09520205	5.384227E-10	-0.09950983	0.4956868	0.03466162	
0.1252	0.05384227	0	-0.05205258	0.05386262	-0.05922748	-0.09519581	5.384227E-10	-0.09950794	0.4956868	0.03466162	
0.1254	0.05384227	0	-0.05205258	0.05386262	-0.05922748	-0.09518983	5.384227E-10	-0.09950612	0.4956868	0.03466162	
0.1256	0.05384227	0	-0.05205258	0.05386262	-0.05922748	-0.09518408	5.384227E-10	-0.09950437	0.4956868	0.03466162	
0.1258	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09517855	5.599718E-10	-0.0995027	0.5011574	0.04042689	
0.126	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09517109	5.599718E-10	-0.09950024	0.5011574	0.04042689	
0.1262	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09516393	5.599718E-10	-0.09949788	0.5011574	0.04042689	
0.1264	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09515705	5.599718E-10	-0.09949561	0.5011574	0.04042689	
0.1266	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09515044	5.599718E-10	-0.09949343	0.5011574	0.04042689	
0.1268	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09514409	5.599718E-10	-0.09949134	0.5011574	0.04042689	
0.127	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09513798	5.599718E-10	-0.09948932	0.5011574	0.04042689	
0.1272	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09513212	5.599718E-10	-0.09948739	0.5011574	0.04042689	
0.1274	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09512649	5.599718E-10	-0.09948553	0.5011574	0.04042689	
0.1276	0.05599718	0	-0.05133428	0.05530137	-0.05893973	-0.09512107	5.599718E-10	-0.09948375	0.5011574	0.04042689	
0.1278	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09511587	5.819532E-10	-0.09948204	0.5062884	0.04654768	
0.128	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09510886	5.819532E-10	-0.09947953	0.5062884	0.04654768	
0.1282	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09510213	5.819532E-10	-0.09947712	0.5062884	0.04654768	
0.1284	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09509566	5.819532E-10	-0.0994748	0.5062884	0.04654768	
0.1286	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09508944	5.819532E-10	-0.09947257	0.5062884	0.04654768	
0.1288	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09508347	5.819532E-10	-0.09947044	0.5062884	0.04654768	
0.129	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09507773	5.819532E-10	-0.09946838	0.5062884	0.04654768	
0.1292	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09507222	5.819532E-10	-0.09946641	0.5062884	0.04654768	
0.1294	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09506692	5.819532E-10	-0.09946451	0.5062884	0.04654768	
0.1296	0.05819532	0	-0.05060156	0.05675134	-0.05864973	-0.09506183	5.819532E-10	-0.09946269	0.5062884	0.04654768	
0.1298	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09505694	6.043649E-10	-0.09946094	0.5110968	0.05300746	
0.13	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09505036	6.043649E-10	-0.09945838	0.5110968	0.05300746	
0.1302	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09504403	6.043649E-10	-0.09945592	0.5110968	0.05300746	
0.1304	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09503795	6.043649E-10	-0.09945355	0.5110968	0.05300746	
0.1306	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09503211	6.043649E-10	-0.09945128	0.5110968	0.05300746	
0.1308	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.0950265	6.043649E-10	-0.09944911	0.5110968	0.05300746	
0.131	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09502111	6.043649E-10	-0.099447	0.5110968	0.05300746	
0.1312	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09501594	6.043649E-10	-0.09944499	0.5110968	0.05300746	
0.1314	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09501096	6.043649E-10	-0.09944306	0.5110968	0.05300746	
0.1316	0.06043649	0	-0.0498545	0.05821231	-0.05835754	-0.09500618	6.043649E-10	-0.0994412	0.5110968	0.05300746	
0.1318	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09500159	6.272049E-10	-0.09943941	0.5155991	0.05979024	
0.132	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.0949954	6.272049E-10	-0.0994368	0.5155991	0.05979024	
0.1322	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09498947	6.272049E-10	-0.09943429	0.5155991	0.05979024	
0.1324	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09498376	6.272049E-10	-0.09943188	0.5155991	0.05979024	
0.1326	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09497829	6.272049E-10	-0.09942956	0.5155991	0.05979024	
0.1328	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09497302	6.272049E-10	-0.09942733	0.5155991	0.05979024	
0.133	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09496796	6.272049E-10	-0.0994252	0.5155991	0.05979024	
0.1332	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.0949631	6.272049E-10	-0.09942314	0.5155991	0.05979024	
0.1334	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09495843	6.272049E-10	-0.09942117	0.5155991	0.05979024	
0.1336	0.06272049	0	-0.04909317	0.05968407	-0.05806319	-0.09495395	6.272049E-10	-0.09941927	0.5155991	0.05979024	
0.1338	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09494963	6.504713E-10	-0.09941745	0.519811	0.0668805	
0.134	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09494384	6.504713E-10	-0.09941479	0.519811	0.0668805	
0.1342	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09493828	6.504713E-10	-0.09941223	0.519811	0.0668805	
0.1344	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09493293	6.504713E-10	-0.09940977	0.519811	0.0668805	
0.1346	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09492779	6.504713E-10	-0.0994074	0.519811	0.0668805	
0.1348	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09492286	6.504713E-10	-0.09940514	0.519811	0.0668805	
0.135	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09491811	6.504713E-10	-0.09940296	0.519811	0.0668805	
0.1352	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09491355	6.504713E-10	-0.09940086	0.519811	0.0668805	
0.1354	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09490918	6.504713E-10	-0.09939885	0.519811	0.0668805	
0.1356	0.06504713	0	-0.04831763	0.06116638	-0.05776672	-0.09490497	6.504713E-10	-0.09939691	0.519811	0.0668805	
0.1358	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09490093	6.741617E-10	-0.09939506	0.5237476	0.07426324	
0.136	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.0948955	6.741617E-10	-0.09939234	0.5237476	0.07426324	
0.1362	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09489028	6.741617E-10	-0.09938973	0.5237476	0.07426324	
0.1364	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09488527	6.741617E-10	-0.09938723	0.5237476	0.07426324	
0.1366	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09488046	6.741617E-10	-0.09938482	0.5237476	0.07426324	
0.1368	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09487583	6.741617E-10	-0.09938251	0.5237476	0.07426324	
0.137	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09487139	6.741617E-10	-0.09938028	0.5237476	0.07426324	
0.1372	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09486713	6.741617E-10	-0.09937815	0.5237476	0.07426324	
0.1374	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09486303	6.741617E-10	-0.0993761	0.5237476	0.07426324	
0.1376	0.06741617	0	-0.04752795	0.06265905	-0.05746819	-0.09485909	6.741617E-10	-0.09937413	0.5237476	0.07426324	
0.1378	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.0948553	6.982739E-10	-0.09937224	0.5274234	0.08192391	
0.138	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09485022	6.982739E-10	-0.09936947	0.5274234	0.08192391	
0.1382	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09484534	6.982739E-10	-0.09936681	0.5274234	0.08192391	
0.1384	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09484065	6.982739E-10	-0.09936427	0.5274234	0.08192391	
0.1386	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09483615	6.982739E-10	-0.09936181	0.5274234	0.08192391	
0.1388	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09483182	6.982739E-10	-0.09935945	0.5274234	0.08192391	
0.139	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09482766	6.982739E-10	-0.0993572	0.5274234	0.08192391	
0.1392	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09482367	6.982739E-10	-0.09935502	0.5274234	0.08192391	
0.1394	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09481982	6.982739E-10	-0.09935293	0.5274234	0.08192391	
0.1396	0.06982739	0	-0.0467242	0.06416187	-0.05716763	-0.09481613	6.982739E-10	-0.09935092	0.5274234	0.08192391	
0.1398	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09481259	7.228055E-10	-0.09934899	0.5308526	0.08984845	
0.14	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09480784	7.228055E-10	-0.09934618	0.5308526	0.08984845	
0.1402	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09480328	7.228055E-10	-0.09934347	0.5308526	0.08984845	
0.1404	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.0947989	7.228055E-10	-0.09934087	0.5308526	0.08984845	
0.1406	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09479468	7.228055E-10	-0.09933838	0.5308526	0.08984845	
0.1408	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09479064	7.228055E-10	-0.09933598	0.5308526	0.08984845	
0.141	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09478675	7.228055E-10	-0.09933367	0.5308526	0.08984845	
0.1412	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09478302	7.228055E-10	-0.09933145	0.5308526	0.08984845	
0.1414	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09477942	7.228055E-10	-0.09932933	0.5308526	0.08984845	
0.1416	0.07228056	0	-0.04590648	0.06567464	-0.05686507	-0.09477597	7.228055E-10	-0.09932729	0.5308526	0.08984845	
0.1418	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09477266	7.477542E-10	-0.09932532	0.5340482	0.09802324	
0.142	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09476823	7.477542E-10	-0.09932245	0.5340482	0.09802324	
0.1422	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09476396	7.477542E-10	-0.0993197	0.5340482	0.09802324	
0.1424	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09475987	7.477542E-10	-0.09931706	0.5340482	0.09802324	
0.1426	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09475593	7.477542E-10	-0.09931452	0.5340482	0.09802324	
0.1428	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09475216	7.477542E-10	-0.09931207	0.5340482	0.09802324	
0.143	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09474852	7.477542E-10	-0.09930973	0.5340482	0.09802324	
0.1432	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09474503	7.477542E-10	-0.09930748	0.5340482	0.09802324	
0.1434	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09474168	7.477542E-10	-0.09930531	0.5340482	0.09802324	
0.1436	0.07477542	0	-0.04507486	0.06719714	-0.05656057	-0.09473845	7.477542E-10	-0.09930323	0.5340482	0.09802324	
0.1438	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09473536	7.731174E-10	-0.09930123	0.5370234	0.1064351	
0.144	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09473122	7.731174E-10	-0.09929831	0.5370234	0.1064351	
0.1442	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09472724	7.731174E-10	-0.09929551	0.5370234	0.1064351	
0.1444	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09472342	7.731174E-10	-0.09929282	0.5370234	0.1064351	
0.1446	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09471975	7.731174E-10	-0.09929024	0.5370234	0.1064351	
0.1448	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09471622	7.731174E-10	-0.09928776	0.5370234	0.1064351	
0.145	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09471283	7.731174E-10	-0.09928536	0.5370234	0.1064351	
0.1452	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09470958	7.731174E-10	-0.09928307	0.5370234	0.1064351	
0.1454	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09470645	7.731174E-10	-0.09928087	0.5370234	0.1064351	
0.1456	0.07731174	0	-0.04422942	0.06872921	-0.05625416	-0.09470344	7.731174E-10	-0.09927876	0.5370234	0.1064351	
0.1458	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09470055	7.988926E-10	-0.09927672	0.5397904	0.1150713	
0.146	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09469669	7.988926E-10	-0.09927376	0.5397904	0.1150713	
0.1462	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09469298	7.988926E-10	-0.0992709	0.5397904	0.1150713	
0.1464	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09468941	7.988926E-10	-0.09926817	0.5397904	0.1150713	
0.1466	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09468599	7.988926E-10	-0.09926554	0.5397904	0.1150713	
0.1468	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.0946827	7.988926E-10	-0.09926301	0.5397904	0.1150713	
0.147	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09467954	7.988926E-10	-0.09926058	0.5397904	0.1150713	
0.1472	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.0946765	7.988926E-10	-0.09925825	0.5397904	0.1150713	
0.1474	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09467359	7.988926E-10	-0.09925601	0.5397904	0.1150713	
0.1476	0.07988926	0	-0.04337025	0.07027062	-0.05594588	-0.09467079	7.988926E-10	-0.09925386	0.5397904	0.1150713	
0.1478	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09466809	8.250771E-10	-0.09925179	0.5423611	0.1239194	
0.148	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09466449	8.250771E-10	-0.09924877	0.5423611	0.1239194	
0.1482	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09466104	8.250771E-10	-0.09924588	0.5423611	0.1239194	
0.1484	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09465772	8.250771E-10	-0.0992431	0.5423611	0.1239194	
0.1486	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09465453	8.250771E-10	-0.09924042	0.5423611	0.1239194	
0.1488	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09465147	8.250771E-10	-0.09923786	0.5423611	0.1239194	
0.149	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09464853	8.250771E-10	-0.09923539	0.5423611	0.1239194	
0.1492	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09464569	8.250771E-10	-0.09923302	0.5423611	0.1239194	
0.1494	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09464297	8.250771E-10	-0.09923074	0.5423611	0.1239194	
0.1496	0.08250771	0	-0.04249743	0.07182121	-0.05563576	-0.09464037	8.250771E-10	-0.09922855	0.5423611	0.1239194	
0.1498	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09463786	8.516682E-10	-0.09922645	0.5447469	0.1329676	
0.15	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09463451	8.516682E-10	-0.09922338	0.5447469	0.1329676	
0.1502	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.0946313	8.516682E-10	-0.09922044	0.5447469	0.1329676	
0.1504	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09462821	8.516682E-10	-0.09921762	0.5447469	0.1329676	
0.1506	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09462524	8.516682E-10	-0.0992149	0.5447469	0.1329676	
0.1508	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09462239	8.516682E-10	-0.09921229	0.5447469	0.1329676	
0.151	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09461965	8.516682E-10	-0.09920978	0.5447469	0.1329676	
0.1512	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09461702	8.516682E-10	-0.09920737	0.5447469	0.1329676	
0.1514	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09461449	8.516682E-10	-0.09920505	0.5447469	0.1329676	
0.1516	0.08516683	0	-0.04161106	0.07338078	-0.05532384	-0.09461206	8.516682E-10	-0.09920283	0.5447469	0.1329676	
0.1518	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09460973	8.786634E-10	-0.0992007	0.5469586	0.1422043	
0.152	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09460662	8.786634E-10	-0.09919758	0.5469586	0.1422043	
0.1522	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09460363	8.786634E-10	-0.09919459	0.5469586	0.1422043	
0.1524	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09460076	8.786634E-10	-0.09919173	0.5469586	0.1422043	
0.1526	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.094598	8.786634E-10	-0.09918896	0.5469586	0.1422043	
0.1528	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09459535	8.786634E-10	-0.09918631	0.5469586	0.1422043	
0.153	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.0945928	8.786634E-10	-0.09918376	0.5469586	0.1422043	
0.1532	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09459036	8.786634E-10	-0.09918132	0.5469586	0.1422043	
0.1534	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.094588	8.786634E-10	-0.09917896	0.5469586	0.1422043	
0.1536	0.08786634	0	-0.04071122	0.07494917	-0.05501017	-0.09458575	8.786634E-10	-0.0991767	0.5469586	0.1422043	
0.1538	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09458358	9.060597E-10	-0.09917453	0.5490067	0.1516184	
0.154	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.0945807	9.060597E-10	-0.09917137	0.5490067	0.1516184	
0.1542	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09457792	9.060597E-10	-0.09916834	0.5490067	0.1516184	
0.1544	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09457525	9.060597E-10	-0.09916542	0.5490067	0.1516184	
0.1546	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09457269	9.060597E-10	-0.09916262	0.5490067	0.1516184	
0.1548	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09457023	9.060597E-10	-0.09915993	0.5490067	0.1516184	
0.155	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09456787	9.060597E-10	-0.09915733	0.5490067	0.1516184	
0.1552	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09456559	9.060597E-10	-0.09915485	0.5490067	0.1516184	
0.1554	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09456341	9.060597E-10	-0.09915246	0.5490067	0.1516184	
0.1556	0.09060597	0	-0.03979801	0.07652619	-0.05469476	-0.09456132	9.060597E-10	-0.09915017	0.5490067	0.1516184	
0.1558	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.0945593	9.338541E-10	-0.09914796	0.5509012	0.161199	
0.156	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09455662	9.338541E-10	-0.09914476	0.5509012	0.161199	
0.1562	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09455404	9.338541E-10	-0.09914167	0.5509012	0.161199	
0.1564	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09455158	9.338541E-10	-0.09913871	0.5509012	0.161199	
0.1566	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.0945492	9.338541E-10	-0.09913587	0.5509012	0.161199	
0.1568	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09454691	9.338541E-10	-0.09913313	0.5509012	0.161199	
0.157	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09454472	9.338541E-10	-0.0991305	0.5509012	0.161199	
0.1572	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09454262	9.338541E-10	-0.09912799	0.5509012	0.161199	
0.1574	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.0945406	9.338541E-10	-0.09912556	0.5509012	0.161199	
0.1576	0.09338541	0	-0.03887153	0.07811166	-0.05437767	-0.09453864	9.338541E-10	-0.09912322	0.5509012	0.161199	
0.1578	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09453678	9.620441E-10	-0.09912099	0.5526516	0.1709357	
0.158	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.0945343	9.620441E-10	-0.09911773	0.5526516	0.1709357	
0.1582	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09453192	9.620441E-10	-0.0991146	0.5526516	0.1709357	
0.1584	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09452962	9.620441E-10	-0.0991116	0.5526516	0.1709357	
0.1586	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09452742	9.620441E-10	-0.09910871	0.5526516	0.1709357	
0.1588	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09452531	9.620441E-10	-0.09910594	0.5526516	0.1709357	
0.159	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09452327	9.620441E-10	-0.09910327	0.5526516	0.1709357	
0.1592	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09452132	9.620441E-10	-0.09910071	0.5526516	0.1709357	
0.1594	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09451944	9.620441E-10	-0.09909825	0.5526516	0.1709357	
0.1596	0.09620441	0	-0.03793186	0.07970542	-0.05405892	-0.09451764	9.620441E-10	-0.09909589	0.5526516	0.1709357	
0.1598	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09451591	9.906265E-10	-0.09909362	0.5542673	0.1808185	
0.16	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09451362	9.906265E-10	-0.09909032	0.5542673	0.1808185	
0.1602	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.0945114	9.906265E-10	-0.09908714	0.5542673	0.1808185	
0.1604	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09450929	9.906265E-10	-0.09908409	0.5542673	0.1808185	
0.1606	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09450725	9.906265E-10	-0.09908116	0.5542673	0.1808185	
0.1608	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.0945053	9.906265E-10	-0.09907834	0.5542673	0.1808185	
0.161	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09450341	9.906265E-10	-0.09907564	0.5542673	0.1808185	
0.1612	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09450161	9.906265E-10	-0.09907304	0.5542673	0.1808185	
0.1614	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.09449987	9.906265E-10	-0.09907055	0.5542673	0.1808185	
0.1616	0.09906265	0	-0.03697912	0.08130732	-0.05373853	-0.0944982	9.906265E-10	-0.09906815	0.5542673	0.1808185	
0.1618	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.0944966	1.019598E-09	-0.09906584	0.5557568	0.1908376	
0.162	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09449448	1.019598E-09	-0.09906249	0.5557568	0.1908376	
0.1622	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09449244	1.019598E-09	-0.09905928	0.5557568	0.1908376	
0.1624	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09449048	1.019598E-09	-0.09905618	0.5557568	0.1908376	
0.1626	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09448859	1.019598E-09	-0.09905321	0.5557568	0.1908376	
0.1628	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09448678	1.019598E-09	-0.09905036	0.5557568	0.1908376	
0.163	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09448504	1.019598E-09	-0.09904761	0.5557568	0.1908376	
0.1632	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09448337	1.019598E-09	-0.09904498	0.5557568	0.1908376	
0.1634	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09448177	1.019598E-09	-0.09904245	0.5557568	0.1908376	
0.1636	0.1019598	0	-0.03601339	0.08291718	-0.05341657	-0.09448022	1.019598E-09	-0.09904001	0.5557568	0.1908376	
0.1638	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09447874	1.048957E-09	-0.09903768	0.5571287	0.2009836	
0.164	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09447678	1.048957E-09	-0.09903428	0.5571287	0.2009836	
0.1642	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.0944749	1.048957E-09	-0.09903102	0.5571287	0.2009836	
0.1644	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09447309	1.048957E-09	-0.09902788	0.5571287	0.2009836	
0.1646	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09447134	1.048957E-09	-0.09902486	0.5571287	0.2009836	
0.1648	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09446967	1.048957E-09	-0.09902197	0.5571287	0.2009836	
0.165	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09446806	1.048957E-09	-0.09901919	0.5571287	0.2009836	
0.1652	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09446652	1.048957E-09	-0.09901652	0.5571287	0.2009836	
0.1654	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09446504	1.048957E-09	-0.09901395	0.5571287	0.2009836	
0.1656	0.1048957	0	-0.03503478	0.08453484	-0.05309303	-0.09446362	1.048957E-09	-0.09901148	0.5571287	0.2009836	
