Time	S1F1FF	S1F1Ia	S1F1Vm	S1F2FF	S1F2Vm	S1I1Vm	S1I2Ia	S1I2Vm	S2F1	S3F1	
0.5032	0.9246045	0	0.2382015	0.4044164	0.01088327	-0.09753927	9.246045E-09	-0.09088602	0.2400421	0.1578665	
0.5034	0.9246045	0	0.2382015	0.4044164	0.01088327	-0.09754163	9.246045E-09	-0.09088084	0.2400421	0.1578665	
0.5036	0.9246045	0	0.2382015	0.4044164	0.01088327	-0.0975439	9.246045E-09	-0.09087586	0.2400421	0.1578665	
0.5038	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09754609	9.303774E-09	-0.09087109	0.2374644	0.155612	
0.504	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09754919	9.303774E-09	-0.09086423	0.2374644	0.155612	
0.5042	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09755218	9.303774E-09	-0.09085764	0.2374644	0.155612	
0.5044	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09755505	9.303774E-09	-0.09085131	0.2374644	0.155612	
0.5046	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09755781	9.303774E-09	-0.09084523	0.2374644	0.155612	
0.5048	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09756046	9.303774E-09	-0.09083939	0.2374644	0.155612	
0.505	0.9303774	0	0.2401258	0.406404	0.0112808	-0.097563	9.303774E-09	-0.09083378	0.2374644	0.155612	
0.5052	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09756544	9.303774E-09	-0.09082838	0.2374644	0.155612	
0.5054	0.9303774	0	0.2401258	0.406404	0.0112808	-0.0975678	9.303774E-09	-0.0908232	0.2374644	0.155612	
0.5056	0.9303774	0	0.2401258	0.406404	0.0112808	-0.09757005	9.303774E-09	-0.09081822	0.2374644	0.155612	
0.5058	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09757222	9.361541E-09	-0.09081344	0.2349047	0.1533845	
0.506	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09757531	9.361541E-09	-0.09080657	0.2349047	0.1533845	
0.5062	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09757827	9.361541E-09	-0.09079999	0.2349047	0.1533845	
0.5064	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09758113	9.361541E-09	-0.09079365	0.2349047	0.1533845	
0.5066	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09758386	9.361541E-09	-0.09078757	0.2349047	0.1533845	
0.5068	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09758649	9.361541E-09	-0.09078172	0.2349047	0.1533845	
0.507	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09758902	9.361541E-09	-0.0907761	0.2349047	0.1533845	
0.5072	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09759144	9.361541E-09	-0.09077071	0.2349047	0.1533845	
0.5074	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09759378	9.361541E-09	-0.09076552	0.2349047	0.1533845	
0.5076	0.9361541	0	0.2420514	0.408392	0.01167839	-0.09759602	9.361541E-09	-0.09076054	0.2349047	0.1533845	
0.5078	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09759817	9.419344E-09	-0.09075575	0.232363	0.1511839	
0.508	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09760124	9.419344E-09	-0.09074888	0.232363	0.1511839	
0.5082	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09760419	9.419344E-09	-0.09074229	0.232363	0.1511839	
0.5084	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09760702	9.419344E-09	-0.09073595	0.232363	0.1511839	
0.5086	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09760974	9.419344E-09	-0.09072986	0.232363	0.1511839	
0.5088	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09761235	9.419344E-09	-0.09072401	0.232363	0.1511839	
0.509	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09761486	9.419344E-09	-0.09071839	0.232363	0.1511839	
0.5092	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09761728	9.419344E-09	-0.09071299	0.232363	0.1511839	
0.5094	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09761959	9.419344E-09	-0.0907078	0.232363	0.1511839	
0.5096	0.9419345	0	0.2439782	0.4103801	0.01207602	-0.09762181	9.419344E-09	-0.09070282	0.232363	0.1511839	
0.5098	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09762395	9.477186E-09	-0.09069803	0.2298394	0.14901	
0.51	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.097627	9.477186E-09	-0.09069116	0.2298394	0.14901	
0.5102	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09762993	9.477186E-09	-0.09068456	0.2298394	0.14901	
0.5104	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09763274	9.477186E-09	-0.09067822	0.2298394	0.14901	
0.5106	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09763543	9.477186E-09	-0.09067212	0.2298394	0.14901	
0.5108	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09763803	9.477186E-09	-0.09066626	0.2298394	0.14901	
0.511	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09764052	9.477186E-09	-0.09066064	0.2298394	0.14901	
0.5112	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09764292	9.477186E-09	-0.09065524	0.2298394	0.14901	
0.5114	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09764522	9.477186E-09	-0.09065004	0.2298394	0.14901	
0.5116	0.9477186	0	0.2459062	0.4123685	0.0124737	-0.09764743	9.477186E-09	-0.09064505	0.2298394	0.14901	
0.5118	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09764955	9.535063E-09	-0.09064026	0.227334	0.1468625	
0.512	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09765258	9.535063E-09	-0.09063338	0.227334	0.1468625	
0.5122	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09765548	9.535063E-09	-0.09062678	0.227334	0.1468625	
0.5124	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09765828	9.535063E-09	-0.09062044	0.227334	0.1468625	
0.5126	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09766096	9.535063E-09	-0.09061434	0.227334	0.1468625	
0.5128	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09766353	9.535063E-09	-0.09060848	0.227334	0.1468625	
0.513	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09766601	9.535063E-09	-0.09060285	0.227334	0.1468625	
0.5132	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09766839	9.535063E-09	-0.09059744	0.227334	0.1468625	
0.5134	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09767067	9.535063E-09	-0.09059225	0.227334	0.1468625	
0.5136	0.9535064	0	0.2478355	0.4143572	0.01287143	-0.09767286	9.535063E-09	-0.09058726	0.227334	0.1468625	
0.5138	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09767497	9.592976E-09	-0.09058246	0.2248468	0.1447413	
0.514	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09767798	9.592976E-09	-0.09057558	0.2248468	0.1447413	
0.5142	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09768086	9.592976E-09	-0.09056897	0.2248468	0.1447413	
0.5144	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09768363	9.592976E-09	-0.09056262	0.2248468	0.1447413	
0.5146	0.9592977	0	0.2497659	0.416346	0.0132692	-0.0976863	9.592976E-09	-0.09055652	0.2248468	0.1447413	
0.5148	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09768885	9.592976E-09	-0.09055066	0.2248468	0.1447413	
0.515	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09769131	9.592976E-09	-0.09054503	0.2248468	0.1447413	
0.5152	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09769367	9.592976E-09	-0.09053962	0.2248468	0.1447413	
0.5154	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09769594	9.592976E-09	-0.09053442	0.2248468	0.1447413	
0.5156	0.9592977	0	0.2497659	0.416346	0.0132692	-0.09769812	9.592976E-09	-0.09052942	0.2248468	0.1447413	
0.5158	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09770022	9.650925E-09	-0.09052462	0.222378	0.1426463	
0.516	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.0977032	9.650925E-09	-0.09051774	0.222378	0.1426463	
0.5162	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09770606	9.650925E-09	-0.09051113	0.222378	0.1426463	
0.5164	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09770881	9.650925E-09	-0.09050477	0.222378	0.1426463	
0.5166	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09771145	9.650925E-09	-0.09049866	0.222378	0.1426463	
0.5168	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09771399	9.650925E-09	-0.0904928	0.222378	0.1426463	
0.517	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09771643	9.650925E-09	-0.09048717	0.222378	0.1426463	
0.5172	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09771878	9.650925E-09	-0.09048175	0.222378	0.1426463	
0.5174	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09772103	9.650925E-09	-0.09047655	0.222378	0.1426463	
0.5176	0.9650925	0	0.2516975	0.4183351	0.01366702	-0.09772319	9.650925E-09	-0.09047155	0.222378	0.1426463	
0.5178	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09772527	9.708907E-09	-0.09046675	0.2199276	0.1405771	
0.518	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09772823	9.708907E-09	-0.09045986	0.2199276	0.1405771	
0.5182	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09773108	9.708907E-09	-0.09045324	0.2199276	0.1405771	
0.5184	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.0977338	9.708907E-09	-0.09044688	0.2199276	0.1405771	
0.5186	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09773643	9.708907E-09	-0.09044077	0.2199276	0.1405771	
0.5188	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09773895	9.708907E-09	-0.09043491	0.2199276	0.1405771	
0.519	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09774137	9.708907E-09	-0.09042927	0.2199276	0.1405771	
0.5192	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.0977437	9.708907E-09	-0.09042385	0.2199276	0.1405771	
0.5194	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09774593	9.708907E-09	-0.09041864	0.2199276	0.1405771	
0.5196	0.9708908	0	0.2536303	0.4203244	0.01406488	-0.09774809	9.708907E-09	-0.09041364	0.2199276	0.1405771	
0.5198	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09775015	9.766923E-09	-0.09040884	0.2174957	0.1385336	
0.52	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09775309	9.766923E-09	-0.09040195	0.2174957	0.1385336	
0.5202	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.0977559	9.766923E-09	-0.09039532	0.2174957	0.1385336	
0.5204	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09775861	9.766923E-09	-0.09038896	0.2174957	0.1385336	
0.5206	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09776122	9.766923E-09	-0.09038285	0.2174957	0.1385336	
0.5208	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09776372	9.766923E-09	-0.09037698	0.2174957	0.1385336	
0.521	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09776613	9.766923E-09	-0.09037133	0.2174957	0.1385336	
0.5212	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09776844	9.766923E-09	-0.09036592	0.2174957	0.1385336	
0.5214	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09777065	9.766923E-09	-0.09036071	0.2174957	0.1385336	
0.5216	0.9766923	0	0.2555641	0.4223139	0.01446278	-0.09777279	9.766923E-09	-0.0903557	0.2174957	0.1385336	
0.5218	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09777484	9.824974E-09	-0.0903509	0.2150823	0.1365157	
0.522	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09777775	9.824974E-09	-0.090344	0.2150823	0.1365157	
0.5222	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09778056	9.824974E-09	-0.09033737	0.2150823	0.1365157	
0.5224	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09778325	9.824974E-09	-0.090331	0.2150823	0.1365157	
0.5226	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09778583	9.824974E-09	-0.09032489	0.2150823	0.1365157	
0.5228	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09778831	9.824974E-09	-0.09031902	0.2150823	0.1365157	
0.523	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.0977907	9.824974E-09	-0.09031337	0.2150823	0.1365157	
0.5232	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09779299	9.824974E-09	-0.09030794	0.2150823	0.1365157	
0.5234	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.0977952	9.824974E-09	-0.09030273	0.2150823	0.1365157	
0.5236	0.9824973	0	0.2574991	0.4243037	0.01486073	-0.09779731	9.824974E-09	-0.09029772	0.2150823	0.1365157	
0.5238	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09779935	9.883055E-09	-0.09029292	0.2126875	0.134523	
0.524	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09780224	9.883055E-09	-0.09028602	0.2126875	0.134523	
0.5242	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09780502	9.883055E-09	-0.09027939	0.2126875	0.134523	
0.5244	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09780769	9.883055E-09	-0.09027302	0.2126875	0.134523	
0.5246	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09781025	9.883055E-09	-0.0902669	0.2126875	0.134523	
0.5248	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09781272	9.883055E-09	-0.09026101	0.2126875	0.134523	
0.525	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09781509	9.883055E-09	-0.09025536	0.2126875	0.134523	
0.5252	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09781736	9.883055E-09	-0.09024994	0.2126875	0.134523	
0.5254	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09781955	9.883055E-09	-0.09024473	0.2126875	0.134523	
0.5256	0.9883056	0	0.2594352	0.4262936	0.01525871	-0.09782165	9.883055E-09	-0.09023971	0.2126875	0.134523	
0.5258	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09782367	9.941171E-09	-0.0902349	0.2103113	0.1325555	
0.526	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09782654	9.941171E-09	-0.090228	0.2103113	0.1325555	
0.5262	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.0978293	9.941171E-09	-0.09022136	0.2103113	0.1325555	
0.5264	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09783195	9.941171E-09	-0.09021499	0.2103113	0.1325555	
0.5266	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.0978345	9.941171E-09	-0.09020887	0.2103113	0.1325555	
0.5268	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09783694	9.941171E-09	-0.09020298	0.2103113	0.1325555	
0.527	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.0978393	9.941171E-09	-0.09019733	0.2103113	0.1325555	
0.5272	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09784155	9.941171E-09	-0.0901919	0.2103113	0.1325555	
0.5274	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09784372	9.941171E-09	-0.09018669	0.2103113	0.1325555	
0.5276	0.9941171	0	0.2613724	0.4282837	0.01565674	-0.09784581	9.941171E-09	-0.09018167	0.2103113	0.1325555	
0.5278	0.9999318	0	0.2633106	0.430274	0.0160548	-0.0978478	9.999318E-09	-0.09017685	0.2079537	0.1306128	
0.528	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09785066	9.999318E-09	-0.09016994	0.2079537	0.1306128	
0.5282	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09785339	9.999318E-09	-0.09016331	0.2079537	0.1306128	
0.5284	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09785602	9.999318E-09	-0.09015693	0.2079537	0.1306128	
0.5286	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09785855	9.999318E-09	-0.0901508	0.2079537	0.1306128	
0.5288	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09786098	9.999318E-09	-0.09014492	0.2079537	0.1306128	
0.529	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09786331	9.999318E-09	-0.09013926	0.2079537	0.1306128	
0.5292	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09786555	9.999318E-09	-0.09013383	0.2079537	0.1306128	
0.5294	0.9999318	0	0.2633106	0.430274	0.0160548	-0.0978677	9.999318E-09	-0.09012861	0.2079537	0.1306128	
0.5296	0.9999318	0	0.2633106	0.430274	0.0160548	-0.09786978	9.999318E-09	-0.09012359	0.2079537	0.1306128	
0.5298	1	0	0.2652499	0.4322645	0.01645291	-0.09787176	1E-08	-0.09011877	0.2056148	0.1286948	
0.53	1	0	0.2652499	0.4322645	0.01645291	-0.09787459	1E-08	-0.09011412	0.2056148	0.1286948	
0.5302	1	0	0.2652499	0.4322645	0.01645291	-0.0978773	1E-08	-0.09010964	0.2056148	0.1286948	
0.5304	1	0	0.2652499	0.4322645	0.01645291	-0.09787992	1E-08	-0.09010534	0.2056148	0.1286948	
0.5306	1	0	0.2652499	0.4322645	0.01645291	-0.09788242	1E-08	-0.09010121	0.2056148	0.1286948	
0.5308	1	0	0.2652499	0.4322645	0.01645291	-0.09788483	1E-08	-0.09009724	0.2056148	0.1286948	
0.531	1	0	0.2652499	0.4322645	0.01645291	-0.09788714	1E-08	-0.09009343	0.2056148	0.1286948	
0.5312	1	0	0.2652499	0.4322645	0.01645291	-0.09788936	1E-08	-0.09008977	0.2056148	0.1286948	
0.5314	1	0	0.2652499	0.4322645	0.01645291	-0.0978915	1E-08	-0.09008624	0.2056148	0.1286948	
0.5316	1	0	0.2652499	0.4322645	0.01645291	-0.09789356	1E-08	-0.09008286	0.2056148	0.1286948	
0.5318	1	0	0.2671902	0.4342553	0.01685105	-0.09789553	1E-08	-0.09007961	0.2032947	0.1268014	
0.532	1	0	0.2671902	0.4342553	0.01685105	-0.09789833	1E-08	-0.09007649	0.2032947	0.1268014	
0.5322	1	0	0.2671902	0.4342553	0.01685105	-0.09790102	1E-08	-0.0900735	0.2032947	0.1268014	
0.5324	1	0	0.2671902	0.4342553	0.01685105	-0.09790362	1E-08	-0.09007061	0.2032947	0.1268014	
0.5326	1	0	0.2671902	0.4342553	0.01685105	-0.09790611	1E-08	-0.09006784	0.2032947	0.1268014	
0.5328	1	0	0.2671902	0.4342553	0.01685105	-0.09790849	1E-08	-0.09006518	0.2032947	0.1268014	
0.533	1	0	0.2671902	0.4342553	0.01685105	-0.09791079	1E-08	-0.09006263	0.2032947	0.1268014	
0.5332	1	0	0.2671902	0.4342553	0.01685105	-0.097913	1E-08	-0.09006017	0.2032947	0.1268014	
0.5334	1	0	0.2671902	0.4342553	0.01685105	-0.09791511	1E-08	-0.09005781	0.2032947	0.1268014	
0.5336	1	0	0.2671902	0.4342553	0.01685105	-0.09791715	1E-08	-0.09005555	0.2032947	0.1268014	
0.5338	1	0	0.2691315	0.4362462	0.01724923	-0.09791911	1E-08	-0.09005336	0.2009932	0.1249321	
0.534	1	0	0.2691315	0.4362462	0.01724923	-0.09792189	1E-08	-0.09005128	0.2009932	0.1249321	
0.5342	1	0	0.2691315	0.4362462	0.01724923	-0.09792456	1E-08	-0.09004927	0.2009932	0.1249321	
0.5344	1	0	0.2691315	0.4362462	0.01724923	-0.09792713	1E-08	-0.09004733	0.2009932	0.1249321	
0.5346	1	0	0.2691315	0.4362462	0.01724923	-0.0979296	1E-08	-0.09004547	0.2009932	0.1249321	
0.5348	1	0	0.2691315	0.4362462	0.01724923	-0.09793197	1E-08	-0.09004369	0.2009932	0.1249321	
0.535	1	0	0.2691315	0.4362462	0.01724923	-0.09793425	1E-08	-0.09004198	0.2009932	0.1249321	
0.5352	1	0	0.2691315	0.4362462	0.01724923	-0.09793644	1E-08	-0.09004033	0.2009932	0.1249321	
0.5354	1	0	0.2691315	0.4362462	0.01724923	-0.09793854	1E-08	-0.09003875	0.2009932	0.1249321	
0.5356	1	0	0.2691315	0.4362462	0.01724923	-0.09794056	1E-08	-0.09003723	0.2009932	0.1249321	
0.5358	1	0	0.2710738	0.4382372	0.01764745	-0.0979425	1E-08	-0.09003577	0.1987105	0.1230869	
0.536	1	0	0.2710738	0.4382372	0.01764745	-0.09794527	1E-08	-0.09003437	0.1987105	0.1230869	
0.5362	1	0	0.2710738	0.4382372	0.01764745	-0.09794792	1E-08	-0.09003302	0.1987105	0.1230869	
0.5364	1	0	0.2710738	0.4382372	0.01764745	-0.09795047	1E-08	-0.09003173	0.1987105	0.1230869	
0.5366	1	0	0.2710738	0.4382372	0.01764745	-0.09795291	1E-08	-0.09003048	0.1987105	0.1230869	
0.5368	1	0	0.2710738	0.4382372	0.01764745	-0.09795526	1E-08	-0.09002929	0.1987105	0.1230869	
0.537	1	0	0.2710738	0.4382372	0.01764745	-0.09795752	1E-08	-0.09002814	0.1987105	0.1230869	
0.5372	1	0	0.2710738	0.4382372	0.01764745	-0.09795969	1E-08	-0.09002703	0.1987105	0.1230869	
0.5374	1	0	0.2710738	0.4382372	0.01764745	-0.09796178	1E-08	-0.09002598	0.1987105	0.1230869	
0.5376	1	0	0.2710738	0.4382372	0.01764745	-0.09796378	1E-08	-0.09002496	0.1987105	0.1230869	
0.5378	1	0	0.273017	0.4402285	0.0180457	-0.09796571	1E-08	-0.09002398	0.1964465	0.1212656	
0.538	1	0	0.273017	0.4402285	0.0180457	-0.09796844	1E-08	-0.09002304	0.1964465	0.1212656	
0.5382	1	0	0.273017	0.4402285	0.0180457	-0.09797107	1E-08	-0.09002214	0.1964465	0.1212656	
0.5384	1	0	0.273017	0.4402285	0.0180457	-0.09797361	1E-08	-0.09002127	0.1964465	0.1212656	
0.5386	1	0	0.273017	0.4402285	0.0180457	-0.09797604	1E-08	-0.09002043	0.1964465	0.1212656	
0.5388	1	0	0.273017	0.4402285	0.0180457	-0.09797837	1E-08	-0.09001964	0.1964465	0.1212656	
0.539	1	0	0.273017	0.4402285	0.0180457	-0.09798061	1E-08	-0.09001886	0.1964465	0.1212656	
0.5392	1	0	0.273017	0.4402285	0.0180457	-0.09798276	1E-08	-0.09001812	0.1964465	0.1212656	
0.5394	1	0	0.273017	0.4402285	0.0180457	-0.09798483	1E-08	-0.09001742	0.1964465	0.1212656	
0.5396	1	0	0.273017	0.4402285	0.0180457	-0.09798682	1E-08	-0.09001673	0.1964465	0.1212656	
0.5398	1	0	0.2749613	0.4422199	0.01844399	-0.09798873	1E-08	-0.09001607	0.1942014	0.1194679	
0.54	1	0	0.2749613	0.4422199	0.01844399	-0.09799144	1E-08	-0.09001544	0.1942014	0.1194679	
0.5402	1	0	0.2749613	0.4422199	0.01844399	-0.09799405	1E-08	-0.09001484	0.1942014	0.1194679	
0.5404	1	0	0.2749613	0.4422199	0.01844399	-0.09799656	1E-08	-0.09001426	0.1942014	0.1194679	
0.5406	1	0	0.2749613	0.4422199	0.01844399	-0.09799897	1E-08	-0.0900137	0.1942014	0.1194679	
0.5408	1	0	0.2749613	0.4422199	0.01844399	-0.09800129	1E-08	-0.09001316	0.1942014	0.1194679	
0.541	1	0	0.2749613	0.4422199	0.01844399	-0.09800351	1E-08	-0.09001265	0.1942014	0.1194679	
0.5412	1	0	0.2749613	0.4422199	0.01844399	-0.09800564	1E-08	-0.09001215	0.1942014	0.1194679	
0.5414	1	0	0.2749613	0.4422199	0.01844399	-0.09800769	1E-08	-0.09001167	0.1942014	0.1194679	
0.5416	1	0	0.2749613	0.4422199	0.01844399	-0.09800967	1E-08	-0.09001122	0.1942014	0.1194679	
0.5418	1	0	0.2769064	0.4442115	0.01884231	-0.09801156	1E-08	-0.09001078	0.1919749	0.1176935	
0.542	1	0	0.2769064	0.4442115	0.01884231	-0.09801426	1E-08	-0.09001035	0.1919749	0.1176935	
0.5422	1	0	0.2769064	0.4442115	0.01884231	-0.09801684	1E-08	-0.09000995	0.1919749	0.1176935	
0.5424	1	0	0.2769064	0.4442115	0.01884231	-0.09801933	1E-08	-0.09000956	0.1919749	0.1176935	
0.5426	1	0	0.2769064	0.4442115	0.01884231	-0.09802172	1E-08	-0.09000918	0.1919749	0.1176935	
0.5428	1	0	0.2769064	0.4442115	0.01884231	-0.09802401	1E-08	-0.09000883	0.1919749	0.1176935	
0.543	1	0	0.2769064	0.4442115	0.01884231	-0.09802622	1E-08	-0.09000847	0.1919749	0.1176935	
0.5432	1	0	0.2769064	0.4442115	0.01884231	-0.09802834	1E-08	-0.09000815	0.1919749	0.1176935	
0.5434	1	0	0.2769064	0.4442115	0.01884231	-0.09803037	1E-08	-0.09000783	0.1919749	0.1176935	
0.5436	1	0	0.2769064	0.4442115	0.01884231	-0.09803233	1E-08	-0.09000751	0.1919749	0.1176935	
0.5438	1	0	0.2788525	0.4462033	0.01924066	-0.09803421	1E-08	-0.09000722	0.1897672	0.1159424	
0.544	1	0	0.2788525	0.4462033	0.01924066	-0.09803688	1E-08	-0.09000694	0.1897672	0.1159424	
0.5442	1	0	0.2788525	0.4462033	0.01924066	-0.09803945	1E-08	-0.09000666	0.1897672	0.1159424	
0.5444	1	0	0.2788525	0.4462033	0.01924066	-0.09804191	1E-08	-0.0900064	0.1897672	0.1159424	
0.5446	1	0	0.2788525	0.4462033	0.01924066	-0.09804428	1E-08	-0.09000616	0.1897672	0.1159424	
0.5448	1	0	0.2788525	0.4462033	0.01924066	-0.09804656	1E-08	-0.09000591	0.1897672	0.1159424	
0.545	1	0	0.2788525	0.4462033	0.01924066	-0.09804874	1E-08	-0.09000568	0.1897672	0.1159424	
0.5452	1	0	0.2788525	0.4462033	0.01924066	-0.09805084	1E-08	-0.09000546	0.1897672	0.1159424	
0.5454	1	0	0.2788525	0.4462033	0.01924066	-0.09805286	1E-08	-0.09000524	0.1897672	0.1159424	
0.5456	1	0	0.2788525	0.4462033	0.01924066	-0.0980548	1E-08	-0.09000504	0.1897672	0.1159424	
0.5458	1	0	0.2807995	0.4481953	0.01963905	-0.09805667	1E-08	-0.09000484	0.1875783	0.1142142	
0.546	1	0	0.2807995	0.4481953	0.01963905	-0.09805931	1E-08	-0.09000465	0.1875783	0.1142142	
0.5462	1	0	0.2807995	0.4481953	0.01963905	-0.09806186	1E-08	-0.09000447	0.1875783	0.1142142	
0.5464	1	0	0.2807995	0.4481953	0.01963905	-0.0980643	1E-08	-0.0900043	0.1875783	0.1142142	
0.5466	1	0	0.2807995	0.4481953	0.01963905	-0.09806665	1E-08	-0.09000412	0.1875783	0.1142142	
0.5468	1	0	0.2807995	0.4481953	0.01963905	-0.09806891	1E-08	-0.09000397	0.1875783	0.1142142	
0.547	1	0	0.2807995	0.4481953	0.01963905	-0.09807108	1E-08	-0.09000381	0.1875783	0.1142142	
0.5472	1	0	0.2807995	0.4481953	0.01963905	-0.09807316	1E-08	-0.09000366	0.1875783	0.1142142	
0.5474	1	0	0.2807995	0.4481953	0.01963905	-0.09807517	1E-08	-0.09000351	0.1875783	0.1142142	
