Time	Body_2 X	Body_2 Z	Body_2 Y	
0.074	0.0002831794	-0.2	-0.02556777	
0.075	0.0002987148	-0.2	-0.02622081	
0.07600001	0.0003148434	-0.2	-0.02688064	
0.07700001	0.0003315769	-0.2	-0.02754718	
0.078	0.000348926	-0.2	-0.02822038	
0.079	0.0003669033	-0.2	-0.02890014	
0.08000001	0.0003855202	-0.2	-0.02958642	
0.081	0.000404788	-0.2	-0.03027912	
0.082	0.0004247181	-0.2	-0.03097818	
0.083	0.0004453216	-0.2	-0.03168352	
0.08400001	0.0004666089	-0.2	-0.03239508	
0.085	0.0004885911	-0.2	-0.03311277	
0.086	0.0005112801	-0.2	-0.03383652	
0.087	0.0005346867	-0.2	-0.03456625	
0.08800001	0.0005588209	-0.2	-0.03530189	
0.089	0.0005836941	-0.2	-0.03604336	
0.09	0.0006093168	-0.2	-0.03679058	
0.09100001	0.0006356994	-0.2	-0.03754348	
0.09200001	0.0006628514	-0.2	-0.03830197	
0.093	0.0006907822	-0.2	-0.03906597	
0.094	0.0007195036	-0.2	-0.03983541	
0.09500001	0.0007490238	-0.2	-0.04061021	
0.096	0.0007793535	-0.2	-0.04139028	
0.097	0.0008105024	-0.2	-0.04217554	
0.098	0.0008424791	-0.2	-0.04296592	
0.09900001	0.0008752929	-0.2	-0.04376132	
0.1	0.0009089524	-0.2	-0.04456168	
0.101	0.0009434666	-0.2	-0.04536689	
0.102	0.0009788437	-0.2	-0.04617689	
0.103	0.001015092	-0.2	-0.04699158	
0.104	0.001052221	-0.2	-0.04781089	
0.105	0.001090237	-0.2	-0.04863472	
0.106	0.001129148	-0.2	-0.04946299	
0.107	0.001168961	-0.2	-0.05029562	
0.108	0.001209682	-0.2	-0.05113251	
0.109	0.00125132	-0.2	-0.05197359	
0.11	0.001293881	-0.2	-0.05281877	
0.111	0.00133737	-0.2	-0.05366796	
0.112	0.001381794	-0.2	-0.05452107	
0.113	0.00142716	-0.2	-0.05537801	
0.114	0.001473472	-0.2	-0.0562387	
0.115	0.001520738	-0.2	-0.05710305	
0.116	0.001568962	-0.2	-0.05797097	
0.117	0.001618151	-0.2	-0.05884236	
0.118	0.001668307	-0.2	-0.05971715	
0.119	0.001719439	-0.2	-0.06059524	
0.12	0.001771549	-0.2	-0.06147654	
0.121	0.001824641	-0.2	-0.06236096	
0.122	0.001878717	-0.2	-0.06324842	
0.123	0.001933781	-0.2	-0.06413881	
0.124	0.001989838	-0.2	-0.06503205	
0.125	0.002046886	-0.2	-0.06592805	
0.126	0.002104929	-0.2	-0.06682672	
0.127	0.002163968	-0.2	-0.06772796	
0.128	0.002224003	-0.2	-0.06863169	
0.129	0.002285036	-0.2	-0.06953781	
0.13	0.002347066	-0.2	-0.07044623	
0.131	0.002410094	-0.2	-0.07135686	
0.132	0.002474119	-0.2	-0.0722696	
0.133	0.002539142	-0.2	-0.07318437	
0.134	0.002605159	-0.2	-0.07410108	
0.135	0.002672169	-0.2	-0.07501962	
0.136	0.002740172	-0.2	-0.07593991	
0.137	0.002809165	-0.2	-0.07686185	
0.138	0.002879145	-0.2	-0.07778535	
0.139	0.002950112	-0.2	-0.07871032	
0.14	0.003022062	-0.2	-0.07963666	
0.141	0.003094992	-0.2	-0.08056429	
0.142	0.003168901	-0.2	-0.0814931	
0.143	0.003243785	-0.2	-0.08242302	
0.144	0.003319638	-0.2	-0.08335393	
0.145	0.003396455	-0.2	-0.08428576	
0.146	0.003474232	-0.2	-0.08521839	
0.147	0.003552962	-0.2	-0.08615176	
0.148	0.00363264	-0.2	-0.08708575	
0.149	0.00371326	-0.2	-0.08802028	
0.15	0.003794817	-0.2	-0.08895525	
0.151	0.003877303	-0.2	-0.08989058	
0.152	0.003960711	-0.2	-0.09082617	
0.153	0.004045037	-0.2	-0.09176192	
0.154	0.004130269	-0.2	-0.09269774	
0.155	0.004216402	-0.2	-0.09363355	
0.156	0.004303427	-0.2	-0.09456924	
0.157	0.004391336	-0.2	-0.09550472	
0.158	0.004480118	-0.2	-0.09643992	
0.159	0.004569766	-0.2	-0.09737472	
0.16	0.004660268	-0.2	-0.09830904	
0.161	0.004751615	-0.2	-0.09924279	
0.162	0.004843796	-0.2	-0.1001759	
0.163	0.004936801	-0.2	-0.1011082	
0.164	0.005030619	-0.2	-0.1020397	
0.165	0.005125237	-0.2	-0.1029702	
0.166	0.005220646	-0.2	-0.1038997	
0.167	0.005316832	-0.2	-0.1048281	
0.168	0.005413783	-0.2	-0.1057553	
0.169	0.005511488	-0.2	-0.1066812	
0.17	0.005609932	-0.2	-0.1076057	
0.171	0.005709104	-0.2	-0.1085287	
0.172	0.00580899	-0.2	-0.1094501	
0.173	0.005909575	-0.2	-0.1103699	
0.174	0.006010845	-0.2	-0.111288	
0.175	0.006112787	-0.2	-0.1122041	
0.176	0.006215387	-0.2	-0.1131184	
0.177	0.006318626	-0.2	-0.1140307	
0.178	0.006422492	-0.2	-0.1149408	
0.179	0.006526968	-0.2	-0.1158488	
0.18	0.006632038	-0.2	-0.1167545	
0.181	0.006737687	-0.2	-0.1176578	
0.182	0.006843896	-0.2	-0.1185587	
0.183	0.00695065	-0.2	-0.119457	
0.184	0.007057932	-0.2	-0.1203527	
0.185	0.007165723	-0.2	-0.1212458	
0.186	0.007274007	-0.2	-0.122136	
0.187	0.007382765	-0.2	-0.1230233	
0.188	0.00749198	-0.2	-0.1239077	
0.189	0.007601632	-0.2	-0.1247891	
0.19	0.007711705	-0.2	-0.1256673	
0.191	0.007822178	-0.2	-0.1265423	
0.192	0.007933035	-0.2	-0.127414	
0.193	0.008044253	-0.2	-0.1282824	
0.194	0.008155815	-0.2	-0.1291472	
0.195	0.008267703	-0.2	-0.1300086	
0.196	0.008379894	-0.2	-0.1308663	
0.197	0.008492372	-0.2	-0.1317203	
0.198	0.008605114	-0.2	-0.1325706	
0.199	0.008718103	-0.2	-0.133417	
0.2	0.008831317	-0.2	-0.1342595	
0.201	0.008944732	-0.2	-0.1350979	
0.202	0.009058329	-0.2	-0.1359323	
0.203	0.009172088	-0.2	-0.1367625	
0.204	0.009285982	-0.2	-0.1375884	
0.205	0.009399993	-0.2	-0.13841	
0.206	0.0095141	-0.2	-0.1392272	
0.207	0.009628279	-0.2	-0.14004	
0.208	0.00974251	-0.2	-0.1408482	
0.209	0.009856769	-0.2	-0.1416518	
0.21	0.009971035	-0.2	-0.1424506	
0.211	0.01008529	-0.2	-0.1432448	
0.212	0.0101995	-0.2	-0.144034	
0.213	0.01031365	-0.2	-0.1448184	
0.214	0.01042773	-0.2	-0.1455978	
0.215	0.0105417	-0.2	-0.1463721	
0.216	0.01065554	-0.2	-0.1471413	
0.217	0.01076923	-0.2	-0.1479053	
0.218	0.01088276	-0.2	-0.1486641	
0.219	0.01099609	-0.2	-0.1494175	
0.22	0.0111092	-0.2	-0.1501655	
0.221	0.01122208	-0.2	-0.150908	
0.222	0.0113347	-0.2	-0.1516451	
0.223	0.01144703	-0.2	-0.1523765	
0.224	0.01155906	-0.2	-0.1531022	
0.225	0.01167076	-0.2	-0.1538223	
0.226	0.0117821	-0.2	-0.1545365	
0.227	0.01189308	-0.2	-0.1552449	
0.228	0.01200366	-0.2	-0.1559474	
0.229	0.01211382	-0.2	-0.1566439	
0.23	0.01222353	-0.2	-0.1573343	
0.231	0.01233279	-0.2	-0.1580186	
0.232	0.01244156	-0.2	-0.1586968	
0.233	0.01254982	-0.2	-0.1593688	
0.234	0.01265755	-0.2	-0.1600345	
0.235	0.01276473	-0.2	-0.1606938	
0.236	0.01287133	-0.2	-0.1613467	
0.237	0.01297733	-0.2	-0.1619932	
0.238	0.01308271	-0.2	-0.1626332	
0.239	0.01318745	-0.2	-0.1632666	
0.24	0.01329152	-0.2	-0.1638934	
0.241	0.0133949	-0.2	-0.1645136	
0.242	0.01349757	-0.2	-0.165127	
0.243	0.01359952	-0.2	-0.1657336	
0.244	0.01370071	-0.2	-0.1663334	
0.245	0.01380112	-0.2	-0.1669263	
0.246	0.01390075	-0.2	-0.1675123	
0.247	0.01399955	-0.2	-0.1680913	
0.248	0.01409752	-0.2	-0.1686633	
0.249	0.01419463	-0.2	-0.1692282	
0.25	0.01429086	-0.2	-0.1697859	
0.251	0.01438618	-0.2	-0.1703365	
0.252	0.01448059	-0.2	-0.1708799	
0.253	0.01457406	-0.2	-0.171416	
0.254	0.01466656	-0.2	-0.1719448	
0.255	0.01475808	-0.2	-0.1724663	
0.256	0.0148486	-0.2	-0.1729804	
0.257	0.01493809	-0.2	-0.173487	
0.258	0.01502654	-0.2	-0.1739861	
0.259	0.01511393	-0.2	-0.1744777	
0.26	0.01520024	-0.2	-0.1749618	
0.261	0.01528546	-0.2	-0.1754383	
0.262	0.01536955	-0.2	-0.1759071	
0.263	0.01545251	-0.2	-0.1763683	
0.264	0.01553431	-0.2	-0.1768217	
0.265	0.01561494	-0.2	-0.1772674	
0.266	0.01569438	-0.2	-0.1777053	
0.267	0.01577261	-0.2	-0.1781354	
0.268	0.01584961	-0.2	-0.1785576	
0.269	0.01592537	-0.2	-0.1789719	
0.27	0.01599987	-0.2	-0.1793783	
0.271	0.01607309	-0.2	-0.1797768	
0.272	0.01614503	-0.2	-0.1801673	
0.273	0.01621565	-0.2	-0.1805498	
0.274	0.01628495	-0.2	-0.1809242	
0.275	0.01635292	-0.2	-0.1812906	
0.276	0.01641953	-0.2	-0.1816488	
0.277	0.01648478	-0.2	-0.1819989	
0.278	0.01654864	-0.2	-0.1823409	
0.279	0.01661112	-0.2	-0.1826747	
0.28	0.01667218	-0.2	-0.1830003	
0.281	0.01673183	-0.2	-0.1833176	
0.282	0.01679004	-0.2	-0.1836267	
0.283	0.0168468	-0.2	-0.1839276	
0.284	0.01690211	-0.2	-0.1842201	
0.285	0.01695594	-0.2	-0.1845043	
0.286	0.01700829	-0.2	-0.1847802	
0.287	0.01705914	-0.2	-0.1850477	
0.288	0.01710849	-0.2	-0.1853068	
0.289	0.01715633	-0.2	-0.1855575	
0.29	0.01720264	-0.2	-0.1857999	
0.291	0.01724741	-0.2	-0.1860337	
0.292	0.01729065	-0.2	-0.1862592	
0.293	0.01733233	-0.2	-0.1864762	
0.294	0.01737244	-0.2	-0.1866847	
0.295	0.01741099	-0.2	-0.1868847	
0.296	0.01744797	-0.2	-0.1870762	
0.297	0.01748335	-0.2	-0.1872592	
0.298	0.01751715	-0.2	-0.1874337	
0.299	0.01754935	-0.2	-0.1875996	
0.3	0.01757994	-0.2	-0.187757	
0.301	0.01760892	-0.2	-0.1879058	
0.302	0.01763628	-0.2	-0.1880461	
0.303	0.01766201	-0.2	-0.1881778	
0.304	0.01768612	-0.2	-0.1883009	
0.305	0.0177086	-0.2	-0.1884155	
0.306	0.01772944	-0.2	-0.1885214	
0.307	0.01774864	-0.2	-0.1886188	
0.308	0.01776619	-0.2	-0.1887075	
0.309	0.0177821	-0.2	-0.1887877	
0.31	0.01779635	-0.2	-0.1888592	
0.311	0.01780896	-0.2	-0.1889222	
0.312	0.0178199	-0.2	-0.1889765	
0.313	0.01782919	-0.2	-0.1890223	
0.314	0.01783683	-0.2	-0.1890594	
0.315	0.01784281	-0.2	-0.189088	
0.316	0.01784712	-0.2	-0.1891079	
0.317	0.01784978	-0.2	-0.1891193	
0.318	0.01785078	-0.2	-0.1891221	
0.319	0.01785012	-0.2	-0.1891163	
0.32	0.0178478	-0.2	-0.1891019	
0.321	0.01784383	-0.2	-0.1890789	
0.322	0.0178382	-0.2	-0.1890473	
0.323	0.01783092	-0.2	-0.1890072	
0.324	0.01782199	-0.2	-0.1889586	
0.325	0.01781141	-0.2	-0.1889014	
0.326	0.01779919	-0.2	-0.1888357	
0.327	0.01778534	-0.2	-0.1887614	
0.328	0.01776984	-0.2	-0.1886787	
0.329	0.01775272	-0.2	-0.1885875	
0.33	0.01773397	-0.2	-0.1884877	
0.331	0.0177136	-0.2	-0.1883795	
0.332	0.01769162	-0.2	-0.1882629	
0.333	0.01766802	-0.2	-0.1881378	
0.334	0.01764282	-0.2	-0.1880043	
0.335	0.01761603	-0.2	-0.1878624	
0.336	0.01758765	-0.2	-0.1877121	
0.337	0.01755768	-0.2	-0.1875534	
0.338	0.01752614	-0.2	-0.1873864	
0.339	0.01749304	-0.2	-0.187211	
0.34	0.01745837	-0.2	-0.1870273	
0.341	0.01742216	-0.2	-0.1868354	
0.342	0.01738441	-0.2	-0.1866352	
0.343	0.01734512	-0.2	-0.1864267	
0.344	0.01730432	-0.2	-0.18621	
0.345	0.017262	-0.2	-0.1859851	
0.346	0.01721819	-0.2	-0.185752	
0.347	0.01717288	-0.2	-0.1855108	
0.348	0.0171261	-0.2	-0.1852615	
0.349	0.01707785	-0.2	-0.1850041	
0.35	0.01702814	-0.2	-0.1847386	
0.351	0.016977	-0.2	-0.1844651	
0.352	0.01692443	-0.2	-0.1841835	
0.353	0.01687044	-0.2	-0.183894	
0.354	0.01681505	-0.2	-0.1835966	
0.355	0.01675826	-0.2	-0.1832912	
0.356	0.01670011	-0.2	-0.1829779	
0.357	0.01664058	-0.2	-0.1826568	
0.358	0.01657971	-0.2	-0.1823279	
0.359	0.01651751	-0.2	-0.1819912	
0.36	0.01645398	-0.2	-0.1816467	
0.361	0.01638915	-0.2	-0.1812945	
0.362	0.01632303	-0.2	-0.1809347	
0.363	0.01625563	-0.2	-0.1805672	
0.364	0.01618697	-0.2	-0.1801921	
0.365	0.01611707	-0.2	-0.1798095	
0.366	0.01604595	-0.2	-0.1794193	
0.367	0.01597361	-0.2	-0.1790216	
0.368	0.01590008	-0.2	-0.1786165	
0.369	0.01582538	-0.2	-0.178204	
0.37	0.01574952	-0.2	-0.1777841	
0.371	0.01567251	-0.2	-0.1773569	
0.372	0.01559439	-0.2	-0.1769225	
0.373	0.01551515	-0.2	-0.1764808	
0.374	0.01543483	-0.2	-0.1760319	
0.375	0.01535344	-0.2	-0.1755758	
0.376	0.01527099	-0.2	-0.1751127	
0.377	0.01518751	-0.2	-0.1746425	
0.378	0.01510302	-0.2	-0.1741653	
0.379	0.01501753	-0.2	-0.1736811	
0.38	0.01493106	-0.2	-0.1731901	
0.381	0.01484364	-0.2	-0.1726921	
0.382	0.01475528	-0.2	-0.1721874	
0.383	0.014666	-0.2	-0.1716759	
0.384	0.01457583	-0.2	-0.1711577	
0.385	0.01448478	-0.2	-0.1706329	
0.386	0.01439288	-0.2	-0.1701014	
0.387	0.01430015	-0.2	-0.1695634	
0.388	0.0142066	-0.2	-0.1690188	
0.389	0.01411226	-0.2	-0.1684679	
0.39	0.01401715	-0.2	-0.1679105	
0.391	0.01392128	-0.2	-0.1673468	
0.392	0.01382468	-0.2	-0.1667768	
0.393	0.01372737	-0.2	-0.1662006	
0.394	0.01362937	-0.2	-0.1656182	
0.395	0.0135307	-0.2	-0.1650297	
0.396	0.01343137	-0.2	-0.1644352	
0.397	0.01333143	-0.2	-0.1638346	
0.398	0.01323087	-0.2	-0.1632282	
0.399	0.01312973	-0.2	-0.1626158	
0.4	0.01302802	-0.2	-0.1619977	
0.401	0.01292577	-0.2	-0.1613737	
0.402	0.012823	-0.2	-0.1607441	
0.403	0.01271972	-0.2	-0.1601089	
0.404	0.01261597	-0.2	-0.1594681	
0.405	0.01251175	-0.2	-0.1588217	
0.406	0.0124071	-0.2	-0.15817	
0.407	0.01230204	-0.2	-0.1575128	
0.408	0.01219658	-0.2	-0.1568504	
0.409	0.01209075	-0.2	-0.1561827	
0.41	0.01198456	-0.2	-0.1555098	
0.411	0.01187804	-0.2	-0.1548318	
0.412	0.01177121	-0.2	-0.1541488	
0.413	0.0116641	-0.2	-0.1534607	
0.414	0.01155671	-0.2	-0.1527678	
0.415	0.01144908	-0.2	-0.15207	
0.416	0.01134122	-0.2	-0.1513674	
0.417	0.01123316	-0.2	-0.1506601	
0.418	0.01112491	-0.2	-0.1499482	
0.419	0.0110165	-0.2	-0.1492317	
0.42	0.01090795	-0.2	-0.1485107	
0.421	0.01079927	-0.2	-0.1477853	
0.422	0.0106905	-0.2	-0.1470556	
0.423	0.01058164	-0.2	-0.1463215	
0.424	0.01047272	-0.2	-0.1455832	
0.425	0.01036376	-0.2	-0.1448408	
0.426	0.01025477	-0.2	-0.1440943	
0.427	0.01014579	-0.2	-0.1433438	
0.428	0.01003682	-0.2	-0.1425894	
0.429	0.009927894	-0.2	-0.1418311	
0.43	0.009819022	-0.2	-0.1410691	
0.431	0.009710229	-0.2	-0.1403034	
0.432	0.009601532	-0.2	-0.1395341	
0.433	0.009492951	-0.2	-0.1387612	
0.434	0.009384505	-0.2	-0.1379848	
0.435	0.009276214	-0.2	-0.1372051	
0.436	0.009168094	-0.2	-0.136422	
0.437	0.009060166	-0.2	-0.1356357	
0.438	0.008952447	-0.2	-0.1348462	
0.439	0.008844957	-0.2	-0.1340536	
0.44	0.008737712	-0.2	-0.1332581	
0.441	0.008630732	-0.2	-0.1324596	
0.442	0.008524033	-0.2	-0.1316582	
0.443	0.008417633	-0.2	-0.1308541	
0.444	0.008311552	-0.2	-0.1300473	
0.445	0.008205804	-0.2	-0.1292379	
0.446	0.008100407	-0.2	-0.1284259	
0.447	0.007995378	-0.2	-0.1276115	
0.448	0.007890734	-0.2	-0.1267947	
0.449	0.007786489	-0.2	-0.1259757	
0.45	0.00768266	-0.2	-0.1251544	
0.451	0.007579263	-0.2	-0.1243309	
0.452	0.007476314	-0.2	-0.1235055	
0.453	0.007373826	-0.2	-0.122678	
0.454	0.007271816	-0.2	-0.1218487	
0.455	0.007170298	-0.2	-0.1210176	
0.456	0.007069287	-0.2	-0.1201847	
0.457	0.006968796	-0.2	-0.1193502	
0.458	0.006868842	-0.2	-0.1185141	
0.459	0.006769435	-0.2	-0.1176766	
0.46	0.00667059	-0.2	-0.1168377	
0.461	0.006572322	-0.2	-0.1159974	
0.462	0.006474641	-0.2	-0.115156	
0.463	0.006377561	-0.2	-0.1143133	
0.464	0.006281092	-0.2	-0.1134697	
0.465	0.006185248	-0.2	-0.112625	
0.466	0.006090041	-0.2	-0.1117794	
0.467	0.005995483	-0.2	-0.1109331	
0.468	0.005901584	-0.2	-0.110086	
0.469	0.005808356	-0.2	-0.1092382	
0.47	0.00571581	-0.2	-0.1083899	
0.471	0.005623956	-0.2	-0.1075411	
0.472	0.005532804	-0.2	-0.106692	
0.473	0.005442365	-0.2	-0.1058425	
0.474	0.005352648	-0.2	-0.1049928	
0.475	0.005263663	-0.2	-0.1041429	
0.476	0.005175422	-0.2	-0.103293	
0.477	0.005087933	-0.2	-0.1024431	
0.478	0.005001205	-0.2	-0.1015933	
0.479	0.004915246	-0.2	-0.1007437	
0.48	0.004830064	-0.2	-0.09989434	
0.481	0.004745664	-0.2	-0.09904536	
0.482	0.004662055	-0.2	-0.09819683	
0.483	0.004579244	-0.2	-0.09734883	
0.484	0.004497235	-0.2	-0.09650144	
0.485	0.004416035	-0.2	-0.09565474	
0.486	0.004335647	-0.2	-0.09480881	
0.487	0.004256079	-0.2	-0.09396374	
0.488	0.004177336	-0.2	-0.09311962	
0.489	0.004099421	-0.2	-0.09227653	
0.49	0.004022341	-0.2	-0.09143454	
0.491	0.003946099	-0.2	-0.09059374	
0.492	0.003870701	-0.2	-0.08975422	
0.493	0.003796149	-0.2	-0.08891605	
0.494	0.003722447	-0.2	-0.08807932	
0.495	0.003649599	-0.2	-0.08724411	
0.496	0.003577607	-0.2	-0.0864105	
0.497	0.003506477	-0.2	-0.08557858	
0.498	0.003436208	-0.2	-0.08474843	
0.499	0.003366806	-0.2	-0.08392013	
0.5	0.00329827	-0.2	-0.08309375	
0.501	0.003230603	-0.2	-0.08226939	
0.502	0.003163807	-0.2	-0.08144712	
0.503	0.003097882	-0.2	-0.08062702	
0.504	0.003032828	-0.2	-0.07980917	
0.505	0.002968646	-0.2	-0.07899365	
0.506	0.002905335	-0.2	-0.07818054	
0.507	0.002842897	-0.2	-0.07736994	
0.508	0.002781331	-0.2	-0.07656189	
0.509	0.002720636	-0.2	-0.07575651	
0.5100001	0.002660812	-0.2	-0.07495385	
0.511	0.002601857	-0.2	-0.07415399	
0.512	0.002543771	-0.2	-0.07335702	
0.513	0.002486553	-0.2	-0.07256301	
0.514	0.002430201	-0.2	-0.07177205	
0.515	0.002374711	-0.2	-0.07098421	
0.516	0.002320083	-0.2	-0.07019955	
0.517	0.002266312	-0.2	-0.06941817	
0.518	0.002213399	-0.2	-0.06864014	
0.5190001	0.002161339	-0.2	-0.06786553	
0.52	0.002110129	-0.2	-0.06709442	
0.521	0.002059767	-0.2	-0.06632688	
0.522	0.002010247	-0.2	-0.06556299	
0.523	0.001961567	-0.2	-0.06480282	
0.524	0.001913722	-0.2	-0.06404644	
0.525	0.001866709	-0.2	-0.06329393	
0.526	0.001820521	-0.2	-0.06254537	
0.527	0.001775154	-0.2	-0.06180082	
0.528	0.001730606	-0.2	-0.06106035	
0.529	0.001686869	-0.2	-0.06032404	
0.53	0.00164394	-0.2	-0.05959197	
0.531	0.001601814	-0.2	-0.05886419	
0.532	0.001560483	-0.2	-0.05814078	
0.5330001	0.001519944	-0.2	-0.05742181	
0.534	0.001480188	-0.2	-0.05670735	
0.535	0.001441211	-0.2	-0.05599747	
0.536	0.001403006	-0.2	-0.05529224	
0.537	0.001365567	-0.2	-0.05459172	
0.538	0.001328886	-0.2	-0.05389598	
0.539	0.001292959	-0.2	-0.05320508	
0.54	0.001257777	-0.2	-0.0525191	
0.541	0.001223332	-0.2	-0.0518381	
0.5420001	0.001189619	-0.2	-0.05116214	
0.543	0.001156628	-0.2	-0.0504913	
0.544	0.001124353	-0.2	-0.04982562	
0.545	0.001092787	-0.2	-0.04916519	
0.546	0.001061922	-0.2	-0.04851005	
0.5470001	0.001031751	-0.2	-0.04786027	
0.548	0.001002266	-0.2	-0.04721592	
0.549	0.0009734589	-0.2	-0.04657705	
0.55	0.0009453209	-0.2	-0.04594373	
0.551	0.0009178446	-0.2	-0.04531601	
0.552	0.0008910219	-0.2	-0.04469396	
0.553	0.000864844	-0.2	-0.04407763	
0.554	0.0008393017	-0.2	-0.04346708	
0.555	0.0008143871	-0.2	-0.04286237	
0.5560001	0.0007900927	-0.2	-0.04226356	
0.557	0.0007664092	-0.2	-0.0416707	
0.558	0.0007433281	-0.2	-0.04108385	
0.559	0.0007208412	-0.2	-0.04050306	
0.56	0.0006989394	-0.2	-0.03992839	
0.561	0.0006776135	-0.2	-0.03935989	
0.562	0.0006568556	-0.2	-0.03879762	
0.563	0.000636656	-0.2	-0.03824162	
0.564	0.0006170067	-0.2	-0.03769195	
0.565	0.000597899	-0.2	-0.03714866	
0.566	0.000579324	-0.2	-0.0366118	
0.567	0.0005612716	-0.2	-0.03608142	
0.568	0.0005437334	-0.2	-0.03555757	
0.569	0.000526701	-0.2	-0.0350403	
0.5700001	0.0005101654	-0.2	-0.03452965	
0.571	0.000494118	-0.2	-0.03402567	
0.572	0.0004785499	-0.2	-0.03352841	
0.573	0.0004634521	-0.2	-0.03303792	
0.574	0.000448815	-0.2	-0.03255424	
0.575	0.0004346292	-0.2	-0.0320774	
0.576	0.0004208854	-0.2	-0.03160746	
0.577	0.0004075729	-0.2	-0.03114446	
0.578	0.0003946825	-0.2	-0.03068845	
0.5790001	0.0003822055	-0.2	-0.03023945	
0.58	0.0003701336	-0.2	-0.02979752	
0.581	0.0003584579	-0.2	-0.02936269	
0.582	0.0003471691	-0.2	-0.028935	
0.583	0.0003362596	-0.2	-0.0285145	
0.5840001	0.0003257204	-0.2	-0.02810121	
0.585	0.0003155438	-0.2	-0.02769517	
0.586	0.0003057212	-0.2	-0.02729643	
0.587	0.0002962442	-0.2	-0.02690501	
0.588	0.0002871053	-0.2	-0.02652095	
0.589	0.0002782963	-0.2	-0.02614429	
0.59	0.0002698098	-0.2	-0.02577505	
0.591	0.0002616385	-0.2	-0.02541328	
0.592	0.0002537759	-0.2	-0.02505899	
0.5930001	0.0002462137	-0.2	-0.02471223	
0.594	0.0002389432	-0.2	-0.02437302	
0.595	0.0002319576	-0.2	-0.02404139	
0.596	0.0002252507	-0.2	-0.02371737	
