Time	1	2	
0	-0.05251512	-0.0525858	
0.0002	-0.05243474	-0.05248022	
0.0004	-0.05235989	-0.05251116	
0.0006	-0.05240673	-0.05241771	
0.0008	-0.05234961	-0.05232653	
0.0009999999	-0.05235444	-0.0523323	
0.0012	-0.05232301	-0.05231054	
0.0014	-0.05234523	-0.05236181	
0.0016	-0.0523951	-0.05234009	
0.0018	-0.05248578	-0.05229879	
0.002	-0.05255034	-0.05236002	
0.0022	-0.05257389	-0.05241688	
0.0024	-0.05262963	-0.0525266	
0.0026	-0.05272873	-0.05252057	
0.0028	-0.05268017	-0.05264049	
0.003	-0.05279278	-0.05263672	
0.0032	-0.05272262	-0.05268655	
0.0034	-0.05271394	-0.05278872	
0.0036	-0.05271861	-0.05287626	
0.0038	-0.05267929	-0.05290795	
0.004	-0.05273179	-0.05294403	
0.0042	-0.0527127	-0.05293616	
0.0044	-0.05267462	-0.05299154	
0.0046	-0.05277041	-0.05311336	
0.0048	-0.05279966	-0.05322349	
0.005	-0.05276616	-0.05319969	
0.0052	-0.05286197	-0.05321405	
0.0054	-0.05295625	-0.0532323	
0.0056	-0.05293072	-0.0533409	
0.0058	-0.053059	-0.05344591	
0.006	-0.05316382	-0.05356442	
0.0062	-0.05315017	-0.05352435	
0.0064	-0.0532276	-0.05364625	
0.0066	-0.05330986	-0.05359855	
0.0068	-0.053331	-0.0535725	
0.007	-0.05332548	-0.05360803	
0.0072	-0.05329644	-0.05368308	
0.0074	-0.05333987	-0.05363705	
0.0076	-0.05338407	-0.05365162	
0.0078	-0.05342835	-0.05359972	
0.007999999	-0.0535102	-0.05369931	
0.0082	-0.05360036	-0.05381098	
0.0084	-0.05355714	-0.053766	
0.008599999	-0.05363081	-0.05373994	
0.0088	-0.05357637	-0.05378348	
0.009	-0.05369217	-0.05384843	
0.0092	-0.05368519	-0.05380001	
0.0094	-0.0536162	-0.05391847	
0.0096	-0.05374242	-0.05397488	
0.0098	-0.05378124	-0.05397058	
0.01	-0.053744	-0.05393498	
0.0102	-0.05375122	-0.05388593	
0.0104	-0.05379445	-0.05391087	
0.0106	-0.05388268	-0.05394149	
0.0108	-0.05392368	-0.05401831	
0.011	-0.053984	-0.05397046	
0.0112	-0.05404587	-0.05402971	
0.0114	-0.05402211	-0.05408343	
0.0116	-0.05411749	-0.0540956	
0.0118	-0.05415632	-0.05419216	
0.012	-0.05425754	-0.05411859	
0.0122	-0.05418905	-0.05422226	
0.0124	-0.054183	-0.05422735	
0.0126	-0.05422935	-0.05415744	
0.0128	-0.05424894	-0.0542764	
0.013	-0.05428771	-0.05421953	
0.0132	-0.05437936	-0.05430423	
0.0134	-0.05445626	-0.05423143	
0.0136	-0.05443675	-0.05418188	
0.0138	-0.0543957	-0.05415966	
0.014	-0.0544773	-0.05420799	
0.0142	-0.05445864	-0.05431769	
0.0144	-0.05449503	-0.05434184	
0.0146	-0.05459118	-0.05430802	
0.0148	-0.05462193	-0.05422818	
0.015	-0.05455241	-0.05415879	
0.0152	-0.05454712	-0.05427454	
0.0154	-0.05458827	-0.05420638	
0.0156	-0.05459575	-0.05432219	
0.0158	-0.05452054	-0.05439606	
0.016	-0.05448443	-0.05448972	
0.0162	-0.0545457	-0.05448322	
0.0164	-0.05457462	-0.05446134	
0.0166	-0.05458984	-0.05455796	
0.0168	-0.05457582	-0.05460733	
0.017	-0.05449454	-0.05463571	
0.0172	-0.05454128	-0.05457878	
0.0174	-0.05449744	-0.05452583	
0.0176	-0.05441808	-0.05447502	
0.0178	-0.05434385	-0.05456105	
0.018	-0.05442008	-0.05459471	
0.0182	-0.05441894	-0.05456096	
0.0184	-0.05444515	-0.05459035	
0.0186	-0.05451893	-0.0547014	
0.0188	-0.05460178	-0.05478983	
0.019	-0.05465406	-0.05474095	
0.0192	-0.05462785	-0.0548318	
0.0194	-0.05468195	-0.05483977	
0.0196	-0.05459935	-0.05475373	
0.0198	-0.05468576	-0.05469549	
0.02	-0.05473589	-0.05474211	
0.0202	-0.05471589	-0.05465271	
0.0204	-0.05464505	-0.05469138	
0.0206	-0.05463791	-0.05468207	
0.0208	-0.05468457	-0.05477963	
0.021	-0.05477695	-0.05487662	
0.0212	-0.05477946	-0.05480418	
0.0214	-0.05470766	-0.0548991	
0.0216	-0.05471301	-0.05495765	
0.0218	-0.05475575	-0.05504161	
0.022	-0.05474355	-0.05504458	
0.0222	-0.05473857	-0.05501888	
0.0224	-0.05466941	-0.05495819	
0.0226	-0.05465425	-0.05488623	
0.0228	-0.05472073	-0.05487456	
0.023	-0.05478314	-0.0548036	
0.0232	-0.05482227	-0.05476479	
0.0234	-0.05480566	-0.05475176	
0.0236	-0.0547097	-0.05472608	
0.0238	-0.05473158	-0.05483407	
0.024	-0.05475148	-0.05488561	
0.0242	-0.05482519	-0.05486472	
0.0244	-0.05484848	-0.05487436	
0.0246	-0.05482043	-0.05483127	
0.0248	-0.05485434	-0.05493595	
0.025	-0.05484388	-0.05490966	
0.0252	-0.05490952	-0.05485182	
0.0254	-0.0549302	-0.0547613	
0.0256	-0.05487052	-0.05475965	
0.0258	-0.05485844	-0.05471348	
0.026	-0.05495653	-0.05480981	
0.0262	-0.05496429	-0.05489286	
0.0264	-0.05501505	-0.05483145	
0.0266	-0.05495807	-0.05492235	
0.0268	-0.05502288	-0.05495337	
0.027	-0.05507001	-0.05488444	
0.0272	-0.05513789	-0.05480225	
0.0274	-0.05503416	-0.05476782	
0.0276	-0.05506609	-0.05484946	
0.0278	-0.05509605	-0.05481168	
0.028	-0.05512308	-0.05476969	
0.0282	-0.05505107	-0.0547181	
0.0284	-0.05503509	-0.05470118	
0.0286	-0.05493413	-0.05476985	
0.0288	-0.05491269	-0.05487222	
0.029	-0.05493455	-0.05480605	
0.0292	-0.05494758	-0.0547523	
0.0294	-0.05484588	-0.0547512	
0.0296	-0.05489226	-0.05481255	
0.0298	-0.05498303	-0.05475637	
0.03	-0.05504547	-0.05468706	
0.0302	-0.05504242	-0.05479071	
0.0304	-0.05493618	-0.05471205	
0.0306	-0.05496754	-0.05466507	
