Time	BoxContact	BoxSensor	BoxSensorX	BoxSensorY	CylinderContact	CylinderSensor	CylinderSensorX	CylinderSensorY	
0.1116	-0.07	0	0.0315492	-0.5513654	0.02907766	1	0.1010027	-0.3388185	
0.112	-0.07	0	0.0321262	-0.5513321	0.02907766	1	0.1013573	-0.3387125	
0.1124	-0.07	0	0.03270505	-0.5512981	0.02907766	1	0.1017128	-0.338606	
0.1128	-0.07	0	0.03328572	-0.5512633	0.02907766	1	0.1020694	-0.3384986	
0.1132	-0.07	0	0.03386822	-0.5512278	0.02907766	1	0.1024271	-0.3383906	
0.1136	-0.07	0	0.03445255	-0.5511916	0.02926213	1	0.1027857	-0.3382818	
0.114	-0.07	0	0.03503869	-0.5511546	0.02926213	1	0.1031454	-0.3381723	
0.1144	-0.07	0	0.03562665	-0.5511169	0.02926213	1	0.1035061	-0.338062	
0.1148	-0.07	0	0.03621642	-0.5510785	0.02926213	1	0.1038679	-0.3379511	
0.1152	-0.07	0	0.036808	-0.5510393	0.02926213	1	0.1042306	-0.3378394	
0.1156	-0.07	0	0.03740138	-0.5509993	0.02940971	1	0.1045943	-0.3377269	
0.116	-0.07	0	0.03799655	-0.5509586	0.02940971	1	0.1049591	-0.3376138	
0.1164	-0.07	0	0.03859353	-0.5509171	0.02940971	1	0.1053249	-0.3374998	
